Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),CO(13),CO2(14),HCO(15),C(T)(16),CH(17),CH2(T)(18),CH3(19),CH2O(20),HCCO(21),C2H(22),C2H2(23),H2CC(24),CH2(S)(25),CH3OH(26),CH3O(27),CH2CO(28),C2H3(29),C2H4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),HOCO(37),HCOH(38),CH3OO(39),CH3OOH(40),CH2OOH(41),C2H5O(42),C2H5O2(43),H2CC(44),C2H4O(45),C2H5O(46),cC2H4O(47),C2H5O2(48),C2H3O2(49),CHCHO(50),OCHCHO(51),HCCOH(52),CHCHOH(53),C2(54),C2O(55),C2H6O(56),C2H5O(57),C2H5O3(58),cC2H3O(59),HOCHO(60),C2H3O3(61),OCHCO(62),C2H6O2(63),C2H5O2(64),C2H4O2(65),HOCH2O(66),OCHO(67),C2H4O3(68),C2H3O2(69),N2,Ne,C7H16(1),O2(2),CH4(3),C4H9(99),C5H11(101),C3H7(100),S(160),S(162),S(161),S(177),C7H15(105),S(194),S(267),S(266),S(268),C7H15(102),S(310),C7H15(103),S(829),S(830),S(859),S(882),S(752),S(926),C7H15(106),S(900),S(992),S(1016),S(1066),S(847),S(779),S(1065),S(1245),S(1588),S(184),S(1604)
1e-12,0.0020477699652703646,1.3339337677597303e-21,1.2012914351027668e-27,3.5089985210114816e-27,8.3767353747983592e-27,2.8246143339245196e-32,0.0,0.0,5.9332509167051401e-19,1.3744675838434154e-27,6.2618808350105946e-32,6.9066272143866859e-36,1.3000164115462067e-39,2.6325830725730787e-49,1.9995071549084549e-41,1.0495185927481571e-31,4.6718963148493465e-19,2.3618834475659904e-27,1.8448603682484505e-67,2.0793354138876825e-65,2.6519729707951147e-42,1.8816313168183328e-40,2.4921646842317103e-29,3.8063566978713011e-37,2.5105169125153487e-29,7.4542126050407623e-47,4.896682199944966e-40,4.2401483248046545e-23,1.8001057361848379e-26,4.8804707368076946e-18,2.5910443017799832e-35,1.4413717669183266e-45,1.2893457829902916e-44,1.4478482184267419e-32,1.7797956468767149e-57,1.427290542153466e-45,1.0857124209678885e-23,1.1107845139509215e-31,4.9814536186152896e-33,5.9232312895471977e-34,2.8415346585470538e-22,1.23972253954647e-48,3.5403809958797371e-45,1.436422847373173e-40,5.5230806491899e-36,5.8019199770618146e-32,3.1516080892647708e-44,4.753154881966383e-46,2.0723580740170925e-45,8.0724751373391289e-68,1.3365506429407508e-62,3.9062162640999905e-92,7.92538913292415e-83,6.8805430154699588e-42,7.6790269705565669e-39,7.825733994126954e-45,1.4286234675577909e-53,5.2081195931323334e-42,4.9877336859785625e-50,4.4022700429459182e-58,2.2026750084685916e-29,2.2466135799749263e-31,6.0089186869635407e-39,3.4616175406530781e-40,4.388500118954244e-60,1.8757783327208669e-66,2.6472829404491204e-59,0.88168480800000004,0.0,0.0094599999999999893,0.10885,0.00099999999999999959,5.9220117595002787e-18,4.8805785628981454e-18,5.9220744258132321e-18,2.072940025693994e-22,1.4922904059183826e-22,1.7083977972845334e-22,5.5408345973315015e-28,5.457579149590498e-20,1.488732470726595e-28,1.4754900032036412e-23,1.2090760969439655e-31,3.2485692730568258e-32,4.5058626531189362e-20,2.7266615544949022e-30,2.2529309596625268e-20,1.2182045631369501e-23,6.0909514733701048e-24,7.9526399999577167e-29,1.7353625625203371e-32,1.9207760730533529e-37,3.4949779125680543e-40,5.262537740241885e-21,1.8128718980155134e-40,1.6823800697093324e-37,1.8420975436860057e-25,3.4079463058219038e-32,1.5852690157732804e-29,2.2512036582417963e-30,4.5007120068744344e-36,6.7436824795871957e-39,1.4261749162352814e-42,1.7161133299934752e-28,8.3209931495752173e-48
1.023e-12,0.0020477699652703646,1.3646058537691461e-21,1.2428449817868832e-27,3.6313881871869848e-27,8.6686083072248235e-27,2.940204276453975e-32,0.0,0.0,6.0696781283402765e-19,1.4224074469756362e-27,6.4800720069416793e-32,7.1891454264702897e-36,1.3532163015140002e-39,2.7402590086475603e-49,2.0692443017592788e-41,1.0860867401163989e-31,4.7793194775094402e-19,2.4442630585902735e-27,1.9260351167827734e-67,2.1707696872631307e-65,2.7605209672616841e-42,1.958628181055122e-40,2.5492691979978717e-29,3.9621218336982324e-37,2.5980806706678891e-29,7.7916424306216223e-47,5.0970619076778281e-40,4.3880385538805491e-23,1.8628906318924411e-26,4.9926860854442197e-18,2.6970738201143855e-35,1.5068881344674488e-45,1.3460863149664834e-44,1.5113757183987021e-32,1.8621054005675589e-57,1.4856990463013622e-45,1.1235807225055523e-23,1.1562404386389895e-31,5.1847930300615434e-33,6.1657864356701142e-34,2.940642942278226e-22,1.2829622711725093e-48,3.7014902754640658e-45,1.4996012665859256e-40,5.7659285583909705e-36,6.0393453412090698e-32,3.2901826668775097e-44,4.9611799224236373e-46,2.1634787455462574e-45,8.4464378547630149e-68,1.397521771475259e-62,4.0869497020589278e-92,8.287711921879043e-83,7.1831716493022654e-42,8.0167740435668757e-39,8.181857310711733e-45,1.4936159819197108e-53,5.4449012345208933e-42,5.2183868150531175e-50,4.6008006855598723e-58,2.2928133324499006e-29,2.3381221350537601e-31,6.2731287229422147e-39,3.6135704213399368e-40,4.5914493919493751e-60,1.9632642011369655e-66,2.7707166164079468e-59,0.88168480800000004,0.0,0.0094599999999999893,0.10885,0.00099999999999999959,6.058176557276795e-18,4.9927976723209291e-18,6.0582414092894912e-18,2.1452411264242115e-22,1.544339410303186e-22,1.7679842030618522e-22,5.7675734176582942e-28,5.5830500505911498e-20,1.5496536868227904e-28,1.5269503901760024e-23,1.2622383376888503e-31,3.3914067712009073e-32,4.609453437703956e-20,2.8382404768945737e-30,2.3047263391604322e-20,1.2606917632740574e-23,6.3033845546690141e-24,8.2780650326899265e-29,1.8116643500104608e-32,2.0081680995614858e-37,3.656676518415692e-40,5.3835398658002378e-21,1.8925874380718171e-40,1.7589304696777567e-37,1.9063473050678471e-25,3.5474072346408319e-32,1.6501395951463789e-29,2.3433262532270735e-30,4.684927046722241e-36,7.0402249722031202e-39,1.4910684657795878e-42,1.7863380391532635e-28,8.7059862887045451e-48
2.047e-12,0.0020477699652703646,2.7302291719209877e-21,4.9144551406711644e-27,1.4533371786657148e-26,3.4641974958150867e-26,2.3536341954739801e-31,0.0,0.0,1.2143840409408246e-18,5.6927164324806686e-27,2.5786570211046944e-31,5.7229362416287762e-35,1.0832785190311901e-38,2.1784369425960179e-48,8.2791351050734166e-41,4.320809530808245e-31,9.5620168301022513e-19,9.7822248589541762e-27,3.2089403898736832e-66,3.4821950527942031e-64,2.2160727172870029e-41,1.5667872529052567e-39,5.0659568567043412e-29,3.1716524180081321e-36,1.0397815061971891e-28,2.1306144451425621e-45,4.0790318840750765e-39,1.7560771241058468e-22,7.4550940850764493e-26,9.9882620122847209e-18,2.1583992305743052e-34,4.559391478867352e-44,2.2077468662116867e-43,2.2850286331968261e-31,1.1388330406585262e-55,1.1894001909556616e-44,4.4966848643634509e-23,9.255601643251977e-31,4.0168209126934e-32,4.9801121177001052e-33,1.1768120753930905e-21,5.1343695321718319e-48,1.1946598747572502e-43,2.4217379460033845e-39,9.2300886101791539e-35,4.8336473208957422e-31,5.2663512990877817e-43,7.0561988913616579e-45,3.4630660970022695e-44,6.2457956970191495e-66,5.1716928054497072e-61,2.6233531595793045e-90,3.3884924936251212e-81,1.1600913275473039e-40,1.2945554280175531e-37,2.6423045325655311e-43,4.7394119607483768e-52,1.6657073943140199e-40,3.1592900099526129e-48,1.0390515782380937e-56,1.835284081632883e-28,1.7640277678396839e-30,1.0042013243951952e-37,5.5230829376678434e-39,2.7915131322058288e-58,2.3807359281364565e-64,3.1583411286944221e-57,0.88168480800000004,0.0,0.0094599999999999788,0.10885,0.00099999999999999915,1.2120134468047845e-17,9.9887085571905447e-18,1.212039399625366e-17,8.5851472948213084e-22,6.1804437978815884e-22,7.0753854533678937e-22,4.6154623536607728e-27,1.11669376565233e-19,1.2401464518687954e-27,6.1090318183819106e-23,2.0201418644479373e-30,5.4279222704262347e-31,9.2196065791614945e-20,2.2712993624643508e-29,4.6098017716012475e-20,5.0438578692607959e-23,2.5218695187592732e-23,6.6221954577236307e-28,2.8984779172889378e-31,6.4149418734535142e-36,2.3362660902074367e-38,1.0770546494844852e-20,3.0295225052136029e-39,5.6314339305403331e-36,7.629179959172924e-25,2.8395911721530183e-31,1.3202720755174023e-28,1.8752708074864797e-29,3.7598957229595517e-35,1.1297423202764965e-37,4.7850175359646145e-41,1.4292078205676437e-27,5.5869629310614283e-46
4.095e-12,0.0020477699652703646,5.4616704785937962e-21,1.9544455977601482e-26,5.8151309697211976e-26,1.3850711294463565e-25,1.8835589146642249e-30,0.0,0.0,2.4292907060234591e-18,2.2777627922282767e-26,1.0201328216071473e-30,4.5294742011199617e-34,8.6695413845239108e-38,1.7194872515400004e-47,3.3107724434564351e-40,1.7084481525230549e-30,1.9127536783287352e-18,3.9139483371636197e-26,5.8347668378302086e-65,5.5946064377898598e-63,1.7834652167978384e-40,1.2520936679552874e-38,9.9985748976078925e-29,2.5381151064983553e-35,4.1602447370844597e-28,5.4699206831390175e-44,3.2624342049860385e-38,7.0256703301793327e-22,2.9825144073651577e-25,1.9977627995323244e-17,1.7263146735470324e-33,1.314312886242544e-42,3.7015265292490001e-42,3.2898602525029416e-30,6.6823840703894471e-54,9.5199064616455986e-44,1.7991471110177765e-22,7.4067529531516633e-30,3.0212996203433731e-31,4.0560809743699607e-32,4.7079803319605404e-21,2.0541461872237383e-47,3.8844129726498735e-42,3.9422619164897178e-38,1.4768296918364464e-33,3.8668326318870833e-30,8.4244358742027661e-42,9.2231951785314888e-44,5.5401172763512974e-43,5.0903398947409118e-64,2.1101495518259979e-59,1.6862097255332257e-88,1.5394534904017296e-79,1.8886855844021153e-39,2.1070669499653909e-36,8.6004235234561719e-42,1.4900602326073046e-50,4.8853968880097499e-39,1.8229223298605606e-46,2.0896584474638199e-55,1.4685296022091096e-27,1.265368248299178e-29,1.6067388298520126e-36,8.0876129113410513e-38,1.6176151691086543e-56,2.7542719579294597e-62,3.2624762962271219e-55,0.88168480800000004,0.0,0.0094599999999999563,0.10885,0.00099999999999999829,2.4242707674549129e-17,1.997941434739027e-17,2.424374593104094e-17,3.4347007405804622e-21,2.4726995854119698e-21,2.8306842751836219e-21,3.6912182138830661e-26,2.2325542866860514e-19,9.9188183878150548e-27,2.442672846752462e-22,3.2308315443594356e-29,8.6814549834224185e-30,1.8432366025194406e-19,1.8164986379712186e-28,9.2161769516955066e-20,2.016827135634937e-22,1.0083660684229178e-22,5.2924750495099875e-27,4.6324006109865715e-30,2.0435746879408491e-34,1.4885691813041597e-36,2.1543685288823505e-20,4.8430986371480246e-38,1.8005973127882271e-34,3.0523012373104639e-24,2.2722470629520396e-30,1.0555025721067163e-27,1.4998118137347683e-28,3.0242205825221189e-34,1.8163480258156982e-36,1.5383153730596191e-39,1.1425346042542227e-26,3.5912395087821877e-44
8.191e-12,0.002047769965270365,1.0925330537027483e-20,7.7955449515475391e-26,2.3266826087673751e-25,5.5394056309349916e-25,1.5072684999095785e-29,0.0,0.0,4.8594007687170005e-18,9.1128798713470953e-26,3.991167429386097e-30,3.5461295342349729e-33,6.9377479898463888e-37,1.338943778488975e-46,1.3230847064160234e-39,6.6771543215664804e-30,3.8259077167444625e-18,1.5658127709058669e-25,1.2693461506518858e-63,9.02019774716148e-62,1.4430327511448345e-39,9.9908661920856933e-38,1.9476622931871781e-28,2.0308293208444569e-34,1.6643387831429413e-27,1.2706541908498118e-42,2.6074863047779361e-37,2.8102529518555625e-21,1.1929182448461536e-24,3.9949219163416455e-17,1.3797720796957759e-32,3.5061441936170945e-41,6.4591522888005965e-41,4.3806934551459771e-29,3.6428447308240331e-52,7.6199690769795074e-43,7.1975450435726398e-22,5.9263176252250371e-29,2.1613086114001229e-30,3.3574094548235954e-31,1.8830375260574788e-20,8.2165407757062628e-47,1.281787718786708e-40,6.51825704285718e-37,2.3618152076812159e-32,3.0919106759309755e-29,1.3466956427334919e-40,1.0777428561113129e-42,8.8568957811153922e-42,4.7092523760837197e-62,9.7753022165029137e-58,1.0875681834321889e-86,7.6543948267216694e-78,3.1235179049309812e-38,3.4829176668984978e-35,2.8426302926048467e-40,4.6044933283303528e-49,1.3304736360102249e-37,9.7395090782998239e-45,3.8300061715220196e-54,1.1747682289703911e-26,8.3735650334021068e-29,2.5695714475825938e-35,1.0982862518079598e-36,8.6024916678537481e-55,2.9574085897312743e-60,2.8813607796329887e-53,0.88168480800000004,0.0,0.0094599999999999112,0.10885,0.00099999999999999633,4.8482484933411373e-17,3.9956363142667928e-17,4.8486637476231758e-17,1.3738537112541302e-20,9.8910871392900002e-21,1.1322527102006332e-20,2.9497821777254902e-25,4.4606156819132922e-19,7.9276594310266134e-26,9.7593499670072355e-22,5.1623340795198491e-28,1.3873215876236216e-28,3.6827762611396861e-19,1.4516689256902131e-27,1.8413857158706621e-19,8.0584228772864872e-22,4.0288321490389461e-22,4.2236148651485066e-26,7.3917261468949177e-29,6.4779500344588772e-33,9.4380056684429787e-35,4.3086459383453339e-20,7.7289338203878247e-37,5.7473416208820092e-33,1.2209438154879233e-23,1.8178817436424814e-29,8.4287322957927383e-27,1.1986527613347149e-27,2.4441454043766204e-33,2.932491118567974e-35,4.9651462398670691e-38,9.1228212791962029e-26,2.3169244695592562e-42
1e-11,0.002047769965270365,1.3339042672542826e-20,1.2950859469349045e-25,3.8689973346760826e-25,9.2093333140054067e-25,3.8383287021408012e-29,0.0,0.0,5.9329217495091413e-18,1.515158994360721e-25,6.4862254856847154e-30,8.7686557573015009e-33,1.7666575633238273e-36,3.2866518832096252e-46,2.1972105901573259e-39,1.0839521009250933e-29,4.6708970615933484e-18,2.6032715595329482e-25,8.6339704434170886e-63,3.936737264451398e-61,3.7300773961842457e-39,2.5339725827894427e-37,2.3346471111407612e-28,5.1704065419120002e-34,2.767059448124702e-27,6.8055269382886613e-42,6.6283525029542774e-37,4.6714628676743185e-21,1.9828361219606178e-24,4.8763377470778926e-17,3.5075266463253044e-32,2.1287964650540737e-40,3.1624292509791564e-40,1.4982558333011182e-28,4.1804973287101333e-51,1.9409995490332382e-42,1.1966184187016788e-21,1.5087913410979151e-28,4.8510991295447466e-30,8.9352772340140787e-31,3.1299044770305268e-20,1.3658295641400917e-46,1.0597380015703978e-39,2.9560549809315189e-36,1.0175143460395179e-31,7.8645748053442279e-29,5.7977387575911657e-40,3.3047261988137138e-42,3.8132917544356508e-41,1.1422632763650575e-60,1.2252460352448626e-56,1.6444630598776994e-85,9.3918621504856109e-77,1.4170590594904814e-37,1.5787888718201435e-34,2.3549093467790909e-39,3.4022521443173676e-48,8.1419573883968206e-37,1.1089919722383827e-43,1.754968974464118e-53,2.9900259509143398e-26,1.747974659159434e-28,1.107019256330539e-34,3.7743135302056396e-36,9.4420863497842012e-54,6.5664989101058078e-59,4.7613607652694171e-52,0.88168480800000004,0.0,0.0094599999999998904,0.10885,0.00099999999999999547,5.9183251756496219e-17,4.8775250400617014e-17,5.9190153684392093e-17,2.2837130954498097e-20,1.6442486158340572e-20,1.8821090752574515e-20,7.4970594001998134e-25,5.4414219894192261e-19,2.0152810926853239e-25,1.6203029132203637e-21,2.2208223283886772e-27,5.9694065397306108e-28,4.4925604052577717e-19,3.6896513008247168e-27,2.2462762053613566e-19,1.3379893369339734e-21,6.6889837309704461e-22,1.0714269971143477e-25,3.1728260362345397e-28,4.9964154751370102e-32,1.3825588754073973e-33,5.2597729446515318e-20,3.3177458230460395e-36,4.4868139846541472e-32,2.0296181738678171e-23,4.6274800242177383e-29,2.1400477604130809e-26,3.046803611600079e-27,6.3072779928399651e-33,1.282569314908277e-34,3.9533460608301974e-37,2.3159660801620841e-25,3.5052290257578021e-41
1.6383e-11,0.002047769965270365,2.1855750555900715e-20,3.1141225730889679e-25,9.3110066743528526e-25,2.2158558521876299e-24,1.2063401820350794e-28,0.0,0.0,9.720807001248355e-18,3.6458989828204399e-25,1.5289959909871592e-29,2.7196176421665029e-32,5.5522908882420324e-36,1.0159079098484311e-45,5.2815364696049376e-39,2.5526301864690322e-29,7.6524155735725826e-18,6.2639124925382865e-25,3.4619817243151893e-62,1.464464314448461e-60,1.1799842995568736e-38,7.9497697666129408e-37,3.7001109546994783e-28,1.6248306708896039e-33,6.6579748735412714e-27,2.6335152558466748e-41,2.0815853300610205e-36,1.1238683924982834e-20,4.7700366800709664e-24,7.9863859768122559e-17,1.1015242179103783e-31,8.4030562758082788e-40,1.2041870380364737e-39,5.2390907429425533e-28,1.7645885199064907e-50,6.1010735455192173e-42,2.8792178467063208e-21,4.7414317999408383e-28,1.4341940963329774e-29,2.8616609480875788e-30,7.5294355704860081e-20,3.2859357724169818e-46,4.3467156484041692e-39,1.1086456016216284e-35,3.774422816856168e-31,2.4704771122671354e-28,2.1503105370159714e-39,1.1162567368780225e-41,1.4143244596600822e-40,5.0065390717618153e-60,5.2035699172175406e-56,7.0631545688409843e-85,3.9829925107176154e-76,5.3149841551291177e-37,5.9205594754943607e-34,9.6611202062159383e-39,1.3782311484120839e-47,3.2176065067492239e-36,4.6783799735262297e-43,6.5959164729284363e-53,9.3951061273478499e-26,4.9610623808808806e-28,4.1064368672569382e-34,1.3216592202407062e-35,3.9722830815832555e-53,2.8692672840664061e-58,2.0544994363431352e-51,0.88168480800000004,0.0,0.009459999999999821,0.10885,0.00099999999999999243,9.6940573277640825e-17,7.9892418652407501e-17,9.6957176324904702e-17,5.4941235151960862e-20,3.9558892979014861e-20,4.5279538393025973e-20,2.3541985055840274e-24,8.9021664121999697e-19,6.3288876155079476e-25,3.8939349812938085e-21,8.2354110951921041e-27,2.2137150182239674e-27,7.3498584660127425e-19,1.1586302213198138e-26,3.67491965169585e-19,3.2156535796523722e-21,1.6075245504032222e-21,3.3616343791799028e-25,1.1759896124527535e-27,2.0340386990230663e-31,5.927857603936249e-33,8.6157948801144672e-20,1.229717817846302e-35,1.8290465453663777e-31,4.8830003903072083e-23,1.4541059805816332e-28,6.7170875781644268e-26,9.5679461639736634e-27,1.9938220675074077e-32,4.7733547522093225e-34,1.6150667819465908e-36,7.2688210647743773e-25,1.5055800602591617e-40
3.2767e-11,0.0020477699652703654,4.3728911378576738e-20,1.2451103062935728e-24,3.7281574660630354e-24,8.8657535315614021e-24,9.6597383871690797e-28,0.0,0.0,1.9448357320951316e-17,1.4588136934115489e-24,5.6362936403001418e-29,2.0082415495182542e-31,4.444586940190419e-35,7.3441561498298618e-45,2.1038172482605858e-38,9.3701282308069014e-29,1.530622712227386e-17,2.5058714135666631e-24,1.1314865214251616e-60,2.4080635599352037e-59,9.841476523553474e-38,6.2914454141775542e-36,6.7128985638844301e-28,1.2999830868034569e-32,2.6634240947099931e-26,4.9344653315014828e-40,1.6580723719118693e-35,4.4931720888146978e-20,1.9065201092520839e-23,1.5957914547591602e-16,8.774723999181732e-31,1.7832705225899238e-38,2.4694865373834502e-38,5.5547465834204378e-27,7.2586751467105962e-49,4.8885106755161192e-41,1.1517337555262506e-20,3.7933147224806382e-27,8.6892275039032821e-29,2.55877578486187e-29,3.0093098703076764e-19,1.3137014245723329e-45,1.5425115795377257e-37,1.9751597257866492e-34,6.0240379432913099e-30,1.971288018127878e-27,3.4260670866182005e-38,1.0422231472045728e-40,2.2536116554722755e-39,6.0859375022947814e-58,3.1664906973212149e-54,4.6458505910824619e-83,2.031790953508704e-74,9.4777459581417452e-36,1.0536362763864917e-32,3.437586080818597e-37,3.9029783410695548e-46,6.6043082826908581e-35,1.9910180708568339e-41,1.0937017380217234e-51,7.5103669813111761e-25,2.599251951260917e-27,6.5539320829457564e-33,1.345960090099467e-34,1.4942032137147448e-51,2.4916975822580198e-56,1.1531997167780659e-49,0.88168480800000004,0.0,0.0094599999999996423,0.10884999999999999,0.00099999999999998484,1.9377096873485433e-16,1.5969323375217536e-16,1.9383731747616385e-16,2.1964017101700431e-19,1.5817646074587924e-19,1.8101589815369286e-19,1.8742105788845631e-23,1.7727507045855551e-18,5.0414997296501664e-24,1.5496344822249015e-20,1.3097828327757609e-25,3.5224544410710473e-26,1.4636445363011052e-18,9.2250089782309448e-26,7.3181849529564412e-19,1.2800057034485555e-20,6.3976297534337628e-21,2.6617166140660505e-24,1.8602201279238498e-26,6.2709828738651922e-30,3.6562246726365582e-31,1.7224433886821836e-19,1.9452725112504864e-34,5.7877555557877594e-30,1.9523849142469993e-22,1.1628305321126053e-27,5.3319754027816435e-25,7.6196690681897722e-26,1.6543819277452768e-31,7.8859706203517836e-33,5.3279245002402167e-35,5.7678324166307116e-24,9.9110766615113184e-39
6.5535e-11,0.002047769965270366,8.752388882244364e-20,4.981578687975325e-24,1.4945320213456262e-23,3.5484614816481373e-23,7.7434884190623036e-27,0.0,0.0,3.8922356943972698e-17,5.8385942796954911e-24,1.9461741695857075e-28,1.3897261530412052e-30,3.5595600938340515e-34,4.8754790507008042e-44,8.3453065894727461e-38,3.2080542927157506e-28,3.0617007344264105e-17,1.0025655569382206e-23,4.1962855027017931e-59,4.0439398289253429e-58,8.4958661387808546e-37,4.9266945486984705e-35,1.1255429268989429e-27,1.040116154322291e-31,1.0655042021759471e-25,8.5891517351662813e-39,1.3149992405805806e-34,1.7953429437241745e-19,7.6137790922193822e-23,3.1855510214259911e-16,6.9601757418636703e-30,3.3835653717678833e-37,5.6725119526895302e-37,5.2900114947931269e-26,2.4824674076951154e-47,3.9229426921701809e-40,4.6070783399894041e-20,3.034746779702159e-26,4.8680667393258959e-28,2.4444372610081406e-28,1.2016982269600003e-18,5.249174861028726e-45,5.8315702064884387e-36,3.7528743897749517e-33,9.5900307105311707e-29,1.568839200967538e-26,5.4357121919824165e-37,9.0323796647634342e-40,3.5758553721717529e-38,8.347320790002755e-56,2.1735883883836862e-52,3.1211187687542772e-81,9.3540306863725875e-73,1.8040735524680092e-34,1.9975407949061594e-31,1.3038328216859369e-35,1.0134905522411272e-44,1.1274702192455706e-33,7.5763666682207529e-40,1.7712623164524974e-50,5.9988227519422609e-24,1.2230612797857566e-26,1.0433583803689518e-31,1.1369898390332886e-33,4.3635252786881592e-50,1.9739170351257004e-54,5.2174467175586719e-48,0.88168480800000004,0.0,0.009459999999999285,0.10884999999999997,0.00099999999999996945,3.8708930112004525e-16,3.190102583225735e-16,3.8735417654705012e-16,8.77521231984895e-19,6.3220296579730754e-19,7.2321141328604859e-19,1.4848711726651255e-22,3.5151288830226586e-18,3.9988807732425467e-23,6.1356297932575677e-20,2.0706944163701672e-24,5.5741281293510476e-25,2.9022540871728144e-18,7.3101122205996387e-25,1.4511123885049016e-18,5.0704098914775297e-20,2.533316051951233e-20,2.0861407329521044e-23,2.9094711449914483e-25,1.8679798647427159e-28,2.1794553204773782e-29,3.4418800831718822e-19,3.0425465415335823e-33,1.811155785398357e-28,7.8025783602697848e-22,9.2947833009654341e-27,4.1997613452865656e-24,6.0406206102455002e-25,1.412100126970739e-30,1.3348058127671748e-31,1.7982279844122372e-33,4.5401361339097907e-23,6.6607044726807482e-37
9.999999999999999e-11,0.0020477699652703676,1.3368667394409259e-19,1.285120651026004e-23,3.8669512627217275e-23,9.1560364937397144e-23,3.638907825679281e-26,0.0,0.0,5.9444418655773465e-17,1.5063730964226097e-23,4.1279402073393287e-28,5.2390474141167402e-30,1.6690287565790636e-33,1.7152160388395615e-43,2.1223592094440451e-37,6.7143282303964236e-28,4.6727238802733455e-17,2.5852733457175884e-23,9.345036593503828e-58,3.8668317748594939e-57,4.4703463826630016e-36,2.2217470530277111e-34,1.4147699020466892e-27,4.8700113770500897e-31,2.7470385761007516e-25,7.8889330628919572e-38,6.0614293801999144e-34,4.6196585316567534e-19,1.9574007402585206e-22,4.8481355881614681e-16,3.2092333198757787e-29,3.2519451114014638e-36,7.8939317259115227e-36,2.7017889993205401e-25,3.9148261470205214e-46,1.8467468847437419e-39,1.1875920162973351e-19,1.4206834114086388e-25,1.6169978813029525e-27,1.4310470724276324e-27,3.089052900812453e-18,1.3506831982954403e-44,1.2652498046249863e-34,4.1868755579105658e-32,8.4432197468481955e-28,7.2758496193404887e-26,4.7556428461722731e-36,4.3428455558348466e-39,3.1288842562585185e-37,6.6740183913259409e-54,8.7467481938910341e-51,1.1600303453031739e-79,2.1394154288306355e-71,2.0197007599550914e-33,2.2192581318411978e-30,2.8419522585762072e-34,1.2806030738692622e-43,9.1703683907169133e-33,1.4236173625007136e-38,1.5651355559085055e-49,2.8002002150679225e-23,3.3861887975510233e-26,9.1858685644931457e-31,4.8467884445993019e-33,5.3767443336805438e-49,7.904087257952695e-53,1.0795598273975627e-46,0.88168480800000004,0.0,0.0094599999999989085,0.10884999999999993,0.0009999999999999534,5.8970167202606124e-16,4.8598177785591988e-16,5.9038224640576052e-16,2.2575681154479885e-18,1.6274789739974142e-18,1.8605987074965513e-18,6.8325779509487722e-22,5.3016939601259654e-18,1.8438522047396872e-22,1.5558174311540631e-19,1.79975343593011e-23,4.8533490989363452e-24,4.377327799122205e-18,3.3647557123989186e-24,2.188627631465389e-18,1.2866513295300273e-19,6.4246576603031526e-20,9.4183521856039969e-23,2.4787684997453086e-24,2.8402708558697235e-27,6.5313088895794439e-28,5.2454340639180827e-19,2.5921640337725463e-32,3.0023551171603191e-27,2.0082431418735272e-21,4.3443062583457446e-26,1.9124360371669345e-23,2.7825269758641758e-24,7.2647520788579033e-30,1.2907331287612303e-30,3.374371912451661e-32,2.0656386209060795e-22,2.4474828889411106e-35
