Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72)
9.999999999999999e-10,0.006364385055535711,3.2849745027462974e-19,8.7238193399098513e-23,9.9665028668703082e-21,5.1023890998414732e-22,2.0049658420212674e-24,0.0,0.0,1.6949449067682009e-17,8.1389948228913105e-24,1.7885705597764855e-32,2.3876699751584959e-34,1.2678523946670799e-43,1.7957680010441683e-23,5.9121196856228943e-33,1.6653964150561424e-18,1.8102332913469681e-23,1.0352072528171105e-32,5.7371629527511858e-36,6.5288079570196726e-18,5.5667443531799823e-38,2.3805782765494995e-34,5.8725964258171078e-31,1.4813173688559213e-26,1.0089591584005546e-39,1.0069117340223596e-20,4.6266196774409655e-34,1.2830423542769461e-15,9.1178858719263528e-33,2.3697212856111277e-48,3.2395455500513838e-33,1.9122567279249522e-54,1.1597228252284986e-26,8.4654459774238739e-26,9.1617971115015431e-22,9.8735962670819911e-21,1.5580433968553308e-23,2.178904745406423e-17,1.6643934643048815e-30,8.5393724143949761e-35,1.3968308230672106e-28,2.747680732745501e-27,1.2955585521415046e-23,2.489585894313408e-22,1.6038473389019896e-34,4.0535239703413379e-36,1.7452999137555679e-35,6.1523946625390416e-45,9.4723885836991417e-48,5.465937910242422e-45,7.6006912866380125e-76,5.4664374950689352e-64,1.3472266379065261e-35,5.8912599572395434e-27,5.6243790086216717e-30,1.6375115834248655e-31,5.0447363679238466e-40,8.1902075004088793e-31,2.0941787214801092e-33,1.2861626363566903e-48,1.7637311683324811e-22,3.329221702354834e-23,4.436276670144587e-26,2.2476866281224709e-34,7.5423668516008091e-48,1.1200244167149893e-51,3.6502696639251291e-42,0.88168480800000004,0.0,0.0094599999999971391,0.10884999999999988,1.5000720354056121e-15,1.2704447205103495e-15,1.5302533130681169e-15,6.0759277860729183e-18,5.020399259415547e-18,2.5111539443031028e-18,3.8590492376114941e-17,3.33120957417903e-17,5.1582935454905739e-19,4.3490327174982331e-19,9.6099802758354856e-18,2.1341054650351412e-19,3.3088553769812766e-21,1.8706098091581311e-19,4.3315265740560505e-21,1.4105462618037077e-19,2.1636756608543281e-19
1.0485750000000002e-09,0.006364385055535711,3.4819560330978612e-19,9.4119108259731981e-23,1.0710305804571669e-20,5.5112587191202199e-22,2.1818176169027735e-24,0.0,0.0,1.7833478234127697e-17,8.7601669897858233e-24,1.9576926147308964e-32,2.5973350951042579e-34,1.3904429633843847e-43,1.953597397521047e-23,6.455950107033764e-33,1.7894936690752182e-18,1.9697929133881485e-23,1.1109814669334803e-32,6.2319483108709694e-36,7.0149233380476092e-18,6.115854212396971e-38,2.5264106529240358e-34,6.4290888463610045e-31,1.6118349213962706e-26,1.1072854565072898e-39,1.0956594237141591e-20,5.0655218594734905e-34,1.3447875084079092e-15,9.9188036675750182e-33,2.5741026697528159e-48,3.5252701836231031e-33,2.0932316397550486e-54,1.2699902688720852e-26,9.103601544957118e-26,9.844106321084954e-22,1.0609829718516051e-20,1.6694113067576699e-23,2.3411630590839738e-17,1.8111019631533499e-30,9.2857985136979586e-35,1.5180476938231362e-28,2.985820657245094e-27,1.4020212863148679e-23,2.6439231199613993e-22,1.7521036627535366e-34,4.4371333818769798e-36,1.9110846849906082e-35,6.7574607535684614e-45,1.0402298282080784e-47,5.9810773935730425e-45,8.3684595811472044e-76,6.014137619224981e-64,1.4765530857336206e-35,6.3999897820741092e-27,6.1548107925922255e-30,1.7807181965463756e-31,5.469409261155329e-40,8.9398051686179929e-31,2.292585848012365e-33,1.408344694273113e-48,1.9191512296969736e-22,3.4937629815851794e-23,4.7669042407135088e-26,2.448176745055884e-34,8.2387956624140999e-48,1.2324619290076007e-51,3.9964263179942166e-42,0.88168480800000004,0.0,0.0094599999999970003,0.10884999999999986,1.5719041278858106e-15,1.3312587680388512e-15,1.6043248851289081e-15,6.3584001473945787e-18,5.253395687883011e-18,2.6277171984365884e-18,4.145788136888869e-17,3.5786071246004053e-17,5.534627128673957e-19,4.6667067205309934e-19,1.0326762585406196e-17,2.2897788398708295e-19,3.5765274956141386e-21,2.0100533353582153e-19,4.6507603347500189e-21,1.5157327607083611e-19,2.3251281879216395e-19
2.0971510000000003e-09,0.006364385055535726,9.9303237140559864e-19,4.901085709554685e-22,4.2483467787237776e-20,3.0682931007795123e-21,1.7324911510779015e-23,0.0,0.0,4.0575908979227043e-17,3.9269399049555744e-23,2.822000757774994e-31,1.9574265552934662e-33,3.0816699053087648e-42,1.4949966055959845e-22,6.5631650673178e-32,7.0729959582758383e-18,1.5583717688885099e-22,3.9886048436141014e-32,3.9593458653216045e-35,2.7613567884757467e-17,1.9711063861802681e-36,6.0700334984826479e-34,9.3441759342211658e-30,1.2689775432901831e-25,2.9166711515175143e-38,8.6623291191717607e-20,7.6768425737807972e-33,2.6429842652998676e-15,7.5227640547297293e-32,1.5992744632940566e-47,2.811633081759298e-32,2.9671033366428126e-53,2.0088233337461291e-25,3.6177494393913842e-25,3.8791485418027964e-21,4.1902178270202474e-20,5.4679764497427121e-23,9.2217957755170281e-17,1.4302700267685418e-29,6.6668857173879798e-34,1.0188820674064451e-27,1.9759513734108003e-26,6.8742458380774189e-23,6.2954678953624298e-22,2.1932425862525001e-33,6.2384462202429975e-35,2.9434387645620112e-34,1.8862063987419809e-43,2.6997374793490233e-46,7.7346542994891568e-44,8.3621895720582949e-74,3.269444819469973e-62,2.9222433604704559e-34,4.0685618587650645e-26,8.0861929656388305e-29,1.2796889004442892e-30,2.8488307255833506e-39,1.0268180286552084e-29,3.3020236673109913e-32,2.1703643130468177e-47,1.5133550648658363e-21,6.9571554395258929e-23,1.8818393272983284e-25,2.0652535820863063e-33,9.87394028418185e-47,8.0772354475285386e-50,5.791347132216621e-41,0.88168480800000004,0.0,0.009459999999994001,0.10884999999999952,3.0620739744901365e-15,2.5918084565616272e-15,3.1873304412489447e-15,1.1845143416525762e-17,9.7517173477375519e-18,4.878138567155453e-18,1.6137640805372866e-16,1.3893828571489687e-16,1.9725645629764565e-18,1.6720202276173749e-18,4.10342655647834e-17,8.1589037431574791e-19,1.8732332308555451e-20,7.9658042915582828e-19,1.7442716392664471e-20,6.0188607101081521e-19,9.2632116645486776e-19
4.194303e-09,0.006364385055535757,3.0881154394371117e-18,2.8088075870587982e-21,1.6670187480781359e-19,1.8723982093309683e-20,1.3616559349816754e-22,0.0,0.0,1.0009668587487326e-16,1.8979580049745439e-22,3.8100241468728995e-30,1.4118807493957264e-32,7.2748850704077173e-41,1.1165155280036547e-21,6.2222241736151039e-31,2.7630178757075038e-17,1.2194746435603986e-21,1.3109209932481464e-31,2.2133488369826067e-34,1.0709453561312726e-16,6.3687378845998956e-35,1.3687819690522605e-33,1.2548999234240251e-28,9.8358805404589013e-25,8.1069310193497762e-37,6.7694518850026179e-19,1.1255204715038277e-31,5.1076760387119433e-15,5.4355675218278404e-31,8.2642317919665393e-47,2.2361567250961391e-31,3.8868136422574627e-52,3.1419091622519116e-24,1.3875771862666199e-24,1.5067549216808574e-20,1.6308858934515871e-19,1.5837400384333554e-22,3.5790543386183554e-16,1.1131600643957852e-28,4.3924862066490183e-33,6.1519683876695231e-27,1.1618746990572565e-25,3.0484963975697501e-22,1.3581361360383624e-21,2.8371496844395719e-32,7.8631930149798296e-34,4.3609975563493859e-33,4.6856273473005405e-42,6.0998145123163749e-45,8.6861295865504243e-43,7.5918962459114867e-72,1.5794580231162792e-60,6.3237745156664019e-33,2.2157883734692681e-25,9.3496229069363565e-28,8.4280532518619484e-30,1.3123210064076189e-38,1.2928445609053258e-28,4.3640866009584699e-31,3.2165317190933632e-46,1.1769138997832457e-20,1.354738543602353e-22,7.3200275652233054e-25,1.700268448436819e-32,1.2709113678790398e-45,5.2673221898398549e-48,7.6775659368236929e-40,0.88168480800000004,0.0,0.0094599999999880023,0.10884999999999823,5.8221587563767802e-15,4.9242068293392369e-15,6.2904553157834976e-15,2.1163306638891214e-17,1.728040957023363e-17,8.6386388743532647e-18,6.1240779433869231e-16,5.2471479050194187e-16,6.456214615851528e-18,5.5155721326987409e-18,1.6198223450225755e-16,2.6721975179093728e-18,9.0397050876288653e-20,3.1330290717146207e-18,6.2778380769017875e-20,2.376583962615746e-18,3.6778143942241454e-18
6.291455e-09,0.006364385055535788,5.9215872474285105e-18,7.1462637690875388e-21,3.4948882869698399e-19,4.8744403967456445e-20,3.8531390570191657e-22,0.0,0.0,1.7308206961396442e-16,4.5007833975388492e-22,1.2993782271586885e-29,3.8295284466526212e-32,3.052612380192301e-40,3.0879235228578249e-21,1.8749464232317908e-30,5.7763042000295845e-17,3.4430916603700155e-21,2.4504661542932415e-31,5.2617257341077457e-34,2.2287931233281134e-16,2.8217182876952434e-34,2.1562792199388901e-33,4.2573252321433382e-28,2.7620006536468249e-24,3.4821609731315491e-36,1.9098147930238322e-18,3.9883034399014133e-31,7.4473530118820699e-15,1.467186982488976e-30,1.8522237835547424e-46,6.3730417651698386e-31,1.3087565000279321e-51,1.1438887369590163e-23,2.8543604986773246e-24,3.1381028945451174e-20,3.4003235184150045e-19,2.7533562670342622e-22,7.4498035724612155e-16,3.1324093890120474e-28,1.1285743090313147e-32,1.5218761825444976e-26,2.8283668765343049e-25,6.6403336717720879e-22,2.0660972581983439e-21,9.6866706075474791e-32,2.584253567050786e-33,1.5461091899713116e-32,1.9316549226555243e-41,2.4388313390154226e-44,2.724904612462241e-42,3.9175338421843337e-71,7.816038626419274e-60,2.6004749971073052e-32,5.1406105656592568e-25,2.9767935452174583e-27,2.1646424018743604e-29,2.9016263804889291e-38,4.4480309996610424e-28,1.4702962413949907e-30,1.1404352136425157e-45,3.311444109989909e-20,1.9818122986505545e-22,1.5254481436791635e-24,4.8808927965995943e-32,4.3953268506600277e-45,2.7776300940758073e-47,2.5885086151771275e-39,0.88168480800000004,0.0,0.0094599999999820036,0.10884999999999638,8.3816150929026886e-15,7.0861525283935145e-15,9.331681314176553e-15,2.9361057727310083e-17,2.3795436892538823e-17,1.1882749990884525e-17,1.2556088576585807e-15,1.0723405485622368e-15,1.2055926245954334e-17,1.0346555975992838e-17,3.4108158953892266e-16,4.9941050297168434e-18,2.0069324274958033e-19,6.585784152608166e-18,1.2520642425359843e-19,5.0090536582430849e-18,7.7771882486073744e-18
8.388607e-09,0.006364385055535811,9.4319441552691161e-18,1.3953346772652311e-20,5.8883268308953889e-19,9.6561134651923307e-20,8.0508889453506183e-22,0.0,0.0,2.5898878483971201e-16,8.3954823186142797e-22,3.0873267970295779e-29,7.7450268698842989e-32,8.5435012759673577e-40,6.3416053439796604e-21,4.0848476957064909e-30,9.707043725012339e-17,7.1798663978002727e-21,3.7531063676454863e-31,9.5485560955661933e-34,3.7313178109548905e-16,9.6798604147062039e-34,2.9599848070804463e-33,1.0056181763817444e-27,5.7314574081208191e-24,1.1386022792524065e-35,3.979706744799751e-18,9.7964597198297641e-31,9.6683840471704068e-15,2.9400155505847989e-30,3.1792458297876604e-46,1.3403254312633187e-30,3.1156247690559605e-51,2.8727672105789149e-23,4.7226615283058265e-24,5.2559692963280833e-20,5.700337764037864e-19,3.9838775041494377e-22,1.2470962708592105e-15,6.5120127040908373e-28,2.1699841155411298e-32,2.8528293492708993e-26,5.2259806331128818e-25,1.1423790584480517e-21,2.7515409149520575e-21,2.316794463292876e-31,5.9321980776248548e-33,3.7905706991989715e-32,5.2589241255863663e-41,6.4936434689859811e-44,6.0415163113576826e-42,1.8016757573226911e-70,2.5440631567048365e-59,7.968299368734719e-32,9.0903995606258146e-25,6.6863324032540404e-27,4.160679564077859e-29,5.0459029399575937e-38,1.0788821354568926e-27,3.453650740723695e-30,2.7960938883091742e-45,6.8843156868420468e-20,2.5785626005573123e-22,2.5560158363881324e-24,1.0284207688326885e-31,1.0693461831421505e-44,1.1078493583433997e-46,6.0828440638980464e-39,0.88168480800000004,0.0,0.009459999999976005,0.10884999999999402,1.0758318091915112e-14,9.0941235303607411e-15,1.2312028410582299e-14,3.6801420146140746e-17,2.9610820379238479e-17,1.4766209764643995e-17,2.0736532993913874e-15,1.7659026908748936e-15,1.8413213509028703e-17,1.5857758198815925e-17,5.7697479896888712e-16,7.6346110154107986e-18,3.442555977154102e-19,1.1129127462272314e-17,2.0289131557843425e-19,8.4851014758480847e-18,1.3209363273584098e-17
9.999999999999999e-09,0.00636438505553585,1.2450148947749606e-17,2.0780078571178112e-20,8.0146280251752279e-19,1.4492171385023174e-19,1.2454378932091312e-21,0.0,0.0,3.3150655872122291e-16,1.2204360479888451e-21,5.1590483819615504e-29,1.1756907409385404e-31,1.6083255314492849e-39,9.7050005133429341e-21,6.4739364149024237e-30,1.3187887871914293e-16,1.1090260066126115e-20,4.8276841137398104e-31,1.3480422716302848e-33,5.0572622491408351e-16,2.3227617531804166e-33,3.5869096406834542e-33,1.6712419861296092e-27,8.8208770187560338e-24,2.5922123933570919e-35,6.1438972284161858e-18,1.6792892724517849e-30,1.1316108643246899e-14,4.4124194660618207e-30,4.3301609839990153e-46,2.0836341231410122e-30,5.3147514204133025e-51,5.0053735649048642e-23,6.3469688136180896e-24,7.1247681057365528e-20,7.7318464962090058e-19,4.942402139096431e-22,1.689878092447842e-15,1.0035815673659449e-27,3.1685652533730293e-32,4.1142300595349122e-26,7.4615364393432078e-25,1.5706271153249416e-21,3.2667955011366503e-21,3.8989137703704005e-31,9.6421300078233488e-33,6.4760198523013988e-32,9.6027994271812178e-41,1.169359526062033e-43,9.6156823328693379e-42,6.2137984261728542e-70,5.6901936896797804e-59,1.7144109334732219e-31,1.2588648889207806e-24,1.0743487565683263e-26,6.0738935464869987e-29,6.9840587123541289e-38,1.8428532831042596e-27,5.7178651192158828e-30,4.7771014308537711e-45,1.0610249074671298e-19,3.0220460048145554e-22,3.4656792579017382e-24,1.5973855820846833e-31,1.8297080522913341e-44,3.1890725888086922e-46,1.0073025434627229e-38,0.88168480800000004,0.0,0.0094599999999713958,0.10884999999999197,1.2498546435439996e-14,1.0565342005720469e-14,1.4570425814574351e-14,4.2274339658509444e-17,3.3847479576862488e-17,1.6860309511492918e-17,2.7843188705407918e-15,2.3665440753203068e-15,2.3544701450051176e-17,2.0317361314221499e-17,7.8748207392965563e-16,9.7685246069529769e-18,4.6812015727901172e-19,1.5184044925226078e-17,2.6987458743823274e-19,1.1595855348145987e-17,1.8081649363954519e-17
1.2582911e-08,0.00636438505553585,1.7869874317632891e-17,3.4616662270236955e-20,1.1943632201799375e-18,2.435037619689577e-19,2.164840940596115e-21,0.0,0.0,4.5954644138686401e-16,1.9789471342022461e-21,9.7450393415692824e-29,2.000645418443803e-31,3.4188750162223436e-39,1.6661351260775122e-20,1.1556219712982533e-29,1.9602308529924959e-16,1.9242104808865286e-20,6.6836759714285593e-31,2.0939413427173097e-33,7.493434577548451e-16,5.9950527531317028e-33,4.6088154985938504e-33,3.1371047205754508e-27,1.523730302416865e-23,6.4564349315937915e-35,1.0653006943562258e-17,3.2600592140881913e-30,1.3850562426677031e-14,7.3902283278984944e-30,6.4129408560062184e-46,3.6433283526292501e-30,1.0309574046121976e-50,9.8816144024036215e-23,9.2927702101069072e-24,1.055806294494607e-19,1.1467197295406925e-18,6.5024419464010264e-22,2.5028942080489592e-15,1.7364679427715005e-27,5.1288516813029031e-32,6.5689268686895939e-26,1.1757912927760407e-24,2.3671100512792975e-21,4.0719950259450543e-21,7.425187357872652e-31,1.7650865888451805e-32,1.2522460296336694e-31,1.9805737158264015e-40,2.380725813045066e-43,1.7204318726705764e-41,1.9320623647671648e-69,1.3981619423536046e-58,4.1009411116412109e-31,1.9035986592457362e-24,1.9434573466269735e-26,9.8286023981626496e-29,1.0617472642015075e-37,3.56915876780772e-27,1.0689175488063003e-29,9.2375078177497373e-45,1.8360329774519768e-19,3.7056374831512145e-22,5.1373461164387985e-24,2.7881808293672975e-31,3.5496267717613533e-44,9.1417742216818951e-46,1.8835112375826982e-38,0.88168480800000004,0.0,0.0094599999999640076,0.10884999999998823,1.5132127926026872e-14,1.2793674416198734e-14,1.8133104781652834e-14,5.0604490215772918e-17,4.0218370557215556e-17,1.9996745449084547e-17,4.0722901611530927e-15,3.4520962610641936e-15,3.2217272462393035e-17,2.7873486168295961e-17,1.1779379316761448e-15,1.3379378075006069e-17,6.9123715074767472e-19,2.2706038503533265e-17,3.9046250577591699e-19,1.7379497596381574e-17,2.715748368127997e-17
1.6777215e-08,0.006364385055535883,2.8355734702627385e-17,6.7583346979444457e-20,1.9924332712902313e-18,4.8042783923757724e-19,4.4675991829680848e-21,0.0,0.0,7.0348592458388806e-16,3.7438723516455762e-21,2.2451745110479625e-28,4.023489236832153e-31,9.3619090259849156e-39,3.3796213788600033e-20,2.4687840872028513e-29,3.2556513109510694e-16,3.9589766741492437e-20,1.010605415043416e-30,3.6603575796447137e-33,1.238884444138326e-15,2.0191103534560369e-32,6.3267468236735578e-33,7.1463730763536499e-27,3.1127996800478455e-23,2.0827077787986389e-34,2.1894761320786266e-17,7.8380988318988998e-30,1.7645020093357696e-14,1.4374826305126739e-29,1.0465260476154169e-45,7.5910967599371758e-30,2.4963546262883425e-50,2.435714227579065e-22,1.5060344112448918e-23,1.7452113798595908e-19,1.898036852017912e-18,9.0818330796681893e-22,4.1336001541079379e-15,3.5570148853276291e-27,9.4768954858746037e-32,1.1989447112823832e-25,2.1015788500996433e-24,3.9996322312133933e-21,5.3169310311558894e-21,1.7344900360136197e-30,3.8611551583132836e-32,2.9846942784309916e-31,5.1369766492194566e-40,6.0817299265918066e-43,3.6560796314341323e-41,8.0182982707734391e-69,4.6658925337759899e-58,1.2670240556030152e-30,3.181871435995049e-24,4.2016362572790378e-26,1.8151780712358615e-28,1.8176517580434083e-37,8.5941134387163173e-27,2.4209598230650439e-29,2.2017886821387385e-44,3.761754367675628e-19,4.7336071526604558e-22,8.4957885598601179e-24,5.7780877754482125e-31,8.5644151521360189e-44,3.5114468464396325e-45,4.2670536068035702e-38,0.88168480800000004,0.0,0.0094599999999520103,0.10884999999998088,1.8960356893923184e-14,1.6041916183161508e-14,2.3739113328590472e-14,6.3223609772225792e-17,4.9677567288872091e-17,2.4617427798153545e-17,6.5913094235456485e-15,5.5639839232971698e-15,4.7234531631754447e-17,4.100442254082874e-17,1.9768321639131925e-15,1.9645165661092797e-17,1.1139372516523339e-18,3.8116658773613523e-17,6.2585218956441694e-19,2.9280869684243781e-17,4.5890265035581158e-17
2.5165823e-08,0.0063643850555359285,5.4353077365465922e-17,1.8616794326059364e-19,4.1543545409321049e-18,1.3431874363763512e-18,1.3586068810765927e-20,0.0,0.0,1.3162505081302789e-15,9.9903532044743529e-21,8.3112378693722567e-28,1.2085557577102986e-30,5.3336783399620654e-38,9.9462044166201714e-20,7.9412611342517247e-29,6.7096417298702152e-16,1.1927066523774116e-19,1.9283982721281557e-30,8.0108853493617145e-33,2.536574191666341e-15,1.5684713251707482e-31,1.0221865322817049e-32,2.5349328220559034e-26,9.2014029638676325e-23,1.4286857814794502e-33,6.5762811087239797e-17,3.2585278388773155e-29,2.416781783915314e-14,3.7712844157065971e-29,2.15295850948909e-45,2.3691694935679746e-29,1.131438811427464e-49,1.0768238148080134e-21,2.9482586274378186e-23,3.5634769196739014e-19,3.8875635754637948e-18,1.4599278756894032e-21,8.4227224689019002e-15,1.059761229908389e-26,2.2499158878031319e-31,2.9162704227735295e-25,4.8823363314130563e-24,8.4747762002312911e-21,7.5987870500950948e-21,6.6317815232472615e-30,1.2234109643233156e-31,1.1865546718992909e-30,2.367478804660809e-39,2.8194463305825491e-42,1.1343525607708201e-40,1.1711487652142654e-67,4.4963267793164959e-57,8.0761067386106074e-30,6.4012370158649475e-24,1.3579679195419009e-25,4.3022005426204409e-28,3.9585830142171033e-37,3.6566927376293484e-26,8.5001830551990813e-29,8.7534626510611207e-44,1.1216744547112615e-18,6.5169998713994666e-22,1.736360776856103e-23,1.7575274682098078e-30,3.6568795389347931e-43,4.0068730678887991e-44,1.4987739347188124e-37,0.88168480800000004,0.0,0.0094599999999280138,0.10884999999996217,2.5299347668079492e-14,2.1476703056934304e-14,3.4290079928440821e-14,8.740373035554981e-17,6.7450409840082812e-17,3.3216601458174744e-17,1.2878681638723617e-14,1.0779803472506241e-14,7.8521720472718836e-17,6.8415305972397942e-17,4.1734770271138394e-15,3.2725465329819898e-17,2.066670798492071e-18,8.0878002846008232e-17,1.2387281717351152e-18,6.2617994966893466e-17,9.853506476800833e-17
3.3554431e-08,0.006364385055535938,8.5669294441794306e-17,3.8336229804610249e-19,7.0048072239704157e-18,2.7889446881329622e-18,2.9942042680487432e-20,0.0,0.0,2.0786827105258633e-15,2.0408358559070411e-20,2.0621582928160854e-27,2.7282922170849516e-30,1.7215107837217868e-37,2.143465694595034e-19,1.8062154709886949e-28,1.1173917435667895e-15,2.6053643315833607e-19,3.3468314943690539e-30,3.3152419998562599e-32,4.2113467192962184e-15,6.0438685544933833e-31,1.5236534160468618e-32,6.0494289079443769e-26,1.9779956595444569e-22,5.0903059932431255e-33,1.4326986221583722e-16,8.7769272071067356e-29,2.9461911636669358e-14,7.3507449309119887e-29,3.8825249108856469e-45,5.3354905808248247e-29,3.4846162902742786e-49,3.0136454476086872e-21,4.6934984577335322e-23,5.8905394978931098e-19,6.4456649602633741e-18,2.0921221581495363e-21,1.3894466081526001e-14,2.2945944878515656e-26,4.0765362367294409e-31,5.575090478091708e-25,8.9861144623299847e-24,1.4435806678752048e-20,9.6406524212670941e-21,1.6746720784491523e-29,2.6673939491680647e-31,3.0653141048770315e-30,6.5515097727530761e-39,8.052962839800293e-42,2.5123396975605806e-40,6.2817387613752974e-67,1.9592902303465423e-56,2.7756675404770645e-29,1.0429846930324918e-23,3.0952659228357559e-25,7.7782443755592101e-28,6.9137731107979632e-37,1.0049393233436858e-25,2.0187100734703202e-28,2.2613877437712287e-43,2.4306034423966385e-18,7.9862605564922516e-22,2.8727516040231834e-23,3.8566745492628595e-30,1.0069943544618892e-42,1.8310075380679264e-43,3.5601213073102827e-37,0.88168480800000004,0.0,0.0094599999999040157,0.10884999999993901,3.0253897750935498e-14,2.5815837312597126e-14,4.4015315596239408e-14,1.1105068820637475e-16,8.4555430886249417e-17,4.1427319746515298e-17,2.0471561678386047e-14,1.7009949104561719e-14,1.106712470227297e-16,9.6571457418141315e-17,7.1113926828543063e-15,4.6172963647902869e-17,3.0959523512190256e-18,1.3889868801185167e-16,2.0345776045138846e-18,1.0827621762545517e-16,1.7068975550248309e-16
4.1943039e-08,0.006364385055535936,1.2074047055379212e-16,6.703449130193251e-19,1.0471878430414534e-17,4.9031648030173209e-18,5.5301591317136368e-20,0.0,0.0,2.9720370182359648e-15,3.5799361398925361e-20,4.151191239572843e-27,5.2770464699457737e-30,4.2413142983961437e-37,3.8884748258209611e-19,3.4011378045999366e-28,1.6481631175416029e-15,4.7681664531574512e-19,5.546328337657767e-30,-2.9339794692116041e-32,6.2109968528795323e-15,1.7179179312464181e-30,2.2072123128736093e-32,1.170972833233798e-25,3.5668139370226403e-22,1.3471807217217035e-32,2.6152379212210813e-16,1.8917958157215294e-28,3.3750696863255836e-14,1.2147960497443374e-28,6.5551340737474655e-45,1.0051344808685268e-28,8.913362542023066e-49,6.6873148786704093e-21,6.6510691181205947e-23,8.6377241495820724e-19,9.4803380049465171e-18,2.8500922152568923e-21,2.0332132867613061e-14,4.1674414353850061e-26,6.3633262895831867e-31,9.3707664660074744e-25,1.4621416401256051e-23,2.1747612294829934e-20,1.1485986764815693e-20,3.4032813557498626e-29,4.7584007728157478e-31,6.3338160840334979e-30,1.4067103764883312e-38,1.8147195278092071e-41,4.6653450456765765e-40,2.468227546512977e-66,6.229274099398066e-56,7.1656384483117306e-29,1.5301330635076286e-23,5.8736176319961212e-25,1.2107679501573852e-27,1.0665732295546508e-36,2.2049832560449417e-25,3.8995196621582522e-28,4.6727274583925309e-43,4.4181023385714771e-18,9.198482835249836e-22,4.216088360391849e-23,7.0747612513017316e-30,2.2130481355928313e-42,5.9161013388763584e-43,6.8778604216686464e-37,0.88168480800000004,0.0,0.0094599999998800158,0.10884999999991246,3.4236133696334958e-14,2.9409325279900811e-14,5.297689135156234e-14,1.348367228308078e-16,1.0165887941637952e-16,4.9619333930460131e-17,2.8970448962758315e-14,2.391638002404033e-14,1.4310044889831652e-16,1.2489189674716102e-16,1.0726960569909324e-14,5.9716191677111279e-17,4.1467297896710147e-18,2.1165920913969592e-16,3.0110756183799539e-18,1.6600403267711061e-16,2.6173320014028272e-16
5.033164700000001e-08,0.0063643850555359215,1.5833986121848235e-16,1.0552868479548263e-18,1.4491568286442082e-17,7.7485153385605396e-18,9.1303960203679177e-20,0.0,0.0,3.9798726613853108e-15,5.6889606080078948e-20,7.338683927145935e-27,9.2461827107314026e-30,8.8607157990303109e-37,6.3203972153137709e-19,5.6863611540095444e-28,2.2478233352053201e-15,7.7965958741972222e-19,8.7935716142235494e-30,-5.4214050343941276e-32,8.4920091629908666e-15,4.0614913953105114e-30,3.1389341764258526e-32,1.9885988015087379e-25,5.7507988000341463e-22,2.971359160060006e-32,4.2651650488954701e-16,3.5504259214255281e-28,3.7229145040568786e-14,1.8081127543051689e-28,9.4154853193874479e-45,1.6908081041718641e-28,2.0229538267131745e-48,1.2849661991125246e-20,8.7530395530609823e-23,1.172813791175978e-18,1.2911730418269573e-17,3.7749290873788309e-21,2.7547930742246307e-14,6.768305308644614e-26,9.0477873535213642e-31,1.4560697354392973e-24,2.2086893031761921e-23,3.0291688194785002e-20,1.3172845668411617e-20,6.0379855493243215e-29,7.4870351999196409e-31,1.1387622781078496e-29,2.5829365055977865e-38,3.5453448194088201e-41,7.7897212304911355e-40,8.151293084812164e-66,1.6281515400722182e-55,1.5511160152689572e-28,2.1181925398925977e-23,9.9665558916753868e-25,1.7155330103937784e-27,1.5199204264701995e-36,4.2039456525624546e-25,6.6212775970858441e-28,8.4012040335443705e-43,7.1815189790743396e-18,1.0203511083458534e-21,5.7293660102324164e-23,1.1580832306688022e-29,4.2256861003931274e-42,1.5542639283068306e-42,1.1679368255363781e-36,0.88168480800000004,0.0,0.0094599999998560141,0.10884999999988332,3.7555214379971159e-14,3.2511782371328793e-14,6.1238776258175676e-14,1.589165672188289e-16,1.1892555366774622e-16,5.7893322045853796e-17,3.8075739871645923e-14,3.1253299034953636e-14,1.7572475715614875e-16,1.5327503471529372e-16,1.4957689394950845e-14,7.3304379153805599e-17,5.2009522424061138e-18,2.987428650625279e-16,4.1685892138037134e-18,2.3559154517070498e-16,3.7102543660777314e-16
