Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801),S(1965),S(1957),S(2177),S(1944),S(2145),S(1948),S(2148)
9.999999999999998e-08,0.003802466710198712,1.2357919845252358e-16,3.2162483541925067e-18,4.3819794080583367e-16,2.5162599518897337e-17,8.0139916666793522e-17,0.0,0.0,9.8133832851388225e-15,5.0916362515158195e-19,1.1566164063084545e-19,1.4409510609388353e-21,1.8410941056243374e-34,5.8991745201573034e-17,6.6038885787347166e-21,3.600415367214412e-14,7.0649865237692504e-17,8.9893042819046063e-28,3.2686871343197681e-31,1.4749769336527517e-14,1.5239118849497533e-23,8.0758450564391954e-30,1.3908405038704903e-23,3.9125971823279298e-20,2.4384893227972682e-28,3.0762830692756696e-14,3.792083594508749e-21,1.9179575549580032e-14,1.0373853990064583e-19,8.4553881498000628e-43,9.7198306764835841e-22,1.0019230949622456e-40,3.9016757638688986e-18,7.4349635464205349e-21,3.1169348813084841e-18,2.2032330234648387e-17,1.4959322538420159e-20,6.4945993613595133e-14,3.8437737673207173e-19,1.3531844994848956e-28,1.5408469763606262e-23,1.0396114123890216e-22,1.0377657343412467e-19,1.9251727283021434e-20,1.0652526867773189e-19,4.2850042914843549e-22,1.3382813910882698e-20,1.9290493259417008e-29,9.0131233731636565e-38,1.0531176327358826e-36,1.510428894160853e-56,4.5540136640433859e-45,2.6971165633928149e-26,8.9620845752147356e-23,1.4043949048750599e-23,6.4424305218748819e-26,9.7868056773459721e-31,6.1652165156351269e-23,4.9716948666936921e-26,1.6258992410797708e-33,6.095140336012786e-17,6.9131213635814242e-22,9.4221239300256119e-23,8.0787679143757292e-28,2.0292686304032e-39,6.7313663195626135e-40,3.7576149293186871e-34,0.88168480800000004,0.0,0.0094599999997453943,0.10884999999964814,2.1751949426788736e-14,2.047692808758189e-14,4.9029146980742608e-14,2.6256782959322155e-16,1.9144707655456965e-16,8.4775000236725911e-17,7.3984848559090351e-14,6.2000853732025653e-14,6.0958888767605937e-16,5.2488984691147739e-16,5.0439513482922821e-14,2.2425865152137433e-16,1.301120203352334e-17,6.9633200861257082e-16,5.3565967845711367e-16,5.7410165799205366e-16,1.4004729487997319e-15,1.6969539149122964e-15,9.4025572399642393e-15,4.8781512122895244e-17,5.8721720400656054e-15,3.1943882727453122e-14,1.3154238997690027e-14,2.6307647771787398e-17,9.9429120864088265e-17,3.4961325642218938e-15,9.6914733435511273e-17,6.8307281624104294e-16,1.3438014447892844e-15,2.4163838882911877e-18,1.1418404321283338e-16,2.3013738511188025e-16,1.344108185268268e-17,1.9002719973351126e-16,1.6616084972641882e-22,3.5326281882856459e-22,7.8586539165509471e-24,4.5307102323128679e-20,3.1262998470214218e-20
1.0821304219999997e-07,0.003802466710198712,1.3061513219677378e-16,3.7400876738647322e-18,5.3929367606306251e-16,2.9278133748307938e-17,1.0684099007114615e-16,0.0,0.0,1.0973894287215135e-14,6.16425459931335e-19,1.6629146682361169e-19,2.0627769943513894e-21,2.3434340648838691e-34,6.8680104632115969e-17,8.7985340588199777e-21,3.7496970590039306e-14,8.0555820134007867e-17,1.0232799970984363e-27,3.3292567668064454e-31,1.6494895969708366e-14,1.8830227541655841e-23,1.0068312629290215e-29,1.5967066548407993e-23,4.4737346531170375e-20,3.6891140262404468e-28,3.4976906620847064e-14,5.5960610857456736e-21,1.9343996857317153e-14,1.3575053496501952e-19,9.6572375356279584e-43,1.383985283429342e-21,1.6962375340993141e-40,4.8274645362780231e-18,8.3449899557983752e-21,3.4456430059833561e-18,2.4692610476800577e-17,1.7868447732143399e-20,7.1623491384850764e-14,5.2694507765723306e-19,1.7863960512630842e-28,2.0917275109451392e-23,1.3187281186020038e-22,1.2068418058910611e-19,2.0857884331295303e-20,1.5147896441546565e-19,5.6725941018541769e-22,1.9100386219707414e-20,2.6995872126521936e-29,1.5659997683077335e-37,1.8083821390850043e-36,3.1766592178407241e-56,7.9554056234569223e-45,3.9502253839625011e-26,1.0833245646482889e-22,1.8472373697100021e-23,8.8473756186367871e-26,1.342014854459273e-30,7.6245770839767703e-23,7.2752537904944398e-26,2.3205453697686739e-33,7.3389613837991188e-17,7.0385950386443232e-22,1.0450615604481299e-22,9.1883468824913754e-28,2.6712932247889654e-39,1.1517862667751714e-39,5.4991303188691283e-34,0.88168480800000004,0.0,0.0094599999997244475,0.10884999999961119,2.2474933216493058e-14,2.1321343138880921e-14,5.0636632140367259e-14,2.8429816769163427e-16,2.0666368944134033e-16,9.1020121208802517e-17,8.0710338398696328e-14,6.7593027262576691e-14,6.6538973049592254e-16,5.7222361371483721e-16,5.6825425634997807e-14,2.4330385764639491e-16,1.424940705217986e-17,8.040372946395051e-16,6.2813722396763212e-16,6.6504875126408951e-16,1.6243648011758226e-15,1.9078013073721676e-15,9.6941232710595349e-15,5.785210025648206e-17,6.4462097784819495e-15,3.4478041860628783e-14,1.4597338135224162e-14,2.9105773538021288e-17,1.2018873468013329e-16,4.0077651887686072e-15,1.0714917105558882e-16,7.7891553291130701e-16,1.5593281953366406e-15,2.8037358466373381e-18,1.4527879055582357e-16,2.9278145777382272e-16,1.6289521112381846e-17,2.3930498512348237e-16,2.0925616723166048e-22,4.494463598796886e-22,9.5242084099029485e-24,5.8067975047978375e-20,4.1253289683822013e-20
1.2331253659999997e-07,0.0038024667101986143,1.4246562896545231e-16,4.7807760047545403e-18,7.5522542955350954e-16,3.7411801543391259e-17,1.7161479240362527e-16,0.0,0.0,1.3208985323770056e-14,8.4567240386201596e-19,3.0193544960525436e-19,3.7122044884731447e-21,3.5101779413084815e-34,8.8298210294138968e-17,1.3949019549071915e-20,3.9927880638288351e-14,9.9751845552970547e-17,1.2735543201686126e-27,3.7775108247220694e-31,1.9818070620371637e-14,2.6759375194606182e-23,1.4493186765988218e-29,2.0137347823364481e-23,5.6106757115141226e-20,7.3565791749200931e-28,4.3084046401412536e-14,1.0681119854697846e-20,1.9599028201080996e-14,2.0936550224413073e-19,1.2048866928905764e-42,2.4689272139549399e-21,4.1249827153577089e-40,6.8463127496653318e-18,1.0055079207413019e-20,4.0565365182378908e-18,2.989483148291879e-17,2.3967844060105679e-20,8.3949847004446784e-14,8.8362556921026734e-19,2.7916639715216851e-28,3.5172172978722192e-23,1.9610567923782331e-22,1.5534529611362001e-19,2.3878183836274922e-20,2.6952169874389881e-19,8.9006772326587582e-22,3.4209463706376206e-20,4.637594803690157e-29,4.1316703099797273e-37,4.5268495903008551e-36,1.1404471849473311e-55,2.001716164823762e-44,7.4149624609888301e-26,1.4800089444876925e-22,2.9183516465165189e-23,1.4924471172130875e-25,2.2512619466974103e-30,1.0804850655989791e-22,1.3764131215921232e-25,4.1562085049774826e-33,9.9419806363790715e-17,7.2545011422135434e-22,1.2387627015730361e-22,1.1321502402378579e-27,4.3773928097850466e-39,2.9114057664434777e-39,1.0405371472457088e-33,0.88168480800000004,0.0,0.0094599999996859193,0.10884999999954237,2.3778555497787916e-14,2.2847782649797757e-14,5.3219318649213822e-14,3.2514657474503251e-16,2.3499829772508848e-16,1.0261130202538874e-16,9.3012904689837575e-14,7.7790466949969369e-14,7.7013667515981576e-16,6.6036341440382914e-16,6.8912618069294137e-14,2.7858705558605033e-16,1.6544195940596657e-17,1.0209234855889064e-15,8.1802266459050806e-16,8.4872063982192944e-16,2.0761090738436312e-15,2.3041782191320209e-15,1.0213151766899837e-14,7.7843466824748676e-17,7.5294720447857959e-15,3.9002307790590384e-14,1.7329230345885215e-14,3.429518294882875e-17,1.6793218712760882e-16,4.9808552066775398e-15,1.263098681692545e-16,9.6277397398113066e-16,1.9777407104802257e-15,3.5556882993436936e-18,2.1483619487155545e-16,4.3287204201262058e-16,2.2277695671018044e-17,3.477135710908967e-16,3.04066170300248e-22,6.6455136131887044e-22,1.3025681879783393e-23,8.6799664763529641e-20,6.5003246352323996e-20
1.3841203099999996e-07,0.0038024667101985133,1.5319447445678532e-16,5.9182424449210235e-18,1.0092109697286572e-15,4.6215556655449337e-17,2.6003689254476426e-16,0.0,0.0,1.5573924745313537e-14,1.1185168025359449e-18,5.0826312399605511e-19,6.1895123269030348e-21,5.0670231284955087e-34,1.1024134471851376e-16,2.0667633882521078e-20,4.2019609949145313e-14,1.2006753380223164e-16,1.5540408814204176e-27,3.7656174212454219e-31,2.3279973853426625e-14,3.6602754841012364e-23,1.9905091365548278e-29,2.4870825417740801e-23,6.9015279798869764e-20,1.3541340499066604e-27,5.1582394061566186e-14,1.8893943348601399e-20,1.9810246984679396e-14,3.0340079681183526e-19,1.4754992599978112e-42,4.0859636826427202e-21,8.9571872208817563e-40,9.2938520615115661e-18,1.1799801940152661e-20,4.6751878476276813e-18,3.5552093460175035e-17,3.1042100395867424e-20,9.632446906781592e-14,1.3866800226833685e-18,4.0871783095340278e-28,5.6342416136936893e-23,2.7908641193251911e-22,1.9475137412584343e-19,2.6969865006663957e-20,4.4481718060226892e-19,1.3071181411079064e-21,5.6815994623681311e-20,7.3559384299063365e-29,9.9823865520506334e-37,1.0147814886302814e-35,3.5363218387069541e-55,4.4141721132895836e-44,1.2874105161556736e-25,1.9451815089596724e-22,4.3804824954666584e-23,2.3591558296402715e-25,3.533990057354809e-30,1.4657608966866086e-22,2.4248625812735038e-25,6.9027884302854169e-33,1.295502567415559e-16,7.4567300712965502e-22,1.4389351004395432e-22,1.3555654399007662e-27,6.9781426504898579e-39,6.7230853049546463e-39,1.8333657440693236e-33,0.88168480800000004,0.0,0.0094599999996473616,0.10884999999947259,2.5054649948390498e-14,2.4344317195012089e-14,5.5426718467565792e-14,3.6727467306601647e-16,2.6380632605188277e-16,1.1437361970913921e-16,1.052433145253777e-13,8.7881511879777376e-14,8.7796373060814036e-16,7.499680627909171e-16,8.1350747566476245e-14,3.1429921646271693e-16,1.8866571388608109e-17,1.2621059471324528e-15,1.0338489121412352e-15,1.0535163387155454e-15,2.5795737446856984e-15,2.7086965567902735e-15,1.0712433278881038e-14,1.0240184775779357e-16,8.6464522525756146e-15,4.3358967175103468e-14,2.0155943917711178e-14,3.954803345863142e-17,2.3024304345886459e-16,5.9846584149706772e-15,1.4582024403206415e-16,1.1545568190619919e-15,2.4192945793607516e-15,4.349196138674828e-18,3.0129765889665093e-16,6.0693780191203018e-16,2.924618444245272e-17,4.7988666198919294e-16,4.1966272746530609e-22,9.3183693673778207e-22,1.7100417015564436e-23,1.2274100238758969e-19,9.6757382748886298e-20
1.6861101979999998e-07,0.003802466710198308,1.7208077910478037e-16,8.4827813256788898e-18,1.6242618679090973e-15,6.5637998344986999e-17,5.2226814804685193e-16,0.0,0.0,2.0685798906361943e-14,1.8047773108228353e-18,1.2189970529225472e-18,1.452899797510809e-20,9.935588653752753e-34,1.6113358567158015e-16,3.9219501506752053e-20,4.5413451917769306e-14,1.635368548815118e-16,2.2160918761977006e-27,4.2146224711312088e-31,3.0585342716833649e-14,6.3209494068770739e-23,3.3924021086586248e-29,3.6354644533632788e-23,1.0032410059754392e-19,3.8672207357418799e-27,6.9501664168244023e-14,5.0090635721024471e-20,2.0186510645922614e-14,5.5673845139405238e-19,2.1078531330975106e-42,9.4739742144589779e-21,3.2798902904750056e-39,1.5537028077723253e-17,1.5353758547288303e-20,5.9320558264027401e-18,4.8489665325858434e-17,4.8125256150990821e-20,1.2113785897573579e-13,2.9432375681511131e-18,7.6099512260465406e-28,1.2906688354001916e-22,5.1012065424347063e-22,2.8812001035489253e-19,3.3321466307042578e-20,1.0249386697956817e-18,2.4442415296123966e-21,1.3257242066030616e-19,1.5495452349564176e-28,5.0256089155980429e-36,3.9586532195617883e-35,2.3914198860406609e-54,1.6009560902311524e-43,3.2676282192219461e-25,3.0822472713729033e-22,8.7411003604217213e-23,5.0802923286442105e-25,7.5042354793410511e-30,2.4476932998968048e-22,6.4054559241544993e-25,1.6106931862589522e-32,2.0212837863394329e-16,7.8469171559835049e-22,1.8624854163838302e-22,1.8260904130627706e-27,1.6982171343252196e-38,3.0866973419818741e-38,4.8439304755062168e-33,0.88168480800000004,0.0,0.0094599999995701387,0.10884999999933095,2.7578190778492823e-14,2.7286712195855866e-14,5.9042369329205795e-14,4.5595803103884331e-16,3.2288583055305403e-16,1.3855510912613156e-16,1.294739937932804e-13,1.0772630338498728e-13,1.1043608527344413e-15,9.3371098930196988e-16,1.0698035924479608e-13,3.8743845674442481e-16,2.361244407559165e-17,1.8167310957522546e-15,1.5441057486379969e-15,1.525550261049009e-15,3.7415663646532006e-15,3.5327726153922697e-15,1.1664703459675128e-14,1.6608494565422362e-16,1.0971392871699354e-14,5.1596771520162925e-14,2.6062042460440011e-14,5.0263101924027876e-17,4.0779541253760734e-16,8.0523368781095295e-15,1.8559477849582389e-16,1.5552155088567821e-15,3.3533898629360297e-15,6.0277656999225433e-18,5.2757585993448731e-16,1.0621722441311118e-15,4.6177241533032523e-17,8.1733100443868851e-16,7.1479457863273901e-22,1.6309050341312662e-21,2.700074451842553e-23,2.1742361692208678e-19,1.8922083198444662e-19
1.9881000859999996e-07,0.0038024667101981035,1.8887390832269196e-16,1.1437716659754659e-17,2.3694203664021262e-15,8.7190007138084167e-17,9.2135317084577218e-16,0.0,0.0,2.630134010458723e-14,2.6945045414893369e-18,2.4773522592314088e-18,2.892017160440546e-20,1.8583196555051547e-33,2.2146711114112527e-16,6.5205589014231277e-20,4.8090075492105846e-14,2.1002717630612129e-16,3.0326229352878268e-27,4.3338757328225584e-31,3.835790347962009e-14,1.0116071761937264e-22,5.2325692874970324e-29,5.1068239483905028e-23,1.4039195532622335e-19,9.0742717693970265e-27,8.8283245360654855e-14,1.1090042957397244e-19,2.0549216395669403e-14,9.0284870130161394e-19,2.8903902408547944e-42,1.8681194977655145e-20,9.3225655924596468e-39,2.3668843317337422e-17,1.8939947300200441e-20,7.2129253873965787e-18,6.4051593323287594e-17,6.9121331813981833e-20,1.4599113085234869e-13,5.416340926675393e-18,1.2463175041742696e-27,2.5982312620015953e-22,8.4224367154969458e-22,4.0138973986338026e-19,3.9807883739898524e-20,2.0083379386318823e-18,4.0148142040375591e-21,2.6278733497423619e-19,2.7783026560266355e-28,1.7741293659315729e-35,1.168664061026486e-34,1.0129390174065779e-53,4.3661378845505255e-43,6.946109354379954e-25,4.4952767383598071e-22,1.544699250219561e-22,9.4658211370622272e-25,1.3813971437402796e-29,3.7256542025219975e-22,1.4145320227827837e-24,3.1927858126226295e-32,2.9111536943810466e-16,8.2331416344709812e-22,2.3255868158145257e-22,2.3185597800119626e-27,3.8424150304812437e-38,1.0372645170803384e-37,1.0698425095105625e-32,0.88168480800000004,0.0,0.0094599999994927578,0.10884999999918737,3.0072584775319641e-14,3.0166708135860779e-14,6.2049407587102847e-14,5.5153738757364999e-16,3.8399420968814784e-16,1.6383824354887236e-16,1.5344517807470411e-13,1.271474551546906e-13,1.3476079951162168e-15,1.1237211951404638e-15,1.331965684075586e-13,4.6353765659189474e-16,2.8533284889676236e-17,2.4668335264303362e-15,2.1603539786320842e-15,2.0794014468365948e-15,5.1106406405697805e-15,4.3641108570451468e-15,1.2560261082858967e-14,2.5040823989708115e-16,1.3400854723956919e-14,5.9255268631497112e-14,3.225930201953513e-14,6.1339410212624068e-17,6.7047104970159013e-16,1.0153956395390787e-14,2.2596242002028027e-16,1.9688463272786369e-15,4.3277594244663735e-15,7.7786444225200188e-18,8.287349222279241e-16,1.6674921541844243e-15,6.7191779275146407e-17,1.2545817948493412e-15,1.0972276209065399e-21,2.5604910354777112e-21,3.9288977765491971e-23,3.441594624102998e-19,3.2861600070939744e-19
2.2900899739999995e-07,0.0038024667101978966,2.0455158410068863e-16,1.4809310159134009e-17,3.226952672604332e-15,1.1066400734406558e-16,1.4818239358962179e-15,0.0,0.0,3.2416705152579863e-14,3.8067820803021336e-18,4.4850602088620531e-18,5.1331998211770798e-20,3.3785613789019288e-33,2.9151685042443924e-16,9.9125186443083757e-20,5.0322766164104785e-14,2.5892805233389928e-16,4.0202991918617632e-27,4.6565662935612736e-31,4.6568321488740967e-14,1.5349286464726508e-22,7.5213639975780907e-29,6.9643415517442652e-23,1.9087469486957636e-19,1.8537939204620166e-26,1.0763209666284225e-13,2.1608455664995106e-19,2.0920410872313348e-14,1.3456452582404819e-18,3.8356898726370259e-42,3.2906265301321462e-20,2.2231790137666677e-38,3.3763836813402805e-17,2.2523888101703147e-20,8.5168284966965278e-18,8.2817516517736765e-17,9.4024130494594953e-20,1.7086278837487197e-13,9.0173264949112269e-18,1.8707531911739944e-27,4.7407144678520805e-22,1.2914411620465965e-21,5.3488209600394621e-19,4.6352433480016905e-20,3.5154767347117089e-18,6.0393518621957423e-21,4.6500528284271084e-19,4.4663304520870506e-28,5.0183432734031456e-35,2.8632066592930968e-34,3.3634723368026837e-53,9.8707437246309269e-43,1.3034215872770705e-24,6.1839945899550566e-22,2.498744655168125e-22,1.5923129054547674e-24,2.3003037065857022e-29,5.3113454600003962e-22,2.746880548979222e-24,5.6497492499299433e-32,3.9647859298491057e-16,8.6223161243549134e-22,2.8423114190570418e-22,2.8252933832411317e-27,8.0440226345686378e-38,2.8536683955222505e-37,2.0777324101566388e-32,0.88168480800000004,0.0,0.0094599999994151897,0.10884999999904252,3.2545139680024898e-14,3.2989759751275071e-14,6.476013430462083e-14,6.5523943274668556e-16,4.4722771632895796e-16,1.9048852433241454e-16,1.7718592533280961e-13,1.4616789869994092e-13,1.6108838461560734e-15,1.3202992968538903e-15,1.5971388164886143e-13,5.4341512203951344e-16,3.3680884808059992e-17,3.2115332056728563e-15,2.8836801451976885e-15,2.7134671055484903e-15,6.6884654914552208e-15,5.1945395706247402e-15,1.3404020958101135e-14,3.5621195511434274e-16,1.5916822847184189e-14,6.6393850327981401e-14,3.8698877694776446e-14,7.2890506360513997e-17,1.0332657572819252e-15,1.2260074183893744e-14,2.6664189551418741e-16,2.3875583293922371e-15,5.3201173448110826e-15,9.5618092077726963e-18,1.2072851768700098e-15,2.4276224730234366e-15,9.2437291340908983e-17,1.7926225736284887e-15,1.5678226557161363e-21,3.7278558382922403e-21,5.405136168076133e-23,5.0403560573507146e-19,5.2521180462296031e-19
2.5920798619999994e-07,0.003802466710197691,2.1963950486448274e-16,1.8638250935812485e-17,4.178582700337001e-15,1.3595421445480539e-16,2.2245618456601161e-15,0.0,0.0,3.9029942358552809e-14,5.1605486378118691e-18,7.4644037164706084e-18,8.3826052171222061e-20,5.9798084897815198e-33,3.7169071613561423e-16,1.4128699009288279e-19,5.2279998545598952e-14,3.0987231399847109e-16,5.1873059620190369e-27,4.8644139608445196e-31,5.5201991779547849e-14,2.2375620385369142e-22,1.0256085091020452e-28,9.2647615024908084e-23,2.5324470542577816e-19,3.4252290949190185e-26,1.2736977614523415e-13,3.8349123070650938e-19,2.1296321191325475e-14,1.8866829711088479e-18,4.9572170009951371e-42,5.3388845015857091e-20,4.6629323602769384e-38,4.5869017323709073e-17,2.6091301927811494e-20,9.8439147481727845e-18,1.0538449496498355e-16,1.2282282865991037e-19,1.9575557863905576e-13,1.394527617543141e-17,2.6368130215601635e-27,8.0205882783615616e-22,1.8724599471958559e-21,6.8870390381946997e-19,5.2903629959234583e-20,5.667809544008721e-18,8.526693160863347e-21,7.5756747315201638e-19,6.6396321755904508e-28,1.2197689930584683e-34,6.1273957157690191e-34,9.3894338951016489e-53,1.9453824519314202e-42,2.232437829747978e-24,8.147618045562402e-22,3.7819006491270488e-22,2.4841409506332108e-24,3.5579995316813272e-29,7.212286271944921e-22,4.8530087550281825e-24,9.2044706246229488e-32,5.1817377139275228e-16,9.0132475687606259e-22,3.430852510790015e-22,3.3416915676096971e-27,1.5636280917758502e-37,6.8513947627996709e-37,3.6710756030829242e-32,0.88168480800000004,0.0,0.0094599999993374134,0.10884999999889668,3.4995225032767304e-14,3.5756870557518281e-14,6.7321186786201332e-14,7.6829191185597184e-16,5.1267426425041591e-16,2.1875583587921421e-16,2.0071241774972883e-13,1.6480765264865452e-13,1.8974150528973722e-15,1.5237384526590143e-15,1.8639829445517682e-13,6.2786259074598359e-16,3.9108233746189617e-17,4.0500702010748584e-15,3.7148307532991294e-15,3.42626204688542e-15,8.4774009136075902e-15,6.0207016382568429e-15,1.4200388175820618e-14,4.8382282569385762e-16,1.8503482494006125e-14,7.3065100437758363e-14,4.5337863013053533e-14,8.5039240557317816e-17,1.5081854876509329e-15,1.4358438756723212e-14,3.0750120590414937e-16,2.8065604204150362e-15,6.316868979386173e-15,1.1352845880999336e-17,1.6641707145585655e-15,3.344113335983469e-15,1.2210544291102223e-16,2.4312171423894362e-15,2.126373281005895e-21,5.1353825781748124e-21,7.1399971173103787e-23,6.9742951678702447e-19,7.8969388166401442e-19
2.8940697499999993e-07,0.003802466710197486,2.3439973850899769e-16,2.2971790879035209e-17,5.207285986915767e-15,1.6300976110237408e-16,3.1668541633414434e-15,0.0,0.0,4.6138995701141873e-14,6.7746470667416234e-18,1.1654455087201869e-17,1.2851474624803068e-19,1.0255716303273813e-32,4.6248804117113492e-16,1.9187837914483669e-19,5.4063811494430469e-14,3.6264349569749999e-16,6.5377244219830751e-27,5.0177946803657177e-31,6.4250763350263493e-14,3.1594474818468098e-22,1.3431623385137418e-28,1.2055516930036193e-22,3.2872548968758111e-19,5.864796903277564e-26,1.4738999955672357e-13,6.3384539105707599e-19,2.1671209160708701e-14,2.5260629762550406e-18,6.2538718986906074e-42,8.1383692479851804e-20,8.8650541495860622e-38,6.001461267116065e-17,2.9636878906511781e-20,1.1194420288399112e-17,1.323522639858283e-16,1.5550616366794219e-19,2.2067414009776513e-13,2.0384590442861789e-17,3.5448115320679293e-27,1.2784903391570766e-21,2.5989218430815798e-21,8.6282216245980053e-19,5.9429683619761844e-20,8.5849126012194335e-18,1.1478454017857195e-20,1.1592444540851231e-18,9.3110084154091631e-28,2.6466220912299032e-34,1.1825186515224046e-33,2.2839828090919966e-52,3.4619741865009829e-42,3.5668210259855115e-24,1.0385316150877841e-21,5.4364750325931073e-22,3.6586116788677988e-24,5.2015919367587848e-29,9.4334654591246596e-22,7.9762728386006713e-24,1.408506964256557e-31,6.5615538121522666e-16,9.4041264257494004e-22,4.1132185979181839e-22,3.8650366562547542e-27,2.8413717951315939e-37,1.4851581327421975e-36,6.0340331324025157e-32,0.88168480800000004,0.0,0.0094599999992594202,0.10884999999875,3.7422273232001002e-14,3.8469425584927848e-14,6.9797852746862441e-14,8.9189174226766238e-16,5.8040573377884635e-16,2.4886977809130778e-16,2.2403163037354132e-13,1.8308172011077471e-13,2.2103752967876999e-15,1.7342910857338073e-15,2.131899350702018e-13,7.1762047803134863e-16,4.4865656102131452e-17,4.9817361743601134e-15,4.6542572936363266e-15,4.2163885393675072e-15,1.0479896461168457e-14,6.8413666462792295e-15,1.4953858129965057e-14,6.3322546819089085e-16,2.1146968373906561e-14,7.9315246868815676e-14,5.2138387590810407e-14,9.7903816471171232e-17,2.1042628128501319e-15,1.6444523522438956e-14,3.4848127269201699e-16,3.2229891977959894e-15,7.309861558088742e-15,1.3137113296173239e-17,2.1993740014124698e-15,4.4165685996583745e-15,1.5643315327497992e-16,3.169591079165489e-15,2.7722021767685866e-21,6.7824641154695815e-21,9.1473344946984747e-23,9.2428324614309577e-19,1.13327815366751e-18
3.196059637999999e-07,0.0038024667101972842,2.4897733790646895e-16,2.7858674455715012e-17,6.2978793048783953e-15,1.9180258774273315e-16,4.3230899483364492e-15,0.0,0.0,5.3741207907879989e-14,8.6678412839049656e-18,1.7306401966096232e-17,1.8753027383687047e-19,1.6982760699342324e-32,5.6446022494323758e-16,2.5102154142900553e-19,5.5741217768979445e-14,4.1710263710203819e-16,8.0729434395496066e-27,5.1750477450602755e-31,7.3708567772916242e-14,4.3437159173998972e-22,1.7039838112885757e-28,1.5375406829244933e-22,4.1831486379725858e-19,9.4535119889878763e-26,1.6762355103496791e-13,9.9018622309062708e-19,2.2043491591855323e-14,3.2631453434098532e-18,7.7304355154447146e-42,1.1814373892870764e-19,1.5603919311573344e-37,7.6222376357275481e-17,3.315800042514927e-20,1.2568403169690588e-17,1.6431677426172795e-16,1.9206352727481467e-19,2.4561926282040243e-13,2.8506081087460446e-17,4.5939417419818251e-27,1.9416574082670654e-21,3.4835469919463498e-21,1.0571299412412043e-18,6.5910536220779249e-20,1.2383117470982266e-17,1.4892551149607074e-20,1.6889654780483508e-18,1.2485595285531495e-27,5.2328024380891827e-34,2.1037417838085228e-33,4.990615095257651e-52,5.6965590709765111e-42,5.3952926581005258e-24,1.289633262461049e-21,7.5019631376904777e-22,5.1499846091903102e-24,7.2747175167498159e-29,1.1978604853526744e-21,1.2380064987473579e-23,2.0521611670127426e-31,8.103793967613264e-16,9.7944481338156248e-22,4.9146077253766566e-22,4.3935645448441424e-27,4.8705279239132814e-37,2.9573172572736049e-36,9.3659328421440272e-32,0.88168480800000004,0.0,0.0094599999991811894,0.10884999999860259,3.9826868814666945e-14,4.1129447434303322e-14,7.2225677864883229e-14,1.0271919440206003e-15,6.5047762407521422e-16,2.8103992335437944e-16,2.471467748055789e-13,2.0100198123257633e-13,2.5528359298042874e-15,1.9521596035877211e-15,2.4005583553424825e-13,8.1337093936793444e-16,5.0999594890805117e-17,6.0058401807631454e-15,5.7021875721907315e-15,5.082509842424085e-15,1.2698208099903098e-14,7.6559347316621383e-15,1.5668592420585416e-14,8.0420633493122807e-16,2.3834896921964838e-14,8.5185914894829277e-14,5.9066576012617362e-14,1.1159338267542858e-16,2.8281376440476992e-15,1.8516131026612723e-14,3.8954938216318903e-16,3.6349845102028561e-15,8.2937802572654685e-15,1.4905066926998431e-17,2.8123886223723104e-15,5.6436054341350427e-15,1.956951911936287e-16,4.006813286646484e-15,3.5044949387948952e-21,8.6669773461907202e-21,1.1443215567352944e-22,1.1843178373588837e-18,1.5677365138086435e-18
