Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255),C4H8(127),C6H12(193),C5H10(134),C3H6(72),S(267),C6H13(87),C7H15(89),C6H13(188),S(228),S(229),S(334),S(513),S(506),S(290),S(277),S(1639),S(1643),S(1790),S(1801)
2.62143e-10,0.0021744868191994147,7.204207482362864e-23,5.9128799860767369e-27,3.4023460729399246e-24,4.3157955412579429e-26,4.6691895910430042e-27,0.0,0.0,1.7082610024799033e-19,2.0445552726780169e-26,2.5965465747939234e-37,5.887795139778716e-40,5.6366702062833409e-48,2.0556848423750057e-24,6.0838001808188503e-36,6.2413467852649153e-19,2.5823039360612885e-24,3.9694100167676391e-38,7.4568959079704499e-39,9.7363183340011464e-22,1.0636732969962078e-33,1.0297026770269585e-39,3.3147507789337285e-33,6.866787009006012e-28,5.719686979498292e-44,3.9630335540650993e-21,6.7335222843608842e-40,1.0248034570945271e-18,1.6269614309494459e-38,5.8146497534216988e-56,1.0946681015134483e-39,1.5278126178929013e-63,1.091033493349756e-27,4.1661297494149108e-28,2.4876725324839438e-25,1.345208365895614e-24,1.0680908723999623e-27,1.6432577334770468e-20,2.3484013929827177e-36,7.549832966835877e-42,3.8455107289464568e-34,8.7976770069827537e-33,1.8815862306196576e-27,1.8795022781143823e-25,5.4859224658272225e-40,3.0757411715598498e-42,1.5362053168226597e-41,1.5714843653923213e-52,8.4384429536270222e-56,1.2697924203676103e-52,4.3833325801234004e-89,4.6330949337187151e-74,3.6789103799849279e-42,6.6188902055882489e-32,4.1014725120976714e-35,1.0041537748587235e-36,3.9568603027148971e-45,1.5141906833514848e-33,1.2139008172854141e-38,5.0387651491794487e-55,3.3282007829315006e-26,1.7217414049672288e-26,2.9993089824909639e-30,1.4953642870666009e-36,5.7851968457238231e-52,5.2248245215036816e-59,3.7336919748383581e-48,0.88168480800000004,0.0,0.0094599999999999979,0.10885,1.1159836254382078e-18,1.0202745080282018e-18,1.1331380541846191e-18,6.8637976307715237e-20,5.7650651362348221e-20,2.8825106179818114e-20,2.3727968345492228e-20,2.1686220066519136e-20,4.7912345552258504e-21,4.0163798255712849e-21,6.5780673084998173e-21,2.0030233831173907e-21,4.9274280415534124e-24,2.4730208439452151e-23,1.1041261525348841e-23,1.9614511403893515e-23,3.5810540179849449e-23,6.2898020692562733e-23,6.1353281471660594e-19,3.9645889696093048e-21,1.1936638164863048e-21,1.3229500591415778e-20,6.9629492824165945e-23,2.9181110680618844e-25,8.5392580171923973e-23,3.4287853989459988e-24,6.314224233285759e-23,9.9599227546403155e-24,5.7672131838957807e-25,6.8945375819481043e-28,7.1894935245572668e-29,1.6470014516360476e-28
5.24287e-10,0.0021744868191994147,1.4761325604319042e-22,2.3919899796625485e-26,1.3515428245862868e-23,1.7629634797315661e-25,3.7131723768030656e-26,0.0,0.0,3.4342665027177688e-19,8.2147651581875758e-26,3.92453217549878e-36,5.5933295246213678e-39,8.0865441954937378e-47,8.1816614501376109e-24,4.673759506914573e-35,1.2405089743088015e-18,1.0274172590070447e-23,1.8951706541853549e-37,2.4598449980269831e-38,3.840048562796089e-21,8.4619459397356073e-33,2.5880376084397257e-39,2.5025526034123937e-32,2.7303083347656334e-27,7.1393066572453501e-43,1.5767257930203124e-20,1.0479905337254975e-38,2.0161256997838987e-18,1.2455458647499927e-37,4.9123782607164199e-55,8.7102282158595192e-39,2.2172910545854594e-62,8.6846410328689172e-27,9.3524602728693142e-28,9.8113044083768045e-25,5.3390740828460159e-24,4.0600859233374607e-27,6.4808605417890875e-20,1.8604478025407547e-35,5.5656530062715166e-41,2.9703791946669724e-33,6.6787374702679736e-32,1.2891639600166048e-26,6.3654946316605015e-25,6.5589806695454016e-39,4.5148670921435257e-41,2.3700652633465711e-40,4.5899135431877943e-51,2.5340534986452145e-54,1.9046054981851429e-51,4.3975579764198717e-87,2.6435751839721731e-72,6.7363284852739099e-41,4.8789134303315783e-31,6.2308076303600148e-34,7.758663849477411e-36,3.8515112622339952e-44,1.1129061713526278e-32,1.8790941306678231e-37,7.8185872704427825e-54,2.6276984233177843e-25,3.4633373634975339e-26,1.1878322271400416e-29,9.6915643504606087e-36,5.1826805646863721e-51,3.248319100456465e-57,6.3069419977560233e-47,0.88168480800000004,0.0,0.0094599999999999945,0.10885,2.1860056299727468e-18,1.9985982930920739e-18,2.2530583504192021e-18,1.2874763450382719e-19,1.0814574867002059e-19,5.4072071583389777e-20,9.3211287848565679e-20,8.5192041374201438e-20,1.8106721328750867e-20,1.5184184777246886e-20,2.619649508125312e-20,7.5675848052166239e-21,2.2124335253912501e-23,9.7061000081913512e-23,4.3323384218853107e-23,7.7009377842812419e-23,1.4226199586353517e-22,2.4406934220199309e-22,1.1991634459555443e-18,7.7675280346471095e-21,4.4345954128857974e-21,5.187395346953538e-20,5.1905684591102168e-22,2.6039109285188316e-24,3.3552338355040372e-22,2.6618841753865943e-23,2.3460177905904554e-22,4.0640348217490789e-23,4.6918101783293997e-24,5.490055318506607e-27,9.9517884568628015e-28,2.428067456363398e-27
9.999999999999999e-10,0.0021744868191994147,2.9305782707907853e-22,9.0760746943103984e-26,4.9460232969637766e-23,6.8026746768022545e-25,2.6871225273031111e-25,0.0,0.0,6.6121655542872085e-19,3.0831061058679654e-25,5.2746216719464213e-35,5.151869667246012e-38,1.070847653489011e-45,3.0153135416882407e-23,3.1817212527613212e-34,2.3383629037434009e-18,3.7847265708733186e-23,8.8496622316252779e-37,6.7630822235906295e-38,1.3912730045793967e-20,6.1529146174659264e-32,5.8758771604254401e-39,1.6526284512112321e-31,1.004509983732851e-26,8.8124139998792346e-42,5.8079411267901107e-20,1.4415256283188325e-37,3.7289208073880821e-18,8.4195756775047051e-37,3.7116320230013006e-54,6.3371424702948289e-38,2.7300386680387183e-61,6.3220246123169285e-26,2.0501446796065894e-27,3.5545057453986264e-24,1.9405917477292903e-23,1.3737811253266848e-26,2.3478608085403077e-19,1.3389621735807161e-34,3.524572580048487e-40,2.0406073354876325e-32,4.444537851341928e-31,7.3151142471595108e-26,1.8009363757456327e-24,7.5899950403024144e-38,5.6024151392462004e-40,3.225643335394994e-39,1.1233769221094684e-49,6.5291046317934304e-53,2.4573327046907702e-50,3.8068662948279847e-85,1.2353620599319828e-70,1.2127288780149255e-39,3.0720918329369927e-30,8.2439424105094666e-33,5.2841805146328857e-35,2.7513788081908999e-43,7.7407201294963473e-32,2.5493265456107197e-36,1.0671539218039525e-52,1.8829985142347117e-24,6.4732058080156152e-26,4.3271475132190873e-29,5.5078558764334646e-35,4.0379367153123769e-50,1.7673829389883874e-55,8.9601498929427694e-46,0.88168480800000004,0.0,0.0094599999999999893,0.10885,4.0113020563877222e-18,3.6676750086596312e-18,4.2500982233328251e-18,2.1929477089500313e-19,1.842046638218246e-19,9.2099660760580086e-20,3.3518888100329658e-19,3.0636329585717375e-19,6.0797509775178671e-20,5.1016798372945993e-20,9.6654696926356615e-20,2.5394366916910475e-20,9.3422188055681527e-23,3.4872257151104154e-22,1.5559106201851752e-22,2.7686744977000821e-22,5.2277755593932484e-22,8.5983202940659171e-22,2.1917454074097833e-18,1.4256805658298356e-20,1.4409375144001036e-20,1.8590314147097579e-19,3.345372646654398e-21,2.1628797659885248e-23,1.2069022716802242e-21,1.8514360035995746e-22,7.6562651412607528e-22,1.5538327401098451e-22,3.5262197408394845e-23,4.0239149893700117e-26,1.3394728503663077e-26,3.393576433982212e-26
1.0485750000000002e-09,0.0021744868191994147,3.0790915558611601e-22,9.758585819745318e-26,5.3130552867259605e-23,7.3172790105028477e-25,2.9235891404573206e-25,0.0,0.0,6.9366604628349819e-19,3.3140408445373757e-25,5.7731393342182402e-35,5.620813065724987e-38,1.1719346238372419e-45,3.239664010970063e-23,3.4588827409864582e-34,2.4504646428640178e-18,4.066275109222923e-23,9.5597845708805567e-37,7.2024852843263157e-38,1.494125039952957e-20,6.6947831918818942e-32,6.2115980808915766e-39,1.7958246172746157e-31,1.0792012360713396e-26,9.639349206519724e-42,6.239990040395309e-20,1.5780186259413825e-37,3.903814119851424e-18,9.1521150408489113e-37,4.0404661059796076e-54,6.895287322203512e-38,2.9861618704787038e-61,6.8788870519099941e-26,2.1639868534307813e-27,3.8172728033075946e-24,2.0842281246803643e-23,1.4726002679402614e-26,2.5214246142237882e-19,1.4566864366991131e-34,3.8276354637575564e-40,2.2186430090622825e-32,4.8301725909162274e-31,7.9304233415041448e-26,1.9198317901626312e-24,8.2980348888673584e-38,6.1283758518792354e-40,3.5308126980151176e-39,1.233398055624559e-49,7.1699155674199511e-53,2.6888027610544195e-50,4.1910946352017497e-85,1.3588053869286846e-70,1.3296820276825898e-39,3.33596424928273e-30,9.0221077213713228e-33,5.744523954583985e-35,2.9929940460582111e-43,8.4174854544230009e-32,2.790450578826803e-36,1.1681373361420299e-52,2.0484398785398401e-24,6.7805431305030543e-26,4.6477026378873026e-29,5.9713019570858632e-35,4.3973296793544273e-50,1.9445333537517317e-55,9.8106696607346904e-46,0.88168480800000004,0.0,0.0094599999999999893,0.10885,4.1976828656426892e-18,3.8381042411142726e-18,4.4540157362592741e-18,2.2854052863170867e-19,1.919710309454872e-19,9.5982653540432708e-20,3.5989718535380023e-19,3.2894706734651809e-19,6.5156661298860482e-20,5.4675662447316672e-20,1.038491758550929e-19,2.7214657598635665e-20,1.0070240364753199e-22,3.7441970577512511e-22,1.6705470175322887e-22,2.972749346271881e-22,5.6163195624093868e-22,9.2270748694288691e-22,2.2930978379249047e-18,1.4919425053960997e-20,1.5427898761053597e-20,1.9958884652248797e-19,3.6339674296876777e-21,2.3571426667240795e-23,1.2958786702459694e-21,2.0133054532318308e-22,8.198493890651271e-22,1.6709966103513351e-22,3.8383736150662638e-23,4.3787375964860746e-26,1.4660845100510813e-26,3.7153011663553065e-26
2.0971510000000003e-09,0.0021744868191994147,6.5665140058596965e-22,4.0222733450593224e-25,2.0518566394876005e-22,3.100770202267198e-24,2.2636901977892942e-24,0.0,0.0,1.4125049948995552e-18,1.3465206735490462e-24,8.0006580159776714e-34,5.7635140095081414e-37,1.6571517752382758e-44,1.2699289168918886e-22,2.3958308712966235e-33,4.7825263774935645e-18,1.5928040075666936e-22,4.8980685299817196e-36,1.8323843537610791e-37,5.6662916010164407e-20,5.2397585736002696e-31,1.5634278980645926e-38,1.1834015596983267e-30,4.2166172776409946e-26,1.3485076346012603e-40,2.4440215717619154e-19,2.2450457850718794e-36,7.3340935165509422e-18,6.2427144181182616e-36,3.0316883508182751e-53,5.406523685827711e-37,3.6115935181764246e-60,5.3960843038165094e-25,5.1581824029375622e-27,1.447379110800535e-23,7.9176071296659665e-23,4.9139151075744546e-26,9.5597970649241828e-19,1.1129768086459783e-33,2.3519075957051401e-39,1.5570133462481707e-31,3.2027039000501194e-30,4.2263450691143165e-25,4.9624351024909645e-24,1.0439443676467626e-36,7.2514925003537494e-39,4.9265614033441845e-38,2.8606466310228669e-48,1.8208483134811808e-51,3.3999371815844523e-49,3.4872634359923284e-83,5.816478110972776e-69,2.8342344326943641e-38,1.9964179838368698e-29,1.1986731278802677e-31,3.9520304290059412e-34,1.8317823861720529e-42,6.4323281758453296e-31,3.8592068332139036e-35,1.6322620164604629e-51,1.5588804035983389e-23,1.2811522290675888e-25,1.7732594892865415e-28,3.3298707434257063e-34,3.5772048840318527e-49,1.091571477376008e-53,1.3896907200443287e-44,0.88168480800000004,0.0,0.0094599999999999771,0.10885,7.766151808296007e-18,7.1021391936463344e-18,8.7056669878445045e-18,3.7097019158615091e-19,3.1148479229161575e-19,1.5573148070792046e-19,1.3454466801112085e-18,1.2298642110717763e-18,2.1640739531561908e-19,1.8177776288103703e-19,4.0785999117282273e-19,9.025504418119222e-20,4.3684467701461887e-22,1.400863028682316e-21,6.2478127800417716e-22,1.1137909222111259e-21,2.1925170427857307e-21,3.3418033380801158e-21,4.2103796656063606e-18,2.7605137259306057e-20,4.7983049817401661e-20,7.4142789811455352e-19,2.2855523369293886e-20,2.0408976395515547e-22,4.8458355130851219e-21,1.4577487345118968e-21,2.6031167786170418e-21,6.8437120851361709e-22,3.1196218721731476e-22,3.4748845702147262e-25,2.2291217567271184e-25,5.7710047949128749e-25
4.194303e-09,0.0021744868191994147,1.4169257706023937e-21,1.6633524731373131e-24,7.6993862718893332e-22,1.3324633534458866e-23,1.7058136097472478e-23,0.0,0.0,2.9116822044625954e-18,5.5315634186427552e-24,1.001681596743834e-32,5.6223182963401161e-36,2.1888964887538259e-43,4.8818644927167777e-22,1.4912736773980943e-32,9.1199786319926609e-18,6.1167327637513274e-22,2.3682971785092842e-35,4.0720907968054389e-37,2.0521905001349151e-19,4.0168343730454896e-30,4.4418401962295152e-38,6.8685005453628985e-30,1.6112848310256076e-25,1.8464422466436256e-39,9.3836751747588584e-19,2.9131881776184804e-35,1.3045571851282621e-17,3.7594493010432145e-35,1.900105099661724e-52,4.1661330526584355e-36,3.8406248330697483e-59,4.1549477795460587e-24,1.2369599523840934e-26,5.2384509023373232e-23,2.8694252064047876e-22,1.4352815373685078e-25,3.4595203395027983e-18,8.1195538511975022e-33,1.2306960490319039e-38,9.831854524305845e-31,1.8435500606640819e-29,1.9137954386662004e-24,1.0776488300855261e-23,1.2122921321984958e-35,6.8982010903233672e-38,6.1333997952241181e-37,5.232495370555166e-47,3.8676707964245659e-50,3.5819671049788873e-48,3.103235374751669e-81,1.8891981878807197e-67,6.8170558900679091e-37,9.6517979437511366e-29,1.3835783229200186e-30,2.4060436282963367e-33,8.9391249973631922e-42,4.8775443074718795e-30,4.7433559108191908e-34,2.0335777108195109e-50,1.1358752112171503e-22,2.2864205476861532e-25,6.4529673739256633e-28,1.6313558590216058e-33,2.8038034350297453e-48,5.5984500070684821e-52,1.728950261926757e-43,0.88168480800000004,0.0,0.0094599999999999528,0.10884999999999999,1.3456233762896666e-17,1.2311015417364906e-17,1.6647418772394793e-17,5.3284632865428234e-19,4.4658511059754029e-19,2.2324105486119073e-19,4.7518399613400911e-18,4.3447654918750278e-18,6.4196866632430648e-19,5.3991989058004798e-19,1.5723332849626892e-18,2.6679202681373678e-19,1.6619978217654628e-21,4.9865658077004106e-21,2.2256304491351119e-21,3.9759328070098601e-21,8.3952321228929993e-21,1.136696544044207e-20,7.2033943105811924e-18,4.7809546675430874e-20,1.258396229376404e-19,2.5912048011797268e-18,1.2201969760248079e-19,1.5563095151482135e-21,1.7114450985144384e-20,9.8820190887149291e-21,7.2799995592027377e-21,2.7030417867133472e-21,2.435742707501169e-21,2.6648544345515264e-24,3.3487391679048601e-24,8.7705490408078656e-24
8.388607e-09,0.0021744868191994142,2.9661772530267314e-21,6.706676903810059e-24,2.784572852044777e-21,5.6129685828921835e-23,1.2406981458336913e-22,0.0,0.0,6.0879198925840346e-18,2.303224026634223e-23,1.0837113778665438e-31,4.7990794861480522e-35,2.5644876143264519e-42,1.8099309569058674e-21,7.9803773893552971e-32,1.666009732080505e-17,2.2645081434686215e-21,9.9073061379941254e-35,8.0462138132333028e-37,6.8923439046885547e-19,2.9638467204845287e-29,1.3720648786414391e-37,3.3872151653799671e-29,5.9097356656037412e-25,2.3989339548484795e-38,3.4725423509198396e-18,3.3180074432902665e-34,2.1191776075113583e-17,1.882778456039833e-34,9.4342116392001048e-52,3.1131602933180556e-35,3.6004962514269735e-58,3.0912531065551111e-23,2.9049882721287309e-26,1.7555204113922954e-22,9.6300990524047042e-22,3.5311410447348352e-25,1.1590718228949088e-17,5.4813563605684719e-32,5.2890940019508178e-38,5.3640466568486581e-30,8.7483178109048661e-29,7.3434926743225967e-24,1.9619971088720751e-23,1.2057592579283943e-34,4.8555513659920007e-37,6.4108728130407426e-36,6.831164331587886e-46,6.4137267687745423e-49,2.928759630935757e-47,1.5670751573039524e-79,4.2530552603793084e-66,1.4718317653029911e-35,3.5093154522193638e-28,1.3142157342620325e-29,1.2200425169634917e-32,3.5638943812220233e-41,3.5953584408065873e-29,4.8895691086616719e-33,2.1263422439592641e-49,7.702319596719484e-22,3.7239852830463018e-25,2.1713163114655918e-27,6.989470714553597e-33,2.1037573773645884e-47,2.4222110459844084e-50,1.7931637114436308e-42,0.88168480800000004,0.0,0.009459999999999906,0.10884999999999995,2.1016803278510671e-17,1.9249274763263828e-17,3.0562769132268441e-17,6.7559319346013124e-19,5.6313532700016305e-19,2.8128829809960868e-19,1.5334342905371456e-17,1.4030404034319865e-17,1.6746315857007001e-18,1.4101447824138732e-18,5.8520489421003576e-18,6.9028609483144702e-19,5.2583455993236315e-21,1.6525203105469311e-20,7.4183131987210458e-21,1.3250525364524289e-20,3.1116266725448848e-20,3.5688535422051118e-20,1.1048293626700082e-17,7.462288840717678e-20,2.6500522997768339e-19,8.2380356260370472e-18,5.2535805216011284e-19,9.8432886298715538e-21,5.5231397533403638e-20,6.1269720839761103e-20,1.7798148563289447e-20,9.8136004871666709e-21,1.7330584351781972e-20,1.8746215022727259e-23,4.6834583511321238e-23,1.2341221027745802e-22
9.999999999999999e-09,0.0021744868191994142,3.4720491680660875e-21,1.0214217696250102e-23,4.149019371030853e-21,8.7175314724807608e-23,2.7005409880169166e-22,0.0,0.0,7.3867569940461979e-18,3.7223175792685083e-23,2.7597642655513186e-31,1.0268875248080144e-34,6.9351098207852294e-42,2.673324528310301e-21,1.3274263933215789e-31,1.8887742373648491e-17,3.3415099594707745e-21,1.4372511197025296e-34,9.223967853777842e-37,9.564278292397734e-19,6.3296418156969741e-29,1.8807210378932953e-37,5.4111798177408893e-29,8.656187694840645e-25,7.4614634770347844e-38,5.1221418780625222e-18,8.9231332141967653e-34,2.2927063292423884e-17,2.9596472362929461e-34,1.4188826396987746e-51,6.7604088594374328e-35,8.7519737689019675e-58,6.6613184566689736e-23,3.6182970544894752e-26,2.4304241711734282e-22,1.3345395986669886e-21,4.3388521929390502e-25,1.6043303820731954e-17,1.0775611418398514e-31,7.8180825748121612e-38,9.3348284948285666e-30,1.3764936664953016e-28,1.0540214962633279e-23,2.1626719076322114e-23,2.8428762465290683e-34,8.5576698780282628e-37,1.5469725561226387e-35,1.6864220306313011e-45,2.1277315346560257e-48,5.9775956488548519e-47,1.3201621030075895e-78,1.6534172892078285e-65,6.7628985601508513e-35,4.7363099014986568e-28,3.0447249675982228e-29,1.9276646508878461e-32,5.1593159460385197e-41,7.7207632681572166e-29,1.1695182754133467e-32,5.1315706296707561e-49,1.5269546420379e-21,4.0324576737014138e-25,3.009958913388248e-27,1.0695906344787804e-32,4.5466397193459673e-47,1.8243591114431542e-49,4.2976592771861433e-42,0.88168480800000004,0.0,0.0094599999999998869,0.10884999999999993,2.2475970330086189e-17,2.0599776371088234e-17,3.4730896973867282e-17,6.9907360293470159e-19,5.8115272126181368e-19,2.9007760119078836e-19,2.0804853106279688e-17,1.9049102518268041e-17,2.1031572095313333e-18,1.7715400679256216e-18,8.6629273557265017e-18,8.6156553091539791e-19,6.9469571429404863e-21,2.3031618769284573e-20,1.0426544328491908e-20,1.855155773903579e-20,4.6149192827455451e-20,4.8562537520385834e-20,1.1758150170837644e-17,7.9860973750544806e-20,2.9997102208989915e-19,1.1103065246041516e-17,7.6823056703303983e-19,1.7821567739783381e-20,7.502380365341038e-20,1.1493253707519508e-19,2.1856954827493742e-20,1.4007038415809406e-20,3.45636336616254e-20,3.7244417140575858e-23,1.4877622260092027e-22,3.9295215905036751e-22
1.6777215e-08,0.0021744868191994142,5.59965101980769e-21,2.4966272639790624e-23,9.8876240535448239e-21,2.1774737370584505e-22,8.8403646112341021e-22,0.0,0.0,1.2849420842397225e-17,9.6907573772050662e-23,9.8089265563212197e-31,3.3273804452006595e-34,2.5317122388138809e-41,6.3045950272051758e-21,3.5539352147791338e-31,2.8256797263924413e-17,7.871176442096085e-21,3.3152321401079784e-34,1.4177379187880851e-36,2.0801930318562967e-18,2.0485541094271629e-28,4.0200328955990632e-37,1.3923593363939883e-28,2.0207246864965394e-24,2.8753507699458432e-37,1.2060046324305194e-17,3.2497234908491156e-33,3.022535400019267e-17,7.4887541956524058e-34,3.4185839202491933e-51,2.210004834591451e-34,3.0418116481197704e-57,2.1676339895741854e-22,6.6183392412477528e-26,5.2689420773236319e-22,2.8971234073564926e-21,7.7359329232617213e-25,3.4770038925957522e-17,3.3042249533216987e-31,1.8454531467679709e-37,2.603518789448156e-29,3.4863889277343664e-28,2.3985025907681132e-23,3.00667225781319e-23,9.7282814902525616e-34,2.4128082006881915e-36,5.3569551443425856e-35,5.9061361194815599e-45,8.3790765177357719e-48,1.8800424836509e-46,6.2134326339791251e-78,6.8186237056633351e-65,2.9016127442270163e-34,9.8968171064898564e-28,1.0322920376045784e-28,4.903789866998471e-32,1.1869358102357833e-40,2.5071437794478948e-28,4.0318310000122622e-32,1.7770994341992788e-48,4.7095875030288389e-21,5.3298343614701258e-25,6.5371315034325553e-27,2.6284475458441481e-32,1.4820942047400851e-46,8.4785331286184256e-49,1.4831095202242087e-41,0.88168480800000004,0.0,0.0094599999999998106,0.10884999999999982,2.8612951705482108e-17,2.6279731387692936e-17,5.2261256439249906e-17,7.9782777606143097e-19,6.5693048289474446e-19,3.2704375206092963e-19,4.3812787105774738e-17,4.0156801661736402e-17,3.9054551503250014e-18,3.2915004685848705e-18,2.0484951745805979e-17,1.5819345305447214e-18,1.404893877161413e-20,5.0396375742315855e-20,2.3078597015918292e-20,4.0846699969407299e-20,1.0937484434289012e-19,1.0270816191546863e-19,1.4743672894826937e-17,1.0189137264166206e-19,4.4703054809615013e-19,2.3152839395574637e-17,1.7897065514046527e-18,5.1376704728637835e-20,1.5826693034106612e-19,3.4062821971315298e-19,3.892752835974772e-20,3.1643847333042222e-20,1.0704258837869985e-19,1.150443659216091e-22,5.7752352730102661e-22,1.5265863401117208e-21
3.3554431e-08,0.0021744868191994142,8.914427691797325e-21,8.102048399783012e-23,3.7387513879124915e-20,7.3232558124000543e-22,6.6312742993182697e-21,0.0,0.0,2.7072381930528974e-17,4.0820271537821627e-22,7.3490814525188227e-30,1.7682715665122651e-33,2.0350770106053731e-40,1.9976766318153857e-20,1.3014878409717325e-30,4.2773781542103662e-17,2.4845386416798745e-20,8.3038229397215521e-34,2.1853816180235321e-36,5.5521132129418322e-18,1.2855264671499519e-27,9.9245085333007036e-37,4.7564977169639716e-28,6.231518091403063e-24,3.2802984140889742e-36,3.8002397755730914e-17,2.7769724833052396e-32,3.7175798200413654e-17,2.3571398355135589e-33,9.1128634887265545e-51,1.4546988572532861e-33,2.483039680877089e-56,1.3879566785956028e-21,1.4802991892499195e-25,1.3911636874180003e-21,7.6838351694728306e-21,1.9459344495013642e-24,9.1706557678201873e-17,1.7326943140954828e-30,5.3165627439326186e-37,1.3669083259882759e-28,1.4154954180782571e-27,6.7842687837665133e-23,3.9619430971328935e-23,6.2983465102647386e-33,8.6233725078046077e-36,3.5525260063027349e-34,3.3183000404912152e-44,1.0415536539456283e-46,1.1635467403247903e-45,3.4436644355394958e-76,9.3540506485422058e-64,5.4104834863812405e-33,2.8122197690965345e-27,7.8277726314446751e-28,1.5516065636468235e-31,3.3947866399459196e-40,1.6003709917246258e-27,2.6367412527904877e-31,1.1786073364561787e-47,2.5486863728786519e-20,6.597649083773845e-25,1.731591425450414e-26,8.6275912672459487e-32,9.5246523837869307e-46,2.3544989985844581e-47,9.7137835475580849e-41,0.88168480800000004,0.0,0.0094599999999996198,0.1088499999999995,3.3968277503449993e-17,3.140709023190501e-17,8.0031747921285136e-17,9.5934912117879174e-19,7.7338501278501146e-19,3.8038261537323891e-19,1.0974962337035922e-16,1.0099207662793234e-16,8.4579209213406647e-18,7.1318404047007851e-18,6.5209097059283608e-17,3.3101839936700376e-18,3.3887900526698986e-20,1.4412130667624574e-19,6.9124077832585275e-20,1.1902125982996849e-19,3.5555635316771778e-19,2.7524444747907149e-19,1.7274673042615689e-17,1.2332773679733508e-19,6.5128648950314957e-19,5.7326787582909267e-17,4.9696567876552597e-18,2.2876895191246388e-19,4.0232210370388958e-19,1.6838215187929495e-18,7.9097190159435076e-20,9.1551126125951198e-20,5.6325661662896399e-19,6.0332460115087438e-22,6.1278188002616765e-21,1.6223470335636078e-20
6.7108863e-08,0.0021744868191994134,1.1794910211490645e-20,2.2343438802693842e-22,1.6640563809022464e-19,2.0940290948022877e-21,5.7791283644315963e-20,0.0,0.0,5.649366476939032e-17,1.7074014011416646e-21,4.6094538880363183e-29,7.0307986539841749e-33,1.326203249267155e-39,5.6246838795608523e-20,3.9571239814873593e-30,5.6114954250583998e-17,6.9382342553649772e-20,1.5025214810660994e-33,2.8906179175526548e-36,1.3282948370719704e-17,7.2718485220469464e-27,2.1104826977627457e-36,1.3876503226667911e-27,1.7259469410151682e-23,3.8002646000723816e-35,1.0575096015521266e-16,2.1470826825455659e-31,4.0551336813549073e-17,6.1460422348389567e-33,1.6732883457077427e-50,8.7520792100567681e-33,2.1433200306074272e-55,7.9053523410638319e-21,3.3545448041784488e-25,3.2766528752375582e-21,1.826252878040068e-20,6.8208803869608803e-24,2.1552989068629752e-16,7.8630482549673791e-30,1.3199038120034723e-36,9.5891328236931836e-28,7.2922255649981772e-27,1.7417786061294429e-22,4.8029681173807864e-23,3.3894103314210415e-32,2.3969096213376016e-35,1.9467153502961302e-33,1.2696337836348891e-43,1.5830242004579385e-45,8.9830971285661261e-45,9.7192625141393192e-75,1.3415963913245388e-62,1.0618422478070478e-31,1.0453175625170008e-26,6.9504854435012262e-27,4.0548449206436812e-31,8.8081597604615933e-40,9.1022645953315117e-27,1.4219835511557654e-30,6.4588139611387251e-47,1.2312028463956625e-19,7.2927472520250987e-25,4.098866394826027e-26,2.4503528249780526e-31,5.4486250426043452e-45,5.3440491903651456e-46,5.2423956528116482e-40,0.88168480800000004,0.0,0.0094599999999992381,0.10884999999999878,3.6976873203813596e-17,3.4686336416935765e-17,1.0639020387684753e-16,1.2604580967564654e-18,9.8731014236112966e-19,4.6901652425475737e-19,2.4605633781450017e-16,2.2828053708894513e-16,1.7612840391570673e-17,1.4855560733871918e-17,1.8347743289967011e-16,6.4795181623630177e-18,7.8905809187782827e-20,4.0764447161114015e-19,2.1127187933914813e-19,3.4630681074139142e-19,1.0534716446591506e-18,7.1756666595600051e-19,1.8847488815813278e-17,1.4530711470562155e-19,9.3835817118113918e-19,1.2850598817133914e-16,1.2046936889941264e-17,8.9573344635674026e-19,9.5301409360526758e-19,7.4599861443092847e-18,1.5479231248484436e-19,2.5050978206438754e-19,2.5563580305562913e-18,2.7335923543321682e-21,5.635324938570485e-20,1.4931320597841912e-19
