Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302)
4.638100783454387e-09,0.21637287469456506,89.099999999999994,0.0,0.0,0.0,0.99999999996709044,10.999999999996136,1.3727466779400479e-11,4.502769295163994e-13,1.3425571647066485e-11,1.2957543775124826e-11,1.3009736944314071e-11,3.3287797479299314e-12,4.2931262393479192e-12,1.086057299479461e-13,8.7691166417696833e-14,4.3842952194663922e-14,8.0898778270297566e-14,8.1635290153986124e-13,6.9547881057814001e-14,3.4773057979727289e-14,5.9248301162626073e-13,4.0300408167133804e-13,3.9586218191457913e-13,9.6992377135910872e-13,5.2921586123276332e-13,4.9860662906006145e-13,3.801816966233591e-13,1.1052739758805071e-13,2.2130078260564962e-15,1.9881285078356508e-14,8.7536697687487153e-16
5.2825962651333284e-09,0.21637287469457295,89.099999999999994,0.0,0.0,0.0,0.99999999996251743,10.999999999995078,1.559515354412037e-11,5.1659861152473633e-13,1.5206026410672722e-11,1.4675220128834451e-11,1.473943264458292e-11,3.6062762623580304e-12,4.7949428404348895e-12,1.1870737972761514e-13,9.5437920305517615e-14,4.7714970379702086e-14,9.6970993021883576e-14,1.0425532430235897e-12,8.3653664153366587e-14,4.1825272164700938e-14,7.6487897523691725e-13,5.2148538886416825e-13,5.1128054239458624e-13,1.1637381605874377e-12,7.0892032519853229e-13,6.4276696818131683e-13,4.9063568687536025e-13,1.3847569644765852e-13,3.1212131784459001e-15,2.6484440986501283e-14,1.3780572798095225e-15
5.9270917468122695e-09,0.21637287469458055,89.099999999999994,0.0,0.0,0.0,0.99999999995794442,10.999999999993907,1.7453256728311948e-11,5.8384456566191483e-13,1.6966504498774835e-11,1.6373674601955076e-11,1.6450410391801118e-11,3.854121629420531e-12,5.2774336287583009e-12,1.2850808621999786e-13,1.0289398095074248e-13,5.1441331242030667e-14,1.1331233914829578e-13,1.2923257394497986e-12,9.8051333132692364e-14,4.9023145464663021e-14,9.5828845136667308e-13,6.5486983766594425e-13,6.4085217357667206e-13,1.3612775299897833e-12,9.1100764455027324e-13,8.0425592329568878e-13,6.1448501348006482e-13,1.6850241291016089e-13,4.2212031621199093e-15,3.4105824503060001e-14,2.0486887676930319e-15
6.5715872284912105e-09,0.21637287469458796,89.099999999999994,0.0,0.0,0.0,0.99999999995337141,10.999999999992632,1.9301821165319149e-11,6.5201748914748745e-13,1.8707257294934914e-11,1.8053201781242696e-11,1.8142816417836756e-11,4.0758363417131835e-12,5.7416631632932866e-12,1.3809976160819853e-13,1.1014647784971889e-13,5.5065604925657756e-14,1.2983159930354071e-13,1.5645584421642237e-12,1.1265383226779073e-13,5.6323107849092381e-14,1.172408618933474e-12,8.0304640778223883e-13,7.8439094610618146e-13,1.5614545610487964e-12,1.1333557741604298e-12,9.8280860539816829e-13,7.5151988560215308e-13,2.0037836259665923e-13,5.5236013884198862e-15,4.2754215666659421e-14,2.9113430336938119e-15
7.2160827101701515e-09,0.21637287469459526,89.099999999999994,0.0,0.0,0.0,0.9999999999487984,10.999999999991246,2.1140891639595134e-11,7.2112005652898786e-13,2.0428533113401273e-11,1.9714089440456733e-11,1.9816805732661127e-11,4.2745263152417833e-12,6.1886376625537942e-12,1.4754842647957447e-13,1.1725894090863093e-13,5.8619565552583322e-14,1.4646326081206794e-13,1.8581984424197381e-12,1.2739768483778175e-13,6.369338527875639e-14,1.4069410771444563e-12,9.6590464670997758e-13,9.4171300695308489e-13,1.7634729047758793e-12,1.37393164765866e-12,1.1781726841439277e-12,9.0153352991860819e-13,2.3390087198104486e-13,7.0383005223174461e-15,5.2436123159909533e-14,3.9893520142104635e-15
7.860578191849093e-09,0.21637287469460237,89.099999999999994,0.0,0.0,0.0,0.99999999994422539,10.999999999989761,2.2970512910311561e-11,7.9115491961196615e-13,2.213057723471877e-11,2.1356618981524176e-11,2.1472540970542484e-11,4.4529246181679815e-12,6.6193078503196641e-12,1.5689837785243138e-13,1.2427527658316955e-13,6.2125177621999153e-14,1.6316337674199134e-13,2.1722490133930424e-12,1.4223902129100594e-13,7.1112013312896172e-14,1.6615917714302447e-12,1.1433346676510195e-12,1.1126367529931015e-12,1.9667830382445986e-12,1.6307969105192661e-12,1.3901073365349711e-12,1.0643221936861638e-12,2.6889114806759162e-13,8.7745134741937234e-15,6.3156114382092212e-14,5.3052905969021138e-15
8.505073673528034e-09,0.2163728746946092,89.099999999999994,0.0,0.0,0.0,0.99999999993965238,10.999999999988178,2.4790729713512277e-11,8.6212470612745676e-13,2.3813631820926974e-11,2.2981065841413614e-11,2.3110191215515316e-11,4.6134300654995351e-12,7.0345711517798029e-12,1.6617732372517208e-13,1.3122426148859185e-13,6.5596841681477221e-14,1.7990446941831089e-13,2.5057674241178162e-12,1.5714908869615494e-13,7.85645914425794e-14,1.9360710625427186e-12,1.3352271989385075e-12,1.2969828937227524e-12,2.1710248763902367e-12,1.9021295959811784e-12,1.6183823726719411e-12,1.2396852427046356e-12,3.0519188820425403e-13,1.0740843268359076e-14,7.4917237710340729e-14,6.8809357596461463e-15
9.794064636885916e-09,0.21637287469462263,89.099999999999994,0.0,0.0,0.0,0.99999999993050648,10.999999999984734,2.8403128880120204e-11,1.0068794387366733e-12,2.7123725700187219e-11,2.6176787766466196e-11,2.6331938021676641e-11,4.8889545918879838e-12,7.822219259794258e-12,1.8459057888795548e-13,1.449934332890943e-13,7.2475001080756405e-14,2.1344183701519393e-13,3.2276877689114994e-12,1.8710220566669468e-13,9.353492275621248e-14,2.5433783875313625e-12,1.7619657718794799e-12,1.7052365701295466e-12,2.5813453823774258e-12,2.4817075264233187e-12,2.1230793921996771e-12,1.6273474572627462e-12,3.8118655962199328e-13,1.5395858279527066e-14,1.0157087902665629e-13,1.0894181129305977e-14
9.999999999999999e-09,0.21637287469463526,89.099999999999994,0.0,0.0,0.0,0.99999999992904531,10.999999999984153,2.8976818413653051e-11,1.0303549479648006e-12,2.7645739140770193e-11,2.6680891666265904e-11,2.6840118083791995e-11,4.9280857149484972e-12,7.9430829366041103e-12,1.8751890926752389e-13,1.4718225409486243e-13,7.3568294271258254e-14,2.1880238395301407e-13,3.349464975303403e-12,1.9189918485498236e-13,9.5932249755253607e-14,2.6474976459976204e-12,1.8354052433713565e-12,1.7752766582683732e-12,2.6470589989641886e-12,2.5782672809791617e-12,2.2095737456281962e-12,1.6937655087972653e-12,3.9369889910095933e-13,1.6231880152281895e-14,1.0621654634464817e-13,1.1649944847712575e-14
1.1083055600243798e-08,0.21637287469463526,89.099999999999994,0.0,0.0,0.0,0.99999999992136057,10.999999999980941,3.1978447266055617e-11,1.1554047860440012e-12,3.0360690838042059e-11,2.9303360423398903e-11,2.9483485873178052e-11,5.1151307034440451e-12,8.5578063384044733e-12,2.02874427459409e-13,1.5866191997747963e-13,7.930186227923507e-14,2.4699005393125287e-13,4.0173861548955912e-12,2.1716159176069486e-13,1.0855656074456887e-13,3.2266314497663707e-12,2.2452585979842021e-12,2.1650851033821376e-12,2.993110413740551e-12,3.1012385450139542e-12,2.6905971117177911e-12,2.0629772529781893e-12,4.6096170519511315e-13,2.1063038412110469e-14,1.3240750087791036e-13,1.618624307669873e-14
1.2241747136094142e-08,0.21637287469464636,89.099999999999994,0.0,0.0,0.0,0.99999999991313915,10.999999999977247,3.5160997908123536e-11,1.292151008845585e-12,3.3209538271482873e-11,3.2056542709524353e-11,3.2257763006036481e-11,5.2854027058820006e-12,9.1791940539891182e-12,2.1924378892910173e-13,1.7091027247568537e-13,8.541864300142731e-14,2.7711266117618941e-13,4.7802329494174869e-12,2.4422554370662014e-13,1.2207970075452324e-13,3.9038472401675644e-12,2.7272620869752523e-12,2.6213670571062122e-12,3.3637264330307288e-12,3.6847548073515051e-12,3.2530792232437365e-12,2.494276860206531e-12,5.3530100468456193e-13,2.706558745590037e-14,1.6370183812679371e-13,2.2153627689735022e-14
1.3400438671944485e-08,0.21637287469465682,89.099999999999994,0.0,0.0,0.0,0.99999999990491772,10.999999999973303,3.8314136897433118e-11,1.4319747158347495e-12,3.600206973493273e-11,3.4756930085516966e-11,3.4977606255874512e-11,5.4309287711266547e-12,9.7666262929354202e-12,2.3557105108119309e-13,1.8314497460972606e-13,9.1527920054793911e-14,3.0718256483859587e-13,5.5892223090602381e-12,2.7130755025418768e-13,1.3561035115362626e-13,4.639149352052776e-12,3.2536629716172624e-12,3.1172854203866172e-12,3.7343590924203111e-12,4.2879645335114801e-12,3.8640037511282851e-12,2.9620758430094517e-12,6.1169702959125297e-13,3.3964499912559526e-14,1.9838224826582127e-13,2.9366489486405828e-14
1.4559130207794829e-08,0.21637287469466696,89.099999999999994,0.0,0.0,0.0,0.9999999998966963,10.999999999969118,4.1438126301535482e-11,1.5748900338267377e-12,3.8739552967987995e-11,3.7405915696690678e-11,3.7644116336485024e-11,5.5566924940932471e-12,1.032336835201794e-11,2.5186067429765241e-13,1.9537316003948635e-13,9.7633292593517018e-14,3.3719560495951222e-13,6.4408560602955736e-12,2.9840039602414114e-13,1.491449126807281e-13,5.4310477731898323e-12,3.8238551050531707e-12,3.6519017604089856e-12,4.1048009986832091e-12,4.9065535508276814e-12,4.5223614245291805e-12,3.4653521128736017e-12,6.898196885624825e-13,4.179129789863406e-14,2.3644791637591028e-13,3.7912914182432275e-14
1.5717821743645172e-08,0.21637287469467673,89.099999999999994,0.0,0.0,0.0,0.99999999988847488,10.999999999964698,4.4533228902719634e-11,1.7209108449912456e-12,4.1423226930675045e-11,4.0004853452565894e-11,4.0258394570078185e-11,5.6666583902658216e-12,1.0852365795505213e-11,2.6811158897544774e-13,2.0759586044836217e-13,1.0373530372026392e-13,3.6715311655121023e-13,7.3319619231084283e-12,3.2550295773090923e-13,1.626828421108654e-13,6.2780916852776409e-12,4.4372386459562817e-12,4.2242989866429956e-12,4.4749348506855596e-12,5.5370445050764052e-12,5.2271897633266155e-12,4.0031135828925712e-12,7.694056671005055e-13,5.057428772867168e-14,2.7789678679568456e-13,4.7873572743260292e-14
1.6876513279495514e-08,0.2163728746946861,89.099999999999994,0.0,0.0,0.0,0.99999999988025345,10.999999999960059,4.7599708198140241e-11,1.8700507894676193e-12,4.4054302437760047e-11,4.2555059950379901e-11,4.2821537323331036e-11,5.7639887450418253e-12,1.1356276072230564e-11,2.8432481452900588e-13,2.1981466686185458e-13,1.0983477182352217e-13,3.9705436714562969e-13,8.2596617219932309e-12,3.5261354735783369e-13,1.7622332092467596e-13,7.1788683875629856e-12,5.0932200516102295e-12,4.8335808803963795e-12,4.8446415381266304e-12,6.1766907009952671e-12,5.9775671380933938e-12,4.5743974518783896e-12,8.5024440719412281e-13,6.033884523593147e-14,3.2272633804625064e-13,5.9322051734005862e-14
1.8035204815345856e-08,0.21637287469469516,89.099999999999994,0.0,0.0,0.0,0.99999999987203203,10.999999999955209,5.0637828384125802e-11,2.0223232695211867e-12,4.6633962890047985e-11,4.5057815755529992e-11,4.5334631913532722e-11,5.8512115146963767e-12,1.1837497584688287e-11,3.0050359362989835e-13,2.3203246828319895e-13,1.1593316082917508e-13,4.2689642013479509e-13,9.2213421333110019e-12,3.7972917704295458e-13,1.8976488506213572e-13,8.1320021395441859e-12,5.7912120249271971e-12,5.4788715525960625e-12,5.2137969650770559e-12,6.823326689498366e-12,6.7726079297502092e-12,5.1782693635436345e-12,9.3216707767319933e-13,7.1107582484785766e-14,3.7093370814102125e-13,7.2325273937599498e-14
1.9193896351196198e-08,0.21637287469470382,89.099999999999994,0.0,0.0,0.0,0.99999999986381061,10.999999999950157,5.3647854311369677e-11,2.1777414536595601e-12,4.9163364961896092e-11,4.7514366276498464e-11,4.7798753637173177e-11,5.9303472936579547e-12,1.2298195577756495e-11,3.1665011515980631e-13,2.4425124554595063e-13,1.2203147859275325e-13,4.5667738386435212e-13,1.0214628626064401e-11,4.068477669467493e-13,2.0330652653294365e-13,9.1361530829985055e-12,6.5306334718476773e-12,6.1593149340015878e-12,5.5823079320494338e-12,7.4752174270941296e-12,7.6114587303679882e-12,5.8138225682783799e-12,1.0150381356642261e-12,8.2900459652167282e-14,4.2251552325679703e-13,8.6943931234360565e-14
2.035258788704654e-08,0.21637287469471217,89.099999999999994,0.0,0.0,0.0,0.99999999985558918,10.999999999944906,5.6630051412600526e-11,2.3363182799658412e-12,5.1643639199425758e-11,4.9925922707547336e-11,5.0214963538328337e-11,6.0030080344508745e-12,1.2740324899301538e-11,3.3276430314473924e-13,2.5647113029418201e-13,1.2812980768088361e-13,4.8639761306068231e-13,1.1237362549104998e-11,4.3396908621064817e-13,2.1684816263502752e-13,1.0190016281183275e-11,7.310909487759564e-12,6.8740743315428582e-12,5.9501222557690207e-12,8.1309585732608611e-12,8.493295354031446e-12,6.4801771315401725e-12,1.0987488109846201e-12,9.5734926325567423e-14,4.7746788996712472e-13,1.0323285306594091e-13
2.1511279422896882e-08,0.2163728746947202,89.099999999999994,0.0,0.0,0.0,0.99999999984736776,10.999999999939462,5.9584685616018617e-11,2.4980664589967775e-12,5.4075890573180389e-11,5.2293663148249606e-11,5.2584306644783777e-11,6.0704784685376714e-12,1.3165650367847628e-11,3.4884534697571203e-13,2.6869151190454911e-13,1.34227859284818e-13,5.1605819124197787e-13,1.2287580620370904e-11,4.6109364565613926e-13,2.3039008204046219e-13,1.1292320817199832e-11,8.1314713560839456e-12,7.6223320183971308e-12,6.3172070508548635e-12,8.7894239860407357e-12,9.4173203528619132e-12,7.176479165508922e-12,1.1832118092137441e-12,1.0962609662807527e-13,5.3578659868873338e-13,1.2124131763311505e-13
2.2669970958747224e-08,0.21637287469472796,89.099999999999994,0.0,0.0,0.0,0.99999999983914634,10.999999999933836,6.2512023254702401e-11,2.6629984768595281e-12,5.6461199036540786e-11,5.4618733695211293e-11,5.4907810613687781e-11,6.1337834380582864e-12,1.3575765324937981e-11,3.6489322877623486e-13,2.8091226592934214e-13,1.4032558724607786e-13,5.4565941527848603e-13,1.3363496232085964e-11,4.8822146964873512e-13,2.4393233077027678e-13,1.2441828895792719e-11,8.9917565384425506e-12,8.4032888198218841e-12,6.6835287621244705e-12,9.4497242880866196e-12,1.0382760888498414e-11,7.9019000526811053e-12,1.2683569364483543e-12,1.2458691243482314e-13,5.974673050311595e-13,1.4101335437025123e-13
2.498735403044791e-08,0.2163728746947426,89.099999999999994,0.0,0.0,0.0,0.99999999982270349,10.999999999922048,6.8285875636947872e-11,3.0024628724155903e-12,6.1095185412437327e-11,5.9145294729960984e-11,5.9421320298626663e-11,6.2509798826811503e-12,1.435597581361895e-11,3.9688998002220889e-13,3.0535484817320032e-13,1.5252011267780264e-13,6.0468444264122865e-13,1.5586060038501769e-11,5.4248655618525643e-13,2.7101777521753358e-13,1.4877664726152072e-11,1.0829277421179694e-11,1.0060193267364444e-11,7.4137804148686149e-12,1.0773164105010514e-11,1.2434910379702959e-11,9.4369055462360397e-12,1.4404796122871917e-12,1.5775910308085753e-13,7.3089658758519344e-13,1.8599988767861358e-13
2.707299879497853e-08,0.2163728746947548,89.099999999999994,0.0,0.0,0.0,0.99999999980790499,10.999999999910861,7.3391665352423043e-11,3.3189903438360443e-12,6.5115570323456098e-11,6.308414254841187e-11,6.3336635694068021e-11,6.3488327687122295e-12,1.5019181556603827e-11,4.2557897314805308e-13,3.2735763039472824e-13,1.6349582396455741e-13,6.5760146767917813e-13,1.7659379404744544e-11,5.9133211950360746e-13,2.9539405488108448e-13,1.7219582315576536e-11,1.2613382215510732e-11,1.1655585897877569e-11,8.0681332505272284e-12,1.1964865245330907e-11,1.4416179033031227e-11,1.0910174104804874e-11,1.5972593693022901e-12,1.9136200266922328e-13,8.6243505146895642e-13,2.3286421854038523e-13
2.9158643559509147e-08,0.21637287469476632,89.099999999999994,0.0,0.0,0.0,0.9999999997931065,10.999999999899154,7.8413164673679099e-11,3.6460177390158664e-12,6.8999571465304719e-11,6.6901194300201862e-11,6.7118548859926585e-11,6.441849606829459e-12,1.5651667747665212e-11,4.5416644443270632e-13,3.4936493121411161e-13,1.7447237829172258e-13,7.1032460537920669e-13,1.979461352824724e-11,6.4018341232077308e-13,3.1976950779068299e-13,1.9696610490128057e-11,1.4517721820539268e-11,1.3345298887433131e-11,8.7196923082582644e-12,1.3155093190357049e-11,1.6520576872046376e-11,1.2465974412838901e-11,1.755636156019218e-12,2.2854547035330921e-13,1.0047938882789196e-12,2.8591894314262658e-13
3.1244288324039764e-08,0.2163728746947769,89.099999999999994,0.0,0.0,0.0,0.999999999778308,10.999999999886953,8.3351928797368277e-11,3.9836102055342159e-12,7.2752654888466089e-11,7.0602090091370808e-11,7.0772357139237143e-11,6.5315477692064309e-12,1.6258402576427966e-11,4.8265035492301234e-13,3.7137464839231356e-13,1.8544881225596602e-13,7.6285747209122543e-13,2.1985837206523373e-11,6.8904196807491832e-13,3.4414509655806573e-13,2.2302615428869541e-11,1.6539235756206377e-11,1.5125288611656627e-11,9.3684495870270024e-12,1.4342526255057119e-11,1.8744305271716781e-11,1.4100287758086303e-11,1.9154937834592317e-12,2.6932210186069493e-13,1.1579444567847789e-12,3.4526876751503469e-13
3.332993308857038e-08,0.2163728746947868,89.099999999999994,0.0,0.0,0.0,0.99999999976350951,10.999999999874277,8.8209509441410606e-11,4.3318307980251941e-12,7.6380066094828578e-11,7.4192199856686456e-11,7.4303155321483393e-11,6.618919340706454e-12,1.6843527215761914e-11,5.1103015523639748e-13,3.9338556891409465e-13,1.964246063814093e-13,8.152021983222006e-13,2.4227996534384221e-11,7.3790843364833328e-13,3.6852133986803401e-13,2.5031745987423468e-11,1.8674926395935909e-11,1.6991674997229144e-11,1.001439666235585e-11,1.5526320120411288e-11,2.1083735788708734e-11,1.5809302673726385e-11,2.0767507381902451e-12,3.136906150243609e-13,1.321858008416256e-12,4.109841764042832e-13
3.5415577853101e-08,0.21637287469479602,89.099999999999994,0.0,0.0,0.0,0.99999999974871101,10.999999999861144,9.2987453132448202e-11,4.6907405365875432e-12,7.9886838904248221e-11,7.7676636814571737e-11,7.7715839322594687e-11,6.704618081416618e-12,1.7410496562948981e-11,5.3930767871744996e-13,4.1539837973689395e-13,2.0740018951915331e-13,8.6735854098821632e-13,2.6516766047620626e-11,7.8678156039847344e-13,3.9289780808158625e-13,2.7878420302269028e-11,2.0921858418407273e-11,1.8940734946108882e-11,1.0657510178768236e-11,1.6705952306587378e-11,2.3535398731040476e-11,1.7589403056992184e-11,2.2393479277752747e-12,3.6163751006727968e-13,1.4965058962613509e-12,4.8310526108268271e-13
3.7501222617631614e-08,0.2163728746948045,89.099999999999994,0.0,0.0,0.0,0.99999999973391251,10.99999999984758,9.7687299593014724e-11,5.0603984644982317e-12,8.32778040042984e-11,8.1060269930648121e-11,8.101511132096974e-11,6.7890830601852055e-12,1.7962196217377568e-11,5.674845935271505e-13,4.3741386296776171e-13,2.1837603702433819e-13,9.1932641013386746e-13,2.884842972937976e-11,8.3566000979985115e-13,4.1727402506013503e-13,3.0837313015266458e-11,2.3277158199943833e-11,2.096889599477815e-11,1.1297778289440338e-11,1.7881083699574143e-11,2.6095973568522208e-11,1.9437156958289017e-11,2.4032404845892193e-12,4.13138528761066e-13,1.681859459802941e-12,5.6164523337237229e-13
3.958686738216223e-08,0.21637287469481237,89.099999999999994,0.0,0.0,0.0,0.99999999971911402,10.9999999998336,1.0231058022210503e-10,5.4408617046262565e-12,8.6557597163981692e-11,8.4347735849963522e-11,8.4205485937892544e-11,6.8726136215771995e-12,1.85010394469392e-11,5.9556109373983459e-13,4.5943170995462689e-13,2.293520788612987e-13,9.7110716841030894e-13,3.1219782124698712e-11,8.8454353832384039e-13,4.4165006005887145e-13,3.3903343107846068e-11,2.5738013168287382e-11,2.3072730222715362e-11,1.1935211540767407e-11,1.9051479676508387e-11,2.8762280872620481e-11,2.134930601526681e-11,2.5683928086593642e-12,4.6816000241920673e-13,1.8778899894607187e-12,6.4659359364097607e-13
4.167251214669285e-08,0.21637287469481967,89.099999999999994,0.0,0.0,0.0,0.99999999970431552,10.99999999981922,1.0685881667799366e-10,5.8321855144029252e-12,8.9730667111291543e-11,8.7543450405927334e-11,8.7291297010499619e-11,6.9554114861974617e-12,1.9029046553512136e-11,6.2353698532003261e-13,4.8145117207711046e-13,2.4032802498377336e-13,1.0227025548721675e-12,3.3628047150797709e-11,9.334323456036822e-13,4.6602620234501343e-13,3.7071662333374031e-11,2.8301671120752149e-11,2.5248948410171323e-11,1.2569827147793622e-11,2.0216987403796215e-11,3.1531275391489998e-11,2.3322755535261812e-11,2.7347758391358989e-12,5.2666009989230229e-13,2.084568855985325e-12,7.3791896496585747e-13
4.3758156911223464e-08,0.21637287469482636,89.099999999999994,0.0,0.0,0.0,0.99999999968951703,10.999999999804457,1.1133351956822031e-10,6.2344233393018856e-12,9.2801283079817943e-11,9.0651619517074998e-11,9.0276704384979442e-11,7.0376096166347076e-12,1.9547910554426247e-11,6.5141280310033276e-13,5.0347198388580699e-13,2.5130382609330213e-13,1.0741135766438611e-12,3.6070810683356755e-11,9.8232615163200989e-13,4.9040250043990887e-13,4.0337644228685231e-11,3.0965439516477249e-11,2.7494394441375743e-11,1.3201635599483078e-11,2.1377522856180882e-11,3.4400039725024384e-11,2.5354565217796223e-11,2.9023651898445182e-12,5.8858994654374657e-13,2.3018676142545276e-12,8.3557166207358707e-13
4.7929446440284704e-08,0.21637287469483812,89.099999999999994,0.0,0.0,0.0,0.99999999965992004,10.999999999773843,1.200683049674355e-10,7.0718460647569552e-12,9.8651374953603041e-11,9.6621154841964209e-11,9.5962116537169646e-11,7.2005173279048254e-12,2.0563642438367128e-11,7.0686651370679119e-13,5.4751706796124643e-13,2.7325502843235772e-13,1.1763863505229376e-12,4.1051679413381588e-11,1.0801271882961593e-12,5.391555258043729e-13,4.7145138175656221e-11,3.6582831292733497e-11,3.2180979638713205e-11,1.4456881539203022e-11,2.368353179977309e-11,4.0425813006558685e-11,2.9582225673386425e-11,3.2410805073310538e-12,7.2251374094888317e-13,2.7682116866689861e-12,1.0495820413404863e-12
