Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30)
4.194303e-09,0.227428544162812,89.099999999999994,0.0,0.0,0.0,0.99999999999996236,10.999999999999995,1.4788639850548353e-14,3.2740879539827251e-15,1.4753163814247533e-14,1.41577280197478e-14,1.4343134776151664e-14,3.7745485606513167e-15,3.9074315540305864e-15,7.1344306774579669e-16,5.9552333739804382e-16,2.9711141125679643e-16,7.3169284081375701e-16,5.5391688018260997e-16,6.1557149013941784e-16,3.0394707972669596e-16,5.933513841939522e-16,4.0457317092064742e-16,4.0179983205811332e-16,3.1940020381341163e-16,2.4533763451415136e-16,5.7158029348523127e-17,3.9008946723737025e-16,1.0591505205071654e-16,5.0250365745422739e-19,4.858820832382464e-18,3.2173990649941786e-19,3.4907408622044921e-19,1.9330526344283749e-19,1.2303611994325612e-19,7.9547016831994132e-20,4.7495276122623261e-20,2.0350942603625163e-18,1.4959855588160895e-19,1.3801548843870065e-18,9.0125570085155197e-23,4.1413761146979726e-21,4.6660724784540354e-22,4.1413761146979726e-21,4.8207928095642791e-18
6.291455e-09,0.22742854416281205,89.099999999999994,0.0,0.0,0.0,0.99999999999994349,10.999999999999988,2.1966098810620796e-14,4.9175858944050374e-15,2.1893925482626764e-14,2.0913354400656154e-14,2.1289771818108791e-14,5.3318893431473957e-15,5.5871467507116999e-15,8.6790637822882839e-16,7.2240542931083413e-16,3.6013871428318513e-16,1.2994986513433471e-15,1.1108042164050913e-15,1.0942409168306644e-15,5.381846401976319e-16,1.2156431040506584e-15,8.3206367023739397e-16,8.2567987336844707e-16,5.4785866150310744e-16,5.743817705472727e-16,1.1714824317621902e-16,8.0141709591760315e-16,2.1078420183772778e-16,1.2119724745696413e-18,9.8374889964774366e-18,1.0059533778972079e-18,8.8600527051142593e-19,4.6809538004565082e-19,3.855705456115862e-19,2.2092274313588888e-19,1.6964118526745495e-19,4.2350343091483855e-18,1.8797537007303064e-19,3.8317639132362133e-18,2.9185729462681058e-22,1.3101823789309867e-20,1.9191735914610215e-21,1.3101823789309867e-20,9.6468287719565023e-18
8.388607e-09,0.22742854416281205,89.099999999999994,0.0,0.0,0.0,0.99999999999992462,10.999999999999982,2.9002220741218661e-14,6.5652809514482436e-15,2.8881425202397204e-14,2.7461406827801654e-14,2.8089887740199135e-14,6.7006012270222014e-15,7.1051434569603378e-15,9.6200681603959582e-16,7.9793056219837413e-16,3.9746796008977932e-16,1.9275569315003699e-15,1.8332218765365223e-15,1.624271448703144e-15,7.9578291800037186e-16,2.0470465723547978e-15,1.4062054644800283e-15,1.3943287249998607e-15,7.8491689468956125e-16,1.0518798546348874e-15,1.9735614656389073e-16,1.3530346875439967e-15,3.454121697153551e-16,2.2845850883945174e-18,1.6412339292096742e-17,2.2998207045516057e-18,1.738842951618543e-18,8.8520112266200786e-19,8.8295227661848619e-19,4.5692812735469414e-19,4.227396391042797e-19,7.0037206078563825e-18,2.2509250807087753e-19,7.9393004770155063e-18,6.8181480267467489e-22,3.0249384842800475e-20,5.3106222641528704e-21,3.0249384842800475e-20,1.5955556516992488e-17
9.999999999999999e-09,0.2274285441628121,89.099999999999994,0.0,0.0,0.0,0.99999999999991018,10.999999999999975,3.43073138484365e-14,7.8343510518876469e-15,3.4141017618165845e-14,3.2347273695059728e-14,3.3210044616388651e-14,7.6409159126992141e-15,8.171752019397763e-15,1.0188315295052769e-15,8.4268360103726597e-16,4.1947653121908607e-16,2.4255714198360347e-15,2.4907618127226634e-15,2.0448145219074536e-15,9.9865703980887506e-16,2.8324434258426239e-15,1.9523692993283251e-15,1.9344367455841355e-15,9.6111140881970503e-16,1.5172567927224486e-15,2.7323739926177514e-16,1.8767083809288494e-15,4.6645912806839021e-16,3.4022050899267059e-18,2.2569738995355528e-17,4.0754778839765825e-18,2.6717289777302019e-18,1.3216639969875281e-18,1.5669933114772585e-18,7.1850540516055996e-19,8.053594931042684e-19,9.3483233622817138e-18,2.5294974082344778e-19,1.2566118441065796e-17,1.2290427164484659e-21,5.4364332316153203e-20,1.19697265477586e-20,5.4364332316153203e-20,2.1834208143793347e-17
1.2582911e-08,0.2274285441628121,89.099999999999994,0.0,0.0,0.0,0.99999999999988698,10.999999999999964,4.262729594265142e-14,9.8740387241138371e-15,4.237330836582903e-14,3.9915134063295467e-14,4.1227072676614242e-14,8.9462619765788806e-15,9.700541938090085e-15,1.0818541361278911e-15,8.9034668523182371e-16,4.4265484256742056e-16,3.2518178320975051e-15,3.7304718052892498e-15,2.7429845794552807e-15,1.3328057334118613e-15,4.3570708117490106e-15,3.0181856387369109e-15,2.9872192417648331e-15,1.2327400866613253e-15,2.4417439707960776e-15,4.2070430467690109e-16,2.8970787756107104e-15,6.9239702008808827e-16,5.7256364243318808e-18,3.4443529756975502e-17,8.3384131729496646e-18,4.6702880403680126e-18,2.2315110828729412e-18,3.2106889083684088e-18,1.2832481836594431e-18,1.7597455661741537e-18,1.3500292776922714e-17,2.9640116697973155e-19,2.2648647760257883e-17,2.5550534125221964e-21,1.1284963303747364e-19,2.9991545644114864e-20,1.1284963303747364e-19,3.312655643956643e-17
1.6777215e-08,0.22742854416281214,89.099999999999994,0.0,0.0,0.0,0.99999999999984934,10.999999999999943,5.5679536808735881e-14,1.3200024908502777e-14,5.5247920745824334e-14,5.155944906495472e-14,5.3771726915392218e-14,1.0645774731063987e-14,1.1790997319770716e-14,1.1568991967964592e-15,9.4416395674144952e-16,4.6825808619910702e-16,4.6206581021782824e-15,6.1475805176356011e-15,3.9003222845726755e-15,1.8795456057133984e-15,7.4827380333469279e-15,5.2239993159342707e-15,5.161458009051011e-15,1.6345739121692862e-15,4.3305789117841498e-15,7.2381716606568306e-16,5.0028928426322835e-15,1.1257768203651376e-15,1.0919565082764716e-17,5.8626788253370696e-17,2.0364374809189031e-17,9.2957680819845818e-18,4.2733340902813163e-18,7.852473398268387e-18,2.5702221034008072e-18,4.575086410210033e-18,2.0804100551374106e-17,3.6403638049431823e-19,4.6227815966917492e-17,6.3429873510910298e-21,2.8189659314164134e-19,9.5481097122250396e-20,2.8189659314164134e-19,5.6103427258627682e-17
2.0971519e-08,0.2274285441628122,89.099999999999994,0.0,0.0,0.0,0.99999999999981171,10.999999999999918,6.8180437910269195e-14,1.6542755011312689e-14,6.7530660192779327e-14,6.244345138968897e-14,6.5747104612964337e-14,1.1923989981225012e-14,1.3471588060538768e-14,1.2238304012795972e-15,9.9081605949615465e-16,4.8991765469718264e-16,5.9974314194454338e-15,8.9885972488458774e-15,5.0648528503395807e-15,2.42066312717236e-15,1.1374804051240032e-14,8.0011518036006751e-15,7.8920314174531708e-15,1.9867137757238793e-15,6.6174241647748561e-15,1.1026106820930034e-15,7.6452579760120173e-15,1.6258790186319185e-15,1.7918151088087199e-17,8.8618452456738233e-17,4.0417982276558167e-17,1.5670562411258939e-17,7.0343588460725422e-18,1.559624038130266e-17,4.2914819057625963e-18,9.3748221152109863e-18,2.8511096355641954e-17,4.2815932603573507e-19,7.883219706894683e-17,1.2716034028709471e-20,5.7119180621360437e-19,2.3210746818647546e-19,5.7119180621360437e-19,8.4666243144104204e-17
2.5165823e-08,0.22742854416281225,89.099999999999994,0.0,0.0,0.0,0.99999999999977407,10.99999999999989,8.0152778603633067e-14,1.9901721529896091e-14,7.9248164268207147e-14,7.2616761061958e-14,7.7177897035005594e-14,1.2883121236661541e-14,1.4824057968819258e-14,1.2927399051826694e-15,1.0390727062019184e-15,5.119873049890343e-16,7.372056965399737e-15,1.217089508116256e-14,6.2278073256574755e-15,2.9521595161273863e-15,1.5983543475361079e-14,1.1325857067618926e-14,1.1152770764742841e-14,2.296907722473051e-15,9.2088876400661626e-15,1.5530273599312486e-15,1.0797833100046451e-14,2.1765714992221803e-15,2.6751810157054248e-17,1.2410255038609966e-16,7.0498201618185398e-17,2.3774213485215532e-17,1.0528971837648208e-17,2.7210402987406447e-17,6.4031790671060524e-18,1.6592957575921427e-17,3.6464617633240252e-17,4.8894055978523331e-19,1.2027937061068478e-16,2.2328838930135684e-20,1.0162955850685491e-18,4.7922761626439779e-19,1.0162955850685491e-18,1.1861928880871455e-16
3.3554431e-08,0.22742854416281222,89.099999999999994,0.0,0.0,0.0,0.9999999999996988,10.999999999999829,1.0259332944603351e-13,2.6666615649031576e-14,1.0108205810558492e-13,9.1001116694563317e-14,9.8494408570205519e-14,1.4103580068128433e-14,1.6768073390248329e-14,1.4340254854951824e-15,1.1385074162045158e-15,5.5643429208972455e-16,1.0117329815596176e-14,1.9332870859459973e-14,8.5508804349257671e-15,3.9885027484557775e-15,2.7180990767331833e-14,1.9532854362890891e-14,1.9171932271952247e-14,2.8259954604356064e-15,1.505381744305541e-14,2.6551581333386691e-15,1.8540233806728275e-14,3.3887418110039888e-15,4.9997498538838261e-17,2.1055992970209908e-16,1.6752041444498158e-16,4.4886878469844193e-17,1.9753509092605638e-17,6.4633348127175115e-17,1.1643656282766631e-17,3.9411541569746373e-17,5.3046705204153587e-17,6.0112889695981288e-19,2.2847942949665455e-16,5.3475971625913766e-20,2.5085454248369084e-18,1.4940098617747152e-18,2.5085454248369084e-18,2.020479997961196e-16
4.1943039e-08,0.2274285441628123,89.099999999999994,0.0,0.0,0.0,0.99999999999962352,10.999999999999758,1.2317256737872775e-13,3.3491113467501855e-14,1.2094789805205971e-13,1.0706374168015807e-13,1.1790775747050261e-13,1.4787004269697854e-14,1.8046854092890045e-14,1.5820590627882792e-15,1.2438400951636552e-15,6.0235558632374636e-16,1.2855174620185112e-14,2.7203439624443243e-14,1.0868169985261163e-14,4.9905190177443468e-15,4.0723369125932848e-14,2.966621971295948e-14,2.9024395491683519e-14,3.28240395816589e-15,2.1402884476166067e-14,4.0023003662567441e-15,2.8034376720484972e-14,4.6864913601556729e-15,8.0808050926668083e-17,3.1600131594098752e-16,3.2549174947576172e-16,7.1985987361986117e-17,3.2017289871281666e-17,1.2545236679548577e-16,1.8007206041997695e-17,7.509543184648974e-17,7.0405269642605564e-17,7.0197742719301895e-19,3.6829014064685947e-16,1.0432890615922157e-19,5.0519455392192894e-18,3.5883990916147116e-18,5.0519455392192894e-18,3.050219047478897e-16
5.033164700000001e-08,0.22742854416281222,89.099999999999994,0.0,0.0,0.0,0.99999999999954825,10.999999999999677,1.4205759887594294e-13,4.0371933210000271e-14,1.3903755227947514e-13,1.211306802901767e-13,1.3560001872167914e-13,1.5225163449669098e-14,1.8949280669330578e-14,1.7301331182141672e-15,1.3493062213702134e-15,6.4700465016518818e-16,1.5592291365333051e-14,3.5487907945195643e-14,1.3185439910768779e-14,5.9635989619257865e-15,5.6284173917572859e-14,4.15516962828891e-14,4.0522018928688302e-14,3.7067629217599879e-15,2.7971151179490539e-14,5.5689195220663966e-15,3.9091072122937715e-14,6.02372008106339e-15,1.1930408913946242e-16,4.3870862696614621e-16,5.5751972614267625e-16,1.0427707440507663e-16,4.7373929994774272e-17,2.1456545844110809e-16,2.5301305320906652e-17,1.24865670713932e-16,8.8550507895932184e-17,7.9276839415983148e-19,5.3706305829223233e-16,1.7906397570814833e-19,8.9611996327561052e-18,7.3449246151521677e-18,8.9611996327561052e-18,4.2622577454597643e-16
5.872025500000001e-08,0.22742854416281222,89.099999999999994,0.0,0.0,0.0,0.99999999999947298,10.999999999999591,1.5939764098177781e-13,4.7306423047840056e-14,1.5552055022416278e-13,1.3347353434317524e-13,1.5173351777867906e-13,1.5524576680670465e-14,1.9615565645763057e-14,1.8768288345773244e-15,1.4535932353645721e-15,6.8985016192930876e-16,1.8330097781707941e-14,4.4041215765638124e-14,1.5504002283732939e-14,6.9106542945934538e-15,7.3591216414140629e-14,5.5033737083245439e-14,5.3498689136596581e-14,4.1132575240729257e-15,3.4655330365201132e-14,7.3338137791901302e-15,5.1543492523155415e-14,7.3835938363391449e-15,1.6556550670951329e-16,5.7736443191870947e-16,8.7454418318412034e-16,1.4101022469548602e-16,6.5855450758001029e-17,3.3596596181909575e-16,3.3449557824958893e-17,1.8909023644112302e-16,1.0745774843489714e-16,8.7464348809954146e-19,7.3245408222997523e-16,2.8108715179575526e-19,1.4554293399682049e-17,1.3469867441190497e-17,1.4554293399682049e-17,5.6448772765658252e-16
6.710886300000001e-08,0.2274285441628122,89.099999999999994,0.0,0.0,0.0,0.9999999999993977,10.999999999999497,1.7532252632621634e-13,5.4292540061393288e-14,1.7054276847480665e-13,1.4431176205694479e-13,1.6644865002250575e-13,1.5708339538800085e-14,2.0102973619544296e-14,2.0229643941179754e-15,1.5574168316561038e-15,7.3133747393424066e-16,2.1067777022676745e-14,5.2802175938618303e-14,1.7823141250369071e-14,7.8333412288712341e-15,9.2424219610481636e-14,6.9977057806663756e-14,6.7811578852679371e-14,4.5044108329122623e-15,4.1433686434255823e-14,9.2794647702132238e-15,6.5248518524138927e-14,8.762457428223608e-15,2.1963325462512367e-16,7.30955765004201e-16,1.285366037599231e-15,1.816017332821361e-16,8.7473786046664868e-17,4.9277105105281251e-16,4.2433577354368126e-17,2.6775175901814865e-16,1.2705488151807554e-16,9.4849253093669457e-19,9.5244695329247101e-16,4.1305825068579145e-19,2.2144566605145948e-17,2.2759884324146863e-17,2.2144566605145948e-17,7.1879356384459728e-16
7.549747100000002e-08,0.22742854416281214,89.099999999999994,0.0,0.0,0.0,0.99999999999932243,10.999999999999394,1.8994630498685928e-13,6.1328710299338175e-14,1.8423108649763439e-13,1.5382621092815534e-13,1.7986757335466981e-13,1.5802189730901278e-14,2.0451762059993527e-14,2.1691733254092854e-15,1.6613382352015376e-15,7.7182433542845017e-16,2.380469662241016e-14,6.1727293629139778e-14,2.0142295436604743e-14,8.733166981067416e-15,1.1260133138870974e-13,8.6262867996864137e-14,8.3336548636998407e-14,4.8831817301236937e-15,4.8281829448332096e-14,1.1390755470947497e-14,8.0082141967808357e-14,1.0156238401245998e-14,2.8151885160028451e-16,8.9864104021278059e-16,1.7971095428334067e-15,2.2561141300930844e-16,1.1222562170313152e-16,6.8741807582156618e-16,5.2233303869970709e-17,3.6084967649824708e-16,1.4728345963489411e-16,1.0151507625419383e-18,1.1952467411827798e-15,5.7705811346930183e-19,3.2039955529869502e-17,3.6074979207641874e-17,3.2039955529869502e-17,8.8825926925275476e-16
8.388607900000002e-08,0.22742854416281205,89.099999999999994,0.0,0.0,0.0,0.99999999999924716,10.999999999999291,2.0337637508610261e-13,6.8413558957348252e-14,1.9670443422846405e-13,1.621827874092309e-13,1.9210464634943458e-13,1.585183148874863e-14,2.0711950879224427e-14,2.3155059306619919e-15,1.7654044025407729e-15,8.114108802308236e-16,2.6540806642398891e-14,7.0763576916403854e-14,2.2461417687124206e-14,9.6117974234214138e-15,1.33955596648126e-13,1.0377932815134092e-13,9.9957280018872476e-14,5.2553608817744946e-15,5.5155807804772507e-14,1.3653417000206674e-14,9.5928404971360327e-14,1.1557710106888034e-14,3.5122033583244962e-16,1.079629148015698e-15,2.4161748601691944e-15,2.7263530233772869e-16,1.4010069733865829e-16,9.2205078530765035e-16,6.2815421600399345e-17,4.6847747315057264e-16,1.6809407399378784e-16,1.0753141956393223e-18,1.4591470347190393e-15,7.7491756789906073e-19,4.4547725224304821e-17,5.4308777108712529e-17,4.4547725224304821e-17,1.0720561245534442e-15
9.227468700000003e-08,0.227428544162812,89.099999999999994,0.0,0.0,0.0,0.99999999999917188,10.999999999999181,2.1571722998753385e-13,7.5545811707629443e-14,2.0807823105758286e-13,1.6954094712112914e-13,2.0327090389357468e-13,1.5898394814216573e-14,2.0933357320430838e-14,2.4618010866136944e-15,1.869472372683648e-15,8.5010247667115952e-16,2.9276268333064407e-14,7.9858351347293805e-14,2.4780650735642824e-14,1.0470950666269684e-14,1.5632653490521128e-13,1.224176346530044e-13,1.1756091880076652e-13,5.6262612432239197e-15,6.2015981628285007e-14,1.6053648518691347e-14,1.1267494164823191e-13,1.2960368038158179e-14,4.2872724508974089e-16,1.2731621280145146e-15,3.1485862755828684e-15,3.2225678616569904e-16,1.7108441685002198e-16,1.198657509160675e-15,7.4148761539466243e-17,5.9070736814897e-16,1.8944243955504195e-16,1.1297643314694298e-18,1.7424782824444853e-15,1.0083351526171123e-18,5.9977747104387909e-17,7.8383858315602365e-17,5.9977747104387909e-17,1.2693794269656541e-15
9.999999999999998e-08,0.2274285441628118,89.099999999999994,0.0,0.0,0.0,0.99999999999910261,10.99999999999908,2.2619976969954367e-13,8.215521547773199e-14,2.1766859992560758e-13,1.7554948760989517e-13,2.1269247627777916e-13,1.5946405342460506e-14,2.1119928586042185e-14,2.5964662599575203e-15,1.9652877396091005e-15,8.8498971771234889e-16,3.1794890497626869e-14,8.8266684977137911e-14,2.6916623143734353e-14,1.1246244774719058e-14,1.7771159698161628e-13,1.4049026335229614e-13,1.3455558323704624e-13,5.967721507774597e-15,6.831402226377976e-14,1.8375475403228533e-14,1.2880783962518353e-13,1.4251918600709764e-14,5.0698178365468981e-16,1.4619580122573286e-15,3.9275243987280402e-15,3.6995171802942488e-16,2.0234574630802609e-16,1.4918240962489269e-15,8.5240541773040585e-17,7.161248333987941e-16,2.0954225729871803e-16,1.175354672808658e-18,2.0192876955033297e-15,1.2558635903616702e-18,7.703714657226818e-17,1.0655844978245384e-16,7.703714657226818e-17,1.4624454739434705e-15
1.0905190300000003e-07,0.2274285441628118,89.099999999999994,0.0,0.0,0.0,0.99999999999902134,10.999999999998954,2.3749554461020311e-13,8.9949045878710975e-14,2.2792419062650093e-13,1.8176949002021248e-13,2.2277454812558873e-13,1.5983515147842287e-14,2.1305526189097387e-14,2.7542836817629246e-15,2.077620377018103e-15,9.2507106619477408e-16,3.4745243480703419e-14,9.8168557085296691e-14,2.941944171691454e-14,1.2136650988369221e-14,2.0360654040763661e-13,1.6268070648702804e-13,1.5532918147874999e-13,6.3644091119697389e-15,7.5694234414285197e-14,2.1221011267315645e-14,1.4848444058153117e-13,1.5769016227066666e-14,6.0700372585765098e-16,1.6955552900704182e-15,4.9715869679462004e-15,4.2797098319480009e-16,2.4226274937511105e-16,1.8833310069570965e-15,9.9044825426745409e-17,8.7851818782935994e-16,2.3358697727704722e-16,1.2236208341004311e-18,2.361538415703036e-15,1.5865820710401293e-18,1.0083094801075246e-16,1.4799628312071576e-16,1.0083094801075246e-16,1.7018241855011128e-15
1.2415139740000003e-07,0.22742854416281164,89.099999999999994,0.0,0.0,0.0,0.99999999999888589,10.999999999998733,2.542320229372267e-13,1.0306681017358823e-13,2.4295882150398964e-13,1.9052192391325444e-13,2.3756807356594303e-13,1.6060347119332684e-14,2.160869017047218e-14,3.0172921195560971e-15,2.264873254028023e-15,9.9007544302403551e-16,3.9665204948269886e-14,1.1472605993908743e-13,3.3594816868222309e-14,1.3583070830977618e-14,2.4846306451922041e-13,2.0185819976995481e-13,1.9177073056868579e-13,7.0258511320172926e-15,8.794828725036921e-14,2.6234830431807632e-14,1.828904426087756e-13,1.8299077698317644e-14,7.9365954534595283e-16,2.1133196823498567e-15,7.0398075054456519e-15,5.2896000750198824e-16,3.1661526603432308e-16,2.654730844872137e-15,1.2395474542607532e-16,1.186386379191914e-15,2.7476712738246732e-16,1.2938713761773337e-18,2.9711235893418464e-15,2.2385809888832691e-18,1.5065042823114159e-16,2.4070982541682577e-16,1.5065042823114159e-16,2.130732165576624e-15
1.3925089180000002e-07,0.22742854416281144,89.099999999999994,0.0,0.0,0.0,0.99999999999875044,10.999999999998508,2.6867123228336286e-13,1.1632963541639718e-13,2.5575730049162192e-13,1.9762720487215145e-13,2.5017495713938533e-13,1.6129241596280708e-14,2.1888030895884531e-14,3.2802066065696592e-15,2.4521570986779994e-15,1.0531092482727394e-15,4.4583043742545107e-14,1.3134266738216901e-13,3.7770522574256389e-14,1.4986353850106518e-14,2.9500847465232701e-13,2.433891505546765e-13,2.3010313124765633e-13,7.6834988994668607e-15,1.0015759903488734e-13,3.1543012493139801e-14,2.189377884199648e-13,2.0832537184985764e-14,1.0046625990195671e-15,2.5644914393696525e-15,9.5264067014443096e-15,6.342448173959202e-16,4.0042188381405483e-16,3.5759478336213319e-15,1.5120676671408365e-16,1.539806442925549e-15,3.1712648831936426e-16,1.3531588341561488e-18,3.6234499002035988e-15,3.0176402753179912e-18,2.1461833347383425e-16,3.6827981015861722e-16,2.1461833347383425e-16,2.5941324222353109e-15
1.5435038620000002e-07,0.22742854416281125,89.099999999999994,0.0,0.0,0.0,0.999999999998615,10.999999999998273,2.8115044967418523e-13,1.2973744230670657e-13,2.6667216915466868e-13,2.0344048013916269e-13,2.6093702090631076e-13,1.6191862608479432e-14,2.2145878417898212e-14,3.5430785871707683e-15,2.6395192338627987e-15,1.1144550083945973e-15,4.9498710435107922e-14,1.4800961609782078e-13,4.1946510296507562e-14,1.635213415261551e-14,3.4288132835007033e-13,2.8692311985644559e-13,2.6998370766383013e-13,8.3375774954694012e-15,1.1232129360283043e-13,3.7106338481792881e-14,2.5629389935848119e-13,2.3369086913380232e-14,1.2394475976703751e-15,3.0474349793351415e-15,1.2438029046067464e-14,7.4292167197556403e-16,4.9334928821074164e-16,4.6472670813134077e-15,1.8076703097798019e-16,1.9381419329545626e-15,3.6050424908134501e-16,1.403271955236255e-18,4.3127956847370847e-15,3.9240324034668141e-18,2.9439614312752905e-16,5.3693051336855719e-16,2.9439614312752905e-16,3.0895122993465806e-15
1.694498806e-07,0.22742854416281105,89.099999999999994,0.0,0.0,0.0,0.99999999999847955,10.999999999998034,2.9195697755831633e-13,1.4329118014528695e-13,2.7599960224150164e-13,2.082385625613826e-13,2.7014176467558382e-13,1.6253538867718108e-14,2.238891995637836e-14,3.8058232601306379e-15,2.8268835685487587e-15,1.1743002221676079e-15,5.4412291704353697e-14,1.6471518847632018e-13,4.6122854894861143e-14,1.7685346744501471e-14,3.9179900983211588e-13,3.3216174767725061e-13,3.1112518201618003e-13,8.9888425213624463e-15,1.2443488347753132e-13,4.2892143600165137e-14,2.9468271906978863e-13,2.5907840808115937e-14,1.4973802874125885e-15,3.5608644834337064e-15,1.5776736468829844e-14,8.5426391340987945e-16,5.9503418047808034e-16,5.8672593046999417e-15,2.1259953073127096e-16,2.3807826823146354e-15,4.0476403008281714e-16,1.4458577229194283e-18,5.0342042656348875e-15,4.9565690380474925e-18,3.9158145226106363e-16,7.528566221577516e-16,3.9158145226106363e-16,3.6147440610403625e-15
1.84549375e-07,0.22742854416281078,89.099999999999994,0.0,0.0,0.0,0.9999999999983441,10.999999999997785,3.0133750887432387e-13,1.5699252717263127e-13,2.8399076370049779e-13,2.1224177296977912e-13,2.7803330193949177e-13,1.6317060839802677e-14,2.2624719713437897e-14,4.0684270593161746e-15,3.0142368462041426e-15,1.2328344976629739e-15,5.9323803073449851e-14,1.8144780489454306e-13,5.0299568405488522e-14,1.8990267477478522e-14,4.4153592398472569e-13,3.7884896197593181e-13,3.5328448627055566e-13,9.6376905260445312e-15,1.3649635717810411e-13,4.8872938710756139e-14,3.3387319418146677e-13,2.8448314382937117e-14,1.7777791438345846e-15,4.1037513557049658e-15,1.9541100875828553e-14,9.6768776254371232e-16,7.0509472780840569e-16,7.233233735794399e-15,2.4667037017043207e-16,2.8671150907908887e-15,4.4978624137838735e-16,1.4822660652819279e-18,5.7833555793245412e-15,6.1129866421189861e-18,5.0770561004993078e-16,1.0221585732953888e-15,5.0770561004993078e-16,4.16800742323508e-15
2.147483638e-07,0.22742854416281033,89.099999999999994,0.0,0.0,0.0,0.9999999999980731,10.999999999997277,3.1664416213631567e-13,1.8484717504661615e-13,2.9679124494194485e-13,2.1853906954004961e-13,2.906817396566947e-13,1.64471644827009e-14,2.308486231899565e-14,4.5933201142446778e-15,3.3890074495152882e-15,1.3466831317981473e-15,6.9140516028623829e-14,2.1497154715148416e-13,5.8654000110289199e-14,2.1529686861284818e-14,5.4277331538273636e-13,4.7571467495228179e-13,4.3985866950890958e-13,1.0927911942032266e-14,1.6046809862922749e-13,6.1329733259398803e-14,4.1391165882375914e-13,3.3534640096537466e-14,2.4031106596088832e-15,5.2747254790321722e-15,2.8328367627196274e-14,1.1990214191113082e-15,9.4877352246945234e-16,1.0388011890469977e-14,3.214024854970687e-16,3.9683797595866464e-15,5.41707108415189e-16,1.5404981455495115e-18,7.3502189661296937e-15,8.7846974203959779e-18,8.0254647806117301e-16,1.7445115946705067e-15,8.0254647806117301e-16,5.3525636659826877e-15
2.449473526e-07,0.22742854416280978,89.099999999999994,0.0,0.0,0.0,0.99999999999780209,10.999999999996755,3.2841189446104342e-13,2.1332389352993365e-13,3.0639607477598389e-13,2.2330647883429334e-13,3.0017208766114231e-13,1.6576195684817672e-14,2.3539653553347519e-14,5.1177944295323679e-15,3.7638632682855992e-15,1.4571248508672538e-15,7.8948828417826505e-14,2.4854958064299917e-13,6.7009763528077975e-14,2.3994524877348569e-14,6.4558693504802071e-13,5.7612933898646791e-13,5.2843561720077494e-13,1.2207746341814299e-14,1.8424761096159141e-13,7.4334574199518934e-14,4.9524365246643681e-13,3.8628670612383395e-14,3.1094817085409535e-15,6.5557204255269487e-15,3.8739837402628679e-14,1.4343636927687872e-15,1.2211860074655833e-15,1.4073587008948145e-14,4.0471864881694332e-16,5.2370662398139831e-15,6.3558623195885634e-16,1.5844856894324243e-18,8.9889570078914077e-15,1.190699439784649e-17,1.1897709201179852e-15,2.7495541200707379e-15,1.1897709201179852e-15,6.6333205766245196e-15
2.7514634139999997e-07,0.22742854416280925,89.099999999999994,0.0,0.0,0.0,0.99999999999753109,10.999999999996222,3.3760616655858017e-13,2.4244874566436521e-13,3.1372959443161938e-13,2.2711896093366182e-13,3.074087485196947e-13,1.6701722388183858e-14,2.3987439701149999e-14,5.6418143193716171e-15,4.1387715915705776e-15,1.5649702734607206e-15,8.8748791633219567e-14,2.8217287349152416e-13,7.5366881753440948e-14,2.6402810021991431e-14,7.493764412331751e-13,6.7909288612745406e-13,6.1813469771273716e-13,1.3477176448333509e-14,2.0784238309842102e-13,8.778935026230669e-14,5.7709587864614204e-13,4.3730462121082234e-14,3.8908197122917321e-15,7.943908615547387e-15,5.0691375989930148e-14,1.672194255130609e-15,1.5191648512912128e-15,1.824471578789385e-14,4.9637868700937036e-16,6.668455497903918e-15,7.3091701618938501e-16,1.6185736276195268e-18,1.0681347601571725e-14,1.5441533842502226e-17,1.6790933698694895e-15,4.0794544724889678e-15,1.6790933698694895e-15,8.0031506031789104e-15
3.0534533019999996e-07,0.22742854416280867,89.099999999999994,0.0,0.0,0.0,0.99999999999726008,10.99999999999568,3.449275126425944e-13,2.7224848463930209e-13,3.1944502499202018e-13,2.3032883905258224e-13,3.1303294446377368e-13,1.6826201848050466e-14,2.4428327702340794e-14,6.1653800151477821e-15,4.513731135856717e-15,1.6708393837406712e-15,9.8540421175197445e-14,3.158347011971156e-13,8.3725346500944212e-14,2.8768062519913757e-14,8.5377015580940899e-13,7.8388026433832817e-13,7.0834024362726933e-13,1.4736780075833847e-14,2.3125506097789391e-13,1.0162517125518604e-13,6.5895848735151683e-13,4.8839308129733214e-14,4.74116838006402e-15,9.4374757021933919e-15,6.4086647370580927e-14,1.911566954764836e-15,1.8396854986255212e-15,2.2853647373494284e-14,5.9614625617478233e-16,8.2579816348402263e-15,8.2731895217094018e-16,1.6457353428657586e-18,1.2413714758520021e-14,1.9347819079381033e-17,2.2791142970457416e-15,5.7724930215379422e-15,2.2791142970457416e-15,9.4567946338425442e-15
