Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297)
5.24287e-10,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,1.0,11.0,5.1238339595061281e-18,7.4567329948142324e-18,5.1236407368687207e-18,4.9931849550139529e-18,5.0022826034049552e-18,1.2611789962895869e-18,1.2559368927147896e-18,2.8329040419362981e-18,2.4013507963905016e-18,1.2006093185431048e-18,3.9207252568228978e-19,1.9613407023763924e-20,3.3237892541877419e-19,1.66102418540611e-19,2.6992484941209938e-20,1.8405286053774387e-20,1.830430390691941e-20,8.7485336820474452e-21,1.0269456223288358e-21,3.887230566812097e-22,1.7869700219354806e-20,4.5106946637178922e-21,1.3048846159555499e-24,1.2416680866056367e-22,1.4232674974924995e-25,5.8161013837341388e-25,5.4919566008051999e-25,5.9884162853299941e-26,9.2295082235669948e-27,9.7401893319956469e-28,7.14465067000773e-23,8.0339427869177549e-23,7.8216182475225969e-24,9.3327025246687289e-30,2.6856624817824657e-27,3.2157366703028026e-30,7.3294741061892945e-28,1.3093032095513806e-22,4.3512793157703838e-25,1.3642415348034796e-25,1.3052521591244204e-19,5.9403504491792479e-30,5.7056747287677424e-33,1.6712350062847849e-27,4.6621798372179163e-22,2.9716969253619829e-25,2.8742041532793052e-28
9.999999999999999e-10,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,1.0,11.0,9.7399451564163445e-18,1.4223009138159083e-17,9.7392530458891637e-18,9.4752257481659643e-18,9.5088123796697728e-18,2.3800444014145099e-18,2.3609491397468236e-18,4.829231677637602e-18,4.0936426987762784e-18,2.0466214023031571e-18,1.3216178206749617e-18,7.2075081054062697e-20,1.1205429251339126e-18,5.5970230866058771e-19,1.0001298838670542e-19,6.8300584341059867e-20,6.7922766347284913e-20,2.9220499448936519e-20,6.8110872105629761e-21,1.4416368964539513e-21,6.630807892764273e-20,1.6632734602591781e-20,8.6687520389405069e-24,4.3981692459286337e-22,1.882857953777699e-24,4.1633299405322911e-24,3.6568189708381781e-24,7.9382400348225721e-25,1.1130343229502983e-25,2.3464813116191134e-26,4.2868607311150974e-22,1.0288630936405366e-22,9.3724877497437194e-23,1.9192037054358719e-28,5.3327049938084264e-26,1.3235401305144787e-28,9.7241143080173204e-27,4.629997571136032e-22,3.1851484304042357e-24,9.9207917578132672e-25,2.4834141520766654e-19,2.3526701208376597e-28,6.837006453991903e-32,4.0033433298062567e-26,1.7316013504349415e-21,2.1784558334428737e-24,3.8047693440881371e-27
1.0485750000000002e-09,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,1.0,11.0,1.0211295742567902e-17,1.4913912820974095e-17,1.0210552690655377e-17,9.9328864207298006e-18,9.9689736194972844e-18,2.4942916199137807e-18,2.4737818138582763e-18,5.0330764641037941e-18,4.2664424313006991e-18,2.1330075993771172e-18,1.4165335843902047e-18,7.743193658675107e-20,1.2010222609648928e-18,5.9989274840593422e-19,1.0746910363868501e-19,7.3395387540268021e-20,7.2989301869838998e-20,3.1310889531037794e-20,7.4017052463292379e-21,1.5491498081611388e-21,7.1254116235336877e-20,1.7870514713773949e-20,9.420675698944536e-24,4.7204792181474206e-22,2.0605833958734218e-24,4.5290589397184996e-24,3.97413803153245e-24,8.6876651663315254e-25,1.2172618900290064e-25,2.576134553687088e-26,4.6516376436324235e-22,1.0518856885373256e-22,1.024964494705904e-22,2.1056437643373318e-28,5.8498036216974854e-26,1.4554030767701868e-28,1.06422013311618e-26,4.9690732924511432e-22,3.4659527088883893e-24,1.0794500122063779e-24,2.603716138374403e-19,2.586835312642385e-28,7.4768718213618705e-32,4.3950592976320506e-26,1.8608095012277341e-21,2.3705537460383724e-24,4.1639254407567758e-27
2.0971510000000003e-09,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,1.0,11.0,2.0278303386333459e-17,2.9829433975240902e-17,2.0275519781535023e-17,1.9654755376302466e-17,1.979676013907265e-17,4.8795362658443519e-18,4.8010230070749511e-18,8.1645010927078159e-18,6.9203343853567322e-18,3.4595817730646652e-18,4.7341713017591034e-18,3.0184579432270493e-19,4.0146112269620442e-18,2.0032765633927798e-18,4.2592154244983924e-19,2.9178918146312761e-19,2.901491830883852e-19,1.026934442167573e-19,4.9154401828264571e-20,6.1511709912188753e-21,2.8323330905680562e-19,7.0140792959670208e-20,6.2907471225297011e-23,1.735057126188844e-21,2.7644514026564226e-23,3.4378622599410497e-23,2.6633387128154426e-23,1.169145507242743e-23,1.3813145105022428e-24,5.8758415532910136e-25,2.5916332579552859e-21,1.2212441998927153e-22,1.1555075499708861e-21,3.9188407995058776e-27,1.186122235807125e-24,5.4431822457834712e-27,1.4345942797149187e-25,1.8216048073636551e-21,2.7489495829529914e-23,8.4492810616224133e-24,5.173094945501064e-19,1.0508063719051536e-26,8.4291592883241683e-31,9.9723547321008822e-25,7.4023019716919607e-21,1.8856359083426009e-23,5.5935398344596545e-26
4.194303e-09,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999989,11.0,3.9989369471019404e-17,5.9664912105331319e-17,3.9979266172179378e-17,3.8488217180332408e-17,3.9038491285876601e-17,9.3469165906350978e-18,9.0588118194944579e-18,1.1641011088336495e-17,9.8624071513641734e-18,4.9299326324678202e-18,1.4157945227382406e-17,1.1486384837521981e-18,1.2007588262807513e-17,5.9804429388950184e-18,1.6728589846680389e-18,1.1530468643498424e-18,1.1463780102212747e-18,2.9587426076945662e-19,2.8899675973813197e-19,2.4249665227400063e-20,1.1189029114303458e-18,2.7038513936241881e-19,3.7580773615130576e-22,6.131739252408476e-21,3.3248233585758995e-22,2.4889939890585835e-22,1.5986164024423832e-22,1.411549036680926e-22,1.2569961227500169e-23,1.078562952345211e-23,1.1582072361890879e-20,1.3436003319707297e-22,1.0531743130905083e-20,5.8439621937982116e-26,2.0423365667267475e-23,1.6344510570476968e-25,1.7378777121535246e-24,6.4189820120904068e-21,2.1620050303398636e-22,6.4758437080221713e-23,1.0178192295924133e-18,3.6346804224198256e-25,7.682665251955813e-30,1.8374457504668198e-23,2.9207634791232028e-20,1.4914841484059755e-22,6.7449849268773044e-25
8.388607e-09,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999978,11.0,7.7788417643376324e-17,1.1935276903373276e-16,7.7752850052945039e-17,7.3863161384248427e-17,7.5933844757982004e-17,1.7214730563514729e-17,1.6237626683618353e-17,1.4377311430640799e-17,1.2161725110993117e-17,6.0786507177128026e-18,3.7239191428629361e-17,4.1837627714968873e-18,3.157905059866066e-17,1.5670309554086932e-17,6.4570478762527634e-18,4.502953160380577e-18,4.4755472692447335e-18,7.2368962186751511e-19,1.4546799220005885e-18,9.4289129306936745e-20,4.367053006966719e-18,1.0079375510783812e-18,1.9679085560784366e-21,2.1005477630085851e-20,3.5073486584074077e-21,1.6599057373280717e-21,8.4134855261859096e-22,1.4941928647881183e-21,8.7053382948120853e-23,1.5127495645541217e-22,4.0131372782059205e-20,1.504008350678163e-22,7.4997069549361101e-20,7.0004440918616097e-25,2.814445718493349e-22,3.9488345209718262e-24,1.8520659542937586e-23,2.1987984755185185e-20,1.6730095105320469e-21,4.7688669389844559e-22,1.9608460337552132e-18,1.00914111887085e-23,5.4708654623301316e-29,2.6586264220448808e-22,1.1321876720478392e-19,1.1667983341387045e-21,7.1526812906177503e-24
9.999999999999999e-09,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999967,11.0,9.1161664200658653e-17,1.4229593194265987e-16,9.1109662040192049e-17,8.5895364464470431e-17,8.8984679332416119e-17,1.95927722654038e-17,1.824805482125295e-17,1.4672453046328864e-17,1.2401508129553083e-17,6.1981855187757462e-18,4.6877724120062897e-17,6.1006364173526665e-18,3.9742684566126542e-17,1.9670002296734759e-17,9.8513944421877556e-18,6.9406151971599216e-18,6.8965117220839939e-18,8.696364099942154e-19,2.3602512178280683e-18,1.4482233419905294e-19,6.7274674069857669e-18,1.4949980346417743e-18,3.3310679516409116e-21,3.0560791842382295e-20,9.0629104070353331e-21,3.2103347931275419e-21,1.4274857277996498e-21,3.8649627181545672e-21,1.5776055237386932e-22,4.3035086511729974e-22,5.36980484306866e-20,1.5574455908559568e-22,1.4223748187090134e-19,1.8969922892367411e-24,8.2059609832140693e-22,1.8347775122152537e-23,4.8352286792528577e-23,3.2120813222539418e-20,3.7643331011993809e-21,1.0127056189764426e-21,2.2812659664327551e-18,5.1099573941205396e-23,1.0375901030637394e-28,8.0472707391258634e-22,1.729429815768041e-19,2.6595695148306809e-21,1.8616311557497695e-23
1.6777215e-08,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999944,11.0,1.4740701661730205e-16,2.3879054735542663e-16,1.4728589375532937e-16,1.3650054097841008e-16,1.4387402776596004e-16,2.9594367092158148e-17,2.6703536339913675e-17,1.5913763009177996e-17,1.3409990275205874e-17,6.700926344127351e-18,8.7415574498197708e-17,1.4162645390829965e-17,7.4077389122258644e-17,3.649195550794026e-17,2.4127375820940888e-17,1.7192961906244271e-17,1.7078631542791332e-17,1.4834610708274796e-18,6.1689132696375548e-18,3.5735546186742669e-19,1.6654925127123016e-17,3.5434825540067516e-18,9.0642592358260548e-21,7.0748640994816698e-20,3.2428555172916442e-20,9.7311469434844188e-21,3.8926681232144904e-21,1.3835973521715787e-20,4.5514156944402212e-22,1.6040914946980274e-21,1.1075692711888523e-19,1.7821925431460232e-22,4.2503797249716576e-19,6.9311292917538179e-24,3.0881657181965282e-21,7.8907003210167716e-23,1.7381848384708763e-22,7.473757839489662e-20,1.2560045635959394e-20,3.2662589460186238e-21,3.6288917622759967e-18,2.2357217108458604e-22,3.1005555391222014e-28,3.0710892273652853e-21,4.2413176141218352e-19,8.9378835185240026e-21,6.6830178068741636e-23
3.3554431e-08,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999889,11.0,2.6623919192194902e-16,4.7787830834135516e-16,2.6585098385444986e-16,2.360238954144033e-16,2.597921670054335e-16,4.565200465271348e-17,3.8727156781724504e-17,1.6902837119872278e-17,1.4135611988323488e-17,7.0560197328511184e-18,1.9013348487633973e-16,4.3082358083960556e-17,1.6088020766524696e-16,7.8113636026784448e-17,8.5158240295303987e-17,6.2989117433604733e-17,6.2504466302671579e-17,2.5580311011540451e-18,2.1966796217803027e-17,1.2950509211876031e-18,6.0880976113121058e-17,1.1363803627001261e-17,3.7365289262658456e-20,2.3345901638984504e-19,2.6558717971349153e-19,4.781907260153674e-20,1.6106961431098564e-20,1.1309298102099031e-19,1.851997888750876e-21,1.3162494125601983e-20,2.6220338790551662e-19,2.2436175614402795e-22,2.0281312434754976e-18,5.8645422916469901e-23,2.779376468435377e-20,1.3473737475982688e-21,1.4589915256911369e-21,2.5302827296285281e-19,8.9412421135329461e-20,1.9808556382580502e-20,6.2682218367109074e-18,4.0662636239566164e-21,1.4794757799614337e-27,2.9842193551620041e-20,1.4979195104465052e-18,6.5879066762471944e-20,5.5884323099920582e-22
6.7108863e-08,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999767,10.999999999999998,4.4319830969232299e-16,9.5670448774617364e-16,4.4209617602464209e-16,3.6730527193775937e-16,4.3226840655463867e-16,6.1074205587144753e-17,4.8481061236294874e-17,1.8279934590996804e-17,1.5092084267175305e-17,7.5002606975707962e-18,3.9706732977648006e-16,1.1535691954202587e-16,3.3520542933729857e-16,1.5820438070287717e-16,2.746523059113052e-16,2.1515568422778408e-16,2.1309549417056943e-16,3.7714703992495279e-18,6.5833026814470665e-17,4.3689100599256142e-18,2.0704907360537372e-16,3.227488428882621e-17,1.3947502177898886e-19,7.3422738533038068e-19,1.9309640328857024e-18,1.9084082613108731e-19,6.0329942064273943e-20,8.161823387867737e-19,6.145371723584573e-21,8.6455309795294752e-20,5.7347449709915806e-19,2.9025842448647598e-22,8.5984192784433189e-18,4.306731195367901e-22,2.1001769502949324e-19,1.9977797152077771e-20,1.1086433112198992e-20,8.32295585537078e-19,5.8514189941099857e-19,1.0019664122597731e-19,9.7585466519001937e-18,6.2139231486136272e-20,6.2723521450711493e-27,2.5683853361815357e-19,4.8393695089021529e-18,4.5487385626392587e-19,4.2319597852769333e-21
9.999999999999998e-08,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999645,10.999999999999996,5.7240271261314346e-16,1.4265712086703199e-15,5.7054624293332273e-16,4.5228416768590056e-16,5.5808619745142397e-16,6.8343701813786246e-17,5.2414677264038329e-17,1.9582342906870936e-17,1.6000706728352613e-17,7.9038558332137549e-18,6.006969620032417e-16,1.9192204014968591e-16,5.0639160513077168e-16,2.335969058465228e-16,5.0372085539149784e-16,4.083158411481097e-16,4.0388518204257774e-16,4.5151904440190156e-18,1.1457680592123932e-16,8.2465555269333197e-18,3.9170309017893325e-16,5.5246689109098281e-17,2.7606041533540156e-19,1.3479836739180035e-18,5.0925141223478958e-18,3.7637950279740917e-19,1.1959574577777341e-19,2.1420480523826224e-18,1.1258347109952892e-20,2.1477847999816123e-19,8.8356489691901107e-19,3.3655966673585734e-22,1.8078496421903036e-17,1.1355348330877471e-21,5.5623255132839392e-19,6.873144571407616e-20,2.9981188593982968e-20,1.5693938496944617e-18,1.484526430023154e-18,2.2045220802451355e-19,1.2073127997787964e-17,2.1479770573806022e-19,1.3187853821521836e-26,7.2961958398659191e-19,8.9050314225728238e-18,1.1854066609077265e-18,1.1429484485879213e-20
1.00663295e-07,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999645,10.999999999999996,5.7500829704263182e-16,1.4360467171228065e-15,5.731366151399812e-16,4.5399788395710347e-16,5.6062348619315665e-16,6.8490301200108775e-17,5.2494004039610792e-17,1.9608607761256413e-17,1.6019030349557519e-17,7.9119948840314967e-18,6.0480343350977111e-16,1.9346608107698676e-16,5.0984380973144988e-16,2.351172997740771e-16,5.0834033764069673e-16,4.1221118129048516e-16,4.0773271841740931e-16,4.530188581270865e-18,1.1555979124529867e-16,8.3247535791939937e-18,3.9542689230602794e-16,5.5709947137492462e-17,2.7881484758926386e-19,1.3603609133378126e-18,5.156271126752757e-18,3.8012114531160353e-19,1.2079092219487772e-19,2.1687859574449981e-18,1.1361457288506503e-20,2.1736629315827525e-19,8.8981829617816463e-19,3.3749339494591601e-22,1.8269675211765829e-17,1.1497493386638176e-21,5.6321444992036987e-19,6.9714630069269831e-20,3.0362227316885439e-20,1.5842584496359075e-18,1.5026637556568773e-18,2.228773268697404e-19,1.2119804712971775e-17,2.1787627376320733e-19,1.3327314421028673e-26,7.3915386389926698e-19,8.9870210849863879e-18,1.2001388593311566e-18,1.1574632467424702e-20
1.6777215900000002e-07,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.999999999999994,10.999999999999993,7.3170886252197512e-16,2.3962738755180263e-15,7.2846046978991236e-16,5.3989637535197181e-16,7.1297187615984541e-16,7.322033599600747e-17,5.4726274817905249e-17,2.2257909626537277e-17,1.7884929125478464e-17,8.6780524981229465e-18,1.0228628385103035e-15,3.5566358033536187e-16,8.6050037129643375e-16,3.7757180444861543e-16,1.0613202486747541e-15,9.1159352173059442e-16,8.9909323357937963e-16,5.4717797565719562e-18,2.2225090608180174e-16,1.8347899205266251e-17,8.6781788493421428e-16,1.057450390700635e-16,6.6665386600350626e-19,2.9194466285918376e-18,1.944050619161563e-17,8.5065715736441336e-19,2.8926036352805092e-19,8.0568260167802437e-18,2.4011494488985746e-20,7.2785169293889279e-19,1.5372677361635625e-18,3.9077008717648081e-22,4.8160764295881671e-17,4.2930398358315015e-21,2.0820692536300916e-18,4.4113855325194562e-19,1.2268246359993855e-19,3.5427415106868067e-18,5.3338974769691098e-18,5.8118595050883061e-19,1.4887522482174513e-17,1.369321544466852e-18,3.5132187352714327e-26,3.2820206427884649e-18,1.9163984978360449e-17,4.4964043624365744e-18,4.6687691708539763e-20
2.3488102300000003e-07,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999999156,10.999999999999989,8.2510854440106236e-16,3.3578260256673845e-15,8.2075345357688965e-16,5.8285694117144407e-16,8.0361083473479276e-16,7.47635805135388e-17,5.5485627876810648e-17,2.4917438951821905e-17,1.9764099597504034e-17,9.3937583090856918e-18,1.4433843853516789e-15,5.1942680244736466e-16,1.2126778713931808e-15,5.098643365168517e-16,1.6551662604048368e-15,1.4722733263991146e-15,1.4488145287239764e-15,6.230713246146015e-18,3.3106744888802831e-16,2.9677943235277433e-17,1.3926854638291949e-15,1.5675871138364151e-16,1.1395902759777358e-18,4.6901104795643915e-18,4.239089756264148e-17,1.3656522170749391e-18,4.9444809772166632e-19,1.7378228975719923e-17,3.8410562170180152e-20,1.4921356259466513e-18,2.1953324870383317e-18,4.2113237935985303e-22,8.6980909816110428e-17,9.2777262972452934e-21,4.4380702847092418e-18,1.2438260733574959e-18,2.8049034524198631e-19,5.8158265056102683e-18,1.1308843376507807e-17,1.0082743138640237e-18,1.69334261786051e-17,3.8237043809019252e-18,6.3450604902281472e-26,7.8745737248546732e-18,3.0725573116403762e-17,9.8200531809674593e-18,1.0671059551450741e-19
3.69098751e-07,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999998668,10.999999999999979,9.0542839212903155e-16,5.2862901819740236e-15,8.9972664108799769e-16,6.1284828296770666e-16,8.8126050506442751e-16,7.5462706789660118e-17,5.612733617988471e-17,3.0309916668678646e-17,2.3564930241011552e-17,1.0657626823800826e-17,2.2948042974928424e-15,8.4795982148065002e-16,1.923570182392299e-15,7.4132914947130001e-16,2.8898524162331475e-15,2.6909481443946917e-15,2.6354267223380328e-15,7.6072017837457078e-18,5.4954949748927259e-16,5.4968481049815882e-17,2.5086445553355629e-15,2.5942483850796342e-16,2.3390630288661212e-18,8.8289188791706721e-18,1.2456950635703816e-16,2.4481948705019296e-18,1.0097496514859033e-18,4.962340626566527e-17,7.3468349138255559e-20,4.03789803117159e-18,3.5285632184495625e-18,4.4604234765391219e-22,1.9031509836893507e-16,2.6548061696765284e-20,1.2072844035139198e-17,5.8375804317530214e-18,9.2503303525951516e-19,1.1146183602750242e-17,3.2172871432371337e-17,1.9648852480813136e-18,2.1100146040487414e-17,1.7176976990799057e-17,1.38830556822672e-25,2.7971677687940917e-17,5.947241070823034e-17,2.9280655554648488e-17,3.5311030273782439e-19
5.033164790000001e-07,0.21326803933168176,89.099999999999994,0.0,0.0,0.0,0.99999999999998179,10.99999999999997,9.4096225660778195e-16,7.2208008887208328e-15,9.344486064075853e-16,6.2458896813266432e-16,9.1537957944707317e-16,7.5714452837479158e-17,5.6632405980735068e-17,3.5785468867986882e-17,2.7403788467498951e-17,1.178240009952065e-17,3.1573839727652045e-15,1.1766802044124369e-15,2.6411735577334141e-15,9.4560839317762648e-16,4.1336039091567645e-15,3.9448044484027773e-15,3.848165654039391e-15,8.9526947793926808e-18,7.6745328180627836e-16,8.1830331151660111e-17,3.6316568412663246e-15,3.6211622222186144e-16,3.7500004823674433e-18,1.3482599389265105e-17,2.4258203218639724e-16,3.542368914896306e-18,1.6073004357488638e-18,9.4540054153864484e-17,1.1461412953958481e-19,7.5955794756954712e-18,4.8597516193494271e-18,4.5677935797529933e-22,3.1160770523328522e-16,5.0621876782794101e-20,2.2031362186310353e-17,1.4596956907416996e-17,1.9510039231914157e-18,1.7057197700620627e-17,6.2016485691145271e-17,2.9472868090530824e-18,2.6074216826829361e-17,4.1544953946759925e-17,2.273107685331735e-25,6.0877172354905954e-17,9.4929002177257273e-17,5.780899078213671e-17,7.4813985497291354e-19
7.717519350000001e-07,0.2132680393316817,89.099999999999994,0.0,0.0,0.0,0.9999999999999718,10.999999999999948,9.6426998729094021e-16,1.112062634552317e-14,9.5690798348822516e-16,6.3374061848028432e-16,9.3716779962261526e-16,7.6031680407143851e-17,5.7591021720996729e-17,4.7074781549079537e-17,3.52230613403165e-17,1.3633283553085674e-17,4.9313860217850934e-15,1.8342515731833376e-15,4.1034117745029796e-15,1.2769461899447761e-15,6.5985364020965927e-15,6.4613552741555636e-15,6.2508090048226503e-15,1.1611232043948641e-17,1.1998189977032461e-15,1.3963375148300267e-16,5.7903934219244088e-15,5.6709174220589243e-16,7.2759580503330398e-18,2.4704918326535006e-17,6.1075823362896774e-16,5.713676033147443e-18,3.0409018634973759e-18,2.2579972662498088e-16,2.2082236726777017e-19,1.8705126341485908e-17,7.4259211189958408e-18,4.6401466151650476e-22,5.8759994275897686e-16,1.2101613027727547e-19,4.717962028749193e-17,5.6477104863011813e-17,5.8331366167628934e-18,3.0726205717042985e-17,1.5729615254230773e-16,4.8556100631819934e-18,3.8740911862039223e-17,1.4591180064777304e-16,4.2864085989484545e-25,1.849772281536679e-16,1.999237680137972e-16,1.5126442631014375e-16,2.2810561648341895e-18
9.999999999999997e-07,0.21326803933168162,89.099999999999994,0.0,0.0,0.0,0.99999999999996325,10.999999999999929,9.7321814947912363e-16,1.4467709328365945e-14,9.6533499079697901e-16,6.3907526419350074e-16,9.4503808513358296e-16,7.6283876261099898e-17,5.8401182206465357e-17,5.695362098334901e-17,4.1988207204226423e-17,1.4959802109080344e-17,6.4830112458813179e-15,2.3934291686881772e-15,5.3695643354128113e-15,1.5110583567022118e-15,8.6658151746325827e-15,8.5791797617763293e-15,8.2472172733816483e-15,1.3852469667413842e-17,1.564472086859055e-15,1.9174200439196196e-16,7.533457516169919e-15,7.409885019059207e-16,1.0800584920032234e-17,3.5838165345116728e-17,1.0257963843016771e-15,7.5351647329048107e-18,4.4126878306027056e-18,3.6545780067474742e-16,3.3118226709153516e-19,3.1501824555073074e-17,9.4864350035958118e-18,4.6706350762493538e-22,8.3077486272620823e-16,1.9593578639592935e-19,7.0601953978325925e-17,1.1801489319482844e-16,1.0885351312569409e-17,4.3777826363712534e-17,2.6816203940018042e-16,6.4005739550122348e-18,5.0790340083091985e-17,2.8646686408596e-16,6.0603146083111066e-25,3.4185640986385706e-16,3.2148515805333204e-16,2.6136036323150367e-16,4.3270568878594735e-18
1.0401873910000001e-06,0.21326803933168162,89.099999999999994,0.0,0.0,0.0,0.9999999999999617,10.999999999999925,9.7479364275915633e-16,1.5057026624619696e-14,9.668187248986318e-16,6.4001452951924844e-16,9.464237978278435e-16,7.6328280113511576e-17,5.8543826290665052e-17,5.8692977603836508e-17,4.3179339150974727e-17,1.5193360802682034e-17,6.7562042281141283e-15,2.4918829657400517e-15,5.5924944532691677e-15,1.5522782337834846e-15,9.0297987218223684e-15,8.9520628385874783e-15,8.5987227272579579e-15,1.4247081962147241e-17,1.6286761635650833e-15,2.009166483653041e-16,7.8403569341058648e-15,7.7160631711367786e-16,1.1421162177244509e-17,3.7798384158079423e-17,1.0988717045283844e-15,7.8558722866763252e-18,4.6542167085293405e-18,3.9004724737233489e-16,3.5061321580489454e-19,3.3754925428539116e-17,9.8492274642519357e-18,4.6760031467588821e-22,8.7359040900528376e-16,2.0912680956638173e-19,7.4725899047328067e-17,1.2884978531523252e-16,1.1774889313236905e-17,4.6075811155440726e-17,2.8768207670572839e-16,6.6725940836466851e-18,5.2911869933721326e-17,3.1121424273918224e-16,6.3726443290275009e-25,3.6947795844148677e-16,3.4288834108589069e-16,2.8074483628090315e-16,4.6872940317866328e-18
1.308622847e-06,0.21326803933168162,89.099999999999994,0.0,0.0,0.0,0.99999999999995148,10.999999999999904,9.8184543198060964e-16,1.9034630429657363e-14,9.7330111519544882e-16,6.456548051393769e-16,9.5217183010503536e-16,7.6621378728170776e-17,5.9495826379774995e-17,7.0627481167086058e-17,5.126958984020993e-17,1.6536639559964353e-17,8.632242185595405e-15,3.1495639001741453e-15,7.1080945725616805e-15,1.7860648617042417e-15,1.1425634406258389e-14,1.1408117128377894e-14,1.0885148379441186e-14,1.6861553932449055e-17,2.0540670281534955e-15,2.6548746499231365e-16,9.7841285463617879e-15,9.7565325939950704e-16,1.6120488758275911e-17,5.2739004431134265e-17,1.6953353583086301e-15,9.9669618603943761e-18,6.4031496679627786e-18,5.8013460416958622e-16,5.0366733645619695e-19,5.2691715040752954e-17,1.2108751308109996e-17,4.7021522629809708e-22,1.1557423563869941e-15,3.1111572809927203e-19,1.0285659345665211e-16,2.3651785149993375e-16,1.9949397332131117e-17,6.3024569718366502e-17,4.5266271459535552e-16,8.3963062964856112e-18,6.7643079529656674e-17,5.3874507609615667e-16,8.4308789330121225e-25,6.1356867491589921e-16,5.2511402865252581e-16,4.45749004223814e-16,8.0835973047783434e-18
1.845493759e-06,0.2132680393316816,89.099999999999994,0.0,0.0,0.0,0.99999999999993072,10.99999999999986,9.9401058866608418e-16,2.7096913527959628e-14,9.8426689012967994e-16,6.5653238260125178e-16,9.6148724830883513e-16,7.7203602667370579e-17,6.1399577960552834e-17,9.5199136042658666e-17,6.7756643773937963e-17,1.8861237793433385e-17,1.2502270680155855e-14,4.4650359072820851e-15,1.0200304810534043e-14,2.1847109287627227e-15,1.6134688960021354e-14,1.6234407434528892e-14,1.5314333086689849e-14,2.2041586335014428e-17,2.8968774482931727e-15,4.0208633988511085e-16,1.3448386806406211e-14,1.3826445682821537e-15,2.6651806752177855e-17,8.6894167510391006e-17,3.1104575880892141e-15,1.4116384636483157e-17,1.011613956592366e-17,1.0034471376377622e-15,8.6340407865412414e-19,9.9525635139054789e-17,1.6234462071600425e-17,4.74879320526918e-22,1.6899996127744734e-15,5.382638967722426e-19,1.5748580996435324e-16,5.4543704216633519e-16,4.1907432409761301e-17,1.0050666265222176e-16,8.622373479433044e-16,1.1645153992060115e-17,9.6731616194113064e-17,1.1352435694252332e-15,1.2328164714110421e-24,1.2333049211293791e-15,9.7973155998658755e-16,8.5748693778620782e-16,1.7517025850446027e-17
2.382364671e-06,0.2132680393316816,89.099999999999994,0.0,0.0,0.0,0.99999999999990941,10.999999999999817,1.0050411647692054e-15,3.5335199209715728e-14,9.9394858719667782e-16,6.6705197875898483e-16,9.6928332970245334e-16,7.7780402390434153e-17,6.3303305715738649e-17,1.2082999889427932e-16,8.4715876684643416e-17,2.0729583271646793e-17,1.6552790002831845e-14,5.7806771594266587e-15,1.3386669192991396e-14,2.4968761333050948e-15,2.0715808233833543e-14,2.0926253703405362e-14,1.9523444352334809e-14,2.714613894406394e-17,3.7273794962856874e-15,5.5014600905443287e-16,1.6792555565192088e-14,1.7879041027785931e-15,3.8794302955055017e-17,1.2768061109132711e-16,4.8419297619332025e-15,1.8153088506106319e-17,1.4075957881966166e-17,1.4788248489073982e-15,1.3061119683658149e-18,1.6022215450465893e-16,1.9763599014250197e-17,4.7917126215520865e-22,2.1664903525332124e-15,7.9337927315053186e-19,2.0783303497140804e-16,1.0095900314617779e-15,7.2930740484774327e-17,1.434442022588979e-16,1.3948290575222478e-15,1.460857276794929e-17,1.2421586758059312e-16,1.943921320659724e-15,1.5804056829558591e-24,2.0474228283630477e-15,1.5702981876798049e-15,1.39546596066741e-15,3.1400786783309701e-17
