Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297),S(144),S(42)
2.6948403189999994e-06,0.3481269103706883,89.099999999999994,0.0,0.0,0.0,0.99999999991218891,10.999999999839414,3.0692405844593684e-12,1.3178312415490283e-11,2.0831982324809896e-12,2.2783031583837347e-12,2.2967108808268504e-12,1.1882486718586389e-13,4.3872122492655003e-13,8.3118706012969965e-13,4.3324699662923384e-13,7.7880872189544254e-14,6.566510098725249e-12,1.1054938019039994e-11,4.0806263755225739e-12,6.9745365465254269e-13,2.5322965021790153e-11,2.5978781328150728e-11,1.4544107838021501e-11,7.0559033989095366e-13,5.5888046117795108e-12,1.2205574370053866e-11,1.9176028434836456e-11,1.1270036762260192e-12,4.3626268152035466e-13,2.8294437138614111e-12,3.445675941738492e-12,7.0185602977721121e-14,1.2326986456817586e-13,8.7641360626217543e-13,1.1780668701531297e-13,9.3225636018293425e-13,2.8632730171471963e-14,3.1939384705336282e-17,1.9358350614745232e-13,8.1171498751451575e-16,6.1047872881583487e-13,4.5386015392803671e-12,2.5600771063572749e-12,1.3544976564724193e-12,3.1963997769106025e-12,5.2940952350228782e-14,2.3929063606209281e-13,5.1409202352064879e-12,6.7912702390533474e-22,1.1926852401210725e-12,1.5257404695386626e-12,3.2398623596007041e-12,1.9986366175439754e-12,1.1297831254335266e-14,2.0774334123121487e-12
2.9364322293999993e-06,0.34812691037066823,89.099999999999994,0.0,0.0,0.0,0.99999999990298361,10.999999999822714,3.1833679535003259e-12,1.5151143637870573e-11,2.1161948922283216e-12,2.3762681410825124e-12,2.379451386987711e-12,1.2452266554355104e-13,4.711337740547865e-13,9.643627342605811e-13,5.0268193187172674e-13,8.5241557102832868e-14,7.6339669123840855e-12,1.2131601392683293e-11,4.7444324960844437e-12,7.6490591191974712e-13,2.7319468318512069e-11,2.805056688717282e-11,1.5215294217355898e-11,7.5890301088785563e-13,6.0180668083438615e-12,1.3814780003157882e-11,2.0796907441079983e-11,1.2394380765109729e-12,4.7548084141595752e-13,3.3695203767718627e-12,3.7599656648327948e-12,7.5732233229906952e-14,1.2946077459620833e-13,9.2134075027850361e-13,1.2923220320604503e-13,1.0241431673905987e-12,3.1452014641765469e-14,3.28772201155533e-17,2.1291979323560427e-13,8.5333220485458878e-16,6.6065190921014701e-13,5.3177157285461375e-12,2.9932188529489197e-12,1.558569117341161e-12,3.78470975239555e-12,5.7445908125835623e-14,2.6601630934547212e-13,6.172570559507932e-12,7.4696232335517357e-22,1.4446273103191734e-12,1.8235708836750754e-12,3.8444030738335124e-12,2.3953763054499854e-12,1.3138781618311292e-14,2.4101663826241879e-12
3.1780241397999992e-06,0.34812691037064813,89.099999999999994,0.0,0.0,0.0,0.99999999989359467,10.999999999805782,3.2945372208143742e-12,1.7218368604844659e-11,2.1460396535945257e-12,2.4713886877596245e-12,2.4618909646017184e-12,1.3013105178729837e-13,5.0381757620852721e-13,1.1042263070980022e-12,5.7663903773138046e-13,9.243999836192038e-14,8.7560809954480463e-12,1.3218795388709337e-11,5.4521576002067648e-12,8.3089541101223741e-13,2.9260299293303578e-11,3.0064858845932458e-11,1.5816992070519938e-11,8.112783228553729e-13,6.4397595016175381e-12,1.5494630168666447e-11,2.2397581638293824e-11,1.352350516661548e-12,5.1419424528002299e-13,3.9597944019189437e-12,4.070181366024755e-12,8.1124214308606877e-14,1.3500866273382234e-13,9.615980612158687e-13,1.404629526456273e-13,1.1144669594891773e-12,3.4211006563566669e-14,3.3774194239242155e-17,2.3184715743517628e-13,8.9062360586994556e-16,7.0878946065447427e-13,6.1336993866612672e-12,3.4464501139016367e-12,1.7718416830447271e-12,4.417011391258291e-12,6.1894511795031341e-14,2.9296939892921916e-13,7.2839614113575085e-12,8.1336304508774739e-22,1.7202790126357076e-12,2.1422975933137183e-12,4.4946514148210688e-12,2.8260217454746369e-12,1.5101748000501221e-14,2.7571115445752262e-12
3.419616050199999e-06,0.3481269103706282,89.099999999999994,0.0,0.0,0.0,0.99999999988402899,10.99999999978863,3.4028501833538241e-12,1.9374128034203645e-11,2.1730819648835296e-12,2.5637505552987968e-12,2.5440399929913089e-12,1.3565280959831684e-13,5.36764858811337e-13,1.2502363086165129e-12,6.5499772424882815e-13,9.9470343310853706e-14,9.9284246289850759e-12,1.4316214242007714e-11,6.2026330141623603e-12,8.9535878184009172e-13,3.1146740763475229e-11,3.2023605502501007e-11,1.6356818083840006e-11,8.6275338921588174e-13,6.8541836339031031e-12,1.7243333436318203e-11,2.3979297589600378e-11,1.4655574860266714e-12,5.5243406461602395e-13,4.6006751433064175e-12,4.3765746850177118e-12,8.6365106419779481e-14,1.3998392336430526e-13,9.9769661745092794e-13,1.5150067865837897e-13,1.2032386554266623e-12,3.6906722601985481e-14,3.463324433458529e-17,2.5034332165108389e-13,9.240626178043025e-16,7.5504207903488188e-13,6.9827317006107814e-12,3.9176906248744753e-12,1.9936326173227325e-12,5.0920749087857051e-12,6.6290242482494916e-14,3.201322819528809e-13,8.4719156460292294e-12,8.7825103690082815e-22,2.0191195221207839e-12,2.4806330025233139e-12,5.1893429732741772e-12,3.2901475780688513e-12,1.7183484349245888e-14,3.1168022022322037e-12
3.661207960599999e-06,0.3481269103706082,89.099999999999994,0.0,0.0,0.0,0.99999999987429344,10.999999999771267,3.5084014736278361e-12,2.1613095984936486e-11,2.1976299244107729e-12,2.6534355589693996e-12,2.6259053147380678e-12,1.4109034994808673e-13,5.6996803342612006e-13,1.4018978449930726e-12,7.3763918096839216e-13,1.0633118944426675e-13,1.1146950200344896e-11,1.5423561409398123e-11,6.9947071011790908e-12,9.5827627961956452e-13,3.2980093925578762e-11,3.3928688088307306e-11,1.6841549334496462e-11,9.1336033330715158e-13,7.261599801656419e-12,1.9059197248478347e-11,2.5543209188961738e-11,1.5788945391343739e-12,5.9022936565140782e-13,5.2925025550345449e-12,4.6793806470376196e-12,9.1458521627536405e-14,1.444492652160713e-13,1.0300918236390701e-12,1.6234919185229735e-13,1.2904873530412723e-12,3.9538099573150232e-14,3.5457000541003396e-17,2.6839970276647307e-13,9.5407109656642901e-16,7.9955583790203573e-13,7.8614142368548914e-12,4.4050901380082183e-12,2.2233248662845709e-12,5.8086993688980075e-12,7.0636321145482096e-14,3.4749063403812961e-13,9.7334966931717216e-12,9.4159618762046402e-22,2.3406076224381892e-12,2.8373645488317311e-12,5.927256312891627e-12,3.7873547706273491e-12,1.9380791869435106e-14,3.4879339815170922e-12
3.902799870999999e-06,0.3481269103705883,89.099999999999994,0.0,0.0,0.0,0.9999999998643947,10.999999999753699,3.6112800475095865e-12,2.3930416325290472e-11,2.2199562350003798e-12,2.7405229364909566e-12,2.7074916177763375e-12,1.4644586045255888e-13,6.034196668635434e-13,1.5587583881751191e-12,8.2444648116636971e-13,1.1302402181830966e-13,1.2407956246828672e-11,1.6540549283711126e-11,7.8272462929732547e-12,1.0196566113504203e-12,3.4761668518410069e-11,3.5781924161105261e-11,1.7277229912636054e-11,9.6312782955843192e-13,7.6622406002337111e-12,2.0940619075983085e-11,2.7090386452471579e-11,1.6922139162749459e-12,6.2760722595074779e-13,6.0355552438580651e-12,4.9788184187318716e-12,9.6408096214445253e-14,1.4846066607112034e-13,1.0591902899493194e-12,1.7301325647678956e-13,1.3762506599343177e-12,4.2105331472453022e-14,3.6247835093429202e-17,2.8601670878640308e-13,9.8102569879693138e-16,8.424693417029295e-13,8.7667172296486291e-12,4.9069991599623293e-12,2.4603603785324845e-12,6.5657130232881675e-12,7.4935735005135748e-14,3.750323035363784e-13,1.106599643198625e-11,1.00339992860438e-21,2.6841982239933579e-12,3.211352911996529e-12,6.7072111757168388e-12,4.3172683897334867e-12,2.1690521894298521e-14,3.8693441442609431e-12
4.385983691799999e-06,0.3481269103705487,89.099999999999994,0.0,0.0,0.0,0.99999999984412868,10.999999999717986,3.8093725694600352e-12,2.8782798709296667e-11,2.2588938058417927e-12,2.9072157519871372e-12,2.8698539466630995e-12,1.5691839329492589e-13,6.7103996541814367e-13,1.8864601751917606e-12,1.0101007221380798e-12,1.2592180239412771e-13,1.5044188609832471e-11,1.8802339241364225e-11,9.6092800790459715e-12,1.1379418459534851e-12,3.8174725766292109e-11,3.9339798348793407e-11,1.8022342758204723e-11,1.0602461832489921e-12,8.4440218113085045e-12,2.4894139231525041e-11,3.0138429877470076e-11,1.9182833140469591e-12,7.0120866211096807e-13,7.6761764204001424e-12,5.5683821171291678e-12,1.0589028299879e-13,1.5531510797875784e-13,1.1089020433694616e-12,1.9380897892224315e-13,1.5434889741761381e-12,4.7052630225286058e-14,3.7739263556990901e-17,3.1996647655270594e-13,1.0270748080774664e-15,9.2400557921843764e-13,1.0646707402987034e-11,5.9486415821097665e-12,2.9544958979677914e-12,8.1963670349915975e-12,8.3405430975777455e-14,4.306243526628434e-13,1.3933990854664201e-11,1.1225020422733636e-21,3.4355276144460121e-12,4.0068937226815172e-12,8.3887229598532744e-12,5.4738272373268579e-12,2.6634916644441947e-14,4.6589785432258682e-12
4.820849130519999e-06,0.3481269103705134,89.099999999999994,0.0,0.0,0.0,0.99999999982538412,10.99999999968523,3.9793831579615833e-12,3.3377297488119631e-11,2.2885278342421751e-12,3.0491207747473075e-12,3.015095057793875e-12,1.6608155668575346e-13,7.3267848825057109e-13,2.195386607335275e-12,1.1903047249849504e-12,1.37001947424436e-13,1.753111514752142e-11,2.0868208496053658e-11,1.1340523557268371e-11,1.2395461438808752e-12,4.1082494153527889e-11,4.2381513749699956e-11,1.8573321598768837e-11,1.1450244270682137e-12,9.1264223780827668e-12,2.8662057427217984e-11,3.2833663987387816e-11,2.1204904484187698e-12,7.6625439319746486e-13,9.329667560688531e-12,6.0893462760428558e-12,1.1396868932317435e-13,1.6037700353603097e-13,1.1456022259219879e-12,2.1194470535344049e-13,1.6893276499092126e-12,5.1301910994643688e-14,3.8988945586787909e-17,3.4912445469990617e-13,1.0610709280085042e-15,9.9311647832204407e-13,1.2405621951212967e-11,6.9226112828211386e-12,3.4197666198422996e-12,9.7909306122246293e-12,9.0894314788254136e-14,4.8118708087447961e-13,1.6734788567843795e-11,1.2247936647535459e-21,4.1820302552893162e-12,4.7718716527953927e-12,1.0034821404279336e-11,6.6232635080553786e-12,3.1438863895189257e-14,5.3955450293331258e-12
5.255714569239999e-06,0.34812691037047827,89.099999999999994,0.0,0.0,0.0,0.9999999998061887,10.999999999651932,4.1420452212058552e-12,3.816722048521291e-11,2.3140459350521931e-12,3.1837671166973836e-12,3.159540499194276e-12,1.7500619345365253e-13,7.9501719818940188e-13,2.5157204542940755e-12,1.3822806133485156e-12,1.4761851476840165e-13,2.0111205045864832e-11,2.2961220629146476e-11,1.3186139454706699e-11,1.3368829027173222e-12,4.3842675159209204e-11,4.5280725337926541e-11,1.9033157664239701e-11,1.2274375866712227e-12,9.7897491252533134e-12,3.2620931522686589e-11,3.5488111565176769e-11,2.3209501923995453e-12,8.3028518157957648e-13,1.1151250281409543e-11,6.6021255912751099e-12,1.2163707520745755e-13,1.6459527694823604e-13,1.1761753828380978e-12,2.295584542241019e-13,1.8309614278770688e-12,5.5372196125095723e-14,4.0160688076143343e-17,3.7705139559979657e-13,1.0893913847118178e-15,1.0587786716513436e-12,1.4216829550953352e-11,7.9251043119163282e-12,3.9023346241909102e-12,1.1499465654766863e-11,9.8269493879635057e-14,5.322038255160486e-13,1.9732293543144973e-11,1.3227665791006768e-21,4.9921912237271099e-12,5.5780770825370895e-12,1.1800521142133528e-11,7.8737766791528741e-12,3.656057515199134e-14,6.1523810448031206e-12
5.690580007959999e-06,0.3481269103704434,89.099999999999994,0.0,0.0,0.0,0.99999999978656706,10.999999999618115,4.297798433786325e-12,4.3136122783619637e-11,2.3362303556871137e-12,3.3115500034980276e-12,3.3032283972909881e-12,1.8370065638629175e-13,8.5802072349391295e-13,2.8459492086039728e-12,1.5854222311712482e-12,1.578080430509989e-13,2.2772089656101412e-11,2.5079989242588708e-11,1.5140246485582642e-11,1.430285975628538e-12,4.646258506547287e-11,4.8045968964129834e-11,1.9419099128458373e-11,1.3075920078099754e-12,1.0434864872464444e-11,3.676392502448785e-11,3.8105732861288904e-11,2.5192272784246634e-12,8.9340054580356939e-13,1.314103130306984e-11,7.1075243403071405e-12,1.2891576073197384e-13,1.6812957335044029e-13,1.201780971488806e-12,2.4667566181215493e-13,1.9685960853131825e-12,5.9277399426395496e-14,4.1262499582752538e-17,4.0384250756442145e-13,1.1131102212303404e-15,1.1214838626562479e-12,1.6071699994676025e-11,8.9514222056158963e-12,4.4004685378464183e-12,1.3316183476386392e-11,1.0554201870785985e-13,5.836340023989924e-13,2.2917170696196768e-11,1.416754793820517e-21,5.8633760477826844e-12,6.4210864091267805e-12,1.3680256508179709e-11,9.2238563054544319e-12,4.1983712727897743e-14,6.9261748442703543e-12
6.1254454466799995e-06,0.3481269103704088,89.099999999999994,0.0,0.0,0.0,0.99999999976654008,10.999999999583819,4.447056446828269e-12,4.8269832627191506e-11,2.3557140375644249e-12,3.4328464215586894e-12,3.4461962371267633e-12,1.9217280125184926e-13,9.2165549900864136e-13,3.1847830807655178e-12,1.7991466688557529e-12,1.6760616557451968e-13,2.550322372805888e-11,2.722320393396164e-11,1.7197187899692568e-11,1.5200830342233906e-12,4.8949329669701092e-11,5.0685272066394711e-11,1.9745113415083405e-11,1.3855831135229114e-12,1.1062542959016202e-11,4.1084753147259584e-11,4.0690015921549021e-11,2.7149705901242224e-12,9.5568806470456278e-13,1.5298844709294244e-11,7.6062501791327021e-12,1.3582448246758647e-13,1.7110919115726834e-13,1.2233580821536325e-12,2.6331987891268063e-13,2.1024224836589384e-12,6.3031249982495946e-14,4.2301260415994014e-17,4.2959213189122604e-13,1.1330973476425717e-15,1.1816487222249458e-12,1.7963250084708233e-11,9.9977632208243e-12,4.9127274219245691e-12,1.5235585297449826e-11,1.1272162136373035e-13,6.3544045154289472e-13,2.6281405650085142e-11,1.5070892757700358e-21,6.793152456139638e-12,7.2969712832755257e-12,1.5668795655403994e-11,1.0672138695346142e-11,4.7692562363001385e-14,7.7142469076606271e-12
6.5603108853999996e-06,0.3481269103703747,89.099999999999994,0.0,0.0,0.0,0.99999999974612752,10.999999999549063,4.5902114808407414e-12,5.3556053778713312e-11,2.373011830897257e-12,3.548013950306654e-12,3.5884823823988352e-12,2.0043001185127681e-13,9.8588982648287195e-13,3.5311182602133265e-12,2.0228943951096599e-12,1.7704564825554854e-13,2.8295584963689481e-11,2.9389626260715217e-11,1.9351532972773172e-11,1.6065761525922566e-12,5.1309773144415634e-11,5.3206183179076896e-11,2.0022536644849274e-11,1.4614982050358216e-12,1.1673490431830663e-11,4.5577618714568367e-11,4.3244044213376201e-11,2.9078988782392933e-12,1.0172248828235483e-12,1.7624308965377679e-11,8.0989259600997333e-12,1.4238230692428234e-13,1.7363900829923787e-13,1.2416683341530784e-12,2.7951195424784478e-13,2.2326092913265251e-12,6.6646431093560308e-14,4.328293185758033e-17,4.5438756841369883e-13,1.1500582761056257e-15,1.2396230217638494e-12,1.9885816936548168e-11,1.1061044414975797e-11,5.4379081311243099e-12,1.7252453358588204e-11,1.1981690409100924e-13,6.8758805650469962e-13,2.9818100884249711e-11,1.5940762890380959e-21,7.7792905197940124e-12,8.2022399212369934e-12,1.7761220216004163e-11,1.221738897124375e-11,5.3672037429430708e-14,8.5144243529511781e-12
6.99517632412e-06,0.3481269103703408,89.099999999999994,0.0,0.0,0.0,0.99999999972534592,10.99999999951387,4.7276323027622083e-12,5.8984054615336104e-11,2.3885413801892124e-12,3.657390214643253e-12,3.7301234641800566e-12,2.084789956974135e-13,1.0506939391951818e-12,3.8840068028713151e-12,2.2561291471103317e-12,1.8615583645357079e-13,3.1141427232071064e-11,3.1578085880677771e-11,2.1598076101670187e-11,1.690036088140808e-12,5.3550519301869413e-11,5.5615803966666727e-11,2.0260576886769986e-11,1.5354176362409414e-12,1.2268358410709285e-11,5.0237160136861803e-11,4.577055126059062e-11,3.0977895804536168e-12,1.0780793164836828e-12,2.0116872021501892e-11,8.5861031284166418e-12,1.486075784516437e-13,1.7580420880403437e-13,1.2573303201876327e-12,2.9527030854849318e-13,2.3593051853895642e-12,7.0134318911462252e-14,4.4212687210631951e-17,4.7830716182718166e-13,1.1645660286034833e-15,1.2957003566647416e-12,2.1834805209983477e-11,1.2138764062528164e-11,5.9750031166184342e-12,1.9361840883221373e-11,1.2683549181869737e-13,7.4004366261640885e-13,3.3521299106685773e-11,1.6779906814196821e-21,8.8197494741372473e-12,9.1337836995201351e-12,1.9952906601988895e-11,1.3858485926685096e-11,5.9907676467011041e-14,9.324944045613861e-12
7.43004176284e-06,0.34812691037030735,89.099999999999994,0.0,0.0,0.0,0.99999999970421183,10.999999999478259,4.8596634784559908e-12,6.4544418833660702e-11,2.4026404375226233e-12,3.7612953050732528e-12,3.8711532098888743e-12,2.1632623760977649e-13,1.1160395808934948e-12,4.2426315776756976e-12,2.4983376526570151e-12,1.9496296359263221e-13,3.4034075226257024e-11,3.3787477206142202e-11,2.3931834258740946e-11,1.7707049884445724e-12,5.5677898666507419e-11,5.7920816783202384e-11,2.0466711973698972e-11,1.6074152212365822e-12,1.2847744193328707e-11,5.5058407148112421e-11,4.8271965977627959e-11,3.2844697160234532e-12,1.1383121444004601e-12,2.2775847834114449e-11,9.0682724234968233e-12,1.5451788281516496e-13,1.7767401666696059e-13,1.2708468126114638e-12,3.1061179063791202e-13,2.4826461342603228e-12,7.3505091321002561e-14,4.5095036880344812e-17,5.0142102532436575e-13,1.1770863396368765e-15,1.3501278361886299e-12,2.3806486973680426e-11,1.3228892716198833e-11,6.5231657440782285e-12,2.1559061311755363e-11,1.3378415955152936e-13,7.9277609630949699e-13,3.7385830948123468e-11,1.7590784230641019e-21,9.9126569492013233e-12,1.0088829242417001e-11,2.2239508569146725e-11,1.559440911891194e-11,6.6385636158591926e-14,1.0144375868601e-11
7.86490720156e-06,0.34812691037027427,89.099999999999994,0.0,0.0,0.0,0.99999999968273845,10.999999999442252,4.9866291271290486e-12,7.0228844848121896e-11,2.4155827974976729e-12,3.8600325536337312e-12,4.0116040045743002e-12,2.2397793286491933e-13,1.1818999870017093e-12,4.6062858018658979e-12,2.749029213991489e-12,2.034906698249953e-13,3.6967756828466167e-11,3.6016755859912695e-11,2.634804308736814e-11,1.8488011994013877e-12,5.7697963179287009e-11,6.0127505560351551e-11,2.0647004198784223e-11,1.6775587479700362e-12,1.3412195735772519e-11,6.003674271174297e-11,5.0750450933876378e-11,3.467808223707463e-12,1.1979774383619083e-12,2.5600445540921322e-11,9.5458703577687424e-12,1.6013003231739889e-13,1.7930455969258203e-13,1.2826254797287074e-12,3.2555216038461336e-13,2.6027594609295211e-12,7.6767930476640845e-14,4.5933944909459432e-17,5.2379243809156503e-13,1.1879968458053246e-15,1.4031135659862901e-12,2.5797843097394545e-11,1.4329786822051251e-11,7.0816821939843014e-12,2.3839677138867856e-11,1.4066893885036623e-13,8.4575601839529527e-13,4.1407189517994369e-11,1.8375615091524049e-21,1.1056288331081987e-11,1.1064897363122787e-11,2.4616940925319106e-11,1.7424227930847414e-11,7.3092680524855897e-14,1.0971561726710132e-11
8.299772640279999e-06,0.34812691037024157,89.099999999999994,0.0,0.0,0.0,0.99999999966093922,10.99999999940586,5.108835109836425e-12,7.6029975709198627e-11,2.4275905409332055e-12,3.9538878798117704e-12,4.1515070678399487e-12,2.3143960705529117e-13,1.2482500864426767e-12,4.9743558642325115e-12,3.0077351903702997e-12,2.1176026118962582e-13,3.9937462381883719e-11,3.8264935098281178e-11,2.8842151982075241e-11,1.9245215846365581e-12,5.961648600992716e-11,6.2241777665139544e-11,2.0806364762620095e-11,1.7459108912597306e-12,1.3962220341942642e-11,6.5167869605593386e-11,5.3207936112013044e-11,3.6477091727986445e-12,1.2571233324073791e-12,2.8589793581142261e-11,1.0019285290246871e-11,1.6546006539393837e-13,1.8074128225684653e-13,1.2929963494397408e-12,3.4010603406767159e-13,2.7197632597328195e-12,7.9931117933825974e-14,4.6732910748077336e-17,5.4547848799257066e-13,1.1976032625219063e-15,1.4548329855606434e-12,2.7806430439772475e-11,1.5440116391012676e-11,7.6499481613153702e-12,2.6199488655180136e-11,1.4749521163573297e-13,8.9895583760154022e-13,4.5581426497871153e-11,1.9136402145521528e-21,1.2249051258165489e-11,1.2059767854617133e-11,2.7081364000686528e-11,1.9347091834253628e-11,8.0016167287882e-14,1.180556449720287e-11
8.734638078999998e-06,0.34812691037020926,89.099999999999994,0.0,0.0,0.0,0.99999999963882613,10.999999999369102,5.2265683294741907e-12,8.1941255352312364e-11,2.4388429544734851e-12,4.0431311653288533e-12,4.2908911956146369e-12,2.3871666842829784e-13,1.3150661085176211e-12,5.3463069082378363e-12,3.2740084039913488e-12,2.1979081824848488e-13,4.2938826541161315e-11,4.0531082901974211e-11,3.1409818401255062e-11,1.998042409967591e-12,6.1438962607037354e-11,6.4269187831820854e-11,2.0948774595466394e-11,1.8125302341843256e-12,1.4498291555361622e-11,7.0447781095907228e-11,5.5646147718424575e-11,3.8241058397767007e-12,1.3157928483921475e-12,3.1742959628002456e-11,1.0488864279875278e-11,1.7052324931298348e-13,1.8202102133586888e-13,1.302226941380568e-12,3.5428679592127996e-13,2.8337655530853164e-12,8.3002067871353605e-14,4.7495033670255378e-17,5.6653027913489198e-13,1.2061534017977336e-15,1.50543441745902e-12,2.9830271125310829e-11,1.6558804734354911e-11,8.227449601792707e-12,2.8634522758015998e-11,1.5426779164071417e-13,9.5234969669771294e-13,4.9905065626428162e-11,1.9874938219984797e-21,1.3489473629651111e-11,1.3071449090803982e-11,2.9629168900999829e-11,2.1362221679881156e-11,8.7144032096573098e-14,1.2645625597674648e-11
9.169503517719997e-06,0.34812691037017734,89.099999999999994,0.0,0.0,0.0,0.99999999961640951,10.999999999331985,5.3400974438940774e-12,8.7956809765934492e-11,2.4494848287186108e-12,4.128017865323016e-12,4.4297828633532204e-12,2.4581451487180537e-13,1.3823254379341228e-12,5.7216708025592668e-12,3.5474224925232345e-12,2.2759938463363819e-13,4.596802972149341e-11,4.2814318962000968e-11,3.4046901652151918e-11,2.0695210342666807e-12,6.3170614247770946e-11,6.6214959136122738e-11,2.1077462723157036e-11,1.8774717728843607e-12,1.5020853053522161e-11,7.5872735040451808e-11,5.8066632250031458e-11,3.9969558418935763e-12,1.374024562791792e-12,3.5058966905754373e-11,1.095491858600448e-11,1.7533408979672161e-13,1.8317367876127147e-13,1.3105344486007503e-12,3.6810677769286305e-13,2.9448657734067465e-12,8.5987396148165114e-14,4.8223077109876886e-17,5.8699339658165557e-13,1.2138484567890656e-15,1.5550435890880638e-12,3.1867762741147072e-11,1.7684979579970638e-11,8.8137468730037614e-12,3.1141021886833366e-11,1.609909914901279e-13,1.0059134097773959e-12,5.4375030164629399e-11,2.0592822523900429e-21,1.4776192094279912e-11,1.4098151512766017e-11,3.2256963644406621e-11,2.3468902079466915e-11,9.4464771282590968e-14,1.3491130550539527e-11
9.604368956439997e-06,0.3481269103701458,89.099999999999994,0.0,0.0,0.0,0.99999999959370001,10.999999999294527,5.449675208713033e-12,9.4071350642897938e-11,2.4596336650567436e-12,4.2087888849703428e-12,4.5682070728496664e-12,2.5273791781789165e-13,1.4500069254080517e-12,6.1000362040124667e-12,3.827571221659717e-12,2.3520127165110252e-13,4.9021716709020574e-11,4.5113811432729252e-11,3.6749456277431923e-11,2.1390987520867765e-12,6.4816395542800838e-11,6.8084000786686924e-11,2.1195047342990576e-11,1.9407870484320179e-12,1.5530321536405264e-11,8.1439231284919164e-11,6.0470777406433037e-11,4.1662371966608304e-12,1.4318530688953143e-12,3.8536807263867535e-11,1.1417727290312803e-11,1.7990635195800055e-13,1.8422350261480839e-13,1.3180950026220296e-12,3.8157753675696605e-13,3.0531570958563706e-12,8.8893040850291608e-14,4.8919520193917204e-17,6.0690874253816714e-13,1.2208515840249855e-15,1.6037673450800685e-12,3.3917607337405834e-11,1.8817934402271935e-11,9.408461840536235e-12,3.3715433143975789e-11,1.6766868004601971e-13,1.059624382680951e-12,5.8988582280548312e-11,2.1291489982873722e-21,1.6107940402697145e-11,1.5138264473401366e-11,3.4961560181118792e-11,2.5666474820659302e-11,1.0196742350568394e-13,1.4341581676962006e-11
9.999999999999997e-06,0.3481269103701148,89.099999999999994,0.0,0.0,0.0,0.99999999957279229,10.999999999260158,5.5461346780968626e-12,9.9716181451408711e-11,2.4685190092232915e-12,4.2788885076884145e-12,4.693755968443775e-12,2.5888901916741406e-13,1.5119319449433901e-12,6.4465657811158286e-12,4.0879687276752597e-12,2.4194946331023309e-13,5.1818664938046815e-11,4.7219298792626792e-11,3.9261889375455516e-11,2.2008556923224588e-12,6.6243054631428851e-11,6.972164867239731e-11,2.1294172200408876e-11,1.997018038547741e-12,1.5982781128467888e-11,8.6623704666389096e-11,6.2644874784719893e-11,4.3171409427162676e-12,1.4841401085336496e-12,4.184059369299911e-11,1.1836172331733096e-11,1.8386984188786287e-13,1.8510588805588077e-13,1.3244451860446312e-12,3.9353876621555496e-13,3.1493122496304887e-12,9.147184859002726e-14,4.9527560654533254e-17,6.2458268584994481e-13,1.2267335464745418e-15,1.64740305820712e-12,3.5792353626647166e-11,1.9854078030079654e-11,9.9565568353716065e-12,3.6113740146996107e-11,1.7370729427713857e-13,1.1085996219954604e-12,6.3308562117394865e-11,2.1911524859025096e-21,1.7357659492620374e-11,1.6094960573807556e-11,3.7486335181100651e-11,2.7744227652901981e-11,1.0894240166474675e-13,1.5119259575201272e-11
1.0039234395159996e-05,0.3481269103701148,89.099999999999994,0.0,0.0,0.0,0.99999999957070629,10.999999999256733,5.5555395006358225e-12,1.0028009616449476e-10,2.4693845514637118e-12,4.2856710221703662e-12,4.7061871413176321e-12,2.5949149476431664e-13,1.5180905843420284e-12,6.4810403218772738e-12,4.1140677690808118e-12,2.426103510926536e-13,5.2096929192963347e-11,4.742877443012643e-11,3.9513725151704278e-11,2.2069035388120044e-12,6.638100299214124e-11,6.9880926192163866e-11,2.1303649503320339e-11,2.0025245821423702e-12,1.6027088983755037e-11,8.7143991923393446e-11,6.2859830554516933e-11,4.3319448814453051e-12,1.4893094050495769e-12,4.2175451592707661e-11,1.1877540692953784e-11,1.8425308407146703e-13,1.8519012441312064e-13,1.3250511804552832e-12,3.9470999248608089e-13,3.1587275751567031e-12,9.1724379367339909e-14,4.9586594130678763e-17,6.2631335210350868e-13,1.2272948572158497e-15,1.65169689298435e-12,3.5978754581441957e-11,1.9957097466374171e-11,1.0011267430372432e-11,3.6354397705572281e-11,1.7430433490093995e-13,1.11346157662902e-12,6.3743272597201415e-11,2.1972239857215222e-21,1.7483538967688168e-11,1.6190336072869188e-11,3.7739962170454124e-11,2.7954333056123434e-11,1.0964155059056766e-13,1.5196576254194503e-11
