Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297),S(144),S(42)
7.507804059999999e-08,0.3481269103708966,89.099999999999994,0.0,0.0,0.0,0.99999999999793232,10.999999999998613,6.8906672898036184e-13,9.6120672160483847e-14,6.5615860827490109e-13,5.8380791311260532e-13,6.4008532646290888e-13,4.7974040584333047e-14,9.6185974503807996e-14,6.1069673313177602e-15,4.5628657891225499e-15,2.0993806197820489e-15,3.30434324553202e-14,1.7899990476266612e-13,2.7781626596789551e-14,1.2087814265908083e-14,2.6624898884025541e-13,1.9758637903896155e-13,1.8823176947943396e-13,3.1303287848309846e-14,1.5886620881133807e-13,5.667885647785555e-14,1.805608237687832e-13,2.0570145339351263e-14,1.1881245853909727e-15,3.3898621306081079e-15,4.1848079959596949e-15,6.5257769066513642e-16,4.8774082625572384e-16,1.6337297343576557e-15,4.114246762156231e-16,1.5495869463205492e-15,3.3017102772175512e-16,9.2432244812531657e-18,1.346285865647824e-15,1.499747757791646e-18,3.8783187013216348e-16,1.1093187578994817e-16,1.5930279974372878e-16,2.68441597076988e-15,6.5943028267670277e-16,3.3934542686176855e-16,1.4831339835907248e-15,4.8073867410562344e-17,4.7230216920777197e-24,1.7718798916647073e-16,4.6521189545075194e-16,4.7885752845347528e-16,9.9414948632526316e-17,7.2128098792225417e-17,4.6066077069561521e-16
8.262778779999999e-08,0.3481269103708966,89.099999999999994,0.0,0.0,0.0,0.99999999999772404,10.999999999998385,7.4176596699824045e-13,1.0659786982818243e-13,7.0329562252442123e-13,6.2139399515284261e-13,6.8624396518666817e-13,4.8272917253217438e-14,9.8742107322744576e-14,6.5764229839896032e-15,4.8925945095066188e-15,2.2302099225379359e-15,3.6684676270495872e-14,2.0507146786451607e-13,3.082520806618994e-14,1.3277298227610593e-14,3.146345145896339e-13,2.3544748426230031e-13,2.2338888224042977e-13,3.3829725610241489e-14,1.7908691586893299e-13,6.7281162974872209e-14,2.1408056483233631e-13,2.3106358041560778e-14,1.4686198183973041e-15,4.0472052363397191e-15,5.4864489824360072e-15,7.8100893406021111e-16,6.043575018454035e-16,2.141416721140964e-15,4.9151627266344639e-16,1.9674344170468752e-15,3.723954627746807e-16,9.8504212868962806e-18,1.5919801586440945e-15,1.9676020882717839e-18,5.1629635641945185e-16,1.6140787375015416e-16,2.1764926163695571e-16,3.2083667858870267e-15,8.6213667470941594e-16,4.1725886235237021e-16,1.5770914142152555e-15,7.0886312292858761e-17,5.5849630664368395e-24,2.3406589732726754e-16,5.4630361427173146e-16,6.3011479481154431e-16,1.3546750974808739e-16,8.0537996133433329e-17,6.0430900280608319e-16
9.772728219999999e-08,0.3481269103708964,89.099999999999994,0.0,0.0,0.0,0.99999999999730727,10.999999999997895,8.3992621638764323e-13,1.2798291033307555e-13,7.897513538024679e-13,6.887276260089709e-13,7.7096948932571969e-13,4.8790939372663989e-14,1.0291806845905757e-13,7.5316928755988411e-15,5.5639792529599105e-15,2.4913866508985515e-15,4.4071661456986099e-14,2.5852223844009165e-13,3.6996779738105834e-14,1.5638126462355422e-14,4.1943051421533576e-13,3.1892891757130334e-13,3.0019368792815494e-13,3.8840072297914483e-14,2.1941034770843886e-13,9.0540203769711004e-14,2.8716873767946826e-13,2.8208053755005362e-14,2.124388766867343e-15,5.5151230958573954e-15,8.7448502201723914e-15,1.0615729986242797e-15,8.7765060048774073e-16,3.4103761694943953e-15,6.6901836929476404e-16,2.952071725905479e-15,4.5886346735677155e-16,1.0958790037311814e-17,2.1137877766893701e-15,3.137945260294062e-18,8.4620174247272317e-16,3.0906181521959591e-16,3.7535885189837149e-16,4.3779623398839391e-15,1.3736099029954808e-15,5.9281007987760246e-16,1.7652744565695496e-15,1.3910759377285926e-16,7.4155614511801626e-24,3.7735627418387834e-16,7.2301017572584981e-16,1.016573130317473e-15,2.3259421016333269e-16,9.7578028773731645e-17,9.6906418779431695e-16
9.999999999999998e-08,0.3481269103708961,89.099999999999994,0.0,0.0,0.0,0.99999999999724443,10.999999999997815,8.539117565798266e-13,1.3125136757791961e-13,8.0192198608426788e-13,6.9803972489534041e-13,7.8290351419414802e-13,4.8868162891753365e-14,1.0346880696463056e-13,7.6774257335931381e-15,5.6664207069546689e-15,2.5306913842664626e-15,4.5196338412922907e-14,2.6668475765240238e-13,3.7936128075269501e-14,1.5992082033045791e-14,4.3604605397907023e-13,3.323376114457049e-13,3.1244600196034299e-13,3.9591222811461321e-14,2.2545692790579686e-13,9.4263797181626589e-14,2.9881253743504155e-13,2.8978497803161937e-14,2.234048461685548e-15,5.7533899528709033e-15,9.3136316946729055e-15,1.106289118306336e-15,9.2341389776319993e-16,3.6316142723670599e-15,6.9768407897512945e-16,3.1172088822125389e-15,4.720845882695018e-16,1.1114286041903464e-17,2.1953168398002968e-15,3.3420879651479309e-18,9.0481516027959662e-16,3.3755821177175091e-16,4.0437621427000869e-16,4.567635935062459e-15,1.4635275164466234e-15,6.2134706797484996e-16,1.7941576130746394e-15,1.5246661952411027e-16,7.70158060108405e-24,4.0247631706404515e-16,7.5129102127913257e-16,1.0851063057723661e-15,2.5042924846965298e-16,1.0017070295333803e-16,1.0334674392483428e-15
1.1282677659999999e-07,0.3481269103708961,89.099999999999994,0.0,0.0,0.0,0.99999999999688993,10.999999999997364,9.2923142059257014e-13,1.49941861632187e-13,8.6680922566295959e-13,7.4699573301869674e-13,8.465597695566628e-13,4.9328540257851386e-14,1.063085774481334e-13,8.5097783183092757e-15,6.2513918481247613e-15,2.7526951444982131e-15,5.1611265977216397e-14,3.1319681227851966e-13,4.3292545659296567e-14,1.7986512225575127e-14,5.3350302891958244e-13,4.1185913374820301e-13,3.8467581111857363e-13,4.3822723404035155e-14,2.5944123643388653e-13,1.1629306726619442e-13,3.6738009576920886e-13,3.3336470639171284e-14,2.9064672515539406e-15,7.1811661191574262e-15,1.2919776731595789e-14,1.3695313360409388e-15,1.2042706793838176e-15,5.0325505812191853e-15,8.6876254913741805e-16,4.1305939269887042e-15,5.4759565285456286e-16,1.1941328330972471e-17,2.6676686781632246e-15,4.6352362578672168e-18,1.2823851728101407e-15,5.3459598623400464e-16,5.9728820280574377e-16,5.7026744014013467e-15,2.0381015859060243e-15,7.9183938801106361e-16,1.9624307205107465e-15,2.4608666665803113e-16,9.3586788941304503e-24,5.623697811943107e-16,9.1941877504703927e-16,1.5264787143940329e-15,3.6881385546811733e-16,1.1495232435737761e-16,1.4465890894364964e-15
1.2792627099999998e-07,0.34812691037089566,89.099999999999994,0.0,0.0,0.0,0.99999999999647227,10.999999999996799,1.0105548728119832e-12,1.7247716828512881e-13,9.3557207067929821e-13,7.9762348955673207e-13,9.1407772246456013e-13,4.9872432855840343e-14,1.0922591305588199e-13,9.5127185723164584e-15,6.9557371923110203e-15,3.0152021012017134e-15,5.9318668795191072e-14,3.6872437387042072e-13,4.972414656502298e-14,2.0333426075077172e-14,6.5538437349348982e-13,5.1325619810487449e-13,4.757889267971017e-13,4.8775329938456565e-14,2.9920211097457958e-13,1.4427977253999862e-13,4.5371667559987094e-13,3.8492386668295035e-14,3.8134606140330949e-15,9.0392469833871842e-15,1.8043701501157509e-14,1.7005466786397934e-15,1.5834827417132984e-15,7.0183441159711229e-15,1.0900072695465584e-15,5.4962934021704098e-15,6.3821988268222703e-16,1.2814282599514419e-17,3.2461810030167785e-15,6.4692261880081185e-18,1.8340021410621123e-15,8.5745668056211432e-16,8.9480532751824191e-16,7.1747829386101624e-15,2.8675686817540579e-15,1.0111441797091605e-15,2.1764175799613044e-15,4.0307716931617425e-16,1.1388207962642667e-23,7.9130033731841191e-16,1.1368205041344992e-15,2.1723877794843999e-15,5.5097364554163248e-16,1.326993635994691e-16,2.0469029570352588e-15
1.4302576539999997e-07,0.34812691037089516,89.099999999999994,0.0,0.0,0.0,0.99999999999605393,10.999999999996204,1.0846827151086291e-12,1.9559376700424434e-13,9.9700897128228826e-13,8.4180151308980025e-13,9.7445854627613572e-13,5.038718684780243e-14,1.1183209075012259e-13,1.0542595833915795e-14,7.6779863135003177e-15,3.2798014032901139e-15,6.7208729821019905e-14,4.2489383451604854e-13,5.6301543409541238e-14,2.268731195609299e-14,7.8384424410037233e-13,6.2223829795401865e-13,5.7261686414332378e-13,5.3690568091201227e-14,3.387401247665002e-13,1.742742229317838e-13,5.4531581735647022e-13,4.3678684991408074e-14,4.8427589422453419e-15,1.1084318882483996e-14,2.4130832726015243e-14,2.0509911647669831e-15,2.0139731577097448e-15,9.3708560116424109e-15,1.3320742934458391e-15,7.0425166042024195e-15,7.3049469641556534e-16,1.3591686230156303e-17,3.8442111726501885e-15,8.6428770370506097e-18,2.5085033031300141e-15,1.2974746330834756e-15,1.2790523372846744e-15,8.787450397354411e-15,3.8720192892103426e-15,1.2478853542953708e-15,2.4130137877266427e-15,6.2218556984728774e-16,1.3486209269513311e-23,1.0658289836442885e-15,1.3772642096248062e-15,2.9655111119301112e-15,7.8580755204833936e-16,1.5084291047062115e-16,2.7786108462404166e-15
1.5812525979999997e-07,0.34812691037089455,89.099999999999994,0.0,0.0,0.0,0.99999999999563516,10.999999999995582,1.1523238769505289e-12,2.1929837182367126e-13,1.0519738294786614e-12,8.8052957865010938e-13,1.0285267588242769e-12,5.087844518063839e-14,1.142288028195936e-13,1.1601047599310515e-14,8.4186843844779111e-15,3.5470437777387526e-15,7.5296249126138005e-14,4.8156214453222876e-13,6.3033741923025584e-14,2.505496971470851e-14,9.1784593057211847e-13,7.3801203809980941e-13,6.7435528371870475e-13,5.8570632943518344e-14,3.7805569665897908e-13,2.0607849392454963e-13,6.4142984703789999e-13,4.8894377354355619e-14,5.9908475441985989e-15,1.3312067969905418e-14,3.1181122325022456e-14,2.4178077368961362e-15,2.4940006117030298e-15,1.208753440407404e-14,1.5942430754573878e-15,8.7631395184613394e-15,8.2427547486474653e-16,1.4285687169885396e-17,4.4582150563328146e-15,1.1153897671213566e-17,3.3118193269978703e-15,1.8744799727138563e-15,1.7608319394371855e-15,1.053459882508543e-14,5.0598664710319505e-15,1.4996229578545754e-15,2.6765956938981579e-15,9.1619469696899184e-16,1.564024934328949e-23,1.3873059590947632e-15,1.6433258865262987e-15,3.9158738430435046e-15,1.0798761254349134e-15,1.6940652932754505e-16,3.6491038957726326e-15
1.7322475419999996e-07,0.3481269103708939,89.099999999999994,0.0,0.0,0.0,0.99999999999521583,10.999999999994937,1.2141188232511691e-12,2.4359892990763221e-13,1.1012210657246988e-12,9.1465111716077843e-13,1.0770114524377753e-12,5.1367766813847725e-14,1.1648793559559772e-13,1.2689574804220286e-14,9.1782330118486225e-15,3.8173165684830829e-15,8.3595579083710031e-14,5.3862239916316075e-13,6.9928712175122416e-14,2.7441863019688002e-14,1.0565118083990109e-12,8.5986218634336904e-13,7.8029623012181356e-13,6.3421182989434897e-14,4.17131217668062e-13,2.3951886709794248e-13,7.4140915447877658e-13,5.4136982172501234e-14,7.2535481392667972e-15,1.5718819792823871e-14,3.9183427555098174e-14,2.7984059500178042e-15,3.0215131290641371e-15,1.516147497503551e-14,1.875790677541782e-15,1.0652359524949708e-14,9.1947878980433659e-16,1.4906837265627176e-17,5.0857416606620761e-15,1.3995950045126592e-17,4.248513272698426e-15,2.6080277483422557e-15,2.3505337146212151e-15,1.2410804566718179e-14,6.4382078251845964e-15,1.7642527559494508e-15,2.9705269340984424e-15,1.2984129698648097e-15,1.784172964208552e-23,1.7568653763907091e-15,1.9379636281000638e-15,5.0324548790874543e-15,1.439527151551311e-15,1.8841522747077057e-16,4.6647278736092895e-15
1.8832424859999996e-07,0.34812691037089316,89.099999999999994,0.0,0.0,0.0,0.99999999999479572,10.999999999994268,1.2706462058783444e-12,2.685042254311966e-13,1.1454174279368471e-12,9.4487809824839459e-13,1.1205578766380145e-12,5.1863041345002152e-14,1.1865632095078901e-13,1.3809734469848003e-14,9.9570949932918346e-15,4.0909647408996127e-15,9.2120413498085057e-14,5.9599809330548755e-13,7.6993339401271158e-14,2.9852308250189724e-14,1.1990984229749901e-12,9.8714388793182301e-13,8.8981651592875365e-13,6.8244650106535151e-14,4.5596437137576723e-13,2.7444299453241163e-13,8.4468951383499048e-13,5.9405320569721107e-14,8.6261974546658504e-15,1.8301494037740066e-14,4.8117860912490758e-14,3.1905916870540066e-15,3.5942344894796342e-15,1.8582384094008442e-14,2.1760387838418902e-15,1.2704459901698898e-14,1.0160602444158585e-15,1.5464318209584201e-17,5.7251471583608031e-15,1.7159543806149141e-17,5.3218977284796177e-15,3.5172000551155031e-15,3.0580825838889799e-15,1.44112198424144e-14,8.0130278523798478e-15,2.0399355291501422e-15,3.2973668294159743e-15,1.7825442473977254e-15,2.0084883313286891e-23,2.1754918677365149e-15,2.2644281757482503e-15,6.3232928426744157e-15,1.8708675242518487e-15,2.0789025803013434e-16,5.8309104685112473e-15
2.0342374299999995e-07,0.34812691037089244,89.099999999999994,0.0,0.0,0.0,0.99999999999437506,10.99999999999358,1.3224278828899749e-12,2.9402359202366734e-13,1.185150813200841e-12,9.7180900086888185e-13,1.1597358407278014e-12,5.2359065925085485e-14,1.2076007629852685e-13,1.4963044529846452e-14,1.0755715136114308e-14,4.3682673424545628e-15,1.0088387305689496e-13,6.536380611847985e-13,8.4233614636058488e-14,3.228970654978344e-14,1.3449784281658556e-12,1.1192768022312054e-12,1.0023690459060862e-12,7.3040586763722968e-14,4.9456727375957757e-13,3.1071758412959957e-13,9.5078263932295847e-13,6.4699461092525439e-14,1.0103778625119115e-14,2.1057528073459836e-14,5.7957525939811444e-14,3.5925150134160702e-15,4.2097275938080362e-15,2.2337288884180081e-14,2.4943508914782629e-15,1.4913811553629625e-14,1.1140052602114224e-15,1.5966100400150797e-17,6.3754029291369109e-15,2.0632695850196554e-17,6.534129802991779e-15,4.6204640963104402e-15,3.89290299459186e-15,1.6531515251224489e-14,9.7893450358228787e-15,2.3250634397227479e-15,3.6590058866885783e-15,2.3825794259110774e-15,2.2366101765093536e-23,2.6440629559086538e-15,2.6261993034273278e-15,7.7955659017586981e-15,2.3797432784023434e-15,2.2784843188775069e-16,7.1522567069004241e-15
2.1852323739999994e-07,0.3481269103708917,89.099999999999994,0.0,0.0,0.0,0.99999999999395373,10.999999999992875,1.3699349609575259e-12,3.2016659362015323e-13,1.2209406730670029e-12,9.959493079727236e-13,1.1950494973606777e-12,5.2850070478310143e-14,1.2281371419591744e-13,1.6150903219494202e-14,1.1574442914250154e-14,4.6494182638095671e-15,1.0989857540378921e-13,7.1150654326184902e-13,9.165483902294588e-14,3.4756793516172729e-14,1.4936199379468102e-12,1.2557380644718984e-12,1.1174725966379839e-12,7.7808510794400553e-14,5.3295236501865512e-13,3.4822558026500469e-13,1.0592651219474574e-12,7.0019535520195482e-14,1.1681068774755235e-14,2.398476649605135e-14,6.8670486971379804e-14,4.0026082845694256e-15,4.8654654766075689e-15,2.6411340623493991e-14,2.8301113834542818e-15,1.7274963846756563e-14,1.2133190513112146e-15,1.6419126989818225e-17,7.0358879637101813e-15,2.4401676608868862e-17,7.8863326423288144e-15,5.9355225049756323e-15,4.863884430076247e-15,1.8767811948977447e-14,1.1771380325624579e-14,2.6182359607203433e-15,4.0568195694183038e-15,3.1126660295179579e-15,2.4683206381137625e-23,3.1633942006556368e-15,3.0269117632646762e-15,9.4556874209191493e-15,2.9717200411148873e-15,2.4830432999213882e-16,8.6326613121499322e-15
2.4872222619999993e-07,0.3481269103708898,89.099999999999994,0.0,0.0,0.0,0.99999999999310885,10.999999999991426,1.453781384017394e-12,3.7436189672486997e-13,1.2824665335650906e-12,1.037488499756402e-12,1.2558112375792781e-12,5.381190449209049e-14,1.2680485067792608e-13,1.8635555142692561e-14,1.3273416549807955e-14,5.22380273132458e-15,1.2872939608758634e-13,8.2782589550693149e-13,1.0705810658390461e-13,3.9788193428598887e-14,1.7974629755726852e-12,1.5398121983607037e-12,1.3536969919247344e-12,8.726202544767414e-14,6.0909800938690502e-13,4.2654416712604791e-13,1.2819861673212362e-12,8.0736363786045262e-14,1.5113341198098195e-14,3.0345922976960913e-14,9.2570140138205178e-14,4.8422212698721349e-15,6.287350937837728e-15,3.5450848516734326e-14,3.5515894542982206e-15,2.2431878274636719e-14,1.4161331273578928e-15,1.7202248542565845e-17,8.3865102568817794e-15,3.2766017226320446e-17,1.1010539757478759e-14,9.267643518972781e-15,7.2471752180083862e-15,2.3574876857681232e-14,1.6366110377079274e-14,3.2240525198962273e-15,4.964383651347203e-15,5.0198587622498862e-15,2.942144114245157e-23,4.357411822718038e-15,3.9602173944379626e-15,1.3361701755879302e-14,4.4258114790022217e-15,2.9076187475770381e-16,1.208311362465264e-14
2.789212149999999e-07,0.34812691037088783,89.099999999999994,0.0,0.0,0.0,0.99999999999226086,10.999999999989925,1.5251085375789559e-12,4.3116434655362265e-13,1.3330571639384198e-12,1.0721745645119885e-12,1.3058250729999012e-12,5.4772132572797366e-14,1.30690648806109e-13,2.1273535729831433e-14,1.5055962725339003e-14,5.814835131102664e-15,1.4870290555820251e-13,9.4478133462981162e-13,1.2323400037172987e-13,4.4959154631448943e-14,2.1077812961725724e-12,1.8361371393639714e-12,1.5956878555736771e-12,9.6615823291449947e-14,6.8441940704624513e-13,5.0871661205964541e-13,1.5104762517494213e-12,9.1550456519153242e-14,1.8880422910086104e-14,3.7373632063409408e-14,1.1950651062476577e-13,5.7010422675538493e-15,7.839460565864413e-15,4.5563170304535771e-14,4.3358384458960783e-15,2.8135546676889128e-14,1.6246908331543469e-15,1.7853369564732912e-17,9.7761960881067359e-15,4.2125052007956605e-17,1.4686572042081937e-14,1.3637319520585627e-14,1.0268064026784884e-14,2.8808592346756818e-14,2.1819137477548494e-14,3.8495597498709694e-15,6.0239591259041138e-15,7.6170071392866607e-15,3.4296718076795314e-23,5.763655958140222e-15,5.0948117795063862e-15,1.8079992264814937e-14,6.2718591964434934e-15,3.3535439151630545e-16,1.620217282764362e-14
3.091202037999999e-07,0.3481269103708858,89.099999999999994,0.0,0.0,0.0,0.99999999999140987,10.999999999988381,1.5862904762840464e-12,4.9064236773343034e-13,1.3750978158422318e-12,1.1019188677698035e-12,1.3474216124032448e-12,5.5739028556180805e-14,1.3451676220646608e-13,2.4073916141819925e-14,1.6923752109296027e-14,6.4229262289601696e-15,1.6990057295093228e-13,1.0622450493469351e-12,1.4020606342353392e-13,5.0277350767790953e-14,2.4225264417179775e-12,2.1420999950629999e-12,1.8412887828851511e-12,1.0587651360880508e-13,7.5894934959425937e-13,5.9421604121383638e-13,1.7429659049077196e-12,1.0245805371932863e-13,2.294106624496626e-14,4.5060064402115441e-14,1.4915443379588162e-13,6.5730375303057353e-15,9.502134788721073e-15,5.6606997270508037e-14,5.1785455568900008e-15,3.4348744672340538e-14,1.8391877782835761e-15,1.8402703522001397e-17,1.1205503087585715e-14,5.2347893088267518e-17,1.8896000705908146e-14,1.9153077217116749e-14,1.3978031494667223e-14,3.4449612688518752e-14,2.8145617485614925e-14,4.4889237265722807e-15,7.2354430937017086e-15,1.1014281986274435e-14,3.9310993454791501e-23,7.3882535172769242e-15,6.4612166951668633e-15,2.3641070348748143e-14,8.543997680238432e-15,3.8214947085801749e-16,2.1002854028885142e-14
3.393191925999999e-07,0.3481269103708838,89.099999999999994,0.0,0.0,0.0,0.99999999999055533,10.999999999986805,1.639252612377193e-12,5.5285657496526879e-13,1.410443983325189e-12,1.1280811166323859e-12,1.3824208088373468e-12,5.6692207695355237e-14,1.3830264496517188e-13,2.7044751554111132e-14,1.8878002394527613e-14,7.0481729063697092e-15,1.9239604282036855e-13,1.1801383829383979e-12,1.5799237337999171e-13,5.5747044162834217e-14,2.7402272211768022e-12,2.4555894711510904e-12,2.0888459483230125e-12,1.1504445284638809e-13,8.3274975965321473e-13,6.8263557553176725e-13,1.9781462836383892e-12,1.13458235101003e-13,2.7256495710422145e-14,5.3400001330517098e-14,1.8119180563421158e-13,7.4538772843256888e-15,1.125700868965011e-14,6.8444471393220573e-14,6.0757140323420897e-15,4.1036422012889313e-14,2.0597959532484677e-15,1.8873261089715679e-17,1.2675524093076934e-14,6.3306806199749297e-17,2.3612558116362099e-14,2.590834740595639e-14,1.8420425065033861e-14,4.0482111904712658e-14,3.5355774519229741e-14,5.1377877942710206e-15,8.5956945929116286e-15,1.5317322449905266e-14,4.4468101154997069e-23,9.2374412087579687e-15,8.0893131518087215e-15,3.0068839170836657e-14,1.127201429247553e-14,4.3119772178134959e-16,2.6492844183596942e-14
3.695181813999999e-07,0.3481269103708815,89.099999999999994,0.0,0.0,0.0,0.99999999998969757,10.999999999985201,1.685555799817691e-12,6.1785871802083244e-13,1.4405397175267433e-12,1.1516305184381403e-12,1.4122446327472378e-12,5.7625061617404905e-14,1.4205244657674397e-13,3.0193138375491535e-14,2.0919560150657354e-14,7.6904507502687247e-15,2.1625547390867868e-13,1.298414349016871e-12,1.7660678458670293e-13,6.13701145101489e-14,3.0598242432441435e-12,2.7749002475176988e-12,2.3370936114812521e-12,1.2412277784139947e-13,9.0586465620585227e-13,7.7365989219775074e-13,2.2150538850418601e-12,1.245489029083237e-13,3.1791087848762581e-14,6.2390061662422678e-14,2.1531163467833545e-13,8.3404446377041271e-15,1.3087320068508951e-14,8.094580829479411e-14,7.0235832450681267e-15,4.8165870531626475e-14,2.2866431134192196e-15,1.9282620483417172e-17,1.4187369099973834e-14,7.4881510236321916e-17,2.880448778524721e-14,3.3982107178646845e-14,2.3631091172733946e-14,4.68930126693116e-14,4.3456283277238563e-14,5.7929303926640385e-15,1.0099373837400964e-14,2.0625863559745614e-14,4.9771935248178363e-23,1.1317599397585954e-14,1.0007788221934925e-14,3.738187166419594e-14,1.448166077467292e-14,4.8253999885176162e-16,3.2675753521129138e-14
3.9971717019999987e-07,0.34812691037087906,89.099999999999994,0.0,0.0,0.0,0.99999999998883615,10.999999999983572,1.7264652558290544e-12,6.8569133774904724e-13,1.4665106056097092e-12,1.1732635794773788e-12,1.4380060255380066e-12,5.855103671158706e-14,1.4577437136174954e-13,3.3525391956797988e-14,2.3049104345017531e-14,8.3495452454091595e-15,2.4153770843485949e-13,1.4170334365099834e-12,1.9605975917697078e-13,6.7146744820094119e-14,3.3805484411069413e-12,3.0986549390844971e-12,2.5850644718473954e-12,1.3311850101819765e-13,9.7831358025439134e-13,8.6704344818344431e-13,2.4529819572738089e-12,1.3572618219483172e-13,3.6512707721891978e-14,7.2028179951421134e-14,2.5122946790427692e-13,9.2304775918524076e-15,1.4978053516991385e-14,9.3992045273395413e-14,8.0186065770260955e-15,5.5706626224829585e-14,2.5197983341898236e-15,1.9644278864003642e-17,1.5741839913689799e-14,8.6961735098114373e-17,3.4436532373947233e-14,4.3439845330991904e-14,2.963907350042401e-14,5.3671378359767921e-14,5.2451289576835189e-14,6.4519993825495748e-15,1.1739672022881041e-14,2.7032801985117419e-14,5.5225308617211875e-23,1.3635256766054174e-14,1.2243719760219661e-14,4.5594450413143241e-14,1.819500409258646e-14,5.3620738422176758e-16,3.9552094253246945e-14
4.2991615899999986e-07,0.34812691037087684,89.099999999999994,0.0,0.0,0.0,0.99999999998797084,10.999999999981927,1.7630059968748671e-12,7.563880032460688e-13,1.4892346235156094e-12,1.193484305524406e-12,1.4605771504698218e-12,5.9476157931528615e-14,1.4948190121296292e-13,3.704703701434993e-14,2.5267148925104995e-14,9.0251658029704509e-15,2.6829466937995512e-13,1.5359590725783653e-12,2.1635913899047163e-13,7.3075903507205909e-14,3.7018377628475554e-12,3.4257416633495703e-12,2.8320217037259119e-12,1.4203677372296289e-13,1.0501222185086697e-12,9.6259453952232133e-13,2.6914150981931236e-12,1.4698700993111357e-13,4.1392761552636775e-14,8.2313307075179968e-14,2.8868694142897756e-13,1.0122324492510099e-14,1.6915949285973071e-14,1.0747622516775496e-13,9.0574752233512025e-15,6.3630130069953867e-14,2.7592749785180608e-15,1.9968639225659595e-17,1.7339337553779918e-14,9.9448326406403001e-17,4.0471549108705906e-14,5.4334770632700815e-14,3.6467351559840295e-14,6.0807949233505799e-14,6.2343116782824955e-14,7.1132771582513912e-15,1.3508825447775643e-14,3.4623656534650775e-14,6.0829628113473996e-23,1.6197051129668239e-14,1.4822319467955188e-14,5.471739635662526e-14,2.2430802953848128e-14,5.9222209139370887e-16,4.7120020957108201e-14
4.6011514779999985e-07,0.34812691037087445,89.099999999999994,0.0,0.0,0.0,0.99999999998710187,10.999999999980263,1.7960076080641987e-12,8.299739237446278e-13,1.5093961573043623e-12,1.2126573899458874e-12,1.4806413652599705e-12,6.0393607135113202e-14,1.5318360467547374e-13,4.0762807168062834e-14,2.7574028461387363e-14,9.7169399042992766e-15,2.9657179336719702e-13,1.6551655917524816e-12,2.375107381401722e-13,7.9155622757397869e-14,4.0232812798596781e-12,3.7552638984142452e-12,3.0774074383966291e-12,1.5087982678243021e-13,1.121328494248821e-12,1.0601632789602723e-12,2.9299812266362044e-12,1.5832964065986542e-13,4.6406060095648436e-14,9.3245180279661708e-14,3.274526572142335e-13,1.1014778614457602e-14,1.8889422703855916e-14,1.2130351041759316e-13,1.0137110255140716e-14,7.1909563149955342e-14,3.0050421612308096e-15,2.0263727403716783e-17,1.8979927785849882e-14,1.122533561996874e-16,4.6871799475686683e-14,6.670914249745121e-14,4.4133582708448163e-14,6.8294787921402861e-14,7.3132745859231644e-14,7.7755053153704365e-15,1.5398457316664099e-14,4.3476335691770321e-14,6.6585124454991481e-23,1.9009662736745848e-14,1.7766800200980511e-14,6.4758731759197818e-14,2.7204889722262971e-14,6.506008490054309e-16,5.5375890392664516e-14
4.903141365999998e-07,0.34812691037087196,89.099999999999994,0.0,0.0,0.0,0.99999999998622902,10.99999999997859,1.8261409558397286e-12,9.0646671049593403e-13,1.5275283616270239e-12,1.2310461050000795e-12,1.498733833984934e-12,6.1300225215402981e-14,1.5688085789279304e-13,4.4676732209150591e-14,2.9969964622946087e-14,1.0424444442409264e-14,3.2640837528954834e-13,1.774638918116497e-12,2.595187297353374e-13,8.5383169941997186e-14,4.3445789900940015e-12,4.0864995312048386e-12,3.3208025692421085e-12,1.5965043203871558e-13,1.1919643982270999e-12,1.1596320965526921e-12,3.168415125337547e-12,1.6975208143068194e-13,5.1530592641442097e-14,1.0482411465409781e-13,3.6732164112720459e-13,1.1906959187304633e-14,2.0888442702019493e-14,1.3539074604192032e-13,1.1254625851168232e-14,8.0519852648014847e-14,3.2570333326905697e-15,2.0535738005164883e-17,2.0663415304540889e-14,1.2529972131507714e-16,5.3599964461492333e-14,8.0595587952655488e-14,5.2650803531688358e-14,7.6125000068777744e-14,8.4820164021727559e-14,8.4377756998171211e-15,1.7399871453117821e-14,5.3661128398259742e-14,7.249111247418191e-23,2.2079755558865314e-14,2.1098311670651011e-14,7.5724220176623838e-14,3.2530533769198383e-14,7.1135622466302522e-16,6.431469743633593e-14
