Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493)
5.0331647e-08,0.2719026052376094,89.099999999999994,0.0,0.0,0.0,0.99999999999999201,10.999999999999995,2.2055732571099878e-15,1.8289747053616665e-15,2.1964557813560059e-15,1.9222090294030527e-15,2.1425566090939081e-15,3.0573376795980977e-16,3.0656756501332461e-16,6.2296692395423927e-17,5.1356710850809929e-17,2.5493009289930842e-17,7.4157602199293898e-16,4.2873609062820303e-16,6.2804458959957056e-16,2.9728885017817198e-16,8.1685633610008526e-16,6.0791925575946209e-16,6.0047969054822629e-16,3.1896986897303247e-17,2.9751246660977306e-16,2.5715381841139906e-17,5.8238024086269865e-16,9.4157100016707953e-17,7.1156356103508906e-19,2.9924194341541647e-18,5.0387364736387406e-18,7.220514321943859e-19,3.0754973049822547e-19,2.1741943508259536e-18,6.2913597506178403e-20,4.5328176825147771e-19,1.8515852742010721e-18,1.9376827375705742e-21,1.5061441690089307e-17
6.7108863e-08,0.27190260523760934,89.099999999999994,0.0,0.0,0.0,0.99999999999998934,10.999999999999989,2.760294870747086e-15,2.4403606957431937e-15,2.7460896525854396e-15,2.342979669815684e-15,2.6788456699704245e-15,3.3782030503544173e-16,3.3929973087695306e-16,6.6165901264761803e-17,5.4133996191958467e-17,2.6743582054084177e-17,1.0056378041409241e-15,6.4219423065718298e-16,8.5173967134581137e-16,3.973104350654946e-16,1.3096188641186079e-15,9.9260923648888277e-16,9.7884685153226774e-16,3.7587904413208329e-17,4.5541979053221571e-16,4.1736433074347108e-17,9.4808079920440742e-16,1.4100361845151031e-16,1.2095718852935387e-18,4.7751780445998357e-18,1.0448841274437937e-17,1.2297580586994736e-18,5.2474854224441995e-19,4.523046596007661e-18,1.0137437599406037e-19,9.0477170439045785e-19,2.5772968338436012e-18,2.1962382202359643e-21,2.6295207676013074e-17
9.999999999999998e-08,0.27190260523760934,89.099999999999994,0.0,0.0,0.0,0.99999999999998401,10.999999999999982,3.7013100627949344e-15,3.6404162220332787e-15,3.6761869358978989e-15,3.0123514427362093e-15,3.5863901174175032e-15,3.7613126000890045e-16,3.7909016592680717e-16,7.3678366681043885e-17,5.9516603108470984e-17,2.908869453984169e-17,1.5233724079120752e-15,1.0858264818896719e-15,1.2903538755929466e-15,5.8731937694295747e-16,2.4317402334065999e-15,1.8944843207142264e-15,1.8632459936645042e-15,4.6435724317141165e-17,7.859450169429857e-16,7.9044916291549354e-17,1.8006538048924659e-15,2.3828180106556385e-16,2.4334028347089459e-18,8.8821219546323674e-18,2.7019009008861876e-17,2.4304064463548843e-18,1.0614751846944254e-18,1.1750519318665003e-17,1.8749694293540972e-19,2.193925789188048e-18,4.0332845118078802e-18,2.6158953549371176e-21,5.4471777728154253e-17
1.00663295e-07,0.27190260523760934,89.099999999999994,0.0,0.0,0.0,0.9999999999999839,10.999999999999982,3.7182910853739017e-15,3.6646368139474348e-15,3.6929349288333518e-15,3.0237312801825871e-15,3.6027324722810753e-15,3.7656879552916089e-16,3.7956044925138689e-16,7.3828871592363897e-17,5.9624303888588425e-17,2.9134534782996076e-17,1.5338139307277627e-15,1.0951156445246915e-15,1.2992000595324665e-15,5.91068338192658e-16,2.4564957264166884e-15,1.9146841604587493e-15,1.8830241943608337e-15,4.6582695136607455e-17,7.9289597892026997e-16,7.9877670526371399e-17,1.8196949069308519e-15,2.4031762524945213e-16,2.461455001539905e-18,8.9732806438380064e-18,2.743441945724958e-17,2.4574162390237122e-18,1.0738101127975999e-18,1.1932001422233641e-17,1.8937979139975715e-19,2.2254276933123194e-18,4.0630995766305583e-18,2.6231698913372185e-21,5.5123826507967264e-17
1.34217727e-07,0.27190260523760934,89.099999999999994,0.0,0.0,0.0,0.99999999999997846,10.999999999999973,4.4658301910937345e-15,4.8910558325495442e-15,4.4283888906140244e-15,3.4931416361963591e-15,4.3203691441662219e-15,3.8941444094426073e-16,3.9412661639111235e-16,8.1478526610871054e-17,6.5103671793973007e-17,3.1402841596025229e-17,2.0619675541869391e-15,1.5747889392507796e-15,1.7466807269453975e-15,7.7534972335095473e-16,3.8155641774578532e-15,3.0488950266622341e-15,2.9906985814567608e-15,5.3135973641846403e-17,1.1521972771779921e-15,1.2645820553825904e-16,2.8835870214533458e-15,3.4535040380749638e-16,4.0941587526581429e-18,1.4052060507207148e-17,5.5127986565920095e-17,3.9656944865963735e-18,1.7949824030245348e-18,2.407237760610739e-17,2.9222073344834828e-19,4.2223452716589066e-18,5.599672421981604e-18,2.9299478196666502e-21,9.3500851214147737e-17
2.01326591e-07,0.27190260523760934,89.099999999999994,0.0,0.0,0.0,0.99999999999996769,10.999999999999956,5.5089129178078093e-15,7.3491357768908871e-15,5.44838699103455e-15,4.0571134693695261e-15,5.3155667011943136e-15,3.9678445890109674e-16,4.0481095000540226e-16,9.6762898332222853e-17,7.6051492879116284e-17,3.5604438303779033e-17,3.1181721705508761e-15,2.5544928249938225e-15,2.641683607396629e-15,1.1172520582550314e-15,6.9107437368987465e-15,5.7723769191694532e-15,5.6303552248374319e-15,6.4489664180734386e-17,1.8844075956843e-15,2.3779687776242563e-16,5.4003590672609048e-15,5.5940179822944829e-16,8.4234365522548929e-18,2.6244145477723322e-17,1.5426505569867272e-16,7.4833734234562575e-18,3.7336674863772389e-18,6.8038986907669345e-17,5.3429067464463606e-19,1.0530625772964144e-17,8.8152923203452591e-18,3.3191805244814897e-21,1.9710792988818675e-16
2.617245686e-07,0.27190260523760934,89.099999999999994,0.0,0.0,0.0,0.99999999999995792,10.999999999999938,6.0615175499501286e-15,9.5664621503642534e-15,5.982745214204499e-15,4.2790126448870324e-15,5.8367886460363346e-15,3.9452434019873626e-16,4.0527559848773057e-16,1.1052310419546586e-16,8.5910214038260188e-17,3.9054016725997319e-17,4.0686195997894533e-15,3.4468582479302886e-15,3.4472150082760377e-15,1.3978813144029379e-15,9.9840218188084608e-15,8.6118838806891669e-15,8.3594916926474316e-15,7.3834523820791042e-17,2.5485190199183829e-15,3.5380150730596884e-16,7.9804130983888314e-15,7.5393390553892768e-16,1.3415195521583343e-17,3.9146397962374846e-17,2.9652512379580925e-16,1.1031591418569534e-17,6.0008509460565868e-18,1.317876006347435e-16,7.9084222679140936e-19,1.8822324612783061e-17,1.185389889315069e-17,3.4925931271307119e-21,3.1762452113623861e-16
3.2212254620000004e-07,0.27190260523760934,89.099999999999994,0.0,0.0,0.0,0.99999999999994815,10.999999999999918,6.3942892538609489e-15,1.1787615409556934e-14,6.3006514748527844e-15,4.3768463731629046e-15,6.1466938673699296e-15,3.929984603691526e-16,4.0621056850402173e-16,1.2428303933594082e-16,9.5770635240317253e-17,4.2237944171373132e-17,5.0189414257939443e-15,4.3394362560126174e-15,4.2527774544913458e-15,1.6569501427904815e-15,1.3182444675867605e-14,1.1671831709483691e-14,1.1276262163520433e-14,8.3212570359965976e-17,3.2095250820675839e-15,4.7933363632488615e-16,1.0713661142349699e-14,9.4822105066720284e-16,1.9316591096491528e-17,5.3491276237988945e-17,4.9294553389425305e-16,1.4746192476714457e-17,8.7186863036168595e-18,2.2075457519302714e-16,1.082211131277815e-18,2.9593481098416783e-17,1.5007614061397133e-17,3.5817585587238402e-21,4.5985215523196847e-16
3.825205238e-07,0.27190260523760923,89.099999999999994,0.0,0.0,0.0,0.99999999999993838,10.999999999999899,6.5921145796173414e-15,1.401207593818619e-14,6.486931765378723e-15,4.4196984932215911e-15,6.328055074457142e-15,3.9312978639867447e-16,4.0862557358604946e-16,1.3804079218424045e-16,1.0563112127722471e-16,4.5194519027562972e-17,5.9691394608903667e-15,5.2308767755177406e-15,5.0583725798244198e-15,1.8976261500343414e-15,1.6436355966881732e-14,1.486648355188518e-14,1.4295932933213736e-14,9.2710897204355301e-17,3.8666394926653742e-15,6.1133696914490233e-16,1.3517308397496756e-14,1.1420575772408394e-15,2.604208082566581e-17,6.9096936483443553e-17,7.4481944987229934e-16,1.8534541142585369e-17,1.1858804061176932e-17,3.3606259508071714e-16,1.4080056580086313e-18,4.2829708761571808e-17,1.8259544574181439e-17,3.6282447341144851e-21,6.2060182866046166e-16
4.429185014e-07,0.2719026052376092,89.099999999999994,0.0,0.0,0.0,0.99999999999992861,10.999999999999879,6.7107577337190364e-15,1.6239530350646976e-14,6.5968101735326027e-15,4.4418117517031554e-15,6.4347563690476551e-15,3.9395799576376168e-16,4.1165627804227482e-16,1.5179668070951767e-16,1.1549194257991531e-16,4.7959019685413646e-17,6.9192133736237265e-15,6.1218745341107394e-15,5.8640000898850462e-15,2.1227543582567456e-15,1.971104636548187e-14,1.8139523600005888e-14,1.7363555511661026e-14,1.0223958049584803e-16,4.5207175835880276e-15,7.4787477500038042e-16,1.6338472036981001e-14,1.3356552785152795e-15,3.3523978466933194e-17,8.5872901946073814e-17,1.0519907226611988e-15,2.2350509376974457e-17,1.5399876210631427e-17,4.7823033683784921e-16,1.768142399458537e-18,5.8511136802456455e-17,2.1594496269311106e-17,3.6546050070368067e-21,7.9700844240182645e-16
5.03316479e-07,0.27190260523760923,89.099999999999994,0.0,0.0,0.0,0.99999999999991884,10.99999999999986,6.778758826214064e-15,1.846983052883725e-14,6.6582879563461785e-15,4.4558083610624036e-15,6.4941155738671838e-15,3.9494389522569577e-16,4.1481372189073733e-16,1.6555089632532994e-16,1.2535326251665831e-16,5.0555737628681659e-17,7.8691629896969872e-15,7.0128554478143798e-15,6.6696597957151241e-15,2.3342946830411123e-15,2.2993615296025079e-14,2.1462132922069985e-14,2.0451422526441532e-14,1.117481993390483e-16,5.1722444150023877e-15,8.8798589495716151e-16,1.9151060225309824e-14,1.5291328573272629e-15,4.1719439253095924e-17,1.0378542052637379e-16,1.4136711003402854e-15,2.6176985383877763e-17,1.9329043682774288e-17,6.4736899978785587e-16,2.1625105141306652e-18,7.6622064551533375e-17,2.50020019302867e-17,3.6702898988113737e-21,9.8709826163247361e-16
6.241124342e-07,0.2719026052376092,89.099999999999994,0.0,0.0,0.0,0.99999999999989941,10.999999999999821,6.8466715047185717e-15,2.2938569641460866e-14,6.7171797694721866e-15,4.4815037350054061e-15,6.5499541073761728e-15,3.968498205122389e-16,4.2106280341707099e-16,1.9305396428962201e-16,1.4507710042934456e-16,5.5357241867800749e-17,9.7686898477869073e-15,8.7951003847596676e-15,8.2810759297246836e-15,2.7256440077510687e-15,2.9559400305499231e-14,2.8171416851697531e-14,2.6608799243844405e-14,1.3065598663399434e-16,6.4682045613908087e-15,1.1761968005335854e-15,2.4680329196354755e-14,1.9158425637322078e-15,6.0062584883962948e-17,1.4295857946962852e-16,2.2929276441788116e-15,3.3831058512227974e-17,2.8298538633264299e-17,1.0657035710295352e-15,3.0528310216604641e-18,1.2004581722185917e-16,3.1986449574044541e-17,3.6909827871004274e-21,1.3992320232917618e-15
7.449083894e-07,0.2719026052376091,89.099999999999994,0.0,0.0,0.0,0.99999999999987998,10.999999999999778,6.8984402365033978e-15,2.7417818420384374e-14,6.7621782058512007e-15,4.5177937412883263e-15,6.5917299395684358e-15,3.9854920174004413e-16,4.2715081670851165e-16,2.205498819458388e-16,1.6480252936720726e-16,5.9777478354606242e-17,1.1667720485712349e-14,1.057772500728379e-14,9.8926207842105096e-15,3.0861252161423274e-15,3.6111510748301271e-14,3.4890768191695217e-14,3.2673479851493911e-14,1.4940868692733829e-16,7.7549480765827262e-15,1.4726647862023967e-15,3.0026421259675024e-14,2.3022444968506997e-15,8.0764465048560677e-17,1.8655524375408616e-16,3.3668267458004967e-15,4.1467438203129287e-17,3.8682845292142859e-17,1.5885494318677052e-15,4.0767910318961412e-18,1.7294217181022615e-16,3.9135725904194711e-17,3.7138979534856596e-21,1.8424507736015709e-15
8.657043445999999e-07,0.27190260523760906,89.099999999999994,0.0,0.0,0.0,0.99999999999986056,10.999999999999737,6.953187665908177e-15,3.1907507754345704e-14,6.8104730521488112e-15,4.5586725426827155e-15,6.6362422421073144e-15,4.0020750277628473e-16,4.332231113830231e-16,2.4803846236956354e-16,1.8452938257812043e-16,6.3933195836758027e-17,1.3566255450476136e-14,1.2360611730879115e-14,1.1504294232749778e-14,3.4251968928866652e-15,4.2655653671996348e-14,4.1600890982337409e-14,3.8632316722270854e-14,1.6802415539627317e-16,9.0324901673770329e-15,1.7768306797154527e-15,3.5189930079635792e-14,2.6882942230187654e-15,1.0360109909025835e-16,2.3458669293863298e-16,4.6184544682263416e-15,4.9093779089169154e-17,5.0422840551673698e-17,2.2121718019946154e-15,5.232251515390067e-18,2.3516170600857257e-16,4.6399327586143571e-17,3.7391959118653311e-21,2.3072297066160122e-15
9.865002997999999e-07,0.271902605237609,89.099999999999994,0.0,0.0,0.0,0.99999999999984113,10.999999999999696,7.0011458367266214e-15,3.6407688065150728e-14,6.8518502529328557e-15,4.5967064732883418e-15,6.6735849271546968e-15,4.0189648330225396e-16,4.393275094964607e-16,2.7552007745376706e-16,2.0425796795951854e-16,6.7898197237912509e-17,1.5464294750730005e-14,1.4143749250328282e-14,1.3116095674983881e-14,3.7488213116056221e-15,4.919933197161062e-14,4.8311648956616409e-14,4.4499520210382827e-14,1.8651135354330294e-16,1.0300924780583557e-14,2.089027149913249e-15,4.0197154741006188e-14,3.0739683123868119e-15,1.2838805606904375e-16,2.870686220383659e-16,6.031473201184744e-15,5.6720036244313058e-17,6.3468779004718992e-17,2.932488995193378e-15,6.5171271303743551e-18,3.0655744581980216e-16,5.3745415356263942e-17,3.7623135608417737e-21,2.7875646002268056e-15
9.999999999999997e-07,0.2719026052376089,89.099999999999994,0.0,0.0,0.0,0.99999999999983902,10.999999999999691,7.0061366306164338e-15,3.6911262224141085e-14,6.8560977910725186e-15,4.6008451675006014e-15,6.6773672591144015e-15,4.0208655180353923e-16,4.4001130236572713e-16,2.7859087705385429e-16,2.064628595767732e-16,6.8331250092219753e-17,1.5676381695664967e-14,1.4343041632061324e-14,1.3296232469900604e-14,3.7841737410943538e-15,4.9930534548260652e-14,4.9061603678248107e-14,4.5149632503905842e-14,1.8856948635905321e-16,1.04421216569572e-14,2.1244127861054782e-15,4.0747574270220698e-14,3.1170462720670076e-15,1.3127219827278958e-16,2.9320994115045492e-16,6.198827033587313e-15,5.7572226223835072e-17,6.5005714457544017e-17,3.018837681542156e-15,6.6686711500275831e-18,3.151001285673301e-16,5.4570736447975918e-17,3.7647968862981359e-21,2.8420653706413846e-15
