Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24)
1.7039350000000003e-09,0.2202046010689805,89.099999999999994,0.0,0.0,0.0,0.99999999999665445,10.999999999999813,1.4097719647669334e-12,6.2902065790838891e-14,1.4024203246643636e-12,1.3533231307077279e-12,1.3575242701684824e-12,4.2876569818411948e-13,4.617500336971737e-13,2.0923666174659418e-14,1.7267433982397247e-14,8.6322427635578151e-15,6.7835020531986538e-15,2.9303551427409935e-14,5.6810006570194615e-15,2.8091202908957544e-15,2.1863753825145873e-14,1.4723256351037903e-14,1.4605222942836781e-14,4.3825547284680313e-14,9.7370413267488698e-15,1.2288601842509188e-14,1.4111771796052534e-14,4.634043813854921e-15,2.8668531602567816e-17,5.0757922048409426e-16,4.8955585055695265e-18,1.9927266853065914e-17,1.0005453757580045e-17,1.6964656679324642e-18,8.376318786138025e-18,1.235285618718513e-18,2.7880185070122444e-17,6.7827331604623592e-17,4.9662385471997954e-18,5.9399134819772477e-21,0.0
2.228223e-09,0.2202046010689825,89.099999999999994,0.0,0.0,0.0,0.99999999999562494,10.999999999999705,1.8391195727877621e-12,8.2576421354073888e-14,1.8266358291057122e-12,1.7615361816568731e-12,1.7685692270334854e-12,5.3967899544111786e-13,5.938302689010001e-13,2.545400599175847e-14,2.0970161689338908e-14,1.0481376491999412e-14,1.0759549729470269e-14,4.9397376777195358e-14,9.0393869336770165e-15,4.4565803815162233e-15,3.7158726824054532e-14,2.5068095358266431e-14,2.4837731567175939e-14,6.9094673673487546e-14,1.9792478359836051e-14,2.0863423721635609e-14,2.399205771315358e-14,7.709307044138397e-15,5.9902522533215308e-17,8.9076579976446708e-16,1.2934698091472524e-17,4.2085874100215921e-17,2.1039701622751603e-17,4.5030865930297888e-18,2.1162536781048565e-17,3.9375516420630564e-18,5.4370432189081905e-17,7.9182501205679692e-17,1.2411410906255167e-17,1.9224780458971068e-20,0.0
2.7525110000000004e-09,0.22020460106898443,89.099999999999994,0.0,0.0,0.0,0.99999999999459543,10.999999999999574,2.2663916945516591e-12,1.0239717012722934e-13,2.2474518260621883e-12,2.1659606382139091e-12,2.1764859118532415e-12,6.420408325732593e-13,7.2150227721865229e-13,2.94278912066845e-14,2.4191381842984671e-14,1.208812510996099e-14,1.5285138477362745e-14,7.4402191278977245e-14,1.2879343428688218e-14,6.331379282237578e-15,5.6425942159096077e-14,3.8133989211869478e-14,3.7738943214508938e-14,9.7581344269100722e-14,3.4265653641020845e-14,3.1650042585241386e-14,3.6444177869344521e-14,1.1462222469850913e-14,1.0662060756858756e-16,1.3912298866387632e-15,2.7721234252641455e-17,7.559634382709586e-17,3.7672709093365745e-17,9.6918963960358959e-18,4.3488069234676265e-17,9.7084999593972479e-18,9.051357944023643e-17,9.0596327968613888e-17,2.5250075983898881e-17,4.8058218864067597e-20,0.0
3.2767990000000006e-09,0.22020460106898637,89.099999999999994,0.0,0.0,0.0,0.99999999999356592,10.999999999999419,2.691599383015053e-12,1.223641378572634e-13,2.6648992285841664e-12,2.5666454229292252e-12,2.5812873658027843e-12,7.3659699539364392e-13,8.4495088907058511e-13,3.299135015767523e-14,2.7051711132375038e-14,1.3512329512364692e-14,2.021508475282908e-14,1.0412831110854502e-13,1.7080280589598078e-14,8.3725004214061124e-15,7.9618752431157611e-14,5.3904038137586652e-14,5.3282083315043043e-14,1.2831459282661374e-13,5.3442739365194273e-14,4.461706860675443e-14,5.1440096287760783e-14,1.583692814811132e-14,1.7108470507993397e-16,2.0128320915862648e-15,5.1986610581649667e-17,1.2225752601864678e-16,6.0796644693306309e-17,1.8249842786760909e-17,7.8257895240570576e-17,2.0394556882319525e-17,1.3596657325680334e-16,1.0209003649883012e-16,4.5001007351350571e-17,1.0233235687378663e-19,0.0
3.801087000000001e-09,0.22020460106898826,89.099999999999994,0.0,0.0,0.0,0.99999999999253641,10.999999999999241,3.1147535063912666e-12,1.4247740303998917e-13,3.0790083419288814e-12,2.9636366207857589e-12,2.9829880727516206e-12,8.2400565467021736e-13,9.6435045753993494e-13,3.6245129584327482e-14,2.9636117400334337e-14,1.4796070964277e-14,2.5449217126874159e-14,1.383966451816954e-13,2.1557257315356623e-14,1.0537380569053719e-14,1.0669196670031523e-13,7.2361610256231306e-14,7.1440922374943324e-14,1.6064345172612473e-13,7.7371505529676291e-14,5.9735024015521191e-14,6.8952365417029004e-14,2.0783561651347433e-14,2.5505652107084691e-16,2.7579302972674688e-15,8.8717670996658062e-17,1.83465997254892e-16,9.1138119377920468e-17,3.1270679641114728e-17,1.2809635621879998e-16,3.8323286214719138e-17,1.8991505012336608e-16,1.1343749513549801e-16,7.2960579295464567e-17,1.9501280593727602e-19,0.0
4.325375000000001e-09,0.22020460106899015,89.099999999999994,0.0,0.0,0.0,0.9999999999915069,10.999999999999041,3.5358645727046498e-12,1.6273687153045136e-13,3.4898083547131361e-12,3.356977242492275e-12,3.3816034916223629e-12,9.0483597589453172e-13,1.0798621958129835e-12,3.9255309653129776e-14,3.2001692804508852e-14,1.5967588878649829e-14,3.0921827165843801e-14,1.7704143486208858e-13,2.6253205125774388e-14,1.2797740308977888e-14,1.3760252519589502e-13,9.3490617246150247e-14,9.2190214985808924e-14,1.9415673213820385e-13,1.0594239899036076e-13,7.6976701869242939e-14,8.8954576578390972e-14,2.6258587161050872e-14,3.5991209248436165e-16,3.6277840107066766e-15,1.4098485656531085e-16,2.6025993872642837e-16,1.2928950857002054e-16,4.9895010217441194e-17,1.951398088025542e-16,6.6163991230509215e-17,2.5142309775716839e-16,1.2459217631042632e-16,1.1010475196504725e-16,3.4167687626673704e-19,0.0
4.849663000000001e-09,0.22020460106899198,89.099999999999994,0.0,0.0,0.0,0.9999999999904774,10.999999999998822,3.9549428327325976e-12,1.8314231484820648e-13,3.897327611028237e-12,3.7467082923098437e-12,3.7771498380892444e-12,9.7958897654711419e-13,1.1916364492095691e-12,4.2069316048013667e-14,3.4189933942273371e-14,1.7047422931067956e-14,3.6585754199846525e-14,2.1990793587176379e-13,3.1126646617737866e-14,1.5133157664669334e-14,1.7230896882329281e-13,1.1727536539935618e-13,1.1550546157930528e-13,2.2856711427602337e-13,1.3898483940852178e-13,9.6316669927735122e-14,1.1142110304485418e-13,3.222347462137724e-14,4.8682620017236547e-16,4.6231080009776983e-15,2.1183109201871765e-16,3.5342920536609694e-16,1.757682910877785e-16,7.5270904741663015e-17,2.8098457693711949e-16,1.06757225636163e-16,3.1971847864111232e-16,1.3564664659009229e-16,1.5708810468625863e-16,5.5995493172647538e-19,0.0
5.373951000000002e-09,0.22020460106899367,89.099999999999994,0.0,0.0,0.0,0.99999999998944789,10.999999999998581,4.3719985369133625e-12,2.036935366989395e-13,4.3015943641775495e-12,4.1328704495439349e-12,4.1696438628810485e-12,1.0487388443001849e-12,1.2998195057241324e-12,4.4730634057943325e-14,3.6238678887149803e-14,1.8054330767022177e-14,4.2397757167642372e-14,2.6684548335960726e-13,3.6139760220547047e-14,1.7524984778445284e-14,2.1077013382657067e-13,1.4370016649163858e-13,1.4136224952818033e-13,2.6361033675218336e-13,1.7632981047375867e-13,1.1773008255389834e-13,1.3632640916795896e-13,3.8641733927325025e-14,6.3693887661716836e-16,5.7445275479012087e-15,3.0426999140305683e-16,4.6367318943790083e-16,2.310771176883631e-16,1.0854681772843707e-16,3.8694843775492133e-16,1.6296043150781272e-16,3.9418871017212569e-16,1.4666187342988903e-16,2.1441337057160925e-16,8.6850891256031079e-19,0.0
5.898239000000002e-09,0.2202046010689954,89.099999999999994,0.0,0.0,0.0,0.99999999998841838,10.999999999998318,4.7870420722312913e-12,2.2439043480512861e-13,4.7026371721845246e-12,4.515504728279098e-12,4.5591028842529828e-12,1.1127482098487315e-12,1.4045566229200787e-12,4.7281563131974465e-14,3.8184601159109893e-14,1.900650313503528e-14,4.8315774932690859e-14,3.1770440172422079e-13,4.1255887788515442e-14,1.9955142492026372e-14,2.5294451636539123e-13,1.7274912885330229e-13,1.6973590902044184e-13,2.990285607970905e-13,2.1781247079522539e-13,1.4119216461113071e-13,1.6364469395745248e-13,4.5477762569678065e-14,8.1138516224445437e-16,6.9926429355828998e-15,4.2132736040411176e-16,5.9165032918332159e-16,2.9571769286857152e-16,1.508836556060916e-16,5.1424754102420688e-16,2.3759801524397236e-16,4.7426680184760473e-16,1.5760360252234651e-16,2.8253598719083376e-16,1.2866724611466909e-18,0.0
6.9468150000000015e-09,0.22020460106899878,89.099999999999994,0.0,0.0,0.0,0.99999999998635947,10.999999999997739,5.6111337411486172e-12,2.662207514308318e-13,5.4951633462233535e-12,5.2703478959569218e-12,5.3289889657857166e-12,1.2269558094879869e-12,1.6042376258414819e-12,5.2151762352416688e-14,4.1857664072568162e-14,2.0791139903619327e-14,6.0370895672399662e-14,4.3062444542938064e-13,5.1707549106163399e-14,2.4887205123184247e-14,3.4827102304269496e-13,2.3865666955385811e-13,2.339368185709993e-13,3.704315240448728e-13,3.1228025026604444e-13,1.9416886106866113e-13,2.2541877725685876e-13,6.0278257173463623e-14,1.237040933794653e-15,9.8692465644938422e-15,7.4145714217589309e-16,9.0257679908496114e-16,4.5473183715396662e-16,2.6747292169280636e-16,8.3638717669335234e-16,4.5366915815857795e-16,6.4895196646575687e-16,1.7924283661091539e-16,4.5221417183424305e-16,2.5358587106701596e-18,0.0
7.870975676844623e-09,0.22020460106900158,89.099999999999994,0.0,0.0,0.0,0.99999999998454481,10.999999999997163,6.3308721167145939e-12,3.0356975060531389e-13,6.1832346331542006e-12,5.9243082213758919e-12,5.9976426820831151e-12,1.3142532792246459e-12,1.770082701991523e-12,5.6284961364972775e-14,4.4941310129605366e-14,2.2275609360944313e-14,7.1141433504867976e-14,5.4182471683706154e-13,6.1073447190281823e-14,2.9271293827780354e-14,4.4421157837509727e-13,3.0529451716523513e-13,2.9863280263190944e-13,4.3346671148300526e-13,4.0703696938281848e-13,2.4743213085163918e-13,2.876207952620231e-13,7.4421700757607546e-14,1.7016235610322961e-15,1.282451931044053e-14,1.134465371763916e-15,1.2390630666431895e-15,6.2989575585512218e-16,4.1173826722283459e-16,1.1981534341760416e-15,7.3266720420555745e-16,8.1655096403201102e-16,1.9796874326610606e-16,6.3931413779944497e-16,4.2094237091533036e-18,0.0
8.795136353689244e-09,0.2202046010690043,89.099999999999994,0.0,0.0,0.0,0.99999999998273015,10.999999999996533,7.0445095941817178e-12,3.4136948631514813e-13,6.8616992531842767e-12,6.5678788296763216e-12,6.6571484178441862e-12,1.3908002983737749e-12,1.9271098530208214e-12,6.0325508631247652e-14,4.793479539250505e-14,2.3704175720468645e-14,8.1992407546577628e-14,6.6325712139927108e-13,7.0530240405404238e-14,3.3665596041685658e-14,5.5110249558089872e-13,3.7985498664650707e-13,3.7079487741577337e-13,4.9634308136490999e-13,5.1121460703837697e-13,3.0673260418866878e-13,3.5695025833967109e-13,8.9456903025818459e-14,2.2543679043036172e-15,1.6171513228386195e-14,1.6480206035083293e-15,1.6350247843823693e-15,8.3998569246032844e-16,6.0160043404934015e-16,1.6345579486845195e-15,1.1097851103451427e-15,9.9493585673419208e-16,2.1643038834696894e-16,8.6131933372235642e-16,6.5512489648482273e-18,0.0
9.719297030533865e-09,0.22020460106900694,89.099999999999994,0.0,0.0,0.0,0.99999999998091549,10.99999999999585,7.7521011059845535e-12,3.7961922147748085e-13,7.5307043282031833e-12,7.2012610190364375e-12,7.3076173115544994e-12,1.4580358923906536e-12,2.075925780505721e-12,6.4303092669667948e-14,5.0867529563847292e-14,2.5091787588657361e-14,9.289429160167855e-14,7.9429254989898238e-13,8.0048542224453237e-14,3.8057362053040596e-14,6.6873622128968992e-13,4.622543303249813e-13,4.5029630350601537e-13,5.5895827996087243e-13,6.2360650180456701e-13,3.7196134708100148e-13,4.3327497081169151e-13,1.0527112064882898e-13,2.8990936175735255e-15,1.9908057505505009e-14,2.2974943307294512e-15,2.0907901910250172e-15,1.0868973728712891e-15,8.4336159714454102e-16,2.1460138266628857e-15,1.5981459188157933e-15,1.1827573752133756e-15,2.3468289221856137e-16,1.1173802750514491e-15,9.6900449086197529e-18,0.0
9.999999999999999e-09,0.2202046010690094,89.099999999999994,0.0,0.0,0.0,0.99999999998036426,10.999999999995632,7.9658349394028509e-12,3.9132612848701839e-13,7.7320558792418764e-12,7.391656213890089e-12,7.5034175167017202e-12,1.4768082736851024e-12,2.1195878891832458e-12,6.5501997983638083e-14,5.1749505189338464e-14,2.5506808483087245e-14,9.6212481899130788e-14,8.3590423191746682e-13,8.2948575152563427e-14,3.9389472022606334e-14,7.0656214671265944e-13,4.8882161406880938e-13,4.7587810139296307e-13,5.7791611429721205e-13,6.5920334402580634e-13,3.9293170540778165e-13,4.5782295072038379e-13,1.1021353097277813e-13,3.113684979303981e-15,2.1119780244672165e-14,2.5239354206809398e-15,2.2410678195234581e-15,1.1694626232147435e-15,9.2801028346615899e-16,2.3162000025805893e-15,1.7703044519485383e-15,1.2415151237449249e-15,2.401841390931776e-16,1.2017343722901824e-15,1.0820805285494986e-17,0.0
1.0643457707378486e-08,0.2202046010690094,89.099999999999994,0.0,0.0,0.0,0.99999999997910083,10.999999999995115,8.4537011308046079e-12,4.1831831218710506e-13,8.1903946069205254e-12,7.8246517691341404e-12,7.949162737210885e-12,1.5172016128618073e-12,2.2170939651857097e-12,6.8237156521636863e-14,5.3758960373512935e-14,2.6448504955573034e-14,1.0382775297280046e-13,9.3434556384081071e-13,8.9608918976604438e-14,4.2438645728839374e-14,7.9690972191296117e-13,5.5240963137278135e-13,5.3701247544031824e-13,6.2126151943640086e-13,7.431348789027618e-13,4.4301477814010319e-13,5.1646512965147835e-13,1.2176694739469682e-13,3.6393865258039218e-15,2.4031911647057001e-14,3.0976398451386238e-15,2.6063159343495061e-15,1.3724458563595308e-15,1.1431843956310901e-15,2.7322545146005569e-15,2.2093082702875299e-15,1.3790316353239934e-15,2.527040656654305e-16,1.4063671154119451e-15,1.3754680120622405e-17,0.0
1.1567618384223107e-08,0.22020460106901182,89.099999999999994,0.0,0.0,0.0,0.99999999997728617,10.999999999994332,9.1493637843401768e-12,4.5746612953797742e-13,8.8409127337683016e-12,8.4382443411113658e-12,8.5818997095820124e-12,1.5693784058429046e-12,2.351139653102478e-12,7.2142556958685899e-14,5.6623729713318424e-14,2.7782023879026433e-14,1.1477802361624521e-13,1.0828693623880619e-12,9.9196737097372759e-14,4.6803764168232285e-14,9.3542392239484627e-13,6.5023867698351782e-13,6.3082068491456665e-13,6.8321953342244399e-13,8.6885105803058875e-13,5.1979379020781099e-13,6.0639310164037628e-13,1.3885951687978947e-13,4.4786490739263766e-15,2.8540898843789334e-14,4.0626159793252459e-15,3.1813151118074435e-15,1.6983873351693573e-15,1.5070916123135962e-15,3.3926636157598852e-15,2.953277291134777e-15,1.5829871048446572e-15,2.7047094220264604e-16,1.7270383456983078e-15,1.8872915108672305e-17,0.0
1.2491779061067728e-08,0.22020460106901418,89.099999999999994,0.0,0.0,0.0,0.99999999997547151,10.999999999993502,9.8391428131140241e-12,4.9706202310798617e-13,9.4823992354628384e-12,9.0422282660563275e-12,9.2059444209728926e-12,1.615505960231342e-12,2.4785521607274515e-12,7.6029923652861576e-14,5.9472332508465946e-14,2.9097986362771066e-14,1.2573454131769165e-13,1.2393534769187934e-12,1.0880150605496574e-13,5.1149009478125903e-14,1.0840836474885753e-12,7.5565997694454664e-13,7.3160013076071672e-13,7.4481733285193212e-13,9.9991703410952031e-13,6.0220336077562036e-13,7.0293345444712814e-13,1.5647498437007989e-13,5.4200972452791072e-15,3.3432886037491246e-14,5.2060036453165943e-15,3.8153127169334582e-15,2.0664197389762252e-15,1.9409669288425602e-15,4.1264143969130949e-15,3.8386203484297274e-15,1.7939846708455689e-15,2.8799624557160169e-16,2.0780990748775922e-15,2.5170815399377857e-17,0.0
1.4340100414756972e-08,0.2202046010690186,89.099999999999994,0.0,0.0,0.0,0.99999999997184219,10.99999999999171,1.1201263065365749e-11,5.7759552712022751e-13,1.0738828751231526e-11,1.0222109592154954e-11,1.042842479377127e-11,1.6927863163595143e-12,2.7152710907721894e-12,8.3774351659868186e-14,6.5145590802860855e-14,3.1691138806516356e-14,1.4764269316175612e-13,1.574326604494428e-12,1.2803734879298371e-13,5.9773372222630563e-14,1.4110782059169643e-12,9.8895714954987585e-13,9.5359916279486406e-13,8.6696074849839274e-13,1.2751927002376786e-12,7.835521116442509e-13,9.1536078539973137e-13,1.9302490888256526e-13,7.621499897952781e-15,4.4357466153048099e-14,8.0795339830944195e-15,5.2577407895474967e-15,2.9352647456767853e-15,3.0414605395553225e-15,5.8100037486647112e-15,6.0616091382828885e-15,2.2350107436253774e-15,3.2235360755218891e-16,2.8660964603635071e-15,4.1799224650588157e-17,0.0
1.6188421768446214e-08,0.22020460106902276,89.099999999999994,0.0,0.0,0.0,0.99999999996821287,10.99999999998975,1.2540484252016902e-11,6.5991394230562867e-13,1.1960764768229887e-11,1.1365738214605231e-11,1.161754334824571e-11,1.7543106541146906e-12,2.9305241550109583e-12,9.1494605773041474e-14,7.0804643559123748e-14,3.4244183748277463e-14,1.6952826853686566e-13,1.9358303268466351e-12,1.4729052542909146e-13,6.8309462707823885e-14,1.776408131152648e-12,1.2516642384783268e-12,1.2020814520881453e-12,9.8783379584846413e-13,1.5640490095126435e-12,9.8637093626691675e-13,1.1527882787938897e-12,2.3100157189968458e-13,1.0265823274482433e-14,5.6789514640462237e-14,1.1815679034417612e-14,6.9273839786163477e-15,3.9914800575444976e-15,4.4889299601660546e-15,7.7741901011895149e-15,8.9229639178173381e-15,2.6987787691143398e-15,3.5583595576130631e-16,3.7597408605772983e-15,6.4604137955723637e-17,0.0
1.8036743122135456e-08,0.2202046010690265,89.099999999999994,0.0,0.0,0.0,0.99999999996458355,10.999999999987635,1.3857222745773725e-11,7.4401265681564492e-13,1.3149255563072242e-11,1.247450013666068e-11,1.2774237958514603e-11,1.8039919799331168e-12,3.1271386598175526e-12,9.9195812651274279e-14,7.6456271846709015e-14,3.6763648313913546e-14,1.9138627213954967e-13,2.3208823147816576e-12,1.665542217214082e-13,7.6763399623781038e-14,2.178646236978186e-12,1.5431563176233458e-12,1.4761488077917797e-12,1.1076220576829029e-12,1.8627653358939172e-12,1.2100163825816431e-12,1.4142922785685593e-12,2.7009591565263189e-13,1.3372845255799838e-14,7.0714092410618766e-14,1.6503257603566496e-14,8.8170742212600826e-15,5.2468139596875652e-15,6.3253897989435859e-15,1.0009761155142027e-14,1.2451841616642423e-14,3.1827970260921891e-15,3.884481477421818e-16,4.7488788014831699e-15,9.4507549694379056e-17,0.0
1.98850644758247e-08,0.22020460106903006,89.099999999999994,0.0,0.0,0.0,0.99999999996095423,10.999999999985368,1.5151889089471315e-11,8.2988724541891134e-13,1.4305317160770158e-11,1.354972752162956e-11,1.3899437260523699e-11,1.8447634910738899e-12,3.3075603910828237e-12,1.0688054473345048e-13,8.2103726398039633e-14,3.9254036703477285e-14,2.1321425461541239e-13,2.7268877019438512e-12,1.858251466838581e-13,8.5142064512376781e-14,2.6164204034423478e-12,1.8628202515439068e-12,1.7749319672215852e-12,1.2264713115479881e-12,2.1685538628082159e-12,1.4538833845821325e-12,1.6989833713955217e-12,3.1007580017582902e-13,1.6960153931317751e-14,8.6117562721685449e-14,2.2222924945407546e-14,1.0919356994593915e-14,6.7123431355694826e-15,8.5906524996793931e-15,1.2507946511667761e-14,1.6665403419773279e-14,3.6849820900777278e-15,4.2021333882955201e-16,5.8242085143773682e-15,1.3238592328875558e-16,0.0
2.173338582951394e-08,0.22020460106903336,89.099999999999994,0.0,0.0,0.0,0.99999999995732491,10.999999999982963,1.642488813211714e-11,9.1753346297596006e-13,1.5429934446674599e-11,1.4592700897685045e-11,1.4994055689792352e-11,1.8788407335468531e-12,3.4739080093163068e-12,1.1455198484676102e-13,8.7750254704252465e-14,4.1719574025249505e-14,2.3500916186418952e-13,3.1515844379087616e-12,2.0510001045008348e-13,9.3451488161508181e-14,3.0884109603179726e-12,2.210054466960649e-12,2.0975895783828338e-12,1.3444840781120422e-12,2.4793238185444266e-12,1.7173992439041235e-12,2.0060052752812062e-12,3.507654682328921e-13,2.1043306056836354e-14,1.0298739353563303e-13,2.9047690134332043e-14,1.3226789338030061e-14,8.3985093827916693e-15,1.1322411494558337e-14,1.5260591371143998e-14,2.1571866806616834e-14,4.2034761746125787e-15,4.5116954760067056e-16,6.9773323777760304e-15,1.7907038813819116e-16,0.0
2.3581707183203183e-08,0.22020460106903642,89.099999999999994,0.0,0.0,0.0,0.9999999999536956,10.999999999980423,1.7676619108719476e-11,1.0069472589633379e-12,1.6524062159787407e-11,1.5604651029088959e-11,1.6058990478460304e-11,1.9078944155725119e-12,3.6280170057424453e-12,1.2221205921867119e-13,9.3397798099582371e-14,4.4163586337475701e-14,2.5676919012717845e-13,3.5929991062329958e-12,2.2437682796329756e-13,1.0169760351838497e-13,3.5933485187720132e-12,2.5842687600947659e-12,2.4433072903056755e-12,1.4617424094319994e-12,2.7935011526834567e-12,2.0000194845308928e-12,2.3345337366842362e-12,3.920319406016476e-13,2.5635941305675403e-14,1.2131190278066055e-13,3.7043405818154269e-14,1.5732030530672143e-14,1.0315138308813686e-14,1.4556328705431997e-14,1.8260024665153469e-14,2.7172839457824801e-14,4.7366200380074321e-15,4.8134614001228604e-16,8.2006510624399123e-15,2.3534847296686977e-16,0.0
2.5430028536892425e-08,0.2202046010690392,89.099999999999994,0.0,0.0,0.0,0.99999999995006628,10.999999999977758,1.8907475681268265e-11,1.0981247672227494e-12,1.7588625719710043e-11,1.6586760566070846e-11,1.7095119798561308e-11,1.9331665867432662e-12,3.771473773891538e-12,1.2986091196661437e-13,9.9046601071878902e-14,4.6588332353120935e-14,2.78494308259151e-13,4.0494126628982371e-12,2.436553097683152e-13,1.0988650378934244e-13,4.1300121844409008e-12,2.9848841478008487e-12,2.811296993763741e-12,1.5783175034306521e-12,3.1099129889841229e-12,2.3012249705323032e-12,2.683775551651956e-12,4.3377588527690262e-13,3.0749891168657511e-14,1.4108011325390642e-13,4.6269171847992794e-14,1.8427882768051849e-14,1.2471458929246714e-14,1.8326105160272416e-14,2.1498948578382248e-14,3.346488262826502e-14,5.2829518088382746e-15,5.1076645284122589e-16,9.4872749061385029e-15,3.0196564030897034e-16,0.0
2.7278349890581667e-08,0.22020460106904174,89.099999999999994,0.0,0.0,0.0,0.99999999994643696,10.999999999974975,2.0117845979328942e-11,1.1910622889547791e-12,1.8624522255752554e-11,1.7540166176631286e-11,1.8103300937996897e-11,1.9555941748377281e-12,3.9056547772802808e-12,1.3749788345320324e-13,1.0469610221244766e-13,4.8995469366498833e-14,3.0018528461761515e-13,4.5193210327182324e-12,2.6293597164344944e-13,1.1802407088566489e-13,4.6972273350484595e-12,3.4113326820770662e-12,3.2007958758971912e-12,1.694269617590466e-12,3.4276750146840942e-12,2.6205187568514574e-12,3.0529673152279166e-12,4.7592193627168027e-13,3.639532525643452e-14,1.6228164643662056e-13,5.6777821251897676e-14,2.1307345452271493e-14,1.4876133322219439e-14,2.2663564374886433e-14,2.4970383982642384e-14,4.0441071802841697e-14,5.8411796858272769e-15,5.3945532818747458e-16,1.0830956847272071e-14,3.796268976696213e-16,0.0
3.097499259796015e-08,0.22020460106904632,89.099999999999994,0.0,0.0,0.0,0.99999999993917843,10.999999999969061,2.2478652756326373e-11,1.3822033809526048e-12,2.0613765990962974e-11,1.9365192076936851e-11,2.0039139964159547e-11,1.9944891957780522e-12,4.1507863635797852e-12,1.5273523585754483e-13,1.1599618154224659e-13,5.3763214511142649e-14,3.4346620277036527e-13,5.4945390367341927e-12,3.0150467089490235e-13,1.3416538140127937e-13,5.9188351684779275e-12,4.339511664685303e-12,4.0413921246657298e-12,1.9244730156846517e-12,4.0648526914922527e-12,3.3114844079017354e-12,3.8482901885296158e-12,5.6121122556949597e-13,4.9313640986979612e-14,2.0894592077295157e-13,8.1825847302977013e-14,2.7590243160898723e-14,2.0462493081995466e-14,3.3159808130994933e-14,3.258454145978344e-14,5.6404887084999417e-14,6.9887824734425364e-15,5.9473747831970412e-16,1.3667563515533526e-14,5.7070611227534727e-16,0.0
3.41171740545054e-08,0.22020460106904957,89.099999999999994,0.0,0.0,0.0,0.99999999993300859,10.999999999963693,2.4424369494976435e-11,1.5501796088177697e-12,2.2222169886106472e-11,2.0835779418912043e-11,2.1604136681080126e-11,2.0235447521770861e-12,4.3394563551821509e-12,1.6564993965653889e-13,1.256032643424232e-13,5.7774705201217977e-14,3.8014886387668764e-13,6.3553700444184993e-12,3.3429516307770163e-13,1.4776593241389937e-13,7.0433844502098797e-12,5.2047374240820234e-12,4.8170393772129936e-12,2.1185081869957092e-12,4.6061458138014711e-12,3.9515199342562828e-12,4.5806196091670006e-12,6.3456874604243915e-13,6.2031418779145344e-14,2.5303351379059001e-13,1.0752966493632344e-13,3.3448752306568945e-14,2.6061316933424968e-14,4.4124849747538973e-14,3.9729881737156059e-14,7.2023193735684276e-14,7.9920454436232778e-15,6.3964947235182771e-16,1.6211811218501931e-14,7.7358394784525831e-16,0.0
3.725935551105065e-08,0.22020460106905224,89.099999999999994,0.0,0.0,0.0,0.99999999992683875,10.999999999958035,2.6315937264371046e-11,1.7231981387523655e-12,2.3758874957164795e-11,2.2237198510443388e-11,2.3099139860984153e-11,2.0504059310043219e-12,4.5139419566116885e-12,1.7853145100439083e-13,1.3521282874971688e-13,6.1755238245860624e-14,4.167332326129938e-13,7.2410264236317789e-12,3.6709087931251986e-13,1.6127487445862646e-13,8.2419351548282705e-12,6.1373259798858281e-12,5.6454120685047903e-12,2.3111438875985819e-12,5.1458308800677448e-12,4.6377994600907924e-12,5.361311577886807e-12,7.0859179088161e-13,7.6367642205161872e-14,3.0114098887394804e-13,1.3744579036820523e-13,3.9752107998846534e-14,3.2475323764870598e-14,5.7095162388822893e-14,4.7463556970206065e-14,8.9453098527206734e-14,9.0164613634638239e-15,6.827607225432808e-16,1.8857510671385637e-14,1.0164876269069601e-15,0.0
4.04015369675959e-08,0.22020460106905448,89.099999999999994,0.0,0.0,0.0,0.9999999999206689,10.999999999952102,2.8155101127895121e-11,1.9012450900146365e-12,2.5227533593302533e-11,2.3573841448396263e-11,2.4527704298453603e-11,2.0758979677375757e-12,4.6771131374586287e-12,1.9137906557551851e-13,1.4482414974353383e-13,6.5709553628186439e-14,4.5322055359907413e-13,8.1481419518735422e-12,3.9989232544158839e-13,1.7470731245355554e-13,9.509915510840064e-12,7.1347978490735854e-12,6.5234358788052602e-12,2.502461726440779e-12,5.6832039439899057e-12,5.3683811068505459e-12,6.1873927365272892e-12,7.8320743233462521e-13,9.2333549860138446e-14,3.5322948039385848e-13,1.7168519964599692e-13,4.6472777166920987e-14,3.9732458960484932e-14,7.2178267123331137e-14,5.5758496205307267e-14,1.086234545056967e-13,1.0058597783914102e-14,7.2416740617025836e-16,2.1588250217051625e-14,1.3018206407657339e-15,0.0
