Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394)
7.143413999999999e-10,0.27956262926274,89.099999999999994,0.0,0.0,0.0,0.99999999998418942,10.999999999999691,6.7162941524760523e-12,1.1701980351063055e-13,6.6812316689896725e-12,6.4561994066985114e-12,6.453722885754145e-12,2.2906055187182013e-12,2.4402918252408422e-12,4.6983862239356395e-14,3.861686585558189e-14,1.9307658246198406e-14,4.7566076931992927e-15,5.6920229675762083e-14,3.9620647712842003e-15,1.9649305563232988e-15,3.5681698089447363e-14,2.3932842063097568e-14,2.373427876612624e-14,1.6595722319673563e-13,1.1802556439863825e-14,5.77664610009313e-14,2.2891078952416367e-14,8.3294169735490222e-15,3.9934254935561947e-17,1.5459034192405823e-15,2.2477457324288194e-18,2.9043110991817492e-17,1.3083848274027202e-17,7.3350215582698802e-19,1.1406165680735142e-17,5.5821635115963365e-19,1.5986259243449467e-17,9.918086014329113e-16,9.1781233176631589e-19,7.6890336106701934e-22,1.0516045579716354e-19,1.396417099849518e-21,1.0516045579716354e-19
8.323061999999998e-10,0.27956262926274705,89.099999999999994,0.0,0.0,0.0,0.99999999998157851,10.999999999999599,7.8240852383238655e-12,1.3682186476869228e-13,7.7765605996410178e-12,7.516289053192533e-12,7.5128020866845656e-12,2.634404934189602e-12,2.8351980629137942e-12,5.3948640338201487e-14,4.4339788267083151e-14,2.2168536666231632e-14,6.3142386797756583e-15,7.7036729255451975e-14,5.2705279609603755e-15,2.6107687739426628e-15,4.8368749918242674e-14,3.2462122924210363e-14,3.2173084219875625e-14,2.2074135882754177e-13,1.8069332893004349e-14,7.8264506293747121e-14,3.1027126513531102e-14,1.1203415593659191e-14,6.1900005876352745e-17,2.1523763427301856e-15,3.9685864243716403e-18,4.4990751115647477e-17,2.0307481081882972e-17,1.2960014941950968e-18,1.9924968637404127e-17,1.1036378671732738e-18,2.4295823051304835e-17,1.1158603860785165e-15,1.5951961650198605e-18,1.4165807315946816e-21,1.8716882386048132e-19,2.9237921765040475e-21,1.8716882386048132e-19
9.999999999999999e-10,0.2795626292627611,89.099999999999994,0.0,0.0,0.0,0.99999999997786682,10.999999999999451,9.398224489299794e-12,1.6519431808456341e-13,9.3297502286538058e-12,9.0203445996173758e-12,9.0150633159031887e-12,3.1075863531313896e-12,3.3927322063824492e-12,6.3529354142516417e-14,5.220690600432713e-14,2.6100808268006522e-14,8.8387074002661941e-15,1.1076541872038347e-13,7.3989301941767949e-15,3.6591592291313429e-15,6.9700695055460232e-14,4.6818349550614925e-14,4.6361625596632007e-14,3.0986108239791134e-13,2.9991024345414939e-14,1.1269880651666857e-13,4.4704335500681645e-14,1.5969898554266953e-14,1.0454192922506668e-16,3.2129711865252716e-15,7.8357675491847464e-18,7.5906763546172382e-17,3.4359822035828795e-17,2.5615029278722791e-18,3.8753353801918407e-17,2.4996100090927743e-18,3.9924826335388902e-17,1.2840987595473492e-15,3.0805401869771723e-18,2.9304392235039714e-21,3.7379355835218337e-19,7.1027293616584151e-21,3.7379355835218337e-19
1.0682358e-09,0.2795626292627611,89.099999999999994,0.0,0.0,0.0,0.99999999997635658,10.999999999999384,1.0038534189049221e-11,1.7681341151505895e-13,9.9604515989097462e-12,9.6313778817614386e-12,9.6252394908320132e-12,3.2950408757676133e-12,3.6183148232654032e-12,6.7327115328240678e-14,5.5323170143236234e-14,2.7658231833135675e-14,9.9633785156966155e-15,1.2620273656807267e-13,8.3499142664058062e-15,4.1268202309332527e-15,7.9485974433831496e-14,5.3409242173833831e-14,5.2869937550800378e-14,3.4968480818842327e-13,3.5939194168712813e-14,1.2848320847495172e-13,5.09772666263772e-14,1.813269545286188e-14,1.2614080374867688e-16,3.713977834028267e-15,9.9897926226611689e-18,9.1549083434220775e-17,4.1488386129932231e-17,3.2669071806596948e-18,4.9125873944588831e-17,3.3388458629714829e-18,4.7657098579849543e-17,1.3505849210060967e-15,3.8944703693292988e-18,3.7931708735213886e-21,4.7860119282693213e-19,9.7071036454731487e-21,4.7860119282693213e-19
1.28057244e-09,0.2795626292627736,89.099999999999994,0.0,0.0,0.0,0.99999999997165689,10.999999999999151,1.2030242863839926e-11,2.1324137760418751e-13,1.191826926188227e-11,1.1529206019833419e-11,1.1519891798856922e-11,3.8603644062703801e-12,4.3156087177337839e-12,7.8810848396919889e-14,6.4735825749925733e-14,3.236147042673391e-14,1.378571338496902e-14,1.8050708595847874e-13,1.1593756421054029e-14,5.7187504203921798e-15,1.1400900670193283e-13,7.6687436718225158e-14,7.5830549519413118e-14,4.8556378440657813e-13,5.8943260659154596e-14,1.8412139728173893e-13,7.3103645021440374e-14,2.5656168675898778e-14,2.1146179509218856e-16,5.5455387390739735e-15,1.9565863103704369e-17,1.5322886857811959e-16,6.9707064350878582e-17,6.4063910230395461e-18,9.4475073292173082e-17,7.4719363704456611e-18,7.722466530546919e-17,1.5533270483920247e-15,7.4246037203712648e-18,7.7327444578485891e-21,9.5045702689422507e-19,2.3227780146821619e-20,9.5045702689422507e-19
1.49290908e-09,0.27956262926278597,89.099999999999994,0.0,0.0,0.0,0.99999999996695721,10.999999999998881,1.4020720417481273e-11,2.5007839465414659e-13,1.3868840084660199e-11,1.3421638452637764e-11,1.340832788745646e-11,4.399543057194818e-12,5.0059195296933168e-12,8.9837413202235604e-14,7.3755681204244098e-14,3.6866678157695147e-14,1.8048232596245264e-14,2.4419699601448144e-13,1.52304184312094e-14,7.4981058608209074e-15,1.5467431305294813e-13,1.0415059523468111e-13,1.0287401026572701e-13,6.379910829035186e-13,8.9250880289376663e-14,2.4957372986998349e-13,9.9157886068749612e-14,3.4336168949643011e-14,3.2733411998066885e-16,7.809472893783196e-15,3.4597397695310328e-17,2.3675727460057189e-16,1.081422829404325e-16,1.1341703744485207e-17,1.6408654561225864e-16,1.4776969617399407e-17,1.1556767891894474e-16,1.7523320734252633e-15,1.278496008000737e-17,1.4101429418202595e-20,1.7036407429602714e-18,4.8599222393216113e-20,1.7036407429602714e-18
1.70524572e-09,0.27956262926279835,89.099999999999994,0.0,0.0,0.0,0.99999999996225752,10.999999999998574,1.6009963090776674e-11,2.873237374871558e-13,1.5812195127082315e-11,1.5308721647743022e-11,1.5290532666263672e-11,4.9139551323373984e-12,5.689370542043699e-12,1.00463135000489e-13,8.242728843534876e-14,4.1195731179876785e-14,2.269525754208558e-14,3.171422628506908e-13,1.9215364185901942e-14,9.4422303926548999e-15,2.0145196477116282e-13,1.3579126086388763e-13,1.3397911502776373e-13,8.0516343410766964e-13,1.2735280606415435e-13,3.24769616258774e-13,1.2911755516354091e-13,4.4116968782604698e-14,4.7762863465468253e-16,1.0529258256381241e-14,5.6728620052386984e-17,3.4473820353097838e-16,1.5814125537113811e-16,1.8619057103478121e-17,2.6423770981675979e-16,2.6720812530426835e-17,1.6303102919941901e-16,1.9490197026041994e-15,2.041069447080536e-17,2.3699724758839532e-20,2.8319692960272436e-18,9.2461859077385492e-20,2.8319692960272436e-18
1.91758236e-09,0.27956262926281067,89.099999999999994,0.0,0.0,0.0,0.99999999995755784,10.999999999998225,1.7997967152844526e-11,3.2497765337727939e-13,1.7748364833500007e-11,1.719049811429649e-11,1.7166493917187682e-11,5.4048689459224244e-12,6.3660808231456896e-12,1.1073533001945755e-13,9.0788692466347184e-14,4.5367263616159684e-14,2.7680012755664231e-14,3.9921706697542537e-13,2.3510565764963868e-14,1.1531936137869378e-14,2.5431298859310612e-13,1.7160208929045388e-13,1.6912509579604145e-13,9.8555335216245398e-13,1.7356975943468726e-13,4.0964212403209566e-13,1.6296070017983792e-13,5.4947005660003984e-14,6.6585023885063441e-16,1.3725088670084867e-14,8.7726579484913774e-17,4.7945006640723932e-16,2.2093940606229045e-16,2.8827799899497087e-17,4.012206204843265e-16,4.5082214271529367e-17,2.1975001597840953e-16,2.1438294918569664e-15,3.0720306196821244e-17,3.740032047856995e-20,4.4409097737881948e-18,1.6356293325020866e-19,4.4409097737881948e-18
2.129919e-09,0.2795626292628229,89.099999999999994,0.0,0.0,0.0,0.99999999995285815,10.999999999997842,1.9984728875955127e-11,3.6304038953375017e-13,1.9677379383432111e-11,1.9067007877049108e-11,1.9036201542223991e-11,5.8734779362251803e-12,7.0361668840794306e-12,1.2069547563559227e-13,9.8873644751546118e-14,4.9397784191170208e-14,3.296149363001284e-14,4.9029822616549741e-13,2.8082289077685107e-14,1.3750299057161987e-14,3.1322892839174177e-13,2.1157576486301423e-13,2.082913801764217e-13,1.177811416855736e-12,2.2811636879875329e-13,5.0412667075022863e-13,2.0066559160599076e-13,6.6777571147913271e-14,8.952722624047157e-16,1.7415018530911468e-14,1.2943753091949303e-16,6.4294864691011681e-16,2.9770170179921943e-16,4.2586021544060636e-17,5.8117856178341894e-16,7.189681236682321e-17,2.8574816682010154e-16,2.3371989677464342e-15,4.4105629113671837e-17,5.612383590390013e-20,6.6455440877424022e-18,2.7274858122571553e-19,6.6455440877424022e-18
2.34225564e-09,0.279562629262835,89.099999999999994,0.0,0.0,0.0,0.99999999994815847,10.999999999997421,2.197024451575955e-11,4.0151214876212694e-13,2.1599268889420754e-11,2.0938289162628182e-11,2.0899647241608458e-11,6.3209171035004838e-12,7.6997435627629595e-12,1.3038062103201804e-13,1.0671259710848433e-13,5.3302175928589014e-14,3.8503072565015302e-14,5.9026426365575659e-13,3.2900099532751102e-14,1.6082122033797896e-14,3.781716132360345e-13,2.5570495565947912e-13,2.5145745467351337e-13,1.3807228124669158e-12,2.9112883286395269e-13,6.0816037935054646e-13,2.4221057621103666e-13,7.9562192353245325e-14,1.1689984127485641e-15,2.1615474993298978e-14,1.8377153764080873e-16,8.3711376723693266e-16,3.8954204970528052e-16,6.0535529029703709e-17,8.100528041825285e-16,1.0942582780563876e-16,3.6097679322018094e-16,2.5296124381473314e-15,6.0929493413750582e-17,8.0830151429908657e-20,9.5701639046800024e-18,4.3307570376271823e-19,9.5701639046800024e-18
2.55459228e-09,0.2795626292628471,89.099999999999994,0.0,0.0,0.0,0.99999999994345878,10.999999999996962,2.3954510309614693e-11,4.4039327946652128e-13,2.3514063410242135e-11,2.2804378550115596e-11,2.2756824410573009e-11,6.7482667608056369e-12,8.3569241361220878e-12,1.3982376117231656e-13,1.1433297015681226e-13,5.7093829377612921e-14,4.4272129387436979e-14,6.9899529251574339e-13,3.7936593534713122e-14,1.851379240469359e-14,4.4911312902063494e-13,3.0398231338642955e-13,2.9860285434493468e-13,1.5931960540679434e-12,3.6267257497357518e-13,7.2168196557302337e-13,2.8757406565246203e-13,9.325649378979395e-14,1.4899767140933951e-15,2.6341390098406179e-14,2.5269596123735849e-16,1.0636621060412664e-15,4.9752754281352485e-16,8.3339632759526801e-17,1.0935824537773156e-15,1.601305964111077e-16,4.4532270289485645e-16,2.7214117740231498e-15,8.1527255515519915e-17,1.1251476517693405e-19,1.3347978929503212e-17,6.598186592936675e-19,1.3347978929503212e-17
2.9792655600000003e-09,0.27956262926287095,89.099999999999994,0.0,0.0,0.0,0.99999999993405941,10.999999999995934,2.7919277276893219e-11,5.193860239834129e-13,2.7322487016124145e-11,2.6521119665125952e-11,2.6452355292288524e-11,7.5467314628884265e-12,9.6525402798233343e-12,1.5809672094936723e-13,1.2901304633548279e-13,6.4385306783993637e-14,5.6381259214470684e-14,9.4228281077629183e-13,4.8570629952183955e-14,2.3629816096572536e-14,6.088826499227256e-13,4.1295215903866375e-13,4.0475031607640867e-13,2.0430512856517766e-12,5.3130217183643675e-13,9.7695250491877339e-13,3.8967085643714763e-13,1.2320777884727473e-13,2.2847029181394263e-15,3.7422090911597314e-14,4.4239317611135611e-16,1.6199649304666571e-15,7.6596478977147691e-16,1.4624704043571125e-16,1.8462643073967292e-15,3.1174004133827995e-16,6.4064975086818009e-16,3.1035688422418802e-15,1.3523515945477651e-16,2.009393960448704e-19,2.4039972655994918e-17,1.3858199455247085e-18,2.4039972655994918e-17
3.4039388400000003e-09,0.27956262926289455,89.099999999999994,0.0,0.0,0.0,0.99999999992466004,10.99999999999476,3.1878999549233174e-11,6.0002382048867234e-13,3.1102888107726194e-11,3.0217492657703047e-11,3.0122774466677285e-11,8.2764102382003057e-12,1.0923883882534344e-11,1.7570568742129902e-13,1.4307794118264161e-13,7.1352222156244578e-14,6.9099717256727484e-14,1.2192402037384057e-12,5.9820456019679162e-14,2.9018120794601304e-14,7.9232033847894805e-13,5.3842652643447565e-13,5.2657202899251426e-13,2.5208641394561898e-12,7.3336915865814546e-13,1.2694819779516937e-12,5.0678564275267576e-13,1.563193413010772e-13,3.3000933753683453e-15,5.0749241044765221e-14,7.1501721556145019e-16,2.3224961819932638e-15,1.1106524291649039e-15,2.3691616333868685e-16,2.8797409940035132e-15,5.4956043347505793e-16,8.6990028856977984e-16,3.4840300655394471e-15,2.0730237373883816e-16,3.2987092953760184e-19,3.9959084748780094e-17,2.6216042760361953e-18,3.9959084748780094e-17
3.82861212e-09,0.27956262926291786,89.099999999999994,0.0,0.0,0.0,0.99999999991526067,10.999999999993443,3.5833646900961296e-11,6.8231228491286193e-13,3.4855502408099402e-11,3.3893738555574454e-11,3.3768085972344021e-11,8.9440464990652682e-12,1.2171793554039157e-11,1.9279654480955944e-13,1.566562116017884e-13,7.8057271021406861e-14,8.2283271842603224e-14,1.5289775241293233e-12,7.1557627278931275e-14,3.4616627174236614e-14,9.9921356662427546e-13,6.8034667486762649e-13,6.6390792556968446e-13,3.0215167128800806e-12,9.6760384208707256e-13,1.5988391081930898e-12,6.3875010514398292e-13,1.9231040073507374e-13,4.5548508019815911e-15,6.6397389108408746e-14,1.087325138778423e-15,3.1797997160211668e-15,1.5386304924600046e-15,3.610866319898995e-16,4.229492959034515e-15,8.9810441868288937e-16,1.1308846933887541e-15,3.8627581967751729e-15,2.9930273669043766e-16,5.0801355270791324e-19,6.2469702297555944e-17,4.5786795344442241e-18,6.2469702297555944e-17
4.2532854e-09,0.27956262926294084,89.099999999999994,0.0,0.0,0.0,0.9999999999058613,10.999999999991989,3.9783189186401748e-11,7.6625693349254556e-13,3.8580563524557451e-11,3.7550082400873856e-11,3.7388314613933026e-11,9.5556895792431564e-12,1.3397079208118607e-11,2.0948147610907649e-13,1.6984924897503631e-13,8.454999349523963e-14,9.5821017271932183e-14,1.870634130073871e-12,8.3680849068036169e-14,4.0376958530516197e-14,1.2293536519997472e-12,8.3865388626711e-13,8.1659954990555239e-13,3.5409339037155573e-12,1.2323576005853866e-12,1.9646149139742968e-12,7.8539787601378885e-13,2.3092787536939541e-13,6.066131701007651e-15,8.4427564693034017e-14,1.5760734342798341e-15,4.1987133448459324e-15,2.0564558451528803e-15,5.2453894504098895e-16,5.9257628402840875e-15,1.3826943805241981e-15,1.4213341190972662e-15,4.239835196907266e-15,4.1234209152976319e-16,7.4415532989899846e-19,9.3052600171221228e-17,7.5100555232695778e-18,9.3052600171221228e-17
4.67795868e-09,0.2795626292629636,89.099999999999994,0.0,0.0,0.0,0.99999999989646193,10.999999999990395,4.3727596399101833e-11,8.5186324452188828e-13,4.2278303051779397e-11,4.1186736569302984e-11,4.0983503360934596e-11,1.0116781652915172e-11,1.4600523460342562e-11,2.2584756409328388e-13,1.8273760181555349e-13,9.0869888530195942e-14,1.096268729264339e-13,2.243377228811343e-12,9.6109653499504465e-14,4.6261119930198984e-14,1.4825353529966023e-12,1.0132894473744212e-12,9.8448997775758728e-13,4.0758265544782056e-12,1.5257758263332746e-12,2.3664202382306081e-12,9.4656447105477107e-13,2.7194317284764274e-13,7.8498331723320884e-15,1.0489028476892647e-13,2.1978405210889244e-15,5.384685040143693e-15,2.6702876788313987e-15,7.3303315477961605e-16,7.9938132441437434e-15,2.0287177267401648e-15,1.7390468381757963e-15,4.6153999169335738e-15,5.4711853797409315e-16,1.0470686117355746e-18,1.3329660791231611e-16,1.17103324468142e-17,1.3329660791231611e-16
5.10263196e-09,0.2795626292629861,89.099999999999994,0.0,0.0,0.0,0.99999999988706256,10.999999999988672,4.7666838724209039e-11,9.3913679520564193e-13,4.5948950616616555e-11,4.4803902965472545e-11,4.4553711286380676e-11,1.0632224226685497e-11,1.5782882665437718e-11,2.4196243531218276e-13,1.9538528756041917e-13,9.7048513357656493e-14,1.2363400378447528e-13,2.6464008047654846e-12,1.0878008860326579e-13,5.2239278364908606e-14,1.7585565284763194e-12,1.2041946450123255e-12,1.1674237786594594e-12,4.6235238007839639e-12,1.8459015213745543e-12,2.8038838527356605e-12,1.1220872681287104e-12,3.1514967640457201e-13,9.9207756295340114e-15,1.2782755450093306e-13,2.9689192575945744e-15,6.7420052259542331e-15,3.3859423363083573e-15,9.9227047255088228e-16,1.0454400237481425e-14,2.8610562625675185e-15,2.0819414468969223e-15,4.9895099505067541e-15,7.0398962899054952e-16,1.425447619368255e-18,1.8489237144057913e-16,1.7515373662486449e-17,1.8489237144057913e-16
5.52730524e-09,0.2795626292630084,89.099999999999994,0.0,0.0,0.0,0.99999999987766319,10.999999999986821,5.1600886583583382e-11,1.0280832534604587e-12,4.9592733881872962e-11,4.840177448296668e-11,4.8099011980446212e-11,1.1106427769881632e-11,1.6944887641870424e-11,2.5787799664787153e-13,2.0784272637183548e-13,1.0311090207035038e-13,1.377911259946316e-13,3.0789248767708018e-12,1.2164178572046199e-13,5.8288270432906108e-14,2.0572179189171731e-12,1.4113107696685703e-12,1.3652470079501839e-12,5.1818622124469388e-12,2.1907384161929203e-12,3.2766510520480111e-12,1.3118055160886593e-12,3.6036083946635768e-13,1.2292821146342469e-14,1.5327421293355335e-13,3.9052492629539088e-15,8.273973949737194e-15,4.208928806781497e-15,1.3078683851965512e-15,1.3324225598096016e-14,3.903694226327683e-15,2.4480749729710634e-15,5.3621480184693094e-15,8.8302799772945798e-16,1.8878679941654195e-18,2.4962762460650855e-16,2.5301836471242048e-17,2.4962762460650855e-16
5.95197852e-09,0.2795626292630303,89.099999999999994,0.0,0.0,0.0,0.99999999986826382,10.999999999984846,5.5529710689366347e-11,1.1187083055862704e-12,5.3209878547959674e-11,5.1980536605852126e-11,5.1619491679577136e-11,1.1543369785991644e-11,1.8087244566003117e-11,2.7363447612392174e-13,2.2014994938545829e-13,1.0907711432513635e-13,1.5205851136888846e-13,3.5401945840934516e-12,1.3465475280462163e-13,6.4389975737923414e-14,2.3783229026631213e-12,1.6345791207243876e-12,1.5778071993013235e-12,5.749065479386889e-12,2.5583154803620628e-12,3.7843819980141405e-12,1.5155603473520386e-12,4.0740793693970211e-13,1.4979002579668015e-14,1.8125941004293132e-13,5.0223472290653195e-15,9.9830891940006462e-15,5.1444873987740255e-15,1.6853345451514878e-15,1.6616479591247004e-14,5.1793244997507624e-15,2.8356581780693228e-15,5.7332919105099072e-15,1.0840839524676864e-15,2.4427442953004412e-18,3.293815713432337e-16,3.5486433612649825e-17,3.293815713432337e-16
6.8013250800000005e-09,0.2795626292630737,89.099999999999994,0.0,0.0,0.0,0.99999999984946508,10.999999999980535,6.3371572133230155e-11,1.3050168978093723e-12,6.0365145174582623e-11,5.9081442881429699e-11,5.8586388912178213e-11,1.2319442181209518e-11,2.0315720223133494e-11,3.0478532921432516e-13,2.4443227885737786e-13,1.2078134880410947e-13,1.8081045442619483e-13,4.5460725043450029e-12,1.6101606753299576e-13,7.6699065738347808e-14,3.0870894219933309e-12,2.1293377491963244e-12,2.0465358986048411e-12,6.9045160701299971e-12,3.3540947688604056e-12,4.9034434045539866e-12,1.9645536804090498e-12,5.0641513551625307e-13,2.134218516244139e-14,2.449384216339787e-13,7.8586305166584763e-15,1.3939399858459359e-14,7.3730668049078613e-15,2.6472840708213797e-15,2.4505691358483491e-14,8.5129844131772498e-15,3.6687867301345252e-15,6.471105458206204e-15,1.5507577095304063e-15,3.8626041635390618e-18,5.4189706572661852e-16,6.4912281076544635e-17,5.4189706572661852e-16
7.55923304908405e-09,0.2795626292631117,89.099999999999994,0.0,0.0,0.0,0.99999999983269017,10.999999999976295,7.0351273358211895e-11,1.4769930016227037e-12,6.6662321357276517e-11,6.5355063761567723e-11,6.4720483102096639e-11,1.291812824836829e-11,2.2244441392761947e-11,3.3228615946385325e-13,2.6584387913324963e-13,1.3102970492247405e-13,2.0660188327916739e-13,5.5337545810117121e-12,1.8479968059263966e-13,8.7751225943867963e-14,3.7934521767352947e-12,2.6248014473045285e-12,2.5130940610335999e-12,7.9533860925297049e-12,4.1230415349751324e-12,6.0170080282069547e-12,2.4110810885931076e-12,5.9959929700868053e-13,2.8196038848180891e-14,3.1053875433072439e-13,1.1143921775376748e-14,1.8080660937756361e-14,9.789103196106584e-15,3.7664355436491425e-15,3.304565301357296e-14,1.2467155768898337e-14,4.4700517302925836e-15,7.1246336510923618e-15,2.0369698338452832e-15,5.5211063044320891e-18,8.0254401931919183e-16,1.041682305850169e-16,8.0254401931919183e-16
8.3171410181681e-09,0.27956262926314895,89.099999999999994,0.0,0.0,0.0,0.99999999981591525,10.999999999971704,7.731390643946888e-11,1.6544020798474867e-12,7.2878004553913131e-11,7.1570406484206282e-11,7.07772692675021e-11,1.3443414291949482e-11,2.4120322497392761e-11,3.5958722361896386e-13,2.8710100950280616e-13,1.4114058132846091e-13,2.3244206787484614e-13,6.6025313556524952e-12,2.0874129430622685e-13,9.8831404590778304e-14,4.5684053203367609e-12,3.1708175689578017e-12,3.0243318103532835e-12,9.0142058392050921e-12,4.9381767698337817e-12,7.2373026292446646e-12,2.899979066096157e-12,6.9669704080791956e-13,3.6219324652812853e-14,3.8449796238766314e-13,1.5219804001773449e-14,2.2799855768105706e-14,1.2633744817859235e-14,5.1605241994484984e-15,4.3015397554427207e-14,1.7436406147700484e-14,5.3189394612717752e-15,7.7736747055487931e-15,2.5850374967618131e-15,7.5932406107451889e-18,1.1433493331218327e-15,1.5911168059188274e-16,1.1433493331218327e-15
9.07504898725215e-09,0.27956262926318554,89.099999999999994,0.0,0.0,0.0,0.99999999979914034,10.99999999996678,8.425931896011842e-11,1.8372766502989112e-12,7.901341094934477e-11,7.7728364411504039e-11,7.6757531581392377e-11,1.3907323474090103e-11,2.5946609804061185e-11,3.8673558812820036e-13,3.082578062597395e-13,1.5114487694404848e-13,2.5828494758948742e-13,7.7488948943770808e-12,2.3278671805651602e-13,1.0991849866685105e-13,5.4109057753543879e-12,3.7670529329231449e-12,3.5794323759521515e-12,1.0083536329538065e-11,5.7916976102181947e-12,8.5627803902027531e-12,3.4304100129506476e-12,7.9719087984908639e-13,4.5464913965783646e-14,4.6687207635505331e-13,2.0157103414099185e-14,2.8095731719750685e-14,1.5929719225425291e-14,6.8558795811322447e-15,5.4413781882108473e-14,2.3490649027189132e-14,6.2098729844828925e-15,8.418185720379108e-15,3.1907429238594055e-15,1.0119327808639083e-17,1.5777343628752324e-15,2.333994086238086e-16,1.5777343628752324e-15
9.8329569563362e-09,0.2795626292632216,89.099999999999994,0.0,0.0,0.0,0.99999999978236542,10.999999999961531,9.1187363376803342e-11,2.0256491895847955e-12,8.5069738123298845e-11,8.3829801303633463e-11,8.2662104688376696e-11,1.4319867152799943e-11,2.7726355945074345e-11,4.1375940813567191e-13,3.2934864578441258e-13,1.6106382949474401e-13,2.8410319255060548e-13,8.9695348749115026e-12,2.5690148075808314e-13,1.2100037165602413e-13,6.3199284275908908e-12,4.4131745657519136e-12,4.1775927887737989e-12,1.1158798732797705e-11,6.6768483920522876e-12,9.9919737409317656e-12,4.0015548066697099e-12,9.006481113181737e-13,5.5980925394791911e-14,5.5770058804438195e-13,2.6021656905999682e-14,3.3964937249407919e-14,1.9698125006801398e-14,8.8773275369466009e-15,6.7228405491049629e-14,3.0683660942247719e-14,7.1381139002714459e-15,9.0581925166802005e-15,3.8497243450455447e-15,1.313739918960922e-17,2.1197902282093509e-15,3.310181326005273e-16,2.1197902282093509e-15
9.999999999999999e-09,0.27956262926325715,89.099999999999994,0.0,0.0,0.0,0.99999999977866827,10.999999999960332,9.2711955445589497e-11,2.0679091673059284e-12,8.6394036160247195e-11,8.5167041543975122e-11,8.3953380616261451e-11,1.4404743142318977e-11,2.8112642182406606e-11,4.1970057182992517e-13,3.3399057040530064e-13,1.6324008273783639e-13,2.8978843952923154e-13,9.2482389700448432e-12,2.6222332137985305e-13,1.2344137072833879e-13,6.5291229506159725e-12,4.5622558723900174e-12,4.3151396484752468e-12,1.1396377494010657e-11,6.8755974450029466e-12,1.0320776245272514e-11,4.1328306759661367e-12,9.2381137346315806e-13,5.8473951463780607e-14,5.7885912398939291e-13,2.7445072209010659e-14,3.5335160943197324e-14,2.0594197057882974e-14,9.3690621081949731e-15,7.0241293502979455e-14,3.2426304860689117e-14,7.3473014863522439e-15,9.1986538206858583e-15,4.0016966677734812e-15,1.3872351813747728e-17,2.2551928295626513e-15,3.5609303304584104e-16,2.2551928295626513e-15
1.059086492542025e-08,0.27956262926325715,89.099999999999994,0.0,0.0,0.0,0.99999999976559051,10.999999999955971,9.8097897267286959e-11,2.2195520901968557e-12,9.1048165314150445e-11,8.9875556216386039e-11,8.8491861940023006e-11,1.4689400405810998e-11,2.9462431563000866e-11,4.406763833264965e-13,3.5039601311648783e-13,1.7091274568303316e-13,3.0987983430387922e-13,1.0261326816993992e-11,2.8106297384794765e-13,1.3207007007045163e-13,7.2944650422787638e-12,5.1088497456318085e-12,4.8180236409126752e-12,1.2237989609577886e-11,7.5878666912983437e-12,1.1523483370411343e-11,4.6126125489112477e-12,1.0067061221303324e-12,6.7811165225636864e-14,6.5701080259792571e-13,3.2874437451571774e-14,4.0402695439887493e-14,2.3958561071521405e-14,1.1248202904821939e-14,8.1438742132858228e-14,3.9054444664803784e-14,8.0996172511037467e-15,9.6938101174987994e-15,4.5576744023428804e-15,1.6683211181881249e-17,2.78422825180896e-15,4.5626525955877026e-16,2.78422825180896e-15
1.13487728945043e-08,0.27956262926329223,89.099999999999994,0.0,0.0,0.0,0.99999999974881559,10.999999999950111,1.0499078349647109e-10,2.4190177653864753e-12,9.6949853698774042e-11,9.5866446756626725e-11,9.4247706131016858e-11,1.5022902065808129e-11,3.1157536129065719e-11,4.6749828366315877e-13,3.714150283299543e-13,1.8070313978381151e-13,3.3560378412590243e-13,1.1621321158074562e-11,3.0525593336534774e-13,1.4312369740215953e-13,8.3335234561341212e-12,5.8537460415317687e-12,5.4999488395309646e-12,1.3319513960908134e-11,8.5198838860199328e-12,1.3155969426263042e-11,5.2628002532926691e-12,1.1150606964545073e-12,8.0995452570742979e-14,7.6482067049898227e-13,4.0771744577510321e-14,4.740325011622354e-14,2.8729221308583784e-14,1.3990387393855648e-14,9.7018411801172097e-14,4.862891649807783e-14,9.0909042322390305e-15,1.0325118031721137e-14,5.3104549077003356e-15,2.079030082759861e-17,3.5863352323353492e-15,6.137301267028523e-16,3.5863352323353492e-15
