Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527)
9.999999999999999e-10,0.2494616531158249,89.099999999999994,0.0,0.0,0.0,0.99999999999665279,10.999999999999888,1.4197315207921996e-12,4.7495162842522474e-14,1.4143415725490147e-12,1.3664761170231333e-12,1.3681255820908047e-12,4.571718953207923e-13,4.8311638736736625e-13,1.8006445482251264e-14,1.4863773820425179e-14,7.4315367893245416e-15,3.0178534428205561e-15,1.6432922619259357e-14,2.5165551102511572e-15,1.2485735488489072e-15,1.1700471242287957e-14,7.8568713958031661e-15,7.8021062626389527e-15,3.290516582045791e-14,3.876750164316671e-15,8.9054330443949211e-15,7.5373473864007446e-15,2.5817370001505192e-15,1.1485779574316283e-17,3.0466438633502437e-16,1.0733123284730422e-18,7.899405120980966e-18,3.9363235444265921e-18,3.659671610780721e-19,2.6337176115435142e-18,2.1486287262221582e-19,9.1799071798075664e-18,1.0890884840635945e-16,8.7809266535632173e-19,3.4345890624753997e-22,0.0,6.814653350554897e-22
1.1665398000000001e-09,0.2494616531158249,89.099999999999994,0.0,0.0,0.0,0.99999999999609535,10.999999999999858,1.6551931849424349e-12,5.5501249962833632e-14,1.6479082802416277e-12,1.5920042830021064e-12,1.5942126503439543e-12,5.2629116607141635e-13,5.6095730483905325e-13,2.0533147804483106e-14,1.6945698338122528e-14,8.4722474481063915e-15,3.9866541625513681e-15,2.2162888618459627e-14,3.3291495253619591e-15,1.6499307000525743e-15,1.5817537716300902e-14,1.0627822232151275e-14,1.0548945145425743e-14,4.3410104046768024e-14,5.8813079261436019e-15,1.2033447128870632e-14,1.0189986426432742e-14,3.4633153193838544e-15,1.7597663907691314e-17,4.1933384881784268e-16,1.8691038678426409e-18,1.2132588312055965e-17,6.0457955334054757e-18,6.3836454355126935e-19,4.5240193164843083e-18,4.164857829163615e-19,1.3748042608253123e-17,1.1938027672053791e-16,1.5018142355049946e-18,6.2220698543174518e-22,0.0,1.3947649526183519e-21
1.4024694000000002e-09,0.24946165311582674,89.099999999999994,0.0,0.0,0.0,0.99999999999530564,10.999999999999808,1.9882751721775827e-12,6.6888148717309667e-14,1.9778152461573149e-12,1.9104956673660167e-12,1.9136244556231272e-12,6.2100209899266514e-13,6.6997177694851394e-13,2.392630418957652e-14,1.973757618791645e-14,9.8676334821656219e-15,5.5428540600300428e-15,3.1725354209160863e-14,4.6378129992929721e-15,2.2949759796463769e-15,2.2718750897665329e-14,1.5277733117052084e-14,1.5154469118139084e-14,6.0242200565251566e-14,9.6809087167404141e-15,1.727246312438281e-14,1.4636769903118227e-14,4.9199635016096704e-15,2.9387835954061651e-17,6.1700064116174367e-16,3.662612819662069e-18,2.0327173074162333e-17,1.0131710850508733e-17,1.253928264484542e-18,8.688054182067772e-18,9.3471917366472931e-19,2.2221547218966083e-17,1.3328549202169607e-16,2.8660329048031688e-18,1.2757476573383992e-21,0.0,3.3584509182351652e-21
1.6383990000000001e-09,0.24946165311582857,89.099999999999994,0.0,0.0,0.0,0.99999999999451594,10.999999999999751,2.3207878941067928e-12,7.8327415940367408e-14,2.3065806201010527e-12,2.2278153267343524e-12,2.2320097359277309e-12,7.1208163762016825e-13,7.7753024186381309e-13,2.7120661866447988e-14,2.2360473887956456e-14,1.1178242747604105e-14,7.2949842385057066e-15,4.2960959174374887e-14,6.1154635178588559e-15,3.0216259983671184e-15,3.0868103561253165e-14,2.0775414574913904e-14,2.0594426080515699e-14,7.9140604348026041e-14,1.4705557578046048e-14,2.3453405044981085e-14,1.9888162515462665e-14,6.6124364002723594e-15,4.5288069732412798e-17,8.5731549109123082e-16,6.4629921832835385e-18,3.1416022406824695e-17,1.5666187834003464e-17,2.2177769144232338e-18,1.5033144146921323e-17,1.8463703385127862e-18,3.3168166432117398e-17,1.4653797067062306e-16,4.9291774592195883e-18,2.3307178397840621e-21,0.0,7.0359243051127488e-21
2.1102582e-09,0.24946165311583218,89.099999999999994,0.0,0.0,0.0,0.99999999999293654,10.999999999999613,2.9841089675454004e-12,1.0136219254484868e-13,2.9607023987134452e-12,2.8589648669637959e-12,2.8657028232805777e-12,8.8388848502862729e-13,9.8836855270274614e-13,3.2989015448443021e-14,2.7160512378948209e-14,1.3575467217171272e-14,1.1311554180369312e-14,7.0359301565777184e-14,9.5165542190238355e-15,4.6884880116126496e-15,5.0889528036202784e-14,3.4306968308346717e-14,3.3964590383673503e-14,1.222896544737452e-13,2.8770776611445639e-14,3.8619134466545644e-14,3.2790988740123656e-14,1.0672060271301482e-14,9.1172392644990611e-17,1.4710582312180997e-15,1.6211138797692063e-17,6.3549146086858312e-17,3.1740860780376384e-17,5.5874352443890806e-18,3.6294788124918594e-17,5.5477494978003914e-18,6.2786069232090018e-17,1.7199909732909146e-16,1.1762940080651563e-17,6.1466032430630086e-21,0.0,2.3325243478261493e-20
2.5821173999999998e-09,0.2494616531158357,89.099999999999994,0.0,0.0,0.0,0.99999999999135714,10.999999999999446,3.6451637915730264e-12,1.2460418306258326e-13,3.6103077023318602e-12,3.4855067209652362e-12,3.4952971891293138e-12,1.0428491662633015e-12,1.1936634338751653e-12,3.8291314662982551e-14,3.1469524910514586e-14,1.5725228975690579e-14,1.5884369086548479e-14,1.0416051029422281e-13,1.3408737552929381e-14,6.5874588695632615e-15,7.5835204222779091e-14,5.1207112137657963e-14,5.0631305874090592e-14,1.7115803354818234e-13,4.8714855043582676e-14,5.7483941730444747e-14,4.8868753710999893e-14,1.5573152344034074e-14,1.5885124953650537e-16,2.2708977798628355e-15,3.3665567142298921e-17,1.1113776966995716e-16,5.5638068257226159e-17,1.1650464457739129e-17,7.2704913514987347e-17,1.3213672644613996e-17,1.03046881374455e-16,1.9727377602833332e-16,2.3307767351592397e-17,1.3217899191771253e-20,0.0,5.9980433013241872e-20
3.0539765999999996e-09,0.24946165311583912,89.099999999999994,0.0,0.0,0.0,0.99999999998977773,10.999999999999249,4.3039601773965933e-12,1.4805322128484485e-13,4.2554323163858161e-12,4.1074946674739471e-12,4.1208006205748434e-12,1.1900639124505203e-12,1.3936101695254368e-12,4.3157542618499044e-14,3.539398674515176e-14,1.7680210231910872e-14,2.0884382354336703e-14,1.4416280405161989e-13,1.7685568896309176e-14,8.6646428034839014e-15,1.0565677788292894e-13,7.1459604589337599e-14,7.0565075429388772e-14,2.2431933327797945e-13,7.4938919946310265e-14,8.0000615332181877e-14,6.8090349311376725e-14,2.1248372669501698e-14,2.5158587835434377e-16,3.2653898251847161e-15,6.1821789873496907e-17,1.7651537871348267e-16,8.8634335245536069e-17,2.1477494237544785e-17,1.2886941862705871e-16,2.713972480217449e-17,1.5385071556204939e-16,2.2264645007689385e-16,4.0877159201380292e-17,2.4924115624096763e-20,0.0,1.317072532359959e-19
3.5258357999999994e-09,0.24946165311584265,89.099999999999994,0.0,0.0,0.0,0.99999999998819833,10.999999999999023,4.960505892328817e-12,1.7170973108021735e-13,4.8961115410237938e-12,4.7249787968673524e-12,4.7422234712447118e-12,1.3265069804877876e-12,1.5883947050557402e-12,4.768230842527119e-14,3.9013087848810903e-14,1.9479510175570529e-14,2.6217658677385203e-14,1.9017385341573865e-13,2.2267889494840339e-14,1.0880383069730191e-14,1.4030720996644834e-13,9.5048305247991305e-14,9.373684334900463e-14,2.8075423179458404e-13,1.0755591905922041e-13,1.0612475777625724e-13,9.0425178541910823e-14,2.7637456569134561e-14,3.7203538423951947e-16,4.4604892560046808e-15,1.0396045778414421e-16,2.6152083338292123e-16,1.3181465749608857e-16,3.6255428187677156e-17,2.091063649756066e-16,5.0218850503416841e-17,2.1459549316600482e-16,2.478117388281853e-16,6.56308054815273e-17,4.2812304233631221e-20,0.0,2.5948434344841457e-19
3.997694999999999e-09,0.2494616531158459,89.099999999999994,0.0,0.0,0.0,0.99999999998661893,10.999999999998769,5.6148084779451094e-12,1.9557397232881703e-13,5.5323794723683689e-12,5.3380052794169909e-12,5.359578082511032e-12,1.4530229599230732e-12,1.778190515439979e-12,5.1931593973407255e-14,4.2383417575973375e-14,2.1151025375975489e-14,3.181868006924394e-14,2.4201403921380408e-13,2.7099138802110925e-14,1.320667265198746e-14,1.79741603633048e-13,1.2195753334591382e-13,1.2011857443675166e-13,3.39767072656833e-13,1.4647699378429392e-13,1.3581542341265992e-13,1.1584374751979474e-13,3.4687668673753962e-14,5.2235941413675038e-16,5.8601043028515727e-15,1.6347050620232241e-16,3.6754656938906623e-16,1.8609655525712183e-16,5.7226176276767338e-17,3.1712202942631589e-16,8.5790560713631501e-17,2.8447316137606331e-16,2.7263153103706196e-16,9.8487263516579163e-17,6.8512900381873971e-20,0.0,4.7099572014446116e-19
4.469554199999999e-09,0.2494616531158492,89.099999999999994,0.0,0.0,0.0,0.99999999998503952,10.999999999998487,6.2668752785479511e-12,2.1964593775193078e-13,6.1642692138130603e-12,5.9466176512582849e-12,5.972878301420495e-12,1.5703560557045763e-12,1.9631606566646296e-12,5.5954392499222371e-14,4.5547642425599604e-14,2.2715798465407846e-14,3.7638795382623288e-14,2.9951435775857538e-13,3.2136674847316567e-14,1.5622551150241313e-14,2.2391674899335208e-13,1.5217199935721459e-13,1.49683067685091e-13,4.0084867951080157e-13,1.9152081328088093e-13,1.6903444219489659e-13,1.4431745290457828e-13,4.2352267192431668e-14,7.044246809226858e-16,7.4669785405892033e-15,2.4373355439779223e-16,4.9567117786929213e-16,2.5229397415800816e-16,8.5645961546262527e-17,4.5588237314115478e-16,1.3745817253626261e-16,3.6274213402236016e-16,2.9724303134359718e-16,1.4010594169251193e-16,1.0368125576265104e-19,0.0,8.0137203757068123e-19
4.941413399999999e-09,0.24946165311585247,89.099999999999994,0.0,0.0,0.0,0.99999999998346012,10.999999999998179,6.9167136202989015e-12,2.4392562486180596e-13,6.7918137318915818e-12,6.5508589016067547e-12,6.5821388376782403e-12,1.6792105877598579e-12,2.1434644624823259e-12,5.9795124201673138e-14,4.8544380635558152e-14,2.4192905050695957e-14,4.3633895391688415e-14,3.6250956092272872e-13,3.7341901069266475e-14,1.8109041369329887e-14,2.7278977406128547e-13,1.8567644255306631e-13,1.8240324199137877e-13,4.6353685220980731e-13,2.4249629740841564e-13,2.0574460525309383e-13,1.7581782186222074e-13,5.0586960558245485e-14,9.2002833272803404e-16,9.2835674258495921e-15,3.4811226716267572e-16,6.4685681293268863e-16,3.3119475919168849e-16,1.227748113763747e-16,6.2793528299353058e-16,2.0889293244185347e-16,4.4877939138480142e-16,3.2178672797661639e-16,1.9101150004779338e-16,1.4997926701251409e-19,0.0,1.2912158088502266e-18
5.413272599999999e-09,0.2494616531158557,89.099999999999994,0.0,0.0,0.0,0.99999999998188072,10.999999999997847,7.5643309293099528e-12,2.6841321185010847e-13,7.4150463557256136e-12,7.1507723070205217e-12,7.1873751839795901e-12,1.7802738784374557e-12,2.3192606628020856e-12,6.3496633470730545e-14,5.1410782882349351e-14,2.5600711000197487e-14,4.9761436446151658e-14,4.3083494533372475e-13,4.2677687048062298e-14,2.0647882727851995e-14,3.2631743661500177e-13,2.2245539989521813e-13,2.1825172615240099e-13,5.2738491021225009e-13,2.9921270938554533e-13,2.459088413466035e-13,2.1031608501257265e-13,5.9348511711540991e-14,1.1709532386887472e-15,1.1312227971501153e-14,4.7998725302488175e-16,8.220126094613668e-16,4.2358312577860118e-16,1.6988678853997648e-16,8.3564080066635866e-16,3.0376295161447291e-16,5.4200972461985351e-16,3.4622951135253555e-16,2.5167391131848318e-16,2.0908800718945617e-19,0.0,1.9860755114643917e-18
6.356990999999999e-09,0.2494616531158618,89.099999999999994,0.0,0.0,0.0,0.99999999997872191,10.999999999997099,8.8529320005291984e-12,3.1801279989769019e-13,8.6487074930029414e-12,8.3377812750678385e-12,8.3858442137503814e-12,1.9614254522173286e-12,2.6579316424792528e-12,7.0593019612027445e-14,5.6852419389576679e-14,2.8257786546362354e-14,6.2303573902138886e-14,5.8285135475087626e-13,5.3641167937911444e-14,2.5834508661230299e-14,4.4716753767457857e-13,3.0577540073843616e-13,2.9922568498767261e-13,6.5744459071828279e-13,4.2876318499213546e-13,3.3645976987315742e-13,2.8819296814574169e-13,7.8300114792583177e-14,1.7848443535059511e-15,1.6010964596324457e-14,8.3985116630774256e-16,1.2467834142946293e-15,6.5160517224408823e-16,2.9925788821789167e-16,1.3654540810390045e-15,5.7889924990359906e-16,7.4759074524177063e-16,3.9470923187741727e-16,4.0347300953730298e-16,3.7261826818475225e-19,0.0,4.2105638129924624e-18
7.14605599248177e-09,0.2494616531158668,89.099999999999994,0.0,0.0,0.0,0.9999999999760808,10.999999999996403,9.9236074418924325e-12,3.6012419119323232e-13,9.6672519028606772e-12,9.3173424315691677e-12,9.3757150259313471e-12,2.0940101239292627e-12,2.9285680058224132e-12,7.6313575591680388e-14,6.1196313679130652e-14,3.0362801975168422e-14,7.2983905746433447e-14,7.2496392989958577e-13,6.3014801667544613e-14,3.0238779978145402e-14,5.6213206578676887e-13,3.8535915172760473e-13,3.7629659597479058e-13,7.6761136212381849e-13,5.5218402061189205e-13,4.2247368466586816e-13,3.6226210297834237e-13,9.5443451744254253e-14,2.4195159556319745e-15,2.0600303961981149e-14,1.2552355341593783e-15,1.6804414314547168e-15,8.8965081229890971e-16,4.4962303466702678e-16,1.932265062946449e-15,9.142049386201352e-16,9.3653247440613565e-16,4.3466753024103785e-16,5.6236212336351766e-16,5.6397439388336479e-19,0.0,7.2301811399263511e-18
7.93512098496354e-09,0.24946165311587165,89.099999999999994,0.0,0.0,0.0,0.99999999997343969,10.999999999995635,1.0988168161877858e-11,4.0281924616564084e-13,1.0674163517220682e-11,1.0285327549462738e-11,1.0354576161930942e-11,2.2117135336301753e-12,3.1884634654743205e-12,8.1905257818887782e-14,6.5414151346481795e-14,3.2392300077292482e-14,8.3775943161773248e-14,8.800419385871347e-13,7.2515297095336325e-14,3.4676045746060022e-14,6.895702191793457e-13,4.739000233003211e-13,4.6176715574679745e-13,8.7845790130889233e-13,6.8783377086504616e-13,5.1771341365907661e-13,4.4434918382151141e-13,1.1362046652822355e-13,3.1709427214930357e-15,2.5792992880725084e-14,1.7912745081336584e-15,2.1870323304389308e-15,1.1738368215807366e-15,6.4483138276172641e-16,2.6163311122182495e-15,1.3632615259387412e-15,1.1388273139245188e-15,4.741959107400559e-16,7.5042280338467946e-16,8.1359510814152498e-19,0.0,1.1678975100792495e-17
8.724185977445312e-09,0.2494616531158765,89.099999999999994,0.0,0.0,0.0,0.99999999997079858,10.999999999994808,1.2046648239774928e-11,4.4609871825371173e-13,1.1669590316838893e-11,1.124191491030557e-11,1.1322525977816041e-11,2.3163986764270422e-12,3.4382124218008733e-12,8.7405408630192891e-14,6.9542653289291382e-14,3.4364803995807726e-14,9.4642601880460474e-14,1.0474647563604655e-12,8.2105967505071896e-14,3.9129854444767333e-14,8.2929539876246427e-13,5.7132755125424385e-13,5.5551628071084284e-13,9.8965071925862797e-13,8.3432647325568422e-13,6.2203999495979228e-13,5.3432754114049983e-13,1.3271155445158097e-13,4.0444230212616251e-15,3.1589158561907889e-14,2.4628402209006421e-15,2.7672432776807377e-15,1.5067673616310101e-15,8.9079498401534511e-16,3.419937897032925e-15,1.9416480603330924e-15,1.3528707614247973e-15,5.1340598646927683e-16,9.6718810597394561e-16,1.1293366065861363e-18,0.0,1.7961777346494743e-17
9.513250969927082e-09,0.24946165311588106,89.099999999999994,0.0,0.0,0.0,0.99999999996815747,10.999999999993918,1.3099081626089033e-11,4.8996354695944693e-13,1.2653678212779262e-11,1.2187279002087453e-11,1.22796669380131e-11,2.4096845265060371e-12,3.6783747056403783e-12,9.2839177676345865e-14,7.3607101291367933e-14,3.6293255052234832e-14,1.0555891104769261e-13,1.2266467612815383e-12,9.1761554102592752e-14,4.3589294705374021e-14,9.8112449557098878e-13,6.7757177343370738e-13,6.5742468823953705e-13,1.1009749749466409e-12,9.903841529324264e-13,7.3532128900472966e-13,6.3207260400467926e-13,1.526125356556927e-13,5.0448948150031063e-15,3.798824748548597e-14,3.2842418429009602e-15,3.4213286019403779e-15,1.8909128762005624e-15,1.1932823145625564e-15,4.3440863925049961e-15,2.6634222759253821e-15,1.5774040988983473e-15,5.5227289522045435e-16,1.2118869565730336e-15,1.5188680597850531e-18,0.0,2.6534551676751409e-17
9.999999999999999e-09,0.24946165311588556,89.099999999999994,0.0,0.0,0.0,0.99999999996652822,10.999999999993339,1.3745293498721103e-11,5.1731471504227372e-13,1.3255138766080192e-11,1.2764921712145794e-11,1.2864752175079134e-11,2.4621720036439076e-12,3.8219739211971462e-12,9.6166485760453548e-14,7.6090930720312127e-14,3.7465319056190071e-14,1.1230916369348897e-13,1.3428000159067889e-12,9.7741613346608621e-14,4.6339406527780132e-14,1.0807406880851823e-12,7.4747701738349385e-13,7.2430645214533547e-13,1.1696415573339951e-12,1.0909146229043111e-12,8.0961130269190478e-13,6.961881734155064e-13,1.6525229913686111e-13,5.7274268124186103e-15,4.2235960673186204e-14,3.8716694834920649e-15,3.8616514902449623e-15,2.1544565719029713e-15,1.4105166886783865e-15,4.9743887348615299e-15,3.1856548329445002e-15,1.7206920058217852e-15,5.760560071130345e-16,1.3763651657572929e-15,1.7992162564580812e-18,0.0,3.3182432670564119e-17
1.0302315962408853e-08,0.24946165311588556,89.099999999999994,0.0,0.0,0.0,0.99999999996551636,10.999999999992969,1.414550221723316e-11,5.3441474739882187e-13,1.3626571388191031e-11,1.3121591412262381e-11,1.322610474996313e-11,2.4929941451318953e-12,3.9094798361589301e-12,9.8225494420508419e-14,7.7626540347443989e-14,3.8187552693850875e-14,1.1650608180394935e-13,1.4170330091674842e-12,1.0146302692106917e-13,4.8046412971513415e-14,1.1448772710729488e-12,7.9256309629713909e-13,7.6737460810928464e-13,1.2122720360714363e-12,1.1548543403802358e-12,8.5743071818678928e-13,7.3746161278146385e-13,1.7323171415285079e-13,6.1770278466268628e-15,4.4989411127777315e-14,4.2692389496879977e-15,4.1492551768456489e-15,2.3286450432248513e-15,1.5579144644769865e-15,5.3889522427174457e-15,3.5410422745258623e-15,1.8114145156746417e-15,5.9074458990178442e-16,1.483586421017798e-15,1.9896645838169803e-18,0.0,3.790222501688485e-17
1.1091380954890624e-08,0.24946165311588997,89.099999999999994,0.0,0.0,0.0,0.99999999996287525,10.999999999991964,1.5185943849468437e-11,5.7945332446088556e-13,1.4588412239726557e-11,1.4045020853289167e-11,1.4161947745527828e-11,2.5675768605233074e-12,4.1320282386130962e-12,1.0357844176998515e-13,8.1615202246534762e-14,4.0055235811315327e-14,1.2747014181317436e-13,1.6180980244614677e-12,1.1119616326332682e-13,5.2495538247891031e-14,1.3203763562522515e-12,9.1623232908493952e-13,8.8524982826633044e-13,1.3234273850334214e-12,1.326701532125989e-12,9.8824681347063216e-13,8.5037368597741924e-13,1.9448847967350345e-13,7.4452341606475054e-15,5.2591577694149571e-14,5.4310417927297132e-15,4.9507648522903187e-15,2.8222416956163098e-15,1.990159994869367e-15,6.5541326120440832e-15,4.5853928204272017e-15,2.0540611470695891e-15,6.2882615454612504e-16,1.7812596026362644e-15,2.5490000206291807e-18,0.0,5.261749214552436e-17
1.2669510939854166e-08,0.24946165311589838,89.099999999999994,0.0,0.0,0.0,0.99999999995759292,10.999999999989797,1.7249025298246091e-11,6.7129680954133363e-13,1.6479497615357388e-11,1.5859891616281602e-11,1.600229213018305e-11,2.6948320868652679e-12,4.5533218694651088e-12,1.1422090553666985e-13,8.953833679459793e-14,4.3731634310028637e-14,1.4941256866409202e-13,2.0502990086391839e-12,1.3071930074023226e-13,6.1356070872697272e-14,1.7059179454554135e-12,1.1893298471123558e-12,1.1443191012488622e-12,1.5450403300513079e-12,1.688873205433259e-12,1.275535491758864e-12,1.0982929676601108e-12,2.3863870787211516e-13,1.0406280732902411e-14,6.9593702739420328e-14,8.3352544424334086e-15,6.7726793017023488e-15,3.9856936303801462e-15,3.0786072235036786e-15,9.2419771934164628e-15,7.210803324404446e-15,2.5624539034984709e-15,7.0388157790963222e-16,2.4501998768961797e-15,3.9613813819391287e-18,0.0,9.4530386534211124e-17
1.4247640924817707e-08,0.24946165311590643,89.099999999999994,0.0,0.0,0.0,0.99999999995231059,10.99999999998742,1.9288595515260842e-11,7.6550286227608998e-13,1.8328037631542876e-11,1.7633185398392476e-11,1.7801602198475267e-11,2.7986374581616853e-12,4.9457278014144866e-12,1.2480985437093261e-13,9.7422971205774435e-14,4.7349462280649507e-14,1.7134335208431881e-13,2.5195845655181606e-12,1.5028449666856847e-13,7.0157375992321424e-14,2.1363860012651146e-12,1.4963192425584391e-12,1.4337340079139938e-12,1.7655396319200144e-12,2.0705750950833687e-12,1.5963029262435195e-12,1.3749013815153831e-12,2.8459766793892784e-13,1.3958544309825583e-14,8.8982949379424938e-14,1.2091926360436695e-14,8.8819499155124574e-15,5.3977530902270539e-15,4.4993083919774672e-15,1.2397426826150848e-14,1.0599147129578132e-14,3.0980535104963762e-15,7.7754440415062814e-16,3.2097423708945927e-15,5.8101516856613344e-18,0.0,1.5760245857270195e-16
1.582577090978125e-08,0.24946165311591403,89.099999999999994,0.0,0.0,0.0,0.99999999994702826,10.999999999984853,2.1304923227339139e-11,8.6208110961884383e-13,2.0135107225140869e-11,1.9366154582223349e-11,1.9560795784611237e-11,2.8844489470273743e-12,5.3123366968825918e-12,1.3536120974732052e-13,1.0528800466183126e-13,5.0921927301856009e-14,1.9324684862462175e-13,3.0226769313517612e-12,1.6987281281155335e-13,7.8898490392223085e-14,2.6104598985732691e-12,1.8366623016590405e-12,1.7526206394519001e-12,1.9848883598765081e-12,2.466849079234298e-12,1.9497229385361362e-12,1.6793000572701019e-12,3.3201081603051316e-13,1.8129171047936772e-14,1.1074680751377366e-13,1.678784359490429e-14,1.1272075816464624e-14,7.0736720762366239e-15,6.2904785774464035e-15,1.600756808391888e-14,1.4790982772524292e-14,3.6574471453466515e-15,8.4981619445016707e-16,4.0510562968812052e-15,8.1461766448345808e-18,0.0,2.4784814546530784e-16
1.740390089474479e-08,0.24946165311592125,89.099999999999994,0.0,0.0,0.0,0.99999999994174593,10.999999999982105,2.3298276464102261e-11,9.6104178389277817e-13,2.1901753723714694e-11,2.1060012386093094e-11,2.1280795885019921e-11,2.9564388699564593e-12,5.6559018191357402e-12,1.4588228770890197e-13,1.1314254157649296e-13,5.445710395076247e-14,2.1511597332881584e-13,3.5566413934812239e-12,1.8947508847428394e-13,8.7582332238404167e-14,3.1268595256351895e-12,2.2098276446847675e-12,2.100128982613715e-12,2.2031054555434225e-12,2.8738687163638348e-12,2.335017074941398e-12,2.0106196667726746e-12,3.8060623435222631e-13,2.2942335004705553e-14,1.3487297782961835e-13,2.2501921130806782e-14,1.3935954744181491e-14,9.0275985349036529e-15,8.487905430497019e-15,2.0058698692332801e-14,1.9811433346361782e-14,4.2378743963431623e-15,9.207098606777212e-16,4.9659099768374261e-15,1.1017097920422742e-17,0.0,3.7192325168749722e-16
1.8982030879708332e-08,0.2494616531159282,89.099999999999994,0.0,0.0,0.0,0.9999999999364636,10.999999999979179,2.5268922625500688e-11,1.0623956528512666e-12,2.3628997657837163e-11,2.2715934588948453e-11,2.2962523288794966e-11,3.0178189174502413e-12,5.978877903831995e-12,1.5637833307529742e-13,1.2099259650683001e-13,5.7961214817954382e-14,2.3694570477902666e-13,4.1188472226322201e-12,2.0908524482140869e-13,9.621252059583356e-14,3.6843435083660502e-12,2.6152906503897154e-12,2.475432177005897e-12,2.420208739140539e-12,3.2886967642839976e-12,2.7514467788074644e-12,2.3680195836083923e-12,4.3017395889538149e-13,2.8419489799694014e-14,1.6134965223354587e-13,2.9305676191198779e-14,1.6866278425395855e-14,1.1272652269170358e-14,1.1125039426115575e-14,2.4537156389279194e-14,2.5673578863866455e-14,4.8369833254208503e-15,9.9027548834017553e-16,5.9468142636060379e-15,1.4467451124529723e-17,0.0,5.3708247014606459e-16
2.0560160864671874e-08,0.24946165311593485,89.099999999999994,0.0,0.0,0.0,0.99999999993118127,10.999999999976094,2.7217128489400395e-11,1.1661540214933051e-12,2.5317833491710797e-11,2.4335060678419018e-11,2.4606891747434154e-11,3.0710593738748046e-12,6.2834538147513873e-12,1.6685265696713137e-13,1.288418279528724e-13,6.1439006600265105e-14,2.5873294508725573e-13,4.7069348420649384e-12,2.2869955459057979e-13,1.0479313396763915e-13,4.2817078239187698e-12,3.0525333993208444e-12,2.8777258470676768e-12,2.6362211101935887e-12,3.7090760418231968e-12,3.198307911094919e-12,2.750687023468361e-12,4.8055183518075647e-13,3.4579536499341384e-14,1.9016541535878077e-13,3.7263703745690271e-14,2.0055686205874356e-14,1.3820969983206952e-14,1.4233099463288279e-14,2.9429507845593208e-14,3.2381311235414308e-14,5.4527300264491688e-15,1.0585576650681065e-15,6.9869883620904828e-15,1.8538806238754166e-17,0.0,7.5113984773392402e-16
2.2138290849635416e-08,0.24946165311594107,89.099999999999994,0.0,0.0,0.0,0.99999999992589894,10.999999999972847,2.9143160185366068e-11,1.2723287058842294e-12,2.6969230223859669e-11,2.5918494806221099e-11,2.6214804787451716e-11,3.118038603422013e-12,6.5715785525897382e-12,1.7730643700866077e-13,1.366916439734244e-13,6.4893825336642745e-14,2.8047671675421201e-13,5.3187896730778568e-12,2.4831653793335744e-13,1.1332873797433885e-13,4.9177847027242199e-12,3.5210446410850944e-12,3.306227550259754e-12,2.85117674161547e-12,4.1332848782818964e-12,3.6749269372257644e-12,3.1578362729745308e-12,5.316158681176027e-13,4.1438967235400387e-14,2.2130916432618532e-13,4.6434075466836141e-14,2.3496838438558674e-14,1.668374308579157e-14,1.7841162943698737e-14,3.472258306113208e-14,3.9931370231204428e-14,6.0833341136593556e-15,1.1255863439074311e-15,8.0803014335990719e-15,2.3269887427440511e-17,0.0,1.0224347232776546e-15
2.3716420834598957e-08,0.24946165311594698,89.099999999999994,0.0,0.0,0.0,0.99999999992061661,10.999999999969452,3.1047283143459278e-11,1.3809319765298043e-12,2.8584132131602055e-11,2.7467307076374232e-11,2.7787152407633254e-11,3.1602030348979708e-12,6.8449917414364997e-12,1.8773959019364097e-13,1.4454215422602691e-13,6.8328114088425801e-14,3.0217729472734513e-13,5.9525114673686386e-12,2.6793601192169608e-13,1.2182399278975028e-13,5.5914412722944903e-12,4.0203197568147427e-12,3.7601760927423795e-12,3.0651153502563484e-12,4.5599947035977148e-12,4.180656783624117e-12,3.5887076968418622e-12,5.832699256328943e-13,4.90120572836336e-14,2.5477010127680077e-13,5.6868815618766976e-14,2.7182499777982575e-14,1.9871270031146343e-14,2.1976272277991696e-14,4.0403544109347376e-14,4.8315425957430604e-14,6.7272288265913688e-15,1.191389696506543e-15,9.2212173835251268e-15,2.8696714291442204e-17,0.0,1.3597895882663711e-15
