Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43)
1.1062475799999998e-08,0.2686113130529022,89.099999999999994,0.0,0.0,0.0,0.9999999999923932,10.999999999998439,3.1022828801737236e-12,1.6432531668606398e-13,3.0313983717953634e-12,2.8983918647483738e-12,2.9421458509660766e-12,5.8037056168711956e-13,8.2547216090167799e-13,2.8026915012136967e-14,2.2363950057906904e-14,1.1180315676999475e-14,4.1813146528076253e-14,2.7908513907840747e-13,3.5865298369375893e-14,1.79313891911389e-14,2.4722824895236944e-13,1.6987618503766817e-13,1.6679733936455644e-13,2.115088899277891e-13,2.3743217284021912e-13,1.1653459765774456e-13,1.6022585948047444e-13,3.8163182989963385e-14,1.5544001172982113e-15,5.4780417147183008e-15
1.2949912599999999e-08,0.2686113130529044,89.099999999999994,0.0,0.0,0.0,0.99999999999109535,10.999999999997931,3.6056272987447251e-12,1.9370391047040613e-13,3.5097979178258063e-12,3.3493715056522236e-12,3.4072953977048699e-12,6.2229286063184642e-13,9.2714529501890238e-13,3.0818158329278379e-14,2.4415210767069234e-14,1.2205154237634249e-14,5.0887370740859115e-14,3.707536257669459e-13,4.3751370299024178e-14,2.1873479662939722e-14,3.3540801563308919e-13,2.3143395735750438e-13,2.2669806449735704e-13,2.5279969844009087e-13,3.2372053372037092e-13,1.5788457918068491e-13,2.1753857248616241e-13,4.917110194160679e-14,2.3892126404000984e-15,7.5932730605353509e-15
1.4837349399999998e-08,0.2686113130529065,89.099999999999994,0.0,0.0,0.0,0.99999999998979749,10.999999999997369,4.1017057292801926e-12,2.2347348922768058e-13,3.9775902279116228e-12,3.7886770982898997e-12,3.8622356461198151e-12,6.5608273820801181e-13,1.0204258738894611e-12,3.3572272439777986e-14,2.6430303836892011e-14,1.3211783099084449e-14,5.9986721575449401e-14,4.7214324372730898e-13,5.1674539652297842e-14,2.583378073453071e-14,4.359561648169027e-13,3.0206341995884175e-13,2.9518259602016583e-13,2.9324268696905749e-13,4.1799497780072633e-13,2.050071904410444e-13,2.8297719633619343e-13,6.0848541184148728e-14,3.4469544732736589e-15,1.004719380612362e-14
1.6724786199999997e-08,0.26861131305290836,89.099999999999994,0.0,0.0,0.0,0.99999999998849964,10.999999999996749,4.5906304583573782e-12,2.5363392803865217e-13,4.4350319243692322e-12,4.2166682887910212e-12,4.3071842008890865e-12,6.83497982656388e-13,1.1062022475648865e-12,3.6304169780872238e-14,2.8425274553592396e-14,1.4208238212895099e-14,6.9096364380802384e-14,5.8233132081098689e-13,5.9618772875257364e-14,2.9804256467201332e-14,5.4850022784486412e-13,3.8160678457773431e-13,3.7203915021826129e-13,3.3297492758428572e-13,5.1852897205444561e-13,2.5774862803448244e-13,3.5632573790008695e-13,7.3061297087406905e-14,4.7397335140341057e-15,1.28354574300938e-14
1.8612222999999996e-08,0.2686113130529103,89.099999999999994,0.0,0.0,0.0,0.99999999998720179,10.999999999996081,5.0725122042823563e-12,2.8418511370959895e-13,4.8823732405305609e-12,4.6336935834440114e-12,4.7423598914164065e-12,7.0590788427395528e-13,1.1852655881842312e-12,3.9021176039510563e-14,3.0408018924924092e-14,1.5198477097201914e-14,7.8209021404918966e-14,7.0049344520596616e-13,6.7576175493707766e-14,3.3780949345742155e-14,6.7267945138245004e-13,4.6990884532153038e-13,4.5706121762699e-13,3.7212413148164919e-13,6.239569059429266e-13,3.1596505688626723e-13,4.3737586620510896e-13,8.5704727477386603e-14,6.2766167120218588e-15,1.5954366030568433e-14
2.0499659799999996e-08,0.268611313052912,89.099999999999994,0.0,0.0,0.0,0.99999999998590394,10.999999999995367,5.5474602183503052e-12,3.1512694407000116e-13,5.3198583348979953e-12,5.0400909667184619e-12,5.1679811913077909e-12,7.2439055407873826e-13,1.2583220639235437e-12,4.1730006782329675e-14,3.2385047399243075e-14,1.6185760933323625e-14,8.731802606947834e-14,8.2589123536715451e-13,7.5540234293290566e-14,3.7760598187540107e-14,8.0814418935001006e-13,5.6681685450811303e-13,5.5004730372800318e-13,4.1078144769912233e-13,7.3321297767472876e-13,3.7952079333267818e-13,5.2592623749290092e-13,9.8696425916506114e-14,8.0641857240405548e-15,1.9400838891978192e-14
2.2387096599999995e-08,0.26861131305291364,89.099999999999994,0.0,0.0,0.0,0.99999999998460609,10.999999999994605,6.015582337444773e-12,3.4645932749133935e-13,5.7477255039121968e-12,5.4361881477131261e-12,5.5842652068634116e-12,7.3979614542329049e-13,1.3260025479462938e-12,4.4435175169090463e-14,3.4360708442530587e-14,1.7172267708572147e-14,9.641890454535959e-14,9.5786259057927535e-13,8.3506596067363707e-14,4.174102500203461e-14,9.5455546357353133e-13,6.721804540233108e-13,6.508007533006493e-13,4.4902325247297387e-13,8.4545236454548765e-13,4.482870939088633e-13,6.2178199256353426e-13,1.1197135671868867e-13,1.010695593087229e-14,2.3172222296575821e-14
2.4274533399999994e-08,0.26861131305291513,89.099999999999994,0.0,0.0,0.0,0.99999999998330824,10.999999999993802,6.4769849983002595e-12,3.7818218249312726e-13,6.1662072960071672e-12,5.8223027256057429e-12,5.991426991926991e-12,7.5278823272193898e-13,1.3888698123624305e-12,4.7138130511912343e-14,3.6336601086437237e-14,1.8158799584135367e-14,1.0551023219467232e-13,1.0958144717621589e-12,9.1473655526526176e-14,4.5721427623296358e-14,1.1115846903793722e-12,7.85851655022957e-13,7.5912965625355381e-13,4.8692245538539281e-13,9.6000255879092881e-13,5.2214137439186162e-13,7.2475442228258562e-13,1.2547867877333184e-13,1.2407675803439681e-14,2.7266179270025299e-14
2.6161970199999993e-08,0.2686113130529166,89.099999999999994,0.0,0.0,0.0,0.99999999998201039,10.999999999992959,6.9317732486071869e-12,4.10295437205822e-13,6.5755306409457302e-12,6.1987424715778857e-12,6.389678804361563e-12,7.6388894432917202e-13,1.4474268405018746e-12,4.9838438195379436e-14,3.8312585084844229e-14,1.9145288671278968e-14,1.1459245951204316e-13,1.2392145593179104e-12,9.9441545500880829e-14,4.9701873934183709e-14,1.2789133575527838e-12,9.0768481917996497e-13,8.7484674084500297e-13,5.2454617629416863e-13,1.0763248198703418e-12,6.009663627405137e-13,8.346605893396889e-13,1.3917832056861921e-13,1.4967661958191334e-14,3.1680633072720205e-14
2.993684379999999e-08,0.2686113130529191,89.099999999999994,0.0,0.0,0.0,0.99999999997941469,10.999999999991154,7.821919853913739e-12,4.7569290363154344e-13,7.3675823391520931e-12,6.9237811518291488e-12,7.1602854417761584e-12,7.8194412403080247e-13,1.5533557317090502e-12,5.5230025921934366e-14,4.2264160004518075e-14,2.1117810804185689e-14,1.3273076757823595e-13,1.5405009639694663e-12,1.1538045157402291e-13,5.7663225274547612e-14,1.6432436556790685e-12,1.1752660654283473e-12,1.127718961986466e-12,5.9915985535271387e-13,1.3127131769298025e-12,7.7308304493828525e-13,1.0745696679240074e-12,1.670371057961857e-13,2.0864728987159095e-14,4.1464008140346198e-14
3.333423003999999e-08,0.26861131305292124,89.099999999999994,0.0,0.0,0.0,0.99999999997707856,10.999999999989408,8.6014564365578533e-12,5.3588524987782287e-13,8.0512729051016917e-12,7.5461243226381039e-12,7.8254180046252709e-12,7.9498729919497897e-13,1.6379762953762493e-12,6.0072489144249871e-14,4.5820346876176109e-14,2.2892676744582501e-14,1.4902521810982296e-13,1.8259898343686552e-12,1.2972876741720159e-13,6.4828848474616629e-14,2.0033657043390314e-12,1.442589183594128e-12,1.37878416201261e-12,6.6577019933896608e-13,1.5281778814053834e-12,9.4390201590057726e-13,1.3124743551513568e-12,1.9251671796582311e-13,2.7050162231642389e-14,5.1348930242761026e-14
3.673161627999999e-08,0.26861131305292296,89.099999999999994,0.0,0.0,0.0,0.99999999997474243,10.999999999987553,9.3611341102325352e-12,5.9734176436439388e-13,8.7085758204662401e-12,8.1414874617535075e-12,8.4648192047543698e-12,8.0611697842665513e-13,1.7143127281086206e-12,6.4907513033303686e-14,4.9377982772296098e-14,2.4667998959874418e-14,1.6528934539443579e-13,2.1230333254733581e-12,1.440784925915629e-13,7.1994018214804932e-14,2.3923341434820435e-12,1.734196448421123e-12,1.6510756303204154e-12,7.3199006549232802e-13,1.7450778076240034e-12,1.1291938942786181e-12,1.570234441670703e-12,2.1829465799896638e-13,3.4052012268522706e-14,6.2249217835904779e-14
