Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704)
2.0132659100000004e-07,0.2113940008063273,89.099999999999994,0.0,0.0,0.0,0.99999999999981104,10.999999999999725,2.8039060216951013e-14,3.4467208010719977e-14,2.7336154063710759e-14,1.9501696996094889e-14,2.6752674732940895e-14,1.8968821514409303e-15,1.9045005312711058e-15,4.9766096217442893e-16,3.7246710145495587e-16,1.6385036798826131e-16,1.4379986653356103e-14,1.7346493021087997e-14,1.1967602637149127e-14,4.7239078858702653e-15,4.743961313538962e-14,4.1399916641791176e-14,3.9795358777618931e-14,4.5346727549628911e-16,1.2583845383391815e-14,2.4011978439811227e-15,3.7913825600241927e-14,3.7394028926740715e-15,8.5250998127853036e-17,2.5514705830482839e-16,1.5839968402610986e-15,7.0258699127874907e-17,3.4947709723752447e-17,6.1142932858071063e-16,6.5584393920784052e-18,1.3159114471292057e-16,5.1253908909576447e-17,5.2062054712570259e-20,1.0704629046636263e-15,4.3099526720868192e-19,1.1357585745483026e-16,5.450525178883397e-17,2.0131537727937606e-17,2.9305772887161621e-16,3.4839542292495329e-16,4.9567262045087597e-17,2.2523380217945142e-16,6.235506490721135e-17,1.7068390436813783e-24,1.5579938463410403e-16,3.3852065797098039e-16
2.3488102300000005e-07,0.21139400080632728,89.099999999999994,0.0,0.0,0.0,0.99999999999977951,10.999999999999666,2.920277020873667e-14,4.0335947076366613e-14,2.8411238012591116e-14,1.9938019667840727e-14,2.7812796670595868e-14,1.9087346490359486e-15,1.9278836857024004e-15,5.5262679448033014e-16,4.1063588535197012e-16,1.7584728789477965e-16,1.6866877969750553e-14,2.0553467028112843e-14,1.4023438131440592e-14,5.3576342095079002e-15,5.8080871968049175e-14,5.1839190437108254e-14,4.9585733105033401e-14,5.0456147662463999e-16,1.490866261529484e-14,3.0059084535263103e-15,4.705892398276695e-14,4.4288427636098937e-15,1.1328525876804848e-16,3.226786783683305e-16,2.3337782590236037e-15,8.6825058812417399e-17,4.63275136318726e-17,8.9330459460498806e-16,8.3975200470261537e-18,1.8502306224137031e-16,6.0995772044767146e-17,5.3624940057013371e-20,1.3787164559245603e-15,6.302091067477128e-19,1.6306332256336994e-16,9.3989284358088073e-17,3.132509331074653e-17,3.7316090847671e-16,5.0753718481293196e-16,6.3511055832435884e-17,2.473693384248999e-16,1.0634075435223256e-16,2.1983452855424755e-24,2.38078983604856e-16,4.2417214232983531e-16
2.6843545500000007e-07,0.21139400080632717,89.099999999999994,0.0,0.0,0.0,0.99999999999974776,10.999999999999602,3.0043179682990918e-14,4.6238444417718532e-14,2.9177859958799905e-14,2.0225647320234409e-14,2.8569179749931479e-14,1.911078973259698e-15,1.9426124961300123e-15,6.0794810318920016e-16,4.4892329087820039e-16,1.8721833625126377e-16,1.9372947774680566e-14,2.3770570529870604e-14,1.6091201793537288e-14,5.9596192593168454e-15,6.8839764118208754e-14,6.2600523818891786e-14,5.959827863178214e-14,5.5460526328937546e-16,1.7232610285426732e-14,3.6337362151689232e-15,5.6343062154886844e-14,5.1201192510135918e-15,1.4459645156249763e-16,3.9504193527427067e-16,3.2384087419290125e-15,1.0361137653138806e-16,5.8942536589516059e-17,1.2289207374738452e-15,1.042698145623544e-17,2.4742370126109233e-16,7.0803000078126259e-17,5.472532041306449e-20,1.7039108634778627e-15,8.6750730656735673e-19,2.2007958625512419e-16,1.4993830767701843e-16,4.5843417379201296e-17,4.5854962120000958e-16,6.9889571351974191e-16,7.7816902675716514e-17,2.7203376422920629e-16,1.6749760064716965e-16,2.7168635006585058e-24,3.4173376952309266e-16,5.1831589297607426e-16
3.019898870000001e-07,0.21139400080632711,89.099999999999994,0.0,0.0,0.0,0.99999999999971612,10.999999999999538,3.0633517469063683e-14,5.217654106860148e-14,2.9706330662317088e-14,2.0397616115427857e-14,2.9090780470301262e-14,1.9123994680210306e-15,1.9564057419477656e-15,6.6386540281411832e-16,4.8751946663057596e-16,1.9811900302186493e-16,2.1899008511147929e-14,2.6989838310897477e-14,1.817078848330368e-14,6.5331299536844314e-15,7.9682239648394656e-14,7.3609686774890931e-14,6.976419380175336e-14,6.0434793868469684e-16,1.9548436806919146e-14,4.2812800389894716e-15,6.5702208800298461e-14,5.8113576502435839e-15,1.7902419336460835e-16,4.7210837422624222e-16,4.2945951179926741e-15,1.2055662638319371e-16,7.2696900310666915e-17,1.615579400968979e-15,1.264302971711646e-17,3.1873142997693e-16,8.0627905394170102e-17,5.5467928874683533e-20,2.0419569565996497e-15,1.1409813950635235e-18,2.8359733847101096e-16,2.2510278107987331e-16,6.3996139719203232e-17,5.4882566671605989e-16,9.2255327239827873e-16,9.2364224418767053e-17,2.9910315821690579e-16,2.4796691545862374e-16,3.2558735599372359e-24,4.6756811421043145e-16,6.2205486551303986e-16
3.355443190000001e-07,0.2113940008063271,89.099999999999994,0.0,0.0,0.0,0.99999999999968425,10.999999999999472,3.105464827459405e-14,5.8151736470302426e-14,3.0076253161119118e-14,2.0516749342049008e-14,2.9455390011078187e-14,1.916877362014534e-15,1.9727454422317743e-15,7.2032495625959179e-16,5.2635930876846769e-16,2.0857430120998268e-16,2.4445906882963912e-14,3.0207328232621613e-14,2.0262398228268386e-14,7.0813858154901355e-15,9.0544493911525662e-14,8.4784678817691976e-14,8.0005377568396178e-14,6.5418578606853917e-16,2.1852586214816607e-14,4.9445416083977235e-15,7.5063051479413337e-14,6.5016316796365627e-15,2.1640748619621476e-16,5.5364996373678051e-16,5.4997108091636073e-15,1.3754564660166877e-16,8.7497212605414843e-17,2.0509708445959357e-15,1.5042914560738005e-17,3.9887512419298723e-16,9.0428365622304322e-17,5.5988750448503099e-20,2.3890374264997413e-15,1.4489990168755211e-18,3.5276586589409319e-16,3.2208087003831408e-16,8.6080781144024259e-17,6.4354383494261175e-16,1.178751129172623e-15,1.0700744036959562e-16,3.2891063781302039e-16,3.496136562347567e-16,3.8092888145732511e-24,6.162987409848255e-16,7.3612230267767494e-16
4.026531830000001e-07,0.21139400080632695,89.099999999999994,0.0,0.0,0.0,0.99999999999962064,10.999999999999346,3.1592018965529407e-14,7.0220562478272246e-14,3.0535942566077422e-14,2.0694385488363554e-14,2.990546717971425e-14,1.9266772369391961e-15,2.0058185076021494e-15,8.3476095413334834e-16,6.0463788888473861e-16,2.2826888777992642e-16,2.9605489265841882e-14,3.6643490678341333e-14,2.4482029856949769e-14,8.1124977127146593e-15,1.1222783527370285e-13,1.0742662172934543e-13,1.0052343720601598e-13,7.5338269496302435e-16,2.6433675774079329e-14,6.3088535338680383e-15,9.3618767673926784e-14,7.8811702146869549e-15,2.9947148680217901e-16,7.297833642144167e-16,8.3408381448818353e-15,1.7147368885736617e-16,1.1990084220428551e-16,3.0570938667701682e-15,2.0389566058022355e-17,5.8532636390057752e-16,1.0982771342585186e-16,5.666015814937371e-20,3.0984584678018653e-15,2.1609794906312054e-18,5.0474457711526027e-16,5.9120842703463457e-16,1.4311360703906871e-16,8.4516429093117854e-16,1.7889001943459818e-15,1.3618014753477178e-16,3.9595114273747775e-16,6.2255638938161555e-16,4.940451355752261e-24,9.8418735945780723e-16,9.9860076326263735e-16
4.697620470000001e-07,0.21139400080632678,89.099999999999994,0.0,0.0,0.0,0.99999999999955658,10.999999999999213,3.1988666646585996e-14,8.2462659573212124e-14,3.0874216199944165e-14,2.0895564936257573e-14,3.0231501467680166e-14,1.9373512066492182e-15,2.0395341599908424e-15,9.5136413744262692e-16,6.8378673017306396e-16,2.4669508642382411e-16,3.4858127740434519e-14,4.3080323328662232e-14,2.875032028027907e-14,9.0739047634379459e-15,1.3374871178477087e-13,1.3018841138821861e-13,1.2084713824370608e-13,8.5191989393027135e-16,3.0979432687847903e-14,7.7115261704742971e-15,1.1175038253741063e-13,9.2593808181405594e-15,3.9252899107128477e-16,9.2287488764211295e-16,1.1717737951600395e-14,2.0514141906247809e-16,1.5541153641111795e-16,4.2199087810555667e-15,2.6451540194716953e-17,8.0599544415697128e-16,1.2875472858382079e-16,5.7204224592400782e-20,3.8090790469369053e-15,2.9840572171433738e-18,6.6854016282312964e-16,9.7933898307827512e-16,2.192988749475981e-16,1.0614609797225676e-15,2.5291093773058963e-15,1.6473894527708999e-16,4.7066879992942006e-16,9.9859642038434127e-16,6.0735265445170609e-24,1.4478377082598729e-15,1.3129227617001827e-15
5.368709110000001e-07,0.2113940008063266,89.099999999999994,0.0,0.0,0.0,0.99999999999949241,10.99999999999908,3.2286267725347919e-14,9.4889294034903095e-14,3.1125106053813629e-14,2.1091802449196915e-14,3.0468094270243316e-14,1.9473342501948791e-15,2.0727376435742758e-15,1.0701496770325221e-15,7.6381622901259922e-16,2.6401068748363123e-16,4.0206453432208296e-14,4.951917194996161e-14,3.3067102012758275e-14,9.9739909677259491e-15,1.5513544912947811e-13,1.5302784256127893e-13,1.4094886688451617e-13,9.4966270588067883e-16,3.5491742125577673e-14,9.1511622819277818e-15,1.2945824576106813e-13,1.063658142472702e-14,4.9491640267381191e-16,1.1329648403395568e-15,1.5596916984916343e-14,2.3860016016580347e-16,1.9364451727554018e-16,5.5214677053804919e-15,3.3219021578848912e-17,1.0603899910991184e-15,1.4713670514398396e-16,5.7641735670158014e-20,4.5131751379913225e-15,3.905510041910748e-18,8.4039290330571137e-16,1.4982876794910445e-15,3.1583285504541065e-16,1.2920705866723881e-15,3.3985807041375557e-15,1.9265791152338033e-16,5.5071175871697602e-16,1.4820095227685291e-15,7.1961985228358189e-24,2.0065695710288303e-15,1.682302993706307e-15
6.710886390000002e-07,0.21139400080632637,89.099999999999994,0.0,0.0,0.0,0.9999999999993634,10.99999999999881,3.2766417779425438e-14,1.2035910576561117e-13,3.1521380604736982e-14,2.1457697542451939e-14,3.0831221387228627e-14,1.9665683528131938e-15,2.1386875387259183e-15,1.314180742439294e-15,9.2646271845976819e-16,2.9605225018185994e-16,5.1198560256816255e-14,6.2401847581739738e-14,4.1845026116517456e-14,1.1632231982154326e-14,1.9752004776494019e-13,1.9875500657844179e-13,1.80370270964244e-13,1.1429693474792905e-15,4.4418439262655655e-14,1.2133796672796727e-14,1.6366440334232719e-13,1.3387473745029178e-14,7.2356422786108411e-16,1.603786137537104e-15,2.4649874569624881e-14,3.0491477541972862e-16,2.7603548305836149e-16,8.4349667969433948e-15,4.8800094246411821e-17,1.6670050872415107e-15,1.8202192557670946e-16,5.8374720806401953e-20,5.8701110396532839e-15,5.9685067954852333e-18,1.1908086037046097e-15,2.995014831196121e-15,5.7656165337424913e-16,1.7941723280155077e-15,5.5206865964435579e-15,2.4659397786973166e-16,7.1732673156309175e-16,2.7841634536480131e-15,9.3598150131346928e-24,3.3984104039783737e-15,2.5969201947182709e-15
8.053063670000003e-07,0.21139400080632603,89.099999999999994,0.0,0.0,0.0,0.99999999999923317,10.999999999998535,3.3166083647859046e-14,1.4669387025261972e-13,3.1841299937462212e-14,2.1807224123073375e-14,3.1113009542041935e-14,1.9853984578680219e-15,2.2044870340444092e-15,1.566715370201367e-15,1.09253410582305e-15,3.2509926055661688e-16,6.2584878864830346e-14,7.529050873246429e-14,5.0814107423144875e-14,1.3126614402318557e-14,2.3937049163092256e-13,2.4447248980954056e-13,2.1871772647506687e-13,1.3334916245329969e-15,5.3217312051195852e-14,1.5250636530760713e-14,1.9636962265446847e-13,1.6133398814602983e-14,9.8078981476354756e-16,2.141705630543893e-15,3.5256534890427749e-14,3.7039646832177081e-16,3.6470091009109586e-16,1.1684040112746126e-14,6.7045989356493984e-17,2.4010323751457407e-15,2.1437415799131188e-16,5.9007691624554524e-20,7.1465542115114545e-15,8.2694735396662332e-18,1.5411422653585412e-15,5.1487414025789124e-15,9.3188266706920304e-16,2.3493610450615357e-15,8.1495456593540539e-15,2.9814278808482749e-16,8.8787960702124536e-16,4.5326923978997772e-15,1.1395086902169975e-23,5.1419519961891158e-15,3.7475004383651554e-15
9.395240950000003e-07,0.21139400080632573,89.099999999999994,0.0,0.0,0.0,0.99999999999910227,10.999999999998259,3.3547128355501927e-14,1.7394633354802157e-13,3.2138241160659687e-14,2.2149435923121279e-14,3.1368682771969286e-14,2.0040495171821281e-15,2.2703175227222369e-15,1.827550138206719e-15,1.261984521655073e-15,3.5170144000526093e-16,7.436233607283094e-14,8.8184830590617393e-14,5.9972210552816508e-14,1.4487747409720522e-14,2.8068344136077558e-13,2.9011734100777683e-13,2.5598378894296301e-13,1.5213511873522424e-15,6.1892869141049576e-14,1.8498320773419224e-14,2.2776009118180255e-13,1.8874072705566696e-14,1.2621973018581679e-15,2.7461646665297042e-15,4.7181254517092128e-14,4.3503784054124911e-16,4.5754763547269092e-16,1.5166969119097303e-14,8.7864697097747934e-17,3.2580716356741118e-15,2.4423874531652169e-16,5.9610361946572683e-20,8.3324829169875914e-15,1.0736298504856903e-17,1.8816745702502366e-15,8.0151080532177626e-15,1.3870674564530166e-15,2.9557921822681619e-15,1.1278952544974904e-14,3.4757705650554593e-16,1.0569919093051397e-15,6.7204612791377909e-15,1.3286034662315851e-23,7.2150683929350085e-15,5.1324225537081829e-15
