Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262)
4.194303e-09,0.27753360828515194,89.099999999999994,0.0,0.0,0.0,0.99999999999998601,10.999999999999998,5.5079763341275189e-15,1.3465778670330976e-15,5.4976587630658256e-15,5.2870556389574323e-15,5.3485025912287427e-15,1.3798033870553343e-15,1.4358084206356452e-15,3.1512885818240779e-16,2.638944915813e-16,1.3172808641196088e-16,2.7927209177977884e-16,1.7388439281128949e-16,2.3525914160113782e-16,1.16299799972504e-16,1.9568903159419178e-16,1.3357864883857734e-16,1.3267965598133543e-16,1.1075541831684415e-16,8.0625284654858836e-17,1.6466551928519144e-17,1.2889287677018414e-16,3.3945016128411389e-17,1.5422277083558368e-19,1.4149529416355297e-18,1.0196237684892013e-19,1.0155249900686233e-19,6.0559217917230325e-20,3.9824095713855936e-20,2.2317279788026376e-20,1.4320679923581949e-20,7.1287349356820269e-19,5.1479131152202798e-20,4.8353651378156166e-19,2.7382949571927164e-23,1.4013491018358174e-21,1.647139346573548e-22,1.4013491018358174e-21,1.4044398806396063e-18,3.762206714064771e-20,2.6443804824871082e-20
6.291455e-09,0.27753360828515206,89.099999999999994,0.0,0.0,0.0,0.99999999999997902,10.999999999999996,8.1831642963550408e-15,2.0218502958474712e-15,8.1616473465749254e-15,7.8136012025572098e-15,7.9415675008413492e-15,1.9486503137551883e-15,2.0586491849430014e-15,3.8532790798821736e-16,3.2200162177604436e-16,1.6063741598751393e-16,5.0618646347942001e-16,3.5772590459258943e-16,4.2674888072868136e-16,2.1015877461020595e-16,4.1130653597302019e-16,2.8188556726189174e-16,2.7976813242865986e-16,1.9313118022092321e-16,1.9590701092806035e-16,3.4622064827752148e-17,2.7169443905263867e-16,6.9109474176711897e-17,3.8629054137981476e-19,2.9272983263661598e-18,3.3434827380006429e-19,2.6734769290483826e-19,1.523746888422504e-19,1.3092516451293502e-19,6.4669577585673198e-20,5.3307271758792896e-20,1.5302844514934465e-18,6.3100637149996526e-20,1.4020150691568368e-18,9.2839506956528071e-23,4.6481225775897699e-21,7.0336935897451774e-22,4.6481225775897699e-21,2.8688651794639442e-18,1.0666480941056855e-19,7.3017409569902118e-20
8.388607e-09,0.27753360828515206,89.099999999999994,0.0,0.0,0.0,0.99999999999997202,10.999999999999995,1.0812291093537187e-14,2.6982787186569655e-15,1.0776183710177939e-14,1.0272868237209232e-14,1.0487200917435969e-14,2.456724107713012e-15,2.6315189646275788e-15,4.3289192487108274e-16,3.6086578279653652e-16,1.799187157121295e-16,7.5572245115049706e-16,5.9259551908683978e-16,6.3750057081034277e-16,3.128387880450554e-16,6.9464267543417819e-16,4.7780051899884509e-16,4.7387045065604894e-16,2.7814850800735073e-16,3.5965816074364211e-16,5.8497382691245871e-17,4.6005752995878801e-16,1.1343409118952558e-16,7.3025519721412437e-19,4.8860238586837855e-18,7.6966030668003784e-19,5.2470694007906746e-19,2.8905749764079399e-19,3.0194889659165519e-19,1.3372412573871429e-19,1.3325716641096966e-19,2.539468063050511e-18,7.4279212290217619e-20,2.9093353925708435e-18,2.1810077339541574e-22,1.0807309667248407e-20,1.9687914673902744e-21,1.0807309667248407e-20,4.7469936889956257e-18,2.2326907397508969e-19,1.4927128666164578e-19
9.999999999999999e-09,0.27753360828515206,89.099999999999994,0.0,0.0,0.0,0.99999999999996658,10.999999999999993,1.280851592331066e-14,3.2186302501288852e-15,1.2759489475193195e-14,1.2128027047569898e-14,1.2418574642575172e-14,2.8192944107835993e-15,3.0479677525649581e-15,4.6305361754548191e-16,3.8527909544405107e-16,1.9200365882009827e-16,9.5384622672706738e-16,7.9733334370915739e-16,8.0489820626377977e-16,3.940365196200391e-16,9.4704288876748961e-16,6.5305261755733377e-16,6.473561038565645e-16,3.4266518384871828e-16,5.0965702860336469e-16,7.9782695685911113e-17,6.2835462490010723e-16,1.5169061784021248e-16,1.0574598865717867e-18,6.6166658637989909e-18,1.2582121068090393e-18,7.7673097873132378e-19,4.1945908327184756e-19,4.9417052753726797e-19,2.0241142519209456e-19,2.281367090335088e-19,3.3820950067286719e-18,8.2727052369412728e-20,4.4234366549564836e-18,3.605011977242941e-22,1.7801538984426049e-20,3.6763910525236269e-21,1.7801538984426049e-20,6.3994654834832968e-18,3.4585271308313193e-19,2.2724639540170367e-19
1.2582911e-08,0.27753360828515206,89.099999999999994,0.0,0.0,0.0,0.99999999999995792,10.999999999999989,1.5964907466348912e-14,4.0537975273312033e-15,1.5892076278382713e-14,1.5039176440929273e-14,1.5469752193162447e-14,3.3500277195827732e-15,3.6724797108271113e-15,4.9982454745100442e-16,4.1453337899014921e-16,2.0642508700765855e-16,1.2829992258707544e-15,1.1695079274054973e-15,1.0831225351154108e-15,5.2836072094959697e-16,1.4145095336281185e-15,9.7877280537542444e-16,9.6956743775927547e-16,4.4461406183553812e-16,7.9392069655677535e-16,1.1923119087210688e-16,9.4083752164018833e-16,2.2062393144536032e-16,1.6959885493321471e-18,9.7997248568043758e-18,2.3206222969045602e-18,1.2790972407664807e-18,6.7448789923921358e-19,9.1252691849188015e-19,3.4084154928750648e-19,4.4085671908888383e-19,4.8545679298366471e-18,9.6011687497988965e-20,7.4956285628839804e-18,6.7242488837297418e-22,3.3112742352152921e-20,7.7464803302685395e-21,3.3112742352152921e-20,9.4277810509184847e-18,6.0214568498819215e-19,3.8737318835855381e-19
1.6777215e-08,0.27753360828515206,89.099999999999994,0.0,0.0,0.0,0.99999999999994382,10.999999999999982,2.0954701088148887e-14,5.4134328322151999e-15,2.0833761026595495e-14,1.9573064042224694e-14,2.0284817728333069e-14,4.0700697290894923e-15,4.5618374206631793e-15,5.3845711373587821e-16,4.4398654362498076e-16,2.2076968922344251e-16,1.8386233260819106e-15,1.9016818381471143e-15,1.5530636995249588e-15,7.5310283668701497e-16,2.368249951796739e-15,1.6479369913430186e-15,1.6305985210102957e-15,6.0026800643855664e-16,1.3844120497792548e-15,1.9984317880494695e-16,1.5815322436548773e-15,3.5398179191571978e-16,3.106813868796714e-18,1.6226598693170587e-17,5.1636703456955038e-18,2.4261461562699095e-18,1.2400510986648263e-18,2.0335472808856944e-18,6.5811080566929772e-19,1.0366442872274596e-18,7.5142603629004584e-18,1.168786310036651e-19,1.466407357313746e-17,1.5166214225502385e-21,7.4678499357171493e-20,2.0799671799660963e-20,7.4678499357171493e-20,1.5519974176977759e-17,1.2458900709037784e-18,7.7478252898943165e-19
2.5165823e-08,0.2775336082851521,89.099999999999994,0.0,0.0,0.0,0.99999999999991573,10.999999999999964,3.0430761157460068e-14,8.1456159818423964e-15,3.0180947241284023e-14,2.794596654532271e-14,2.9398144783114936e-14,5.1179723460708039e-15,5.9657931355965134e-15,5.9690203395436992e-16,4.8661880834233978e-16,2.4103507966802467e-16,2.9691042681717455e-15,3.7517575575135898e-15,2.5097195530571951e-15,1.2018483094389021e-15,4.9747281814040074e-15,3.5061400338819496e-15,3.4601530133020395e-15,8.645350966042896e-16,2.9404141229603564e-15,4.2129849148122291e-16,3.3522805864413735e-15,6.8002868773059338e-16,7.441737515522438e-18,3.3600021194958083e-17,1.769475673867631e-17,6.0683398246184468e-18,2.9883290922953083e-18,6.9805928377958767e-18,1.6252674717202672e-18,3.7634377887945962e-18,1.3272399843865541e-17,1.5602962048056446e-19,3.7842414791979763e-17,5.2967265789022403e-21,2.6576835902742543e-19,1.0902767757711646e-19,2.6576835902742543e-19,3.2040040902916484e-17,3.8136267072595399e-18,2.1709684990268563e-18
3.3554431e-08,0.27753360828515217,89.099999999999994,0.0,0.0,0.0,0.99999999999988765,10.999999999999943,3.9272809386847195e-14,1.0894270882847402e-14,3.8855352656296688e-14,3.5465811167079682e-14,3.7862076047389154e-14,5.7718913903226502e-15,6.9693055744064292e-15,6.4591593297696798e-16,5.2105594051444082e-16,2.5679261778997546e-16,4.1097427082375237e-15,6.0157718708744594e-15,3.475370309478338e-15,1.6435624695314649e-15,8.4391750181793628e-15,6.01875032054019e-15,5.9251019490093442e-15,1.0768975602399418e-15,4.8766756493729788e-15,7.176650755999074e-16,5.7342315719882859e-15,1.0657374703363485e-15,1.3790869557677855e-17,5.6578815543414406e-17,4.1690465255540343e-17,1.1440318103280446e-17,5.5609243107570673e-18,1.6451871128056294e-17,2.9799883019007443e-18,8.960817047548277e-18,1.9413630592194018e-17,1.9198533650690831e-19,7.2422473087999564e-17,1.2591234917595218e-20,6.4544154414234342e-19,3.332488182713589e-19,6.4544154414234342e-19,5.4056855532747626e-17,8.4472160972166595e-18,4.4642104921717966e-18
4.1943039e-08,0.27753360828515217,89.099999999999994,0.0,0.0,0.0,0.99999999999985956,10.999999999999918,4.7519955646969887e-14,1.3658716729301054e-14,4.6901729306203225e-14,4.2215041720543991e-14,4.571869546863167e-14,6.170589142007147e-15,7.6833113803128831e-15,6.9615160236819011e-16,5.5650278775777555e-16,2.7262960601461734e-16,5.2501259685549866e-15,8.5815276902117642e-15,4.4410052244689444e-15,2.0743692380187675e-15,1.2678473061198846e-14,9.1451429939939645e-15,8.9811739895282013e-15,1.2520298858480554e-15,7.0611984529151573e-15,1.0832014233012672e-15,8.6826648608600561e-15,1.4901738351405886e-15,2.2181645715993614e-17,8.4731679634520574e-17,8.0522780953050253e-17,1.8442106938347207e-17,8.972284257853685e-18,3.1763221439571352e-17,4.6571893656053751e-18,1.7152269017458921e-17,2.579296054167664e-17,2.2499431951959113e-19,1.1794968654086121e-16,2.443956605922765e-20,1.2818122826521277e-18,7.8611858924228106e-19,1.2818122826521277e-18,8.1299438146192292e-17,1.5667091574284991e-17,7.7323164434933792e-18
5.033164700000001e-08,0.27753360828515217,89.099999999999994,0.0,0.0,0.0,0.99999999999983147,10.99999999999989,5.5211692023978813e-14,1.6438292820572753e-14,5.4364908397890082e-14,4.8272885106759636e-14,5.30105051408525e-14,6.4109383066618581e-15,8.1932392382777178e-15,7.4820594711129157e-16,5.9351014956539555e-16,2.8883685379771154e-16,6.3898716342082979e-15,1.1362383666618242e-14,5.4062536762757813e-15,2.494698708936559e-15,1.7612767102597395e-14,1.2844323642461891e-14,1.2584099721462563e-14,1.4035221809415321e-15,9.3985099163963916e-15,1.5124512279579301e-15,1.2152982745466924e-14,1.9387146801184749e-15,3.2629133357413345e-17,1.176751478945743e-16,1.3735837305725157e-16,2.693217694189681e-17,1.323078324677517e-17,5.4137502538358968e-17,6.602700378975003e-18,2.8701437311498473e-17,3.238224332147592e-17,2.5530366893764783e-19,1.7382451617449332e-16,4.180809764728775e-20,2.2457204957752519e-18,1.5839307928380658e-18,2.2457204957752519e-18,1.135045819116497e-16,2.595783897914266e-17,1.200515667333196e-17
6.7108863e-08,0.2775336082851522,89.099999999999994,0.0,0.0,0.0,0.99999999999977507,10.999999999999831,6.9063915257039011e-14,2.2040765115455181e-14,6.7693550101133967e-14,5.856906396861582e-14,6.6044798294735684e-14,6.6059993809167295e-15,8.7972532640061356e-15,8.5410008127975011e-16,6.6906066588359772e-16,3.2087974591407753e-16,8.6717955646315012e-15,1.7369102097929745e-14,7.3393075141073386e-15,3.3078677296189004e-15,2.9309581064568243e-14,2.1820987999607057e-14,2.1280708944722589e-14,1.6644430114846494e-15,1.4342599730870075e-14,2.544636542288355e-15,2.0508759194774234e-14,2.8795101565099528e-15,5.9719925624998349e-17,1.9679850690250426e-16,3.1514442534841035e-16,4.7838357480016031e-17,2.4303392303253626e-17,1.2390400560843845e-16,1.1182620800975025e-17,6.2549971321888986e-17,4.618806290882443e-17,3.0864309636949881e-19,3.1444971563378156e-16,9.6132721365221139e-20,5.4208419012464922e-18,4.7501914738704238e-18,5.4208419012464922e-18,1.9191133690834597e-16,5.7288025364754061e-17,2.349797364837102e-17
8.388607900000001e-08,0.27753360828515217,89.099999999999994,0.0,0.0,0.0,0.99999999999971878,10.999999999999762,8.1108509535007616e-14,2.7697600864603165e-14,7.9154171209979017e-14,6.6868155702368309e-14,7.7264440056637385e-14,6.6825619549124513e-15,9.1334431192707058e-15,9.6118736901985632e-16,7.4563512800478422e-16,3.5206170031036626e-16,1.0959292617330582e-14,2.367595610396772e-14,9.2777563336729784e-15,4.0890142634409259e-15,4.3011357968886278e-14,3.2659237231906402e-14,3.1706377837522081e-14,1.9073288507790822e-15,1.9386284186526391e-14,3.7788105257726469e-15,3.0491855157344314e-14,3.8389792487104515e-15,9.5102421916131383e-17,2.9170160239676946e-16,5.9544499171035739e-16,7.3071050502851501e-17,3.8799235227020116e-17,2.3340761897785835e-16,1.6523157462398742e-17,1.1163163254718942e-16,6.0769844187075253e-17,3.5367618935050794e-19,4.8986538905400466e-16,1.8161799386142899e-19,1.0744117739970487e-17,1.1079816228352634e-17,1.0744117739970487e-17,2.8743365855636329e-16,1.0553886817054586e-16,3.8716194523774919e-17
9.999999999999998e-08,0.27753360828515206,89.099999999999994,0.0,0.0,0.0,0.99999999999966471,10.999999999999689,9.1215353703409863e-14,3.3178958492996409e-14,8.8669576549969567e-14,7.336824957539825e-14,8.6588613350095666e-14,6.7588063168644283e-15,9.3728754168933034e-15,1.0638507971566167e-15,8.1899940488117921e-16,3.8078177032793576e-16,1.3164000563208203e-14,2.9841069757952949e-14,1.1146710339994908e-14,4.8139364391716141e-15,5.7645688795059957e-14,4.4572421546645543e-14,4.3085071670658246e-14,2.1405846829786955e-15,2.4210953799930637e-14,5.1255834705660741e-15,4.1349562886324145e-14,4.7608347026370812e-15,1.3688070150002142e-16,3.9603433405290307e-16,9.773641516686195e-16,1.004792207546413e-16,5.5935129813447022e-17,3.8187185723399388e-16,2.2294007074016165e-17,1.7340594863733238e-16,7.5443672354276822e-17,3.9048641343395274e-19,6.8724619288964411e-16,2.9770985667582944e-19,1.8441273322770328e-17,2.1582836409742887e-17,1.8441273322770328e-17,3.9371678029811251e-16,1.7027948324375073e-16,5.6426671114804902e-17
1.0066329500000002e-07,0.27753360828515206,89.099999999999994,0.0,0.0,0.0,0.99999999999966249,10.999999999999686,9.160410092129677e-14,3.3405555412733659e-14,8.9033710057833565e-14,7.3610734601262633e-14,8.694557746789513e-14,6.7636225341212985e-15,9.3833713587181616e-15,1.0680540946415041e-15,8.2199918339800622e-16,3.8193222704782544e-16,1.3254947281423559e-14,3.0094620910219301e-14,1.1223821062649069e-14,4.843312413169097e-15,5.8273170440392175e-14,4.5090834012200594e-14,4.3578390000373291e-14,2.1504260429228816e-15,2.4407531026701979e-14,5.1840010006815699e-15,4.1819420393627805e-14,4.7985427663738048e-15,1.3876390736506588e-16,4.0058198236799111e-16,9.9568092722636217e-16,1.0166127273361214e-16,5.6707818752263056e-17,3.8897538562247383e-16,2.2543961107133697e-17,1.762601341840329e-16,7.6060846559748569e-17,3.9188590136432071e-19,6.9592308400756625e-16,3.0326806889352384e-19,1.8820342502365671e-17,2.2128554001342631e-17,1.8820342502365671e-17,3.9837456596874379e-16,1.7336566510347601e-16,5.7214781302476111e-17
1.1744051100000003e-07,0.277533608285152,89.099999999999994,0.0,0.0,0.0,0.9999999999996062,10.999999999999604,1.007656562249415e-13,3.9162604365833505e-14,9.7567000448028318e-14,7.9122458893737622e-14,9.5315335635354232e-14,6.8330078733199367e-15,9.5828364225826162e-15,1.1755784588480013e-15,8.9889092141834068e-16,4.1099590946582276e-16,1.5558745820586613e-14,3.6584287454674843e-14,1.3177491242523387e-14,5.574201163497565e-15,7.4765379181242571e-14,5.8892942659372356e-14,5.6665674173481011e-14,2.3909911387388457e-15,2.942295522074845e-14,6.7360594229229089e-15,5.4261480107625637e-14,5.7606311341352007e-15,1.9063144271968353e-16,5.2218927895300215e-16,1.5284497951722226e-15,1.3289054378024005e-16,7.7983179686916237e-17,5.9489527656257719e-16,2.9247281490700256e-17,2.5619614273535538e-16,9.198226762732346e-17,4.2443433755634028e-19,9.291369719802936e-16,4.6447734792537726e-19,3.0246015905991368e-17,3.9697996356422581e-17,3.0246015905991368e-17,5.233358534890527e-16,2.6272631588792404e-16,7.8453981041882404e-17
1.3421772700000003e-07,0.27753360828515183,89.099999999999994,0.0,0.0,0.0,0.99999999999954969,10.999999999999519,1.0876646841456537e-13,4.4967731839281841e-14,1.0494022131295197e-13,8.3634095467862971e-14,1.0255413187214571e-13,6.8626553283587388e-15,9.7228662973675081e-15,1.2835226433067964e-15,9.7611110387812836e-16,4.3926411581605778e-16,1.7871535345110981e-14,4.3150365567706882e-14,1.513948053197733e-14,6.2848743924516108e-15,9.2253657854675712e-14,7.3886035131833515e-14,7.07853238036125e-14,2.6251533289346211e-15,3.4460346054383648e-14,8.4163111689445233e-15,6.7637179848583923e-14,6.7294685169168337e-15,2.5058515824286329e-16,6.5564670111971066e-16,2.2021306988491234e-15,1.6625774220148434e-16,1.0255241740413042e-16,8.537142605055525e-16,3.6641821293745802e-17,3.5116008048743095e-16,1.0847390742619524e-16,4.5219295968821583e-19,1.1866303589339096e-15,6.6726554156318607e-19,4.5592320499844567e-17,6.5726626770365454e-17,4.5592320499844567e-17,6.6120385347818671e-16,3.7500478679563749e-16,1.0196370083221449e-16
1.5099494300000004e-07,0.2775336082851518,89.099999999999994,0.0,0.0,0.0,0.99999999999949329,10.999999999999424,1.1575302610599202e-13,5.082048573602095e-14,1.1130896435841478e-13,8.7325668360155761e-14,1.0881260862801251e-13,6.8667983945178519e-15,9.8163929145573398e-15,1.3921980491226025e-15,1.0539174930264406e-15,4.6696224103554539e-16,2.0193478729474259e-14,4.9777137784756975e-14,1.7109931835556563e-14,6.9778377878750898e-15,1.1055478556357927e-13,8.9918413755815647e-14,8.5784683817555195e-14,2.8547916848668936e-15,3.9505976650474563e-14,1.0209091722632136e-14,8.1796448728459654e-14,7.7028957245080898e-15,3.1848077667664468e-16,8.0023738997630384e-16,3.0225623636481605e-15,2.0137341688161584e-16,1.3032913593990898e-16,1.1669578848580618e-15,4.4712322948125655e-17,4.6104471184714062e-16,1.2548408582429806e-16,4.7588137376141524e-19,1.4659341543771704e-15,9.1284566851313048e-19,6.5406551860412215e-17,1.0219706965678988e-16,6.5406551860412215e-17,8.1104310616785256e-16,5.1127878269553901e-16,1.273966577610251e-16
1.6777215900000005e-07,0.2775336082851518,89.099999999999994,0.0,0.0,0.0,0.99999999999943689,10.999999999999332,1.2185689927378162e-13,5.6720691559944318e-14,1.1681218632263026e-13,9.0354668890790879e-14,1.1422524668026969e-13,6.8749948709574074e-15,9.8949147218315043e-15,1.5013428179338056e-15,1.1320911943024568e-15,4.9406722665622448e-16,2.2525250925384313e-14,5.6430666794482813e-14,1.908941396326309e-14,7.6555878210474919e-15,1.2950835699160118e-13,1.0685385710240408e-13,1.0152754673311289e-13,3.0842736692426253e-15,4.4530673845986267e-14,1.2100348154338477e-14,9.6605961568675444e-14,8.6764398977725339e-15,3.941605179395947e-16,9.5531933400964926e-16,3.9942118033115856e-15,2.3789390961238081e-16,1.6122015342768761e-16,1.5356150927420975e-15,5.3434778569813892e-17,5.8580605135813633e-16,1.4296487971463767e-16,4.9611733018213194e-19,1.7648060743645823e-15,1.2020069303642799e-18,9.0220586396542039e-17,1.5110364670419915e-16,9.0220586396542039e-17,9.7201620144918862e-16,6.7248934129429378e-16,1.5447472644728779e-16
2.0132659100000004e-07,0.2775336082851515,89.099999999999994,0.0,0.0,0.0,0.99999999999932387,10.999999999999135,1.3185253729779798e-13,6.8664505054002664e-14,1.2567676572327377e-13,9.4906450732204945e-14,1.2295424062063215e-13,6.9050246283380447e-15,1.0047345103097453e-14,1.7212937196819012e-15,1.2897355843112575e-15,5.4689223975162053e-16,2.7219278062847365e-14,6.9770120008780747e-14,2.3076336427459763e-14,8.9733488943187736e-15,1.6888139825204709e-13,1.4298276532502542e-13,1.3479902156755678e-13,3.5428666923234321e-15,5.4516652309109852e-14,1.6133320625311386e-14,1.2774456017326653e-13,1.0623613000386887e-14,5.6815272486085527e-16,1.2950556250070806e-15,6.400422705753013e-15,3.1409227428652149e-16,2.3192823943757962e-16,2.4397620205587538e-15,7.2806146130479226e-17,8.793239496563667e-16,1.7918511186889276e-16,5.2828250765943204e-19,2.4136705096060333e-15,1.9115728327674874e-18,1.5688475655841511e-16,2.9429924402251605e-16,1.5688475655841511e-16,1.3246010868329503e-15,1.0725719495062774e-15,2.1254873436834742e-16
2.3488102300000005e-07,0.27753360828515117,89.099999999999994,0.0,0.0,0.0,0.99999999999921096,10.999999999998929,1.3954375793672182e-13,8.0802752788832838e-14,1.323516339252398e-13,9.8105462530716089e-14,1.2953513044431797e-13,6.9565429083392248e-15,1.0214672719263891e-14,1.9432902925354072e-15,1.4489605276701146e-15,5.98237878306518e-16,3.1955801610910535e-14,8.3121514192659872e-14,2.7102118541712181e-14,1.0252796301322332e-14,2.0953817202090891e-13,1.8145500501409262e-13,1.6980092754722608e-13,4.0015802466307883e-15,6.4415871828724581e-14,2.0435016794781499e-14,1.6028279421646746e-13,1.2570328067362009e-14,7.7105910099498367e-16,1.6716153668997967e-15,9.4319605222272993e-15,3.930620851805666e-16,3.1381159776113418e-16,3.5645043826228405e-15,9.4697750261077351e-17,1.2304584557361567e-15,2.16841862439627e-16,5.5221990086508196e-19,3.1193225920091348e-15,2.7947243726092527e-18,2.4954933868449319e-16,5.1141342650866684e-16,2.4954933868449319e-16,1.7139678957391208e-15,1.5800551258426192e-15,2.7433114840298364e-16
2.6843545500000007e-07,0.27753360828515106,89.099999999999994,0.0,0.0,0.0,0.99999999999909783,10.999999999998717,1.4552601509352384e-13,9.314217686958722e-14,1.3743894562811193e-13,1.0046791077926148e-13,1.3455403713216507e-13,7.0089836545649147e-15,1.0384027566056486e-14,2.1673891824130455e-15,1.6098061661441109e-15,6.485460562443965e-16,3.6736047283190931e-14,9.6489634562815202e-14,3.1167821131385064e-14,1.150515107546978e-14,2.5094760721029438e-13,2.2165495613341227e-13,2.0594747608466224e-13,4.4575082387616032e-15,7.4250047274540833e-14,2.4947588133209652e-14,1.9366683721406813e-13,1.4519604936069434e-14,1.0012411663728711e-15,2.0829313429261299e-15,1.3083116483886453e-14,4.7366493994357129e-16,4.0594433963130574e-16,4.9018231203786926e-15,1.1906652136218895e-16,1.6378824798812522e-15,2.5570511618978414e-16,5.704083625865944e-19,3.870916482589264e-15,3.8451912965557274e-18,3.7188604187137823e-16,8.1824536094280295e-16,3.7188604187137823e-16,2.1363831309668915e-15,2.1978947673331376e-15,3.3843463385299305e-16
3.019898870000001e-07,0.2775336082851507,89.099999999999994,0.0,0.0,0.0,0.99999999999898459,10.999999999998497,1.502340436687067e-13,1.0569152108747005e-13,1.413668616411104e-13,1.0229912755492683e-13,1.3842873946169871e-13,7.0550224963091048e-15,1.0545382243903418e-14,2.3935887633482698e-15,1.7722676766847877e-15,6.9813548570651612e-16,4.1560719281260459e-14,1.0987967909486104e-13,3.5274063601897695e-14,1.2738864568543837e-14,2.9279295689234063e-13,2.6313353812523543e-13,2.4282468234382726e-13,4.909663664702498e-15,8.4027748020800607e-14,2.9630604533359587e-14,2.2751663312679304e-13,1.6472466542667696e-14,1.2569924006127448e-15,2.5277385530390762e-15,1.7335618321571425e-14,5.5522251504061521e-16,5.0738089335058691e-16,6.4392500535347633e-15,1.4586299306375178e-16,2.1003487162279296e-15,2.9559841519023617e-16,5.8451393658634325e-19,4.6601907455261012e-15,5.0531865542957113e-18,5.2724071824288465e-16,1.2298983447915114e-15,5.2724071824288465e-16,2.5891305981786509e-15,2.9277373316123254e-15,4.0390626282769378e-16
3.355443190000001e-07,0.27753360828515045,89.099999999999994,0.0,0.0,0.0,0.99999999999887124,10.999999999998275,1.539859898157424e-13,1.1846037551340648e-13,1.4444072877360692e-13,1.0378109928101105e-13,1.414579381727424e-13,7.0973649278431167e-15,1.0699326537036549e-14,2.6218744822262693e-15,1.936331455144028e-15,7.4724485381390296e-16,4.6430190884223909e-14,1.2328814452925219e-13,3.9421185613493793e-14,1.3960331461127241e-14,3.3488364002520526e-13,3.0556236399077304e-13,2.8013963855255512e-13,5.3584964043373683e-15,9.3747596004944651e-14,3.4455575149338962e-14,2.6157378760965664e-13,1.8428423747767128e-14,1.5366035889266641e-15,3.005241387119024e-15,2.2163505534361762e-14,6.373269841219203e-16,6.1719338827611504e-16,8.1619187085891129e-15,1.750331299352699e-16,2.6166764922547262e-15,3.3638597025092247e-16,5.9567060121521752e-19,5.4808268898924247e-15,6.4070251961645268e-18,7.1863254640734407e-16,1.760495872432135e-15,7.1863254640734407e-16,3.0702141938992056e-15,3.7704525433494331e-15,4.701053965955126e-16
3.690987510000001e-07,0.27753360828515006,89.099999999999994,0.0,0.0,0.0,0.99999999999875777,10.999999999998051,1.5702661169825022e-13,1.3145841456865645e-13,1.4689081929970222e-13,1.0503494315454786e-13,1.4386741473919634e-13,7.1392423456073267e-15,1.0849676229231256e-14,2.8522389653374161e-15,2.1019909768979405e-15,7.9606681442883356e-16,5.1344655206356218e-14,1.3670925528782702e-13,4.3609374533967939e-14,1.5174613435128588e-14,3.7709189332504994e-13,3.4868894184244421e-13,3.1767329774071396e-13,5.8045263284381693e-15,1.0340767245055083e-13,3.9401145181488025e-14,2.9565343771800508e-13,2.0386909641192306e-14,1.8384008695845025e-15,3.5148809684648276e-15,2.7537082640297293e-14,7.1970509904245757e-16,7.3448999729996857e-16,1.0054089090482012e-14,2.0652360389838848e-16,3.1857100423381276e-15,3.7795886512239856e-16,6.0470999740090735e-19,6.327780198455212e-15,7.8943287342916954e-18,9.4880373498487149e-16,2.4231719796509617e-15,9.4880373498487149e-16,3.5780795357538324e-15,4.726519236571554e-15,5.3657336555257147e-16
4.0265318300000013e-07,0.2775336082851498,89.099999999999994,0.0,0.0,0.0,0.9999999999986442,10.99999999999782,1.5952840752281681e-13,1.4469499230625021e-13,1.4887512794361817e-13,1.0613157728316341e-13,1.4581263549103787e-13,7.1817592845068076e-15,1.0999537221508955e-14,3.0846771327159021e-15,2.2692425583851395e-15,8.4474489475609535e-16,5.6304158071810797e-14,1.5013873804412248e-13,4.7838693121595263e-14,1.6385428454388352e-14,4.1934215804121684e-13,3.9233545275269892e-13,3.5527757351707341e-13,6.2479668126371512e-15,1.1300813033997912e-13,4.4452737052276691e-14,3.2964063135076105e-13,2.2347680374855471e-14,2.16078160640931e-15,4.0562968873621421e-15,3.3424030675461183e-14,8.0219540737423372e-16,8.58438131178157e-16,1.2099756769256052e-14,2.4028357636588335e-16,3.8063139776517514e-15,4.2023574577224634e-16,6.1218545546329341e-19,7.197304453289466e-15,9.5025050190903514e-18,1.2201547554523652e-15,3.2297285562613286e-15,1.2201547554523652e-15,4.1115989967710765e-15,5.7960885013703856e-15,6.0301942832323511e-16
