Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139)
1.0347854052708441e-08,0.002099428248574452,6.8539011501728787e-14,4.3285683995380034e-10,3.3872707140774996e-12,2.3499534353431605e-10,3.7694552865103019e-07,6.1722110164812801e-09,4.8411993595467581e-31,-4.0711382684667935e-28,1.7437605081961323e-22,8.7609770155963162e-17,4.785104066261272e-23,2.9713175180845987e-14,1.6005073201594597e-16,9.2923987830165685e-23,1.255797920211322e-22,4.1804690411333757e-19,4.1572148561532185e-21,7.0797592816406936e-30,8.0751831562764243e-18,1.5862412872561729e-27,5.9636776117938539e-16,5.75918677093649e-20,1.0291110678989421e-06,8.2354872465916363e-14,7.9026447484179165e-14,3.8270011849400158e-11,6.7688451129406578e-39,2.5804125696164108e-28,1.7077643383558997e-16,8.1515337786693502e-20,1.8912501128564795e-26,0.88129999999999997,0.0,0.0,0.0,0.0096982215967994761,0.10878400367077729,0.0001000000000218872,6.7343929515718665e-06,7.6943279945248134e-05,5.8074124052584753e-05,4.2926860267178062e-11,1.7938248528579928e-05,1.3529812163481966e-09,2.807632690835763e-07,2.4893694205311516e-13,2.6329453758889263e-15,3.9300633803682793e-07,5.1451309088438758e-07,1.0415936652616819e-05,4.7811763443872921e-06,5.7756547427012396e-16,1.3685535038522298e-11,1.0435785095879444e-14,7.7834954583777516e-11,1.4635234008185963e-05,6.6019029823751351e-11,1.2688949190102795e-11,3.7148239411710437e-12,1.215404435479933e-12,6.6000645922405924e-13,3.4537767448321076e-08,1.0261250206006943e-06,5.1475696460044283e-10,3.249984861893775e-10,3.0489267776344451e-14,2.1464541645017813e-09,7.2322501683468939e-17,9.4285177522561936e-10,2.0548753879328723e-13,3.5455568444678588e-12,6.4550539876381439e-11,1.3613706884741359e-09,1.2389936505710731e-12,8.4939760124794385e-13,3.175399897989449e-12,7.6614925649622395e-19,1.0452500276344329e-13,3.1842985451005454e-14,6.3043628693363017e-22,3.3430801230235859e-17,3.6008085470089027e-22,3.520802296337707e-17,1.1706433904280934e-13,1.7899200529691494e-11,7.9864661942590457e-17,2.8505859441124317e-15,4.7504249054153453e-20,1.686051671172403e-16,1.1093712699089853e-10,6.9407081129654306e-14,2.5513021477457792e-18,5.9594409371514865e-20,1.9584951351070968e-17,5.1600444909392495e-14,2.6401740762410549e-17,1.6831249060789227e-18,5.7531495522697174e-23,2.6422975721895318e-20,1.9421526633650748e-24,2.9420065351404716e-23,3.9714391265173161e-26,7.3625551373368572e-19
1.0538768864582217e-08,0.0020994276121744882,7.104778193577812e-14,4.4835756080170467e-10,3.4464133818284442e-12,2.4855129010143576e-10,3.9053051122511064e-07,6.6309054995989551e-09,5.1252327099102265e-31,2.153800224639845e-28,1.7889495806063382e-22,9.3715240594930968e-17,5.2197115068025879e-23,3.0897544647093109e-14,1.7237167913363511e-16,9.7339562892912954e-23,1.3862760704267627e-22,4.5750288760383754e-19,4.7077805613541207e-21,8.1294547020453315e-30,8.7067186496895333e-18,1.6677438685569259e-27,6.3321001658843354e-16,6.382859029779588e-20,1.0674068017218202e-06,8.6153656098336739e-14,8.4333838091563397e-14,4.1140475459391991e-11,7.2513361952624141e-39,2.6038143016018561e-28,1.8390025658744841e-16,9.0687068212862063e-20,2.0947624519826603e-26,0.88129999999999997,0.0,0.0,0.0,0.0096946778858505393,0.10878364814637301,0.00010000000002330459,6.8562978428013418e-06,7.831385456516354e-05,5.9087566958925668e-05,4.3691377949293887e-11,1.8252991647914178e-05,1.3525112133994877e-09,2.8576414567614504e-07,2.5330477037526805e-13,2.6798426604236981e-15,4.146929481731462e-07,5.3929132426875873e-07,1.0606063291672045e-05,4.956161535017531e-06,6.0490841947574522e-16,1.4356964786218032e-11,1.1013814733276227e-14,8.2814721130463457e-11,1.4902702940714162e-05,7.15447627026977e-11,1.3770084596266202e-11,4.0659074591298442e-12,1.3427084225202367e-12,7.4213560005762829e-13,3.515141351261766e-08,1.0642277098168796e-06,5.3386993320044041e-10,3.3706639293186171e-10,3.102827726409822e-14,2.3083270649933483e-09,7.8508546656947107e-17,9.6209263208488791e-10,2.2784137178841685e-13,3.6093647053256196e-12,6.5725379312949506e-11,1.4124780557485966e-09,1.2855042976945479e-12,8.8128306021106726e-13,3.2947238689067769e-12,7.9493932177727346e-19,1.114745242014092e-13,3.3971269456090495e-14,6.7257264603042709e-22,3.5653574279199223e-17,3.8414751537963246e-22,3.8046400632512943e-17,1.2657439052354955e-13,1.8234056081928036e-11,8.1358517051492553e-17,3.1376823173247503e-15,5.2288644151188806e-20,1.7175889908801497e-16,1.1519386081187156e-10,7.1464743433127403e-14,2.6269310517230178e-18,6.136116255793492e-20,2.0165517853400009e-17,5.4202247555854294e-14,3.0115774628692003e-17,1.8421951926132366e-18,6.5626167714264435e-23,3.0632417270223895e-20,2.2515505280815224e-24,3.4107018076093174e-23,4.6041287824293064e-26,8.2648264473168846e-19
1.0729683676455994e-08,0.0020994269771210574,7.3600397778285696e-14,4.6412148691972996e-10,3.5061657132824585e-12,2.6268237885260032e-10,4.0433424493746977e-07,7.1142691248885302e-09,5.420339233871176e-31,-1.7183970865793804e-27,1.8342719532230172e-22,1.0014792319623295e-16,5.6909774058830625e-23,3.211389439909548e-14,1.8544927803070649e-16,1.0186827317521893e-22,1.5276670605322548e-22,4.9993927262934976e-19,5.3199948968155358e-21,9.3163232791723327e-30,9.3779163587340559e-18,1.4037796483641993e-27,6.7178864208698267e-16,7.0635531996501793e-20,1.1063761918032316e-06,9.0043458336056661e-14,8.9881499039369718e-14,4.4179716497360425e-11,7.7590703981092939e-39,2.6282785963603683e-28,1.9782766619936862e-16,1.007284656476862e-19,2.3159893214946315e-26,0.88129999999999997,0.0,0.0,0.0,0.0096911343170191216,0.10878329234531278,0.00010000000002476638,6.9781183410745877e-06,7.9682375285163799e-05,6.0098695257292249e-05,4.4454745085912909e-11,1.8567011552112376e-05,1.3520412209054994e-09,2.9075749664732456e-07,2.5766256232377115e-13,2.7266693710898968e-15,4.3714216683382869e-07,5.6481907959602706e-07,1.0796115485313576e-05,5.1341693963974171e-06,6.3306919305542799e-16,1.504908399819749e-11,1.1612283277243008e-14,8.8004564539999328e-11,1.5170079101585598e-05,7.7411710121765121e-11,1.4919222106522751e-11,4.4421396688979012e-12,1.4802754214329117e-12,8.3262236593440684e-13,3.5763665670220422e-08,1.102994633401087e-06,5.5331600900147721e-10,3.4934463568392878e-10,3.1566423727193451e-14,2.4790787474142033e-09,8.511925175455243e-17,9.8132701431489655e-10,2.5214140768966431e-13,3.6730762318412608e-12,6.6898516479650028e-11,1.4645031032914439e-09,1.3328498931448508e-12,9.1374091729846809e-13,3.4161921568937534e-12,8.2424676028257465e-19,1.1875697978690593e-13,3.6201997254520941e-14,7.1673721586642202e-22,3.7982837814299981e-17,4.0937261168714086e-22,4.1056787555545423e-17,1.3666510095884638e-13,1.856862988048175e-11,8.2851105883097197e-17,3.4477189617567165e-15,5.7455334479230035e-20,1.7490995777403221e-16,1.1952945755375018e-10,7.3541073655074385e-14,2.703245700369199e-18,6.3143944421910738e-20,2.0751348500826014e-17,5.6880403688166146e-14,3.4270901472108556e-17,2.0126599600093843e-18,7.4682386253746308e-23,3.5425371001717062e-20,2.6038359668296775e-24,3.9443679057116709e-23,5.3245218016793642e-26,9.26074168931907e-19
1.0901507007142393e-08,0.0020994264067083573,7.5935264978273789e-14,4.7853523390270754e-10,3.5601657903644422e-12,2.7590506427639716e-10,4.1694349297288631e-07,7.5710709377453464e-09,5.6962327429959794e-31,2.7192326251880735e-27,1.8751738361904044e-22,1.0622757847476539e-16,6.1486282622342744e-23,3.3236611500905057e-14,1.9789539840894741e-16,1.0604111725662756e-22,1.6648350437577045e-22,5.4082455316298955e-19,5.9284105317247697e-21,1.0514655972996669e-29,1.0017495529302724e-17,1.2055107239680741e-27,7.0804411579931007e-16,7.7286079055132427e-20,1.1420233494863002e-06,9.3622090302797845e-14,9.508442267237327e-14,4.706545845007082e-11,8.2383625094756319e-39,2.6471056799828938e-28,2.1108039425509477e-16,1.1056521904227556e-19,2.531238515220223e-26,0.88129999999999997,0.0,0.0,0.0,0.0096879452409077069,0.10878297188195468,0.00010000000002611983,7.087684657478475e-06,8.0912276519628891e-05,6.1006721294559432e-05,4.5140785472295805e-11,1.8849007888921838e-05,1.3516182385969515e-09,2.952450367723466e-07,2.6157594918119845e-13,2.768752682327259e-15,4.5800806787856527e-07,5.8844294855524195e-07,1.0967098812777129e-05,5.2969551729400506e-06,6.5912189885168901e-16,1.5689907544651508e-11,1.2168639515756598e-14,9.2858505735735705e-11,1.5410638330276512e-05,8.2994937390491704e-11,1.6013872008866879e-11,4.803262979210483e-12,1.6133379725143345e-12,9.2175504035829844e-13,3.6313494469460071e-08,1.1384512620461589e-06,5.7110151723819931e-10,3.6057440737776537e-10,3.2050013453350553e-14,2.640601349681022e-09,9.1450375905740946e-17,9.9863239745396024e-10,2.75781352376538e-13,3.7303337447025294e-12,6.7952875390968604e-11,1.512109053691596e-09,1.3761737029095037e-12,9.4344163019673756e-13,3.5273441653964619e-12,8.5106512338944062e-19,1.2560450324920411e-13,3.829991297470447e-14,7.5827233521609992e-22,4.0172992670256717e-17,4.3309586744688807e-22,4.3919109142427492e-17,1.4626327549876444e-13,1.8869510953428078e-11,8.4193377937674293e-17,3.7474968200881584e-15,6.2451065245749754e-20,1.7774367723260843e-16,1.2349886816865696e-10,7.5425774607538832e-14,2.7725167589549583e-18,6.4762189266731893e-20,2.1283108923818138e-17,5.9356597037237314e-14,3.8423123991290268e-17,2.1762791399386517e-18,8.3732451651668522e-23,4.0294401765883858e-20,2.9617120431138249e-24,4.4865049893732577e-23,6.0563494036985551e-26,1.0243761338953011e-18
1.1073330337828791e-08,0.0020994258373568,7.8305684909567015e-14,4.931641630218771e-10,3.6137349748905034e-12,2.8961784104457156e-10,4.2972778876459689e-07,8.04913281563475e-09,5.9822450924752844e-31,-4.278596510324686e-28,1.9161800646128892e-22,1.1259203954281502e-16,6.6401580929434769e-23,3.43864733014401e-14,2.1100994009096376e-16,1.1030610717963817e-22,1.8119578620693754e-22,5.8439824388178812e-19,6.5958436281495543e-21,1.1849145898847158e-29,1.0692212615974808e-17,1.1595725961247909e-27,7.4580064754624164e-16,8.4468294352702921e-20,1.1782137988185513e-06,9.7274417693132589e-14,1.0049052122217339e-13,5.0099461901320616e-11,8.7398645746134078e-39,2.663965461741117e-28,2.2504267074843333e-16,1.2121355560469218e-19,2.7627422832081907e-26,0.88129999999999997,0.0,0.0,0.0,0.0096847563065417704,0.10878265118362783,0.00010000000002750905,7.1971826603097715e-06,8.2140493062450687e-05,6.1912853141179934e-05,4.5825882183271887e-11,1.9130412436960162e-05,1.3511952684693236e-09,2.9972640439026501e-07,2.6548112352628609e-13,2.8107781089485106e-15,4.7950944456299059e-07,6.1268887639609396e-07,1.1138021847175503e-05,5.4621787139746793e-06,6.8585332576303141e-16,1.6347910706050154e-11,1.2742032340731132e-14,9.7889046165351946e-11,1.5651122421093163e-05,8.8875637447696762e-11,1.7167891995303558e-11,5.1866633311173229e-12,1.7556152627225054e-12,1.0187067661726863e-12,3.6862182426664115e-08,1.1744430754361803e-06,5.8915541014080598e-10,3.7197364694280077e-10,3.2532896259173766e-14,2.8097932834312761e-09,9.8160345417204412e-17,1.0159324926916974e-09,3.0119908494636637e-13,3.7875122996365462e-12,6.9005838470344865e-11,1.5604560677660375e-09,1.4201717540523715e-12,9.7360456870354967e-13,3.6402277649362925e-12,8.7830127864590311e-19,1.3273797458265632e-13,4.0485830162518106e-14,8.0154973212015334e-22,4.2454609336575079e-17,4.5781424484522063e-22,4.6931881581664512e-17,1.5636959196421885e-13,1.9170174364036957e-11,8.5534671404296574e-17,4.0680018009159767e-15,6.7792209625322749e-20,1.805753307579538e-16,1.2753205789309759e-10,7.7325699324787661e-14,2.8423470367931182e-18,6.639350556423889e-20,2.1819162209092715e-17,6.1895700996330135e-14,4.3001049720533629e-17,2.3499917018350447e-18,9.3710547964245447e-23,4.574594074325172e-20,3.3624016019179731e-24,5.0935010600713419e-23,6.8757294725985779e-26,1.1315372777548486e-18
1.124515366851519e-08,0.0020994252690524915,8.0711585711703054e-14,5.0800733010411121e-10,3.6670633519058199e-12,3.0383231822109373e-10,4.4268610536895242e-07,8.5490705010737403e-09,6.2782289535740486e-31,-4.0978484784022849e-27,1.9572896528134561e-22,1.1925104706055626e-16,7.1677595636722842e-23,3.5564085885757396e-14,2.2482050801614689e-16,1.1466347753242586e-22,1.9696004390190749e-22,6.3079845598609196e-19,7.3270496841837825e-21,1.3333290735493135e-29,1.1403568097841896e-17,1.1301213311658184e-27,7.8510491086480127e-16,9.2216804050824126e-20,1.2149464086204279e-06,1.0100041344957211e-13,1.0610383965181584e-13,5.3287422311495341e-11,9.2644185292741219e-39,2.6797439037097197e-28,2.3974363151676827e-16,1.3272865777207558e-19,3.0114699670945631e-26,0.88129999999999997,0.0,0.0,0.0,0.0096815675264705237,0.10878233024523649,0.00010000000002893392,7.3066123709697801e-06,8.3367015039368652e-05,6.2817081748552011e-05,4.651002971023606e-11,1.9411222399134886e-05,1.3507723122721845e-09,3.0420156346705544e-07,2.6937804654255507e-13,2.8527453130333147e-15,5.0165461817483164e-07,6.3756388592627543e-07,1.1308884592513396e-05,5.6298349731743444e-06,7.1327112318180868e-16,1.7023291393049663e-11,1.3332687145425156e-14,1.0309920936110247e-10,1.5891531377898481e-05,9.5064035963294399e-11,1.8383362725510306e-11,5.5932749582449661e-12,1.9075526842572636e-12,1.1240146947501392e-12,3.7409724035968659e-08,1.2109687127830762e-06,6.0747700273682035e-10,3.8354192187460884e-10,3.3015068569989597e-14,2.9868852787838396e-09,1.0526654867546458e-16,1.03322728417998e-09,3.2849601369498324e-13,3.8446114613500483e-12,7.0057397569637688e-11,1.6095430675145777e-09,1.4648430596203096e-12,1.0042290562130082e-12,3.754840421818497e-12,9.0595461473106791e-19,1.40165326899291e-13,4.2762197204344498e-14,8.4661788041385994e-22,4.4830225301058191e-17,4.8355543026440757e-22,5.0100557297843073e-17,1.6700258518758492e-13,1.94706254242098e-11,8.6875009977440234e-17,4.4103075946518356e-15,7.3496660506309575e-20,1.8340496837231953e-16,1.3162898113118685e-10,7.9240929573725866e-14,2.9127395342776051e-18,6.8037963521165004e-20,2.2359531386664309e-17,6.44982229860151e-14,4.8040585590930212e-17,2.5342209329893462e-18,1.0469496841037702e-22,5.1839090354278109e-20,3.8102484257605033e-24,5.7719368002970691e-23,7.7915452539688033e-26,1.2482192425758092e-18
1.1416976999201589e-08,0.002099424701781597,8.3152870358475679e-14,5.2306324242031094e-10,3.7208174116270191e-12,3.1856018602431112e-10,4.5581740703320563e-07,9.0715061887786877e-09,6.5843000620744704e-31,1.8057584603706561e-28,1.998502079223748e-22,1.2621459244731715e-16,7.7337352519962393e-23,3.6770066954971837e-14,2.3935556797114483e-16,1.1911346133158167e-22,2.1383521474394248e-22,6.8016875438261026e-19,8.1270946183246392e-21,1.4981734805713878e-29,1.21531115250722e-17,9.9881806613293372e-28,8.2600481664626952e-16,1.005680419512504e-19,1.2522200422893807e-06,1.0480004296844357e-13,1.1192841727207172e-13,5.6635180048585048e-11,9.8126772892565391e-39,2.6952912831925369e-28,2.5521331108031805e-16,1.4516869952968818e-19,3.2784355644276513e-26,0.88129999999999997,0.0,0.0,0.0,0.0096783789132003535,0.10878200906172222,0.00010000000003039435,7.4159738109978805e-06,8.4591832633832531e-05,6.371939814580714e-05,4.7193222576762067e-11,1.9691435002541029e-05,1.3503493717491395e-09,3.0867047817911333e-07,2.7326667974918636e-13,2.8946539586346213e-15,5.2445185048949849e-07,6.6307496323274165e-07,1.1479687053016797e-05,5.7999188879149054e-06,7.4138290034949733e-16,1.7716246496319311e-11,1.3940827727105094e-14,1.0849200216275609e-10,1.6131865204853354e-05,1.0157050706779548e-10,1.9662395876839518e-11,6.0240518500323588e-12,2.0696072999600184e-12,1.2382426892592998e-12,3.7956113838388962e-08,1.2480268050207033e-06,6.2606560590122988e-10,3.9527879704664637e-10,3.3496526927993518e-14,3.1721109276961108e-09,1.1278694895115217e-16,1.0505167584726911e-09,3.5777751204654578e-13,3.9016308048666051e-12,7.1107544607241706e-11,1.6593689693220469e-09,1.510186627542533e-12,1.035314412610835e-12,3.8711795892029959e-12,9.3402451715238676e-19,1.4789464210698279e-13,4.5131508305912792e-14,8.9352616107667228e-22,4.7302425644844493e-17,5.1034762821242871e-22,5.3430708374705583e-17,1.7818119801180815e-13,1.9770869645326494e-11,8.8214418241186973e-17,4.7755255972565324e-15,7.9582939135603571e-20,1.8623264197603431e-16,1.3578959343448201e-10,8.1171568018400886e-14,2.9836980198763732e-18,6.9695651286980011e-20,2.2904245382724906e-17,6.7164673497041414e-14,5.3580027397728363e-17,2.7293990717699596e-18,1.1676921605931731e-22,5.8637874851175563e-20,4.309958007259844e-24,6.5289408879146515e-23,8.8134197574666792e-26,1.3751231779722617e-18
1.1588800329887987e-08,0.002099424135530332,8.5629522410796736e-14,5.3833206399797226e-10,3.7747476567497495e-12,3.3381321296140827e-10,4.6912064851965771e-07,9.6170684085284088e-09,6.9011309200879905e-31,-6.8057090945445245e-29,2.0398172865682949e-22,1.3349292451295044e-16,8.3404923288881582e-23,3.8005046064309717e-14,2.546444703705057e-16,1.2365629135974031e-22,2.3188276612317995e-22,7.3265832884415227e-19,9.0013715185440197e-21,1.6810355482852466e-29,1.2942442933491305e-17,8.2388347629127924e-28,8.6854954786575256e-16,1.095610681359173e-19,1.2900335578466194e-06,1.086732646682951e-13,1.1796828736743772e-13,6.0148721776792555e-11,1.0385469884714121e-38,2.7110977353215795e-28,2.7148266706125325e-16,1.5859497611537902e-19,3.5646993763702224e-26,0.88129999999999997,0.0,0.0,0.0,0.009675190479192259,0.1087816876280647,0.00010000000003189023,7.5252670020709925e-06,8.581493608949978e-05,6.461979344005499e-05,4.7875455339991181e-11,1.997104749853922e-05,1.349926448637513e-09,3.1313311292249369e-07,2.7714698500210591e-13,2.9365037118653026e-15,5.4790934356111516e-07,6.8922905744409064e-07,1.1650429233132218e-05,5.9724253794315578e-06,7.7019622609620857e-16,1.8426971879788628e-11,1.4566676280914249e-14,1.1407041449621013e-10,1.6372123906415911e-05,1.0840557154268355e-10,2.1007133772446889e-11,6.4799676438150798e-12,2.2422478232956966e-12,1.3619821435902465e-12,3.850134642197177e-08,1.2856159748792712e-06,6.4492052639379514e-10,4.0718383473381153e-10,3.3977267736805726e-14,3.365706656237413e-09,1.207400988469265e-16,1.0678009041431515e-09,3.8915300173494709e-13,3.958569903203022e-12,7.2156271699306205e-11,1.7099326840361226e-09,1.5562014607013475e-12,1.066859954322866e-12,3.9892427072662158e-12,9.6251036828469484e-19,1.5593415433671791e-13,4.7596304597930733e-14,9.4232488412183419e-22,4.9873844139179845e-17,5.3821957382548021e-22,5.6928028484962105e-17,1.8992478782009209e-13,2.0070912738945516e-11,8.9552921672353244e-17,5.1648056797074671e-15,8.6070207941712043e-20,1.8905840535411264e-16,1.4001385154458019e-10,8.3117738085386235e-14,3.0552270251911067e-18,7.1366674838308512e-20,2.3453338981710712e-17,6.989556677801292e-14,5.9660181827159638e-17,2.9359672587280289e-18,1.3002227016582437e-22,6.6211581038368804e-20,4.8666225961812581e-24,7.3722279433594726e-23,9.9517669679936103e-26,1.5129916062431146e-18
1.1760623660574386e-08,0.002099423570284991,8.8141564171740509e-14,5.5381477384570486e-10,3.8281142244675509e-12,3.496032427926616e-10,4.8259477566816113e-07,1.0186391908607728e-08,7.2290754094455712e-31,2.944344048107879e-29,2.0812356809581659e-22,1.4109655688921749e-16,8.9905579460839478e-23,3.9269664239683209e-14,2.707174732320219e-16,1.2829220105079803e-22,2.5116677821036504e-22,7.8842216151868941e-19,9.9556167306458877e-21,1.8836346455181381e-29,1.3773214212199549e-17,7.4234842169132023e-28,9.1278958752624172e-16,1.1923725532765063e-19,1.3283858079834685e-06,1.1262003010897603e-13,1.2422747677200896e-13,6.3834181875882607e-11,1.098379548623377e-38,2.727634281580469e-28,2.885836038005113e-16,1.7307202944591346e-19,3.8713696109279305e-26,0.88129999999999997,0.0,0.0,0.0,0.0096720022368622944,0.10878136593928144,0.0001000000000334214,7.6344919660030309e-06,8.7036315709703292e-05,6.5518258816630689e-05,4.8556722590329683e-11,2.0250057162833512e-05,1.3495035446684428e-09,3.1758943231091888e-07,2.8101892449506428e-13,2.9782942408794416e-15,5.7203523950736979e-07,7.1603308048965422e-07,1.1821111137525888e-05,6.1473493529742174e-06,7.9971862857718952e-16,1.9155662373792597e-11,1.5210453393541062e-14,1.1983741913954515e-10,1.6612307487340704e-05,1.1557989503144183e-10,2.2419749013733291e-11,6.9620155244240348e-12,2.4259546045077292e-12,1.4958527906753874e-12,3.9045416421947203e-08,1.3237348369591253e-06,6.6404106689603063e-10,4.1925659463579149e-10,3.4457287333897774e-14,3.5679116970982989e-09,1.2914515432412791e-16,1.0850797114566542e-09,4.2273603570803665e-13,4.0154283245736694e-12,7.3203571076077562e-11,1.7612331170353737e-09,1.60288655699415e-12,1.0988649943575291e-12,4.1090272033659408e-12,9.9141154740997875e-19,1.642922530991951e-13,5.0159175153611749e-14,9.9306530874167736e-22,5.2547164255225792e-17,5.6720054437418958e-22,6.0598334741621866e-17,2.0225313280649997e-13,2.037076061742768e-11,9.0890546643277147e-17,5.5793369459893225e-15,9.2978283166578439e-20,1.918823141821386e-16,1.4430171343543352e-10,8.5079583814411524e-14,3.1273318394741625e-18,7.3051157850680299e-20,2.4006852784204598e-17,7.2691421527345154e-14,6.6324484276307207e-17,3.1543754911072184e-18,1.4454884333617968e-22,7.4635082058117426e-20,5.485745000939715e-24,8.3101345898044562e-23,1.1217840511520465e-25,1.6626102243472685e-18
1.1915264658192146e-08,0.0020994230624129724,9.0432606708446593e-14,5.6793140119189773e-10,3.8760257605861238e-12,3.6428325421463268e-10,4.9486671979185976e-07,1.0719628491410477e-08,7.5336377747805531e-31,1.7800465697939868e-29,2.118601171189206e-22,1.4822686725416623e-16,9.614852218757026e-23,4.043370046495576e-14,2.8587934060400643e-16,1.3254429684043975e-22,2.6963470052788231e-22,8.4154200138798768e-19,1.0887842015946533e-20,2.0843835810954274e-29,1.4557747672807813e-17,7.32152127894395e-28,9.5409790716555418e-16,1.285653004841105e-19,1.3633624986633734e-06,1.1623495345196299e-13,1.3005158792287929e-13,6.7303276328145425e-11,1.1544820629442567e-38,2.7429386847441197e-28,3.0471260003500141e-16,1.8705585888258912e-19,4.1657762060917026e-26,0.88129999999999997,0.0,0.0,0.0,0.0096691329928776746,0.10878107619715564,0.00010000000003482959,7.7327361174754211e-06,8.8134075520445956e-05,6.632522035383636e-05,4.9169033156845962e-11,2.0500648207630221e-05,1.3491229488891003e-09,3.2159469105361616e-07,2.8449648634005306e-13,3.0158548075952709e-15,5.9432671131941547e-07,7.4071807293364352e-07,1.1974673319771192e-05,6.3068436527249982e-06,8.2690124046704782e-16,1.9827004177043263e-11,1.5805362726818093e-14,1.2519141276873521e-10,1.6828408486195467e-05,1.2233578308364904e-10,2.3750957620906155e-11,7.4190380788489828e-12,2.6011587233136221e-12,1.6255342406281843e-12,3.953408101709209e-08,1.3584935481546664e-06,6.814760788656828e-10,4.3026511507646298e-10,3.4888685507540971e-14,3.757457161536891e-09,1.3711241401383927e-16,1.1006260669404132e-09,4.5494546269381704e-13,4.0665315825207356e-12,7.4144913306289498e-11,1.8080324918014949e-09,1.6454753864228862e-12,1.1280618309299376e-12,4.2183028915937742e-12,1.0177771985736598e-18,1.7209399534039931e-13,5.2551791404453814e-14,1.0404349912489936e-21,5.5042537056223514e-17,5.9425627723276806e-22,6.4054422424283262e-17,2.1386530010324626e-13,2.0640461847888104e-11,9.2093680553655259e-17,5.9750198750746474e-15,9.9572255637048845e-20,1.9442229402995413e-16,1.4821513666192217e-10,8.6858783230411484e-14,3.1927234676949507e-18,7.4578816803251718e-20,2.450883269752662e-17,7.5263665682070143e-14,7.2859921457976205e-17,3.3614451573002304e-18,1.5879473741251361e-22,8.3009479429842503e-20,6.1012566131608686e-24,9.2425737450966505e-23,1.2476533669478108e-25,1.8079991055510529e-18
1.2069905655809905e-08,0.0020994225553347874,9.2752203091659248e-14,5.8221971618798941e-10,3.9242017130522097e-12,3.7941662391009848e-10,5.0727544151172887e-07,1.1273102049443431e-08,7.8473393699948505e-31,3.3334199989746482e-28,2.1560519014024533e-22,1.5563746201586597e-16,1.0278440265811922e-22,4.1622754781999216e-14,3.0172498074195611e-16,1.3687215005794103e-22,2.8920882773595762e-22,8.9756586748224209e-19,1.1894482823110238e-20,2.3040851531500218e-29,1.5378508942077671e-17,7.0145558746949463e-28,9.9686009413510905e-16,1.385139050244762e-19,1.3987737869529869e-06,1.1990935820328652e-13,1.3605952964485671e-13,7.0921397020194824e-11,1.2127746698565595e-38,2.7583968986232404e-28,3.2156645041148012e-16,2.0199774353784462e-19,4.478528775968601e-26,0.88129999999999997,0.0,0.0,0.0,0.0096662639231648324,0.10878078624079222,0.00010000000003626619,7.8309250388375498e-06,8.9230424229672588e-05,6.7130605266174355e-05,4.9780553404158442e-11,2.07507468202589e-05,1.3487423712660511e-09,3.2559478036741946e-07,2.8796721448786152e-13,3.0533668963746595e-15,6.1717198662560648e-07,7.6594006199497932e-07,1.2128186686348497e-05,6.4682882370766886e-06,8.5466969938388612e-16,2.0513195251571485e-11,1.6415130090307254e-14,1.3070270266295331e-10,1.7044448645305793e-05,1.2938320155696837e-10,2.5140556618253658e-11,7.8987991682073113e-12,2.7860915066522648e-12,1.7644409733850063e-12,4.0021795768225647e-08,1.3936791600945849e-06,6.9912516092858292e-10,4.4140880724288315e-10,3.5319494265439108e-14,3.9543504957025877e-09,1.4547658033918652e-16,1.1161680866575015e-09,4.8912716209940531e-13,4.117568853594048e-12,7.5085086984760978e-11,1.8554269117568658e-09,1.6886055758165156e-12,1.1576297963653101e-12,4.3289689086759853e-12,1.0444783033567225e-18,1.8016705889527576e-13,5.5027941621405095e-14,1.0894585024722888e-21,5.7624693506193101e-17,6.22256613170028e-22,6.7659861096500523e-17,2.2598251101621077e-13,2.0910014500144121e-11,9.3296145491344701e-17,6.3930755917293978e-15,1.0653906663772114e-19,1.9696086158461011e-16,1.5218001712916845e-10,8.865094702247772e-14,3.2585913103734057e-18,7.6117607248200482e-20,2.5014468272451223e-17,7.7889338715096329e-14,7.9941567117568134e-17,3.578817303751544e-18,1.7423146971635182e-22,9.2200893449110788e-20,6.7768165311230292e-24,1.0265982663318215e-22,1.3858026518467484e-25,1.964216273002084e-18
