Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139)
4.188653178977032e-17,0.002099465160857631,3.6184433881580116e-30,7.7378419465308226e-26,1.1429418903004856e-19,3.6180615686442411e-30,2.9867072940198432e-19,4.865625799805534e-32,8.3179288803332813e-53,2.6521820416263396e-42,7.3011886521975879e-46,3.9134053706701022e-43,5.2541892095768441e-35,2.7822495383631197e-24,1.2071810896837692e-37,2.2880219940743416e-54,5.116549918691799e-50,6.6732351632402428e-39,1.4224668327113373e-51,6.3477963807411747e-73,3.5580299719801195e-47,1.510893354212124e-63,3.2033975653362412e-37,2.0108435842316508e-57,4.3164904320742716e-30,4.5214813619129527e-45,5.3845486086221477e-46,4.942228876140976e-39,3.4306517888914133e-68,1.4510143611188189e-76,8.0585408585116218e-46,6.972983431625178e-59,1.1183183052959852e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999992249198,0.108803,0.0001,2.77669257373104e-14,3.2144294930125248e-13,3.2144262132735498e-13,3.9244812325099683e-20,4.8465704185400305e-20,1.0442268055151295e-13,3.0368487112193123e-20,2.6332568494500456e-28,1.8911637766813538e-28,1.2604328326061702e-32,4.5840131971376234e-24,2.1527571160378777e-18,1.0812228587152559e-22,8.3587964405355776e-33,1.4718115836551092e-35,5.9353570498676115e-37,8.083921075033951e-41,3.0214158048355477e-18,8.2177241384983854e-49,2.0878949804240261e-56,1.1646473644766504e-57,9.6143544464008267e-66,1.7678576369133452e-62,3.1306709082975494e-23,4.3164903830011105e-30,3.2630798435034574e-37,4.3104709807624158e-38,6.3846471382215716e-20,2.2948763253869448e-43,3.1847976264364869e-51,4.8505181518480198e-30,2.1855988608392951e-59,1.6465294774217882e-23,3.1314412967885875e-28,3.0553043195466977e-35,2.2928464318271019e-42,1.8295388202608452e-42,1.5143481958668081e-43,2.1253473561418197e-50,1.0265778800220443e-31,1.3269987030717092e-38,1.0993755632731444e-46,2.2941853940363151e-39,6.3090402926836407e-47,1.4972695825581126e-37,1.4531204128293563e-40,1.1865719349756122e-31,7.0661124966883492e-39,3.9475476221030237e-50,6.0569312176763879e-58,7.1144858843949066e-39,3.2738637647302574e-39,2.6605934438579944e-39,3.1766084719240659e-46,5.3834470190043407e-47,1.9962807022710914e-46,1.1424422128212244e-47,5.147967776259846e-62,1.0553552349338528e-66,2.1406380450697986e-66,1.6660128416996745e-42,2.0070332645554017e-49,1.2595430231409439e-49,3.4295246289520979e-50,8.3484558288748571e-64
8.380945500594356e-17,0.002099465160857631,1.4482435846634411e-29,3.0971518887719025e-25,2.2868755491533903e-19,1.4481668555939575e-29,5.9761923414586309e-19,1.9475778790198411e-31,3.3293392528188416e-52,9.3475109165121794e-42,2.9724955582341565e-45,2.8435004084077371e-42,1.0512943700556756e-34,5.5669165856988432e-24,4.8318706494081972e-37,1.8607102377920877e-53,4.0963511192910919e-49,2.6710332687325436e-38,1.1388419618898906e-50,2.0329324341642465e-71,5.69726067436059e-46,2.1402335986891769e-62,2.5645621019550967e-36,3.9520360284358399e-56,3.4558160877636887e-29,7.2402594216547834e-44,2.155223680886089e-45,3.956421041298523e-38,2.7466072694994778e-67,4.1193216045473731e-75,1.2903659685351758e-44,2.2331469097131374e-57,7.1663198311716208e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899999984491654,0.108803,0.0001,5.5557975644380889e-14,6.4316505756367171e-13,6.4316441797739683e-13,1.3146155058436159e-19,1.9398901568880542e-19,2.0892552349795269e-13,1.2155037406227326e-19,1.5296436703557151e-27,9.1479919730356907e-28,1.0091147100827571e-31,1.8347990450183539e-23,8.6162653876631395e-18,4.3277085127101082e-22,6.6598522615847313e-32,1.1783435476753159e-34,4.7512454112878258e-36,1.2943094748884405e-39,1.2093013293090987e-17,2.6315419154543621e-47,1.3372224449070705e-54,7.4591527303430366e-56,1.2315394631079616e-63,1.1322829022420966e-60,1.25308390214638e-22,3.4558157527564038e-29,5.2244156903736698e-36,6.9021568893023242e-37,1.2771538010073601e-19,3.6747966399768964e-42,4.6429716891754915e-50,3.883206729492087e-29,1.3997984884741817e-57,6.5889175420799654e-23,1.5550033498634748e-27,3.0044339315147041e-34,4.4882097852043523e-41,3.5812458252350806e-41,2.9645422589979196e-42,5.2642434057813077e-49,4.1089856930981148e-31,1.0624052437286459e-37,1.2464178713132481e-45,1.8366230010482399e-38,7.1428071786419772e-46,1.1973043140781393e-36,2.3235328759928445e-39,9.4995905103690861e-31,1.1170398661852107e-37,1.2624670301928045e-48,3.8706722566631253e-56,1.1322453068514459e-37,5.2423406133020825e-38,2.6162947359593613e-38,6.1991808514115498e-45,1.0303797090911057e-45,3.9069938146017959e-45,2.2364833922209088e-46,3.292807708792246e-60,1.349157172906122e-64,1.3692110929852006e-64,1.3335428538580234e-41,3.2081257503002306e-48,2.0163670821339091e-48,5.4187172127161984e-49,2.4378636172585373e-62
1.6765530143829006e-16,0.002099465160857631,5.7947046519535098e-29,1.2392630346811193e-24,4.5747391734246896e-19,5.794548449039314e-29,1.1955711293583002e-18,7.7933248378933333e-31,1.3321693997074684e-51,2.9734832483879255e-41,1.2483333868435581e-44,1.9188968558050574e-41,2.1030457853649019e-34,1.1136251471212884e-23,1.9333779408334843e-36,1.5567477792447655e-52,3.2783260249629718e-48,1.0687613122458613e-37,9.1142540898776034e-50,6.5076613380119419e-70,9.1186134220707751e-45,2.7455946911805517e-61,2.0522630556899319e-35,8.8658776940554834e-55,2.7657017725504638e-28,1.1589124459202586e-42,8.6237333447610585e-45,3.1661903583604951e-37,2.1981203983180355e-66,1.060871009129805e-73,2.0652641863830461e-43,7.1485292929791818e-56,4.5893519805616811e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899999968976582,0.108803,0.0001,1.1114007544198094e-13,1.2866090132464392e-12,1.286607719687818e-12,3.9408445027663112e-19,7.7620789635187661e-19,4.1789951798508693e-13,4.863381080436111e-19,7.8643017506685439e-27,4.0712812148450195e-27,8.076017362368473e-31,7.3415794155197943e-23,3.4473297558239931e-17,1.7316466698607033e-21,5.2789722116639329e-31,9.4303195400675164e-34,3.8014016675427752e-35,2.0711903748855894e-38,4.8383612490460292e-17,8.4222836564353942e-46,8.5596686552206125e-53,4.7746647565215638e-54,1.5766438909020874e-61,7.2482564471791331e-59,5.0139651246185679e-22,2.765701031301127e-28,8.3600242177024199e-35,1.1047264818764259e-35,2.5535414322774957e-19,5.8820822775752857e-41,6.3009440962294369e-49,3.107494119925266e-28,8.9602253171727503e-56,2.6352325389219283e-22,8.6341804753059843e-27,3.2975833298074445e-33,9.7962601022423025e-40,7.8164576379868723e-40,6.4716056488122926e-41,1.324200815050816e-47,1.6441286507326257e-30,8.5024618011504639e-37,1.2565747281126655e-44,1.4696641794063916e-37,7.1919539002847355e-45,9.5593834974542853e-36,3.7100966973737118e-38,7.6022401213713124e-30,1.7434060360061597e-36,4.0318654536176969e-47,2.4678569061506909e-54,1.790323192575857e-36,8.3908171741770416e-37,2.8715720931696519e-37,1.3448912518258709e-43,2.153513948784543e-44,8.5246453074132691e-44,4.882252045020551e-45,2.1032572787700338e-58,1.720379649318974e-62,8.7456026385216846e-63,1.0667909938975508e-40,5.1167941124580966e-47,3.2257638792561343e-47,8.4486216697498879e-48,6.6340396102986504e-61
3.3534699430298303e-16,0.002099465160857631,2.3182258998667573e-28,4.957849948459116e-24,9.1504516455664746e-19,2.3181925085757891e-28,2.3916944625639002e-18,3.1182186644667093e-30,5.3295460051105226e-51,8.0980153781620997e-41,5.7668813508415543e-44,1.1704898417032789e-40,4.2065534793038358e-34,2.227492440559617e-23,7.7347742607712789e-36,1.4220881059954602e-51,2.6231591761308362e-47,4.2757418771292367e-37,7.2928796175730269e-49,2.0825960126630859e-68,1.4590465567056674e-43,3.0326653004535353e-60,1.6418565891416682e-34,2.3067873168841799e-53,2.2129793992734641e-27,1.8546353627646282e-41,3.4501528594842378e-44,2.5333705787576667e-36,1.758830228474e-65,2.3587312952020563e-72,3.3045776324034416e-42,2.2876606652830716e-54,2.938114180740303e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899999937946455,0.108803,0.0001,2.2230427497101737e-13,2.5734960748323013e-12,2.5734931567544616e-12,1.0386131714159849e-18,3.1053302390656169e-18,8.3572077977329868e-13,1.9454955740421195e-18,3.6518248412836225e-26,1.7224587417513436e-26,6.4620933863535604e-30,2.9371046033190679e-22,1.3789174222101157e-16,6.9277113412293859e-21,4.144683372546534e-30,7.5456726624042412e-33,3.0400380470011693e-34,3.3128272973356502e-37,1.9353241766577201e-16,2.6942952074108483e-44,5.4765278858438083e-51,3.0548606920397583e-52,2.0175008462875615e-59,4.6380188152315796e-57,2.0059103782369909e-21,2.2129780495930815e-27,1.3370947209229875e-33,1.7677040464614544e-34,5.1023606752452946e-19,9.4132929491741601e-40,7.7505771154566689e-48,2.486065131847679e-27,5.7328094899323338e-54,1.0533114629841989e-21,5.3818162931791552e-26,4.0660822198389526e-32,2.4023887720163168e-38,1.9167717497979699e-38,1.5875563870838542e-39,3.5158983888665539e-46,6.5775790350508026e-30,6.8032474000529213e-36,1.1532181438081757e-43,1.1756469443600832e-36,6.5944517403632771e-44,7.6128611404690107e-35,5.9098052192231154e-37,6.082436744281536e-29,2.6573239959873706e-35,1.284568954727007e-45,1.5668879384399199e-52,2.7971239683188536e-35,1.3426946758499623e-35,3.5407884598783197e-36,3.2588433141642418e-42,4.8686664390625892e-43,2.0890711847075839e-42,1.1976756143067748e-43,1.3402659999695767e-56,2.1841258138178192e-60,5.5728194655281406e-61,8.528778855638815e-40,8.1305266834080211e-46,5.1567213351231686e-46,1.2852569588477741e-46,1.6384422725718605e-59
6.70730380032369e-16,0.002099465160857631,9.2735751737418558e-28,1.9832940601433873e-23,1.8301817463013495e-18,9.273492001175e-28,4.7848192991856257e-18,1.2476940257652823e-29,2.1319937715024901e-50,1.8055657612555956e-40,3.4055602738181709e-43,6.4844804521026979e-40,8.4136106087411992e-34,4.4552282927664935e-23,3.0941661968256329e-35,1.6379381818492376e-50,2.0987270215703013e-46,1.7104365020012945e-36,5.8350041983868607e-48,6.663130205224276e-67,2.3339811518539392e-42,2.7632465305561981e-59,1.3131850823476207e-33,6.7404663423882128e-52,1.7705480587102595e-26,2.9677125118138873e-40,1.3804818663354321e-43,2.0268588244454619e-35,1.4071983460274818e-64,4.341135568545857e-71,5.286206838492474e-41,7.3190464367041328e-53,1.8806881077571292e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899999875886359,0.10880299999999997,0.0001,4.4463267376443604e-13,5.1472671645020624e-12,5.1472593655065532e-12,2.440095603663776e-18,1.242227766198902e-17,1.670856701914467e-12,7.7812284575228006e-18,1.5840367933249473e-25,7.0890287664072939e-26,5.1702495428301851e-29,1.1749333626760183e-21,5.5142077138903886e-16,2.7713080561345712e-20,3.1958297811119431e-29,6.0370864686684473e-32,2.4296079466445272e-33,5.2954658686327384e-36,7.7392448106325547e-16,8.6136895103927007e-43,3.501734394606016e-49,1.9533032015622574e-50,2.5800258037181736e-57,2.96627627177271e-55,8.0242772457783237e-21,1.770545770162644e-26,2.137072975928699e-32,2.827916815771827e-33,1.0184224152884967e-18,1.5062949021845725e-38,8.6645120699391507e-47,1.9883975091598409e-26,3.6656067065914405e-52,4.205981873723746e-21,3.691190349176965e-25,5.5318173877106654e-31,6.5064487574115592e-37,5.1907021770333316e-37,4.3022699756052346e-38,9.9380435709805495e-45,2.6312411290751698e-29,5.4430929442581696e-35,9.9474746713294369e-43,9.4011498403334209e-36,5.6851540877145335e-43,6.0337764239747535e-34,9.3705008447783182e-36,4.8655958695806073e-28,3.8820243195830085e-34,4.0741866201937272e-44,9.868244335130521e-51,4.2728337827973345e-34,2.1481809207074301e-34,4.8171641503532909e-35,8.6209484462117706e-41,1.1405439703147748e-41,5.6499410439673506e-41,3.2457375140398517e-42,8.5023186691822425e-55,2.7498828820389583e-58,3.5350424508902214e-59,6.8122257778486935e-39,1.2827964741571895e-44,8.2338739906949958e-45,1.8709122015783291e-45,3.6788755295269806e-58
1.006113765761755e-15,0.002099465160857631,1.9706748363728283e-27,4.214589999703197e-23,2.7453124132458463e-18,1.9706595096790865e-27,7.1788223051130655e-18,2.6518708111286438e-29,4.5305994387637876e-50,2.6085731141361796e-40,9.4308128490893395e-43,1.5771819344596388e-39,1.2620731697572377e-33,6.6829654102918119e-23,6.5752696625303834e-35,5.7799713945229127e-50,6.0011946079876176e-46,3.6347653814155377e-36,1.6685150841291618e-47,3.0418638592257129e-66,8.589502433150895e-42,8.2257380585742377e-59,3.7542824616844223e-33,3.0366707500763842e-51,5.0627784596603865e-26,1.0923390198165504e-39,2.9344503098287963e-43,5.7956628715777493e-35,4.0238077326260587e-64,1.6562252100124433e-70,1.9454264398413152e-40,3.3412685291456134e-52,1.0488431780860434e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999813826314,0.10880299999999996,0.0001,6.6696107229320052e-13,7.7210353075151104e-12,7.7210209089130438e-12,3.8680674192845363e-18,2.639789223519933e-17,2.5054863297430496e-12,1.6533469633015946e-17,3.4493198104559329e-25,1.5190677839602291e-25,1.4784209640685524e-28,2.4967871900280972e-21,1.1715166349669605e-15,5.8891677746928316e-20,8.9487748686781517e-29,1.7262674516242956e-31,6.942976443695286e-33,1.9481378006594905e-35,1.6442351301149031e-15,3.9311208858359609e-42,1.9233026824992406e-48,1.0728381791669527e-49,1.6639827456949677e-56,1.629346013023035e-54,1.7051971901707849e-20,5.0627699327082608e-26,7.8616135739893215e-32,1.0407614024948899e-32,1.5250361540058025e-18,5.544321790004372e-38,2.7853566580464557e-46,5.6846562408757375e-26,2.0133091235400508e-51,8.9267755293291849e-21,1.0098642448780818e-24,1.9553749487733988e-30,2.8649072959841447e-36,2.2854612737010264e-36,1.8948555713820514e-37,4.4145690769550754e-44,5.5915145996637768e-29,1.5564187737849102e-34,2.9016993820850298e-42,2.6873994084776359e-35,1.6581223618988632e-42,1.7160312942713558e-33,3.4339571703538174e-35,1.3911563816921252e-27,1.3695170452877015e-33,1.853388979937777e-43,5.3916113524059949e-50,1.5385444885050325e-33,7.9062943463002544e-34,1.7027604719667163e-34,3.75916751769385e-40,4.7413200484555061e-41,2.4863127001805264e-40,1.4295338546355164e-41,4.6570750768508143e-54,1.7652374547694224e-57,1.9362421872809103e-58,1.9460418371016895e-38,4.689839768447414e-44,3.0275508138106478e-44,6.5892203636100161e-45,1.4978685149224821e-57
1.341497151491141e-15,0.002099465160857631,3.3617730973330645e-27,7.1896680035310246e-23,3.6604371632803205e-18,3.3617481885439564e-27,9.5737034794433194e-18,4.5245619529542369e-29,7.728775149686647e-50,3.2460403043453632e-40,2.0315029090786971e-42,2.9609027099693734e-39,1.6827938893406957e-33,8.9107037931238345e-23,1.1216794519167007e-34,1.4702375701141154e-49,1.2658429630735365e-45,6.2005611897669224e-36,3.5194937581013747e-47,9.0661706262638134e-66,2.1782162942434448e-41,1.7296739374038418e-58,7.9176413327213847e-33,8.9839808771463546e-51,1.0678998959699864e-25,2.7704426868955805e-39,5.0079262787970205e-43,1.2224856223719618e-34,8.4874952774886358e-64,4.2261607209740944e-70,4.9334168018535102e-40,9.9583816391505991e-52,3.9548616361378088e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999751766391,0.10880299999999991,0.0001,8.8928947055731112e-13,1.0294800525029737e-11,1.0294777787009535e-11,5.3022796663597392e-18,4.5032138371818361e-17,3.3396099701955259e-12,2.8201309747634071e-17,5.9610943551784584e-25,2.6026554047087007e-25,3.1185002407019018e-28,4.2592693066444413e-21,1.9980541034875054e-15,1.0046349107150477e-19,1.8524656439353054e-28,3.6412394162541978e-31,1.4636624609638662e-32,4.9386975830599912e-35,2.8042886040460821e-15,1.1713206431796095e-41,6.6106123338095462e-48,3.6874690626688045e-49,6.4964992207445312e-56,5.6010361948291699e-54,2.9088982998526043e-20,1.0678977183192749e-25,1.9928909143042795e-31,2.6393484198012627e-32,2.0300821602900329e-18,1.4061892477342726e-37,6.3877897230278723e-46,1.1988727275788421e-25,6.9199771595596761e-51,1.5210737102495031e-20,2.0762472493026649e-24,4.8382357582624521e-30,8.3421533740324844e-36,6.6546394268277935e-36,5.5187980355094989e-37,1.2925524530363902e-43,9.5385754225469251e-29,3.2829754249867204e-34,6.1898024053093048e-42,5.6670360435276312e-35,3.536742264432512e-42,3.6019990213722094e-33,8.6750051275960484e-35,2.9341353084958911e-27,3.3463792645489362e-33,5.5062590180777826e-43,1.8442661251786809e-49,3.8264826611364635e-33,2.0050925669669934e-33,4.2131843001891024e-34,1.0851166855837065e-39,1.3138135155868437e-40,7.2359246387855481e-40,4.1635639892415348e-41,1.5967250401189618e-53,6.8621116148627688e-57,6.6383189226973787e-58,4.1012361790406033e-38,1.1822367606516695e-43,7.6714574499915935e-44,1.6076886305908709e-44,4.0893544899624083e-57
2.012263922949913e-15,0.0020994651608576306,6.9601856973026986e-27,1.4885420050093175e-22,5.4906727702052456e-18,6.9601341658086219e-27,1.4365526832780979e-17,9.3702004591936341e-29,1.6001683538795458e-49,4.1819453055179651e-40,6.0172206689029399e-42,7.0375473661679643e-39,2.524262380159483e-33,1.3366183528348981e-22,2.3223308865647452e-34,5.4058439843419446e-49,3.4574580702689076e-45,1.2837637544272069e-35,9.6133543397475918e-47,3.9679353093044036e-65,7.6156882139351361e-41,4.5416110119469096e-58,2.1619764043142387e-32,3.9038351387763372e-50,2.9168010020561823e-25,9.6884973464904805e-39,1.0379361604766871e-42,3.3390188768851522e-34,2.3182332378246272e-63,1.4443251451052482e-69,1.7248683753652155e-39,4.3582109200754065e-51,2.8730337845362766e-66,0.88129999999999997,0.0,0.0,0.0,0.009889999962764677,0.10880299999999983,0.0001,1.3339462664644065e-12,1.5442324108736444e-11,1.5442280594116004e-11,8.1735266115352598e-18,9.3234043311171679e-17,5.0066706811080322e-12,5.837690245988253e-17,1.2501920687333118e-24,5.4112725905724957e-25,8.5179631042950483e-28,8.8183530284322312e-21,4.1352466785701085e-15,2.0799932306063811e-19,4.9065451528290294e-28,9.9454564046996856e-31,3.9939907851267317e-32,1.7257745089928782e-34,5.8038594229099798e-15,5.1237934068052891e-41,3.5533141357302587e-47,1.9820768846020971e-48,4.2234596863295432e-55,3.0121653981279317e-53,6.0225651439692967e-20,2.9167933320335349e-25,6.9633762538024388e-31,9.2283924852498291e-32,3.0365098690595338e-18,4.9176867602268659e-37,1.9622139543975276e-45,3.2736194733157698e-25,3.7196051161616807e-50,3.1432008216066095e-20,5.5175220207958675e-24,1.6455314237917025e-29,3.5509326395627617e-35,2.8324347969668095e-35,2.3500691978504905e-36,5.5374369539731197e-43,1.9748617613601061e-28,8.9669166554282064e-34,1.7104437699020332e-41,1.5471626876166556e-34,9.7722838585874992e-42,9.7587364078671597e-33,3.0136200839672763e-34,8.0129802606657406e-27,1.1016560898519318e-32,2.3966139288659848e-42,9.8303165345274294e-49,1.2955377746622722e-32,7.011171814011188e-33,1.4329448701088306e-33,4.5514976129967967e-39,5.1639898148969401e-40,3.0772840151181276e-39,1.7729872170331062e-40,8.5460336212511591e-53,4.4271346910142116e-56,3.5525283658421375e-57,1.1185625660714894e-37,4.0923119786925943e-43,2.6785607361560748e-43,5.2800374078174409e-44,1.5875435430990381e-56
2.6830306944086853e-15,0.0020994651608576306,1.1837500805331237e-26,2.5316284038680585e-22,7.3208866011123533e-18,1.1837409650240321e-26,1.9160579517046433e-17,1.594053781265855e-28,2.7214939627779349e-49,5.0204314160275195e-40,1.373541558812083e-41,1.3456118629805062e-38,3.3657808325146373e-33,1.7821667916461154e-22,3.949718399878486e-34,1.4313836613814716e-48,7.2342184746397552e-45,2.1833619603338045e-35,2.01152608951251e-46,1.1559414006280032e-64,1.9026082584306817e-40,8.8913797713108472e-58,4.5224884967636109e-32,1.1332273547611421e-49,6.102963310786252e-25,2.4209089433860165e-38,1.7677878707581333e-42,6.9863776452335029e-34,4.8505656326673678e-63,3.4846490806615971e-69,4.3091953225589556e-39,1.2695958462466567e-50,1.0564371910686478e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999503527479,0.10880299999999973,0.0001,1.7786030613982769e-12,2.058983696372548e-11,2.0589766245509391e-11,1.1045888225714491e-17,1.5856710242293749e-16,6.6718732430285236e-12,9.9266642420129975e-17,2.1420114736561025e-24,9.224654598609617e-25,1.7823055665143096e-27,1.4997762371954995e-20,7.0305594710038757e-15,3.5375461957637207e-19,9.9926511383309097e-28,2.0809325025310541e-30,8.3498239451319307e-32,4.3095215716215371e-34,9.8674594303729968e-15,1.4920785395196151e-40,1.1837585139509773e-46,6.6031346426195265e-48,1.5850601590853279e-54,1.0037609546920542e-52,1.0242855547363113e-19,6.1029440699795907e-25,1.7387444628698921e-30,2.3055989230990711e-31,4.0372127581812941e-18,1.2288264538719387e-36,4.5049250293151646e-45,6.847857385377958e-25,1.23915758081079e-49,5.3360663364835575e-20,1.1351748078293127e-23,4.0433533853081296e-29,1.0177214585489482e-34,8.1175320799337056e-35,6.7375276589645089e-36,1.5930272135914912e-42,3.3587404876159876e-28,1.876188268600373e-33,3.6035624940631514e-41,3.2359059439562297e-34,2.0587132121505031e-41,2.0272278134923124e-32,7.4890857926252692e-34,1.6763811524720197e-26,2.6217828336727407e-32,6.9521531713066441e-42,3.2548690389071918e-48,3.1528124142907576e-32,1.7517434073034707e-32,3.520990897159697e-33,1.2897692946271728e-38,1.3941766221764479e-39,8.8135518294025597e-39,5.0831020688722566e-40,2.8380916394575789e-52,1.6526987438643726e-55,1.1797014748053839e-56,2.3374104159823159e-37,1.0139826402169845e-42,6.6843506886567054e-43,1.2541263403647025e-43,4.2832432057480163e-56
3.3537974658674573e-15,0.00209946516085763,1.8085058892907164e-26,3.867759291892129e-22,9.1510770866192025e-18,1.8084912045125089e-26,2.3959092192706644e-17,2.4360175803342239e-28,4.1578612122671707e-49,5.0293352823352766e-40,2.743491068280209e-41,2.3197465366515221e-38,4.2073674626070767e-33,2.2277157289731698e-22,6.0343309906799371e-34,3.2471614990611935e-48,1.316969480385097e-44,3.3357003063394913e-35,3.66206656626902e-46,2.8062569046118256e-64,4.0358394365575252e-40,1.5361636542729076e-57,8.2309799965474906e-32,2.7452714273385048e-49,1.1110256791414747e-24,5.136247194145761e-38,2.7062313246036552e-42,1.2718466859197965e-33,8.8303348879488576e-63,7.1015561439338456e-69,9.1407257774840633e-39,3.0820657929202747e-50,3.1435912732694429e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999379408587,0.10880299999999959,0.0001,2.2232598552894079e-12,2.5737338330827591e-11,2.5737233516019563e-11,1.3918348173491063e-17,2.4225473171434446e-16,8.3350869784741089e-12,1.5162975399962599e-16,3.2885454624092488e-24,1.4114000929237375e-24,3.2447279986160226e-27,2.2913217435791475e-20,1.0737308571391265e-14,5.4045926356770652e-19,1.7705519926198355e-27,3.7882675112667039e-30,1.51876608548791e-31,9.1372535338239797e-34,1.506991828458594e-14,3.6208341075465533e-40,3.2395025000731171e-46,1.8070305853887215e-47,4.8330170220751622e-54,2.7478039086404629e-52,1.5648806465463663e-19,1.1110215860432094e-24,3.6863186744235302e-30,4.8908685358765651e-31,5.0318141704110429e-18,2.6071500798254885e-36,8.9773461634733446e-45,1.2463177285144191e-24,3.3911104513917246e-49,8.1371593843900611e-20,2.0412482553048513e-23,8.4701960256096166e-29,2.4392539823887959e-34,1.945492050472497e-34,1.615338408107837e-35,3.8293212786163178e-42,5.1314114036673814e-28,3.4155375125549063e-33,6.5919608033242838e-41,5.8884668501892416e-34,3.7658396274045655e-41,3.6636513311014183e-32,1.5801051409483516e-33,3.0514054562300105e-26,5.3026469348819885e-32,1.6804947767895995e-41,8.8520919437347183e-48,6.5151315915307505e-32,3.7161669993859609e-32,7.37592632512654e-33,3.0563104109394242e-38,3.1543364538852036e-39,2.1109252019151036e-38,1.2186954105461419e-39,7.7420023971720413e-52,5.0121582427427708e-55,3.2178990985710733e-56,4.2496175301018624e-37,2.133043071796939e-42,1.4162978625365783e-42,2.5316451352767587e-43,9.7769466054169426e-56
