Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332)
2.266248929928155e-10,0.0015989240735020684,-7.6324824084521243e-20,-7.1345884515292898e-15,-6.0893880999944534e-16,4.0784781310037261e-16,2.7693836115063405e-13,4.9375817634464355e-20,-8.240744151675364e-30,-8.2312927351541988e-31,4.1301776053680222e-31,2.0961849968856777e-15,8.9604876620173479e-16,4.3552663599733473e-19,4.3751853512668532e-20,-1.5157632556066426e-32,2.9879806102924353e-32,2.5729955762980249e-29,1.0864874156778594e-30,5.2497107145623444e-41,-1.3288672175656062e-30,-1.4116102195987755e-15,-5.9790151393128717e-41,-8.4758462136083724e-17,-4.4222475359023915e-33,6.3163198572545997e-34,1.1295773903575752e-19,1.9193542862329257e-16,-3.7612592949288004e-40,-5.2244763158026903e-22,-5.0229114943847225e-26,-1.2063377931144066e-33,2.4535633973125597e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899601028341905,0.10880299187743743,9.999999999999991e-05,2.0017495528934156e-09,1.8550492623724763e-08,1.1146743744592081e-08,5.3611576910559309e-14,7.7630400272915712e-09,3.2251381472082771e-13,3.5918932647768958e-10,3.7262931068959852e-16,1.031414091966375e-17,1.7917146712553302e-15,1.586581464902177e-13,4.1204807889850375e-11,4.128103159062615e-12,1.2603152436833905e-21,2.0043734036643731e-20,9.93756437043032e-25,5.0996752392675814e-23,3.0080657354509208e-11,4.5548383334507356e-25,2.7648407651349633e-26,3.8260267207762653e-29
2.333544028946828e-10,0.0015989240728873897,-7.6874514897559789e-20,-7.1861752327928165e-15,-5.3012314018037418e-16,4.1789765688862143e-16,2.9231828768299218e-13,5.4493298651015415e-20,-8.02776111782762e-30,8.0894238532784169e-26,4.3381094575678661e-31,2.0915855225290066e-15,8.6136040889043389e-16,4.523495120104301e-19,4.5547317474192785e-20,-1.1957511295897903e-32,3.2145259951957634e-32,2.9548620069565144e-29,1.1423930498529383e-30,5.2456299804667143e-41,-1.2455016249287486e-30,-1.3891234826719963e-15,-6.0538555052408512e-41,-8.7608031651743888e-17,-4.5980986723060603e-33,6.7147561057235187e-34,1.1584105220983611e-19,1.9692450083727456e-16,-3.891250319078134e-40,-5.4598852679412755e-22,-5.4205122311131568e-26,-1.364528151179828e-33,2.5791667503980907e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899589179909774,0.10880299149295308,9.9999999999999896e-05,2.0611888877553778e-09,1.9101130964848962e-08,1.1334655921599471e-08,5.5202944527372909e-14,8.1366392405782279e-09,3.2251377686683261e-13,3.7005727804752422e-10,3.9056231424510878e-16,1.0626215083931588e-17,1.9626566507819998e-15,1.6825023640565242e-13,4.2433753125564011e-11,4.376816352923952e-12,1.2997703492643118e-21,2.1843936046758473e-20,1.0684510226962734e-24,5.6277557646868508e-23,3.0977821670748488e-11,5.157228776962369e-25,3.2187388011280549e-26,4.4552752140566172e-29
2.400839127965501e-10,0.001598924072265466,-7.7290931550381101e-20,-7.2253191656907193e-15,-3.3953443701028586e-16,4.2716107957720268e-16,3.0806613542536439e-13,5.998029321168045e-20,-7.8037362129812639e-30,6.7165603822177986e-25,4.5349146764934011e-31,2.0295241937194515e-15,7.7148544299235774e-16,4.6787229679521214e-19,4.7312539045989435e-20,4.6823394384797068e-33,3.4465486442730496e-32,3.3507873490738101e-29,1.1955464517306262e-30,5.2311936972097641e-41,-1.1671234208403141e-30,-1.3104189547714083e-15,-6.1221002455006733e-41,-9.0350717628703973e-17,-4.7695729403490353e-33,7.1097899524989882e-34,1.1851402841068726e-19,2.015629184067241e-16,-4.0137609244240658e-40,-5.6905614617805337e-22,-5.83102875610221e-26,-1.5398020427068018e-33,2.6985181833742816e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899577331409399,0.10880299110393876,9.9999999999999883e-05,2.120628130861919e-09,1.9651768910586063e-08,1.1518038259214265e-08,5.6794310989368254e-14,8.5147680447197705e-09,3.22513739012615e-13,3.8092522167303649e-10,4.0871274261505313e-16,1.0938289020077427e-17,2.14416801787431e-15,1.7812624558723039e-13,4.3662698211729707e-11,4.6328041555919996e-12,1.3393036505001697e-21,2.3746615390268368e-20,1.14673878422881e-24,6.1948361062788988e-23,3.1874985881684129e-11,5.8198729901033402e-25,3.7315997373623141e-26,5.1664775435806099e-29
2.468134226984174e-10,0.0015989240716366207,-7.7320565831873335e-20,-7.2283324592311856e-15,3.0810161240930084e-16,4.3407133458433788e-16,3.2415367222141519e-13,6.5852130943313695e-20,-7.5505587250866842e-30,2.5271375623218254e-24,4.6855910430632996e-31,1.7366216869823127e-15,4.576162686340059e-16,4.7957526396294046e-19,4.8931970255201464e-20,6.7700806721730229e-32,3.6780124918083888e-32,3.7586350270694094e-29,1.2369173944148346e-30,5.1902014222062658e-41,-1.1043060773894157e-30,-1.0046712054582087e-15,-6.184555666160976e-41,-9.2717564710643479e-17,-4.9411531832480233e-33,7.4609912468500668e-34,1.2055019221023982e-19,2.0513263129768303e-16,-4.1284614024065031e-40,-5.8931455232535063e-22,-6.2533804945392013e-26,-1.7381643420345939e-33,2.7913342957339448e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899565482840485,0.10880299071059242,9.9999999999999869e-05,2.1800672822131277e-09,2.0202406484521641e-08,1.169708862311914e-08,5.8385676364619374e-14,8.897228575938873e-09,3.22513701158174e-13,3.917931576048848e-10,4.2707109814358621e-16,1.1250362735298596e-17,2.3365555802631859e-15,1.8828640057614373e-13,4.4891643148346647e-11,4.8960665603102617e-12,1.3789152102037748e-21,2.57543715337744e-20,1.2287058889393118e-24,6.802753727334294e-23,3.277214998731549e-11,6.5470159936683746e-25,4.309213388171307e-26,5.9677133455320159e-29
2.516657414168363e-10,0.001598924071179065,-7.6949453819060403e-20,-7.1938382741412394e-15,8.0834515590373907e-16,4.3660916321510484e-16,3.359800803855643e-13,7.0333522376313639e-20,-7.3572583600172595e-30,1.006777696962398e-24,4.7427164008923608e-31,1.4905220070542733e-15,2.035216148125544e-16,4.8394824958080124e-19,4.9934842253366382e-20,1.1998106536891482e-31,3.840395944538139e-32,4.0578114219260167e-29,1.2535213397926612e-30,5.142498910167584e-41,-1.0762072215285254e-30,-7.5327368688041724e-16,-6.2268756294927459e-41,-9.4020045004336444e-17,-5.0678985297375713e-33,7.6602421936645971e-34,1.2135494784039015e-19,2.0659152302625056e-16,-4.2060719488058864e-40,-6.006289613799017e-22,-6.5640412098787507e-26,-1.899610971410197e-33,2.8285247846091557e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899556939377343,0.1088029904243885,9.9999999999999869e-05,2.2229258748574936e-09,2.0599443949026213e-08,1.1823611944636857e-08,5.953313105968712e-14,9.1755830009190489e-09,3.2251367386305858e-13,3.9962948732898148e-10,4.4043229336451545e-16,1.1475383617463239e-17,2.4821970511303293e-15,1.9578882452972626e-13,4.5777774825446503e-11,5.0904058965590195e-12,1.4075257519941987e-21,2.7268717862475226e-20,1.2901397746053752e-24,7.2674882517144439e-23,3.3419050847411654e-11,7.1138283472804501e-25,4.7693449941995837e-26,6.606146445905313e-29
2.5651806013525515e-10,0.0015989240707181744,-7.6419856283797677e-20,-7.1445406543649124e-15,6.8779691014115504e-16,4.3798578730548023e-16,3.4805735799201023e-13,7.5029426919482637e-20,-7.1663868681763939e-30,-2.7365400176430625e-24,4.7747549667673352e-31,1.5175326574947008e-15,2.2592084790840086e-16,4.8621657615313401e-19,5.0859188042952057e-20,1.0377107304330662e-31,4.0014684494004578e-32,4.3592122107825521e-29,1.2636830491392632e-30,5.0914162204883752e-41,-1.0616172408551371e-30,-7.7687037277748761e-16,-6.2678319405119511e-41,-9.5129748876043728e-17,-5.1946216028482098e-33,7.8344242657971694e-34,1.2184451118172776e-19,2.0752060099544892e-16,-4.2793578876101895e-40,-6.1038635198331471e-22,-6.8787635541598556e-26,-2.0746043690169721e-33,2.8512366423996332e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899548395878622,0.10880299013609909,9.9999999999999869e-05,2.2657844197970296e-09,2.0996481215579374e-08,1.1948049864504462e-08,6.0680585176262805e-14,9.4560227008012429e-09,3.2251364656782694e-13,4.0746581329073524e-10,4.5389358383094316e-16,1.1700404391592189e-17,2.6337656889241051e-15,2.0343918426438002e-13,4.6663906424793049e-11,5.2885273966717629e-12,1.436177037553179e-21,2.8840000190406518e-20,1.3535636373642546e-24,7.7551493228224841e-23,3.4065951652758078e-11,7.7181938311768207e-25,5.2688030231687964e-26,7.299293208770551e-29
2.61370378853674e-10,0.0015989240702540541,-7.6449548027769608e-20,-7.1475087650544782e-15,-9.9764321552814631e-16,4.4234469790646743e-16,3.6047623392450175e-13,7.9947327619504524e-20,-7.0256812882052479e-30,-1.0698866527429403e-23,4.8722628874514326e-31,2.2826245172055947e-15,9.7770105542083471e-16,4.9302337480323664e-19,5.2001318940804405e-20,-9.1461002049537623e-32,4.1759312871993375e-32,4.6633052967744455e-29,1.290730759708416e-30,5.0806759308798763e-41,-1.0372841490865851e-30,-1.5336917118954558e-15,-6.3076208386473356e-41,-9.6747647515004577e-17,-5.3091250127265373e-33,8.0874234753096657e-34,1.2314542185031113e-19,2.0981540352651515e-16,-4.3487734339865994e-40,-6.2479645412359504e-22,-7.1979076835989753e-26,-2.2504147455002989e-33,2.9118124317338609e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899539852344964,0.10880298984579019,9.9999999999999869e-05,2.3086429170317701e-09,2.1393518216635573e-08,1.2070468519666219e-08,6.1828038519130164e-14,9.7384815389166199e-09,3.2251361927248075e-13,4.1530213491034712e-10,4.6745179491774203e-16,1.1925425041037724e-17,2.7913748503512626e-15,2.1123756592512974e-13,4.7550037946385981e-11,5.4904310578538176e-12,1.4648690879416742e-21,3.0469176145558568e-20,1.419009712767844e-24,8.2664666516188221e-23,3.4712852403354496e-11,8.3618848787679993e-25,5.8101570768543795e-26,8.0507436190932154e-29
2.6625017261949366e-10,0.0015989240697841522,-7.7740618150887364e-20,-7.2683472600243044e-15,-3.1088826087830007e-15,4.5395251424473466e-16,3.7321143701831497e-13,8.5124664822616779e-20,-7.0994362840009979e-30,-5.7228354898987513e-24,5.1342099041248424e-31,3.302391658685832e-15,1.9630044100349218e-15,5.1178498893163087e-19,5.3678825493333139e-20,-3.467548130564079e-31,4.3817287917581407e-32,4.9765944160586282e-29,1.36020834736522e-30,5.1891949381180048e-41,-9.392211197648716e-31,-2.5333730639765668e-15,-6.3443049990840111e-41,-9.9609030715097796e-17,-5.4002310682170004e-33,8.5350420984196593e-34,1.2641945767697878e-19,2.1543236041310841e-16,-4.4169247422840968e-40,-6.5055593858070456e-22,-7.5260226957641868e-26,-2.4131057511751239e-33,3.0675365044649002e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899531260401088,0.10880298955186557,9.9999999999999869e-05,2.3517440417324531e-09,2.1792803008648682e-08,1.219160857913566e-08,6.2981988064252439e-14,1.0024511363508415e-08,3.2251359182246824e-13,4.231828222500728e-10,4.8118141635191531e-16,1.2151719655954818e-17,2.9560824301785236e-15,2.1922947281637262e-13,4.8441186888819232e-11,5.6972922898505928e-12,1.4937647323837179e-21,3.2166926044458651e-20,1.4868983261919865e-24,8.8052856125324102e-23,3.5363416013274778e-11,9.0507244793981304e-25,6.3995454878802171e-26,8.8690451791913873e-29
2.7064198700873136e-10,0.0015989240693586248,-7.9407179369269059e-20,-7.4242566545498833e-15,-2.2414266908148334e-15,4.6741388007525677e-16,3.846354149493197e-13,8.9987504473589799e-20,-7.2286890028309547e-30,9.4720699878326002e-24,5.443957506307575e-31,2.9659927700880039e-15,1.5867829110022225e-15,5.3425610139252011e-19,5.5424375406929163e-20,-3.2928563478030417e-31,4.5833974250907864e-32,5.2699152002378374e-29,1.4418974861074554e-30,5.317926103472048e-41,-7.9991692487808503e-31,-2.173965155137163e-15,-6.3716317793126528e-41,-1.0271527629596645e-16,-5.4726035631495495e-33,9.0292260105294208e-34,1.3018840920136791e-19,2.2187383641640256e-16,-4.4787510858812104e-40,-6.7876511576379415e-22,-7.8301641909651042e-26,-2.5558368121765916e-33,3.2506367676322746e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899523527621429,0.10880298928569503,9.9999999999999856e-05,2.3905350127123192e-09,2.2152159091989886e-08,1.2298996051935582e-08,6.4020541986017944e-14,1.0283576677938811e-08,3.2251356711735933e-13,4.3027543575602744e-10,4.9361672392388084e-16,1.2355384662938166e-17,3.1097347014997016e-15,2.2655033266917969e-13,4.9243220869774301e-11,5.8867378647176934e-12,1.5198061002254358e-21,3.3746583431477556e-20,1.5498016110883875e-24,9.3119517236329381e-23,3.5948923214859803e-11,9.7078401045357167e-25,6.9709078448904984e-26,9.6624806412773866e-29
2.7384389119846463e-10,0.0015989240690468692,-7.985748379481803e-20,-7.4664713687925708e-15,6.6386544538030463e-16,4.7290393875896613e-16,3.9283666107785687e-13,9.3655094360890891e-20,-7.2678301905182997e-30,1.7710752410190236e-23,5.5734720244118942e-31,1.6566316030582461e-15,2.6098909070300295e-16,5.4402058735506177e-19,5.6401784569835985e-20,-4.7471854648185589e-32,4.717730510711833e-32,5.4909002613904961e-29,1.4767120638089193e-30,5.3590312504558136e-41,-7.0922171204356898e-31,-8.5484353481579167e-16,-6.3865810705121679e-41,-1.0426308684054552e-16,-5.5411240431823505e-33,9.283494387241307e-34,1.3176249694068898e-19,2.2459694253889883e-16,-4.5255897598960466e-40,-6.9292959760871154e-22,-8.0572893341199304e-26,-2.6780367885541751e-33,3.3286349925284094e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899517889927957,0.10880298909068864,9.9999999999999829e-05,2.4188160039651652e-09,2.2414151855150881e-08,1.2376336382880907e-08,6.4777711888088353e-14,1.0473403018783467e-08,3.2251354910574656e-13,4.3544638710001342e-10,5.0272851496820699e-16,1.2503868975622109e-17,3.2250399684085442e-15,2.3196424808543855e-13,4.9827953183120848e-11,6.0268082695065506e-12,1.5388129515175698e-21,3.4929529910381926e-20,1.5967531519793325e-24,9.6946548816609469e-23,3.6375794132335802e-11,1.020995821338331e-24,7.4131879999531343e-26,1.027676496810783e-28
2.770457953881979e-10,0.001598924068733862,-7.9264511315648355e-20,-7.4112044557815704e-15,3.2915236768250064e-15,4.7236456455397106e-16,4.0111164105373258e-13,9.7426812894634411e-20,-7.1636813025207347e-30,9.8152623790068212e-24,5.5621472320396015e-31,4.3445275586571636e-16,-9.6004289300170152e-16,5.4373193674037361e-19,5.6954138091197817e-20,2.4223521276234618e-31,4.8310076201740114e-32,5.7144916353665389e-29,1.4752751663389288e-30,5.3137368236896737e-41,-6.7887084664451347e-31,3.6729566778319127e-16,-6.3994024137354396e-41,-1.0479700847909431e-16,-5.6290964455341671e-33,9.3790234315544655e-34,1.3169810812925357e-19,2.2456388408355399e-16,-4.5713824562848921e-40,-6.9780390852415429e-22,-8.287065562809354e-26,-2.8252323500568904e-33,3.3253619153277879e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899512252218057,0.10880298889489858,9.9999999999999842e-05,2.4470969744459799e-09,2.2676144623394604e-08,1.2452893047101843e-08,6.5534881802014774e-14,1.0664012972679863e-08,3.2251353109408047e-13,4.4061733741841456e-10,5.1187792020945118e-16,1.2652353258854464e-17,3.3431500866483981e-15,2.3744275162159996e-13,5.0412685462610667e-11,6.1685255351885242e-12,1.5578375928865449e-21,3.6139157474478802e-20,1.644635244184644e-24,1.0088833455309605e-22,3.680266502597168e-11,1.0732141562207419e-24,7.8781362124383439e-26,1.092262351837707e-28
2.802476995779312e-10,0.0015989240684196216,-7.8216641101212609e-20,-7.3134342287098174e-15,2.1579193703426247e-15,4.6896126437054698e-16,4.0985744764482659e-13,1.013057687947927e-19,-7.1750859543797035e-30,-2.6930310365334998e-23,5.4829827487294137e-31,8.73636996487264e-16,-5.1135939431453401e-16,5.3767639907917497e-19,5.7301514178750636e-20,8.1870594413674782e-32,4.9342977459891226e-32,5.9375501361628141e-29,1.4563610420356672e-30,5.3070844330233133e-41,-6.8579719817199576e-31,-7.6588002945080887e-17,-6.4110302453007747e-41,-1.0484564543683268e-16,-5.7271753376073817e-33,9.3981412848486944e-34,1.3085498982752591e-19,2.2322047644588153e-16,-4.6170774040897864e-40,-6.9828742948284588e-22,-8.5178723725032174e-26,-2.9876345028906622e-33,3.2828868153722863e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899506614492285,0.10880298869834092,9.9999999999999842e-05,2.4753779241547731e-09,2.293813733975827e-08,1.2528682526772568e-08,6.6292051563235444e-14,1.085539005734002e-08,3.2251351308236147e-13,4.4578828713686631e-10,5.2106414848158561e-16,1.2800837524859953e-17,3.4640970531331245e-15,2.4298586839822326e-13,5.099741770824366e-11,6.3118896614324429e-12,1.5768800305217604e-21,3.7375735441442279e-20,1.6934571117655747e-24,1.0494711490452047e-22,3.7229535895767346e-11,1.1274966690749158e-24,8.3666485160549527e-26,1.1601309881623913e-28
2.8234304911705167e-10,0.001598924068213328,-7.8012089768151054e-20,-7.2944158594218626e-15,-8.8673529464938263e-16,4.6923892487309339e-16,4.1590926946738079e-13,1.039047374708724e-19,-7.2104121085160601e-30,-3.2850212038634856e-23,5.490086170552051e-31,2.1959334844871974e-15,8.0985064660937665e-16,5.3718429749628117e-19,5.7705296193524968e-20,-3.5197561991223885e-31,5.0116712164442059e-32,6.0822516547709175e-29,1.4591453600264467e-30,5.3385119877613537e-41,-6.9793871469756186e-31,-1.3978894095551144e-15,-6.4189253067075029e-41,-1.0529796289520909e-16,-5.7829748021421222e-33,9.4783110470847675e-34,1.3098384921770371e-19,2.2348617882777913e-16,-4.6468180460478172e-40,-7.0256281126049621e-22,-8.669031871303142e-26,-3.0884119229049427e-33,3.2890569264063816e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899502925115373,0.10880298856930427,9.9999999999999842e-05,2.4938851734111631e-09,2.310958719437991e-08,1.2577872160151624e-08,6.6787548716341413e-14,1.098103614990384e-08,3.225135012953339e-13,4.4917219393371323e-10,5.2709524522586921e-16,1.2898006699640284e-17,3.5447965875929572e-15,2.4664831360202061e-13,5.1380070751592379e-11,6.4065996867277332e-12,1.5893511771159633e-21,3.8199678743475975e-20,1.7259196411332033e-24,1.0766762544907242e-22,3.7508883304673725e-11,1.1641650091046647e-24,8.6995306716726872e-26,1.2063833831157834e-28
2.8443839865617216e-10,0.0015989240680065265,-7.8753528178802501e-20,-7.3637921260225334e-15,-4.5943176126225015e-15,4.7474539079952119e-16,4.2206598833621027e-13,1.065535766612427e-19,-7.4086509870638751e-30,-2.9368914033760837e-23,5.6216853832245841e-31,3.8657004113452978e-15,2.4632823262346573e-15,5.4524547402712595e-19,5.8482864619218171e-20,-8.6516753280497015e-31,5.1096483078895453e-32,6.2273960829358862e-29,1.4939999473061574e-30,5.4644110732042484e-41,-6.6112931321332098e-31,-3.0581557813109006e-15,-6.4268731605660282e-41,-1.0663443392594222e-16,-5.8212794686046456e-33,9.701594919389378e-34,1.3253428522842756e-19,2.2614382487437727e-16,-4.6767872758123701e-40,-7.1515647247273968e-22,-8.8211431845325806e-26,-3.1731458944907147e-33,3.3670737082033293e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899499235732737,0.10880298843995038,9.9999999999999842e-05,2.5123924137719643e-09,2.3281036920217464e-08,1.2626744607909391e-08,6.7283045496046231e-14,1.1106999404655974e-08,3.2251348950828699e-13,4.5255609958130478e-10,5.3314156606702049e-16,1.2995175841421961e-17,3.6267335916066492e-15,2.5033844717448803e-13,5.1762723780441896e-11,6.5020149775898299e-12,1.6018299474860793e-21,3.9035353547360455e-20,1.7587911570325722e-24,1.104398458958842e-22,3.7788230703370511e-11,1.2017591379290215e-24,9.0431624243702418e-26,1.2541337498634741e-28
2.8653374819529265e-10,0.0015989240677992272,-8.0380735610071924e-20,-7.51593600720482e-15,-6.4351082542907281e-15,4.8532009392873453e-16,4.2799931742698838e-13,1.0925257979509173e-19,-7.9140986028338225e-30,7.529789019317127e-24,5.8769332439039195e-31,4.7795905783294678e-15,3.3460532817734601e-15,5.6241711540326269e-19,5.9627536255567371e-20,-1.0792123854661431e-30,5.2286806568585436e-32,6.3756484081820304e-29,1.5607311695055279e-30,5.7230144696353993e-41,-5.2178474443585562e-31,-3.9542941609421932e-15,-6.4330476036959413e-41,-1.0883315416203566e-16,-5.8439029406317637e-33,1.0068034248664751e-33,1.3546332365886999e-19,2.3112172334211082e-16,-4.7087864684986811e-40,-7.3592527116759723e-22,-8.9756387921779699e-26,-3.2412439831242323e-33,3.5165005353820669e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899495546344307,0.10880298831028391,9.9999999999999842e-05,2.5308996452371796e-09,2.3452486524376035e-08,1.2675304252839719e-08,6.7778541922832137e-14,1.1233275438866159e-08,3.2251347772122155e-13,4.5594000344785907e-10,5.3920290062967798e-16,1.3092344932062042e-17,3.7099169742426051e-15,2.5405627616601275e-13,5.2145376794792164e-11,6.5981355334002225e-12,1.6143163429757838e-21,3.9882834732789264e-20,1.7920742395189805e-24,1.1326441902911422e-22,3.8067578091857704e-11,1.240295941657795e-24,9.3978128291123749e-26,1.3034197500837555e-28
2.8862909773441314e-10,0.001598924067591441,-8.145973043595308e-20,-7.6168558539739133e-15,5.2062113349317347e-17,4.9304173823040789e-16,4.3303142899565403e-13,1.1199872141702106e-19,-8.216926555950885e-30,1.1165803804188758e-22,6.0648795764426069e-31,1.9696777569053019e-15,5.1333573107922163e-16,5.7708885887091819e-19,6.0576709244990125e-20,-2.0727936155038368e-31,5.3383001597521452e-32,6.52831019915845e-29,1.6101688900788854e-30,5.8560362973286971e-41,-3.3706061295075739e-31,-1.1312587147508391e-15,-6.4354488638600771e-41,-1.1055830912254089e-16,-5.8791944950043955e-33,1.0359935070661258e-33,1.3761785264136419e-19,2.3479750773399241e-16,-4.7435883673228135e-40,-7.5226077308443666e-22,-9.133037539540082e-26,-3.3204278767838614e-33,3.6271892598060211e-34,0.88129999999999997,0.0,0.0,0.0,0.009889949185694873,0.10880298818030988,9.9999999999999815e-05,2.5494068678068105e-09,2.3623936143610697e-08,1.2723555417141465e-08,6.8274038391797779e-14,1.1359859930996304e-08,3.2251346593413516e-13,4.5932390571631535e-10,5.4527904147576433e-16,1.3189513976809483e-17,3.7943556299985954e-15,2.5780180765096926e-13,5.252802979464319e-11,6.6949613538230724e-12,1.6268103700373272e-21,4.0742197022743978e-20,1.8257714674371066e-24,1.1614199155590405e-22,3.8346925470135265e-11,1.2797924998363351e-24,9.7637557494687016e-26,1.3542797236778223e-28
2.887351748048311e-10,0.0015989240675809097,-8.1455698028059677e-20,-7.6164840684347488e-15,4.7566048293699042e-16,4.9311066164279112e-16,4.3327790205642704e-13,1.1213890021815462e-19,-8.2112224776935301e-30,2.0170459949421133e-23,6.0666287035207304e-31,1.7813035994009557e-15,3.247458073781251e-16,5.7731562354853963e-19,6.0602011386784209e-20,-1.5252277026806114e-31,5.3426370096302995e-32,6.5361567571332427e-29,1.6106726098192935e-30,5.8528751155769899e-41,-3.3189327764869984e-31,-9.4274352273027399e-16,-6.435435649888699e-41,-1.1059147076572538e-16,-5.8821782445961913e-33,1.0365899608926397e-33,1.3763942222608538e-19,2.3483639477386463e-16,-4.7454201970237054e-40,-7.5257634803202215e-22,-9.141077829886379e-26,-3.3256098776402055e-33,3.6283148295065111e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899491670172857,0.10880298817372186,9.9999999999999815e-05,2.5503437957128293e-09,2.3632615785091331e-08,1.2725990006347178e-08,6.8299122913531956e-14,1.1366276396313386e-08,3.2251346533741326e-13,4.59495215741649e-10,5.4558703613342982e-16,1.3194433158924122e-17,3.7986638810937258e-15,2.5799216202993935e-13,5.2547401602375044e-11,6.6998819167488805e-12,1.6274430831304282e-21,4.0786019560264574e-20,1.827488450223139e-24,1.162890899383159e-22,3.8361067430889056e-11,1.2818178499075771e-24,9.7825869674000637e-26,1.3568970743608827e-28
2.887882133400401e-10,0.0015989240675756428,-8.1451390959424774e-20,-7.6160841176587458e-15,5.8417879302966998e-16,4.9313236830162769e-16,4.3341265329690416e-13,1.1220903124693723e-19,-8.2082681047167656e-30,-4.7806169141988128e-25,6.0671932621345027e-31,1.732879533161572e-15,2.7625107667528547e-16,5.7738010695085217e-19,6.0613756445978064e-20,-1.3850333431059659e-31,5.344756384912918e-32,6.5400820232068689e-29,1.6108446417929838e-30,5.8516144850843043e-41,-3.3053955436765901e-31,-8.9426970482247286e-16,-6.435425948053675e-41,-1.1060590044242689e-16,-5.8837154276000632e-33,1.0368527966695797e-33,1.3764673999323313e-19,2.3485000539601528e-16,-4.7463362746523117e-40,-7.5271374715404065e-22,-9.1450993319095406e-26,-3.328248333774491e-33,3.6286988085703598e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899491576784904,0.10880298817042751,9.9999999999999815e-05,2.5508122596572899e-09,2.3636955605981463e-08,1.2727207008746598e-08,6.8311665174832338e-14,1.136948492115434e-08,3.2251346503905228e-13,4.5958087075419844e-10,5.4574104748730573e-16,1.3196892749978066e-17,3.8008192219592917e-15,2.5808736585096375e-13,5.2557087506227047e-11,6.7023428760305398e-12,1.6277594469465998e-21,4.0807942322461505e-20,1.8283473422266439e-24,1.1636269071784694e-22,3.8368138411256148e-11,1.2828314646382595e-24,9.7920137083041054e-26,1.3582073014704167e-28
2.888942904104581e-10,0.0015989240675651085,-8.1441227980291618e-20,-7.6151394939548368e-15,6.5569711122746729e-16,4.9316700049106634e-16,4.3369832678775521e-13,1.123493840454549e-19,-8.2030307510584276e-30,1.6686039144404444e-25,6.068106462042798e-31,1.7006360856208228e-15,2.4389194883745726e-16,5.7745572513830973e-19,6.0636621364841051e-20,-1.2920056783040356e-31,5.3489613641155509e-32,6.5479330491078323e-29,1.6111330979395104e-30,5.8498910427245828e-41,-3.293820740694558e-31,-8.6194107694719632e-16,-6.4354053514890365e-41,-1.1063327702384327e-16,-5.886819124707331e-33,1.037353798911543e-33,1.3765898843702352e-19,2.3487321041659397e-16,-4.7481658932989895e-40,-7.5297444347919384e-22,-9.1531435706009065e-26,-3.3335616791107602e-33,3.6293422198502779e-34,0.88129999999999997,0.0,0.0,0.0,0.0098899491390008962,0.10880298816383827,9.9999999999999815e-05,2.5517491875291113e-09,2.3645635247791e-08,1.272964042948093e-08,6.8336749697517263e-14,1.1375902554857398e-08,3.2251346444233028e-13,4.5975218077968823e-10,5.4604909822864689e-16,1.3201811932097179e-17,3.805132335044935e-15,2.5827782675666964e-13,5.257645931390317e-11,6.7072661502317493e-12,1.6283921891504016e-21,4.0851810839768765e-20,1.8300659276636352e-24,1.1650999550649486e-22,3.838228037197068e-11,1.2848605749003035e-24,9.8108894768654134e-26,1.3608308624289476e-28
