Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711)
8.882581644889673e-12,0.0019100873445025066,1.4298221215206312e-22,6.5451897792910684e-18,2.5942371050514063e-17,1.4297365545697645e-22,5.2507876110970711e-15,3.5806270129137831e-23,-2.4797561484641494e-33,-1.610697944787746e-18,-6.5560293016890362e-38,1.6107026864411967e-18,6.0300920196278443e-32,-9.3065775357411364e-21,6.0433576304398765e-28,-2.4809777249926168e-33,6.4425236269336461e-39,1.1457973937387409e-30,3.7961780620232053e-40,5.7868938158921071e-45,-1.5735816442190922e-31,1.1510661594556869e-28,-2.4064548923218277e-43,-4.6751361474478457e-24,-1.4455596123740616e-39,7.411684293604009e-43,1.012809807050235e-38,8.5472333951499746e-27,-8.6911770902253308e-46,2.724588320546385e-38,-2.4360313628544264e-34,2.8403257695278038e-41,-1.5699735199533301e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899879821729136,0.10880299983612694,0.00010000000000000002,5.7504647267877012e-10,5.6065240432455432e-09,5.514463577313251e-09,7.1214890102358985e-15,1.2796149355704911e-10,1.5792518491307854e-10,3.589919757634106e-11
8.968200165479695e-12,0.0019100873444969713,1.2977317780009643e-22,5.9405217683490563e-18,-9.9045906773312999e-16,1.2976387786623973e-22,5.4234924369948719e-15,3.6798949787237425e-23,-2.7973504460820871e-33,-1.0015220485372176e-18,-8.4442624628748161e-39,1.0015230924288478e-18,-6.8916884711901084e-31,-6.064406472860456e-19,1.9384027472654632e-26,-2.8011450108582488e-33,9.2069516845151439e-39,9.4268613366413884e-31,5.404726926478745e-40,1.2979953736401341e-44,-3.0703846574067748e-32,2.8383140427202788e-28,-2.5441767157715416e-43,-9.1221616580856021e-25,-2.1335480544723204e-39,8.3271845680171484e-43,-1.0420341246155948e-39,9.1186302380949623e-27,-1.2827538634671905e-45,5.8250541154509916e-38,-2.5755543574830031e-34,5.4523719656553766e-42,-2.6230883748534286e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899878665298542,0.10880299983323029,0.00010000000000000061,5.8058928443967879e-10,5.6604591209198657e-09,5.5664047599978616e-09,7.1900000004559873e-15,1.3040710410364077e-10,1.592526877901679e-10,3.6349999704219402e-11
9.045256834010714e-12,0.001910087344491956,1.0078018150823862e-22,4.6133276422698621e-18,-1.2683170685019086e-15,1.007703687947845e-22,5.528775139382273e-15,3.771647330917529e-23,-2.8497594675004516e-33,3.5567935269529149e-19,-3.7311944021265213e-40,-3.5567896237896132e-19,-2.7239774880441258e-30,-7.713091051139124e-19,2.4556653771044153e-26,-2.8547069001243193e-33,1.1124279971909822e-38,5.1957909771567947e-31,6.4390456165437606e-40,-1.8400238419879753e-44,-7.7119345695221896e-33,3.463787016828464e-28,-2.5783168971658227e-43,-2.2912278415825435e-25,-2.728385731314888e-39,1.1077566737143255e-42,-5.5147162947732678e-38,9.5572832545435687e-27,-1.6403325637383057e-45,1.094763040936297e-37,-2.6102325594763464e-34,1.2646642125387201e-42,-5.1680707003070796e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899877624534262,0.10880299983060383,0.00010000000000000078,5.8557781474841048e-10,5.7090010024754541e-09,5.6131325671688289e-09,7.2516602850519488e-15,1.3262740909114032e-10,1.6044454102590321e-10,3.6755992224763194e-11
9.122313502541733e-12,0.0019100873444869062,7.8870118001317502e-23,3.6103668001751767e-18,-4.4310387489860863e-16,7.8859946848757992e-23,5.5447496854659195e-15,3.8645290162052311e-23,-3.3115303141145924e-33,1.9124618902032104e-18,-5.830526819547003e-38,-1.912457859096135e-18,-1.0651025294848558e-29,-2.9037011555616309e-19,9.4169988387787881e-27,-3.3159096053412473e-33,1.2223345641603121e-38,1.9402475849243039e-31,7.0069333821148996e-40,-4.1618472004769561e-44,-1.2931479746222639e-31,3.4918996913985294e-28,-2.6704203019274396e-43,-3.8419632170608036e-24,-3.4480879105415165e-39,1.379419489520299e-42,-2.7683064600089572e-37,9.9103317543441573e-27,-2.0729344701176644e-45,1.6217644378223142e-37,-2.7035797169416894e-34,2.3246382012153308e-41,-6.1998572308076491e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899876583787242,0.10880299982795896,0.00010000000000000029,5.9056634479558766e-10,5.7575436483623986e-09,5.6598421437697228e-09,7.3133215399071929e-15,1.3486594299556002e-10,1.6163365405338949e-10,3.716223232596614e-11
9.199370171072752e-12,0.0019100873444818233,1.0778727875349668e-22,4.9340313810173824e-18,2.4357972482935262e-15,1.0777553945274426e-22,5.3934401657704744e-15,3.9563504661035673e-23,-2.7406418836305735e-33,5.0627950012175728e-18,-2.5975376827692621e-37,-5.0627777607099179e-18,-5.681267342966428e-29,1.3929143874328703e-18,-4.3519142563631209e-26,-2.7406680272261607e-33,1.3126116294746817e-38,5.7747040408938515e-31,7.663918567659204e-40,-9.2374283409225546e-44,-5.7178155701353617e-31,1.6056752735101997e-27,-3.1246356674566516e-43,-1.6987721156776926e-23,-4.1294401383047293e-39,1.6881613353105395e-42,-1.4319613651410695e-36,1.0285507602507563e-26,-2.482456801397876e-45,3.1679866375991522e-37,-3.1634377099118589e-34,1.0330069127937082e-40,-3.4131294425224599e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899875543048688,0.10880299982529582,9.9999999999998622e-05,5.9555487458121105e-10,5.8060879412736622e-09,5.7065335024628372e-09,7.3749848821662954e-15,1.3712269316260208e-10,1.628200331730094e-10,3.7568712016900081e-11
9.251415625345053e-12,0.0019100873444783735,1.6911697659961579e-22,7.7416662256210096e-18,4.4291134620272519e-15,1.6910905772593573e-22,5.2858397178505465e-15,4.0171088900687981e-23,1.4309843819174276e-33,3.3353060202043999e-18,-3.7721412969629123e-37,-3.3352809306383309e-18,-9.2115768357397157e-29,2.5609440053454102e-18,-8.0229380400933241e-26,1.4343552288914765e-33,1.4319217128444222e-38,1.420820826693364e-30,8.6358063544921974e-40,-1.0072759269898544e-43,-8.3794880392336992e-31,-2.5016695017979065e-27,-3.6938453856473104e-43,-2.4895592460869757e-23,-4.1668016386034304e-39,3.1023769366640725e-42,-2.9814921450306524e-36,1.0643332503980587e-26,-2.5046366328476874e-45,4.1858818581152108e-37,-3.7396515692263917e-34,1.5146403706917789e-40,9.869997642955937e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899874840130218,0.10880299982348668,9.9999999999997457e-05,5.989242168119323e-10,5.8388755449397832e-09,5.7380593811511129e-09,7.4166333160643069e-15,1.3865724309682326e-10,1.6361979120173453e-10,3.784338721542452e-11
9.303461079617354e-12,0.0019100873444749028,2.5620440544277294e-22,1.1728353708601255e-17,5.1329441836823248e-15,2.5619925685617952e-22,5.2849558725326724e-15,4.0772428837265667e-23,5.1045351228703567e-33,-7.9472741184118191e-19,-4.1446670119656316e-37,7.9475523299921808e-19,-1.0709029908779273e-28,2.9772035361797654e-18,-9.3276279286006928e-26,5.1111723488368136e-33,1.6887124681143601e-38,2.6251119465893589e-30,1.0554180509160627e-39,3.1804978662470965e-43,-9.3480805763483975e-31,-5.747476699235928e-27,-4.4096236007083121e-43,-2.7773296466507063e-23,-2.5130031948901049e-39,6.2933052954883606e-42,-5.0580662511259733e-36,1.1185352586836364e-26,-1.5091112802330168e-45,-3.2926851977042106e-37,-4.4642284233817377e-34,1.6899594599172399e-40,4.8518245186472003e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899874137235947,0.10880299982166898,9.9999999999997037e-05,6.0229355892333648e-10,5.8716618674485273e-09,5.7695769586878231e-09,7.4582801297329889e-15,1.4020009343274529e-10,1.6441830685247298e-10,3.8118165566621945e-11
9.355506533889656e-12,0.0019100873444714123,3.3615090315419201e-22,1.5387628022672092e-17,3.8693743560243738e-15,3.3613680727631799e-22,5.4522552564969078e-15,4.1384898769712648e-23,-7.2320866412485143e-33,-5.1330527073905291e-18,-3.7418353537709781e-37,5.1330787747199403e-18,-9.6302399250600021e-29,2.2464655908420427e-18,-7.0244056487293642e-26,-7.2282968424153558e-33,2.1033942775075414e-38,3.7324877394204631e-30,1.3407227623801242e-39,1.9556560828144942e-43,-8.6202822503922459e-31,2.5140298464815079e-27,-5.162608562463603e-43,-2.5610996043178872e-23,-3.2104306196363957e-39,9.3809089499433603e-42,-7.1771188140576379e-36,1.1909327078996458e-26,-1.9285675583461087e-45,-2.2456169303779841e-37,-5.226485837719772e-34,1.5582811251951964e-40,7.4096134735738021e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899873434372051,0.10880299981984276,9.9999999999997755e-05,6.056629009154246e-10,5.904446290198164e-09,5.8010862389583344e-09,7.4999245309259592e-15,1.4175124027923505e-10,1.6521558205349232e-10,3.8393044406827764e-11
9.407551988161957e-12,0.0019100873444679017,3.7782107403304751e-22,1.729515687505309e-17,5.0284024627105032e-16,3.7780663589330419e-22,5.8012241755975748e-15,4.2024879167111658e-23,-1.4466575909383633e-32,-8.2442977267548106e-18,-3.3085972500011916e-37,8.2443211576233504e-18,-9.532324739108336e-29,2.8913209181824479e-19,-8.6451481805001223e-27,-1.4467522234103174e-32,2.6790905294234008e-38,4.3094985914598297e-30,1.7084286049274037e-39,1.2327157262809596e-42,-7.75704731779467e-31,1.9998390102007026e-27,-5.8934029368766563e-43,-2.3046311428113725e-23,-3.3285990190986769e-39,1.1910042944735472e-41,-9.4513180448709248e-36,1.2794096357763825e-26,-1.9982535983884235e-45,-8.1971738214896946e-37,-5.9663090197811516e-34,1.4019290757906359e-40,1.0473697128180806e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899872731539832,0.10880299981800795,9.9999999999999734e-05,6.0903224278819771e-10,5.9372286895368408e-09,5.8325872258479862e-09,7.5415663582304989e-15,1.4331067974550897e-10,1.6601161873248748e-10,3.866802110072943e-11
9.459597442434258e-12,0.001910087344464372,3.308546598507374e-22,1.5146087402002647e-17,-5.4790787279049867e-15,3.3085852082646125e-22,6.3774220739608278e-15,4.2719521390572468e-23,-1.622008040136541e-32,-1.248443446821493e-17,-2.3020059060402263e-37,1.2484451886686461e-17,-2.8406958193559623e-28,-3.1922816729721804e-18,1.0085194111197969e-25,-1.6232957004209636e-32,3.2904865976943815e-38,3.6557496406958333e-30,2.0610114356522347e-39,9.5819718504410564e-43,-5.4891857514945048e-31,-1.6987689597907065e-26,-6.4230388606304824e-43,-1.6308458692314991e-23,-6.181003011445704e-39,1.4662396515654153e-41,-1.4592320476793478e-35,1.3651854819689199e-26,-3.714293672298069e-45,-1.6157174940552907e-36,-6.5025584025601561e-34,9.9080369480091341e-41,5.8961269487168837e-63,0.88129999999999997,0.0,0.0,0.0,0.009889987202874392,0.10880299981616452,0.0001000000000000032,6.1240158454165674e-10,5.9700085993738012e-09,5.8640799232361621e-09,7.5832050264812226e-15,1.4487840794332575e-10,1.6680641881297761e-10,3.8943092913364656e-11
9.491404271589865e-12,0.0019100873444622064,2.5276657902125399e-22,1.1571047134951963e-17,-8.2915357175224622e-15,2.5275994116244545e-22,6.6583868369210501e-15,4.3174099319625735e-23,-5.6338328007424143e-33,-6.0985843554450216e-18,-1.3462477768776609e-37,6.0985952791369832e-18,-4.7026435854440459e-28,-4.8349846984618352e-18,1.524883467278398e-25,-5.6531536835862969e-33,3.6196994183755645e-38,2.5685102837637661e-30,2.22903015317427e-39,4.5084692805493572e-43,-3.2768991030074622e-31,-6.7752609839573363e-27,-6.6034504023792188e-43,-9.7357199705434913e-24,-7.8075163968235787e-39,1.8935236115313746e-41,-1.9842942744016873e-35,1.4084934524669809e-26,-4.6930442549308063e-45,-2.6321527859918173e-36,-6.6852838546472725e-34,5.8997916681440566e-41,-5.4168259075127532e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899871599238843,0.10880299981503391,0.00010000000000000483,6.1446070912727991e-10,5.9900422807120949e-09,5.8833221519361682e-09,7.6086527764689937e-15,1.4584058140194611e-10,1.6729154145807435e-10,3.9111244900399082e-11
9.523211100745473e-12,0.0019100873444600412,1.6506000854774955e-22,7.5595958548095016e-18,-8.5561478446487269e-15,1.6512788850221896e-22,6.7161457825223213e-15,4.363642003742696e-23,-5.9018461289777669e-32,6.252023658866709e-18,-2.7721458641906029e-37,-6.2520014491559583e-18,-7.5156686851177803e-28,-5.0001899332000136e-18,1.5764004781509279e-25,-5.9044854323759993e-32,3.8726668442819127e-38,1.3467468446773843e-30,2.3467424853741045e-39,1.842374609145168e-42,-6.2196297802199045e-31,-8.1392824779187063e-26,-6.95101709283078e-43,-1.8478620771363037e-23,-1.4209127009578066e-38,2.3845765462755644e-41,-2.8118081825739154e-35,1.4420719379583261e-26,-8.5411248692709896e-45,-7.4966305794286094e-36,-7.037197572516393e-34,1.1217137593085038e-40,-1.8730833043135425e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899871169715221,0.10880299981390036,0.00010000000000000501,6.16519833668341e-10,6.0100782436526782e-09,5.9025612869603918e-09,7.6341034070087587e-15,1.4680584825301401e-10,1.6777620340567664e-10,3.9279431322929831e-11
9.55501792990108e-12,0.0019100873444578778,9.0817199913187025e-23,4.1646416031100375e-18,-5.1711466762120006e-15,9.0963576659594143e-23,6.4505809419440868e-15,4.4093840879674153e-23,-1.4629759255512932e-31,1.8691808087708045e-17,-7.5426383744985369e-37,-1.8691752961009413e-17,-1.9964951130831931e-27,-3.0450871192515332e-18,9.6097448646969294e-26,-1.4632682174559781e-31,4.011028666993408e-38,3.0881363303671756e-31,2.4003051954861138e-39,-3.307405897946736e-42,-1.6448590536427079e-30,-1.5889569692923206e-25,-7.5497956690281744e-43,-4.8869027434019531e-23,-2.3189811880273573e-38,2.8209572685079155e-41,-5.0153477331258332e-35,1.4632129345520452e-26,-1.3943715282748702e-44,-1.2401011486572251e-35,-7.6433725820051182e-34,2.9725054795455061e-40,-3.2434181703662557e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870740162925,0.10880299981276402,0.00010000000000000304,6.1857895816483919e-10,6.030117497453222e-09,5.9217973291996038e-09,7.6595582170138046e-15,1.4777420760985212e-10,1.682604050934903e-10,3.9447651915178204e-11
9.586824759056687e-12,0.0019100873444557163,8.0676884606970206e-23,3.6999577028742628e-18,2.6675826569257256e-15,8.0812202072818286e-23,5.790536529179338e-15,4.4518717986879027e-23,-2.2289114201078393e-31,2.9665666645669643e-17,-1.5845114428458564e-36,-2.966555853948887e-17,-1.0142093836357019e-26,1.4999035945871056e-18,-4.6884719599789663e-26,-2.2292599159660014e-31,4.0721170998546175e-38,1.5618780421865603e-31,2.432683639850603e-39,-7.0085331253924651e-42,-3.4460974783140952e-30,-1.3986691634508365e-25,-8.90213026171784e-43,-1.0238411022339888e-22,-4.1345938231345292e-38,3.1135119450398185e-41,-1.5681926477656627e-34,1.4803148585734338e-26,-2.4864480528563759e-44,-2.0058468156818494e-35,-9.0122517718133761e-34,6.2323814885361349e-40,-3.2502846225660332e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870310574615,0.10880299981162495,9.9999999999998528e-05,6.2063808261677425e-10,6.050160780784742e-09,5.9410302795489269e-09,7.6850181495891998e-15,1.487456585863213e-10,1.6874414695834373e-10,3.9615906686369802e-11
9.58861389319669e-12,0.0019100873444555942,8.2652441039425651e-23,3.7903018051807233e-18,2.9073068531341583e-15,8.2785795595285783e-23,5.7686863541966408e-15,4.4541290831486343e-23,-2.237067274694187e-31,5.5151998516556194e-19,-1.6088022474582823e-36,-5.5141037898121435e-19,-9.9136487009394311e-27,1.6560758254814447e-18,-5.1796526309221482e-26,-2.2374265650754125e-31,4.0728972836137113e-38,1.82960696538983e-31,2.433931984486314e-39,-7.0236638760452558e-42,-3.4992022075696106e-30,-1.3813979806146928e-25,-9.0057071992595252e-43,-1.0396186030886673e-22,-4.2667053339077861e-38,3.1206978412017183e-41,-1.6512048601838157e-34,1.4811661440849258e-26,-2.5659109871551824e-44,-2.0551961426674061e-35,-9.1170931873135406e-34,6.3285012904059806e-40,-3.1951742874952886e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870286411947,0.10880299981156076,9.9999999999998351e-05,6.2075390836587192e-10,6.0512880585893789e-09,5.9421120411733696e-09,7.6864501422997947e-15,1.4880039452853959e-10,1.6877134378717072e-10,3.9625372029093623e-11
9.589508460266691e-12,0.0019100873444555322,8.3643199635056071e-23,3.8356346361181032e-18,2.9643378163188736e-15,8.377610500797345e-23,5.7645883672837195e-15,4.4552576291577263e-23,-2.238173611669457e-31,4.2804338382846379e-21,-1.6138021207142698e-36,-4.1705165002017576e-21,-8.4794832543767e-27,1.6895377668304318e-18,-5.2848622956134649e-26,-2.2385396581288364e-31,4.0729981872415484e-38,1.9642771938525926e-31,2.4343863373664246e-39,-7.0240719175182077e-42,-3.5102380177946533e-30,-1.3912810538058291e-25,-9.0572998311780104e-43,-1.0428973603996135e-22,-4.3313775914582076e-38,3.1233859672928097e-41,-1.6870395759296092e-34,1.4815583085691991e-26,-2.6048122122681433e-44,-2.0785672311956457e-35,-9.1693156670428308e-34,6.3484792470022393e-40,-3.1687018601363883e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870274331333,0.10880299981152868,9.9999999999998311e-05,6.2081182124036776e-10,6.0518516274832794e-09,5.9426529183180818e-09,7.6871660334838659e-15,1.4882776616682579e-10,1.6878494165653833e-10,3.9630104739720472e-11
9.591297594406694e-12,0.0019100873444554097,8.5582620950128026e-23,3.9243966021246924e-18,3.0043508647504678e-15,8.5715137120122062e-23,5.7630623899147073e-15,4.4575174301682043e-23,-2.2403101467442745e-31,-5.5141300307172828e-20,-1.6176187759530839e-36,5.5251465998762043e-20,-3.729716576988953e-27,1.712855903595717e-18,-5.3581070174186303e-26,-2.240690876901677e-31,4.0730200015755675e-38,2.2281642543350508e-31,2.4351735871794373e-39,-7.0270826175929529e-42,-3.5188751616054772e-30,-1.4349509338285017e-25,-9.159795491595306e-43,-1.0454634705585028e-22,-4.4586806273590156e-38,3.1281146170430971e-41,-1.7335196035446967e-34,1.4823189663375474e-26,-2.6813886804663411e-44,-2.1245828169767749e-35,-9.2730626984884872e-34,6.3641213530572042e-40,-3.1189951569638754e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870250170815,0.10880299981146445,9.9999999999998311e-05,6.2092764698925367e-10,6.0529786968183965e-09,5.9437346652725706e-09,7.6885976959851776e-15,1.4888251677765536e-10,1.6881213630522779e-10,3.9639570238960338e-11
9.592192161476695e-12,0.001910087344455349,8.6533024642180951e-23,3.9679003534744857e-18,3.0075408766822958e-15,8.6665489809620064e-23,5.7638007151404766e-15,4.4586486553524415e-23,-2.2411004277979544e-31,3.5538569135671652e-23,-1.618042099997254e-36,7.4765865375341862e-23,1.0339773051046618e-25,1.7146989217496279e-18,-5.3638506682122754e-26,-2.241488753902506e-31,4.0730289200735465e-38,2.3575221181575667e-31,2.4355594900693944e-39,-7.0289263502668964e-42,-3.5199655538350869e-30,-2.5057476012159148e-25,-9.2107813407173857e-43,-1.045787428488939e-22,-4.5217246476893197e-38,3.1303830405062964e-41,-1.5358975476567056e-34,1.4827014557281961e-26,-2.7193119371472743e-44,-2.1568331280127648e-35,-9.3246710903992844e-34,6.3660999801198426e-40,-3.1091916061222358e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870238090704,0.10880299981143232,9.9999999999998297e-05,6.2098555986364384e-10,6.0535422160546348e-09,5.9442755350823894e-09,7.6893135027523204e-15,1.4890989575015974e-10,1.6882573308456842e-10,3.9644303027563675e-11
9.593981295616697e-12,0.001910087344455226,8.8426585341222191e-23,4.0545813286380195e-18,3.000707386513484e-15,8.8559062232465579e-23,5.7664416987455159e-15,4.4609121012167227e-23,-2.2418357104386757e-31,-5.5780422514248251e-23,-1.6175598497272201e-36,1.6617544515902726e-22,2.127425483985637e-25,1.7107752891913231e-18,-5.3513995732657571e-26,-2.2422394630514838e-31,4.0730987971449785e-38,2.6153075564580938e-31,2.4363612670542812e-39,-7.0308987271316352e-42,-3.5192592547181966e-30,-3.5993785387088111e-25,-9.3126502439915891e-43,-1.0455775877338972e-22,-4.64751863722062e-38,3.1347814605040646e-41,-5.4290323885152511e-35,1.48348241277637e-26,-2.7949817167278042e-44,-2.2473743643700632e-35,-9.4277839101190612e-34,6.364831984813899e-40,-3.0171129399372097e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870213930603,0.1088029998113681,9.9999999999998297e-05,6.211013856123183e-10,6.0546692425164572e-09,5.9453572673672742e-09,7.6907451060271133e-15,1.4896466102924923e-10,1.688529255532896e-10,3.9653768682984534e-11
9.597559563896703e-12,0.0019100873444549806,9.2219785239341602e-23,4.2282181222318618e-18,3.0018648311003507e-15,9.2352211038427071e-23,5.7704078351222697e-15,4.4654412710284846e-23,-2.2426821659861244e-31,-2.7861086108637812e-22,-1.6176191902363614e-36,3.8911483376342641e-22,2.976172299918724e-25,1.7115374220510981e-18,-5.3535809016215731e-26,-2.2431165648857201e-31,4.073709274644885e-38,3.1316703380010888e-31,2.438254462005898e-39,-7.0329561503587801e-42,-3.5200711158923619e-30,-4.447752150969945e-25,-9.5165314209048135e-43,-1.0458187978093472e-22,-4.8995654196607477e-38,3.143711197017141e-41,2.7240591969424353e-34,1.4851230437172677e-26,-2.9465959007206022e-44,-2.4852588319836305e-35,-9.6341550132699766e-34,6.3663211191889576e-40,-2.4861360799495641e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870165610332,0.1088029998112396,9.9999999999998297e-05,6.2133303710924433e-10,6.0569233086252426e-09,5.9475207025988708e-09,7.6936083329078568e-15,1.4907422092292963e-10,1.6890730613129486e-10,3.9672700306568559e-11
9.604716100456715e-12,0.0019100873444544894,9.9801819204756376e-23,4.5752953864164924e-18,3.0015552650985637e-15,9.9934217380726016e-23,5.778580209389533e-15,4.4745169531184782e-23,-2.2426207693184465e-31,-5.4414689448251249e-28,-1.6169904317623974e-36,1.1050452090099489e-22,2.9761243374530907e-25,1.7115370953742573e-18,-5.3531477034700476e-26,-2.2431165649002029e-31,4.0776739394193184e-38,4.1639472237568061e-31,2.4437200909611558e-39,-7.0329098954301509e-42,-3.5200711158876675e-30,-4.4477378812570348e-25,-9.9242982610499039e-43,-1.0458188092992819e-22,-5.4037119176737345e-38,3.1615188883160746e-41,1.1335819364497699e-33,1.4887699696925827e-26,-3.2498499613266845e-44,-3.052618266232103e-35,-1.0046904061547382e-33,6.3663559572750801e-40,1.3874698452441592e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899870068970084,0.1088029998109824,9.9999999999998297e-05,6.2179634010027641e-10,6.0614314363631598e-09,5.9518473774868075e-09,7.699334779166557e-15,1.4929353626772634e-10,1.6901603823058627e-10,3.9710565631631653e-11
9.611872637016726e-12,0.0019100873444539979,1.0738307063254636e-22,4.9223368290369006e-18,3.0012454799322617e-15,1.0751543854880476e-22,5.7867579495500359e-15,4.4836063832130773e-23,-2.2425593744935448e-31,2.7205012437446899e-25,-1.6163616684610278e-36,1.1023200535193952e-22,2.9768418389129992e-25,1.7115367806877412e-18,-5.3527145430434786e-26,-2.2431165650764416e-31,4.0838421942595775e-38,5.196223920275084e-31,2.4505356784751817e-39,-7.0328636430541228e-42,-3.5200711004602157e-30,-4.4484890846134264e-25,-1.0332063275330324e-42,-1.0458188162090318e-22,-5.9078446139932742e-38,3.1793265441118089e-41,1.9949655705133836e-33,1.4926825484985452e-26,-3.5530907352218202e-44,-3.6201430264899802e-35,-1.0459653105083898e-33,6.366386928822386e-40,8.0661807562405949e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899869972330062,0.10880299981072505,9.9999999999998297e-05,6.2225964308905257e-10,6.0659395624366217e-09,5.9561738959274198e-09,7.7050612229167221e-15,1.4951300804559431e-10,1.6912474709084365e-10,3.9748432612250388e-11
9.619029173576738e-12,0.0019100873444535063,1.1496353955399816e-22,5.2693424515257779e-18,3.0009357071553958e-15,1.1509587457341788e-22,5.7949410641891986e-15,4.4927095722780132e-23,-2.2424979811880339e-31,5.9111674703044369e-28,-1.6157329145103666e-36,1.1050346843972167e-22,2.9767938594476044e-25,1.7115364541012894e-18,-5.3522813451917076e-26,-2.2431165650914845e-31,4.0922140296349646e-38,6.2285004203917342e-31,2.4587015466076284e-39,-7.0328173887427875e-42,-3.5200711003887817e-30,-4.4484748063617555e-25,-1.0739826465533289e-42,-1.0458188276810422e-22,-6.4119635089617815e-38,3.1971341641564126e-41,2.8563353211664588e-33,1.4968607151824567e-26,-3.8563182228301421e-44,-4.1877355127387229e-35,-1.0872402145680089e-33,6.3664140893931936e-40,1.7552140532540205e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899869875690299,0.10880299981046755,9.9999999999998297e-05,6.227229460755728e-10,6.0704476868508851e-09,5.9605002579307917e-09,7.7107876645461246e-15,1.4973263624644526e-10,1.6923343271703372e-10,3.9786301243130318e-11
9.633342246696761e-12,0.0019100873444525216,1.3012264119541588e-22,5.9632696422590009e-18,3.0003162526492514e-15,1.3025490423294666e-22,5.8113198951138065e-15,4.5109482779638338e-23,-2.2423751985640174e-31,-4.3468903626565227e-26,-1.6144754101245697e-36,1.1054755643015523e-22,2.9769009384103885e-25,1.7115358041045506e-18,-5.3514149595122098e-26,-2.243116565163975e-31,4.1141293393121927e-38,8.2930529608848334e-31,2.4782035710999597e-39,-7.032724881419816e-42,-3.5200710962666633e-30,-4.4486492876153594e-25,-1.1555348564710588e-42,-1.0458188494430539e-22,-7.4201689091505417e-38,3.2327493203820071e-41,4.5790779803619609e-33,1.5058402877690194e-26,-4.462742017332793e-44,-5.3230950251166539e-35,-1.1697900219712739e-33,6.3664593937763964e-40,4.3102820600865569e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899869682411278,0.10880299980995216,9.9999999999998297e-05,6.2364955204331848e-10,6.0794639318017817e-09,5.969152614820209e-09,7.7222405428773273e-15,1.5017225973201997e-10,1.6945074945588346e-10,3.9862042361594833e-11
9.647655319816784e-12,0.0019100873444515367,1.4527886606855785e-22,6.6570651456009162e-18,2.9996969282669179e-15,1.4541104742919524e-22,5.8277184728523154e-15,4.5292376755277945e-23,-2.2422524221042695e-31,-8.1529294133345863e-26,-1.6132179147339941e-36,1.1058563730911959e-22,2.976931387592999e-25,1.7115351530042703e-18,-5.3505485704065695e-26,-2.2431165652203046e-31,4.1441479210795195e-38,1.0357604782882347e-30,2.5026742595362155e-39,-7.032632375002381e-42,-3.5200710934845485e-30,-4.4487471413087716e-25,-1.2370863955283499e-42,-1.045818871604027e-22,-8.4283235600052159e-38,3.2683643452657294e-41,6.3018792753616955e-33,1.5157963118014871e-26,-5.0691169571378153e-44,-6.4587518614424779e-35,-1.2523398282033781e-33,6.36649058355883e-40,7.8973289498640006e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899869489133142,0.10880299980943617,9.9999999999998297e-05,6.2457615800276826e-10,6.088480170695018e-09,5.9778043965179033e-09,7.7336934135143184e-15,1.5061245835689847e-10,1.6966798079602541e-10,3.9937789504921738e-11
