Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683)
1.4913838918607754e-16,0.003204215493641445,1.7939563588836182e-30,5.0646293520625662e-26,3.9028504600671282e-20,1.793928857377229e-30,1.3963769294783162e-19,3.3368168736042731e-32,3.6013948097813724e-54,4.8366822525465979e-43,1.0249004501641231e-46,2.0843402642559004e-43,5.1140776879812619e-36,1.2566254616552205e-24,6.930057471632712e-38,7.1705348115996459e-55,3.1352926895987543e-50,2.8270258594549008e-39,9.8644866901045333e-52,1.4831452065962907e-73,4.9662861600870316e-47,6.1934403593050559e-64,2.0626192706659101e-37,3.2707067228098544e-57,1.1191561342839955e-29,8.1414539883504996e-45,1.2234768471883979e-46,5.1745445477725152e-39,1.4296198781953099e-69,8.8070874039784088e-77,1.1918040668983196e-45,1.505057830060853e-58,2.136176706259355e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999993326444,0.108803,0.0001,4.1107481126122539e-14,2.8281726420783482e-13,2.8281714254509104e-13,5.8585704286646764e-20,9.4933812421972385e-20,6.0604576216509854e-14,6.2758571421242166e-20,9.3683032597331379e-28,5.8479719149621177e-28,3.603499388460588e-32,6.0247535443227764e-24,4.2155877011445726e-18,1.4252107801585781e-22,1.829705297875031e-32,2.8637733411287869e-35,6.1335225830193934e-37,1.9700212143637164e-40,5.1689965647045171e-18,5.8392216760883542e-48,3.3868062616517628e-55,1.4236997751989849e-56,2.7418670567168682e-64,1.6642783199538787e-61,3.5249388196809131e-23,1.1191559309411431e-29,1.9866884323998801e-36,2.5300123919755647e-37,3.0587401258837206e-20,7.9054045036310619e-43,3.9758168199916371e-51,1.2285125726023226e-29,3.6218702809713114e-58,2.7633554490804518e-23,4.3231032964277386e-28,9.9596489153461118e-35,1.7303994597869252e-41,1.3086829337032171e-41,1.1016681690367837e-42,3.0473527687201507e-49,5.575215345120154e-32
2.9840635125589626e-16,0.003204215493641445,7.1804426867514735e-30,2.0271698016161923e-25,7.8090835772346224e-20,7.1803840776582338e-30,2.7942078452155037e-19,1.3357031323125674e-31,1.4414963244576611e-53,1.4253824482915151e-42,4.1022730004648416e-46,1.3589205420467987e-42,1.0232597152409388e-35,2.5143428393579987e-24,2.7738292942712994e-37,5.7407881392531404e-54,2.5101405891787939e-49,1.1315471447468913e-38,7.8976184516918085e-51,4.7495144915974535e-72,7.9515544338272585e-46,7.3861533274166484e-63,1.6511405794877903e-36,6.7268580068133195e-56,8.9600489204747299e-29,1.3036926548520292e-43,4.8971270778452126e-46,4.1426955197268229e-38,1.1445649337471811e-68,2.1116810053748671e-75,1.9082055691039539e-44,4.8196587063638515e-57,1.3688876056728858e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899999986647082,0.108803,0.0001,8.2250676819195732e-14,5.6588006684434222e-13,5.6587980920994576e-13,1.6751094856927584e-19,3.7998222631617999e-19,1.2124262791029523e-13,2.5118267601950983e-19,4.8491256401809996e-27,2.6066332442223977e-27,2.8849978628185858e-31,2.4114697410272831e-23,1.6871049534351049e-17,5.704555759083862e-22,1.443792651463712e-31,2.2927577405412515e-34,4.9089669251292164e-36,3.1536179567629054e-39,2.068665231721951e-17,1.8695497623125863e-46,2.1687487788118169e-53,9.1166943453747266e-55,3.5115496948255825e-62,1.0657724109382369e-59,1.4108932926338356e-22,8.9600455005597003e-29,3.1799301200079302e-35,4.0509772132156285e-36,6.1146056830505224e-20,1.2658968290409994e-41,5.2190338358763919e-50,9.834325582418338e-29,2.3192731194670616e-56,1.1051933411504108e-22,2.9093427515190695e-27,1.3285968639666715e-33,4.5956230966982063e-40,3.4755874610910222e-40,2.9264389133264492e-41,9.8742062248259014e-48,2.2315386071702206e-31
5.969422753955337e-16,0.003204215493641445,2.8730983886510417e-29,8.11130515263589e-25,1.56215252617008e-19,2.8730837443648259e-29,5.5905923910793308e-19,5.3454069229556081e-31,5.767861733118109e-53,3.4442027471292608e-42,1.6414437317771027e-45,7.9221048990943096e-42,2.0469631927428896e-35,5.0297780378124456e-24,1.1098933629040684e-36,4.5943757345741666e-53,2.0088754268773071e-48,4.5276629416543084e-38,6.3205447387093534e-50,1.5201358712240407e-70,1.2724548518210029e-44,7.2803867575956809e-62,1.3210798781468563e-35,1.6605114670111659e-54,7.1707541115576398e-28,2.08675491443665e-42,1.959589948580289e-45,3.3153766942302401e-37,9.159994211701742e-68,4.2005079323338504e-74,3.0536236063744576e-43,1.5425689421602292e-55,8.7664288116042432e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899999973288393,0.108803,0.0001,1.6453706816736056e-13,1.1320052588490875e-12,1.1320045717974273e-12,4.2153538160064624e-19,1.5204204352869897e-18,2.424612024050815e-13,1.0049366523621715e-18,2.2628090960902591e-26,1.1037074883567296e-26,2.3088867443028414e-30,9.6490063498254286e-23,6.7487875413431956e-17,2.2825643083972852e-21,1.1230938755217714e-30,1.8348995281808377e-33,3.9261379482784203e-35,5.0446993827558257e-38,8.2751118208303869e-17,5.9814071599643674e-45,1.3877473735257441e-51,5.8336279787239628e-53,4.4939955583869916e-60,6.82032211151825e-58,5.6454040554910204e-22,7.1707485097406006e-28,5.085611344013404e-34,6.4831168239669573e-35,1.2209784943474645e-19,2.0262660928555019e-40,6.1434314342929834e-49,7.8684574840373939e-28,1.4840662181276975e-54,4.4152738544803324e-22,2.1055285687204644e-26,1.9117451238881452e-32,1.3181515322431013e-38,9.9687491868196231e-39,8.3973354043983732e-40,3.1831878444496603e-46,8.9290581586415893e-31
1.1940141236748084e-15,0.003204215493641445,1.14942172612763e-28,3.2450385792062081e-24,3.1246310381426849e-19,1.1494164393484988e-28,1.1186252336863181e-18,2.139194624702464e-30,2.3075193131857699e-52,6.5629318074055871e-42,6.566845257733285e-45,4.2515850609523113e-41,4.0943684862134411e-35,1.0060650206921455e-23,4.4403006709043571e-36,3.6761994074619516e-52,1.6074056761257429e-47,1.8113603638316374e-37,5.0574756855190417e-49,4.8632315182237845e-69,2.0353451161123663e-43,5.714717322114097e-61,1.0565298707601518e-34,4.783099375523977e-53,5.7376797085787787e-27,3.3394797014748524e-41,7.8428864749188219e-45,2.6527828770216277e-36,7.3293809710848873e-67,6.6831234959827119e-73,4.8843995324516181e-42,4.9348883922168553e-54,5.6122820672962928e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899999946571032,0.108803,0.0001,3.2910985071176414e-13,2.2642541073220288e-12,2.2642518140214243e-12,9.5737946702515001e-19,6.0826444351005259e-18,4.846684540365583e-13,4.0194316987509209e-18,9.844564560236582e-26,4.5441875059147683e-26,1.8474788356517829e-29,3.8602201260218897e-22,2.6984914808742344e-16,9.1317360739581515e-21,8.5082135028883652e-30,1.4681929278522426e-32,3.1374696004671745e-34,8.0631198027293937e-37,3.3087897070856212e-16,1.9121088114072301e-43,8.8726815505910681e-50,3.7297828552789816e-51,5.7465901086002112e-58,4.3614193613780514e-56,2.2585237170562315e-21,5.737670652312687e-27,8.1247531853566548e-33,1.0371626960215212e-33,2.4334294192117154e-19,3.2427070701719459e-39,6.6481952533236719e-48,6.292776281148158e-27,9.4885138645733101e-53,1.7608689012802796e-21,1.5922976068259556e-25,2.8817211155356259e-31,3.9638388270207101e-37,2.9976047493702109e-37,2.5272840593260637e-38,1.0210390785069643e-44,3.5722026572103234e-30
1.791085971954083e-15,0.003204215493641445,2.4426329967912565e-28,6.8960199793296472e-24,4.6870997202489351e-19,2.4426207810648799e-28,1.6784803133217712e-18,4.5470219431972372e-30,4.9037120272080457e-52,8.470857054851348e-42,1.3955216549737764e-44,1.0330377488015231e-40,6.1417721181519916e-35,1.5091524148235269e-23,9.4360994416349093e-36,1.0512146686065887e-51,4.596399959372557e-47,3.8493255824453736e-37,1.4462076294793001e-48,2.2200572386318995e-68,7.4899981252950717e-43,1.5829661795348767e-60,3.0202845494408581e-34,2.1525751050334471e-52,1.6406956606767594e-26,1.2292047584822563e-40,1.6676003628650682e-44,7.5856466022908259e-36,2.0958461198221441e-66,2.4032154988106606e-72,1.7974417714121983e-41,2.2527459858296336e-53,3.1300033970845739e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899999919853741,0.10880299999999997,0.0001,4.9368263310424174e-13,3.39650144335048e-12,3.3964967733123994e-12,1.4985623815761515e-18,1.2926198074464728e-17,7.2664602631605523e-13,8.5402781621306135e-18,2.1456962776802935e-25,9.7383351971595464e-26,5.2829301614491907e-29,8.203344878465142e-22,5.7324214476544417e-16,1.9405857563265335e-20,2.35903286294805e-29,4.1983099562305614e-32,8.9650175106464896e-34,2.9661232964100305e-36,7.0288815870984136e-16,8.7260146736713847e-43,4.8730334413649323e-49,2.0484631853031192e-50,3.7061067453082621e-57,2.3955280733915427e-55,4.7995845700821437e-21,1.6406923210456254e-26,2.9881321335486247e-32,3.8170066891339728e-33,3.6393310374634646e-19,1.1935902559388112e-38,2.1309073280800547e-47,1.7989055660336235e-26,5.2112612533514051e-52,3.7339348637778677e-21,4.4813261313019708e-25,1.0453928555274827e-30,1.7859283318957609e-36,1.3505648686792292e-36,1.1390708497642411e-37,4.6613583853991911e-44,7.5912912255222305e-30
2.388157820233358e-15,0.003204215493641445,4.1669419696245786e-28,1.1764067054244813e-23,6.2495585675703085e-19,4.1669186774423221e-28,2.2386244776661226e-18,7.7584829059738457e-30,8.3653638313744711e-52,9.928097765738629e-42,2.3806558711548685e-44,1.9543612334626719e-40,8.1891740885598893e-35,2.0122399861758675e-23,1.6097296172237502e-35,2.2173762944961309e-51,9.6954007541419355e-47,6.5666621886705011e-37,3.0505882251112706e-48,6.6164544424371782e-68,1.8992719380909199e-42,3.1260173602330845e-60,6.3691478061046147e-34,6.3673231345375654e-52,3.4607916211692191e-26,3.117609275532286e-40,2.8469653771785873e-44,1.6000718092576292e-35,4.4208639733497533e-66,5.8294008301596638e-72,4.5578525604984912e-41,6.713778734557353e-53,1.1802527234122855e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899999893136466,0.10880299999999996,0.0001,6.5825541534479332e-13,4.5287472718836658e-12,4.5287394496882979e-12,2.0407702926626603e-18,2.205106341124154e-17,9.6839413704295872e-13,1.4566840639670376e-17,3.7100473880373503e-25,1.6685411442382354e-25,1.1143623397412264e-28,1.3994268017644706e-21,9.775710594724211e-16,3.3104924214453075e-20,4.8411664039900597e-29,8.8556735522103031e-32,1.889767235008227e-33,7.5188644207649804e-36,1.1986612084982968e-15,2.5998671185175391e-42,1.6748393295192321e-48,7.0404761244905572e-50,1.4468751904008239e-56,8.2342171598970882e-55,8.1877193472515489e-21,3.4607831437620244e-26,7.5731351833283347e-32,9.6796050324294659e-33,4.8387187770235111e-19,3.0273001226638742e-38,4.9045379818162066e-47,3.7935151721711056e-26,1.7910872596789046e-51,6.3571437891469017e-21,9.363417998547558e-25,2.627551649610353e-30,5.277161751886798e-36,3.9906673521018322e-36,3.3668339966150955e-37,1.3889221842630615e-43,1.2950170322569243e-29
3.582301516791907e-15,0.003204215493641445,8.6273146079843043e-28,2.4356516047196068e-23,9.3744531654235116e-19,8.6272562000283332e-28,3.3595912693880335e-18,1.6068948944559467e-29,1.7319845914051645e-51,1.1593755498066421e-41,4.9289688714331462e-44,4.7756430312969387e-40,1.228397412986916e-34,3.0184155448088116e-23,3.3328302611282045e-35,6.0565108646580247e-51,2.6481879437815744e-46,1.3595779194351678e-36,8.332545933894327e-48,2.8954936335016356e-67,6.6396520585630722e-42,7.6273440422958947e-60,1.738896503418845e-33,2.7681120916002265e-51,9.4527376310727741e-26,1.0902726269756544e-39,5.9060995568446854e-44,4.3703971436825635e-35,1.2075076181805467e-65,1.8665025775208902e-71,1.5933766226147278e-40,2.9379491127453835e-52,8.5742908669808235e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899999839702057,0.10880299999999991,0.0001,9.8740097946933578e-13,6.7932353949449894e-12,6.7932194446338505e-12,3.1255676456342177e-18,4.5654837309800407e-17,1.4513525010949641e-12,3.0151818901484269e-17,7.7848299692616676e-25,3.4691286549279954e-25,3.043813404190068e-28,2.8973987298620187e-21,2.0228224706204063e-15,6.8541179984355882e-20,1.2646216116334886e-28,2.4188181642966279e-31,5.1559339978139692e-33,2.6270618236231607e-35,2.4803095424652692e-15,1.1371619192596467e-41,9.0017471430289114e-48,3.7840413870893753e-49,9.4056022167539224e-56,4.4273650734671827e-54,1.6952008319503204e-20,9.4527079693897398e-26,2.6451290763234914e-31,3.3842714754308509e-32,7.2223157304303268e-19,1.0587086228517979e-37,1.5328938496133845e-46,1.0357005834849942e-25,9.6265495349879294e-51,1.3118373302037203e-20,2.5301681346358423e-24,9.0921293244685685e-30,2.2850354964670428e-35,1.7279345125138136e-35,1.4586293146324559e-36,6.073594911916863e-43,2.6812331148789236e-29
4.776445213350457e-15,0.003204215493641445,1.4672973265443123e-27,4.1424485901269805e-23,1.2499311556797443e-18,1.4672855843032488e-27,4.4816211257981416e-18,2.7338560765782522e-29,2.9456926677138527e-51,1.465079021241896e-41,8.3830051044894731e-44,9.423626826630565e-40,1.6378768061148838e-34,4.0245917551505395e-23,5.6683646653258833e-35,1.2672454141951405e-50,5.5409850098490838e-46,2.3123189078070859e-36,1.7435160344932537e-47,8.4344971530721986e-67,1.658604172877448e-41,1.4085873139328739e-59,3.6369960663400717e-33,8.0386957093128495e-51,1.9778574584905305e-25,2.7243361779408377e-39,1.0071735644963239e-43,9.1444532128141595e-35,2.5265493208201092e-65,4.2941429776260299e-71,3.9803006043066246e-40,8.5579084665177153e-52,3.1528702518362568e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999786267855,0.10880299999999986,0.0001,1.3165465430351935e-12,9.0577179833488332e-12,9.0576910446355194e-12,4.210468404019068e-18,7.7647658920466535e-17,1.9334688594667662e-12,5.1268577514665605e-17,1.3341992338137649e-24,5.9137164801609784e-25,6.3688935699102676e-28,4.927772101514622e-21,3.4384566988456658e-15,1.1657214279714499e-19,2.5448552134384496e-28,5.0610443067498131e-31,1.077745788049042e-32,6.5594823047176465e-35,4.2161074861924195e-15,3.3112087970565069e-41,2.9986603228998437e-47,1.2605395588677945e-48,3.5297161518238495e-55,1.4751641619014518e-53,2.8831260177756794e-20,1.9778500466260284e-25,6.6027517537957181e-31,8.4548009956782619e-32,9.5822503619105916e-19,2.6455009059838282e-37,3.5904305864699525e-46,2.1662237256618702e-25,3.2067957039380003e-50,2.2240938703267885e-20,5.2566066020769514e-24,2.25676759203772e-29,6.613429709104713e-35,5.0009522871579571e-35,4.2233533182435696e-36,1.7679261640974731e-42,4.5601369660884509e-29
5.9705889099090065e-15,0.0032042154936414444,2.2417141389809859e-27,6.3287605383104201e-23,1.5624131123241063e-18,2.2416932389811542e-27,5.604789977763665e-18,4.1781771216516379e-29,4.5003931463848116e-51,5.3451884181289368e-42,1.280745983398668e-43,1.6892360077944206e-39,2.0473555445977258e-34,5.0307686637550805e-23,8.6600857409745888e-35,2.3069983721352787e-50,1.008726607899008e-45,3.532734292647611e-36,3.1741159678043026e-47,2.047456437650769e-66,3.5178947756825978e-41,2.4381638849207709e-59,6.6184668617895978e-33,1.9483539540799614e-50,3.6006482066325251e-25,5.7800386404346149e-39,1.5445580713542574e-43,1.6647267049083535e-34,4.5995358712228779e-65,8.5232525551963942e-71,8.4422063457081416e-40,2.0773456024225977e-51,9.381932976306812e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999732833827,0.10880299999999979,0.0001,1.6456921060024602e-12,1.132219464608649e-11,1.1322153650174403e-11,5.295397047495334e-18,1.1862862601204727e-16,2.4146845200779092e-12,7.830800252624407e-17,2.0487396965247233e-24,9.0478108978508945e-25,1.159467339424035e-27,7.5285710634434773e-21,5.2502913109929054e-15,1.7809740415561691e-19,4.4565556602884158e-28,9.2135154637756809e-31,1.9600471665942176e-32,1.3906210794070471e-34,6.4377115781971262e-15,8.0346378301935668e-41,8.2056348454072656e-47,3.4493839098282643e-48,1.0761851682080791e-54,4.0376993633772314e-53,4.4047948092982356e-20,3.6006324853935032e-25,1.3993986577918445e-30,1.7934315750299173e-31,1.1917065045131862e-18,5.6128587170641368e-37,7.3369377000505095e-46,3.9420113053551711e-25,8.7751871852911902e-50,3.3869999006196191e-20,9.5153307473522605e-24,4.7623119334655656e-29,1.5968708837533812e-34,1.2075004541790807e-34,1.0201911644944667e-35,4.2879451709077374e-42,6.9669197709299712e-29
8.358876303026106e-15,0.003204215493641444,4.3107619976572825e-27,1.2170014849222901e-22,2.187365112772464e-18,4.3107080937521721e-27,7.8546161977000673e-18,8.0409199620062648e-29,8.6541882860189401e-51,1.4425436977749326e-41,2.4628585842957837e-43,4.6881436248415285e-39,2.8663110165131425e-34,7.0431246196377571e-23,1.6653379075324852e-34,6.0912568886623189e-50,2.6633788389844943e-45,6.7934030828535612e-36,8.3812313987416344e-47,1.0583613449455837e-65,1.2876103317579925e-40,5.0428357053397303e-59,1.7456123574781368e-32,1.0047419015108915e-49,9.5068792443296815e-25,2.1176605997732288e-38,3.0211047142574987e-43,4.3954064090449662e-34,1.2144306956242574e-64,2.5486684708259314e-70,3.0899935170118172e-39,1.0736960427605301e-50,7.7624954083226218e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999625966326,0.10880299999999961,0.0001,2.3039832301036255e-12,1.5851129851195725e-11,1.5851051313696775e-11,7.4651939038245752e-18,2.2811876698843176e-16,3.3743669759321895e-12,1.504981763298355e-16,3.9642555425416824e-24,1.7424488767066626e-24,3.061522369067946e-27,1.4477246305315193e-20,1.0083135866367048e-14,3.4247824998754731e-19,1.0683922460356047e-27,2.4326598310661758e-30,5.1610421984190646e-32,5.0822568591363294e-34,1.2363565499253647e-14,4.1467572873976433e-40,6.1150103860602741e-46,2.5705567992615921e-47,1.1882391677265059e-53,3.0118326549526311e-52,8.4703106581845655e-20,9.5068217561328767e-25,5.1096430689648696e-30,6.5663070621038168e-31,1.6511305220601995e-18,2.05649130216001e-36,2.7014062423135559e-45,1.0397004859263748e-24,6.5394655771275641e-49,6.4648503294531454e-20,2.4848153960297682e-23,1.7243015351662371e-28,8.1415151489427763e-34,6.1558756568767644e-34,5.2098059423499698e-35,2.2078156055464794e-41,1.3397275129611837e-28
1.3135451089260304e-14,0.0032042154936414422,1.0516943994231547e-26,2.9690916646527514e-22,3.4372216354923263e-18,1.0516738797230299e-26,1.23681372671936e-17,1.9650881691393254e-28,2.1113792236235403e-50,1.5606641508774679e-41,6.008701888678595e-43,2.3283042826986211e-38,4.5042139892302956e-34,1.1067845033929512e-22,4.06308642782226e-34,2.3554326339542163e-49,1.0299030787038103e-44,1.6574041994902257e-35,3.2413386683820601e-46,1.141701694154166e-64,8.1465337463294589e-40,1.3494326054424613e-58,6.7334614534520667e-32,1.0824050478727218e-48,3.67617678830288e-24,1.3429716704978005e-37,8.0493667987889469e-43,1.6996321315476849e-33,4.6960685951441123e-64,1.1195060006040637e-69,1.95499644124278e-38,1.1580212873296763e-49,1.4018720151342005e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899999412233579,0.10880299999999905,0.0001,3.6205654710173544e-12,2.4908928386337193e-11,2.490873712909283e-11,1.180472923616611e-17,5.5653377734749258e-16,5.2828592544238237e-12,3.6671746915010225e-16,9.7290444182234109e-24,4.2541210430311148e-24,1.1839691988708426e-26,3.5319996586753289e-20,2.4531496402878379e-14,8.3554893755055854e-19,3.4146747160041861e-27,9.4066929109992551e-30,1.9833051447529819e-31,3.2038770501995994e-33,3.0079606841882163e-14,4.4563263756963049e-39,1.1631389119504868e-44,4.889486743048828e-46,4.1356460597746503e-52,5.7376228234913912e-51,2.0664954902589624e-19,3.6761405572809407e-24,3.2140826220258286e-29,4.1575174638323251e-30,2.5408601625535644e-18,1.304279482837946e-35,2.1094796439856702e-44,4.0105021596446378e-24,1.2438809696250014e-47,1.552409156014831e-19,9.4290847592860053e-23,1.0721620621325019e-27,8.5827175123322135e-33,6.488249384946425e-33,5.5144268550420738e-34,2.3564182289356463e-40,3.2685560235643269e-28
1.7912025875494504e-14,0.00320421549364144,1.9482885340402642e-26,5.5002764464181224e-22,4.6870146433290627e-18,1.9482378507696184e-26,1.6900165619952201e-17,3.6460775442621802e-28,3.9114157206434338e-50,2.3186049702083134e-41,1.1131394464838455e-42,7.0085876560573536e-38,6.142106324705304e-34,1.5092576794894602e-22,7.5273204717359232e-34,5.8456422417731882e-49,2.5559809594379061e-44,3.0704160794778125e-35,8.045066173213862e-46,4.7602188642210338e-64,2.6497028982356045e-39,2.5699362836656575e-58,1.6677876478311195e-31,4.5114715002491306e-48,9.1233353677494665e-24,4.3750834855440249e-37,1.6947009326186751e-42,4.2180354564100155e-33,1.1654517786168311e-63,2.9114921530647496e-69,6.3587285749425023e-38,4.8276689697512669e-49,7.3506798376848763e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899999198503816,0.10880299999999826,0.0001,4.9371477022046198e-12,3.3966631226939283e-11,3.3966276809713268e-11,1.6144215989811087e-17,1.0309809157848384e-15,7.1769173645116816e-12,6.785830523093558e-16,1.8074281767631561e-23,7.8792908019148634e-24,2.9385602140174496e-26,6.5431018254942218e-20,4.5329182193857175e-14,1.5478850590798087e-18,7.3561545280185096e-27,2.3344899385556307e-29,4.8975962777300972e-31,1.0395251937816571e-32,5.5580954237512034e-14,1.8539727544628736e-38,6.0468747723092786e-44,2.5419293369523698e-45,2.6198834731823439e-51,2.9853747809268211e-50,3.8282280709343103e-19,9.1232178762875013e-24,1.0412878491495578e-28,1.3529413887167134e-29,3.3928590841756512e-18,4.2492731761928731e-35,8.0274416496575537e-44,9.9334721542458827e-24,6.4666486372654963e-47,2.8344100819741245e-19,2.3091460577309916e-22,3.4530068353481953e-27,3.538585021538723e-32,2.6747626448506173e-32,2.2788647715859247e-33,9.7635371858057492e-40,6.0551271437139439e-28
2.74651754479629e-14,0.0032042154936414323,4.569109903808609e-26,1.2899021141237067e-21,7.186409066069596e-18,4.5689264153139519e-26,2.60197265333669e-17,8.579703767352168e-28,9.1732033428319813e-50,1.6700021371948738e-41,2.61059309710382e-42,3.7443892597404316e-37,9.4178590939010871e-34,2.3142074348510773e-22,1.7655557457575571e-33,2.1231639699728929e-48,9.2834248984967249e-44,7.200896853977314e-35,2.9226848018209177e-45,4.3643504716652816e-63,1.5103666130344786e-38,6.371798875043944e-58,6.0286586247253896e-31,4.1340415826421173e-47,3.3135578484397893e-23,2.5048860944097353e-36,6.4840741501330746e-42,1.5319566160339595e-32,4.2329346603757197e-63,1.1259423562271774e-68,3.6245615036826032e-37,4.4244683057686288e-48,1.1145054372048445e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899998771053207,0.10880299999999594,0.0001,7.5703121354087589e-12,5.2081751563081907e-11,5.2080917945966775e-11,2.4823055220809603e-17,2.4177923379461203e-15,1.0922301876691867e-11,1.5875145473664052e-15,4.250293465790653e-23,1.8449883288427708e-23,1.067482237554916e-25,1.5344788708211656e-19,1.0572144626295827e-13,3.6301435142072547e-18,2.04332341381343e-26,8.4786725799578097e-29,1.7576639549571696e-30,5.8858624814973635e-32,1.2963169823762291e-13,1.6880737349175525e-37,9.028670099680165e-43,3.7954154221185436e-44,6.5376907262579805e-50,4.4721470214063638e-49,8.9779122634813351e-19,3.3134914643426649e-23,5.8721630691423684e-28,7.7227290107262424e-29,4.9916856255822476e-18,2.4332179848564971e-34,6.7296296867932238e-43,3.5907146688087479e-23,9.6555275982850554e-46,6.4455651081490531e-19,8.1490579050915942e-22,1.9233736210248669e-26,3.145442937079177e-31,2.376780142628013e-31,2.0407238792375104e-32,8.7739381044644285e-39,1.4200690795019507e-27
3.606301006318446e-14,0.003204215493641423,7.8713175300300794e-26,2.222120458908327e-21,9.4356448197905984e-18,7.870910360855503e-26,3.4290605606480554e-17,1.4821204466093738e-27,1.5803161858477761e-49,1.5348430323312727e-41,4.4974283563628995e-42,1.0256129125194023e-36,1.2366000218360757e-33,3.0386660944729822e-22,3.0420099384113482e-33,4.7157993918913375e-48,2.0619566402982954e-43,1.2405419408693049e-34,6.4927555357234578e-45,1.4942517052344145e-62,4.2125672271979907e-38,1.1295492844026724e-57,1.3345245625996398e-30,1.4149773813710064e-46,7.3596809222885901e-23,7.0048728363735738e-36,1.69204075590342e-41,3.4025740278271088e-32,9.4017885774863206e-63,2.5787908353502645e-68,1.0109273229682074e-36,1.5144459964274591e-47,4.8119672899828505e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899998386357667,0.10880299999999304,0.0001,9.940160092038303e-12,6.8385035863215126e-11,6.8383595427912617e-11,3.2633855357372715e-17,4.1651123653020926e-15,1.4244866858443305e-11,2.7293902812922507e-15,7.3309612829008206e-23,3.1733475470109949e-23,2.3713125307905305e-25,2.6434804987522645e-19,1.8131244269300442e-13,6.2538171137858455e-18,3.8197489078747925e-26,1.8831670900647877e-28,3.8711067601849861e-30,1.6350683158278838e-31,2.2231856157380405e-13,5.7593430620756546e-37,3.6829688824142199e-42,1.5482276861413963e-43,3.1068548660616065e-49,1.8280739463611082e-48,1.5466447804242622e-18,7.3594967626761299e-23,1.6273550037471095e-27,2.1557497397404957e-28,6.3165945343312947e-18,6.805162711385128e-34,2.2538057580360556e-42,7.9485276284479354e-23,3.938690874989086e-45,1.0830118822573251e-18,1.7748301433780268e-21,5.2946600917788037e-26,1.0610234823039293e-30,8.0159942351309121e-31,6.9095445589780059e-32,2.9739109594383397e-38,2.4464242096802078e-27
