Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018),S(4379),S(4378),S(4400)
1.3394869262983677e-09,0.002474164306974743,3.6389492261965978e-16,3.4603360758303701e-12,2.2488305063393046e-13,4.9622626593802158e-13,2.7284387133324803e-09,3.8029453478755772e-13,4.0599368542050943e-28,4.8293484116214306e-25,7.7809987075075908e-25,4.8463392776275954e-16,4.1900362691961003e-17,1.9498367264678004e-16,2.2517907162420056e-19,3.4964643949264771e-26,6.9314967099837884e-28,7.1079673288322924e-24,1.1571831259675858e-27,1.6739063772537218e-37,1.7534412061124466e-21,-2.0633057379629173e-16,9.121467432965064e-19,-1.5448328513562306e-16,5.3572715619900377e-09,4.9314098353369503e-17,4.0930010809771258e-18,8.6733956191855406e-15,2.6401963318214164e-36,-7.3127186846892696e-20,4.0372198126503158e-20,2.3308698410421458e-25,8.3310268967846821e-33,0.88129999999999997,0.0,0.0,0.0,0.00987580798374205,0.10880158149945232,9.9999999999827142e-05,6.2972822252121873e-07,5.9358151761401314e-06,4.5541015667623306e-06,3.1203246231459502e-12,1.395025229584419e-06,7.1458892717374615e-10,2.0480732224677425e-08,2.1250972474020349e-14,2.0874727854699778e-16,2.5716441434167703e-10,1.6415441555239725e-09,6.9179657510150954e-07,3.4126615219999766e-08,2.0567181209072658e-18,2.5667967811009014e-14,4.7929118267362722e-18,7.429028874242233e-15,9.2107614596046594e-07,7.8451396960415184e-16,9.2296137219464196e-17,7.8802635094407295e-18,4.8191181379255815e-19,6.3208280005577175e-20,1.8589931233181151e-09,5.3531381892477921e-09,2.4644189466179767e-12,1.5773141553635851e-12,1.660000610881786e-15,9.1693977295372238e-14,1.9481626158260376e-16,2.1551577722260285e-11,2.0121565097027214e-19,2.0409827332647225e-13,3.2681574582339818e-12,6.8206287573474357e-12,5.8726207583945736e-15,4.1103777441189528e-15,1.458343066010815e-14,4.4111577672705541e-21,3.1095112689650409e-17,8.7740575407141052e-18,1.9154879859170858e-25,8.0439389758516022e-21,1.091886999816068e-25,1.9258310537651057e-21,5.816830512379455e-18,8.888608342105932e-13,3.4140092135949916e-18,1.8935420175049675e-20,2.8776158629722462e-25,7.3123701590547107e-18,4.9633441006270333e-13,4.6806788081884809e-16,1.5891747744075687e-20,2.9910131829191984e-22,1.2187141779228605e-19,2.7827000854209482e-17,1.9109914295615582e-24,3.2775175699115455e-24,2.7858671875852643e-30,1.0539220773727046e-24,7.1550445888381717e-29,1.0830651531077883e-27,1.1752792978576381e-30,3.5380666061663651e-20,5.7581115462473873e-18,4.8362950732736652e-26,3.5237464121319819e-22,1.710977366347919e-22,2.5750361345762669e-22,2.3787441152372866e-24,2.9189923495048731e-26
1.3781147458495739e-09,0.002474164202907295,3.8420551189040291e-16,3.6272432476393344e-12,2.2996867565744124e-13,5.3360649316639841e-13,2.8873911972801448e-09,4.2570999444456858e-13,3.9214531525951762e-28,-7.8305503019672934e-25,8.2780176636336891e-25,4.8027836194683593e-16,3.9147754921816251e-17,2.053729186058926e-16,2.3417830653260912e-19,3.83510765004062e-26,7.6497865200147078e-28,7.8341466762175504e-24,1.3440247882447632e-27,2.8296922390817836e-37,1.9025638579709348e-21,-2.023353677971022e-16,9.6142827765158792e-19,-1.577916804368243e-16,5.7117955841427056e-09,5.4073571457786906e-17,4.6191346689514522e-18,9.6056466314082911e-15,2.6282630492835335e-36,-7.6424060301959829e-20,4.3800180296816477e-20,2.6645138575383611e-25,9.8304492028321605e-33,0.88129999999999997,0.0,0.0,0.0,0.0098753983327914078,0.10880153892021269,9.9999999999819024e-05,6.4785699500589157e-07,6.1066771525903799e-06,4.6833298753461974e-06,3.2101418104224625e-12,1.4368318773536916e-06,7.1456094507225416e-10,2.1070790863599019e-08,2.1887829740839311e-14,2.1476137683284605e-16,2.8026474565784543e-10,1.7437480297076239e-09,7.1173923919712716e-07,3.6121057290305526e-08,2.1605134732156556e-18,2.7510867552123211e-14,5.2202232065552351e-18,8.295654207543498e-15,9.476304954556669e-07,8.9979632417947364e-16,1.0732286831607567e-16,9.2636557857233942e-18,5.8155073301567008e-19,7.6705830674059705e-20,1.9211029641682651e-09,5.7073828502488447e-09,2.6275230700215641e-12,1.6817611460900771e-12,1.7059441657056813e-15,1.0350935595180467e-13,2.0054984160674031e-16,2.2627120983829303e-11,2.376282310783082e-19,2.1055631551883289e-13,3.3812783734907712e-12,7.2771418485122794e-12,6.2657771246616555e-15,4.3855495504804002e-15,1.5568847606698078e-14,4.7092240585429208e-21,3.3511640477852113e-17,9.4828511167790116e-18,2.0702266123308824e-25,8.6692070065767083e-21,1.1800927707928018e-25,2.1138503001159499e-21,6.4124426121323159e-18,9.2583510621228899e-13,3.5560219966671338e-18,2.1408913190380361e-20,3.2535189829975355e-25,7.6165438876446301e-18,5.3365218079765842e-13,4.985414896956859e-16,1.6926382351517736e-20,3.1857435718431467e-22,1.2980643090372792e-19,3.0548799692558261e-17,2.275049965776038e-24,3.8528957343734795e-24,3.3135966409567364e-30,1.1234840624301993e-24,7.6273018826341286e-29,1.1545709715580694e-27,1.2528513258992932e-30,3.8612009318453854e-20,6.2283434436839285e-18,5.7374912121754133e-26,3.8041265500366978e-22,1.8922675523126241e-22,2.8879886816545122e-22,2.6321473632356213e-24,3.2738288009682798e-26
1.4167425654007801e-09,0.0024741640988838356,4.0506288164532595e-16,3.7978156927490624e-12,2.3489991317865917e-13,5.7252970447950635e-13,3.0508330679920891e-09,4.7507369707894104e-13,3.7842009303397466e-28,1.6703585534991154e-24,8.7897337867626891e-25,4.758157838925077e-16,3.6571038820913973e-17,2.1602944020895065e-16,2.4331331911478001e-19,4.1950257829848648e-26,8.4287166849315727e-28,8.6185076698261299e-24,1.5553661683094796e-27,4.1911465608513543e-37,2.0596565179709049e-21,-1.9841242084720514e-16,1.0119079385961238e-18,-1.6103584174165769e-16,6.0779700196657793e-09,5.9126849526337516e-17,5.1951205133915296e-18,1.0607080017736713e-14,2.6117431627161673e-36,-7.9747566080981968e-20,4.7410696758514924e-20,3.0348554525886981e-25,1.1550552419998519e-32,0.88129999999999997,0.0,0.0,0.0,0.0098749886608065114,0.10880149634260236,9.9999999999810771e-05,6.6598401987748093e-07,6.2775210545718878e-06,4.8125354958017902e-06,3.2999494336089916e-12,1.478631114108198e-06,7.1453296137489512e-10,2.1660786675481759e-08,2.2524574112727736e-14,2.2077483476202231e-16,3.0470565020208408e-10,1.8493818561489226e-09,7.3168101239772386e-07,3.8172007557223991e-08,2.2670874268248403e-18,2.9426244285096579e-14,5.672291399816385e-18,9.2347134643909062e-15,9.7418378823314749e-07,1.0281034092344015e-15,1.2425156600123134e-16,1.0840664928758748e-17,6.9810095118694807e-19,9.2591135040993768e-20,1.9832147352423721e-09,6.0732680164882204e-09,2.7959874484240535e-12,1.7896425159700157e-12,1.7518833518564506e-15,1.1643857778201117e-13,2.0623079337709153e-16,2.3719941976176745e-11,2.7935403153081131e-19,2.1701750329861028e-13,3.4944952077817753e-12,7.7491899802428751e-12,6.6723157484392106e-15,4.6700874041671102e-15,1.6588136005021712e-14,5.0175356949492119e-21,3.6059499334874465e-17,1.0231459320537107e-17,2.2336572770612965e-25,9.328462814005466e-21,1.2732532706501594e-25,2.315464569616799e-21,7.053054018682817e-18,9.630132106751194e-13,3.6988175804026215e-18,2.4132463526448013e-20,3.6674245506985027e-25,7.9223942849026997e-18,5.7249491902754952e-13,5.2997082322729609e-16,1.799346522289397e-20,3.3865811731644206e-22,1.3799032157487057e-19,3.3444937063231481e-17,2.6965377574458572e-24,4.5088033820841697e-24,3.9242313019769838e-30,1.1953836874522209e-24,8.1154293959383171e-29,1.2284804332430004e-27,1.3330301761738119e-30,4.2028502295067345e-20,6.7232713336704965e-18,6.7742828830340946e-26,4.0963449938151342e-22,2.0862888853809413e-22,3.2268328717253855e-22,2.9034426032984381e-24,3.6580290572072968e-26
1.4553703849519864e-09,0.002474163994904294,4.2647017753495647e-16,3.9721296913827484e-12,2.4016937495729672e-13,6.1300613905033904e-13,3.2187628772486027e-09,5.2860772393149369e-13,3.6486398159144228e-28,-3.2176452595009984e-24,9.3160218213333829e-25,4.7127398528136858e-16,3.4173260795358075e-17,2.2695313285005594e-16,2.5258694182429487e-19,4.5768366172387062e-26,9.272567282253096e-28,9.4646538614533311e-24,1.7937409041553758e-27,5.7828669608630014e-37,2.2249131533269391e-21,-1.9457530827991229e-16,1.0635887962063041e-18,-1.6421706000613388e-16,6.4557950177344852e-09,6.4481974125289203e-17,5.8239866159946919e-18,1.1680530505557799e-14,2.5909824744022058e-36,-8.3095414153190803e-20,5.1208132399324542e-20,3.4447868709163767e-25,1.3516721424767875e-32,0.88129999999999997,0.0,0.0,0.0,0.0098745789678332148,0.10880145376659907,9.9999999999802395e-05,6.8410929719317899e-07,6.4483468399530187e-06,4.9417183848225074e-06,3.3897474705664677e-12,1.5204229258681824e-06,7.1450497608498365e-10,2.225071951484729e-08,2.3161205376726442e-14,2.2678765085175685e-16,3.3052468883456762e-10,1.9584745270090757e-09,7.5162189466370415e-07,4.0279455380854272e-08,2.3764632999963154e-18,3.1414764874227093e-14,6.1498155053038096e-18,1.0249947229471663e-14,1.0007360247366629e-06,1.1704839252455041e-15,1.4325652738280795e-16,1.2631787647393805e-17,8.3383367001491129e-19,1.1120364423315776e-19,2.0453262294327274e-09,6.4507937687898995e-09,2.9698121142191146e-12,1.9009582877605258e-12,1.7978180791720629e-15,1.305499499687752e-13,2.1185801129494019e-16,2.4829543091390938e-11,3.2699131520895348e-19,2.2348135791067474e-13,3.6077945561727684e-12,8.2367851138357728e-12,7.0922469320276595e-15,4.9639985147049712e-15,1.7641323167650404e-14,5.3361009379173357e-21,3.874330646771857e-17,1.102132525476709e-17,2.4060950277577688e-25,1.0022901510029531e-20,1.3715480862273708e-25,2.5313598499525222e-21,7.7410244161367613e-18,1.0003801480402287e-12,3.8423383522138416e-18,2.7124750301244645e-20,4.1221713629352557e-25,8.2297979513260574e-18,6.1287069551477175e-13,5.6235141264100336e-16,1.9092844600283116e-20,3.5934974308297309e-22,1.4642192589740261e-19,3.6520783599899455e-17,3.1827800127147695e-24,5.2537656142425984e-24,4.6283177381446306e-30,1.2696238628038703e-24,8.6194468712731387e-29,1.3047965293530215e-27,1.4158190941842758e-30,4.5634370049315528e-20,7.2435203958450492e-18,7.9624834356702533e-26,4.4004360108204804e-22,2.2934937741788997e-22,3.5927138109550866e-22,3.1932692519223822e-24,4.0728921271147391e-26
1.4939982045031926e-09,0.0024741638909686254,4.4842855349386439e-16,4.1502139638488959e-12,2.4526566039625402e-13,6.5504549490645135e-13,3.3911802197935738e-09,5.8654100963093406e-13,3.5150909909518743e-28,3.7390809557471023e-25,9.8567554405751473e-25,4.6665227915518251e-16,3.193097825471493e-17,2.3814420737448315e-16,2.620021816663132e-19,4.9811509277146396e-26,1.0185901627109652e-27,1.0376374619755871e-23,2.0619092916795793e-27,7.6321426968971607e-37,2.3985284988424784e-21,-1.9081024615688975e-16,1.1164749595849643e-18,-1.6733659569423082e-16,6.845270301683198e-09,7.0146891807948594e-17,6.5088528185673889e-18,1.2828855046032e-14,2.5663187674732684e-36,-8.6465511585307404e-20,5.5196886659943438e-20,3.8973638996947327e-25,1.5756820285702584e-32,0.88129999999999997,0.0,0.0,0.0,0.0098741692539174083,0.10880141119217958,9.9999999999793939e-05,7.0223282701027122e-07,6.6191544665719894e-06,5.070878499128057e-06,3.4795358991399523e-12,1.5622072986625297e-06,7.1447698920583623e-10,2.2840589236178895e-08,2.3797723320007898e-14,2.3279982361888884e-16,3.5775940235028252e-10,2.0710549249763808e-09,7.7156188595557764e-07,4.2443390105853936e-08,2.4886644033065421e-18,3.3477092363499828e-14,6.6534945183244974e-18,1.1345180548961678e-14,1.0272872053938912e-06,1.3280452183054736e-15,1.6452344705054367e-16,1.4659221043518128e-17,9.9127938817992355e-19,1.3292492948500304e-19,2.1074356619268287e-09,6.8399597601506873e-09,3.1489969026377265e-12,2.0157083575129741e-12,1.8437481533005822e-15,1.4591408986806042e-13,2.174305513035544e-16,2.5955442916228146e-11,3.8119340266730219e-19,2.2994746469767903e-13,3.7211648964348248e-12,8.7399372646112937e-12,7.525579299628738e-15,5.2672889172701554e-15,1.8728431985785904e-14,5.6649267115119593e-21,4.1567771149325051e-17,1.1853922460635054e-17,2.5878615571561751e-25,1.0753742043444009e-20,1.4751605922670903e-25,2.7622471176330723e-21,8.4788028183379861e-18,1.0379221416067265e-12,3.9865313964648107e-18,3.0405556766596277e-20,4.6207660214970211e-25,8.5386415477393066e-18,6.5478690842592689e-13,5.9567867731146253e-16,2.0224364928202003e-20,3.8064630740287578e-22,1.5510005082519582e-19,3.978168097950295e-17,3.7419351475832089e-24,6.0970147748037422e-24,5.4376009712525931e-30,1.3462074033119705e-24,9.1393734023582375e-29,1.383522152292387e-27,1.5012212188913342e-30,4.9433734083277099e-20,7.7897158901272214e-18,9.3194266163802862e-26,4.7164292030047918e-22,2.5143349309867966e-22,3.9867809427381534e-22,3.5022671673075588e-24,4.5197219440732925e-26
1.5326260240543989e-09,0.0024741637870767607,4.7093550311227206e-16,4.3320103919515254e-12,2.5028081943774372e-13,6.9865712840843006e-13,3.5680841667372114e-09,6.4910740084510814e-13,3.3838273048327375e-28,-5.287821400186487e-25,1.0411807855664691e-24,4.6196216782773869e-16,2.9834574646512074e-17,2.4960268422942032e-16,2.7156211388577734e-19,5.4085756346293514e-26,1.1173497114719305e-27,1.1357597711391086e-23,2.3628067658599056e-27,9.7681759161781301e-37,2.5806979997023556e-21,-1.871165512352699e-16,1.170571257017664e-18,-1.7039563299548828e-16,7.2463953609795788e-09,7.6129481494822586e-17,7.2529037532512396e-18,1.4054925558658893e-14,2.5380812487430332e-36,-8.985570663180517e-20,5.9381373085490245e-20,4.3957634342536424e-25,1.8300541594374065e-32,0.88129999999999997,0.0,0.0,0.0,0.0098737595191050655,0.10880136861932121,9.999999999978536e-05,7.2035460938610886e-07,6.7899438921919779e-06,5.2000157954571073e-06,3.5693146971349902e-12,1.6039842185262643e-06,7.1444900074077502e-10,2.3430395693667268e-08,2.4434127729838072e-14,2.3881135157727525e-16,3.864473171230909e-10,2.1871519259575559e-09,7.9150098623392905e-07,4.4663801065811861e-08,2.6037140417760305e-18,3.5613887599732841e-14,7.1840273546446846e-18,1.2524297516572224e-14,1.0538373306214527e-06,1.5019376686580152e-15,1.8824643714230779e-16,1.6946446694839603e-17,1.1731711624192192e-18,1.5816997784709512e-19,2.1695414790918338e-09,7.2407654082258734e-09,3.333541540455356e-12,2.1338925515812504e-12,1.8896734580434399e-15,1.6260326780305816e-13,2.2294753247160003e-16,2.7097171181712924e-11,4.4265574944795461e-19,2.3641544910982928e-13,3.8345958180857377e-12,9.2586552911275927e-12,7.9723204779239659e-15,5.5799639489640096e-15,1.9849482722956799e-14,6.0040191449866756e-21,4.4537667477069305e-17,1.2730745928037982e-17,2.7792832405226735e-25,1.1522220147672936e-20,1.5842768326980922e-25,3.008855585296082e-21,9.2689035342496217e-18,1.07562620422792e-12,4.1313468301850552e-18,3.3995492575817317e-20,5.1663407237368614e-25,8.8488182305860062e-18,6.9825052162805536e-13,6.2994797431657112e-16,2.1387868536201658e-20,4.0254484338645214e-22,1.6402348708411867e-19,4.3232949572528121e-17,4.3828207053609959e-24,7.0483174587159708e-24,6.3647732007362374e-30,1.4251371027513575e-24,9.6752279398937667e-29,1.4646601725616643e-27,1.5892396657782075e-30,5.3430641807953641e-20,8.362483171933999e-18,1.0863618423572877e-25,5.0443513612195249e-22,2.7492652336589235e-22,4.4101862850616861e-22,3.8310764486931468e-24,4.9998253647044471e-26
1.571253843605605e-09,0.002474163683228643,4.9398918212401806e-16,4.5174765739347278e-12,2.5525669814047842e-13,7.4385000249573306e-13,3.7494738152912582e-09,7.1654673096547526e-13,3.2550744390072297e-28,3.7007170958031729e-28,1.0981051812121503e-24,4.5721359306386666e-16,2.7874408998928847e-17,2.6132858395049551e-16,2.8126994543646513e-19,5.8597123066436785e-26,1.2240397725119919e-27,1.2412421680430133e-23,2.6995893717867122e-27,1.2222531056916043e-36,2.7716180368480951e-21,-1.8349284529187366e-16,1.2258833860783978e-18,-1.7339532672091473e-16,7.659169419055684e-09,8.2437540053973679e-17,8.0594027444256811e-18,1.5361631998084592e-14,2.5065883762941006e-36,-9.3263922569973007e-20,6.37660240104972e-20,4.9433121647826338e-25,2.1179926353654897e-32,0.88129999999999997,0.0,0.0,0.0,0.0098733497634421429,0.10880132604800122,9.9999999999776673e-05,7.3847464437812422e-07,6.9607150746063557e-06,5.329130230571849e-06,3.6590838423730034e-12,1.6457536715019781e-06,7.1442101069312271e-10,2.4020138741602092e-08,2.507041839359824e-14,2.4482223324178212e-16,4.1662594190252466e-10,2.3067943975760951e-09,8.1143919545943635e-07,4.6940677580810151e-08,2.7216355137262443e-18,3.7825808906647095e-14,7.7421128305345473e-18,1.3791253656660034e-14,1.0803864008226668e-06,1.6933646189311932e-15,2.146299922307898e-16,1.9518544126549063e-17,1.3824973976575274e-18,1.8739626368023726e-19,2.2316423900116476e-09,7.6532098628213332e-09,3.5234456310108042e-12,2.2555106169947051e-12,1.9355938955403331e-15,1.806917706563261e-13,2.2840819182575435e-16,2.8254271026781591e-11,5.1212651163225298e-19,2.428849844187119e-13,3.9480782004592965e-12,9.7929467166791946e-12,8.4324769421405148e-15,5.9020281410888076e-15,2.1004492609373212e-14,6.3533834500855728e-21,4.7657848261880814e-17,1.3653316668867605e-17,2.9806921340552695e-25,1.2329591935727423e-20,1.6990860897548375e-25,3.2719368673853599e-21,1.0113921124080527e-17,1.1134802796859321e-12,4.2767383460745153e-18,3.7916192505962599e-20,5.7621834641831851e-25,9.1602288149824381e-18,7.4326798691245829e-13,6.6515459043241276e-16,2.2583195367061257e-20,4.2504233921996751e-22,1.7319100708629416e-19,4.6879883588724512e-17,5.1150917880305329e-24,8.1181048940586594e-24,7.4237306385897242e-30,1.5064157497074712e-24,1.0227029399194403e-28,1.5482134548773902e-27,1.6798775445388587e-30,5.7629050430293879e-20,8.9624475781121333e-18,1.2615038549555356e-25,5.3842260249382692e-22,2.9987377458969389e-22,4.8640848202513361e-22,4.1803374660718187e-24,5.514512611407579e-26
1.6098816631568113e-09,0.0024741635794242136,5.1758914516723225e-16,4.7066033649199065e-12,2.6026546291837428e-13,7.9063270741387319e-13,3.9353481903005888e-09,7.8910503395974586e-13,3.1290310635096322e-28,-1.5166546955220106e-25,1.1564359765313665e-24,4.5241700728704878e-16,2.6042742165845595e-17,2.7332189954844825e-16,2.9112902186215942e-19,6.3351570435423294e-26,1.3391933236632532e-27,1.3545125876714533e-23,3.0756530567124667e-27,1.5029283321070688e-36,2.9714860870165125e-21,-1.7993903190231224e-16,1.2824179267724945e-18,-1.7633681254856366e-16,8.0835914642326692e-09,8.907877989053471e-17,8.9316939018907342e-18,1.6751882428582141e-14,2.4721465651609478e-36,-9.668815548866764e-20,6.8355294127384824e-20,5.5434952867633632e-25,2.4429551250569542e-32,0.88129999999999997,0.0,0.0,0.0,0.0098729399869745601,0.10880128347819688,9.9999999999767918e-05,7.5659293204383287e-07,7.1314679716566464e-06,5.4582217612589974e-06,3.7488433127006663e-12,1.6875156436401621e-06,7.1439301906619804e-10,2.4609818234439792e-08,2.5706595098789981e-14,2.5083246712897493e-16,4.4833276713447175e-10,2.4300111988689549e-09,8.3137651359287216e-07,4.927400895694484e-08,2.8424521104932337e-18,4.011351231506188e-14,8.328449654834772e-18,1.5150077365073205e-14,1.1069344163874242e-06,1.9035851071783727e-15,2.4388956653612269e-16,2.2402303826113176e-17,1.6225257621920623e-18,2.2110815586205053e-19,2.2937373353584018e-09,8.0772920367230429e-09,3.718708668414503e-12,2.3805622305896655e-12,1.9815093800404562e-15,2.0025597373155675e-13,2.3381188790237073e-16,2.9426299131731037e-11,5.9041075426414121e-19,2.4935578667044271e-13,4.0616041160658544e-12,1.0342817831553176e-11,8.9060541042314677e-15,6.2334852808573296e-15,2.2193476073971771e-14,6.7130239912315381e-21,5.0933247047261562e-17,1.4623182383359949e-17,3.1924261203563829e-25,1.3177134423739435e-20,1.8197809669013063e-25,3.5522660596792291e-21,1.1016534345309334e-17,1.1514732151845926e-12,4.4226631068433633e-18,4.2190383629683311e-20,6.4117482432952105e-25,9.4727815484056992e-18,7.8984525910219741e-13,7.0129375087894923e-16,2.3810183273738917e-20,4.4813574375428377e-22,1.8260136720824599e-19,5.0727749803688074e-17,5.9493272357137791e-24,9.3175199484151274e-24,8.6296977568246084e-30,1.5900461634068358e-24,1.0794796903476002e-28,1.6341848951031072e-27,1.7731379990348895e-30,6.2032824238518434e-20,9.5902343786268851e-18,1.4595264440068461e-25,5.736073710890524e-22,3.2632056917264708e-22,5.3496342576205782e-22,4.5506908233942052e-24,6.065097002899372e-26
1.6485094827080176e-09,0.0024741634756634094,5.4173530256487726e-16,4.8993900693041327e-12,2.6526819392072016e-13,8.3901350128155185e-13,4.1257064107658598e-09,8.6703448546790255e-13,3.0058635264920522e-28,1.1596080582695213e-25,1.2161604090139951e-24,4.4758061510071748e-16,2.4330872235927609e-17,2.8558263576401747e-16,3.0114282215536163e-19,6.8355003621718578e-26,1.4633728020427907e-27,1.4760173216338033e-23,3.4946450865256168e-27,1.8225176882508287e-36,3.1805008589142899e-21,-1.7645348425169355e-16,1.3401823124702706e-18,-1.7922120850651104e-16,8.5196602942919265e-09,9.6060830396241111e-17,9.8732005066592677e-18,1.8228602212028094e-14,2.4350497648113627e-36,-1.0012648036737339e-19,7.3153663625716905e-20,6.1999589020064388e-25,2.8086637801517827e-32,0.88129999999999997,0.0,0.0,0.0,0.009872530189748218,0.10880124090988551,9.9999999999759054e-05,7.7470947244083366e-07,7.3022025412078313e-06,5.5872903443295996e-06,3.8385930859769681e-12,1.7292701209991831e-06,7.1436502586331874e-10,2.5199434026725314e-08,2.6342657633034853e-14,2.5684205175632137e-16,4.8160526507752839e-10,2.5568311803586966e-09,8.5131294059510496e-07,5.1663784486464524e-08,2.9661871165001555e-18,4.2477651924333364e-14,8.9437364248993151e-18,1.6604867927884968e-14,1.1334813776927151e-06,2.1339143141894841e-15,2.7625170932117207e-16,2.5626276880926954e-17,1.8968182584693502e-18,2.5985995868448431e-19,2.3558254427653927e-09,8.5130106502544845e-09,3.9193300580831108e-12,2.509047012206493e-12,2.0274198228390877e-15,2.2137432074711189e-13,2.3915809103247104e-16,3.0612825191800327e-11,6.7837267755842419e-19,2.5582760788388443e-13,4.1751666614498279e-12,1.0908273866785515e-11,9.3930564627154867e-15,6.5743385162520332e-15,2.3416445139105358e-14,7.0829444049108825e-21,5.4368876429580477e-17,1.5641916901287431e-17,3.4148287864379818e-25,1.4066145095729492e-20,1.9465573192901758e-25,3.8506418405460826e-21,1.1979506605777867e-17,1.1895946848157352e-12,4.5690814512451355e-18,4.6841911175951735e-20,7.118658997808706e-25,9.7863914810506375e-18,8.3798783812521779e-13,7.3836063205838582e-16,2.5068668451882677e-20,4.7182197464487813e-22,1.9225331110920336e-19,5.4781787466098997e-17,6.897089120209154e-24,1.0658437774876172e-23,9.9993126474954989e-30,1.67603123478165e-24,1.1378550062642007e-28,1.722577462460794e-27,1.8690242530886765e-30,6.6645736491173314e-20,1.0246468751680945e-17,1.6827539538019128e-25,6.0999123167904677e-22,3.5431224194413226e-22,5.8679946349309833e-22,4.9427773063738572e-24,6.6528945017369993e-26
1.6871373022592238e-09,0.0024741633719461698,5.6642774078064031e-16,5.0958401817436149e-12,2.7028571718395536e-13,8.8900038306823373e-13,4.320547524320938e-09,9.5059259912001451e-13,2.8857130365109387e-28,-2.4957789130044336e-27,1.2772657243284267e-24,4.4271277889803428e-16,2.2731290262124206e-17,2.9811077003933146e-16,3.11314937676367e-19,7.361328062396829e-26,1.5971672249707918e-27,1.6062190142872141e-23,3.9604436068270002e-27,2.1849399479410394e-36,3.3988622520605813e-21,-1.7303530975633174e-16,1.3991847015326718e-18,-1.8204961766400871e-16,8.9673745711694904e-09,1.0339124936690724e-16,1.0887413950088631e-17,1.9794731259262352e-14,2.3955807357314337e-36,-1.0357703753897115e-19,7.8165637595643211e-20,6.9164924667811204e-25,3.2190820577172712e-32,0.88129999999999997,0.0,0.0,0.0,0.0098721203718090192,0.10880119834304436,9.9999999999750096e-05,7.9282426562679738e-07,7.4729187411420993e-06,5.7163359366159578e-06,3.9283331400698998e-12,1.7710170896442906e-06,7.1433703108780272e-10,2.57889859730591e-08,2.6978605784059283e-14,2.628509856418547e-16,5.164808921320179e-10,2.6872831851560161e-09,8.7124847642708449e-07,5.4109993449585018e-08,3.0928638101435546e-18,4.4918880398960407e-14,9.5886716369508135e-18,1.8159785187427749e-14,1.1600272851046417e-06,2.3857170187881193e-15,3.1195280975490428e-16,2.9220599775010195e-17,2.2092078760805757e-18,3.0425255658462793e-19,2.4179059725380168e-09,8.9603642862002707e-09,4.1253091420508454e-12,2.6409645409558753e-12,2.0733251505062099e-15,2.4412705305025916e-13,2.4444636175514789e-16,3.1813429891177819e-11,7.7693023550905075e-19,2.6230022783571517e-13,4.2887597061722612e-12,1.1489319252515136e-11,9.8934878254660292e-15,6.924590511935037e-15,2.4673410007624172e-14,7.4631477772519445e-21,5.7969816964292292e-17,1.67111165126294e-17,3.6482486226603823e-25,1.4997939031324136e-20,2.0796137971333257e-25,4.1678836515044148e-21,1.3005675916109691e-17,1.2278350283938236e-12,4.7159562750540155e-18,5.1895622829267749e-20,7.8866920166961266e-25,1.0100979139954762e-17,8.8770085765277032e-13,7.7635037691226847e-16,2.6358485961255059e-20,4.9609792816528043e-22,2.0214557373182783e-19,5.904721165305708e-17,7.970856644396097e-24,1.2153392940011831e-23,1.1550531352784666e-29,1.7643739502935587e-24,1.1978309135043503e-28,1.8133942240955707e-27,1.9675396370508413e-30,7.147148223522087e-20,1.0931775765303202e-17,1.9336631154532987e-25,6.475757744521712e-22,3.8389413600554933e-22,6.4203277358148689e-22,5.3572378220047564e-24,7.2792230528622884e-26
