Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85)
7.587211142631865e-17,0.0026575918347170485,3.3929340780582679e-30,8.0102374242302461e-26,8.8856854820560781e-20,3.3927788630095373e-30,2.3900955117343593e-19,4.7057896527744162e-32,3.1440988297055465e-53,1.7540555986734653e-42,4.0428594343989616e-46,3.9912537128303018e-43,2.5966090992904454e-35,2.199495839434384e-24,1.0968727258432223e-37,1.7825278591564362e-54,5.447728753378513e-50,5.4337468089186721e-39,1.4558349498618698e-51,6.2746549570063603e-73,6.360791525835448e-47,1.6153942408368862e-63,4.1115732550548733e-37,3.4899844785416735e-57,8.4174470920237845e-30,8.1498642982246828e-45,3.8085006465588471e-46,6.3901869933498575e-39,1.3455365564978212e-68,1.8809315144648498e-76,1.471639640207242e-45,1.5362599601463373e-58,2.2826577976711108e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999992178248,0.108803,0.0001,3.6643973796682941e-14,3.236014000126031e-13,3.236011486273008e-13,4.9645579476344764e-20,6.8647166633688377e-20,9.8319596182649662e-14,4.3855200131754864e-20,5.0448598604563358e-28,3.3152821704782421e-28,2.1538949786645229e-32,5.6226725445252057e-24,3.6009551760935202e-18,1.3260145083759663e-22,1.2988747241671348e-32,2.3824505233155643e-35,7.6428596960615025e-37,1.6256384011969908e-40,4.8127783139962013e-18,2.7843549010945567e-48,1.0044023215676332e-55,5.4941062760190192e-57,6.4900944509204129e-65,6.976634994556175e-62,3.9456898303989907e-23,8.417446471510197e-30,9.1270686018858963e-37,1.189635408340452e-37,5.1629686954800376e-20,5.2192480789080268e-43,4.6549749695596639e-51,1.0196454075103201e-29,1.0595433955282382e-58,2.397581744669287e-23,4.0624407638608506e-28,6.1808971346367214e-35,6.6156900649014279e-42,5.1775539258506103e-42,4.3111978413868742e-43,8.149999729741162e-50,9.9416537977867273e-32,1.8080845795523446e-38,2.02257707634124e-46,2.9198669416115647e-39,1.147771764648793e-46,2.4674322508544327e-37,4.2157486567057458e-40,2.5272895524798224e-31,2.0969668403883317e-38,1.6147476842436062e-49,3.9193622760566253e-57,2.1223927426490477e-38,1.1016890882471163e-38,4.5392888396007223e-39,7.5666395308818913e-46,1.1807194351491449e-46,4.8571377049111778e-46,2.7015339178267675e-47,2.5913264204470718e-61,8.2245229325174226e-66,8.1304238623125115e-66,1.7190641096278442e-42,2.9107637638482263e-49,1.8642636031116783e-49,4.6061154336078618e-50,1.4712989678653791e-63,6.3367513246806569e-33
1.5181014128133086e-16,0.0026575918347170485,1.358026383774069e-29,3.2061805165601698e-25,1.7779078121153213e-19,1.35799490072385e-29,4.7824920093438244e-19,1.8836277480997251e-31,1.2584588984031602e-52,5.8405452446232442e-42,1.6776422581416185e-45,2.7945637584083285e-42,5.1954747586158221e-35,4.4009028521510083e-24,4.3903498005386628e-37,1.4750581681944624e-53,4.3614955592935666e-49,2.1749148963943463e-38,1.1655573610995316e-50,2.009454793496752e-71,1.01848650225869e-45,2.1662609765353727e-62,3.2915285488068627e-36,7.2703946458181132e-56,6.7390733348566324e-29,1.3050396544293885e-43,1.524395131223047e-45,5.1157737528058005e-38,1.0772473063522266e-67,5.059978296967676e-75,2.3563814393855643e-44,4.9198427593927968e-57,1.4627547167056992e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899999984349701,0.108803,0.0001,7.331978422516646e-14,6.4748380505431957e-13,6.4748330750947283e-13,1.5449088629205956e-19,2.7476734692189682e-19,1.9670743240726355e-13,1.7552866010815765e-19,2.7421507488372873e-27,1.5253355007084727e-27,1.7244295880412241e-31,2.2505328654833969e-23,1.4412126107411548e-17,5.3075126945690384e-22,1.0313659174946209e-31,1.9074075586989784e-34,6.1176299686249889e-36,2.602602187204316e-39,1.9262213661840815e-17,8.915621155040569e-47,6.4323730296799011e-54,3.5185249467196475e-55,8.3128102909293073e-63,4.4681235958293472e-60,1.5793035791361621e-22,6.7390720123619652e-29,1.4611596823940501e-35,1.9048702084083479e-36,1.0325616831336421e-19,8.3576091803292924e-42,6.5471832731828754e-50,8.162792526056564e-29,6.785507672304675e-57,9.5926788324633475e-23,2.3086250690927814e-27,6.9431273365439353e-34,1.4778658713209515e-40,1.1565854104473093e-40,9.6319223031414859e-42,2.2271039433244579e-48,3.9792508601770608e-31,1.4475658810530539e-37,2.1440886223994712e-45,2.3374244046569113e-38,1.2186663989459456e-45,1.9713105463237129e-36,6.7363029334145914e-39,2.023298668531859e-30,3.2838618518561513e-37,5.1606665714718344e-48,2.5013561172017116e-55,3.3627005131903575e-37,1.7640790742155674e-37,5.099074859063666e-38,1.6818657718734408e-44,2.5397834294441754e-45,1.0847008617546184e-44,6.0356721353639122e-46,1.6564009721581243e-59,1.0496950036745749e-63,5.1969785709143443e-64,1.3757772333507952e-41,4.6471858675018217e-48,2.9838314210837633e-48,7.2089320915454171e-49,4.1473551088846447e-62,2.5363520480469073e-32
3.036862009913553e-16,0.002657591834717049,5.4338083040285673e-29,1.2828882455799732e-24,3.5565824937126412e-19,5.4337419507254959e-29,9.5679586395974456e-19,7.5376489465082691e-31,5.0354750777497537e-52,1.6950790973547257e-41,7.5065123616162804e-45,1.7869337784470745e-41,1.0393212002124706e-34,8.80371756756286e-24,1.7567122155299131e-36,1.3080018120493628e-52,3.4905221619402821e-48,8.7024933239946562e-38,9.3280683407661284e-50,6.4321640312259379e-70,1.6300211889722902e-44,2.5444234004605772e-61,2.6338550281290556e-35,1.7569695234296768e-54,5.3933027972123593e-28,2.0889118048014189e-42,6.0996399442888369e-45,4.0940658048445673e-37,8.6212516263015019e-67,1.1950911811452531e-73,3.771234732954396e-43,1.5748033609957527e-55,9.3675622791979764e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899999968692642,0.108803,0.0001,1.4667140505450838e-13,1.2952482919884724e-12,1.2952472123801618e-12,4.2367641387828666e-19,1.099425537287004e-18,3.9343155496806075e-13,7.0229187321886265e-19,1.3296282545273818e-26,6.5789838941673421e-27,1.3800740772096348e-30,9.0050515191693974e-23,5.7658644435850247e-17,2.1236957366879002e-21,8.1208173562887806e-31,1.5265034083141626e-33,4.8938757995663934e-35,4.1641394135787575e-38,7.7062407052752055e-17,2.853039423566697e-45,4.116817012536913e-52,2.2519103868162846e-53,1.0640706804657196e-60,2.8598736104477669e-58,6.3192664173396481e-22,5.3933004180701769e-28,2.3376539527408679e-34,3.0487242310753969e-35,2.0636511280403423e-19,1.3377656205776443e-40,8.4323685675283789e-49,6.5318017151182257e-28,4.342830233075821e-55,3.8352063690983375e-22,1.4693794455188628e-26,8.7457513573632633e-33,3.7032986661172723e-39,2.898130145482101e-39,2.4142194131064457e-40,6.2822826423896797e-47,1.5922175546859821e-30,1.1584908461028743e-36,2.0431205244826706e-44,1.8702587235592074e-37,1.1627344203073539e-44,1.5710623576797975e-35,1.0738341686918466e-37,1.619142480984546e-29,5.0341367240068478e-36,1.6454490934216209e-46,1.5901481993957742e-53,5.271106879466366e-36,2.8234871816613352e-36,6.4229316290874777e-37,4.1729680520151461e-43,5.9256341101280651e-44,2.7164637559488875e-43,1.5128334390007833e-44,1.0563086262782212e-57,1.3341761539929358e-61,3.3140960096247322e-62,1.1002095934863645e-40,7.3945985792685874e-47,4.7715350937058572e-47,1.1038509678998017e-47,1.071888230728111e-60,1.0148712848971225e-31
6.074383204114041e-16,0.0026575918347170485,2.1738613607442558e-28,5.1323756613191274e-24,7.1139164673984403e-19,2.1738455536171562e-28,1.9141586438297186e-18,3.0160980383023406e-30,2.0145186763447479e-51,4.059662085920146e-41,4.1458518882804653e-44,1.0300118949537441e-40,2.0788738959614814e-34,1.7609349758273485e-23,7.0279983176641687e-36,1.4126856347077495e-51,2.7929483292463488e-47,3.4815646264876757e-37,7.4639792889559708e-49,2.0582160385804389e-68,2.6078591271335235e-43,2.4846915686252459e-60,2.1068952464034405e-34,4.8871221109941423e-53,4.3154552476346531e-27,3.3429340329703199e-41,2.4404851652020648e-44,3.2758261990486741e-36,6.8983115678807574e-66,2.3548276426151182e-72,6.0335712010213539e-42,5.0390963115635042e-54,5.9971331924916352e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899999937378524,0.108803,0.0001,2.9337464660269188e-13,2.5907761458084547e-12,2.5907733705561073e-12,1.0277479335148952e-18,4.3984040508107797e-18,7.8667370854495509e-13,2.8092138625396589e-18,5.9273319400968443e-26,2.7356179510249369e-26,1.1042790558680548e-29,3.6025980468639612e-22,2.3060307924020041e-16,8.4961612346693452e-21,6.2943196682653279e-30,1.2214309729935326e-32,3.9125077702473596e-34,6.6584834941622206e-37,3.082075295769641e-16,9.1242337034421722e-44,2.6332017016235425e-50,1.4403695251625856e-51,1.3612107430295368e-58,1.8294984208189928e-56,2.5281140223169605e-21,4.3154512332036639e-27,3.7373220400993435e-33,4.8779637853590025e-34,4.1200853654337457e-19,2.1408729038705003e-39,9.8095145765204287e-48,5.2249730642412849e-27,2.7777665696275006e-53,1.5318457065871822e-21,1.0234299070636544e-25,1.2090298198404365e-31,1.0195558383279443e-37,7.978350796307495e-38,6.6499561200002116e-39,1.8463355740827056e-45,6.3698987527314642e-30,9.2696587933838969e-36,1.8044113516597734e-43,1.4958656327701334e-36,1.0277213776767985e-43,1.2466584917076453e-34,1.7046372637889654e-36,1.2953819825217208e-28,7.4270718917393389e-35,5.2247730338568458e-45,1.0036124428863353e-51,8.0998115510460554e-35,4.5178972177666415e-35,8.8791835065960344e-36,1.1266980312774483e-41,1.4338338098319109e-42,7.4697850509066242e-42,4.1671389524084777e-43,6.7086209579211287e-56,1.6830116895609957e-59,2.1046755397675455e-60,8.7900896156239739e-40,1.1695340726576343e-45,7.6215171482748754e-46,1.6249863796858226e-46,2.5046137461815009e-59,4.0601467083929925e-31
9.11190439831453e-16,0.0026575918347170485,4.619663795276977e-28,1.0906801773657233e-23,1.0671235046968231e-18,4.6196357386686552e-28,2.8717908773266782e-18,6.4103332135534537e-30,4.281058996671528e-51,6.1122820171860037e-41,1.1102129675400541e-43,2.5294346162444465e-40,3.1184347076993641e-34,2.6414984708843762e-23,1.4935222160025317e-35,4.8454321258233811e-51,7.9864765631091878e-47,7.3986799392522602e-37,2.1343561003758666e-48,9.3965240884267523e-68,9.5978408451200735e-43,7.6074279229720476e-60,6.023730300385601e-34,2.1826027168726136e-52,1.2340096119435387e-26,1.2304767006011143e-40,5.1869228428567875e-44,9.3672306566661029e-36,1.9725824732833778e-65,9.1988799423599501e-72,2.2205668804225739e-41,2.3005178082046746e-53,3.3446380464703586e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899999906064458,0.10880299999999997,0.0001,4.4007788804037524e-13,3.8863029274120229e-12,3.8862978771758074e-12,1.64995750441766e-18,9.3470355112961908e-18,1.1797098785295958e-12,5.9692619130918115e-18,1.3019455531829857e-25,5.8800970877690889e-26,3.1577222441549362e-29,7.6558743448121443e-22,4.8995362820883968e-16,1.8055200656872429e-20,1.7675974833630766e-29,3.4926935147836361e-32,1.1182397298092657e-33,2.44990356038929e-36,6.5483686452429437e-16,4.1645939129334347e-43,1.4464073495519085e-49,7.9118948424018804e-51,8.779840222260448e-58,1.0049896998668752e-55,5.3724935706424454e-21,1.2340081176544014e-26,1.3749935336732374e-32,1.7953213518005022e-33,6.1707909821800005e-19,7.8802173056134569e-39,3.1828302276287526e-47,1.4938487371312876e-26,1.5258166687302109e-52,3.2516824449404956e-21,2.8134718870903343e-25,4.2922997578481553e-31,4.5068029458422552e-37,3.5266261151573601e-37,2.9401392879086146e-38,8.2719945927369916e-45,1.3536671075172579e-29,2.6506677391229487e-35,5.298069996365241e-43,4.2764225002644211e-36,3.0182615258828239e-43,3.5478409019807779e-34,6.2501970227496563e-36,3.703871301497829e-28,2.6318015299090026e-34,2.3778527522865841e-44,5.4872885398397354e-51,2.9245377644673975e-34,1.662855288732993e-34,3.1522887506900057e-35,4.9404302825316851e-41,6.0208742486260672e-42,3.3002733782542217e-41,1.842422697140343e-42,3.6759679263390308e-55,1.0809854287696047e-58,1.1532270713293844e-59,2.5113645851293325e-39,4.2806329243862645e-45,2.802790945288095e-45,5.7521237105759588e-46,1.0283440145074694e-58,8.6282258705995012e-31
1.518694678671551e-15,0.0026575918347170485,1.2772538327409627e-27,3.0155342097164258e-23,1.7785810592995794e-18,1.2772468643543439e-27,4.7881331572969055e-18,1.7729287705776176e-29,1.1836432233925337e-50,9.2015019163537195e-41,5.6515974474553033e-43,8.8014960702810023e-40,5.1976116167934209e-34,4.4026265649205826e-23,4.1293497808684503e-35,3.9794584873716657e-50,3.6704948384015965e-46,2.0456113918835774e-36,9.8095554360189581e-48,1.2227976458406759e-66,7.3817022761713079e-42,3.288456095834245e-59,2.7670961551542657e-33,2.7542784299593178e-51,5.6713538487312592e-26,9.4679688256795131e-40,1.4353230383662765e-43,4.3050421774214906e-35,9.065776493781982e-65,6.8372799768411327e-71,1.7078386485650102e-40,2.9936058479147623e-52,8.6949971756152018e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899999843436517,0.10880299999999994,0.0001,7.3348437047374152e-13,6.4773522648433382e-12,6.4773402842637347e-12,2.905993798855005e-18,2.5842836734836623e-17,1.9649591468451691e-12,1.6499707446121916e-17,3.7185698232831889e-25,1.6433919746532449e-25,1.4512830135602427e-28,2.1167114679004963e-21,1.3539172902610804e-15,4.9919554398132932e-20,7.7085600749402885e-29,1.6051941096741325e-31,5.1317158477924471e-33,1.8824323083633953e-35,1.8095487045335006e-15,5.4141983819042738e-42,3.2207921880846697e-48,1.7617855094643279e-49,3.3916927181439176e-56,2.2386859984881565e-54,1.4854000175038203e-20,5.6713421823582484e-26,1.0562133342709286e-31,1.3809433493204917e-32,1.0249415273410614e-18,6.0635773864184186e-38,1.850627619984499e-46,6.8622310073432748e-26,3.3976216205599617e-51,8.9644693760821579e-21,1.2312946286691704e-24,3.1279656306448865e-30,5.5286750440972587e-36,4.3257930692838559e-36,3.6099079816795214e-37,1.0388100175161933e-43,3.7426539439470943e-29,1.2182104959031642e-34,2.5134132944847359e-42,1.9639708757277175e-35,1.4322783215197162e-42,1.6073564941382618e-33,4.7437265784088517e-35,1.7018519490254877e-27,1.7915893261549001e-33,3.0541420589298788e-43,1.1943988878700324e-49,2.1082680163378072e-33,1.2792042127420545e-33,2.2971941825256158e-34,5.8685636668454308e-40,6.1670206543672339e-41,4.0403526287619106e-40,2.2621784619602528e-41,8.0874227235232212e-54,4.0775644571443042e-57,2.536899325581123e-58,1.1511866169767869e-38,3.2289017822781859e-44,2.1496207975494622e-44,3.9022956373612282e-45,1.00744599047182e-57,2.3855602952977055e-30
2.0487110018650107e-15,0.0026575918347170485,2.2356343343414503e-27,5.2782215663704946e-23,2.3992866541134966e-18,2.2356222439285821e-27,6.4608602012791476e-18,3.1038906598355538e-29,2.0717917111093162e-50,1.1129475812302288e-40,1.3469108749364287e-42,1.7359276164911176e-39,7.0116435239479981e-34,5.9391214327517396e-23,7.2278178499405097e-35,1.1161501298973516e-49,8.0392281900609079e-46,3.5805338712242603e-36,2.1485597132814137e-47,3.7948476678496198e-66,1.9550833246383491e-41,6.8736050832116394e-59,6.0590481982008121e-33,8.5041544480145454e-51,1.2421552008491476e-25,2.5081279990199315e-39,2.5144181663539623e-43,9.4290050306271403e-35,1.9856151800374907e-64,1.7555417891557569e-70,4.5233019855580547e-40,9.2901637813562597e-52,3.5054052658639341e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999788796978,0.1088029999999999,0.0001,9.894664935185712e-13,8.7379068675743153e-12,8.7378870286038526e-12,4.0034024377286168e-18,4.5233812716777117e-17,2.6494258714425708e-12,2.887549552835316e-17,6.5832384893257983e-25,2.887138772861805e-25,3.178687085747161e-28,3.7049729544706233e-21,2.3690303528770815e-15,8.737657821513836e-20,1.6432686836612093e-28,3.5157346901627354e-31,1.1231003992257439e-32,4.9837351750920404e-35,3.1662759881772306e-15,1.6796849565680558e-41,1.1367501861836026e-47,6.2180681165998885e-49,1.3250383268682844e-55,7.9030037620749795e-54,2.5999632636055258e-20,1.2421520996701078e-25,2.7959998019044708e-31,3.6576814733869319e-32,1.3790623942065822e-18,1.6062987245497668e-37,4.469944634143798e-46,1.502607245239627e-25,1.1991609772258687e-50,1.5662445634981323e-20,2.6543883278161516e-24,8.1641475890513665e-30,1.6931128518068405e-35,1.3246922424998387e-35,1.1058286382001228e-36,3.1978457618777887e-43,6.5509402494083561e-29,2.6681537259280886e-34,5.5586659335965092e-42,4.2999257534672736e-35,3.1679079203525655e-42,3.4943465807373513e-33,1.2494288671236282e-34,3.72698537595995e-27,4.5117985376044363e-33,9.4372162629227324e-43,4.1912701844309705e-49,5.4352120116818655e-33,3.3883763245988019e-33,5.9957911766703141e-34,1.7777898137209914e-39,1.7787213103366968e-40,1.2364767726378579e-39,6.9298170563221571e-41,2.8457635904456068e-53,1.5859925738290896e-56,8.92627932179809e-58,2.5179439430712055e-38,8.4824815277603192e-44,5.6867198459686734e-44,9.8125430664636606e-45,2.8918121728994014e-57,4.1755630923150528e-30
2.578727325058471e-15,0.0026575918347170485,3.4603893873629941e-27,8.1698016509584003e-23,3.0199872108376815e-18,3.4603705170576393e-27,8.1344675900052735e-18,4.8053544380671784e-29,3.2068021867507611e-50,1.2468577871100693e-40,2.7937035545281091e-42,3.0259082936983808e-39,8.8257554054454657e-34,7.4756172022225218e-23,1.1187513415207011e-34,2.7051662775799756e-49,1.5032982973427903e-45,5.5420829961242535e-36,4.0177796598783196e-47,9.9464616519929222e-66,4.353137736773727e-41,1.2143519989544923e-58,1.1326987378233722e-32,2.2213143595452374e-50,2.3227688150036316e-25,5.5858402509763853e-39,3.8970764933324273e-43,1.7631753610379559e-34,3.713012448143984e-64,3.7396810068841264e-70,1.0071466667095148e-39,2.4349587626011099e-51,1.0350890341523735e-66,0.88129999999999997,0.0,0.0,0.0,0.009889999973415756,0.10880299999999987,0.0001,1.24544861620238e-12,1.0998458031257566e-11,1.0998428377217102e-11,5.1010866501883945e-18,7.0014297231223632e-17,3.3332216439780366e-12,4.4686944364148824e-17,1.0263238076072062e-24,4.4789001057750297e-25,5.9440707307782343e-28,5.7346770542729232e-21,3.6655947666109601e-15,1.3524460280301243e-19,2.9850631020547821e-28,6.5742404196480722e-31,2.0983680781915609e-32,1.1091313983471926e-34,4.8991709532316485e-15,4.4005980688200563e-41,3.4724488529362951e-47,1.8994439417448202e-48,4.6835664594204346e-55,2.4143232778516565e-53,4.024311162000137e-20,2.3227618921740749e-25,6.2216378708678038e-31,8.1445805872679463e-32,1.7313415065222501e-18,3.5774082904074618e-37,9.2522680746580389e-46,2.8090241640660069e-25,3.6630980622658049e-50,2.4197344759362409e-20,4.906555728196898e-24,1.7966405687036472e-29,4.3837573106397751e-35,3.4296872901973213e-35,2.8643096363799623e-36,8.3186046710219052e-43,1.0139771482108454e-28,4.989307794951782e-34,1.0464556913270391e-41,8.0373188362868814e-35,5.9641662805176e-42,6.4811025499355115e-33,2.7634127994337874e-34,6.9683374320119711e-27,9.4925009035673873e-33,2.4590056005181757e-42,1.2684721197501206e-48,1.1728243684388148e-32,7.5453739584235346e-33,1.3194616240622701e-33,4.5373144307149892e-39,4.2835919049159422e-40,3.1984840059317924e-39,1.7949744989686245e-40,8.6502380718039601e-53,5.5565453862976257e-56,2.7132312611213923e-57,4.7014073280736954e-38,1.8703462493619168e-43,1.2644010528436278e-43,2.0609706698938169e-44,7.0501582715379497e-57,6.4630912644235916e-30
3.108743648251931e-15,0.0026575918347170485,4.9321420469502893e-27,1.1644525225286929e-22,3.6406830936367456e-18,4.9321149592729735e-27,9.8088912871770796e-18,6.8505640362031449e-29,4.5707205541063685e-50,1.3619417165014018e-40,5.0871147333868188e-42,4.8113579892259946e-39,1.0639955771085392e-33,9.0121138077349508e-23,1.5945801785875365e-34,5.5641338921952749e-49,2.4928738038248561e-45,7.8992266161986386e-36,6.6626884391226618e-47,2.1495598690522442e-65,8.2855403063801071e-41,1.8968589250445708e-58,1.8778376708124276e-32,4.7909890845053197e-50,3.8517712098447335e-25,1.0634042838907023e-38,5.5638485520741583e-43,2.923813519044839e-34,6.1571836136591131e-64,6.8048477287706438e-70,1.9169515853113736e-39,5.2621508940290159e-51,2.6217697141117964e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999679518263,0.10880299999999982,0.0001,1.5014307385514286e-12,1.3259006007605875e-11,1.325896472262971e-11,6.1988391688681914e-18,9.9792216379074504e-17,4.0163958176298948e-12,6.3682774737448096e-17,1.4699255346177446e-24,6.3932226979741326e-25,9.8570034584014947e-28,8.1737108316304733e-21,5.222907832101833e-15,1.9276633002961827e-19,4.821365342089112e-28,1.0901832190658779e-30,3.4769423798776781e-32,2.1101503429113697e-34,6.9805638571937173e-15,9.5065140257888755e-41,8.4389643140654275e-47,4.6161501782118557e-48,1.2705635935269558e-54,5.8684279353812466e-53,5.7359089626505463e-20,3.8517580120000159e-25,1.1835341362662082e-30,1.5502804564418095e-31,2.0819208404447239e-18,6.8105555773227696e-37,1.6791240364664088e-45,4.6569233936002784e-25,8.9022961860127201e-50,3.4427429562230901e-20,8.069693704099538e-24,3.3916857906084402e-29,9.3928594492108413e-35,7.3483079431893251e-35,6.1393435799805861e-36,1.7881758627442413e-42,1.4452369065986386e-28,8.2735932106249114e-34,1.7432310196102995e-41,1.332292777556524e-34,9.9357849206660352e-42,1.0666865416800397e-32,5.2282799191537311e-34,1.155392519417311e-26,1.7199961391050834e-32,5.2868300099404657e-42,3.058332646544906e-48,2.1713170029975733e-32,1.4363026918416519e-32,2.4908702095126341e-33,9.6009895233517692e-39,8.6381328088388267e-40,6.8476630970801578e-39,3.8473715219928928e-40,2.0934310831346537e-52,1.4963640450485905e-55,6.5659837071963322e-57,7.7854615248482905e-38,3.5289286048124236e-43,2.4035381898207634e-43,3.7287005112992424e-44,1.4507752030324094e-56,9.2119555977838042e-30
4.168776294638851e-15,0.0026575918347170476,8.4353025794351237e-27,1.9915273433908444e-22,4.8820642623009104e-18,8.4352564585574596e-27,1.3159588307827432e-17,1.1720433127230225e-28,7.8172353933979729e-50,1.5335218692340786e-40,1.2358130554662624e-41,9.8292632429671857e-39,1.426859772405167e-33,1.2085108913062298e-22,2.7271900190321647e-34,1.593175272741179e-48,5.263296666367087e-45,1.3509870595555073e-35,1.4067710897796904e-46,6.4905000683471154e-65,2.1096743841947553e-40,3.6427684094279608e-58,3.9631196885350708e-32,1.4438216524665027e-49,8.1323680730432921e-25,2.7085412588471394e-38,9.5513767657594602e-43,6.1731358445048393e-34,1.2999922744180587e-63,1.6118750951555302e-69,4.8809655002044047e-39,1.5887932019681161e-50,1.0996306736974424e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999570239948,0.10880299999999969,0.0001,2.0133949824910108e-12,1.7780094742366984e-11,1.7780026077107616e-11,8.394346660744547e-18,1.7067133713856156e-16,5.381337284697144e-12,1.0888583126713684e-16,2.5284289215312231e-24,1.0952344704203512e-24,2.0812030910474238e-27,1.3979248157455891e-20,8.9276928810761167e-15,3.2968354865930099e-19,9.7666149135789434e-28,2.3017338468545278e-30,7.3318283021598404e-32,5.3692706925337044e-34,1.1932113730341798e-14,2.8686438774799653e-40,2.9794224469645754e-46,1.6297579186970166e-47,5.1918112070192616e-54,2.0729423275168029e-52,9.8099647012919169e-20,8.132334412542771e-25,3.0109125220820238e-30,3.9476702885011852e-31,2.7792508430106744e-18,1.7347190508860833e-36,4.0804037731576427e-45,9.8282957428794299e-25,3.1430065222206855e-49,5.8705538298034443e-20,1.686435407957464e-23,8.5506624995921435e-29,2.8065893835558094e-34,2.1955337503014119e-34,1.835411477490803e-35,5.3639150855084169e-42,2.4717499836878201e-28,1.7468261795877137e-33,3.70015109477175e-41,2.8111924827347782e-34,2.1090561935497587e-41,2.2252531010617793e-32,1.3188862718257129e-33,2.4389309859994335e-26,4.0691291552782323e-32,1.5837552733615374e-41,1.0669124281657884e-47,5.3002993136934085e-32,3.6577450987763763e-32,6.2796457612949816e-33,2.8149893796911801e-38,2.3647042956640193e-39,2.0435432099689662e-38,1.1502217498748033e-39,7.344609516207925e-52,6.0481509743919232e-55,2.3034073523130121e-56,1.6401541225607588e-37,8.8644454514859459e-43,6.1078161908036711e-43,8.8005639916807727e-44,4.156730750832177e-56,1.575500157903455e-29
