Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400)
3.646569996108089e-16,0.0020476494370889756,5.0870484818342101e-31,2.0583972944412379e-26,5.2187329128129871e-21,5.0870324489943039e-31,7.3907331103791183e-20,3.8657634868093244e-32,7.102392306315783e-56,1.8131468121092339e-44,1.7082568442375822e-47,5.6919974365750773e-44,1.4450857401923357e-37,6.3439054654697895e-25,6.3060536069566631e-38,4.3125333609970809e-55,1.5824346904588508e-50,1.7651609325192645e-39,1.5499482837121007e-51,5.7057112012401449e-75,1.30206098970545e-47,4.4489898817160749e-65,1.5389097530035377e-38,2.447663712355293e-57,1.2581488730572767e-29,7.7892446797774621e-45,1.3247699699246846e-47,5.0256741017197458e-39,3.6972442599171415e-71,1.4227442296791746e-77,3.3406833165789639e-46,9.1713854698754609e-59,4.029332759907264e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999993048281,0.108803,0.0001,3.3879516663208107e-14,3.2284408414916778e-13,3.2284409905745613e-13,1.926423074500211e-19,3.9143308830744559e-19,1.5598864299876266e-14,2.7641879273724542e-19,5.556063942075677e-27,3.504035200719061e-27,3.2299443059567763e-31,1.5157382079347352e-23,2.4819185848610941e-18,3.6450544411888573e-22,1.1604783386053367e-31,5.9379948843492705e-35,5.8256269415269778e-37,2.7319092564842792e-40,2.5786135129305125e-18,1.5508806871716052e-47,3.3505332641201783e-54,3.7795524845738841e-56,2.7850295833107697e-63,8.5504468124080899e-61,2.770643279371697e-23,1.2581479081042016e-29,8.6144731049634607e-36,1.0504450347290311e-36,1.6367684936398704e-20,1.719156554116579e-42,4.2406723672638376e-51,5.0510335871240357e-30,3.6799027725678991e-57,3.5455528261003264e-23,5.9472111472893352e-28,2.0633554085448638e-34,1.3717522834661471e-40,9.7119116502727869e-41,8.3609513684943679e-42,4.1233695841318042e-48,1.7838686009680865e-32,1.8542815337304381e-38,4.153992683599097e-46,4.7161581908508922e-40,2.2577204948001727e-46,1.5144395900958916e-37,1.0779365068442938e-39,2.626580237438093e-30,1.1644832499718939e-36,2.3743712240939231e-48,1.3702739215540923e-55,1.2239908647967614e-36,2.700966364127627e-37,6.2785934439283444e-39,5.8255458795836078e-45,1.3074964738823515e-46,4.1699055566430681e-45,4.5365163186447832e-47,1.1252890138670601e-59,1.6873949618602778e-64,1.7786241019878555e-65,9.1267281002945175e-44
7.296308167712362e-16,0.0020476494370889756,2.0361391128873764e-30,8.2389306931857293e-26,1.044196616512753e-20,2.0361362818561019e-30,1.4793954043418165e-19,1.5478757402816264e-31,2.8428065318794925e-55,2.9826680081533053e-44,7.4584733513785674e-47,2.7479411586215731e-43,2.8914309566055809e-37,1.2693323587473005e-24,2.5240650621123535e-37,3.7370535363707296e-54,1.266909885583533e-49,7.0652443506590797e-39,1.240909508877217e-50,1.8269140126984583e-73,2.0844581773229184e-46,3.0428647244724964e-64,1.2317363166313479e-37,3.9377812375102555e-56,1.0072826963411865e-28,1.2472922688920161e-43,5.3034619879132107e-47,4.0235814871371363e-38,2.9600409422637301e-70,1.9798881428582895e-76,5.3480710249289777e-45,2.9365724979628401e-57,2.5820426489022388e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899999986090514,0.108803,0.0001,6.7788468166316976e-14,6.4596798817364013e-13,6.4596790452025833e-13,5.0236598943258038e-19,1.5667492581267316e-18,3.1200924543840777e-14,1.1062793961450324e-18,2.8172521549260731e-26,1.5400836858115123e-26,2.5859330154152182e-30,6.0668967080327526e-23,9.9313169458856317e-18,1.4589703696141549e-21,9.0292278853276137e-31,4.7539995376451545e-34,4.6618536940348923e-36,4.3726260414691196e-39,1.0318238573213886e-17,4.9647714626112329e-46,2.1452213015527986e-52,2.4199066827808947e-54,3.5663317308869344e-61,5.4750888540799591e-59,1.1089776984219213e-22,1.0072811510779389e-28,1.378311352675699e-34,1.6818335736131297e-35,3.2678811573490811e-20,2.7528996690968466e-41,4.154441813431647e-50,4.0428244078329458e-29,2.356104968662275e-55,1.4164936716940406e-22,4.5651293014939088e-27,3.1595350195204692e-33,4.1940849747077101e-39,2.9694776275743872e-39,2.5572538281544362e-40,1.6312267371471701e-46,7.1401118898159823e-32,1.4845512098072835e-37,4.0776286494640846e-45,3.7747996864492461e-39,2.2492978104855001e-45,1.2017892159918914e-36,1.7113774231435804e-38,2.1026532338728227e-29,1.7162584118358678e-35,7.5405343990600799e-47,8.6539242630453381e-54,1.8853196244328816e-35,4.3246510160442717e-36,9.614159364602006e-38,1.7560045672194234e-43,3.5364119507856849e-45,1.2736529036305002e-43,1.3875367299670126e-45,7.1479721611731716e-58,2.1269396899420596e-62,1.1297582859555345e-63,7.2942298012534095e-43
1.459578451092091e-15,0.0020476494370889756,8.1471767730957018e-30,3.2966271768815437e-25,2.0888331333531305e-20,8.1472039098584879e-30,2.9618603799393619e-19,6.1980239794034249e-31,1.1374922712392867e-54,3.9756057639926215e-44,3.9596966978979127e-46,1.2466212777358297e-42,5.7841550136775543e-37,2.5392162862722438e-24,1.0099550048152701e-36,3.8837979743875381e-53,1.0139128605247254e-48,2.8270184138925336e-38,9.9311826514715463e-50,5.8457052659444301e-72,3.3347764079745394e-45,1.6897299566354758e-63,9.8524007359911708e-37,9.798919769865302e-55,8.0613003323652659e-28,1.9964743423820869e-42,2.1250438446678214e-46,3.2200862674060837e-37,2.3689290970940692e-69,2.2389504902157556e-75,8.5559985077659527e-44,9.3962475849370348e-56,1.6535511395718004e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899999972174996,0.108803,0.0001,1.3560637113097688e-13,1.2922140875157327e-12,1.2922131633758088e-12,1.1706177981034237e-18,6.26901224707434e-18,6.2373997373338833e-14,4.4256303917024589e-18,1.2949873190651353e-25,6.4696034822716e-26,2.0695541501055719e-29,2.4275443847230658e-22,3.9715610879038883e-17,5.8377724796727297e-21,6.8397544912037761e-30,3.8046340749937343e-33,3.7273990956895674e-35,6.9926930897183616e-38,4.1262921157873343e-17,1.5879738628775322e-44,1.3723091171522947e-50,1.5480272814448689e-52,4.5628342371398111e-59,3.5031553389559685e-57,4.4373419893720414e-22,8.061275625000418e-28,2.2025974588372969e-33,2.6912382751367987e-34,6.5090206725030741e-20,4.4064620286434185e-40,3.8000612839730211e-49,3.2337709638588525e-28,1.5072133467428287e-53,5.6467110171238123e-22,3.5658489464539216e-26,4.9294647807410247e-32,1.3068961501638563e-37,9.2536162275993062e-38,7.9742675671676686e-39,5.9593946807480293e-45,2.8569663092111976e-31,1.188089762477179e-36,3.6727720659247175e-44,3.0193970634886573e-38,2.0468406956491725e-44,9.450606694161536e-36,2.6931743745160263e-37,1.6824295250227866e-28,2.3686635229375489e-34,2.373964613250456e-45,5.387568295562406e-52,2.8037124048717989e-34,6.9209353607364398e-35,1.499987339427018e-36,5.3217051570696423e-42,8.9517549332375849e-44,3.9608090693646792e-42,4.3268262577602956e-44,4.5013867849923431e-56,2.6386153442337661e-60,7.1140055107639588e-62,5.8173714258791631e-42
2.9194737197338003e-15,0.0020476494370889756,3.2593789290996588e-29,1.3188509046209056e-24,4.1780655959906427e-20,3.2594588226279109e-29,5.9340734461954224e-19,2.4832178825468189e-30,4.5507114720275714e-54,4.6588584065255829e-44,3.1211001185306261e-45,6.1786367244838277e-42,1.156988748620927e-36,5.0789853543269064e-24,4.0404798440237365e-36,5.9218089110176755e-52,8.1128419693950955e-48,1.1309917564429405e-37,7.9466713805990868e-49,1.8691792330878033e-70,5.331249804097937e-44,8.1848028868681777e-63,7.875055539959956e-36,2.9735721304891584e-53,6.450228931171226e-27,3.1949910748397053e-41,8.5963955282850063e-46,2.5765893421691203e-36,1.8955005104973094e-68,2.20126404178622e-74,1.3678327913982774e-42,3.0044038564054992e-54,1.0586027332136611e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899999944343994,0.10880299999999996,0.0001,2.7124217689406539e-13,2.5846996267278364e-12,2.5846942729409003e-12,2.5318509656500368e-18,2.5079926620163794e-17,1.2459619928877252e-13,1.7697984423631826e-17,5.5828304733349417e-25,2.6523064236787598e-25,1.6559926819197135e-28,9.7117235386435128e-22,1.5870781849085968e-16,2.3354820599820845e-20,4.9415539933495694e-29,3.0442692129781687e-32,2.9768986419385532e-34,1.1170295851410328e-36,1.6489103545470533e-16,5.0735112719651175e-43,8.7690859877509088e-49,9.8919355363807835e-51,5.8313764263767529e-57,2.2394350480930024e-55,1.7752150848101928e-21,6.4501895005980754e-27,3.5134112394461886e-32,4.3043287946732933e-33,1.2908040758345461e-19,7.0518691452994839e-39,3.7350458509033261e-48,2.5847641868831257e-27,9.6311380448549805e-52,2.2423360617730368e-21,2.8037313687460262e-25,7.7478717333366177e-31,4.1010958064019734e-36,2.9041922053859775e-36,2.5059665535267348e-37,2.0480330408830071e-43,1.142966001442337e-30,9.5064799877980757e-36,3.1326660283039523e-43,2.4134364055397636e-37,1.756507484549608e-43,7.3052045694626112e-35,4.1683017638412038e-36,1.3456692479679498e-27,2.9681237815908264e-33,7.3524846134805324e-44,3.2636010864374799e-50,3.92772032942957e-33,1.107152832000653e-33,2.3575979460242207e-35,1.5832497088184653e-40,2.0420261091506381e-42,1.2379685405157727e-40,1.359784717112512e-42,2.7890294302222092e-54,3.1790887143816613e-58,4.407083997404216e-60,4.6227302111780074e-41
5.839264257017219e-15,0.0020476494370889756,1.3038404515956304e-28,5.2757157596675695e-24,8.3563679522953958e-20,1.3039933099775685e-28,1.1907631712435591e-18,9.9625240429436937e-30,1.8204446791603989e-53,5.0757262579226823e-44,3.6608302132242732e-44,4.2074644538137634e-41,2.3143658077526845e-36,1.0158528346518206e-23,1.6163260806554273e-35,1.3572824710514018e-50,6.4908875942937362e-47,4.524337674746029e-37,6.3582869589727097e-48,5.9702621791070314e-69,8.513388583156452e-43,3.6494497949459311e-62,6.2873033083690848e-35,9.4189541611998476e-52,5.1606153031921808e-26,5.1124485924970418e-40,3.7420440068615632e-45,2.0616132966752769e-35,1.5165480580080208e-67,1.9837299312007803e-73,2.1842705606068543e-41,9.5957824987005229e-53,6.7760605199413343e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899999888682078,0.10880299999999982,0.0001,5.4251378775531764e-13,5.1696441983960441e-12,5.1696188605606832e-12,5.260981963869865e-18,1.0032623537480629e-16,2.4854679542920638e-13,7.073842173538962e-17,2.3210582487721449e-24,1.0734808906194822e-24,1.3249758217624504e-27,3.8849783864626398e-21,6.3344351750706864e-16,9.3426333127734172e-20,3.3057933016898788e-28,2.4356212217864523e-31,2.3728534193068799e-33,1.780970354635942e-35,6.5812231872449554e-16,1.6179172682655933e-41,5.5929891194824852e-47,6.3091593996960372e-49,7.438709854974316e-55,1.4294905247971693e-53,7.1013530309975448e-21,5.1605525729425111e-26,5.585697734355176e-31,6.8795484039135968e-32,2.538149938498019e-19,1.1284443972489954e-37,4.9428654337834497e-47,2.0636305113065956e-26,6.1428264610030991e-50,8.8390508068281926e-21,2.2008423039459843e-24,1.2164460828790611e-29,1.2840135582766257e-34,9.0950413502846804e-35,7.8685309995833306e-36,6.7455644765531403e-42,4.5721844689870237e-30,7.6058220363437577e-35,2.590984025681508e-42,1.9268807441188273e-36,1.4576111323361561e-42,5.4663771564239282e-34,6.2518703996024193e-35,1.0757922551024697e-26,3.3044403843860211e-32,2.2078516360262936e-42,1.8772028233489457e-48,5.0251345961803489e-32,1.7702781174582951e-32,3.7015158267194504e-34,4.4918913250716151e-39,4.1365231863711065e-41,3.8454586167618205e-39,4.2699370935318302e-41,1.6758875287020517e-52,3.6385148042103689e-56,2.6473040471116615e-58,3.648257065609823e-40
8.759054794300638e-15,0.002047649437088975,2.7707021063812628e-28,1.1210991983504225e-23,1.2534507462265895e-19,2.7712845304571966e-28,1.7910321786151304e-18,2.1213452384106176e-29,3.8685678931862648e-53,5.1111049289951641e-44,1.2724558239404299e-43,1.2513234106902053e-40,3.4720872628100433e-36,1.5238076198856174e-23,3.4347799987729773e-35,5.8691813749772314e-50,1.8560330621384822e-46,9.6144512944745581e-37,1.8181829248593561e-47,2.7236937737768262e-68,3.1304766062285382e-42,8.0326647959265762e-62,1.7956337019815263e-34,4.2939202851908347e-51,1.4756399259945565e-25,1.8817531724028808e-39,8.7975527585358676e-45,5.8954293554188339e-35,4.3365014396081118e-67,5.8659930361461322e-73,8.0318286937683106e-41,4.3776015509973634e-52,3.7789377168150152e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999833020301,0.10880299999999964,0.0001,8.1378539795164542e-13,7.7545623083699443e-12,7.7545058177436678e-12,7.9905377027547372e-18,2.1319595059689871e-16,3.7200554335664729e-13,1.5023576640955774e-16,4.9890494347604556e-24,2.2883155926631169e-24,3.7888069998796597e-27,8.2557370967832158e-21,1.3439910478175518e-15,1.9853490323191457e-19,8.5826065695186851e-28,6.9644827764926451e-31,6.7704986888073203e-33,6.5439150468083715e-35,1.3963526033419789e-15,7.376293918865182e-41,3.0692332676081286e-46,3.462243621861643e-48,4.7939712088023787e-54,7.8468873396878156e-53,1.5090611219482448e-20,1.4756169013406209e-25,2.0495685304347928e-30,2.5307601324666224e-31,3.753861608540665e-19,4.1535842806551981e-37,1.8532399616723856e-46,5.8936644581791851e-26,3.3709671098248484e-49,1.8594209713274955e-20,6.2353331330867051e-24,4.4433022294756157e-29,5.8177374364949351e-34,4.1212972387349955e-34,3.5693438469795671e-35,3.0891940663179866e-41,9.7160491752855349e-30,2.1748274740409456e-34,7.4730113671521142e-42,5.5031693985918136e-36,4.2077812197296261e-42,1.5047200270902018e-33,2.231377845244925e-34,3.0747824119452203e-26,1.0443346087147617e-31,9.8255536736636727e-42,9.9392057082142271e-48,1.6747700283840905e-31,6.5135676496820114e-32,1.3520490646575872e-33,1.9577134390003062e-38,1.6117652531632974e-40,1.7367450021697832e-38,1.9370007086912575e-40,9.009966644785343e-52,2.2721439563541155e-55,1.4230903316127466e-57,1.0350652035889963e-39
1.1678845331584056e-14,0.002047649437088975,4.72651161322304e-28,1.9124602335834267e-23,1.6712483855782635e-19,4.7280177885916162e-28,2.3942143341325532e-18,3.6255157950498869e-29,6.5994689824416227e-53,5.4609366992897656e-44,3.1331083525004059e-43,2.8346654380803095e-40,4.6302640310301709e-36,2.0317628915407265e-23,5.8594131312659977e-35,1.6978618634457884e-49,3.9149633959117087e-46,1.6401334230248489e-36,3.8352791626057726e-47,8.1129039874006026e-68,7.9326043596254478e-42,1.3950889381810645e-61,3.7833880033179807e-34,1.2786121804942619e-50,3.1125758114924093e-25,4.7725737283880889e-39,1.7023914473967816e-44,1.2436204853377382e-34,9.1471065049466657e-67,1.2609568179189859e-72,2.0352593906219388e-40,1.303889888824981e-51,1.4249158370760701e-66,0.88129999999999997,0.0,0.0,0.0,0.009889999977735861,0.10880299999999937,0.0001,1.0850570074830489e-12,1.0339453995836448e-11,1.0339355145563426e-11,1.0720096156755394e-17,3.6368799877608986e-16,4.9497439477313686e-13,2.5615125344723548e-16,8.5622325389548447e-24,3.909139016213568e-24,7.9920728636119173e-27,1.408343107158293e-20,2.2894146847638468e-15,3.3868017273216849e-19,1.6672544725683356e-27,1.4690230329087116e-30,1.4253397904642027e-32,1.6570965049071192e-34,2.3786097090542432e-15,2.1958051720358762e-40,1.0540901797003753e-45,1.189065227725869e-47,1.8703544390067865e-53,2.6962385065884782e-52,2.57429337202639e-20,3.112517563421593e-25,5.1836474466133793e-30,6.415369255899538e-31,4.9387421312554303e-19,1.0534771723377494e-36,4.9317233128904201e-46,1.2417914324148631e-25,1.1577177813417511e-48,3.1426977748454552e-20,1.3049336650446294e-23,1.1196449040731762e-28,1.7227052383352724e-33,1.220482074612121e-33,1.0580558333061274e-34,9.2120556232665055e-41,1.6574526782469257e-29,4.5873718422166359e-34,1.5838994473707619e-41,1.1595254485527046e-35,8.9227613792863856e-42,3.0676044580635018e-33,5.5058266608399766e-34,6.4830452606442748e-26,2.343283798525879e-31,2.8621895084711803e-41,3.3044833092060417e-47,3.9071928399375289e-31,1.6514587034095504e-31,3.4069585118880017e-33,5.6019847337435826e-38,4.2307237999082551e-40,5.127771752878273e-38,5.7419892182435572e-40,3.0374388696626604e-51,8.6165064837199701e-55,4.7969973320169665e-57,2.1679041324580755e-39
1.7518426406150894e-14,0.002047649437088973,9.7856262998196371e-28,3.9594612027783241e-23,2.5068053008084026e-19,9.7910017423255861e-28,3.6074155244691324e-18,7.5295447640334274e-29,1.3663828511886102e-52,1.381131923756002e-43,1.0629487492750015e-42,8.91213956755735e-40,6.948019159755097e-36,3.047674577714113e-23,1.2131358149130539e-34,7.1988739697015927e-49,1.0693123688495975e-45,3.3957318819503645e-36,1.0476410342663646e-46,3.5470871088633423e-67,2.7699474074182373e-41,2.903366799503545e-61,1.0314804828409329e-33,5.588554230316582e-50,8.5014446332443661e-25,1.6690024547557332e-38,4.6119331233226616e-44,3.3972637838185106e-34,2.49842250198438e-66,3.4981851457809724e-72,7.1068228985472341e-40,5.7002513079736963e-51,1.0351324201582912e-65,0.88129999999999997,0.0,0.0,0.0,0.009889999966603549,0.10880299999999871,0.0001,1.6276002249853204e-12,1.5509175478856778e-11,1.5508965490721438e-11,1.6179152734239566e-17,7.529660772237348e-16,7.3976836442708339e-13,5.2986396209558727e-16,1.7832948845922673e-23,8.1017719681917592e-24,2.1830892118818701e-26,2.915810341045782e-20,4.7286136817336294e-15,7.0119859104662629e-19,4.0135266658845057e-27,4.0123770436319807e-30,3.8805355026920238e-32,5.7797173061611415e-34,4.9128392897613811e-15,9.589962832882496e-40,5.6580215641122748e-45,6.3825295486727169e-47,1.2144387710847914e-52,1.4497972838691967e-51,5.3297454135586121e-20,8.501241804671297e-25,1.8042295829712999e-29,2.2415892918002605e-30,7.238555984920151e-19,3.6843680461059055e-36,1.9213949863184258e-45,3.3855480998042523e-25,6.2142696639090858e-48,6.4072719110955121e-20,3.5198628092282571e-23,3.8748512360973075e-28,7.4589588436533245e-33,5.2852840415649723e-33,4.5895681894118764e-34,4.0236118541446314e-40,3.4315470595044027e-29,1.2529558356373444e-33,4.3476186088363955e-41,3.1613131473749087e-35,2.4504427256040853e-41,7.9247992435326289e-33,1.8396513560123864e-33,1.7695418344737416e-25,6.8538657812282581e-31,1.2051035439069711e-40,1.6771545039558646e-46,1.2019776813683502e-30,5.7721011587968638e-31,1.1790755068952207e-32,2.2924753446592758e-37,1.5343878800398999e-39,2.2091937385455783e-37,2.4908469668697877e-39,1.5790916762402998e-50,5.3282767740544803e-54,2.4933323891828625e-56,5.8524396197686381e-39
2.335800748071773e-14,0.0020476494370889717,1.6642682776743736e-27,6.7339018470760568e-23,3.3423020180040228e-19,1.6656269276184497e-27,4.8313291290443555e-18,1.2843640382235254e-28,2.3239356003936535e-52,-8.225803663359055e-43,2.6091358752416236e-42,2.1110973922729529e-39,9.2683294349333819e-36,4.0635880560127611e-23,2.0632478589477122e-34,2.0605695343126361e-48,2.2373766758205151e-45,5.7752942786734426e-36,2.1922095133648866e-46,1.0325146974233911e-66,6.9128310477216964e-41,5.4799849270241599e-61,2.1547117007588761e-33,1.6265378406128699e-49,1.7787856493841875e-24,4.1703892325814764e-38,1.0345713931568109e-43,7.1093892101873112e-34,5.227647404896396e-66,7.6113468708822459e-72,1.7736172738451843e-39,1.6591680669145166e-50,3.8062503865954979e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999554712768,0.1088029999999978,0.0001,2.1701434400424311e-12,2.0678800118209071e-11,2.0678437468207917e-11,2.163810475737599e-17,1.2805859749134023e-15,9.8277691083859927e-13,9.0040440060959384e-16,3.0432164478989414e-23,1.3782434082645312e-23,4.5681253326481674e-26,4.9590303430601303e-20,8.0238164467222728e-15,1.1925564812260031e-18,7.5503909493539415e-27,8.3952364733070158e-30,8.0962198229621232e-32,1.4410575406417546e-33,8.3364223315574176e-15,2.789214911472772e-39,1.883009788661826e-44,2.1241297938576703e-46,4.5538574361939352e-52,4.8297065420084108e-51,9.0644547255576229e-20,1.7787351463781141e-24,4.4907957931343953e-29,5.5971936920836568e-30,9.4313722495936213e-19,9.2067999759570109e-36,5.273704763715533e-45,7.0722453408294022e-25,2.0681330893211201e-47,1.0739376103335187e-19,7.2853772478571442e-23,9.6013421248120296e-28,2.1553489845711785e-32,1.5274315867443885e-32,1.3280943098532316e-33,1.1689086103661418e-39,5.8361382456696374e-29,2.6215949216785041e-33,9.1232042339948162e-41,6.6039224776479858e-35,5.1436489771500064e-41,1.5786876501518059e-32,4.4281213316282216e-33,3.7002725970457863e-25,1.4962440215444551e-30,3.4078734525798406e-40,5.3583193215477462e-46,2.717508018475615e-30,1.4416408155562834e-30,2.9215859447773372e-32,6.3470998875921441e-37,3.9109505311857492e-39,6.3591584463353673e-37,7.2081007437594617e-39,5.1347844085960534e-50,1.9326680939460763e-53,8.1064617561657968e-56,1.2119394441148901e-38
2.9197588555284565e-14,0.0020476494370889695,2.5426029627977713e-27,1.0287690244370418e-22,4.1777340720850446e-19,2.5455090663201913e-27,6.0667201029093353e-18,1.9681356871053283e-28,3.5505782753277782e-52,1.2437694802216252e-41,5.4584762621548972e-42,4.3146597665790376e-39,1.1592057084718329e-35,5.0795034571676456e-23,3.152203947263897e-34,4.934399923678424e-48,4.0730806651726466e-45,8.8233905483027474e-36,3.9911862183506997e-46,2.5045953635943072e-66,1.4648008069179128e-40,1.6036335987294961e-61,3.9161130803395383e-33,3.9448137977680739e-49,3.2382012046392185e-24,8.8479284832557451e-38,2.1216205549487303e-43,1.2944890490091177e-33,9.5169438149992512e-66,1.1053266728279828e-71,3.7582229048163949e-39,4.0244006164738192e-50,1.132603859730765e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899999443390462,0.10880299999999665,0.0001,2.7126866524797287e-12,2.5848321254322702e-11,2.5847761201792995e-11,2.7096950622021717e-17,1.9564220755345294e-15,1.2238853765470736e-12,1.3744309946416561e-15,4.6597456743607477e-23,2.1053450711624641e-23,8.3167737160615483e-26,7.5762597516959975e-20,1.2229994380526175e-14,1.8219542802892716e-18,1.2430115704305954e-26,1.5283170967706594e-29,1.4696126364552775e-31,3.0506282865733624e-33,1.2706471907318592e-14,6.7601608250850975e-39,5.1477755803897197e-44,5.8069531154483432e-46,1.387304085853815e-51,1.321832404591837e-50,1.3848330876343271e-19,3.2380944388749119e-24,9.4903073910979335e-29,1.186658707113247e-29,1.1514473259825105e-18,1.9534444195512295e-35,1.2282808592904566e-44,1.2853563573674338e-24,5.6538714119837702e-47,1.616568727538106e-19,1.3120041895653146e-22,2.0201205810604692e-27,5.1902443041986906e-32,3.6786358387761356e-32,3.2027740240196944e-33,2.8273598243067312e-39,8.9162397007070504e-29,4.7724846739529187e-33,1.6642269879439225e-40,1.2002574568866411e-34,9.3848706130525395e-41,2.7358606219824684e-32,9.0497797775839244e-33,6.7321171352660957e-25,2.809194889997344e-30,8.0304026263703377e-40,1.4058644297376563e-45,5.2486942083713669e-30,3.0571934674603226e-30,6.1470146871055059e-32,1.4655506796475416e-36,8.4058881288419065e-39,1.5253752969996315e-36,1.7383422353883504e-38,1.3714246106513415e-49,5.6968060053298263e-53,2.1647884174356079e-55,2.1833427951612496e-38
4.087675070441824e-14,0.0020476494370889626,4.8892074929119506e-27,1.9781911072727382e-22,5.848399100629193e-19,4.8999922382126653e-27,8.5726536302369998e-18,3.8110312944576225e-28,6.8283845002301485e-52,5.8471231875915798e-44,1.9348018423948524e-41,1.5144161236553356e-38,1.6254218827217352e-35,7.111340167301335e-23,6.0616869641722381e-34,2.4633793304298947e-47,1.0754212456834167e-44,1.6967185474329264e-35,1.0540147882630305e-45,1.2909896301542897e-65,5.3447507376207363e-40,7.2781372382148753e-61,1.0293389133321987e-32,2.032811935961026e-48,8.549669939284803e-24,3.2415667400364838e-37,8.8222586454472292e-43,3.4203928746453515e-33,2.5129442391512701e-65,2.2972935475463217e-71,1.3712966421859114e-38,2.0738967588678166e-49,9.3706729724790332e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899999220747187,0.10880299999999357,0.0001,3.7977730693303349e-12,3.6187048254482667e-11,3.6185954674060864e-11,3.8014305973837875e-17,3.7620043465949916e-15,1.7003688382415687e-12,2.6377039344080695e-15,8.9849101638888377e-23,4.0439717989857788e-23,2.1962948613797454e-25,1.4568726605770747e-19,2.3391206403575552e-14,3.5035244008475354e-18,2.6446430056517055e-26,4.0351523546450635e-29,3.849752595041857e-31,1.1096811981821735e-32,2.4302521964044573e-14,3.4732982382570521e-38,3.8191104027048414e-43,4.3081623692689081e-45,1.5248311291743403e-50,9.8483318390304715e-50,2.6629232966396776e-19,8.5492832687150536e-24,3.4330667355648563e-28,4.3374118355334912e-29,1.5375381937752329e-18,7.1579792554596488e-35,5.9594626713704606e-44,3.3785255103867913e-24,4.1945993255567922e-46,3.0060194470413594e-19,3.3670361555272892e-22,7.210717461571297e-27,2.6033348978988076e-31,1.8460356455107177e-31,1.6154529378154339e-32,1.4347367642719768e-38,1.7145256930691163e-28,1.2600443127019244e-32,4.4067025443568275e-40,3.1549675268840172e-34,2.4857665904393594e-40,6.3815652526723512e-32,2.9617147196023789e-32,1.7745258729378189e-24,7.7601493862549065e-30,3.7268126855224802e-39,8.7442463274999912e-45,1.5218041855151657e-29,1.1183741448934751e-29,2.1941532393584295e-31,6.3930501101190989e-36,3.1140190743485361e-38,7.5387105912864599e-36,8.7694091556670589e-38,9.195006904991946e-49,5.344760812825281e-52,1.4504646188757835e-54,5.6063428581500194e-38
