Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832)
6.586295829979329e-10,0.002727595360375347,2.8751627366638416e-20,2.2803640951607989e-15,1.8722541463297048e-15,-3.9737204787895706e-16,1.5551191273142337e-12,9.7982148730923936e-19,-4.0504907083204995e-30,-6.6628839511583929e-25,3.9808287902034375e-31,-2.0314390958303588e-15,-8.5130526349417989e-16,-1.0621889202303583e-18,-6.4961008371847565e-20,-1.6310539891492792e-30,-1.2023515081225401e-31,-6.3275594971590173e-28,9.2899398877076097e-31,3.6716896577094029e-41,5.5214753595163354e-30,1.3367691558443052e-15,3.1454356885296032e-40,1.0486141760826365e-16,3.215560477280838e-34,-6.0080304944003923e-34,-1.1201076619324166e-19,-1.9247153561808154e-16,-2.0624042818665488e-40,1.1997481415542167e-21,1.9631762028198769e-25,2.3811799569358598e-32,2.3849982086724539e-34,0.88129999999999997,0.0,0.0,0.0,0.009889885086715209,0.10880297334300892,0.00010000000000000076,9.0726259226660304e-09,5.2145767609055306e-08,2.6524407227733739e-08,7.6429775754148607e-14,2.6138544395114708e-08,1.3412255714736307e-12,5.1679342972641002e-10,1.0992772063869609e-15,1.3161735482418083e-17,2.1252016721841126e-14,9.581639892121527e-13,5.127480225728487e-10
6.712502289197876e-10,0.002727595358462409,3.1156665334456582e-20,2.4711170155631185e-15,1.72331611798747e-15,-4.0806466478452005e-16,1.6118757415045568e-12,1.0482948458510257e-18,-4.1711303416382644e-30,-1.7249614081963334e-25,4.2035189217861312e-31,-2.0767025121237445e-15,-8.6452870919117471e-16,-1.07435416575865e-18,-6.7160726971819819e-20,-1.6141439717626312e-30,-1.2596504574339757e-31,-6.4898805741307075e-28,9.8106953070015896e-31,3.8690281020615371e-41,5.6075283385828323e-30,1.3627792494220878e-15,3.2193584995977518e-40,1.0810201274469885e-16,2.8247190225400187e-34,-6.4131464929218412e-34,-1.1507796398176017e-19,-1.977913843533493e-16,-2.1858155306945154e-40,1.2558061774701616e-21,2.0524796229670229e-25,2.5359142957018409e-32,2.5177371430365927e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898828847990266,0.10880297264155929,0.00010000000000000076,9.2464591411717053e-09,5.3144897669353315e-08,2.6842080087208966e-08,7.7894195913503357e-14,2.6829976414416503e-08,1.3412252918507845e-12,5.2675153413346015e-10,1.1283559610051591e-15,1.3415349334756622e-17,2.2525245494243115e-14,9.9554082240246556e-13,5.2259779698176648e-10
6.838708748416422e-10,0.0027275953565445493,3.3333900550977454e-20,2.6438023616707246e-15,1.527611603563863e-15,-4.184607396039451e-16,1.6695001667322462e-12,1.1202044163283681e-18,-4.2607787332229003e-30,1.623772883712245e-24,4.4262375769107874e-31,-2.0459849612858252e-15,-8.0261472802198411e-16,-1.0858633107423424e-18,-6.9371494858175144e-20,-1.6399381784600149e-30,-1.3188943240227209e-31,-6.6541042446669077e-28,1.0332726636354841e-30,4.0399841210933405e-41,5.6874610989029938e-30,1.3132510667507819e-15,3.2942573252006511e-40,1.1132153636973663e-16,2.3944879835051376e-34,-6.8504798970921885e-34,-1.1806867945088334e-19,-2.0298639290855403e-16,-2.3110525801778e-40,1.3123084002639076e-21,2.1444891903874116e-25,2.6976354299803944e-32,2.650758281342682e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898806828846449,0.1088029719383044,0.00010000000000000076,9.4202917488642153e-09,5.4144026549385728e-08,2.7157947824105523e-08,7.9358614324946637e-14,2.7523212785729546e-08,1.3412250122281786e-12,5.3670962666298912e-10,1.1575105993891872e-15,1.3668962884597453e-17,2.3847709106273192e-14,1.0336457862686568e-12,5.3244756919125764e-10
6.964915207634968e-10,0.0027275953546220546,3.524752681591233e-20,2.7955802294241689e-15,1.3231904083075126e-15,-4.2787493081396664e-16,1.7280369912777285e-12,1.1956556401555534e-18,-4.3063564465508466e-30,2.626829451463475e-25,4.6332321267424199e-31,-1.97892621625236e-15,-7.0720312370781119e-16,-1.0956338896229366e-18,-7.1535877352411088e-20,-1.6858858712798631e-30,-1.3803294357073083e-31,-6.820076383433186e-28,1.0820761823577958e-30,4.1756639545535021e-41,5.7574014391677164e-30,1.2289507842683858e-15,3.3700147192644101e-40,1.1439319857083124e-16,1.8868290744209172e-34,-7.3376872892202825e-34,-1.2079646708307685e-19,-2.0774227434010374e-16,-2.4366311651131849e-40,1.3669610414395984e-21,2.239148424477775e-25,2.8660607596652046e-32,2.7750593133024069e-34,0.88129999999999997,0.0,0.0,0.0,0.009889878480972062,0.10880297123334874,0.00010000000000000076,9.5941237457456103e-09,5.5143154245342533e-08,2.7472114969208132e-08,8.0823030982898196e-14,2.821814897829125e-08,1.341224732605812e-12,5.4666770728190453e-10,1.1867367253969103e-15,1.3922576131097783e-17,2.522028474140288e-14,1.0724796220379869e-12,5.4229733920132405e-10
7.091121666853514e-10,0.0027275953526951923,3.7144592874240892e-20,2.9460447789104639e-15,1.5429881029599524e-15,-4.3829508766869582e-16,1.7878799963221743e-12,1.2747640036716048e-18,-4.3752564695015422e-30,-7.6703539732813807e-24,4.8661395422381129e-31,-2.3019241052138951e-15,-9.9889364036625637e-16,-1.1073714109631193e-18,-7.381543619027515e-20,-1.5581347918556139e-30,-1.4432785703798791e-31,-6.9878112041858641e-28,1.1367973535636453e-30,4.3285286014162822e-41,5.8579420094096316e-30,1.5330160564911186e-15,3.4467657519122512e-40,1.1767930251736539e-16,1.4376384110156249e-34,-7.8282607411936793e-34,-1.2380148337458269e-19,-2.1296896147627709e-16,-2.5621500737083375e-40,1.4261018987488969e-21,2.3364848841335551e-25,3.0427776800405606e-32,2.9144175528300102e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898762790612625,0.1088029705267904,0.00010000000000000076,9.7679551318179282e-09,5.6142280775810212e-08,2.7784680020145349e-08,8.2287445914602602e-14,2.8914686494533708e-08,1.3412244529836832e-12,5.5662577608612016e-10,1.2160301966180201e-15,1.4176189076700226e-17,2.6643847290930582e-14,1.1120430707845995e-12,5.5214710701196777e-10
7.21732812607206e-10,0.002727595350764216,4.1096460612934081e-20,3.2594818581680113e-15,4.6450366373814938e-15,-4.6135287936983244e-16,1.8487394875755135e-12,1.3576512091167289e-18,-5.0947591008161858e-30,4.7458956408327494e-24,5.3988777626038203e-31,-4.1961485000937187e-15,-2.824914397213167e-15,-1.1397566805136013e-18,-7.7175201714398445e-20,-1.3989244027311498e-30,-1.5036572686446039e-31,-7.1588451566845991e-28,1.2587955350340721e-30,4.9750129770240664e-41,6.156186536366259e-30,3.3875121810327137e-15,3.526157051874958e-40,1.2332038374642444e-16,1.7879372443711438e-34,-8.025208117689168e-34,-1.3024708549582731e-19,-2.2399765142096876e-16,-2.7000166380794398e-40,1.5289861281759916e-21,2.43746349568349e-25,3.2367698769962479e-32,3.2253830437452514e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898740771520728,0.10880296981872253,0.00010000000000000076,9.941785907083209e-09,5.7141406305908079e-08,2.8095735787337616e-08,8.3751859362067374e-14,2.9612732524687451e-08,1.3412241733617743e-12,5.6658383417427434e-10,1.2453871098480621e-15,1.4429801749384338e-17,2.8119269442459741e-14,1.1523368734560221e-12,5.6199687262318994e-10
7.224427239403104e-10,0.0027275953506554844,4.1460653881418929e-20,3.2883672567186486e-15,4.8306209752444106e-15,-4.6346627099062914e-16,1.8521684836399783e-12,1.3624283102574429e-18,-5.1903976244190602e-30,8.8437118062701364e-27,5.4486567839381646e-31,-4.3035981062379495e-15,-2.926144612983499e-15,-1.1428996731148309e-18,-7.7433019891688749e-20,-1.4009029450779154e-30,-1.5068171965829675e-31,-7.1686339689380301e-28,1.2700998455988123e-30,5.0528089023718123e-41,6.1860175253800192e-30,3.4913848184552095e-15,3.5307728006546629e-40,1.2378896455058148e-16,1.8595519809046933e-34,-8.0158358355456406e-34,-1.3083180569633528e-19,-2.2499253747587646e-16,-2.7087210111206404e-40,1.5375874123538526e-21,2.4432952502238615e-25,3.2485434265654628e-32,3.2542077032434655e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898739532947231,0.10880296977885071,0.00010000000000000078,9.9515638700466604e-09,5.7197607093712308e-08,2.8113189643721438e-08,8.3834232583855623e-14,2.9652040621561011e-08,1.3412241576330478e-12,5.6714397467015945e-10,1.2470402449466476e-15,1.4444067455306316e-17,2.8203820269594141e-14,1.1546251115881956e-12,5.6255092187348308e-10
7.23862546606519e-10,0.002727595350437979,4.2217365388146114e-20,3.3483845842762499e-15,5.0062181319724345e-15,-4.6787417712720779e-16,1.8590350584582615e-12,1.372019372816445e-18,-5.4083394886013957e-30,-1.709270228022217e-26,5.5533739763833225e-31,-4.421855614513771e-15,-3.0314343087736266e-15,-1.1495016425738924e-18,-7.7964473240590693e-20,-1.4048102416327544e-30,-1.5130892713198671e-31,-7.1882889755130517e-28,1.2938669622050006e-30,5.2281677176735966e-41,6.2506941653902557e-30,3.6021898652490453e-15,3.5400783917215943e-40,1.2476023687076134e-16,2.0130588985095128e-34,-7.9920711750653091e-34,-1.3205060048915667e-19,-2.2706557740171894e-16,-2.7267101598015019e-40,1.5554470466860434e-21,2.4550216920679422e-25,3.2723276221686332e-32,3.3148168016728408e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898737055800375,0.1088029696990936,0.00010000000000000078,9.9711197901756873e-09,5.7310008660481906e-08,2.8148083924559949e-08,8.3998979014307081e-14,2.9730670239931592e-08,1.3412241261755961e-12,5.6826425558493342e-10,1.2503470797293184e-15,1.4472598865189335e-17,2.8373423069157649e-14,1.1592085280680886e-12,5.6365902035319183e-10
7.267021919389363e-10,0.002727595350002821,4.3772167195637648e-20,3.4717011091072372e-15,5.0774965828515318e-15,-4.7700233859414715e-16,1.8727969820879828e-12,1.3913493850680257e-18,-5.8945837309903307e-30,1.5863366727802185e-24,5.7737337298068359e-31,-4.5168179382029467e-15,-3.099546810548167e-15,-1.1632435076314325e-18,-7.9057591817295609e-20,-1.4158840150193632e-30,-1.525617985860949e-31,-7.2279411295206301e-28,1.343864709006305e-30,5.6171476936962393e-41,6.389979421750009e-30,3.6817285888542705e-15,3.5590289197601521e-40,1.2676454639688776e-16,2.3282156143277359e-34,-7.9355403870597403e-34,-1.3457366597839525e-19,-2.3135620622365655e-16,-2.7655818902942205e-40,1.5924060029652142e-21,2.4787474658884249e-25,3.3205580393064562e-32,3.4423395144842364e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898732101507271,0.10880296953952609,0.00010000000000000079,1.0010231607242252e-08,5.7534811752950121e-08,2.8217819176465706e-08,8.432847181433134e-14,2.9887982757194817e-08,1.3412240632607003e-12,5.7050481708593587e-10,1.2569629900584555e-15,1.4529661676588064e-17,2.8714637580769511e-14,1.1684031255805497e-12,5.6587521722910007e-10
7.295418372713535e-10,0.0027275953495674724,4.5304368825702954e-20,3.593225164802819e-15,5.0144856729363209e-15,-4.8613983118670178e-16,1.886657672838589e-12,1.4108778408754877e-18,-6.3821008136486774e-30,-5.8326140539994478e-24,5.9989029969934479e-31,-4.569135951975489e-15,-3.1249834172389962e-15,-1.1770640350083043e-18,-8.0158302590526378e-20,-1.4010012868159807e-30,-1.5383020774271362e-31,-7.2680798858530946e-28,1.3949663512126534e-30,6.0101484015463308e-41,6.5351493806729664e-30,3.7185986809384072e-15,3.5784794542864951e-40,1.2877739999225962e-16,2.6216951923669255e-34,-7.8781151608129374e-34,-1.3710011140983839e-19,-2.3565332039530119e-16,-2.8088198582521624e-40,1.6296420647670692e-21,2.5028568472726028e-25,3.36938787788787e-32,3.572705977494946e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898727147215086,0.10880296937988826,0.0001000000000000008,1.0049343393386853e-08,5.7759614784426656e-08,2.8287484138203384e-08,8.4657964524051043e-14,3.004536552559779e-08,1.3412240003458161e-12,5.727453780895233e-10,1.2635818548670986e-15,1.4586724475318728e-17,2.9058538889827499e-14,1.1776347495251226e-12,5.6809141399366266e-10
7.302517486044579e-10,0.002727595349458605,4.5681374854423432e-20,3.6231267844235927e-15,4.930879544820902e-15,-4.8842438239262721e-16,1.8901401702352651e-12,1.4157912037688805e-18,-6.5022728501955246e-30,1.6841419116595956e-27,6.0558658732209245e-31,-4.5529631230244824e-15,-3.1020890414443113e-15,-1.1805313681158519e-18,-8.0434548859389449e-20,-1.3922573650958443e-30,-1.5414985464103687e-31,-7.278189865205718e-28,1.4078961493384248e-30,6.10759457567974e-41,6.5722231437558619e-30,3.698562184076753e-15,3.5834213123150165e-40,1.2928170038776501e-16,2.6916435963914326e-34,-7.8637045928897596e-34,-1.3773190068829259e-19,-2.367280207597058e-16,-2.8202872357959471e-40,1.6389890674410557e-21,2.5089436391775137e-25,3.3816878284767097e-32,3.6056953157783958e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898725908642213,0.1088029693399679,0.0001000000000000008,1.005912133509145e-08,5.7815815532573279e-08,2.8304889505935746e-08,8.4740337687088858e-14,3.0084722084301277e-08,1.3412239846170971e-12,5.7330551825239407e-10,1.2652370280747291e-15,1.4600990172759549e-17,2.9144935188632348e-14,1.1799484418795144e-12,5.6864546316740561e-10
7.316715712706666e-10,0.002727595349240836,4.6419067859096285e-20,3.6816357171206234e-15,4.7816936659890524e-15,-4.929486798026834e-16,1.8971019501928506e-12,1.4256555993719192e-18,-6.73438347719812e-30,1.1879853784415758e-25,6.1694252055394169e-31,-4.5228038728860785e-15,-3.0586166086536592e-15,-1.1873735400883204e-18,-8.0984657399914964e-20,-1.3810622519254403e-30,-1.5479417300989238e-31,-7.2984995622281074e-28,1.4336790521669149e-30,6.2966397975372638e-41,6.6447124419742369e-30,3.6607474442843279e-15,3.5933999518805602e-40,1.3028339082584135e-16,2.8241900394847739e-34,-7.8361303874718541e-34,-1.3898345785861895e-19,-2.3885731626955418e-16,-2.8439889525246464e-40,1.6575746386976416e-21,2.5211883346515745e-25,3.4063649144807979e-32,3.6714822983475524e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898723431496607,0.10880296926011426,0.0001000000000000008,1.0078677212702783e-08,5.7928217016512875e-08,2.8339687295949461e-08,8.4905083994887162e-14,3.0163448139836571e-08,1.3412239531596608e-12,5.7442579846654307e-10,1.2685479186154679e-15,1.4629521564799166e-17,2.9318234033828082e-14,1.184582771152377e-12,5.6975356149401429e-10
7.330913939368752e-10,0.0027275953490230203,4.7131509987391617e-20,3.7381419363364945e-15,4.6522721058724484e-15,-4.9736974288302429e-16,1.904009053715211e-12,1.4355701858692832e-18,-6.9525176955511415e-30,1.2133679697035678e-23,6.2814030472840057e-31,-4.4680017260013048e-15,-2.9908013349072447e-15,-1.1939552985212264e-18,-8.1528036664465616e-20,-1.403753502427231e-30,-1.554470070770981e-31,-7.3189268441182854e-28,1.4591151758372246e-30,6.4751961461153215e-41,6.7108146671411987e-30,3.5984569287904627e-15,3.6034995490161418e-40,1.3126792244821968e-16,2.9439686504860486e-34,-7.8114474427354827e-34,-1.4020716618964633e-19,-2.4093989076665738e-16,-2.8686743235347352e-40,1.6758681617453138e-21,2.5335271995493691e-25,3.4311125193297625e-32,3.7363893711975079e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898720954351243,0.10880296918024351,0.0001000000000000008,1.0098233082583631e-08,5.8040618483769859e-08,2.8374467921592053e-08,8.5069830278006198e-14,3.0242191349977952e-08,1.3412239217022281e-12,5.7554607852833635e-10,1.2718595306097272e-15,1.4658052952958588e-17,2.9492208905736185e-14,1.1892263607221113e-12,5.7086165979278648e-10
7.345112166030839e-10,0.002727595348805158,4.7824984232077431e-20,3.7931437635385911e-15,4.563823916558652e-15,-5.0168972156495925e-16,1.9109207740128437e-12,1.4455349186756652e-18,-7.158283760501381e-30,8.8495724905588431e-25,6.3917885961797547e-31,-4.4291034836541152e-15,-2.9391837936729702e-15,-1.20035714766084e-18,-8.2064823219446179e-20,-1.4303114404037031e-30,-1.5610829237556721e-31,-7.3394678289546775e-28,1.4842019934318364e-30,6.6452878218825481e-41,6.7741662656341857e-30,3.5522339908449408e-15,3.6137113543394224e-40,1.3223564840021962e-16,3.0514378122558851e-34,-7.7896570342535304e-34,-1.41403606554175e-19,-2.4297671824775485e-16,-2.8942760392895233e-40,1.6938757082163864e-21,2.5459585622314536e-25,3.4559310318816985e-32,3.8004094878238706e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898718477206122,0.10880296910035576,0.0001000000000000008,1.0117788944734004e-08,5.8153019934761242e-08,2.8409231497710277e-08,8.5234576537057277e-14,3.0320951599880597e-08,1.3412238902447988e-12,5.7666635843406361e-10,1.2751718592275981e-15,1.4686584337143317e-17,2.9666861040024535e-14,1.1938792116424729e-12,5.7196975806372229e-10
7.359310392692926e-10,0.002727595348587249,4.8507446136520963e-20,3.8472721750879938e-15,4.506758524264938e-15,-5.0595192834769338e-16,1.9178716156449705e-12,1.455549984802131e-18,-7.3564944480477885e-30,-5.6881702590176102e-25,6.5016153415600131e-31,-4.4189614396808703e-15,-2.9164899297193637e-15,-1.2066956585761383e-18,-8.2598500880247396e-20,-1.4431349332080616e-30,-1.5677620797932987e-31,-7.3601198113845689e-28,1.5091706094722938e-30,6.810830929290257e-41,6.8379499587159043e-30,3.5348599009239814e-15,3.6240319546688354e-40,1.3319442652639578e-16,3.1500628159942321e-34,-7.769582622128233e-34,-1.4258454433141291e-19,-2.4498761406665937e-16,-2.920736903064258e-40,1.7117428510023552e-21,2.5584808744083518e-25,3.4808523142591692e-32,3.8641321262628792e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898716000061244,0.10880296902045102,0.0001000000000000008,1.0137344799153903e-08,5.8265421370077262e-08,2.8443978138290043e-08,8.5399322772905307e-14,3.0399728775561101e-08,1.3412238587873725e-12,5.7778663818207679e-10,1.2784848996753975e-15,1.4715115717311372e-17,2.984219167202931e-14,1.1985413249674104e-12,5.7307785630682171e-10
7.366409506023969e-10,0.0027275953484782772,4.8846136855785614e-20,3.8741349093474649e-15,4.4829085677335793e-15,-5.0807348641027381e-16,1.9213629998966165e-12,1.4605764739715607e-18,-7.4539767742903545e-30,1.1398226407156072e-27,6.5566133385035868e-31,-4.4218569180809327e-15,-2.9131369613025963e-15,-1.2098630143335404e-18,-8.2865151066829925e-20,-1.4437260399588617e-30,-1.5711214087935024e-31,-7.3704869605031783e-28,1.5216763869741576e-30,6.8927704721265638e-41,6.8703852290886953e-30,3.5341542365550599e-15,3.6292328702407155e-40,1.3367266117034388e-16,3.1970181868259095e-34,-7.7598549432869854e-34,-1.4317249192054646e-19,-2.4598888259066609e-16,-2.9342767552104589e-40,1.7206645758861075e-21,2.5647758232777148e-25,3.4933606102332838e-32,3.8960497596764226e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898714761488874,0.10880296898049231,0.0001000000000000008,1.0147122723464926e-08,5.8321622081983091e-08,2.846134514325455e-08,8.5481695882313088e-14,3.0439123675066996e-08,1.3412238430586606e-12,5.7834677799681837e-10,1.2801416853424895e-15,1.4729381405886035e-17,2.9930111810670755e-14,1.2008758553609657e-12,5.7363190541793282e-10
7.380607732686056e-10,0.0027275953482603006,4.9518005762309425e-20,3.9274231665445869e-15,4.4369908669710449e-15,-5.1230648954395121e-16,1.9283578755664443e-12,1.4706675498395672e-18,-7.6461874560810545e-30,3.2834232890673351e-29,6.6670208014857904e-31,-4.4298596168745732e-15,-2.9086715152553059e-15,-1.2161833120541136e-18,-8.3398804026293962e-20,-1.4433349694232894e-30,-1.5778755841079631e-31,-7.3913039382159136e-28,1.5467851046432572e-30,7.0550366241774576e-41,6.9353543521813326e-30,3.5349696923536793e-15,3.6397178910922675e-40,1.3462845778702649e-16,3.286947363263775e-34,-7.7407469492533841e-34,-1.4434578361115895e-19,-2.4798716975864616e-16,-2.961969707578774e-40,1.7385150276075915e-21,2.5774334177260372e-25,3.5184802773273455e-32,3.9601361658824056e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898712284344326,0.10880296890056233,0.0001000000000000008,1.0166678566289117e-08,5.8434023494283882e-08,2.849606659281197e-08,8.5646442084086517e-14,3.051792602713051e-08,1.341223811601239e-12,5.794670575088425e-10,1.2834557846073833e-15,1.4757912780043888e-17,3.0106462504929068e-14,1.2055518642689689e-12,5.7474000361927761e-10
7.409004186010228e-10,0.00272759534782421,5.0843663582423662e-20,4.0325657181536734e-15,4.3559283802524837e-15,-5.2077164272262718e-16,1.9424106862530547e-12,1.491002816461626e-18,-8.0229144184558109e-30,-2.1178639866332282e-25,6.8904928907337863e-31,-4.4640685638072291e-15,-2.9179436725024423e-15,-1.2288506469109958e-18,-8.4470728375722614e-20,-1.4287638879380689e-30,-1.5915092070772247e-31,-7.4332683970426402e-28,1.5976175766879027e-30,7.375600603510187e-41,7.0675870509832691e-30,3.5547993908397419e-15,3.6610237988251798e-40,1.3654456651385759e-16,3.4542026428068259e-34,-7.7027876066972882e-34,-1.4669271159788172e-19,-2.5198486690147631e-16,-3.01974982216326e-40,1.7743786360170996e-21,2.6030194335998126e-25,3.569165260731857e-32,4.0898913562944271e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898707330055922,0.10880296874065251,0.00010000000000000082,1.0205790228746103e-08,5.8658826273137024e-08,2.8565459641410374e-08,8.5975934419897827e-14,3.0675580552494771e-08,1.3412237486864048e-12,5.8170761606537893e-10,1.2900860784174028e-15,1.4814975516452972e-17,3.046120988177938e-14,1.214931678256942e-12,5.7695619993845814e-10
7.437400639334401e-10,0.0027275953473879407,5.2135464036812663e-20,4.1350229629045884e-15,4.219406546756205e-15,-5.2920967026617166e-16,1.9565053267474047e-12,1.511543520329729e-18,-8.3855534791842884e-30,-4.2980423240259606e-25,7.1168669292936707e-31,-4.4660668208290938e-15,-2.8950803001349947e-15,-1.2414569111918213e-18,-8.5546690123075589e-20,-1.4175134618804706e-30,-1.6053214486681216e-31,-7.4756734778986364e-28,1.649127041169147e-30,7.6872465499983336e-41,7.199697287097674e-30,3.5424546970349406e-15,3.682782513462751e-40,1.3846194625864885e-16,3.603386331230578e-34,-7.6659077471124157e-34,-1.4903303418028555e-19,-2.5597215881204283e-16,-3.0806213514076841e-40,1.8103716383217994e-21,2.6289671070678107e-25,3.6204313575360506e-32,4.221390913588021e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898702375768456,0.10880296858067696,0.00010000000000000083,1.0244901860281242e-08,5.8883628990262262e-08,2.8634786961950353e-08,8.6305426664325507e-14,3.0833300766872831e-08,1.341223685771583e-12,5.8394817400139445e-10,1.296719134842317e-15,1.4872038237058574e-17,3.0818693470245612e-14,1.224348560832447e-12,5.7917239614629314e-10
7.465797092658573e-10,0.0027275953469514938,5.3391298842884267e-20,4.2346276868650245e-15,4.1033979937463927e-15,-5.3759115833392884e-16,1.9706256468998615e-12,1.5322908756864559e-18,-8.7326497161179292e-30,9.168289742159119e-25,7.3451056543747585e-31,-4.4656388250531447e-15,-2.8699516426176903e-15,-1.2539326484017382e-18,-8.6624270619927582e-20,-1.4176864570633739e-30,-1.6193302740545128e-31,-7.5185163233049913e-28,1.7010817448670294e-30,7.9886461004475317e-41,7.3297941770025237e-30,3.5277683272374695e-15,3.7049907166194664e-40,1.4037520337084138e-16,3.7326473596583516e-34,-7.6312956221912066e-34,-1.5135875520050173e-19,-2.5993557201486735e-16,-3.1444404845272708e-40,1.8463878149667694e-21,2.6552762304466701e-25,3.6722574352272587e-32,4.3540412026554362e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898697421481874,0.10880296842063658,0.00010000000000000085,1.0284013460894559e-08,5.9108431645500639e-08,2.8704049431478331e-08,8.6634918817136208e-14,3.0991085793214671e-08,1.3412236228567735e-12,5.861887313165739e-10,1.3033549169969419e-15,1.4929100941852671e-17,3.1178923138791863e-14,1.2338025204244911e-12,5.8138859224278269e-10
7.494193545982746e-10,0.002727595346514873,5.4613248677775778e-20,4.3315449136537395e-15,3.9990915243219052e-15,-5.4590445273712542e-16,1.9847910058562382e-12,1.5532460815159446e-18,-9.0636791112929501e-30,-2.1822193038650666e-25,7.5750524492032148e-31,-4.4681456768848883e-15,-2.8479528160834503e-15,-1.2662840001259047e-18,-8.7702480773201641e-20,-1.4196878047768995e-30,-1.6335384153982093e-31,-7.5617928950043205e-28,1.7534468809139208e-30,8.2797226247932725e-41,7.4588221918205945e-30,3.5161205555929484e-15,3.7276428206397141e-40,1.4228216717527494e-16,3.8423421914543746e-34,-7.5991359868203119e-34,-1.5366670305496619e-19,-2.6386975865265173e-16,-3.2110525860611915e-40,1.8823912931121291e-21,2.6819459192173697e-25,3.7246438023375568e-32,4.4877534922167243e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898692467196264,0.10880296826053221,0.00010000000000000086,1.0323125030586076e-08,5.9333234238978687e-08,2.8773247915138355e-08,8.6964410878515569e-14,3.1148934766374025e-08,1.3412235599419763e-12,5.8842928801003469e-10,1.3099933884967151e-15,1.4986163630812788e-17,3.1541908751015929e-14,1.2432935654613313e-12,5.836047882279268e-10
7.522589999306918e-10,0.0027275953460780796,5.5812211534802011e-20,4.426638994077995e-15,3.9506710246937971e-15,-5.5419767756194504e-16,1.9990122106186884e-12,1.5744104560557359e-18,-9.3844461935072875e-30,-4.4036793686134394e-25,7.807884635861072e-31,-4.501585517532697e-15,-2.856941598281765e-15,-1.2785996057773611e-18,-8.8785202069410978e-20,-1.4163827692652066e-30,-1.6479264189798111e-31,-7.6055005626498045e-28,1.8064861157348985e-30,8.5650999487433146e-41,7.5887386186511857e-30,3.5354306293029426e-15,3.7507373637583838e-40,1.4419157655493058e-16,3.9367652129897728e-34,-7.5681188092027407e-34,-1.5596995173532357e-19,-2.6779673918642914e-16,-3.2803285921955685e-40,1.9185445217571076e-21,2.7089758998209181e-25,3.7776329260625313e-32,4.6232003184073235e-34,0.88129999999999997,0.0,0.0,0.0,0.0098898687512911556,0.10880296810036466,0.00010000000000000087,1.0362236569355817e-08,5.9558036771548238e-08,2.8842383266288022e-08,8.7293902849711935e-14,3.1306846832994125e-08,1.3412234970271912e-12,5.9066984408391383e-10,1.3166345134528937e-15,1.5043226303993337e-17,3.1907660165695618e-14,1.2528217043707065e-12,5.8582098410172548e-10
