Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355)
6.72966562610044e-16,0.0022819398363492873,4.6858274229981682e-26,6.7222115622376821e-22,6.4021850676239501e-17,4.6857063336072818e-26,5.1525872211926529e-17,1.914940057287464e-28,3.5596495647641036e-47,5.4945431200897226e-38,3.0834495088427873e-41,7.4839175148262255e-38,1.9819637783204193e-31,5.0410966874721373e-22,6.2119057459001736e-34,9.6510171322492591e-49,1.6817625091833237e-44,5.4439817652382862e-35,1.1307250088693429e-46,1.0846245256071783e-80,1.4586667397322342e-57,3.2214476747203064e-56,6.1682896824786905e-71,2.4335838257881369e-51,2.2883649619646191e-56,1.6354461365911338e-51,2.2968906518767123e-41,7.0425561172117328e-34,5.3902814225105755e-61,4.7840679648022675e-68,1.315842110859471e-63,5.3445695352933059e-65,1.1495177550458247e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899999307327287,0.1088029999999999,0.0001,1.6886434322191454e-12,2.0715358838826695e-11,2.0715233729397914e-11,6.4679834067331494e-18,3.7936609748192166e-17,2.6128372841949756e-11,2.1894568165642764e-17,3.5513610839951706e-25,1.4827841634534633e-25,1.6659066848721383e-28,6.5964359143039293e-21,7.1846185874643287e-15,1.5718361483596326e-19,1.7524874885204074e-28,8.1238893253330183e-31,8.5508379956540759e-32,1.9015685114562784e-34,1.2410353965990776e-14,2.0748220871639988e-41,3.651849728425319e-48
1.0575218645958399e-15,0.0022819398363492873,1.1431931213977961e-25,1.6400184527524796e-21,1.0060552488579503e-16,1.1431721148954115e-25,8.0980788259918984e-17,4.6727147675274474e-28,8.6845204433694541e-47,9.3906065063734301e-38,7.5227296366609251e-41,2.2273068458743683e-37,3.1145221590448163e-31,7.9217516375364504e-22,1.5155258684002405e-33,3.7319276120647707e-48,6.5031633719169284e-44,1.3281745615254869e-34,4.3728402330769858e-46,8.4827696721936917e-80,6.60184786821864e-57,1.4580084058345949e-55,4.8284491236774994e-70,1.1014270603971302e-50,8.8510374475755332e-56,6.4952111352458795e-51,5.6037462179951855e-41,2.7232015548903933e-33,2.0843539137191376e-60,3.7458839534279837e-67,1.0301715440030124e-62,4.2920401763050987e-64,7.6245791853842178e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899998911514252,0.10880299999999979,0.0001,2.6535900082901247e-12,3.2552778961157655e-11,3.2552568818578253e-11,1.0561934158396459e-17,9.2553726425145107e-17,4.1041689495774029e-11,5.3405827742193235e-17,8.8032386952621581e-25,3.6371589375165848e-25,6.4421392790876796e-28,1.6093385904042102e-20,1.7522861186310313e-14,3.8348230018852854e-19,6.5578612996236623e-28,3.141400044133142e-30,3.3017915664321802e-31,1.2042879162242942e-33,3.0268121712272329e-14,2.239937114309454e-40,6.9783710751126688e-47
1.4420771665816356e-15,0.0022819398363492873,2.1177952038287557e-25,3.0381865450050058e-21,1.3718881271544088e-16,2.1177628301469689e-25,1.1044406033635684e-16,8.657769957824642e-28,1.6088420752106871e-46,1.2924997437877726e-37,1.3936157461471567e-40,4.5733167322745999e-37,4.2470797082864162e-31,1.0802410971344422e-21,2.8075715883488329e-33,9.2617510381733799e-48,1.613929105682751e-43,2.4604958847480851e-34,1.0853303328411178e-45,2.9403020708484223e-79,1.7192848665193048e-56,3.7970119373150815e-55,1.6739406794174423e-69,2.8683891454586979e-50,2.19685436656624e-55,1.6261737832338948e-50,1.0381153547155988e-40,6.7582521706986132e-33,5.1728664707016268e-60,1.2987866177568759e-66,3.5715499733002109e-62,1.5600075985262524e-63,2.5696182155627677e-76,0.88129999999999997,0.0,0.0,0.0,0.0098899998515703403,0.10880299999999962,0.0001,3.6185365792962389e-12,4.4390184985381319e-11,4.4389879521332904e-11,1.4654171345338653e-17,1.7145830957148266e-16,5.5942263908194828e-11,9.8918332949388301e-17,1.6432837019325045e-24,6.7547996379977908e-25,1.5988434599843815e-27,2.9813607204717342e-20,3.2452358258631552e-14,7.1041545848812911e-19,1.5857323511827814e-27,7.7961903326776558e-30,8.1849059456959029e-31,3.9196593322012531e-33,5.6056594830929138e-14,9.3432437029036863e-40,3.6359441309978996e-46
2.2111877705532273e-15,0.0022819398363492865,4.9666914488060502e-25,7.1252226534080857e-21,2.1035422960749033e-16,4.9666244309273806e-25,1.6939566499913077e-16,2.0311565242036098e-27,3.7731273639391899e-46,1.8784462998147326e-37,3.2683693976931474e-40,1.1878296403312822e-36,6.5121923130761199e-31,1.6563742786560148e-21,6.5844378484463335e-33,3.3638952662959334e-47,5.8618347029428098e-43,5.770460952160084e-34,3.9427592955704748e-45,1.7148201419579554e-78,6.1825399093003702e-56,1.365400764231131e-54,9.7680468636950799e-69,1.0314713234888265e-49,7.9802489410012409e-55,5.9444523454617464e-50,2.4346288612848704e-40,2.4545746398429881e-32,1.8787993997724974e-59,7.580710269720287e-66,2.0841627087503665e-61,1.007047610794032e-62,1.5530212761215013e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899997724088296,0.10880299999999921,0.0001,5.5484297061185656e-12,6.80649547868135e-11,6.8064427791841685e-11,2.283751469617717e-17,4.0210569082849971e-16,8.5705253422423962e-11,2.3189585574765987e-16,3.8822827259220935e-24,1.5876354643661696e-24,5.8075353880302146e-27,6.9920021970291934e-20,7.6060825412586146e-14,1.6660935913696938e-18,5.4238266633785801e-27,2.8315881862305714e-29,2.9645976035582239e-30,2.2384329332158461e-32,1.313836991550186e-13,8.5781442208291676e-39,5.4738059312737153e-45
2.980298374524819e-15,0.002281939836349285,9.0151648818089791e-25,1.2933167749542143e-20,2.8351810150058262e-16,9.0150426678018516e-25,2.2838068365354948e-16,3.6880005321747755e-27,6.8487554907739003e-46,2.3422517718226472e-37,5.9325495088187281e-40,2.26281182636121e-36,8.7773015929444325e-31,2.2325092132253527e-21,1.1951673762021483e-32,8.0992869884081703e-47,1.4113596110421453e-42,1.0474192073841214e-33,9.4946849071407217e-45,5.2475186979867489e-78,1.4261370711398787e-55,3.1495877883159055e-54,2.9897845327901868e-68,2.3793125702823466e-49,1.9216055516189946e-54,1.4342956171466364e-49,4.4191845323408167e-40,5.9098423127399354e-32,4.5236037348102886e-59,2.3206541858250227e-65,6.3790662722527383e-61,3.3469968823795401e-62,5.0968404424279602e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899996932482002,0.10880299999999862,0.0001,7.4783228126877979e-12,9.1739668297549869e-11,9.1738878551329071e-11,3.1020671563790576e-17,7.2986838225061263e-16,1.154174217611352e-10,4.2077008522598993e-16,7.0720316412667768e-24,2.8843524129254315e-24,1.3983876236803581e-26,1.2691437533865784e-19,1.3798105883887179e-13,3.0241868371700899e-18,1.244603220764685e-26,6.8176235522603269e-29,7.1218068251165742e-30,6.9910161957630373e-32,2.3834164080866697e-13,3.4047975748431804e-38,2.6984165457166056e-44
4.518519582468002e-15,0.0022819398363492826,2.0710627676720956e-24,2.9711423808409061e-20,4.2984121063167542e-16,2.0710297154546824e-24,3.464509594127014e-16,8.4784123080020554e-27,1.5733968362155243e-45,3.0250444534983264e-37,1.3629127980270589e-39,5.4340324438452195e-36,1.3307510178276392e-30,3.3847843415986635e-21,2.7457119785389393e-32,2.8514478252766206e-46,4.9688493391250549e-42,2.406283436500149e-33,3.3440755221382956e-44,2.5929204187929214e-77,4.4365795237001986e-55,9.7980341089753409e-54,1.4777136677614374e-67,7.4018196731911334e-49,6.7666882888482644e-54,5.0575037746895263e-49,1.0152358958988819e-39,2.0805859093463504e-31,1.5925854680292268e-58,1.147423589508174e-64,3.1526928703858015e-60,1.9373579799331108e-61,3.0735166667377194e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899995349295694,0.108802999999997,0.0001,1.1338108965069913e-11,1.3908892676179071e-10,1.3908748756498696e-10,4.7387107901572776e-17,1.6767120098244587e-15,1.7468974847887828e-10,9.658931880250118e-16,1.6303508107056365e-23,6.6293002223357614e-24,4.924009144488742e-26,2.9156501360075958e-19,3.1659339554036181e-13,6.9475732535035249e-18,3.9376670210349878e-26,2.4002046678809067e-28,2.4937033380321023e-29,3.8162792285910783e-31,5.4686773718061052e-13,2.9533930353784546e-37,3.7947496017777993e-43
6.056740790411185e-15,0.0022819398363492773,3.72040137020261e-24,5.3372640423351149e-20,5.7615814041489214e-16,3.7203306945466331e-24,4.6465488626720779e-16,1.5240243435242191e-26,2.8264477006526989e-45,3.5250116411973055e-37,2.44833495410347e-39,9.9525655681284318e-36,1.7837705464428318e-30,4.5370664825605358e-21,4.932389055086136e-32,6.7698111023447926e-46,1.1796863046340062e-41,4.3226405998467805e-33,7.9421713567001619e-44,7.3344018468351941e-77,9.4473780767587811e-55,2.0864138882204508e-53,4.1805364255402754e-67,1.576164442342768e-48,1.6067999675455305e-53,1.2013616782745883e-48,1.8237613046561649e-39,4.9395812694182141e-31,3.7810594011258295e-58,3.24706619824995e-64,8.9186106107876914e-60,6.1460943944518747e-61,1.0187670429055729e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899993766144376,0.10880299999999477,0.0001,1.5197895036444466e-11,1.864379608020591e-10,1.8643570659005352e-10,6.3753480993329143e-17,3.0119614880396935e-15,2.3375985606456563e-10,1.733863728208609e-15,2.9337441878114722e-23,1.1907406929509799e-23,1.1692106793575546e-25,5.2376470227827586e-19,5.6806885171642316e-13,1.2480554449231437e-17,8.5897057448984693e-26,5.6984481448850242e-28,5.8939213869966537e-29,1.1702952870151457e-30,9.8125397465942672e-13,1.1498601249191391e-36,1.8347899479750267e-42
7.594961998354369e-15,0.002281939836349272,5.8495168324518393e-24,8.3916518904803693e-20,7.2246889114453126e-16,5.8493863552335147e-24,5.8299246359689825e-16,2.3977026917935117e-26,4.4440300478206535e-45,3.8780406708079681e-37,3.8495232411166839e-39,1.5814815006682391e-35,2.2367887451475062e-30,5.6893556364887594e-21,7.7552005504444522e-32,1.3166822785219751e-45,2.2944076739066493e-41,6.7964924000858939e-33,1.5452244728422908e-43,1.6072058540275546e-76,1.6682823396763481e-54,3.6843190864785663e-53,9.1608570131599366e-67,2.7832984794607966e-48,3.1256180893388804e-53,2.3371334345545985e-48,2.8674933813932e-39,9.6070178459283056e-31,7.3538978083444868e-58,7.1173207802493297e-64,1.9542240337485943e-59,1.4868569302497125e-60,2.5844069703925765e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899992183027891,0.10880299999999192,0.0001,1.9057681026812997e-11,2.3378677087780661e-10,2.3378353565427445e-10,8.0119777525602369e-17,4.7355891077980733e-15,2.9262840782190043e-10,2.7242223040967723e-15,4.6173561684943489e-23,1.8715511915768063e-23,2.27435647233532e-25,8.2351297774010584e-19,8.9216842612692466e-13,1.9623118561766228e-17,1.5478635256676663e-25,1.1083027078573551e-27,1.14147342307586e-28,2.7593588428571982e-30,1.5410875146077067e-12,3.2441554149658242e-36,6.094331631606662e-42
9.133183206297552e-15,0.0022819398363492643,8.4583941999137929e-24,1.2134276577521782e-19,8.6877346311093006e-16,8.4581762112308156e-24,7.0146369102418737e-16,3.4692398021956899e-26,6.4261465409784688e-45,4.1782662949724595e-37,5.5664801426772654e-39,2.3011362196442912e-35,2.6898056139467754e-30,6.8416518037850255e-21,1.1214149694482393e-31,2.2660679761408726e-45,3.948772786843629e-41,9.8278416662294484e-33,2.6603032587606137e-43,3.0247336503796785e-76,2.6249803491055511e-54,5.7971198304763814e-53,1.7240321672035416e-66,4.3794168652036342e-48,5.3801702701425519e-53,4.0228477479367388e-48,4.1464312482316597e-39,1.65338814831072e-30,1.2656370800556401e-57,1.3398267215386144e-63,3.6775289445237323e-59,3.0584755966322827e-60,5.5862376433029741e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899990599946152,0.10880299999998846,0.0001,2.291746693617691e-11,2.8113535745962653e-10,2.8113097478539341e-10,9.6485996583723881e-17,6.8475671597040256e-15,3.5129608260780313e-10,3.9364983575575149e-15,6.6811596255122145e-23,2.7050377807617032e-23,3.9148202309358467e-25,1.1908094960532638e-18,1.2886475134039413e-12,2.8375256537743038e-17,2.4800574692469472e-25,1.9074261620084089e-27,1.9563585539652954e-28,5.5619616675682802e-30,2.225945838101678e-12,7.5895199770334062e-36,1.6344231634094489e-41
1.2209625622183918e-14,0.0022819398363492457,1.5115380739796556e-23,2.168412993574122e-19,1.1613640718097951e-15,1.511488414188516e-23,9.3880709516686922e-16,6.2072366912732413e-26,1.1483992873597094e-44,5.0834272067674529e-37,9.9477098946665469e-39,4.1361022886756781e-35,3.5958353618441448e-30,9.146265179987845e-21,2.0040474723490942e-31,5.3225297927635675e-45,9.274842739399052e-41,1.7563044680016936e-32,6.2527607568785744e-43,8.0553750034272844e-76,5.2373594663107819e-54,1.1566337056636022e-52,4.5916775472941701e-66,8.7378103168807685e-48,1.2640813617055211e-52,9.4501333587840535e-48,7.4099217889292332e-39,3.8833717433435915e-30,2.972717787105104e-57,3.5704852244966588e-63,9.7932289346496802e-59,9.5261316329838139e-60,1.9267198627287393e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899987433886463,0.10880299999997971,0.0001,3.0637038511895901e-11,3.7583186187603218e-10,3.7582468334978857e-10,1.2921820326314546e-16,1.2236473218480691e-14,4.6803129933909488e-10,7.0250684698454652e-15,1.1949241756184476e-22,4.8288459692854769e-23,9.1977177602424337e-25,2.1280461921692591e-18,2.2978441219275723e-12,5.0708225357053189e-17,5.1139816324830411e-25,4.4801007215837001e-27,4.5576671533654575e-28,1.6788433253402919e-29,3.9691820405776776e-12,2.9265442960029445e-35,7.9506384427787559e-41
1.5286068038070284e-14,0.0022819398363492214,2.3691244333939884e-23,3.3986593617831862e-19,1.4539299687958274e-15,2.3690293581912151e-23,1.1766850965138685e-15,9.7409287426947535e-26,1.8000010262878085e-44,1.5238782627860834e-37,1.559204604434017e-38,6.5473176785928963e-35,4.5018597901675994e-30,1.1450906614426638e-20,3.1411393928951645e-31,1.0340947227839768e-44,1.8019719963469849e-40,2.7528275733355778e-32,1.2156382931063266e-42,1.7204111241499777e-75,9.2178080361857539e-54,2.0356698781639354e-52,9.7940072983248647e-66,1.5378638544114719e-47,2.4566721630147636e-52,1.8361534850598163e-47,1.1614227361675453e-38,7.544676458521782e-30,5.7755752328945278e-57,7.6198528175540183e-63,2.0886402789645714e-58,2.2956345720192328e-59,5.0708008609468672e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899984267964425,0.10880299999996854,0.0001,3.8356609763612168e-11,4.705274777981097e-10,4.7051683250274308e-10,1.6195010319927912e-16,1.9178460423414231e-14,5.8397089788601853e-10,1.0995827492365943e-14,1.8737775944963817e-22,7.5595876694111811e-23,1.7874892623696268e-24,3.3354724773578647e-18,3.5937159688771128e-12,7.9479398719727237e-17,8.8293379193272977e-25,8.7041229110132031e-27,8.7849613126843411e-28,3.9581095086401493e-29,6.2076068459744846e-12,8.2858363899236959e-35,2.6539239953858352e-40
1.836251045395665e-14,0.002281939836349192,3.4185862572128631e-23,4.9041425563001157e-19,1.7464711564685351e-15,3.4184235555621906e-23,1.4150976928800027e-15,1.4073386400744752e-25,2.5974223783532235e-44,3.6188892598509273e-36,2.249951181678378e-38,9.1078863415739511e-35,5.4078788989505155e-30,1.3755576110535868e-20,4.5326939144627944e-31,1.7841874517949378e-44,3.1090482093555859e-40,3.9723562711794429e-32,2.0988187416579316e-42,3.0559565320609532e-75,1.1018280598597589e-53,2.4333146141120089e-52,1.7510143339401782e-65,1.83824781380294e-47,4.2399181902820898e-52,3.1681508646018236e-47,1.6759342286648409e-38,1.3016981108986051e-29,9.9649412806854311e-57,1.3632619392000948e-62,3.7335663930757594e-58,4.7394110329903528e-59,1.132517453516341e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899981102178944,0.10880299999995491,0.0001,4.6076180691336918e-11,5.6522220915402859e-10,5.6520742247495907e-10,1.9468169684293266e-16,2.7673298346047644e-14,6.9912051796051558e-10,1.5844847529462162e-14,2.7046536604524113e-22,1.0894560544398632e-22,3.0849262351574289e-24,4.8130859821436598e-18,5.1742309562147828e-12,1.1468871262827231e-16,1.3653135147409634e-24,1.5017587856830479e-26,1.5037627191086406e-27,8.0195894286302067e-29,8.9377101110639672e-12,1.9567664223853447e-34,7.1984181117324964e-40
2.1438952869843016e-14,0.002281939836349156,4.6599114460877091e-23,6.6848386332003686e-19,2.0389876372020315e-15,4.6596542917200274e-23,1.6540448822070672e-15,1.9207658177039421e-25,3.5406658549346638e-44,-3.0974245329747379e-35,3.0670130467979894e-38,1.6006014317864734e-34,6.3138926882250282e-30,1.6060273671725778e-20,6.1787142384370331e-31,2.8341349004565775e-44,4.9386328368263377e-40,5.4148933659039086e-32,3.3361788386510208e-42,6.3680304966494752e-75,4.7447930290251377e-53,1.0477862677983893e-51,3.5050282339100015e-65,7.9160313029911939e-47,6.7370576806929427e-52,5.0326507663689766e-47,2.2845261100797596e-38,2.0676624609411236e-29,1.5829023127291568e-56,2.7278525905591936e-62,7.4742477743903165e-58,8.6612234161119091e-59,2.2641648479741282e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899977936529188,0.10880299999993888,0.0001,5.3795751295081084e-11,6.5991605981789066e-10,6.5989645349481438e-10,2.2741298707708337e-16,3.7720758876988007e-14,8.134857049530166e-10,2.1568254744851007e-14,3.6875300417884173e-22,1.4831099449593294e-22,4.9017096763751704e-24,6.560884421514909e-18,7.0373909717797208e-12,1.5633610509962781e-16,1.958108516322593e-24,2.3854764084773966e-26,2.3695300481576232e-27,1.4645466146695618e-28,1.215604039810052e-11,4.0983926599410669e-34,1.7110661642969724e-39
2.4515395285729382e-14,0.0022819398363491156,6.0930882268802348e-23,8.7407242892247686e-19,2.3314794133071754e-15,6.0927052993347841e-23,1.8935266625312752e-15,2.514671797656206e-25,4.6297339093459013e-44,3.6709873989341918e-34,4.0103924722222267e-38,-1.9830877039035998e-34,7.2199011580221602e-30,1.8364999301319922e-20,8.079203496478731e-31,4.2341978951628559e-44,7.3783047576395544e-40,7.0804416008321964e-32,4.987683292037196e-42,-5.6596279567554251e-75,-3.0977287862205176e-52,-6.8403083013489788e-51,-1.5681078787112965e-65,-5.1681322851098026e-46,1.0068311096658537e-51,7.5189151643162779e-47,2.9871978532276171e-38,3.0890105070447677e-29,2.3648522234469603e-56,-1.1919831048348416e-62,-3.3621882874431657e-58,1.6031214507549221e-58,4.1677170636755674e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899974771014167,0.10880299999992041,0.0001,6.1515321574855207e-11,7.5460903354287729e-10,7.5458392578461525e-10,2.6014397229191856e-16,4.9320619968313086e-14,9.2707181425185371e-10,2.8162296217664735e-14,4.8223850002181273e-22,1.9366622428438746e-22,7.3252559594492021e-24,8.5788655974198742e-18,9.1812663648670593e-12,2.044215164159717e-16,2.6603347419946749e-24,3.5638592169381288e-26,3.5111827839320363e-27,2.4755804346773744e-28,1.5859264526190166e-11,7.8529291729199704e-34,3.6896196234282199e-39
2.7591837701615748e-14,0.0022819398363490687,7.71810503422089e-23,1.1071776638329406e-18,2.6239464870534521e-15,7.7175606023722193e-23,2.1335430319099879e-15,3.1893489745105588e-25,5.8646289419431649e-44,1.6015180291385394e-32,5.0800916828463151e-38,-1.580137034669454e-32,8.1259043083726378e-30,2.0669753002579873e-20,1.02341647497614e-30,6.0337178722008671e-44,1.0514032179938119e-39,8.9690036576236933e-32,7.112397110702178e-42,-8.1904820316347633e-73,-1.6988135139438301e-50,-3.7512385968972415e-49,-3.7426434990760095e-63,-2.8342355234216015e-44,1.4351876333872854e-51,1.0714567102709589e-46,3.7839489357403989e-38,4.4017137924093418e-29,3.3698891600578006e-56,-2.8991628249400518e-60,-7.9902657200663674e-56,7.8805531330222314e-58,7.1954697266807775e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899971605633016,0.10880299999989951,0.0001,6.9234891530669608e-11,8.4930113399355399e-10,8.4926983956261741e-10,2.9287465715909974e-16,6.2472663616513028e-14,1.0398840582803935e-09,3.5623307630340728e-14,6.1091971934002651e-22,2.4498608482201259e-22,1.0441498341669558e-23,1.086702735001944e-17,1.1603978997833096e-11,2.5894488793417152e-16,3.4718203690863739e-24,5.0784212779464009e-26,4.9619759785641834e-27,3.9400834774299725e-28,2.0044138295491734e-11,1.4047750851400838e-33,7.3982077836306162e-39
3.197514298786139e-14,0.002281939836348993,1.0364789219135305e-22,1.4868335655452673e-18,3.0406099687689612e-15,1.0363944150277756e-22,2.4764410417517203e-15,4.2907369612818402e-25,7.8760128331919528e-44,5.5588963740807476e-33,6.8224076084554904e-38,-5.2717593843221699e-33,9.416765502058287e-30,2.3953607181575502e-20,1.3744133070648187e-30,9.3861752792810732e-44,1.6355795699866555e-39,1.2045064983267305e-31,1.1075255426483046e-41,-4.7860252895640729e-72,-3.1402264810954413e-50,-6.9339491433376663e-49,-2.5436725714286747e-62,-5.2390338147133386e-44,2.2336288691011146e-51,1.666804746141619e-46,5.0816709282204795e-38,6.8471433380907372e-29,5.2422518583311986e-56,-1.9868025433551517e-59,-5.4304671246419876e-55,1.4466182650769583e-57,1.4303795267080601e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899967095837475,0.1088029999998656,0.0001,8.0233709483046199e-11,9.8421663376451408e-10,9.8417533403092297e-10,3.3950871344032265e-16,8.3892491200531152e-14,1.1992921457991593e-09,4.7744062430989752e-14,8.2050946340853228e-22,3.2835971517396175e-22,1.6249772171089594e-23,1.4593904243143983e-17,1.5533790310034768e-11,3.477505652274691e-16,4.81683655991153e-24,7.8999547639335979e-26,7.6279589868358054e-27,7.0346030640439954e-28,2.6832299672275742e-11,2.9114190208256249e-33,1.7792184717849396e-38
