Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727)
2.54156121336645e-08,0.0017930083952037254,-1.2709450421371793e-19,-1.0293414244501895e-14,-8.1216044621255029e-16,4.8513619628268391e-17,7.5959552115821348e-10,1.6532013075004025e-13,-1.3354798458338925e-36,-5.5600143970211021e-28,1.5909575394315143e-31,4.9749389870693373e-16,-4.9768512039018914e-32,3.5730289517365099e-17,1.5069912137114999e-18,4.5183008034255764e-31,6.0754860378895468e-29,4.2410983804471222e-24,6.3799546695259779e-28,7.4777426468211147e-46,2.9401208052755409e-30,-4.1271479314791152e-20,9.2768271945234543e-40,-2.4957639073892188e-16,5.0515771724679224e-32,1.3747093927478613e-30,6.1116917889509922e-20,2.0073617388377987e-16,-1.3948289974953783e-46,-6.6716392703359023e-21,-4.7373986878602799e-23,-8.0578649301760185e-28,7.0091992350775917e-35,0.88129999999999997,0.0,0.0,0.0,0.0098838411452052653,0.10880064277151578,9.9999999999964307e-05,3.309922645749075e-07,2.8703454495236107e-06,6.0102104085487862e-07,6.5104243603614143e-12,2.3114930229356577e-06,2.7316730881051967e-11,4.4286762076151089e-08,9.8743529914194968e-14,1.144008969768865e-15,6.823277276031025e-10
2.5446414361395873e-08,0.0017930083900589196,-1.3049237335290065e-19,-1.0568031847866125e-14,-5.7283027673025175e-16,4.8442006759793003e-17,7.6140249156141663e-10,1.6609915814307981e-13,-1.2093903248666862e-36,-1.6866979543755141e-28,1.595551659506354e-31,4.9749165620561003e-16,-4.5788402908066663e-32,3.5777559104354348e-17,1.5089611015975928e-18,4.5172652645877825e-31,6.0955532126765383e-29,4.2603929014997887e-24,6.4232858170094212e-28,8.1824471430563821e-46,2.9399812046123682e-30,-4.0772218017037511e-20,9.2761558126645658e-40,-2.4957675352324159e-16,5.066823963808009e-32,1.3768251635930163e-30,6.1116917889508032e-20,2.0080425566939855e-16,-1.7040624721402908e-46,-6.6716810346428663e-21,-4.7443474208905106e-23,-8.0871246826492594e-28,7.0091992350783657e-35,0.88129999999999997,0.0,0.0,0.0,0.0098838336896008398,0.10880063990007736,9.9999999999964267e-05,3.3139198551307253e-07,2.8738218478664589e-06,6.0173089536560964e-07,6.5183092610293915e-12,2.3143065912445688e-06,2.7316710275367763e-11,4.4340406612231956e-08,9.8863721353499477e-14,1.145394707358051e-15,6.8473753100824312e-10
2.5477216589127247e-08,0.001793008384914132,-1.3272983605314609e-19,-1.0748878224229981e-14,-3.4296475870591321e-16,4.837165571817505e-17,7.6321151479866602e-10,1.6688092999339289e-13,-1.0118154451669204e-36,7.2461680030044732e-28,1.6001530383524047e-31,4.974894169385976e-16,-4.0253365074909083e-32,3.5824835823216008e-17,1.5109310074955802e-18,4.5355755983518578e-31,6.1156802901707524e-29,4.2797540968098523e-24,6.4668637998793251e-28,8.5401986206129685e-46,2.9402352213819736e-30,-4.0278983184727519e-20,9.2755021887264928e-40,-2.4957711188810602e-16,5.0820944260949867e-32,1.3789410827641467e-30,6.1116917889506142e-20,2.008722380234285e-16,-1.9373314785678609e-46,-6.6717223422487895e-21,-4.7512956153800556e-23,-8.1164511914845377e-28,7.0091992350791419e-35,0.88129999999999997,0.0,0.0,0.0,0.0098838262340191618,0.10880063702864672,9.9999999999964226e-05,3.31791703020896e-07,2.8772982405819997e-06,6.0244074600312136e-07,6.5261941485631469e-12,2.317120144181545e-06,2.7316689669746523e-11,4.4394051058971155e-08,9.8983912136137867e-14,1.1467804426393765e-15,6.8715298045888577e-10
2.5538821044589992e-08,0.0017930083746246093,-1.3438268495676062e-19,-1.0882521473144364e-14,3.4904523160603779e-17,4.8234072172808387e-17,7.6683583514031554e-10,1.684527510139156e-13,-5.4097618429803172e-37,1.3925568544724708e-27,1.6093773091474452e-31,4.9748494796882363e-16,-2.7265462149388032e-32,3.5919406035500839e-17,1.5148708734624936e-18,4.6058617135618095e-31,6.1561149529193548e-29,4.3186775976787185e-24,6.5547671427474748e-28,8.4796774541921891e-46,2.9414276313184356e-30,-3.9310243184643253e-20,9.2743169460747402e-40,-2.4957781566353655e-16,5.1127064714913515e-32,1.3831733365105915e-30,6.1116917889502363e-20,2.0100791199203116e-16,-2.1494022265967649e-46,-6.6718036108947694e-21,-4.7651903848634263e-23,-8.1753050880768381e-28,7.0091992350807006e-35,0.88129999999999997,0.0,0.0,0.0,0.0098838113229242248,0.10880063128580865,9.9999999999964131e-05,3.3259112773202583e-07,2.8842510090522138e-06,6.0386043562807948e-07,6.54196388404892e-12,2.3227472038214996e-06,2.7316648458693091e-11,4.4501339683215275e-08,9.922429172636724e-14,1.1495519062472086e-15,6.9200087399078491e-10
2.5600425500052737e-08,0.0017930083643351582,-1.3335392800692859e-19,-1.0799466186403512e-14,2.4501663566779565e-16,4.8099559380819729e-17,7.7046866690015751e-10,1.700356428554502e-13,-1.2153076763574248e-37,1.2379137237017128e-27,1.6186299238297588e-31,4.974804916127752e-16,-1.498792556318584e-32,3.6013991550418282e-17,1.5188108117219443e-18,4.6876342677830064e-31,6.1967907703929663e-29,4.3578700951437954e-24,6.6436731061629017e-28,7.7277752666231831e-46,2.9428523509354421e-30,-3.8364765223915332e-20,9.2733071956651725e-40,-2.4957850250928763e-16,5.1434133556311252e-32,1.3874060979643085e-30,6.1116917889498583e-20,2.011432040507364e-16,-2.0724717020463418e-46,-6.671883109829986e-21,-4.779082992496189e-23,-8.2344271783585275e-28,7.0091992350822679e-35,0.88129999999999997,0.0,0.0,0.0,0.0098837964119206524,0.10880062554300143,9.9999999999964036e-05,3.3339053870394816e-07,2.8912037548179973e-06,6.0528010970415236e-07,6.5577335665550609e-12,2.3283742017570797e-06,2.7316607247891963e-11,4.4608627947138599e-08,9.9464668680677889e-14,1.1523233605472882e-15,6.9687146215099714e-10
2.5662029955515482e-08,0.0017930083540457769,-1.3131828991013785e-19,-1.0635045029589086e-14,2.6255376409941752e-16,4.7966436653440144e-17,7.7411017162780021e-10,1.7162965656288952e-13,1.0374139279067137e-37,5.2561439405674541e-28,1.6279104254372037e-31,4.9747604765352325e-16,-6.6865437879862335e-33,3.6108581804337543e-17,1.5227508223739221e-18,4.7442881758873229e-31,6.2377084343133439e-29,4.3973328422081231e-24,6.7335906521083279e-28,6.7664669570292054e-46,2.9437639743362698e-30,-3.7442015751529037e-20,9.2724435927731309e-40,-2.4957917288804039e-16,5.1742151021482245e-32,1.3916392965649497e-30,6.1116917889494827e-20,2.0127811954762457e-16,-1.8231056476504853e-46,-6.6719608754381042e-21,-4.7929734341987566e-23,-8.2938180034543179e-28,7.0091992350838459e-35,0.88129999999999997,0.0,0.0,0.0,0.0098837815010086507,0.10880061980022494,9.9999999999963942e-05,3.3418993593536189e-07,2.8981564777379728e-06,6.0669976820743059e-07,6.5735031957609175e-12,2.3340011378962826e-06,2.731656603734358e-11,4.4715915848581354e-08,9.9705042995139558e-14,1.1550948054838247e-15,7.0176479804306577e-10
2.5723634410978227e-08,0.0017930083437564654,-1.2999031577168473e-19,-1.0527808789813241e-14,1.0067197393065768e-16,4.7832987624651465e-17,7.7776047549744559e-10,1.7323484410397873e-13,5.604507469989352e-38,-5.7975297800293793e-28,1.6372184283034037e-31,4.9747161585521967e-16,-4.4553993114631444e-33,3.6203166355498842e-17,1.5266909055138882e-18,4.7473314363813161e-31,6.2788686540218553e-29,4.4370671037596824e-24,6.824528969137428e-28,6.0314893112368357e-46,2.9435823807846896e-30,-3.6541456793953148e-20,9.2716346521162778e-40,-2.4957982724908434e-16,5.2051117247563067e-32,1.3958728607347447e-30,6.111691788949106e-20,2.0141265964628647e-16,-1.562823016279994e-46,-6.6720369445192691e-21,-4.8068617059820583e-23,-8.3534780986357535e-28,7.0091992350854314e-35,0.88129999999999997,0.0,0.0,0.0,0.0098837665901884229,0.10880061405747909,9.9999999999963847e-05,3.3498931942598184e-07,2.9051091776691574e-06,6.0811941111470748e-07,6.5892727713421898e-12,2.3396280121491472e-06,2.7316524827048502e-11,4.4823203385329468e-08,9.9945414665909232e-14,1.1578662409996237e-15,7.0668093448631124e-10
2.581222119244662e-08,0.0017930083289606307,-1.306466739295191e-19,-1.0580957273657778e-14,-2.3033960485043427e-16,4.7639194530569299e-17,7.8302490250626126e-10,1.7556277120822598e-13,-2.9566958849832487e-37,-1.536838117646527e-27,1.6506512903750621e-31,4.9746526371720916e-16,-8.3037501510784807e-33,3.633916106384244e-17,1.5323568450817527e-18,4.6824820473306154e-31,6.3384836972605526e-29,4.4946828581424101e-24,6.9571033246511891e-28,5.648441355450065e-46,2.9419091258567705e-30,-3.5284428034322184e-20,9.2704139475333917e-40,-2.495807407628152e-16,5.2497071833543471e-32,1.4019612785005394e-30,6.1116917889485643e-20,2.0160546548715042e-16,-1.3564838966191033e-46,-6.6721434212928872e-21,-4.8268291375498923e-23,-8.4397418445179474e-28,7.0091992350877289e-35,0.88129999999999997,0.0,0.0,0.0,0.0098837451486930173,0.1088006057995041,9.9999999999963711e-05,3.3613880327816916e-07,2.9151070717365398e-06,6.1016082043229138e-07,6.6119492178498252e-12,2.3477193098237281e-06,2.7316465567373581e-11,4.4977481480951704e-08,1.0029106282745187e-13,1.1618515295660039e-15,7.1379036449075644e-10
2.5900807973915015e-08,0.0017930083141649423,-1.3334141407802303e-19,-1.079882546912261e-14,-3.1407585003156023e-16,4.7444157504063432e-17,7.8830695249029165e-10,1.7791406218863508e-13,-4.9745397790324411e-37,-3.4980681508686436e-28,1.6641411100831279e-31,4.9745893504560523e-16,-1.0172582417355575e-32,3.6475142661904582e-17,1.5380229349876855e-18,4.6361077108108446e-31,6.3986061402552789e-29,4.5528663190797082e-24,7.0918348096184579e-28,5.7618122984340376e-46,2.9406093527744109e-30,-3.4070700115125618e-20,9.2690992102285761e-40,-2.4958162276904418e-16,5.2944988941164051e-32,1.4080504084299175e-30,6.1116917889480226e-20,2.01797488264714e-16,-1.3491415078207533e-46,-6.6722465677768115e-21,-4.8467920778478546e-23,-8.5265650306385213e-28,7.0091992350900435e-35,0.88129999999999997,0.0,0.0,0.0,0.0098837237073877583,0.10880059754159324,9.9999999999963576e-05,3.3728825871742214e-07,2.9251049181924713e-06,6.1220219738941203e-07,6.6346255533020083e-12,2.355810479087407e-06,2.7316406308224032e-11,4.5131758820861772e-08,1.0063670550347253e-13,1.165836798610941e-15,7.209472027754992e-10
2.598939475538341e-08,0.0017930082993694025,-1.3004685660512163e-19,-1.0532705654715994e-14,4.7349470129289704e-16,4.7255890449771403e-17,7.9360534932651397e-10,1.8028886840717722e-13,5.3022321302423727e-37,4.8904236542454362e-27,1.6776894269423566e-31,4.9745262844346497e-16,1.5018682752436965e-32,3.6611160767747585e-17,1.5436891754804693e-18,4.8945509690609152e-31,6.459241794309707e-29,4.6116212105764765e-24,7.228751356307435e-28,4.5885071431931145e-46,2.9455137223040782e-30,-3.2898792223515389e-20,9.2682769976042914e-40,-2.4958247375817635e-16,5.3394869267609964e-32,1.4141405480382521e-30,6.1116917889474834e-20,2.0198874386161771e-16,-8.684217565547732e-47,-6.6723464863627931e-21,-4.8667505403372164e-23,-8.6139492244411984e-28,7.0091992350923763e-35,0.88129999999999997,0.0,0.0,0.0,0.0098837022662721791,0.10880058928374786,9.999999999996344e-05,3.3843768574435479e-07,2.9351027176591781e-06,6.1424354192269634e-07,6.6573017791101806e-12,2.3639015196793679e-06,2.7316347049599288e-11,4.5286035414210725e-08,1.0098234268282943e-13,1.1698220483708229e-15,7.2815160430708458e-10
2.6077981536851802e-08,0.0017930082845740132,-1.1919438444084779e-19,-9.6558392198917033e-15,1.0900529055731377e-15,4.7075942760306111e-17,7.9892100751791431e-10,1.8268734965092083e-13,1.7069361925612592e-36,3.5724954785955403e-27,1.6912962716373615e-31,4.9744634352298081e-16,4.5124047629664082e-32,3.674722162500773e-17,1.5493555668137262e-18,5.2522283522692754e-31,6.520394796844534e-29,4.6709514680161266e-24,7.3678823823437181e-28,1.9448720528799714e-46,2.9524348089152566e-30,-3.1767205311830075e-20,9.2682423191878798e-40,-2.4958329524039821e-16,5.3846713400277995e-32,1.4202317420669174e-30,6.1116917889469441e-20,2.0217925168236655e-16,3.0442135753485349e-47,-6.6724432809542296e-21,-4.8867045262366785e-23,-8.7018960613104285e-28,7.0091992350947305e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836808253463457,0.10880058102596717,9.9999999999963305e-05,3.395870843596163e-07,2.945100470243014e-06,6.1628485396341838e-07,6.6799778955155922e-12,2.3719924313272784e-06,2.7316287791499105e-11,4.5440311263312585e-08,1.0132797435388904e-13,1.1738072789054255e-15,7.3540373093713983e-10
2.6153117672982344e-08,0.0017930082720252045,-1.1220077648811175e-19,-9.0907804924807535e-15,2.2658444217322336e-16,4.6921691184737294e-17,8.0344499977605327e-10,1.8474033072240732e-13,1.0287184280446287e-36,-4.9158897852627554e-27,1.7028810009923563e-31,4.9744103017358644e-16,3.4570615747120487e-32,3.6862604268259258e-17,1.5541617154594833e-18,5.2061116140608184e-31,6.5726684419305751e-29,4.7217271433787774e-24,7.4876456845619802e-28,3.4696789267012884e-47,2.9511837266169965e-30,-3.0837984267128927e-20,9.2684909939140635e-40,-2.4958397050440864e-16,5.4231490762952817e-32,1.4253985729142108e-30,6.1116917889464867e-20,2.023402568781727e-16,1.2272500667661015e-46,-6.6725230034041751e-21,-4.9036252573563988e-23,-8.7769315944805495e-28,7.0091992350967415e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836626400702898,0.10880057402206211,9.9999999999963183e-05,3.4056194084226841e-07,2.953580168601429e-06,6.1801619622581119e-07,6.6992108782698977e-12,2.3788547516245433e-06,2.731623753131242e-11,4.5571161921959265e-08,1.0162112243594763e-13,1.1771873934427793e-15,7.4159224878398082e-10
2.617190170701498e-08,0.0017930082688880186,-1.1194765665640121e-19,-9.0703462707250707e-15,-1.1696350751448949e-16,4.6881716639294866e-17,8.0457823677885586e-10,1.8525626670327976e-13,6.2996096882905829e-37,-3.2485678694747931e-27,1.705783219499733e-31,4.9743970426492462e-16,2.6700029144299477e-32,3.6891440159156662e-17,1.5553632696204135e-18,5.1389574558457499e-31,6.585795003200452e-29,4.7344864553388129e-24,7.5178407822674186e-28,2.8742383136474144e-47,2.9497376452471258e-30,-3.0609954058769099e-20,9.2685246430170901e-40,-2.4958413632728692e-16,5.432790586782406e-32,1.4266903051743827e-30,6.1116917889463724e-20,2.0238042529389838e-16,1.3482151986824899e-46,-6.6725426007894458e-21,-4.907854932215469e-23,-8.7957540140265572e-28,7.0091992350972461e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836580937728333,0.10880057227109281,9.9999999999963155e-05,3.4080565176948612e-07,2.9557000877313261e-06,6.1844902812595809e-07,6.7040191112304715e-12,2.3805703171560518e-06,2.7316224966325055e-11,4.5603874500157036e-08,1.0169440883521525e-13,1.1780324198435956e-15,7.4314477179591574e-10
2.6181293724031298e-08,0.001793008267319428,-1.1212813785695196e-19,-9.084940561676198e-15,-1.9229042575504768e-16,4.6861435230301365e-17,8.0514508223578633e-10,1.8551463935965182e-13,5.1445283869162416e-37,-2.0398934954747796e-28,1.7072352237521286e-31,4.9743904161908704e-16,2.4462316717509768e-32,3.6905856415194652e-17,1.5559640492522597e-18,5.1213013172325499e-31,6.5923670074598189e-29,4.7408759449668926e-24,7.5329766615275557e-28,3.228520779997301e-47,2.9493388438011852e-30,-3.0496571954514127e-20,9.2685270661878619e-40,-2.4958421874610513e-16,5.4376146532548393e-32,1.4273361717408667e-30,6.1116917889463158e-20,2.0240049667878624e-16,1.3814947213141413e-46,-6.6725523500786942e-21,-4.9099696932914721e-23,-8.805174764398135e-28,7.0091992350974984e-35,0.88129999999999997,0.0,0.0,0.0,0.009883655820627342,0.10880057139560936,9.9999999999963142e-05,3.4092750675408276e-07,2.9567600464706889e-06,6.1866544352577284e-07,6.7064232257865295e-12,2.3814280977386673e-06,2.731621868384031e-11,4.562023077611761e-08,1.0173105194158862e-13,1.1784549327046171e-15,7.4392184334312663e-10
2.6200077758063933e-08,0.001793008264182253,-1.1236595613850016e-19,-9.1041781531693093e-15,-1.7183829049793944e-17,4.6821021975798406e-17,8.0627903434900221e-10,1.8603219479827782e-13,6.3362592049138352e-37,5.1041328052848705e-27,1.7101411976516064e-31,4.9743771685783722e-16,2.7422733959117202e-32,3.6934690363676399e-17,1.5571656136197161e-18,5.1607253128600321e-31,6.605528699012303e-29,4.7536746102566881e-24,7.5633252552420596e-28,3.6724882010574731e-47,2.9500633767615324e-30,-3.0271066449560247e-20,9.2685355979989448e-40,-2.4958438251602428e-16,5.4472694102572385e-32,1.4286279344801496e-30,6.1116917889462014e-20,2.024406134172441e-16,1.4442745476673176e-46,-6.6725717503653228e-21,-4.9141990641269447e-23,-8.8240353557561311e-28,7.0091992350980052e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836512743427883,0.10880056964464491,9.9999999999963115e-05,3.4117121576525529e-07,2.95887996235695e-06,6.1909827322477577e-07,6.7112314511833436e-12,2.3831436545360569e-06,2.7316206118888685e-11,4.5652943302526973e-08,1.0180433796774773e-13,1.1792999577676422e-15,7.4547760744032413e-10
2.6218861792096568e-08,0.0017930082610450857,-1.1144138677319096e-19,-9.0294855022171677e-15,6.4586844761270383e-16,4.6781806086058459e-17,8.0741320009932308e-10,1.8655083140907353e-13,1.3297295459833862e-36,1.2734381019479648e-26,1.7130500084584187e-31,4.9743639273343549e-16,4.2888018206360885e-32,3.6963532401072713e-17,1.5583671847935654e-18,5.3297509618705261e-31,6.6187142839557593e-29,4.766499550044994e-24,7.593776529196123e-28,1.7556470384618589e-47,2.9534274522390131e-30,-3.0047228730053051e-20,9.2686079538331809e-40,-2.4958454480864756e-16,5.4569330022823873e-32,1.4299197754319376e-30,6.1116917889460871e-20,2.0248069600683901e-16,1.5807406432790476e-46,-6.6725910203310948e-21,-4.9184282350877931e-23,-8.8429214140476536e-28,7.0091992350985108e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836467280667192,0.10880056789368395,9.9999999999963088e-05,3.414149234990724e-07,2.9609998761992595e-06,6.195311014560848e-07,6.716039671806378e-12,2.3848592055075798e-06,2.73161935539608e-11,4.5685655796107998e-08,1.018776237450345e-13,1.1801449819826506e-15,7.4703553412256258e-10
2.6237645826129202e-08,0.001793008257907925,-1.0901411846877756e-19,-8.8333625795769346e-15,1.116766870001554e-15,4.6744126866581966e-17,8.0854823195551053e-10,1.8707055055765263e-13,1.9089658025561869e-36,4.8698245862957767e-27,1.715961710634414e-31,4.9743506955403105e-16,5.6193858693786054e-32,3.6992383043890438e-17,1.5595687627757391e-18,5.48317525135626e-31,6.6319238919798449e-29,4.7793508006262115e-24,7.6243307641597975e-28,-3.1434281127630364e-47,2.956473493268594e-30,-2.9825046332593276e-20,9.2687765621413552e-40,-2.4958470593017113e-16,5.4666054312745796e-32,1.4312117075744533e-30,6.1116917889459727e-20,2.0252074556214534e-16,1.8267756822142712e-46,-6.6726101608505239e-21,-4.9226572068047606e-23,-8.8618329544470546e-28,7.0091992350990187e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836421817991085,0.10880056614272583,9.9999999999963061e-05,3.4165862995554015e-07,2.9631197880241847e-06,6.1996392821914257e-07,6.7208478877158634e-12,2.3865747506507575e-06,2.7316180989056528e-11,4.5718368257625949e-08,1.0195090927334305e-13,1.1809900053694102e-15,7.4859562488712255e-10
2.6256429860161837e-08,0.0017930082547707687,-1.0699263154039046e-19,-8.6700297075723881e-15,4.0106813938237084e-16,4.6706074802768161e-17,8.0968527927020955e-10,1.8759135414018354e-13,1.2310004810590845e-36,-1.7800442505880414e-26,1.7188758597845661e-31,4.9743374783450019e-16,4.262228170422258e-32,3.7021228456130666e-17,1.5607703475690164e-18,5.3657901765240741e-31,6.6451570040203674e-29,4.7922284081284623e-24,7.6549882412082042e-28,-7.1240770608865921e-47,2.9540032780435957e-30,-2.9604506934351385e-20,9.2689484520846637e-40,-2.4958486641181393e-16,5.4762866937057926e-32,1.4325036563033646e-30,6.1116917889458584e-20,2.0256076252149054e-16,2.0475119015606568e-46,-6.6726291727892787e-21,-4.9268859756453727e-23,-8.8807699916913089e-28,7.0091992350995276e-35,0.88129999999999997,0.0,0.0,0.0,0.009883637635540116,0.10880056439176937,9.9999999999963033e-05,3.4190233513466491e-07,2.9652396976789972e-06,6.2039675351260348e-07,6.7256560985653356e-12,2.3882902899630844e-06,2.7316168424175866e-11,4.5751080685418084e-08,1.0202419455256636e-13,1.1818350278849708e-15,7.5015788122946852e-10
2.627521389419447e-08,0.001793008251633616,-1.0769116666968721e-19,-8.7264959726001858e-15,-9.601606126963105e-16,4.6665336106846907e-17,8.1082398882673642e-10,1.8811324424097839e-13,-2.7001020668322397e-37,-1.9991728758615308e-26,1.7217919538382792e-31,4.9743242737240257e-16,1.0832387745051457e-32,3.7050055776543996e-17,1.5619719391763608e-18,5.0559709009501641e-31,6.6584129882448779e-29,4.8051324187866063e-24,7.6857492414900082e-28,-5.6288317127652014e-47,2.947613398380891e-30,-2.9385598357032787e-20,9.2689874010234866e-40,-2.4958502610203562e-16,5.485976783981293e-32,1.4337955314477413e-30,6.111691788945744e-20,2.0260074569858615e-16,2.0627617908882902e-46,-6.672648057003909e-21,-4.9311145372094296e-23,-8.8997325404180871e-28,7.0091992351000375e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836330892899272,0.10880056264081495,9.9999999999963006e-05,3.4214603903645297e-07,2.9673596049794366e-06,6.2082957733503984e-07,6.7304643039368801e-12,2.3900058234419933e-06,2.7316155859318976e-11,4.578379307657353e-08,1.0209747958259478e-13,1.1826800494541387e-15,7.5172230464323845e-10
2.6293997928227106e-08,0.0017930082484964725,-1.1082861675960743e-19,-8.9800460448498454e-15,-1.4544233705028557e-15,4.6622194366010073e-17,8.1196282530951788e-10,1.8863622278903643e-13,-1.0005846322845407e-36,-4.317649180815272e-27,1.7247101080166166e-31,4.9743110746485948e-16,-5.1803552766119518e-33,3.7078870171587289e-17,1.5631735376003073e-18,4.8945618647210147e-31,6.6716919771008383e-29,4.8180628734049036e-24,7.7166141090315822e-28,6.0686048435307575e-48,2.9442465581321378e-30,-2.9168305871552419e-20,9.2688742881733183e-40,-2.4958518431402426e-16,5.495675701475379e-32,1.4350873441987142e-30,6.1116917889456297e-20,2.0264069268293144e-16,1.8708574259302607e-46,-6.6726668145312249e-21,-4.9353428920163412e-23,-8.918720619078767e-28,7.0091992351005486e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836285430485265,0.10880056088986412,9.9999999999962979e-05,3.4238974166091201e-07,2.9694795099486784e-06,6.2126239968587007e-07,6.7352725038831231e-12,2.3917213510843183e-06,2.7316143294486107e-11,4.5816505430431978e-08,1.0217076436329302e-13,1.1835250700598556e-15,7.5328889695286934e-10
2.6308915203877982e-08,0.001793008246005127,-1.1352697430812451e-19,-9.1981102991490516e-15,-1.1520739719085299e-15,4.6587753141692537e-17,8.1286711729643958e-10,1.8905232024636229e-13,-8.6438195271697301e-37,5.8251923810531796e-27,1.7270293744479998e-31,4.9743005958042517e-16,-2.7078389023783825e-33,3.7101753343141149e-17,1.5641277876889017e-18,4.9167293484872308e-31,6.6822542916925731e-29,4.8283503985887728e-24,7.7411994722315584e-28,5.8751010641932143e-47,2.9446352856656601e-30,-2.8996889220492237e-20,9.2687498026700246e-40,-2.4958530881738591e-16,5.5033843551574792e-32,1.4361132480622895e-30,6.1116917889455394e-20,2.0267239028558837e-16,1.6799787802668193e-46,-6.6726816209189232e-21,-4.9387006809611227e-23,-8.9338181315056192e-28,7.0091992351009538e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836249326727764,0.10880055949935534,9.9999999999962952e-05,3.4258327634715498e-07,2.9711630236082021e-06,6.2160612301046878e-07,6.7390909156499262e-12,2.3930837272679851e-06,2.7316133316184629e-11,4.5842483808176455e-08,1.0222896304070593e-13,1.1841961396072245e-15,7.5453454669185738e-10
2.6323832479528857e-08,0.001793008243513786,-1.149251036204677e-19,-9.3111061877002826e-15,-3.3211922616840827e-16,4.655463554895571e-17,8.1377128809110303e-10,1.8946910503826819e-13,-1.1334799768974204e-37,1.4793996829819716e-26,1.7293505858076158e-31,4.9742901196048389e-16,1.3193595202814964e-32,3.7124645605105632e-17,1.56508204207752e-18,5.0770381185363373e-31,6.6928319733342147e-29,4.8386546246267676e-24,7.7658506244748629e-28,8.5278857286294762e-47,2.9478377423151421e-30,-2.882647987484432e-20,9.268676901528652e-40,-2.4958543230597045e-16,5.5110985826635621e-32,1.4371392231166184e-30,6.1116917889454491e-20,2.02704065167824e-16,1.5685972223407389e-46,-6.6726963482488335e-21,-4.9420583448799565e-23,-8.9489317604606519e-28,7.00919923510136e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836213223023415,0.108800558108849,9.9999999999962925e-05,3.4277681022783278e-07,2.9728465360233988e-06,6.2194984540735413e-07,6.742909324507523e-12,2.3944460997681974e-06,2.7316123337898178e-11,4.5868462165707728e-08,1.0228716156076715e-13,1.1848672086324485e-15,7.5578156577973415e-10
2.6338749755179733e-08,0.0017930082410224511,-1.1360465450531162e-19,-9.2044197679940898e-15,1.1294604366403893e-15,4.6524258984629228e-17,8.1467509854049193e-10,1.8988657751402746e-13,1.4535185241862692e-36,2.8885010239491201e-26,1.7316740387319138e-31,4.9742796448713209e-16,4.717137882207398e-32,3.7147555789057547e-17,1.5660363007665188e-18,5.4284746420824916e-31,6.7034254466072857e-29,4.8489755645177346e-24,7.7905677060170034e-28,5.8728928513486238e-47,2.9549331183532012e-30,-2.8657072003871824e-20,9.2687476914416793e-40,-2.495855546755838e-16,5.5188183883196089e-32,1.4381653243959786e-30,6.1116917889453588e-20,2.0273571873434266e-16,1.6536983098966785e-46,-6.6727109969324324e-21,-4.9454158864549081e-23,-8.9640615136397318e-28,7.0091992351017673e-35,0.88129999999999997,0.0,0.0,0.0,0.0098836177119371021,0.10880055671834536,9.9999999999962898e-05,3.4297034330294857e-07,2.9745300473070913e-06,6.2229356687667128e-07,6.7467277307118241e-12,2.3958084685837749e-06,2.7316113359626595e-11,4.5894440504735944e-08,1.0234535992342625e-13,1.1855382771797036e-15,7.5702995495310323e-10
