Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328)
1.812186507056012e-15,0.002689692306428254,1.214766198230014e-31,7.8911248236465668e-27,6.9040288920151867e-22,1.2147617029463425e-31,2.4201769103922581e-20,2.4396677315284915e-32,4.6534800020562846e-58,8.238309814550526e-47,8.6437392852558817e-49,5.5222952527759491e-45,2.7465481744944266e-39,1.9381024341241107e-25,2.8481944900167089e-38,7.7256674955821615e-56,5.6477142990701818e-51,4.9820253991020373e-40,1.0061095736281115e-51,2.1260573821320042e-76,7.433517840696561e-48,5.568220723654888e-67,2.5611883672868604e-39,1.2975346050103185e-57,2.7553775645236219e-29,9.8851335891581372e-45,9.5644892925230825e-49,4.0234149913222839e-39,2.5347191475256698e-73,3.6361613424140164e-79,2.0590926946753306e-46,1.0795511358746202e-58,5.9641533973151055e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999994107642,0.108803,0.0001,4.3331125665987839e-14,2.7062637879562947e-13,2.7062636282539419e-13,2.7378363279969733e-19,1.1558879942038686e-18,4.6419518788388497e-15,8.8569459453298039e-19,3.0377198335789989e-26,1.7590606611151484e-26,1.8208985022743062e-30,2.4181745404551194e-23,3.3776964046987678e-18,6.0518712865919873e-22,3.9337560431845721e-31,1.2116177430444399e-34,4.5042716554751435e-37,5.4624406585887485e-40,2.8605389434099222e-18,1.1413556093540246e-46,9.0219081035447989e-53,4.5619523844487613e-55,1.2717821244411266e-61,1.0432819576555137e-59,2.3714382684264159e-23,2.7553695324561167e-29,7.1975456727234559e-35,8.34777331040032e-36,5.3068893466983889e-21,6.2117147054817434e-42,1.603174310161772e-51,7.1668861206668127e-30,1.0245742542570714e-55
3.625947459383141e-15,0.002689692306428254,4.8622086326692985e-31,3.1584807337434802e-26,1.3813925028029306e-21,4.8621728767881823e-31,4.8521369803145603e-20,9.7819612769632742e-32,1.8625994830575799e-57,8.9235667992567581e-47,3.459747885276745e-48,2.5142088177253138e-44,5.49547181701871e-39,3.8778887781196326e-25,1.1400201019494017e-37,6.1852307781914202e-55,4.5216038017040839e-50,1.9941085401218839e-39,8.0550691676529285e-51,6.8020547459484816e-75,1.1890637261201127e-46,2.4733443915710951e-66,2.0482515591046443e-38,3.6523527051747063e-56,2.2059674721099969e-28,1.5829021929929344e-43,3.862349835962264e-48,3.221153213485448e-38,2.029308061360314e-72,3.2670132842718109e-78,3.2937197162384654e-45,3.4538518870257295e-57,3.8218858257082285e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899999988210172,0.108803,0.0001,8.6699897796671372e-14,5.4148604824373944e-13,5.4148553457138531e-13,6.0815801478245984e-19,4.6265380325531525e-18,9.2751661455135637e-15,3.5438931775190331e-18,1.406679861787212e-25,7.3984688068741278e-26,1.4578356346675843e-29,9.6789719714421523e-23,1.3503654131935114e-17,2.4223185660119758e-21,2.8508876109420237e-30,9.7002675804349805e-34,3.6017889553281898e-36,8.7367688793355021e-39,1.1436116185281089e-17,3.6511914096779906e-45,5.772336252134778e-51,2.9187980568523091e-53,1.6274246737946993e-59,6.6763555431984205e-58,9.4918872705313302e-23,2.2059546448228487e-28,1.1491399133409486e-33,1.3360918466682721e-34,1.061833022015162e-20,9.9468706191918162e-41,1.4515893381715024e-50,5.7315541064118202e-29,6.5553653137732949e-54
7.2534693640374e-15,0.002689692306428254,1.945499504932669e-30,1.2637831527453438e-25,2.7633324013286607e-21,1.9454707124315295e-30,9.7451108374181402e-20,3.9276097533258115e-31,7.4527820715331076e-57,9.3008984871052037e-47,1.3843494474558008e-47,1.4553949386713067e-43,1.0993286809016262e-38,7.7574616715544743e-25,4.5615659371666517e-37,4.9500632395673852e-54,3.6186545454997979e-49,7.9790318268194655e-39,6.4466234825906877e-50,2.1730710664450383e-73,1.899230950248152e-45,1.0465291048015268e-65,1.6356235770992639e-37,1.144506477331308e-54,1.7654284632910897e-27,2.5336515770985569e-42,1.6544963737394736e-47,2.5778620043660976e-37,1.6240496334845263e-71,2.7838375681234527e-77,5.2608907876537988e-44,1.1033878067266358e-55,2.4475366499672643e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899999976415284,0.10880299999999997,0.0001,1.7343744194121644e-13,1.0832000723751078e-12,1.0831969335159663e-12,1.2810373253380294e-18,1.8511968313903524e-17,1.8503446571564191e-14,1.4170650267898878e-17,6.0910384353581583e-25,3.034426789440568e-25,1.1667270237153912e-28,3.8728277025904032e-22,5.3905112143840952e-17,9.6923744081290279e-21,1.9152615330402419e-29,7.7630971382387993e-33,2.875560231125982e-35,1.3951809677454329e-37,4.5651726520435826e-17,1.1661801226773877e-43,3.6874234867651348e-49,1.8645567219289765e-51,2.0792551690124448e-57,4.2665798017828492e-56,3.7979545129355707e-22,1.765408041223627e-27,1.8285656705432246e-32,2.1365727306390036e-33,2.1241034448696506e-20,1.5921579826181534e-39,1.6401108128122869e-49,4.5769134851354909e-28,4.1876345037319037e-52
1.450851317334592e-14,0.002689692306428254,7.7831271402249348e-30,5.0557911034628904e-25,5.5270548937597879e-21,7.7828955137746546e-30,1.9647270950910206e-19,1.5821434949476665e-30,2.9815645153124249e-56,9.5006625633596702e-47,5.5382963823732643e-47,1.2939265420171339e-42,2.1988787622324819e-38,1.5516608297728843e-24,1.8249242296443567e-36,3.9608007809850783e-53,2.8954691127965687e-48,3.1921324731618803e-38,5.1584703683242295e-49,6.926651947430538e-72,3.0265208794851646e-44,4.3122922745032085e-65,1.3030225687693103e-36,3.638484062615695e-53,1.4125854725230955e-26,4.0545944639248698e-41,1.0109518431842373e-46,2.0626183074435188e-36,1.2994647520727254e-70,2.3035866687613464e-76,8.3834963252135873e-43,3.5168901575034798e-54,1.566892261100388e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899999952825491,0.10880299999999986,0.0001,3.4691252976301863e-13,2.1666069273085783e-12,2.1665919543189607e-12,2.6275347438666851e-18,7.4058246284365576e-17,3.6808666230808057e-14,5.6615657407403915e-17,2.5383200009542082e-24,1.2279427833385442e-24,9.3358361206425237e-28,1.5493660090860329e-21,2.1464530478078749e-16,3.8775373472737033e-20,1.1561335762555789e-28,6.2115540059963471e-32,2.2898158227505749e-34,2.2223462603514158e-36,1.8178106608151013e-16,3.7154426220587227e-42,2.3497096551326205e-47,1.1881385699357227e-49,2.6499503668380904e-55,2.7208768500051076e-54,1.5193996930118746e-21,1.4125531369166684e-26,2.8923046703357698e-31,3.4126874819093155e-32,4.2485732900644893e-20,2.5480064496610181e-38,2.8222007779365451e-48,3.646210660132307e-27,2.6684612663376618e-50
2.1763556982654435e-14,0.0026896923064282535,1.6539734867968629e-29,1.0743828928446595e-24,8.2906200916591519e-21,1.6539071471989662e-29,2.9665640996696663e-19,3.3781723632703207e-30,6.3360789496228594e-56,9.5052156754354586e-47,1.1769439398817537e-46,4.2204462274131357e-42,3.2984159266464355e-38,2.3275755780741563e-24,3.8781512807091557e-36,1.1325964184044528e-52,8.2796286879068967e-48,6.7836065185239017e-38,1.4751086752964232e-48,3.1573009948897619e-71,1.11174422265395e-43,9.2469771261319413e-65,3.7166542137033524e-36,1.6581163919267269e-52,4.0392666480568838e-26,1.4924148543046638e-40,3.1219917344452353e-46,5.8979835445828172e-36,3.7158027432612023e-70,6.6467206389759716e-76,3.0795437868918675e-42,1.6030353073273689e-53,8.7386067508948007e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899999929235767,0.10880299999999972,0.0001,5.2038761711753322e-13,3.2499926394717791e-12,3.2499591991391828e-12,3.9740412587186695e-18,1.5737883829649022e-16,5.4963785673571465e-14,1.2020232822485513e-16,5.459892307130004e-24,2.6169322808843102e-24,2.6696481898337481e-27,3.2925351652869434e-21,4.5466729964845572e-16,8.240097610544556e-20,2.8565896223970084e-28,1.7761859473726604e-31,6.5296766625552168e-34,8.1617704980403465e-36,3.85053409516326e-16,1.6932435534085522e-41,1.2890015679222617e-46,6.5178812994896645e-49,1.7072963259463241e-54,1.4930444440941552e-53,3.2288357109779505e-21,4.039148231738047e-26,1.0586667873186652e-30,1.2550002407576887e-31,6.3729721415776852e-20,9.3788688862720973e-38,1.1492512664041139e-47,1.0400213406856098e-26,1.4638631516152147e-49
3.627364460127147e-14,0.002689692306428252,4.5728148739468536e-29,2.9703160846365145e-24,1.3817121390046789e-20,4.5725093866342111e-29,5.0167201124942651e-19,9.4537898252868022e-30,1.7517843917421256e-55,9.6261188531908974e-47,3.2540495818272601e-46,2.8676257226375319e-41,5.4974385890207083e-38,3.879405431445506e-24,1.0722455164113761e-35,5.2052809498737492e-52,3.805213779117252e-47,1.8755534643269773e-37,6.7799638429951772e-48,4.0817522445195771e-70,8.4927714887176253e-43,2.5792080699461658e-64,1.6952782526027683e-35,2.1430402875269277e-51,1.8563430034026549e-25,1.1483140528823902e-39,2.7306790653828609e-45,2.7105030689849519e-35,1.7076915339671239e-69,3.0881679788696774e-75,2.3525070586695362e-41,2.0721739124461406e-52,2.2716916636820374e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999882056406,0.10880299999999923,0.0001,8.6733778995741138e-13,5.4166798896188262e-12,5.4165825936749915e-12,6.6669530077555942e-18,4.3510845226024458e-16,9.0683390015086801e-14,3.3154556061421878e-16,1.527215726898524e-23,7.2441518147453238e-24,1.2270180832847843e-26,9.1031277449521943e-21,1.2466800005770208e-15,2.2782033581389356e-19,9.4759691733521932e-28,8.1629155874887739e-31,2.9761505483386329e-33,6.2304095521206878e-35,1.0558014292415365e-15,2.1871909826239837e-40,2.8519079541605548e-45,1.4420789663783658e-47,6.5529015991469922e-53,3.3098937346814355e-52,8.9268804013047497e-21,1.8562535049441791e-25,7.9873432869005572e-30,9.6251879298047174e-31,1.0621485924568698e-19,7.2169888813671813e-37,1.2931516954988745e-46,4.7438605475370899e-26,3.2388003548618697e-48
4.93327234580268e-14,0.0026896923064282504,8.1427917222221303e-29,5.2891362351642731e-24,1.8790464459200279e-20,8.142103631340817e-29,6.8994052409900063e-19,1.6969089240302631e-29,3.119418908448371e-55,9.6567765255408032e-47,5.7945900321232523e-46,7.6766697257362549e-41,7.4765172521292494e-38,5.2760525977421042e-24,1.9093855406153085e-35,1.1717238254370812e-51,8.5656376149510007e-47,3.3398599185046961e-37,1.5262702627985019e-47,1.3310405183351531e-69,2.3312691826623806e-42,4.6078173482652791e-64,3.8001834625248399e-35,6.9876848701443352e-51,4.1786108314654961e-25,3.1625117568945938e-39,8.3920722696293516e-45,6.1012442869953589e-35,3.8440031722084258e-69,6.9767176316662966e-75,6.4576412753592512e-41,6.7567924661800785e-52,9.7181664159864784e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999839595128,0.10880299999999864,0.0001,1.1795929440034839e-12,7.3666307062439531e-12,7.3664539173310327e-12,9.0904894903997161e-18,7.7479113965121995e-16,1.2236085742360807e-13,5.8945951519250721e-16,2.7309051266934174e-23,1.2896151797369047e-23,2.7621837296172624e-26,1.6210028126769069e-20,2.2078351116077605e-15,4.0568183292966204e-19,1.8104375398222516e-27,1.8374675146808005e-30,6.6686565299671478e-33,1.709688788738451e-34,1.8697945465451942e-15,7.1298829490046159e-40,1.0740906443208937e-44,5.4311854476365437e-47,2.7802628276196472e-52,1.2481025094011583e-51,1.5896025655901402e-20,4.1783663480269129e-25,2.1801476855220499e-29,2.6469030206228805e-30,1.4444919030370544e-19,1.987699505210696e-36,4.1093786158291977e-46,1.0633982691754598e-25,1.2198041278217156e-47
6.239180231478214e-14,0.0026896923064282487,1.2710872748147132e-28,8.2561791679399853e-24,2.376326978575378e-20,1.2709571667916884e-28,8.8218289784601164e-19,2.670102956679131e-29,4.8694411365193848e-55,9.6514339064467558e-47,9.045523088270261e-46,1.6981091708888083e-40,9.4555517427372584e-38,6.6727000919586995e-24,2.9806129382770452e-35,2.2146592624743898e-51,1.6189777359575814e-46,5.2136211996140092e-37,2.8849236824542839e-47,3.5136441430126933e-69,5.2315502455540591e-42,7.207990746577315e-64,7.1513248745081371e-35,1.8444961860516867e-50,7.8977944695041894e-25,7.1228984238517977e-39,2.1526591697513153e-44,1.1531528370105252e-34,7.2653792059648386e-69,1.3219751950166336e-74,1.4491451616301772e-40,1.7835729922343581e-51,2.9074074356599121e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999797133955,0.10880299999999787,0.0001,1.4918480964514459e-12,9.3165101967703137e-12,9.316230269784173e-12,1.151393731599578e-17,1.2094393234950838e-15,1.535488838438109e-13,9.186959040477215e-16,4.2739003516831148e-23,2.0115129420190765e-23,5.2209802644483202e-26,2.5304006136600937e-20,3.4275092607273164e-15,6.332730623015097e-19,2.958205539954221e-27,3.4729160123516477e-30,1.2543906738225838e-32,3.8352828783887688e-34,2.9027249771729054e-15,1.8814490121536757e-39,3.2958220786454035e-44,1.6665474114085243e-46,9.8245903514254614e-52,3.8314330401903649e-51,2.4813596914952645e-20,7.8972487463230331e-25,4.8620598237409236e-29,5.9517869220957474e-30,1.826810947560638e-19,4.4770465389652101e-36,1.0668206556897155e-45,2.0011441732522504e-25,3.7429461983066568e-47
7.545088117153747e-14,0.002689692306428247,1.8221717531621298e-28,1.1835475725272999e-23,2.8735567214966944e-20,1.8219542226030082e-28,1.0781788649444011e-18,3.8567708606382467e-29,6.9806568183375259e-55,9.7061194583935664e-47,1.2967496664827852e-45,3.2257573184308363e-40,1.1434544508601803e-37,8.0693479059450443e-24,4.2729624468905339e-35,3.701746744050197e-51,2.7060773858267415e-46,7.474156044592093e-37,4.822324465956275e-47,7.6538418405852156e-69,1.0021414424284571e-41,1.0348421145669512e-63,1.1904745730167563e-34,4.0176209467354788e-50,1.3200743146067643e-24,1.3689944240047682e-38,4.6271728375908541e-44,1.9274110851352986e-34,1.2143711752604566e-68,2.2137167715607219e-74,2.7759427791863098e-40,3.8849646715007957e-51,7.4558174635448491e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999754672851,0.10880299999999696,0.0001,1.8041032473898235e-12,1.1266322591171901e-11,1.1265916918159214e-11,1.3937301740436317e-17,1.7337861952545717e-15,1.8428121814183461e-13,1.3150249559025398e-15,6.1373834218484291e-23,2.8808155199214296e-23,8.7271350840531145e-26,3.627492685372022e-20,4.8878765513020535e-15,9.0783770591485032e-19,4.3750907804100136e-27,5.8048032417031309e-30,2.0873370671627694e-32,7.3443381109262039e-34,4.1394961388947304e-15,4.0969625691203387e-39,8.0796543997364519e-44,4.0855157614431827e-46,2.6885125508729329e-51,9.401381979249502e-51,3.5571553011925888e-20,1.3199702804155319e-24,9.2612370243009614e-29,1.1421931446281805e-29,2.209107074125952e-19,8.6051287758295652e-36,2.3008312722636418e-45,3.3312900516914118e-25,9.1757842825732598e-47
1.0156903888504814e-13,0.0026896923064282396,3.1393214022334297e-28,2.0390124378524352e-23,3.8679003989051666e-20,3.1388568566896528e-28,1.4787303979524485e-18,6.7288045729203233e-29,1.2026748497687208e-54,1.0944517177351543e-46,2.2341738572367086e-45,8.2292575824877344e-40,1.5392434890318185e-37,1.0862644292086371e-23,7.3619323924177512e-35,7.9028749626069848e-51,5.777206226387887e-46,1.2877255994045634e-36,1.0296259046552017e-46,2.3469167137398275e-68,2.577839045995402e-41,1.786159094141407e-63,2.524896162057691e-34,1.2317043931651039e-49,2.8181560942281947e-24,3.5401341111941735e-38,1.4054784675236628e-43,4.1146490052461993e-34,2.5925021593270584e-68,4.7379581855186203e-74,7.140642327008481e-40,1.191062483816473e-50,3.214509122276682e-65,0.88129999999999997,0.0,0.0,0.0,0.009889999966975099,0.10880299999999475,0.0001,2.4286135458239986e-12,1.5165795170390728e-11,1.5165085664569991e-11,1.8783841390864459e-17,2.9870179863354703e-15,2.4472554607790512e-13,2.2598847486780004e-15,1.0595151312386502e-22,4.9538128567901406e-23,1.8633444272996721e-25,6.2496921625275319e-20,8.347547371862455e-15,1.5640844347837191e-18,7.8206750947373191e-27,1.2392395659271934e-29,4.4242110435658743e-32,1.8882217838452157e-33,7.0694584350496444e-15,1.2554747154293388e-38,2.9111109646969222e-43,1.4720181486319597e-45,1.1264272762169577e-50,3.3970218981412677e-50,6.1284111249281806e-20,2.8178905024675981e-24,2.3612593812657368e-28,2.9466052741884702e-29,2.9736470745567936e-19,2.2254930493081936e-35,6.9835106935291543e-45,7.0653972123211654e-25,3.3060550965180601e-46
1.276871965985588e-13,0.002689692306428233,4.804911566043222e-28,3.1207393268970621e-23,4.8620563852998895e-20,4.8040666809139698e-28,1.8931555679438539e-18,1.0424499624889944e-28,1.8407855816777039e-54,-1.4878937838426123e-47,3.4196416001937963e-45,1.7264010644527772e-39,1.9350171047691618e-37,1.365594194471126e-23,1.1268278353207418e-34,1.4370599944884219e-50,1.0505263150447577e-45,1.9710029206886492e-36,1.8724612084842454e-46,5.6728247166003773e-68,5.4331014874649481e-41,2.7396157881024918e-63,4.5629516790888666e-34,2.9767741772860267e-49,5.1244083715743045e-24,7.4970348141829327e-38,3.3878614413916722e-43,7.4817591377819641e-34,4.7140999918645476e-68,8.6348638371966064e-74,1.5049750330957285e-39,2.8785986544290057e-50,9.5055155770645441e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999584829475,0.10880299999999196,0.0001,3.053123838678137e-12,1.9065022070652608e-11,1.9063922881208327e-11,2.3630075659548318e-17,4.5717596269054249e-15,3.0354008797905161e-13,3.4504106999884868e-15,1.6237383321481773e-22,7.5665469276619944e-23,3.3886399033578174e-25,9.5656335874483149e-20,1.2668058880958897e-14,2.3939507209558431e-18,1.2254359534788389e-26,2.2533830252807264e-29,7.9905238401005874e-32,3.9777747929567688e-33,1.0728458518680477e-14,3.0330540507440409e-38,7.9532176182563869e-43,4.0215874925968477e-45,3.4397804020286245e-50,9.2979814287369657e-50,9.3798553459295213e-20,5.1238524045494955e-24,4.9370135585994926e-28,6.2266078188219382e-29,3.7381023938266266e-19,4.713471750279344e-35,1.6781236741012284e-44,1.2768492561270714e-24,9.0322294669282286e-46
1.5380535431206948e-13,0.0026896923064282235,6.8425405771692692e-28,4.4440325075288201e-23,5.8560119898827524e-20,6.8411427969353686e-28,2.3223944326160377e-18,1.5028056863728663e-28,2.6214444582859071e-54,1.4378965699793438e-45,4.8699768103906994e-45,3.2406183523469521e-39,2.330774252602636e-37,1.6449241019158781e-23,1.6047459495059177e-34,2.3771872411674805e-50,1.7377795296487778e-45,2.8069447796431763e-36,3.0977501352307693e-46,1.2067459110650271e-67,1.0229133129101514e-40,3.8858645736945604e-63,7.50087126557596e-34,6.3313376192679186e-49,8.4765850620408061e-24,1.4183282733068036e-37,7.2070115527696569e-43,1.2375792784853344e-33,7.7978878798893001e-68,1.4296351824477791e-73,2.8334809938164743e-39,6.1226289626290649e-50,2.4160044695624541e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899999499908395,0.10880299999998856,0.0001,3.6776341255737603e-12,2.2963988533081837e-11,2.2962406124704399e-11,2.8475986200988366e-17,6.5104531365937477e-15,3.606580888823107e-13,4.9013608155933381e-15,2.3144263392507304e-22,1.0751441562813259e-22,5.6060644765467674e-25,1.3622329052758074e-19,1.7884670545650093e-14,3.409201933792264e-18,1.7735932851658639e-26,3.7274627071931288e-29,1.3127308778591168e-31,7.4855758398342096e-33,1.5146357296916131e-14,6.4485448832835353e-38,1.8884819085807295e-42,9.5492164422719858e-45,9.0337858121418095e-50,2.2122835190095613e-49,1.335754742157392e-19,8.4755454151209711e-24,9.2210677376719027e-28,1.1754080711954423e-28,4.5024673152845802e-19,8.9181562640029991e-35,3.5553624745935291e-44,2.0989697576658366e-24,2.1446957947215491e-45
2.0604166973909082e-13,0.0026896923064282,1.205465085906493e-27,7.8286566580066431e-23,7.8433110181514826e-20,1.2051426214272336e-27,3.2261418642306199e-18,2.7191912415882626e-28,4.6183843682416776e-54,9.777520381696166e-47,8.5801731255165545e-45,9.6512262973091489e-39,3.1222382204502954e-37,2.2035843959841436e-23,2.827366508664041e-34,5.4834474370687815e-50,4.0085106140778087e-45,4.9454250719377763e-36,7.147312420770653e-46,4.7897468727767786e-67,3.0581834794913937e-40,6.8763904982995399e-63,1.7036811475993721e-33,2.5118466323224565e-48,1.9551627887632637e-23,4.2985017391442993e-37,2.8837503821022925e-42,2.8544032427440573e-33,1.7986286628441354e-67,3.3155186927501923e-73,8.4712012199028294e-39,2.4291587392453949e-49,1.426087033850436e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899999330067448,0.1088029999999799,0.0001,4.9266546811537178e-12,3.0761137533165399e-11,3.0758291025586391e-11,3.8166832856472385e-17,1.1469361255161532e-14,4.6997714921958655e-13,8.5871440346295417e-15,4.0822231302227079e-22,1.8843447870306732e-22,1.2934522974119605e-24,2.3999451632782637e-19,3.0914985258512195e-14,6.0062367097336719e-18,3.1853511571678182e-26,8.5976182422297368e-29,2.9771955761071639e-31,2.2349954293797312e-32,2.6181606832492603e-14,2.5551592873188464e-37,1.0055491714146901e-41,5.0846279975517729e-44,6.5676507418871522e-49,1.185969064279295e-48,2.3532109813190924e-19,1.9548576570712506e-23,2.6972970231585643e-27,3.5402133074679216e-28,6.030921045006891e-19,2.7035628063103035e-34,1.4024699953855763e-43,4.7674325779566703e-24,1.1419816772829839e-44
2.5827798516611216e-13,0.0026896923064281706,1.8777620843736556e-27,1.2194002801345469e-22,9.8297965941886078e-20,1.8771426046154564e-27,4.1900549304077827e-18,4.3459907986970497e-28,7.19429088936869e-54,1.8690483773182475e-45,1.3366371827707291e-44,2.2389502821728825e-38,3.9136352974000296e-37,2.762245369627186e-23,4.4046092100403533e-34,1.0533829001805631e-49,7.7004083543156198e-45,7.7040951659938763e-36,1.3733242329415548e-45,1.3561361261093106e-66,7.1075286153721866e-40,1.0667631042647096e-62,3.2259794292144402e-33,7.1093379834216489e-48,3.7556826238954822e-23,1.0109608779650712e-36,8.2337674911885902e-42,5.4828048842912694e-33,3.4550142619737857e-67,6.4016797008378665e-73,1.968793040004343e-38,6.8755430845908372e-49,5.0496870273283673e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899999160227993,0.10880299999996877,0.0001,6.1756752125276652e-12,3.8557255897261867e-11,3.8552738574044917e-11,4.7856398419648063e-17,1.7865535392975846e-14,5.7300315596240155e-13,1.3303507687233421e-14,6.3635461501266392e-22,2.919967372134141e-22,2.4852861599042694e-24,3.7385218762695959e-19,4.7269243391333821e-14,9.3562285506750274e-18,5.0118275367044894e-26,1.6515316158635985e-28,5.6296854137234667e-31,5.1884176400939483e-32,4.0031872420252733e-14,7.2247076150033574e-37,3.4364389945260578e-41,1.7376616934098979e-43,2.6912501641632228e-48,4.0707342990588719e-48,3.6655885850558122e-19,3.7549845591586039e-23,6.1525496271868955e-27,8.2810033263078022e-28,7.5590079380054494e-19,6.3599807126302949e-34,3.9592596390773425e-43,9.0273340535384732e-24,3.9027133719227866e-44
3.105143005931335e-13,0.0026896923064281338,2.701188281481582e-27,1.7540175672559669e-22,1.1815468672812948e-19,2.7001301407364764e-27,5.2141551198665317e-18,6.40911915336767e-28,1.0349375788561599e-53,-3.2643005778926968e-45,1.9229109415967337e-44,4.4484487346565272e-38,4.704965455500614e-37,3.3209070861606556e-23,6.3366816416154191e-34,1.7993287301144502e-49,1.3153343525751914e-44,1.1083265151524266e-35,2.3463431290595703e-45,3.1562172607657713e-66,1.4136110676962632e-39,1.5639461477483833e-62,5.4346242133870706e-33,1.6540239857972117e-47,6.4148618942827162e-23,2.033242367999616e-36,1.9323770066842898e-41,9.3644722079285217e-33,5.9013390418474842e-67,1.1095133366687884e-72,3.9157177023769544e-38,1.599682365130237e-48,1.4008782177494506e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899998990389995,0.10880299999995519,0.0001,7.4246957196835446e-12,4.6352359678482953e-11,4.6345748446490764e-11,5.7544702844719222e-17,2.5699299106286767e-14,6.7007904745397853e-13,1.9034398617767283e-14,9.1585110036026772e-22,4.1784849798214603e-22,4.2461028865111674e-24,5.37807586261834e-19,6.6766307492189483e-14,1.3459458679572315e-17,7.2465714867733806e-26,2.8209026145050206e-28,9.4716052023542451e-31,1.0308219586687343e-31,5.6543750475850722e-14,1.6793377868333051e-36,9.2643699024216885e-41,4.6846065818551303e-43,8.3452159028425202e-48,1.1019709700111477e-47,5.2729658580535135e-19,6.4134934328858687e-23,1.2027659092258892e-26,1.6569590335413639e-27,9.0867280571948621e-19,1.2794045024210403e-33,9.1981040853544458e-43,1.5207893932168508e-23,1.0521457153701414e-43
3.6275061602015484e-13,0.002689692306428091,3.6757357049910264e-27,2.3866942358826275e-22,1.380032749040012e-19,3.6740691635319839e-27,6.2984437149165954e-18,8.9351803564469652e-28,1.4083656026806957e-53,1.1781251238236828e-44,2.6168565736487237e-44,7.9572888294530049e-38,5.4962286892089865e-37,3.8795696106618388e-23,8.6236796136602406e-34,2.8340229871965156e-49,2.0717013739017208e-44,1.5083038966933896e-35,3.6963858680132288e-45,6.4562049064961269e-66,2.530273877251186e-39,2.0721581693156776e-62,8.4443644122247734e-33,3.382153070227898e-47,1.010309919480955e-22,3.6789710460080796e-36,3.9856993299899302e-41,1.4747993052215644e-32,9.2943738556066432e-67,1.7657880879923724e-72,7.0088853971752146e-38,3.2711431466254536e-48,3.3431756516175917e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899998820553402,0.10880299999993918,0.0001,8.6737162026173519e-12,5.4146465517181214e-11,5.4137320809163589e-11,6.723176681583378e-17,3.4970486151480443e-14,7.615418888544211e-13,2.5763176447942212e-14,1.2467058292839313e-21,5.6562416635497151e-22,6.6891662286573411e-24,7.3186193440775233e-19,8.9228142280317048e-14,1.8315956536512757e-17,9.8828976949345733e-26,4.4428149829295108e-28,1.4698361135111183e-30,1.843214439271009e-31,7.5566464614178897e-14,3.4309351915177511e-36,2.1458132551360246e-40,1.0850500820453726e-42,2.1754841972664722e-47,2.5634400462457388e-47,7.1753209647492135e-19,1.0100683042112336e-22,2.1178342205116487e-26,2.9831908997192208e-27,1.0614081595371394e-18,2.3154883485850373e-33,1.8791007146483526e-42,2.3630240785987354e-23,2.4369905032688681e-43
