Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664)
3.3899882452173193e-16,0.002516028720261032,4.2449701234903391e-31,1.6869362635232195e-26,5.5919998779073898e-21,4.2449541923439209e-31,6.1565844224234335e-20,2.4633574224286558e-32,6.3129492266054385e-56,2.1326923850282916e-44,1.1794010579782617e-47,4.4287518844320992e-44,1.6706610839039774e-37,5.2980097232849492e-25,4.1337729507661236e-38,2.2656322332290489e-55,1.036597065659895e-50,1.1786064054266039e-39,3.243355514033394e-52,3.9996488341918141e-75,1.0287918687615817e-47,3.9347130677870134e-65,1.6006918537087245e-38,1.5604242157069406e-57,9.5306602340822761e-30,4.804573855497488e-45,1.1586311929999328e-47,3.179425760158907e-39,2.6178945691641904e-71,9.717660672658012e-78,2.631236611575727e-46,5.5549572658387713e-59,1.5653290377412923e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999994323355,0.108803,0.0001,3.3215050177094506e-14,2.5912723956627425e-13,2.5912722241802074e-13,1.2059173558478724e-19,2.3836908797273569e-19,1.6189601367169314e-14,1.6778953256510171e-19,3.2821281025214147e-27,2.0837579776997817e-27,1.3396426756619646e-31,9.4550988479314068e-24,2.4024749708755959e-18,2.2713645624862516e-22,5.5955472192410044e-32,3.6314444144545456e-35,3.701333501705875e-37,1.655031497975556e-40,2.5162652003132098e-18,8.8385645839466512e-48,1.4465733498928909e-54,2.0916184530826848e-56,1.1660723893148035e-63,3.68587591936633e-61,2.1994581489739915e-23,9.5306553147695402e-30,4.9353196583676246e-36
6.782921745208936e-16,0.002516028720261032,1.6990894198444299e-30,6.7521259918167813e-26,1.1188828474397302e-20,1.6990840699609934e-30,1.2322302220466163e-19,9.8625408302802921e-32,2.5268236695574051e-55,3.9301618880051442e-44,4.720678017273321e-47,2.2664002094018668e-43,3.3427723455935917e-37,1.0600623094072842e-24,1.654586597434679e-37,1.8138834513495384e-54,8.2990792358904939e-50,4.7174974182736522e-39,2.5966905769556516e-51,1.2806694511749443e-73,1.6470109371953569e-46,3.000689301278876e-64,1.2812080759836579e-37,2.5311332324227958e-56,7.6303144887561765e-29,7.6935692796870929e-44,4.6379786122876491e-47,2.5454605719848015e-38,2.0959058346884519e-70,1.5049005740169396e-76,4.2123928139341296e-45,1.7786619358007728e-57,1.003081036860084e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899999988641771,0.108803,0.0001,6.6458957900468511e-14,5.1847919927679117e-13,5.1847909983507371e-13,3.175485979294835e-19,9.5409588621117128e-19,3.238320257501287e-14,6.7152884959229315e-19,1.6738392876473656e-26,9.1875107884075743e-27,1.0725338062888568e-30,3.7845010908216325e-23,9.6135996510787768e-18,9.0913712187739703e-22,4.3610349710186065e-31,2.9073604443794738e-34,2.9619902611156736e-36,2.6490579951289321e-39,1.0068935803737252e-17,2.8295125671028197e-46,9.2620596430446887e-53,1.3392129977807099e-54,1.4932287902943867e-61,2.3601702158629357e-59,8.8035537352932263e-23,7.6303066046985639e-29,7.8968697019625154e-35
1.3568788745192172e-15,0.002516028720261032,6.7985467652334706e-30,2.7017176219296367e-25,2.2382396633648449e-20,6.7985184377513197e-30,2.4665096145289956e-19,3.948454907106741e-31,1.0110576230331177e-54,5.6849675612479112e-44,1.8888862458594751e-46,1.0602603321017714e-42,6.6869909408108019e-37,2.1205851892175704e-24,6.6205028522995353e-37,1.4516581391255703e-53,6.6417852589595478e-49,1.8876136575991656e-38,2.0781961762207448e-50,4.0979776037192127e-72,2.6350217899626437e-45,1.8089282725352198e-63,1.0248461064866731e-36,6.0976272174442582e-55,6.1065565974133346e-28,1.2314693122451042e-42,1.8571894971963028e-46,2.0371302670267829e-37,1.6773590751701846e-69,1.8477966659821609e-75,6.7393279477157493e-44,5.691424025462369e-56,6.4237768683646767e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899999977278621,0.108803,0.0001,1.329467733096432e-13,1.0371820770877994e-12,1.0371814222975683e-12,7.4544578752928835e-19,3.8176129389187992e-18,6.4740226513633641e-14,2.6864581352679504e-18,7.7260263792758869e-26,3.8663178876157765e-26,8.5836118609128263e-30,1.5142915876700533e-22,3.8446439400601551e-17,3.6377282316436018e-21,3.3139012321714798e-30,2.3267672186825169e-33,2.3683710009326515e-35,4.2365451994333271e-38,4.0267407033745719e-17,9.0505238817635998e-45,5.925231070505566e-51,8.5673701161464751e-53,1.9105443393935553e-59,1.5101220063045008e-57,3.5225595561682621e-22,6.1065439869218224e-28,1.2620739986961931e-33
2.7140522745158642e-15,0.002516028720261032,2.7198451603635913e-29,1.0808531486524799e-24,4.4769176823518631e-20,2.7198252631156037e-29,4.9396117122329939e-19,1.5813625857316457e-30,4.0448810217083668e-54,6.9932834442074943e-44,7.5567760916805489e-46,5.2464028314032003e-42,1.3375412418634065e-36,4.2416317716790852e-24,2.6486336765649772e-36,1.1615472323220894e-52,5.314436703832151e-48,7.5516854336041135e-38,1.6629599517193991e-49,1.3104215146913133e-70,4.2128390610564476e-44,9.2341289435026248e-63,8.1921803273894766e-36,1.8249527059733337e-53,4.8861506703462934e-27,1.9707428256346548e-41,7.4746091641641079e-46,1.6299985971615564e-36,1.3421379790706811e-68,1.9177449465223808e-74,1.0774751109531109e-42,1.8199203296366926e-54,4.1125031374785327e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899999954552373,0.10880299999999997,0.0001,2.6592240397769918e-13,2.0745837869553597e-12,2.0745803378062956e-12,1.6192782318946902e-18,1.5272830690089707e-17,1.2933378523620715e-13,1.0743329461383255e-17,3.3390673011348223e-25,1.5865376193209649e-25,6.8683245068704961e-29,6.0581387498070098e-22,1.5364715786186387e-16,1.4553248276444659e-20,2.4072494355654674e-29,1.8617599422863397e-32,1.8916705200057882e-34,6.7681262867142674e-37,1.6092446379276533e-16,2.8918443444621181e-43,3.7865467266334807e-49,5.4750219979197734e-51,2.4419065468835639e-57,9.653660334941952e-56,1.4092462736025194e-21,4.8861305430401341e-27,2.0135498360152058e-32
5.428399074509159e-15,0.002516028720261032,1.0880142211279277e-28,4.3236858596255584e-24,8.954131273899822e-20,1.0879988043948079e-28,9.903989008880546e-19,6.3397559792265256e-30,1.6180778245367206e-53,7.8309363672856383e-44,3.0229573626131696e-45,3.4714440384143868e-41,2.6752192524131332e-36,8.48372822980832e-24,1.0595415196572372e-35,9.2932628070508158e-52,4.2519520585526702e-47,3.020921350164927e-37,1.3306339102143479e-48,4.1860855779014105e-69,6.7282918370317729e-43,4.2494160837547291e-62,6.5413698195182423e-35,5.7645861478146723e-52,3.9092558403403339e-26,3.1534804836209965e-40,3.1329759084843925e-45,1.3040999956215589e-35,1.0738057243260111e-67,1.7869307328563522e-73,1.7208269420335431e-41,5.8133898689748907e-53,2.6323966991135984e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899999909099947,0.1088029999999999,0.0001,5.3187366471263799e-13,4.1493711129966654e-12,4.1493552517201464e-12,3.3720587948718875e-18,6.1095439364723772e-17,2.5804073740851178e-13,4.2942835720075102e-17,1.3900799425067303e-24,6.4245531145919353e-25,5.4953907461619632e-28,2.4234420420470183e-21,6.1333336106908129e-16,5.8217470296958486e-20,1.6239792573879265e-28,1.4895377666558401e-31,1.508089759050043e-33,1.0792769376848226e-35,6.4238313049420353e-16,9.223463971697895e-42,2.4154825226622254e-47,3.492585673752026e-49,3.1154894319561001e-55,6.1622078652828389e-54,5.6373884791785132e-21,3.9092238227962674e-26,3.2024085471606804e-31
8.142745874502452e-15,0.0025160287202610314,2.3120675372976105e-28,9.1879369205156431e-24,1.3431202424048594e-19,2.3120236530995701e-28,1.4886539257166149e-18,1.3492668278103356e-29,3.4384886962077972e-53,7.9216530567831575e-44,6.4239396421609009e-45,1.0186949204322132e-40,4.0128909779774698e-36,1.2725827982987446e-23,2.2515831142708068e-35,2.6573576014648172e-51,1.2158220256938214e-46,6.4196134833184512e-37,3.8051401427977619e-48,1.9098318539698769e-68,2.4742294541074519e-42,9.4549180482882317e-62,1.8683384376176306e-34,2.6273853724327023e-51,1.1178242105059129e-25,1.160711474197426e-39,7.0563072226133524e-45,3.7289650316197554e-35,3.0704773863572775e-67,5.3364690573741122e-73,6.3280856391541215e-41,2.6522081074304231e-52,1.4680609631699929e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999863647642,0.10880299999999977,0.0001,7.9782492484640405e-13,6.2241423723653909e-12,6.2241072490918266e-12,5.1251903491882294e-18,1.2982965981513222e-16,3.862693089956941e-13,9.1205849046838069e-17,2.9891450873030078e-24,1.3697399111725799e-24,1.5714184355234699e-27,5.1499220392114864e-21,1.3014521203255549e-15,1.2371470515766468e-19,4.234157060865572e-28,4.2592319218435759e-31,4.3034803182320471e-33,3.9659625081621454e-35,1.3630937762800646e-15,4.2053772309927253e-41,1.3256060361009082e-46,1.9167163973402114e-48,2.0079153299829009e-54,3.3826069754227375e-53,1.1979655900678362e-20,1.1178124595783994e-25,1.175279586478081e-30
1.0857092674495745e-14,0.0025160287202610314,3.9441364676360543e-28,1.5673554745006353e-23,1.7908131137825103e-19,3.9440440493363781e-28,1.9887262307588736e-18,2.3049262241340056e-29,5.865716824073159e-53,8.5844601851943685e-44,1.0958625194685918e-44,2.2879063291735664e-40,5.3505564185859536e-36,1.6967931033061395e-23,3.8409906696174467e-35,5.6052133759161579e-51,2.5645550713480853e-46,1.0951245818071765e-36,8.0268690939746496e-48,5.6889614792289539e-68,6.2700328830805612e-42,1.6504166429052772e-61,3.9368515426271179e-34,7.823134881821581e-51,2.3578355523601991e-25,2.9438430593820619e-39,1.2987918211156235e-44,7.8655031936426687e-35,6.4765930689033231e-67,1.1533117487558125e-72,1.6036226904683437e-40,7.9000960006764753e-52,5.535588926109191e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999818195441,0.10880299999999961,0.0001,1.0637761843789976e-12,8.2988975876259257e-12,8.2988363304827527e-12,6.8783342571212173e-18,2.2147493065857513e-16,5.1402127805211197e-13,1.5551014370040539e-16,5.1310901526584608e-24,2.3401706741441233e-24,3.314723426018825e-27,8.7852469793771716e-21,2.2171543929075959e-15,2.1104478400529147e-19,8.253116541802064e-28,8.9840386439401169e-31,9.0605878613420253e-33,1.0043615975003023e-34,2.3221671445883205e-15,1.2519495548808377e-40,4.5528660669870314e-46,6.5830697749922343e-48,7.8341803719446801e-54,1.1622326608438816e-52,2.0436012185706752e-20,2.357805826923817e-25,2.9729373266777288e-30
1.6285786274482335e-14,0.00251602872026103,8.1658371887968305e-28,3.2449878903866251e-23,2.6861654291527002e-19,8.1655850163690513e-28,2.9931358399059098e-18,4.7832533470468753e-29,1.2144324665397934e-52,2.2968318905582911e-43,2.2688731266144411e-44,7.127321360785862e-40,8.0258725494879594e-36,2.5452144876547452e-23,7.9524093154040596e-35,1.5309792093792635e-50,7.0046905810831657e-46,2.2673454495512993e-36,2.1927927120737721e-47,2.4874902455992914e-67,2.1896104012011728e-41,3.4295463091587239e-61,1.0734445841228359e-33,3.4193180090753103e-50,6.4400178291251531e-25,1.0294840790759425e-38,3.2017097201823796e-44,2.1483106862920979e-34,1.7689736719795843e-66,3.2102190219068597e-72,5.6001443175867962e-40,3.4539760220924772e-51,4.0213427239457692e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999727291264,0.10880299999999922,0.0001,1.5956787020332707e-12,1.244837043248845e-11,1.2448240712602286e-11,1.0384594709701315e-17,4.5853456352226616e-16,7.6841214892689036e-13,3.2169781346873187e-16,1.0689045112495323e-23,4.8506381465812873e-24,9.0543179414291191e-27,1.8188879058246106e-20,4.5800621007470459e-15,4.3694476694307322e-19,1.9961744938836887e-27,2.4538370040697211e-30,2.4671413591536933e-32,3.5034960331975956e-34,4.7969910281610616e-15,5.4683334412598966e-40,2.4440554400289199e-45,3.5339059228671664e-47,5.0872167777463917e-53,6.2478647365550904e-52,4.2310249126849049e-20,6.4399143346577258e-25,1.0350520198787629e-29
2.1714479874468922e-14,0.0025160287202610292,1.388789041865171e-27,5.5188118415783553e-23,3.5814653697647069e-19,1.3887362949400916e-27,4.0042281124960687e-18,8.1531859181511781e-29,2.0654385069034029e-52,-1.3694478782895112e-42,3.8587875796913571e-44,1.6808758374153085e-39,1.07011655686111e-35,3.3936370859235423e-23,1.3525113156350193e-34,3.20334742524874e-50,1.4656271751037216e-45,3.8561895646158439e-36,4.5888058133058887e-47,7.2412145970559768e-67,5.4649391431825348e-41,6.7531429124596384e-61,2.2426035021266315e-33,9.9522855632472905e-50,1.3474685413366432e-24,2.5724076246486095e-38,6.6251505997900937e-44,4.4949619213282424e-34,3.7012976629450683e-66,7.0899498460207332e-72,1.3977120189689754e-39,1.0054072272834475e-50,1.4786753733734283e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999636387504,0.10880299999999866,0.0001,2.1275812174768202e-12,1.6597784461725859e-11,1.6597560829151005e-11,1.3890803638915251e-17,7.7984163680650653e-16,1.021065057174117e-12,5.4669081001576358e-16,1.8243252930893133e-23,8.2524489783465912e-24,1.8946063166275776e-26,3.0934601267097662e-20,7.7728681302199652e-15,7.4313050472951999e-19,3.7692722227000429e-27,5.1342588547401128e-30,5.1480373264278525e-32,8.7361446736221286e-34,8.1410203321596375e-15,1.5905774098890032e-39,8.1344412953717118e-45,1.176174918360957e-46,1.9076924241645268e-52,2.081087012893647e-51,7.1958442867520174e-20,1.3474427748786242e-24,2.5768700650911071e-29
2.7143173474455508e-14,0.002516028720261027,2.1217410748451354e-27,8.4313779606792699e-23,4.476709197924531e-19,2.1216450594612187e-27,5.0224802819254243e-18,1.2484548421350842e-28,3.1555261637778036e-52,2.0023140351333244e-41,5.8953852443578056e-44,3.4126508482613578e-39,1.3376433825311457e-35,4.2420609860570403e-23,2.066350874521182e-34,5.8316062025972758e-50,2.6681328589944937e-45,5.8914163165745602e-36,8.3551272986266197e-47,1.756623070213814e-66,1.1580903819123594e-40,-8.9938802157533108e-62,4.0762794856614883e-33,2.4136647677271007e-49,2.4530112389419456e-24,5.4576458060177651e-38,1.2673222381687143e-43,8.1828434547522564e-34,6.7380777783221609e-66,9.3034243039150417e-72,2.9619302166885312e-39,2.4388181419948091e-50,4.4000121163220049e-65,0.88129999999999997,0.0,0.0,0.0,0.009889999954548416,0.10880299999999796,0.0001,2.659483730551739e-12,2.0747135622089842e-11,2.0746790664911859e-11,1.7396962037606901e-17,1.1914100727636008e-15,1.2718675999733399e-12,8.3454164145787318e-16,2.7936214177018335e-23,1.2607029172761873e-23,3.4493119071721656e-26,4.7261088608487784e-20,1.1849246196324317e-14,1.1353355707213542e-18,6.2251852462444926e-27,9.3467184239537224e-30,9.3458779332265219e-32,1.849574176895261e-33,1.2410470960214289e-14,3.8553609685444715e-39,2.2239440933152191e-44,3.2156465602472296e-46,5.8119961466905762e-52,5.6948088320014625e-51,1.0993563308067784e-19,2.4529567740342068e-24,5.4468984078554905e-29
3.800056067442868e-14,0.0025160287202610227,4.0799462299970153e-27,1.6212625148564268e-22,6.2670250150018208e-19,4.0796927098293636e-27,7.0809133801399804e-18,2.4133532507709368e-28,6.0679464269378826e-52,9.6869999334955097e-44,1.1336691756819046e-43,1.1964279477480585e-38,1.8726894497350278e-35,5.9389127820873256e-23,3.9735998476044603e-34,1.5397295687720537e-49,7.0447105660831977e-45,1.1329060874052635e-35,2.2068887414653215e-46,9.0566040348272018e-66,4.2267169397373983e-40,5.337844341226864e-61,1.0717417487756279e-32,1.2441273788916982e-48,6.476598010309569e-24,1.999495789445835e-37,4.6738130510829185e-43,2.1604506361636542e-33,1.779042964122219e-65,1.6688045650343281e-71,1.0810244725494208e-38,1.2570990282507377e-49,3.6403940955739987e-64,0.88129999999999997,0.0,0.0,0.0,0.0098899999363678704,0.10880299999999608,0.0001,3.7232887494469139e-12,2.9045646384800879e-11,2.9044973848582999e-11,2.4409114122958982e-17,2.2909753011384399e-15,1.7678839520494331e-12,1.6017675227636431e-15,5.3872138579538052e-23,2.4219223174226157e-23,9.1087765205871255e-26,9.088097317552957e-20,2.2670690644453494e-14,2.1831993422566655e-18,1.3314797800278686e-26,2.4677884658746868e-29,2.4490959779036629e-31,6.7301133926305221e-33,2.3744459626136637e-14,1.981464805688636e-38,1.6504473514085408e-43,2.386422467524338e-45,6.390169593678202e-51,4.2407239275601719e-50,2.1139853574714564e-19,6.4764008379599065e-24,1.9718306730068414e-28
5.971533507437503e-14,0.002516028720261009,9.9533104982523226e-27,3.9550391737506797e-22,9.8469736260392985e-19,9.9523300272003213e-27,1.1284954308683316e-17,5.9540936986425345e-28,1.4803752277557312e-51,8.9399051412895132e-44,2.7658299918665854e-43,7.2767610977263488e-38,2.9427514339031529e-35,9.3326323075207839e-23,9.6948904378810182e-34,5.9539481562839381e-49,2.7240964163108147e-44,2.7639689359237612e-35,8.5407583449541889e-46,9.7059755012440165e-65,2.6559914462002396e-39,2.219743079771298e-60,4.1047455474871954e-32,1.3327309053281045e-47,2.5043051456211515e-23,1.2679788611936249e-36,4.1202106198003047e-42,8.3534897633600912e-33,6.8791315610813624e-65,6.4927666981199868e-71,6.7929594193327848e-38,1.3466972125327894e-48,6.5740781617981986e-63,0.88129999999999997,0.0,0.0,0.0,0.0098899999000072684,0.10880299999999048,0.0001,5.8508987583961729e-12,4.5641912003899732e-11,4.5640241173665413e-11,3.8432780305666956e-17,5.588911505932791e-15,2.7381360383736308e-12,3.8919912275394783e-15,1.3178031676259199e-22,5.8899245193939282e-23,3.5234340448940756e-25,2.2171833953079872e-19,5.4714089767331273e-14,5.3262533414809806e-18,3.6172143593300607e-26,9.54226371855631e-29,9.3102945518228279e-31,4.1989529285259976e-32,5.7305554383543241e-14,2.1075335029280375e-37,3.1067437468827479e-42,4.4921492627971149e-44,2.2006631205312156e-49,8.0267149781227289e-49,5.1572498897161747e-19,2.5041835933548925e-23,1.2155637114483393e-27
7.925863203432675e-14,0.00251602872026099,1.7471984597987302e-26,6.9424491742700743e-22,1.3068148189536503e-18,1.7469745656416012e-26,1.5168052464344406e-17,1.0547019557630958e-27,2.5987248306794443e-51,3.009115204629654e-42,4.8553593825780451e-43,2.0818627219030707e-37,3.905772819401047e-35,1.2386998110034987e-22,1.7019994533814552e-33,1.3595168089397745e-48,6.2201537618383683e-44,4.8520932154109157e-35,1.9513359796579316e-45,3.4623930974951531e-64,7.66198160178866e-39,4.0379431861083017e-60,9.3108816935901915e-32,4.7528089096094668e-47,5.7181130220490949e-23,3.6768634377978401e-36,1.4258659792467818e-41,1.9073126130461148e-32,1.5707383620298519e-64,1.4156642898559857e-70,1.9596271355702382e-37,4.80277113320936e-48,2.9775854669818661e-62,0.88129999999999997,0.0,0.0,0.0,0.009889999867283266,0.10880299999998332,0.0001,7.7657477335432518e-12,6.0577694376082925e-11,6.0574727922826911e-11,5.1053355889235128e-17,9.8106276553752969e-15,3.5869564423325679e-12,6.8097242395533168e-15,2.3160124784774136e-22,1.0309416749360615e-22,8.0473221458629218e-25,3.8921448648572047e-19,9.520753734376655e-14,9.3499441700529025e-18,6.6615224077887113e-26,2.178808840545373e-28,2.1010712201724559e-30,1.2064232305235275e-31,9.9716923607567033e-14,7.4916015584371647e-37,1.3260614502446527e-41,1.9174035564678743e-43,1.0954361353985436e-48,3.43876031925597e-48,9.0530594925029946e-19,5.7177661332260022e-23,3.4689813438125478e-27
9.880192899427847e-14,0.002516028720260967,2.7105006826186905e-26,1.0769792246569321e-21,1.6288584941729213e-18,2.7100736494864118e-26,1.9145350255962295e-17,1.6508704750097054e-27,4.0316355025993575e-51,-4.7323987818458552e-42,7.5326834240083694e-43,4.7678480214499247e-37,4.868761623626374e-35,1.5441381253650556e-22,2.6406638441995301e-33,2.5929261835114854e-48,1.186330789721073e-43,7.5276174394939651e-35,3.7238817348602619e-45,9.5318643273865694e-64,1.7621000999420044e-38,9.6686129382251641e-60,1.7641647678819717e-31,1.3080972008246429e-46,1.0905467283827779e-22,8.5010484346861337e-36,3.8841504356249737e-41,3.6374906952439261e-32,2.9957124653809728e-64,3.5189614418602751e-70,4.5067441883627307e-37,1.3218831871045423e-47,9.7202752231029018e-62,0.88129999999999997,0.0,0.0,0.0,0.0098899998345597685,0.10880299999997417,0.0001,9.6805966775220869e-12,7.5512673934433036e-11,7.5508027309152147e-11,6.3673253039263072e-17,1.5219451067082098e-14,4.4133124957274758e-12,1.0530125855907705e-14,3.5955082291378334e-22,1.5945556125788041e-22,1.53519587652204e-24,6.0382196629873051e-19,1.4642798578304403e-13,1.4505367948432748e-17,1.0632280934986053e-25,4.1554008005882355e-28,3.9609026450946859e-30,2.7631580920571275e-31,1.5336336472230009e-13,2.0547173296597727e-36,4.2979631158981048e-41,6.2146102493361986e-43,4.1462148279924008e-48,1.1174468236713465e-47,1.4044463341168477e-18,1.0904678156431794e-22,7.8914503857443656e-27
1.183452259542302e-13,0.0025160287202609394,3.8851937082908559e-26,1.5436823377808265e-21,1.9508284115600359e-18,3.8844684558043267e-26,2.3216835490388308e-17,2.3871764406514971e-27,5.7790701106701795e-51,2.0195497838973792e-41,1.0797761523175062e-42,9.4071408117932962e-37,5.8317178500459225e-35,1.8495781803683375e-22,3.7855302199298378e-33,4.4036645889536271e-48,2.0147863979442275e-43,1.0790501130298874e-34,6.32813381346628e-45,2.1828851450234777e-63,3.4851940961051142e-38,8.56128481631406e-60,2.977078027686373e-31,2.994768182312365e-46,1.8520584676879442e-22,1.6899209805300299e-35,8.8658449913534768e-41,6.1773338623717988e-32,5.087625606884241e-64,5.6419747717705571e-70,8.9137262617812454e-37,3.0264250216943055e-47,2.6304824208614038e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899998018367567,0.10880299999996305,0.0001,1.1595445590335088e-11,9.0446858298085446e-11,9.0440139619652418e-11,7.6292478192795138e-17,2.181509476121184e-14,5.2177702861596864e-12,1.5045576949478701e-14,5.1562224194015568e-22,2.2786793935765909e-22,2.6079184423788231e-24,8.6553494442920101e-19,2.0810512132531508e-13,2.0792383177943694e-17,1.5520631358726594e-25,7.0570881356782706e-28,6.6516301814086506e-30,5.4439173776303961e-31,2.1796176089739383e-13,4.688845068987384e-36,1.1228802504844538e-40,1.6236256061841533e-42,1.2273995781107661e-47,2.9297030735591197e-47,2.0131251359682484e-18,1.8519039865923318e-22,1.5448407287837648e-26
1.3788852291418193e-13,0.0025160287202609065,5.2712416557077624e-26,2.0943326766027077e-21,2.2727245919302136e-18,5.2701045314410993e-26,2.7382499942697905e-17,3.2670371174241326e-27,7.8410048611557444e-51,-9.0964890645074375e-41,1.465057936151408e-42,1.6770850574837285e-36,6.7946415007289822e-35,2.1550199829423347e-22,5.1366705139435617e-33,6.90455886113006e-48,3.1590015918411935e-43,1.4640729987958773e-34,9.9277937240616652e-45,4.4213619425277929e-63,6.2223565704695459e-38,4.3662424719645999e-59,4.63845424834261e-31,6.0639204852187388e-46,2.9037742274679232e-22,3.0321408315931628e-35,1.7953827405405094e-40,9.6849659444940911e-32,7.976784492277855e-64,1.5128964757846847e-69,1.5914287863244804e-36,6.1282068473815202e-47,6.1881107997963368e-61,0.88129999999999997,0.0,0.0,0.0,0.0098899997691142237,0.10880299999994994,0.0001,1.351029447198328e-11,1.0538025531100687e-10,1.0537106509745909e-10,8.8911037972357372e-17,2.9597315627058672e-14,6.0009052860504264e-12,2.0348233555252704e-14,6.9980974439055814e-22,3.0821240667733778e-22,4.0899866803163066e-24,1.1743495935714536e-18,2.7996414884426816e-13,2.8210896525685863e-17,2.1317291779391099e-25,1.1064604741767537e-27,1.0314151417816794e-29,9.6825713910488902e-31,2.9322430168176996e-13,9.4643173890448703e-36,2.5472773881748603e-40,3.6832389094766995e-42,3.1021904791844065e-47,6.6711049948857066e-47,2.7313256373162853e-18,2.9035011638999346e-22,2.7306820677916703e-26
1.7697511683408537e-13,0.002516028720260826,8.6772921207466117e-26,3.4474049475227123e-21,2.9162958098836017e-18,8.6749236033900401e-26,3.5996345388289834e-17,5.4697427820338004e-27,1.2908317108883315e-50,-8.7289658826064353e-39,2.411943522241173e-42,4.3144402604005945e-36,8.72039107944576e-35,2.7659088559847034e-22,8.4581123325439545e-33,1.4382116712664108e-47,6.5801379865780377e-43,2.410322369337925e-34,2.0703564930545189e-44,1.4028133449236897e-62,1.6003883880400511e-37,2.4770139443636881e-57,9.5440396198581878e-31,1.9227013529531958e-45,6.048158867586598e-22,7.8746234969187059e-35,5.7164175135344042e-40,2.0171429137988632e-31,1.6614876686529704e-63,4.523432662101215e-68,4.0931502751582491e-36,1.9431578692420249e-46,2.5699881408409889e-60,0.88129999999999997,0.0,0.0,0.0,0.0098899997036705385,0.10880299999991784,0.0001,1.7339992141786176e-11,1.3524471499887367e-10,1.3522935632342423e-10,1.1414618483120143e-16,4.8720720492658557e-14,7.5051959441058382e-12,3.3287449079812946e-14,1.152514792680921e-21,5.0427752986937396e-22,8.5235297064106685e-24,1.9332744327453008e-18,4.5327809368509568e-13,4.644218506529762e-17,3.5603434615470328e-25,2.3046269254465895e-27,2.102769056751653e-29,2.4721262786980349e-30,4.7474704552859279e-13,2.982345453093581e-35,9.7867485821729885e-40,1.4151240121803022e-41,1.4378717193174429e-46,2.585718110666006e-46,4.4962413665684078e-18,6.0474699056132145e-22,6.8897151829578926e-26
2.160617107539888e-13,0.002516028720260725,1.2928405602781771e-25,5.1360395347627756e-21,3.5595723004582352e-18,1.2924135871838836e-25,4.4986839215684228e-17,8.2864591647247115e-27,1.9233442214665748e-50,1.3707543556675634e-37,3.5939250694056528e-42,9.0454605601737467e-36,1.0646010370100678e-34,3.3768048007150711e-22,1.2605808305058281e-32,2.5928324532957239e-47,1.1862737899248336e-42,3.5915096700672749e-34,3.7367855753936968e-44,3.5379644727406255e-62,3.4162549360287667e-37,-3.6760306082201434e-56,1.7000548535904085e-30,4.844985747505231e-45,1.0903066920248253e-21,1.6964724141190186e-34,1.4489195304950925e-39,3.6361409313363123e-31,2.9952383969186345e-63,-5.9105944295150589e-67,8.7374067524634344e-36,4.8979756793756212e-46,7.8794968908438597e-60,0.88129999999999997,0.0,0.0,0.0,0.0098899996382286141,0.10880299999987793,0.0001,2.1169689686932987e-11,1.6510611432366621e-10,1.6508290270447542e-10,1.3937874544609745e-16,7.2587948351672551e-14,8.9305374872897206e-12,4.9286446782667905e-14,1.7176252758732972e-21,7.4672138565275932e-22,1.5373774388261421e-23,2.8805752714900236e-18,6.6429120120718829e-13,6.9198712966583867e-17,5.341996568638175e-25,4.154612334812453e-27,3.7122795333199297e-29,5.2407423977229995e-30,6.9575452599105408e-13,7.4753164021800058e-35,2.8571016113875549e-39,4.1312726145865894e-41,4.8208734987569288e-46,7.6033918050685767e-46,6.6990807831105427e-18,1.0901622419398599e-21,1.4445178520794504e-25
