Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719)
1.3765260418999327e-09,0.0029490947565387875,1.8019418874687712e-19,7.1645219754493497e-15,-1.1377120718387789e-15,-1.9638338046489868e-15,2.2527271835399647e-11,1.1064134271717918e-16,-1.832580455223097e-29,1.0892106502457353e-27,1.0165164305506355e-29,-6.5566938529264836e-15,-5.6528032787821032e-16,-3.7570843149815098e-18,-7.2193018416735636e-19,1.9655945673035007e-30,-1.0014533694737344e-29,-1.5062893756755401e-26,2.3553585888189839e-29,5.3330049488211132e-40,8.6819385674608001e-29,2.7190404117988419e-15,2.725957476175023e-38,8.4344315648622388e-16,-6.0696054682505551e-33,-1.0149130270091003e-31,-5.8149607698192895e-19,-1.0304553973230997e-15,-8.7419184617732644e-39,3.0963699621485998e-20,8.942270875031787e-24,4.0540773158598193e-30,6.4083510836816736e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894286490948842,0.10880286655301312,0.00010000000000000257,4.4232921240902107e-08,2.584662530820186e-07,1.2863345305963508e-07,2.6627434235655718e-13,1.3163059939996586e-07,7.3884523510171977e-12,1.7927509565500286e-09,4.3113430744602249e-15,3.6403582444573486e-17,8.4150319630322799e-13,1.4501374831077157e-11,6.2269156853614514e-09,3.450097256070224e-10,1.1531968713737106e-20,2.5733863124415046e-17,5.4708525779557907e-19
1.3777035354423566e-09,0.0029490947561533316,1.8008312609619304e-19,7.1515520333419e-15,-1.1620441650246358e-15,-1.9642385842841308e-15,2.2564692104099224e-11,1.1100045147692031e-16,-1.829231609572064e-29,-1.8102006901614917e-26,1.0170000377504906e-29,-6.5593342571011153e-15,-5.6637798135335164e-16,-3.7547081811368749e-18,-7.2271521490994832e-19,2.0036312995310811e-30,-1.0033949313477581e-29,-1.507581248335824e-26,2.3568046326521819e-29,5.3199724542769779e-40,8.6850502982364705e-29,2.7202531618220149e-15,2.7287273206025016e-38,8.4410013674499802e-16,-6.0988899282497277e-33,-1.0173771426592628e-31,-5.8167153873409581e-19,-1.0308205560172402e-15,-8.7410805253963909e-39,3.1006453608163242e-20,8.9582403685275242e-24,4.0661573026282029e-30,6.4122164975182418e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894281601047337,0.10880286642226049,0.00010000000000000257,4.4270747261203675e-08,2.5868731866928309e-07,1.2872688809387328e-07,2.6650208595112613e-13,1.3175977571229217e-07,7.3884520165696632e-12,1.7942874382881613e-09,4.3155740325641404e-15,3.6434782229218271e-17,8.4368500916609243e-13,1.4526767228576344e-11,6.2322481337003073e-09,3.4560018524694182e-10,1.1544967730867185e-20,2.5791402230382047e-17,5.4889579709814116e-19
1.3800585225272044e-09,0.002949094755382418,1.7988220360873804e-19,7.1268324958622725e-15,-1.1741852846998411e-15,-1.9650422586678183e-15,2.2639583044912554e-11,1.1172127615560166e-16,-1.8226053351660719e-29,9.080585245666873e-26,1.0179614963678113e-29,-6.5627522533902488e-15,-5.667273963264859e-16,-3.7499236236608044e-18,-7.2428523944952383e-19,2.0469373881408009e-30,-1.0072834108044365e-29,-1.5101631399934845e-26,2.3596852965702259e-29,5.2947253253119231e-40,8.6911276917788836e-29,2.7208254456653755e-15,2.7342673230178152e-38,8.4541295814798437e-16,-6.1573813090720401e-33,-1.0223146662475714e-31,-5.8202089279504821e-19,-1.0315482672394074e-15,-8.7393321031331535e-39,3.1091988248807869e-20,8.9902166672416083e-24,4.0903946489169341e-30,6.4199166747145825e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894271821231457,0.10880286616075416,0.00010000000000000257,4.4346399244157191e-08,2.5912944970936694e-07,1.2891375703047548e-07,2.6695757300029099e-13,1.3201812935707918e-07,7.3884513476736297e-12,1.7973604007897861e-09,4.3240359821848653e-15,3.6497181778716769e-17,8.48059845591244e-13,1.4577621615463227e-11,6.2429130295839132e-09,3.467826188497625e-10,1.157098248113446e-20,2.5906704748513411e-17,5.5253042434343822e-19
1.3824135096120522e-09,0.002949094754611499,1.7967474941485968e-19,7.1017057268477702e-15,-1.1899072111944326e-15,-1.9658474840039912e-15,2.2714600733453602e-11,1.1244558949359507e-16,-1.8159705702594325e-29,-2.1270148923313012e-24,1.0189253274959878e-29,-6.5663286128050219e-15,-5.6723042193557108e-16,-3.7451406443237894e-18,-7.2585619128702378e-19,2.0935999553055546e-30,-1.0111788329026179e-29,-1.5127425785487971e-26,2.3625715604451523e-29,5.2691466571918969e-40,8.6972229635758897e-29,2.7215532579600065e-15,2.7398080166769208e-38,8.4672624034974645e-16,-6.215556112039924e-33,-1.0272633547186193e-31,-5.8237069619787715e-19,-1.0322767937634269e-15,-8.7374888113819097e-39,3.1177684543031326e-20,9.0222426217763919e-24,4.1147356068414842e-30,6.4276313986475022e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894262041398368,0.10880286589924636,0.00010000000000000257,4.4422051150244612e-08,2.5957158056808356e-07,1.2910062447355304e-07,2.6741305986065541e-13,1.3227648434636834e-07,7.3884506787763037e-12,1.8004333620074859e-09,4.3324979758426356e-15,3.6559581302143901e-17,8.5244965048865601e-13,1.4628568808475729e-11,6.253577924408709e-09,3.4796707154889018e-10,1.1597019523452892e-20,2.6022306488975806e-17,5.5618316673450249e-19
1.3847684966969e-09,0.0029490947538405752,1.7946457086727846e-19,7.0763942857810478e-15,-1.1790382337035774e-15,-1.9666529576192335e-15,2.2789711846193874e-11,1.1317340230804867e-16,-1.8093759065116213e-29,-1.8590508035317311e-26,1.0198901416130733e-29,-6.5685866435004799e-15,-5.6641414996207227e-16,-3.74034047686846e-18,-7.2742793307244452e-19,2.1171107839905147e-30,-1.015081221840016e-29,-1.5153195557372672e-26,2.365460541127327e-29,5.2434469130811355e-40,8.7032212433457364e-29,2.7209620710195423e-15,2.7453493630084831e-38,8.4803970689149974e-16,-6.2734472028955408e-33,-1.0322233802196898e-31,-5.8272059612407593e-19,-1.0330055399220568e-15,-8.7355515611106309e-39,3.1263525197884045e-20,9.0543182285646785e-24,4.1391804078598038e-30,6.4353529891662167e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894252261548105,0.10880286563773711,0.00010000000000000257,4.4497702979465996e-08,2.6001371124564461e-07,1.2928749044197384e-07,2.6786854653243658e-13,1.3253484066125895e-07,7.3884500098776885e-12,1.8035063219494937e-09,4.3409600129183935e-15,3.6621980799666838e-17,8.5685444890552784e-13,1.4679608827939597e-11,6.2642428181746945e-09,3.4915354334310978e-10,1.1623078862760973e-20,2.6138207628310633e-17,5.5985408470872758e-19
1.3871234837817478e-09,0.00294909475306965,1.7926611808330177e-19,7.0517428539997164e-15,-1.1190044366629845e-15,-1.9674544594763242e-15,2.2864891143440468e-11,1.1390472438565731e-16,-1.8028699906624419e-29,2.3210839518291686e-24,1.0208513409477039e-29,-6.5686053580270203e-15,-5.6336986952897771e-16,-3.7355054317722125e-18,-7.2900002026564091e-19,2.0984226550431621e-30,-1.0189906610350036e-29,-1.5178940507533994e-26,2.3683426981242316e-29,5.2182403217481118e-40,8.7090465800613312e-29,2.718137929794299e-15,2.750891232106057e-38,8.4935246323708435e-16,-6.3311536861472409e-33,-1.0371952882190395e-31,-5.8306945020200545e-19,-1.0337325770874976e-15,-8.7335217818904757e-39,3.1349451191362347e-20,9.0864434709530047e-24,4.163729214694347e-30,6.443056125473013e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894242481680703,0.10880286537622645,0.00010000000000000257,4.4573354731821384e-08,2.604558417428797e-07,1.2947435495437402e-07,2.683240330164896e-13,1.3279319828308484e-07,7.3884493409777841e-12,1.8065792806202594e-09,4.3494220928007576e-15,3.6684380271375928e-17,8.6127426588867671e-13,1.4730741694179749e-11,6.2749077108818657e-09,3.5034203423120807e-10,1.1649160503974904e-20,2.625440834263179e-17,5.6354323880618066e-19
1.3918334579514434e-09,0.002949094751527786,1.7890987545873098e-19,7.0047406815955147e-15,-1.0307722177395814e-15,-1.9690434478184784e-15,2.3015649017198042e-11,1.153779405490637e-16,-1.790083490890138e-29,1.9908059789107694e-26,1.0227605773114379e-29,-6.5698418615909502e-15,-5.5852043200569421e-16,-3.7258175023206198e-18,-7.3214499730535354e-19,2.0854070207355864e-30,-1.0268307161641354e-29,-1.5230355543840256e-26,2.3740817152637486e-29,5.1696479901821537e-40,8.7207637963101773e-29,2.7137113295479959e-15,2.7619764425771576e-38,8.5197538890883018e-16,-6.4460752686592775e-33,-1.0471749840189268e-31,-5.8376345066208957e-19,-1.0351805606692815e-15,-8.7291907622676442e-39,3.1521528539711416e-20,9.1508427328894512e-24,4.2131398510758301e-30,6.4583942445045407e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894222921894308,0.10880286485320088,0.00010000000000000255,4.4724658005934454e-08,2.6134010219646657e-07,1.298480796839897e-07,2.6923500542150901e-13,1.3330991737453252e-07,7.3884480031741074e-12,1.8127251941553913e-09,4.3663463785939709e-15,3.6809179137501401e-17,8.7015905573902307e-13,1.4833286048290141e-11,6.29623749311976e-09,3.5272507328419044e-10,1.1701390711308442e-20,2.6487709197819073e-17,5.709764982228336e-19
1.396543432121139e-09,0.0029490947499859073,1.7864994901302667e-19,6.9632669881391172e-15,-8.8100073932094743e-16,-1.9706013164158269e-15,2.3166823742141063e-11,1.1686532328556923e-16,-1.7777248568115718e-29,2.7952567051520753e-24,1.0246386300375973e-29,-6.5680959944974178e-15,-5.507781776936462e-16,-3.716032823147947e-18,-7.352897100633944e-19,2.0158319486087451e-30,-1.0346992258199444e-29,-1.5281669638787488e-26,2.3797586796931695e-29,5.1251845079501862e-40,8.7322047700836618e-29,2.70635322356935e-15,2.773063168083314e-38,8.545922070815117e-16,-6.5606524405021237e-33,-1.0572040835277734e-31,-5.8444913943544972e-19,-1.0366147345946642e-15,-8.7245098714316781e-39,3.1693728976915333e-20,9.2154400545208293e-24,4.2629693112163489e-30,6.4735663803138607e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894203362039149,0.10880286433016984,0.00010000000000000254,4.4875960972584278e-08,2.6222436193122566e-07,1.3022179880670054e-07,2.7014597707816705e-13,1.3382664147615342e-07,7.3884466653652722e-12,1.8188711026315881e-09,4.3832708284875105e-15,3.693397790090018e-17,8.7910422040802333e-13,1.4936202033406449e-11,6.317567271122378e-09,3.5511618869814846e-10,1.1753710184472472e-20,2.6722210455182405e-17,5.7848343130272494e-19
1.4012534062908346e-09,0.002949094748444014,1.785721692897223e-19,6.9323389974509699e-15,-5.5817278032433271e-16,-1.972103618696915e-15,2.3318288829690218e-11,1.1836695393689431e-16,-1.7660194249459973e-29,8.0860042916995429e-24,1.0264587844532497e-29,-6.5583345122612455e-15,-5.3518097932587987e-16,-3.7060546369787888e-18,-7.384315326519866e-19,1.7927336336488779e-30,-1.0425966225594039e-29,-1.5332880697064275e-26,2.3853180881937745e-29,5.0883507357994938e-40,8.7429576874096689e-29,2.6910711406481975e-15,2.7841505278563313e-38,8.5719769003818297e-16,-6.6754913130218618e-33,-1.0672856008768149e-31,-5.8511989429642058e-19,-1.0380239138396504e-15,-8.7194986486354324e-39,3.1865706001802496e-20,9.2802347799352681e-24,4.3132191084208748e-30,6.4884252692780851e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894183802115173,0.10880286380713354,0.00010000000000000253,4.5027263631771314e-08,2.631086209520248e-07,1.3059551246309617e-07,2.7105694799147871e-13,1.3434337044711007e-07,7.3884453275512704e-12,1.8250170060736287e-09,4.4001954378684687e-15,3.7058776562075417e-17,8.8810996025878252e-13,1.5039489812123424e-11,6.3388970448897046e-09,3.5751538046342692e-10,1.1806118962610663e-20,2.6957913508846621e-17,5.8606452595096962e-19
1.407860999951836e-09,0.002949094746280879,1.7897145660019363e-19,6.9184976730178003e-15,1.3205851668431173e-16,-1.9740573011912893e-15,2.3531312530000771e-11,1.2049774861210694e-16,-1.7510310853675752e-29,1.2579131333604021e-23,1.0288485070723392e-29,-6.5322332806053437e-15,-5.0133894953915058e-16,-3.6916465900476859e-18,-7.4282777134376283e-19,1.2524741730593665e-30,-1.0537255364738019e-29,-1.5404544694659182e-26,2.3927816372525271e-29,5.0576755210195931e-40,8.7568527366237112e-29,2.6574800951477761e-15,2.7997036656733055e-38,8.6082086282856066e-16,-6.8385339133967492e-33,-1.0815243796060429e-31,-5.8601939630166262e-19,-1.0399311354820521e-15,-8.7119624861415066e-39,3.2105727996336918e-20,9.371465291255622e-24,4.3844252607350453e-30,6.5083779972212995e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894156361502596,0.10880286307336064,0.00010000000000000251,4.5239524679257956e-08,2.6434914127662022e-07,1.3111978408887211e-07,2.7233494221584536e-13,1.3506829427476638e-07,7.38844345073156e-12,1.8336390476238275e-09,4.4239391280888646e-15,3.7233855661870809e-17,9.0084653972267234e-13,1.5185018568573833e-11,6.3688204455783256e-09,3.6089480445855087e-10,1.1879793511937453e-20,2.7290608146369407e-17,5.9682593305456554e-19
1.4144685936128374e-09,0.0029490947441177186,1.7989934913405366e-19,6.9353558337398467e-15,6.8290282358135219e-16,-1.9758440625028102e-15,2.3745418470140208e-11,1.2265699170455265e-16,-1.7373071320773533e-29,6.0731464230828431e-24,1.031060093920622e-29,-6.5108363942571618e-15,-4.7268523368989784e-16,-3.6769988682275684e-18,-7.4721175340464461e-19,8.0496308666890236e-31,-1.0649119436566401e-29,-1.5475994356206917e-26,2.3998799504824769e-29,5.0488050997545185e-40,8.7708148533932425e-29,2.6288702587058031e-15,2.81525504364095e-38,8.6440906670846175e-16,-7.0036764858945218e-33,-1.0958721503006859e-31,-5.8687386777910718e-19,-1.0417627134775129e-15,-8.7038885874794258e-39,3.2344439838881281e-20,9.4630785590893402e-24,4.4564671642770658e-30,6.5273599295132952e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894128920754484,0.10880286233957753,0.0001000000000000025,4.5451785121625835e-08,2.6558966020466658e-07,1.3164404558834667e-07,2.7361293498608822e-13,1.3579322705257389e-07,7.3884415739016779e-12,1.8422610793599025e-09,4.4476831114573589e-15,3.7408934562380659e-17,9.1370328537821601e-13,1.5331279825054469e-11,6.3987438379313507e-09,3.6429012356473646e-10,1.1953644006866848e-20,2.7625674586207795e-17,6.0773562039432149e-19
1.4210761872738387e-09,0.002949094741954528,1.8107942420387527e-19,6.9667552137163503e-15,6.1124087987441402e-16,-1.9775264028547885e-15,2.396114738956903e-11,1.2484495871980528e-16,-1.7240178082699987e-29,-9.6337698890614046e-24,1.033161420262353e-29,-6.5150816322528864e-15,-4.6997619447394356e-16,-3.6624567968679145e-18,-7.5158973893511118e-19,8.6434028119304252e-31,-1.0761542454905968e-29,-1.5547226765978707e-26,2.4067534425699983e-29,5.0505080839742134e-40,8.7865165235289101e-29,2.6260757912733132e-15,2.8308058267115943e-38,8.6797524817601595e-16,-7.1696399865378318e-33,-1.1103198012770289e-31,-5.8770017929932035e-19,-1.0435470988570712e-15,-8.6953219622079328e-39,3.2582696991738104e-20,9.5550713823260481e-24,4.5293520456286758e-30,6.5457436675620613e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894101479871065,0.10880286160578415,0.00010000000000000248,4.5664044958876242e-08,2.6683017771920627e-07,1.3216829731486516e-07,2.748909262847383e-13,1.3651816842637871e-07,7.3884396970616305e-12,1.8508831012339031e-09,4.4714273763742011e-15,3.7584013262631401e-17,9.2668075039214144e-13,1.5478274030496236e-11,6.4286672219487427e-09,3.6770133775540152e-10,1.202767055373197e-20,2.7963116614105347e-17,6.1879495086262003e-19
1.4280579076969293e-09,0.002949094739668828,1.8196386025644117e-19,6.9785277134246493e-15,-1.8183202582278283e-16,-1.9793639041626446e-15,2.4190940242222031e-11,1.2718836081913041e-16,-1.7091905602077199e-29,-1.6645594601317344e-23,1.0354514727360718e-29,-6.5513944383587648e-15,-4.9876571323650371e-16,-3.647534345945558e-18,-7.5622720453332279e-19,1.5464157478969514e-30,-1.0880901435970511e-29,-1.562226078556593e-26,2.4141649743553121e-29,5.03793404795882e-40,8.8056100460454001e-29,2.654850031399508e-15,2.8472415054630831e-38,8.7175602214066776e-16,-7.3419964254765593e-33,-1.1256714857955861e-31,-5.8858958416697427e-19,-1.0454604122661437e-15,-8.6857352140349515e-39,3.2836391921156553e-20,9.6526845003125157e-24,4.6072902195548493e-30,6.5655609363036483e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894072485118147,0.10880286083043189,0.00010000000000000247,4.5888322445115037e-08,2.6814093266482929e-07,1.3272222231437644e-07,2.7624127674315286e-13,1.3728416546991174e-07,7.3884377139425148e-12,1.8599932973399763e-09,4.49651635237254e-15,3.7769004824539988e-17,9.405247869725367e-13,1.5634388025809507e-11,6.4602848806904276e-09,3.7132296789687531e-10,1.2106079941748165e-20,2.8322250177227844e-17,6.3064457644636443e-19
1.43503962812002e-09,0.0029490947373830997,1.8177355682496353e-19,6.9272529989299024e-15,-1.518579249689237e-15,-1.9814598429787282e-15,2.4422467618505644e-11,1.2956454948566966e-16,-1.6917803556426816e-29,-2.2668441178527167e-23,1.0380298867057004e-29,-6.6139113162220418e-15,-5.5300662048257383e-16,-3.6333151225598594e-18,-7.6089755766530124e-19,2.7375936352640619e-30,-1.1000808439205439e-29,-1.5697068380384046e-26,2.4221794505802992e-29,4.9807882158480089e-40,8.8271631516602427e-29,2.7093971981181699e-15,2.8636884745326359e-38,8.7559175168100665e-16,-7.5066514162008901e-33,-1.1410873130403867e-31,-5.8954905789037137e-19,-1.0474924169892263e-15,-8.6755236785295354e-39,3.3094921843938298e-20,9.750724076359761e-24,4.6861919834507853e-30,6.5869739475331639e-33,0.88129999999999997,0.0,0.0,0.0,0.0098894043490214915,0.10880286005506895,0.00010000000000000246,4.6112599255774931e-08,2.6945168595245778e-07,1.3327613716854053e-07,2.7759162547631014e-13,1.3805017134274718e-07,7.3884357308121094e-12,1.8691034819270801e-09,4.52160561756077e-15,3.7953996152544562e-17,9.5450487042984813e-13,1.579132135080051e-11,6.4919025301257217e-09,3.7496234400117219e-10,1.2184686126751326e-20,2.868404456420179e-17,6.4266442231882398e-19
1.4420213485431105e-09,0.0029490947350973495,1.8060617452158965e-19,6.8186397931314117e-15,-2.1255917729012265e-15,-1.9838044323910871e-15,2.4654343429364754e-11,1.3197382286016076e-16,-1.6723375078675488e-29,1.2468140984071804e-25,1.0408868614973546e-29,-6.6487283892127655e-15,-5.7882300932222704e-16,-3.6191496729041964e-18,-7.6560029244476709e-19,3.3693794792322013e-30,-1.1121269856058776e-29,-1.5771656562531455e-26,2.4307772579661095e-29,4.8821716429357631e-40,8.8470582265993308e-29,2.7358289735803548e-15,2.8801477121966861e-38,8.7948084259670389e-16,-7.6635259860791869e-33,-1.1565708280086112e-31,-5.9057602075443673e-19,-1.0496388078229548e-15,-8.6645940587461054e-39,3.3358197255187745e-20,9.8491958262126952e-24,4.7660643099924976e-30,6.6099302694227641e-33,0.88129999999999997,0.0,0.0,0.0,0.00988940144951613,0.10880285927969707,0.00010000000000000244,4.6336875390857421e-08,2.7076243758811702e-07,1.3383004224724068e-07,2.7894197249041738e-13,1.3881618567414998e-07,7.3884337476704175e-12,1.8782136548846771e-09,4.5466951597960522e-15,3.8138987244400463e-17,9.6862165324304591e-13,1.5949074534939042e-11,6.5235201702545755e-09,3.7861946603578882e-10,1.226348923678392e-20,2.9048504148698625e-17,6.5485611984399513e-19
1.448304896923892e-09,0.002949094733040154,1.7915364862581386e-19,6.6972048904036269e-15,-2.1603774295842453e-15,-1.9860235008372019e-15,2.4863423407930562e-11,1.3417066836814288e-16,-1.6541717769872305e-29,-5.2788451622561884e-25,1.0435831797123891e-29,-6.6597265675334785e-15,-5.8140199860182843e-16,-3.6063166954645077e-18,-7.6984992691350526e-19,3.5308083001147645e-30,-1.123018358105507e-29,-1.5838599444203696e-26,2.4387798373895486e-29,4.77616314530809e-40,8.8636146529385256e-29,2.7390971421022587e-15,2.8949692306099386e-38,8.8300505548137143e-16,-7.8001947212593651e-33,-1.1705788437136048e-31,-5.9152999142132262e-19,-1.0516211284191225e-15,-8.6540923919436658e-39,3.3597760894080014e-20,9.9381938834025078e-24,4.8387827681251815e-30,6.6312895196605784e-33,0.88129999999999997,0.0,0.0,0.0,0.0098893988399484257,0.10880285858185497,0.00010000000000000243,4.6538723334814216e-08,2.7194211267241591e-07,1.3432854875500145e-07,2.8015728335871036e-13,1.3950560550891741e-07,7.3884319628332332e-12,1.8864128007047074e-09,4.569275975002103e-15,3.8305479027223047e-17,9.8144417498114296e-13,1.6091753817814201e-11,6.5519760384134987e-09,3.8192604861063795e-10,1.233458051158647e-20,2.937880011097134e-17,6.6597693500986045e-19
1.4545884453046736e-09,0.0029490947309829406,1.7852975338304335e-19,6.624026514844302e-15,-5.9319781757206743e-16,-1.9880106245247452e-15,2.5071578197552227e-11,1.3639462351794408e-16,-1.6387437026759447e-29,3.5582689490555055e-23,1.0460297016417834e-29,-6.596643134020649e-15,-5.1057199876963955e-16,-3.5922206100066864e-18,-7.7408053354396987e-19,2.2823980799224656e-30,-1.1339637197390779e-29,-1.5905350429079154e-26,2.4462688930374504e-29,4.703898643669889e-40,8.8740428064010116e-29,2.6686681108325212e-15,2.909787826162254e-38,8.864810152538917e-16,-7.9402032681830897e-33,-1.184699170264751e-31,-5.9242139425778035e-19,-1.053498217196825e-15,-8.6430239711134075e-39,3.3835015621488188e-20,1.0027544272137125e-23,4.9122881492977903e-30,6.6512855488554038e-33,0.88129999999999997,0.0,0.0,0.0,0.0098893962303684448,0.10880285788400736,0.00010000000000000242,4.6740570731555599e-08,2.7312178651257814e-07,1.3482704788287272e-07,2.8137259293137011e-13,1.4019503165593413e-07,7.3884301779868498e-12,1.8946119375700832e-09,4.591856996955939e-15,3.8471970628212355e-17,9.9437842731250391e-13,1.6235098001365282e-11,6.5804318990341322e-09,3.8524700533992474e-10,1.2405831494109058e-20,2.9711261548615765e-17,6.7723947801261898e-19
1.4560022436903495e-09,0.002949094730520071,1.786204596443092e-19,6.6210443396206691e-15,8.6223169849536093e-18,-1.9883943378943685e-15,2.5118250224057861e-11,1.3689876014981607e-16,-1.6359625687298516e-29,3.8325730196412972e-23,1.0465106771963987e-29,-6.5721984239599422e-15,-4.8456838214104561e-16,-3.5888210971547805e-18,-7.7502647961460574e-19,1.7882623435057711e-30,-1.1364345037287272e-29,-1.5920341373983151e-26,2.4478103835299633e-29,4.6972793821255888e-40,8.8755078228554282e-29,2.642675957998804e-15,2.9131205903560107e-38,8.8724979088950182e-16,-7.9728645207409548e-33,-1.187895797851514e-31,-5.9260483229624138e-19,-1.0538917005613455e-15,-8.640463205925759e-39,3.3887615332184376e-20,1.0047696435363728e-23,4.9289351102767953e-30,6.6554043700479654e-33,0.88129999999999997,0.0,0.0,0.0,0.0098893956432112504,0.10880285772699094,0.00010000000000000242,4.6785986320409405e-08,2.7338721296190002e-07,1.3493920919497788e-07,2.8164603741361087e-13,1.4035015338350773e-07,7.3884297763951408e-12,1.8964567421693554e-09,4.5969377545556494e-15,3.8509431214160373e-17,9.9730408057327673e-13,1.6267442113734513e-11,6.5868344666349014e-09,3.8599620153983744e-10,1.2421884984595895e-20,2.9786364122888542e-17,6.7979320484466497e-19
1.4588298404617011e-09,0.0029490947295943187,1.7904787863335842e-19,6.6294327636544948e-15,7.1529613339032934e-16,-1.9890950333277995e-15,2.5212250356477785e-11,1.3791118094191155e-16,-1.630818776661377e-29,8.1054721617293972e-24,1.047398987911452e-29,-6.5439591140259715e-15,-4.534050956012756e-16,-3.5821526870101636e-18,-7.7691205462764037e-19,1.2061787710533176e-30,-1.141384821843043e-29,-1.5950290843993271e-26,2.4507411363220123e-29,4.6944907092474167e-40,8.8799034853091142e-29,2.6114527604985614e-15,2.919784422461165e-38,8.8877324222743875e-16,-8.0394385471850993e-33,-1.1943098143133778e-31,-5.9295367000567237e-19,-1.0546482639441892e-15,-8.6352838055514262e-39,3.399197803752149e-20,1.0088052935259776e-23,4.9623488168989807e-30,6.6632391037564447e-33,0.88129999999999997,0.0,0.0,0.0,0.0098893944688949915,0.10880285741295656,0.0001000000000000024,4.6876817415008883e-08,2.7391806567793788e-07,1.3516353074597654e-07,2.8219292618785777e-13,1.4066039774962194e-07,7.388428973210314e-12,1.9001463500882895e-09,4.6070992995923628e-15,3.8584352360072656e-17,1.0031724500830186e-12,1.6332231396468406e-11,6.5996396006915524e-09,3.8749677700996277e-10,1.2454016238521253e-20,2.9936898770496243e-17,6.8492242142163832e-19
1.4616574372330528e-09,0.002949094728668559,1.7934800793359001e-19,6.630343837256276e-15,-4.5471903802147512e-16,-1.9898198829834373e-15,2.5308460547788891e-11,1.3892919356448397e-16,-1.6251031909318338e-29,-8.187745779212124e-23,1.0483144522456938e-29,-6.5910190207873957e-15,-4.9747071950896657e-16,-3.5764150579583557e-18,-7.7880105293512798e-19,2.1717601569254203e-30,-1.1463444251007813e-29,-1.5980201038962951e-26,2.4537289177810004e-29,4.6879930421601098e-40,8.8900578379925515e-29,2.6554885679241409e-15,2.9264493928550422e-38,8.9030179785079418e-16,-8.1052095549915039e-33,-1.2007363926925366e-31,-5.9330905591761014e-19,-1.0554159426815467e-15,-8.6300244046428063e-39,3.409686854000806e-20,1.0128478804523548e-23,4.9959252336384372e-30,6.6712246666666582e-33,0.88129999999999997,0.0,0.0,0.0,0.009889393294576266,0.10880285709891872,0.00010000000000000239,4.6967648398797611e-08,2.7444891812317809e-07,1.3538785088354325e-07,2.8273981468031042e-13,1.4097064331268274e-07,7.3884281700236293e-12,1.9038359562388967e-09,4.6172608838331787e-15,3.865927347007742e-17,1.0090636063617683e-12,1.6397155452533752e-11,6.6124447332216887e-09,3.8900026323873472e-10,1.2486179861271712e-20,3.0087872986178828e-17,6.9008074716200515e-19
1.4623643364258907e-09,0.002949094728437116,1.7934766535824846e-19,6.626159852100173e-15,-8.0110071277121177e-16,-1.9900187282736727e-15,2.5332603646333361e-11,1.3918457832672084e-16,-1.6234996942443467e-29,-1.5819758164106218e-23,1.0485629277178812e-29,-6.6051554734893498e-15,-5.1080724175469853e-16,-3.5750370462921447e-18,-7.7927529050055742e-19,2.4612653179495549e-30,-1.1475854864611289e-29,-1.598767296418208e-26,2.4545166526592751e-29,4.6833091964267061e-40,8.8928087851037008e-29,2.6688395549067644e-15,2.9281162346980408e-38,8.9068766381329239e-16,-8.1212231643684348e-33,-1.2023431996606409e-31,-5.9340267435771328e-19,-1.055615927478566e-15,-8.6286963400222307e-39,3.4123375383375188e-20,1.0138596107348576e-23,5.0043451360023997e-30,6.6733289770706647e-33,0.88129999999999997,0.0,0.0,0.0,0.0098893930009962029,0.10880285702040898,0.0001000000000000024,4.6990356127430628e-08,2.7458163118909079e-07,1.3544393069953986e-07,2.828765367562144e-13,1.4104820488799687e-07,7.3884279692266682e-12,1.9047583574889916e-09,4.6198012859379923e-15,3.8678003741739507e-17,1.0105399609431593e-12,1.6413407529008078e-11,6.6156460161157042e-09,3.8937658960171663e-10,1.2494225825914941e-20,3.0125685255771141e-17,6.9137488984102652e-19
