Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719)
2.212339186225455e-13,0.002949095149983547,3.2315161618039086e-27,1.8885774581043673e-22,1.8559019243019317e-19,3.2306311935257223e-27,5.307857739689287e-18,4.9537196884245824e-28,2.5610641930873437e-53,4.5023034492854876e-46,2.7490270109479531e-44,1.8562681596127985e-40,1.1279096907955125e-36,3.7313401573727929e-23,5.6632918852933477e-34,1.7668889316248827e-49,1.3006159622274328e-44,1.0975378103734224e-35,6.2034563840591263e-46,9.0992261870064117e-88,1.677102101984869e-61,4.9628038010750802e-62,5.241727017081423e-75,8.5147001524015282e-54,8.0552669304416503e-59,4.7135203874408383e-52,3.2989285400012004e-44,7.7506770852081244e-33,1.3004293350473754e-66,2.7241261876777958e-72,1.1005872506097155e-65,2.8531531336553957e-66,3.2780099235345394e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899999081767595,0.10880299999997349,0.0001,7.1111824930214458e-12,4.1822143866498653e-11,4.1818094229406674e-11,4.3024341909505523e-17,1.5263580726528248e-14,9.7720711282806575e-13,1.1175682771690444e-14,4.9846657874514949e-22,2.2672891274046486e-22,1.7362326729817982e-24,3.6529220500918933e-19,6.812123438099847e-14,9.045659302135401e-18,4.6825547026481555e-26,1.9106758266619069e-28,8.7821213794533813e-31
2.904869032683937e-13,0.002949095149983492,5.5517177415713895e-27,3.2443083954068064e-22,2.4361881286703406e-19,5.5497629260370728e-27,7.2652700457987252e-18,8.7683342382351217e-28,4.4001121641029865e-53,4.6209712219622609e-45,4.7233028952966692e-44,3.189242863858132e-40,1.4809046814936908e-36,4.8993725007502852e-23,9.7305257720287679e-34,3.902970059654954e-49,2.8729811719175166e-44,1.8857618299739567e-35,1.371520725596772e-45,2.0003410168700436e-87,2.8763933724262723e-61,8.5201056822467253e-62,1.152100432166878e-74,1.4603539675712478e-53,2.2291500167018337e-58,1.0494391973682029e-51,5.6679685093526835e-44,1.711852969863356e-32,2.8723970053852162e-66,5.9975864901143935e-72,2.4189592094334468e-65,8.0119737710837362e-66,1.1483858532518017e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899998794344784,0.10880299999995466,0.0001,9.3372000241774968e-12,5.490938037745777e-11,5.4902256216204038e-11,5.6506962287469665e-17,2.6222072191921048e-14,1.2559564086967071e-12,1.9047658738925505e-14,8.5693447151677488e-22,3.865163946294318e-22,3.8365615046322014e-24,6.276018123017758e-19,1.1538658841813087e-13,1.5541169421362577e-17,8.1163149333754464e-26,4.2202944213709488e-28,1.9398531813069879e-30
3.597398879142419e-13,0.0029490951499834203,8.4995752653951825e-27,4.9665890649135867e-22,3.0161541644308692e-19,8.495916853718193e-27,9.3646332262405878e-18,1.3819904223285663e-27,6.7368338612892661e-53,-5.6801819633405307e-45,7.2320519849633685e-44,4.8831477728252935e-40,1.8338635679440287e-36,6.0674094061433078e-23,1.4898841836096397e-33,7.3048757049731113e-49,5.3770985121282696e-44,2.8873739379325744e-35,2.5692884394562917e-45,3.7877184464806408e-87,4.4970593755600379e-61,1.3306058750918514e-61,2.1799731321711572e-74,2.2831711978118279e-53,5.0294542088472791e-58,1.9720756912463896e-51,8.6782219424768539e-44,3.2034899956173866e-32,5.375675252089688e-66,1.1353544426318432e-71,4.5769440725277638e-65,1.8284142839518761e-65,3.1375954061833134e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899998506927315,0.10880299999993083,0.0001,1.1563217488821789e-11,6.7994604838567204e-11,6.7983454090027182e-11,6.9987509597156971e-17,4.0144529440474293e-14,1.5226313482414509e-12,2.8931539516531817e-14,1.3124823785035762e-21,5.871590801405712e-22,7.1831034109239671e-24,9.6089752246624252e-19,1.741902859097527e-13,2.3794482614325486e-17,1.2457336756022591e-25,7.8982247819089296e-28,3.6305252172729615e-30
4.2899287256009014e-13,0.002949095149983336,1.2074856078963026e-26,7.0552039358920869e-22,3.5958002377292854e-19,1.2068723247219218e-26,1.1605913583694915e-17,2.0190232975391234e-27,9.5711159530561641e-53,2.4894543597219336e-44,1.0275235789344563e-43,6.9373676948423105e-40,2.1867863563226472e-36,7.2354510770079458e-23,2.1168160299922216e-33,1.2246778071655904e-48,9.0147694777883307e-44,4.1023586589665994e-35,4.3113132609588262e-45,6.331437940659052e-87,6.249138581625835e-61,1.8536086058622587e-61,3.6438432783467539e-74,3.1727073247550006e-53,9.8200675779373487e-58,3.3138829342859509e-51,1.2329588937133866e-43,5.3699902926524419e-32,9.0118471856687931e-66,1.9008713521257867e-71,7.6501185842297819e-65,3.6101153913521036e-65,7.2321888473070049e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899998219514982,0.10880299999990206,0.0001,1.3789234886959504e-11,8.1077862947653588e-11,8.1061689150314978e-11,8.3466030922342398e-17,5.7029653058555697e-14,1.7777187548224051e-12,4.0781627254236946e-14,1.8650677394659512e-21,8.2772899546104739e-22,1.2046815954125202e-23,1.3651640771924798e-18,2.4406711484584679e-13,3.3805217595808709e-17,1.7685050773273179e-25,1.3240630673106273e-27,6.0864202433243441e-30
4.982458572059383e-13,0.0029490951499832373,1.6277342029825082e-26,9.5099402631503687e-22,4.1751265537092355e-19,1.6267817099934116e-26,1.3989082271622514e-17,2.7967252446814405e-27,1.2902861683446511e-52,-1.0303953344912319e-43,1.3852840292527551e-43,9.3538481867677537e-40,2.5396730514623393e-36,8.4034977316392649e-23,2.8538450321873001e-33,1.9022580529826252e-48,1.400231315112953e-43,5.5307100008390859e-35,6.7026087260557455e-45,1.0161608732431681e-86,9.2829854462496188e-61,2.7287916746764638e-61,5.8371146062533493e-74,4.7130009258399717e-53,1.7382887055129472e-57,5.1548552017421625e-51,1.6621994151203228e-43,8.3399358888161922e-32,1.3996949302154295e-65,3.0391498363895014e-71,1.2254394835686386e-64,6.4524208468331567e-65,1.478459871072737e-76,0.88129999999999997,0.0,0.0,0.0,0.0098899997932107558,0.10880299999986845,0.0001,1.6015252218592897e-11,9.4159202482438545e-11,9.4136962642674398e-11,9.6942575489663598e-17,7.6876197458855492e-14,2.0217189421511192e-12,5.4550144198718503e-14,2.5146497571604174e-21,1.1072559307526528e-21,1.871849632434415e-23,1.8403888746210202e-18,3.2453897173655929e-13,4.5573058652141217e-17,2.3777954861795244e-25,2.0564909126250597e-27,9.4535100785788716e-30
6.367518264976348e-13,0.0029490951499829953,2.6563216146968377e-26,1.5517058893632397e-21,5.3328206103390815e-19,2.6543634635024543e-26,1.9180996966837215e-17,4.8054007729145245e-27,2.1058448169150099e-52,-9.0667798549988489e-42,2.261131638542335e-43,1.5355776863573521e-39,3.2453381757833894e-36,1.0739606765299378e-22,4.6581938879486216e-33,3.9116197443694676e-48,2.8792679288694311e-43,9.027511301911369e-35,1.3806817167144446e-44,4.2706672337267675e-86,7.9758213579145191e-60,2.1470100638812123e-60,2.3846006643828868e-73,4.0493496043795808e-52,4.42551615428445e-57,1.0617449811301462e-50,2.7129712009079177e-43,1.714494203034028e-31,2.8778345780856571e-65,1.1726261436925773e-70,5.0064964567002612e-64,1.6699869238555392e-64,4.8018491477964358e-76,0.88129999999999997,0.0,0.0,0.0,0.0098899997357306674,0.10880299999978671,0.0001,2.0467286682348488e-11,1.2031628904790924e-10,1.2027862905532068e-10,1.2388990251927778e-16,1.2544941694930526e-13,2.4781218531241204e-12,8.7679246781550672e-14,4.1046684368577157e-21,1.7798664189152844e-21,3.8517421395016882e-23,3.003676411893162e-18,5.1567745319536228e-13,7.4379135322279184e-17,3.8485868261274174e-25,4.2282127750199166e-27,1.9437846131871401e-29
7.614071988601616e-13,0.0029490951499827308,3.796357611557728e-26,2.2173620703350849e-21,6.3736536120407706e-19,3.7930376038911285e-26,2.4338736809328514e-17,7.1804586285888807e-27,3.0098982981841965e-52,-3.0793255552664676e-40,3.2321676479759983e-43,2.489862515059384e-39,3.8803133870007356e-36,1.2842124068207062e-22,6.6586375132053605e-33,6.6336071092948443e-48,4.8828185676263447e-43,1.2904341103658179e-34,2.345170982485265e-44,1.0371737815348635e-84,2.7302343188415286e-58,7.1322057183203466e-59,5.6521755749990474e-72,1.3861485560854295e-50,8.8000458103694957e-57,1.8020373149024068e-50,3.8778432447057794e-43,2.9068764011817855e-31,4.879884152395192e-65,2.5982019993821131e-69,1.1868420649294086e-62,3.3580147462319805e-64,1.1381759410105021e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899996840000684,0.10880299999969689,0.0001,2.4474117472289261e-11,1.438515494964794e-10,1.4379601166311504e-10,1.4813619386458377e-16,1.7928197499270426e-13,2.85545330039828e-12,1.2361240290699213e-13,5.867040472361358e-21,2.509431377975717e-21,6.5361272697319972e-23,4.2932116117947091e-18,7.1964915962977323e-13,1.063113767460598e-16,5.4482065072597914e-25,7.1696641005078863e-27,3.2961896760530577e-29
8.860625712226884e-13,0.002949095149982423,5.1392964261396673e-26,3.0013272578482536e-21,7.4134536518493142e-19,5.1340896237967933e-26,2.9955817122142682e-17,1.0148848239524231e-26,4.0750010862309189e-52,4.1266809224188731e-39,4.3763606135404169e-43,-1.1725328246821801e-39,4.5151717159652093e-36,1.4944660909675219e-22,9.0157951399759979e-33,1.040607268176554e-47,7.6595435157258929e-43,1.7472477022158914e-34,3.6846762495952512e-44,-1.1265338269972052e-83,-3.5266916365670037e-57,-9.1166025214528086e-58,-6.042879823782491e-71,-1.7905124428516307e-49,1.5841247733836547e-56,2.8282546711263523e-50,5.2503216756600491e-43,4.55890497138098e-31,7.6541473543655909e-65,-2.726099855740957e-68,-1.2688986556691874e-61,6.0971107158660779e-64,2.3736652760869943e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899996322707497,0.10880299999959203,0.0001,2.8480948046762875e-11,1.6738128793938564e-10,1.6730381686316461e-10,1.7237679574127054e-16,2.4269146426847074e-13,3.2037734626322045e-12,1.6506709407139792e-13,7.9430897525411213e-21,3.3511206468751237e-21,1.0259533845458797e-22,5.812495876392227e-18,9.5134426204713952e-13,1.4393273254922677e-16,7.2969026482988216e-25,1.1245656125246978e-26,5.1703505024070717e-29
1e-12,0.002949095149982069,6.5441533525513337e-26,3.821273345672399e-21,8.3629484895951675e-19,6.5366887112839528e-26,3.5491619577748133e-17,1.3426286191003548e-26,5.1893592685565759e-52,-6.1876044235622448e-38,5.5736446873654787e-43,6.563816308974468e-38,5.0953423240384592e-36,1.6866438571509199e-22,1.1482313254225263e-32,1.4921919911349089e-47,1.0983382703631285e-42,2.2252551645226632e-34,5.2913855069612968e-44,2.1055441500344222e-82,6.0703970803294366e-56,1.5598035587096519e-56,1.1324571612640917e-69,3.0819597020280783e-48,2.5415405342549104e-56,4.0568601623390529e-50,6.6863648142859455e-43,6.5358610919299768e-31,1.0974593003942353e-64,5.0940354550880453e-67,2.3779596552605973e-60,9.7916490389806281e-64,4.2895058466210628e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899995849901848,0.10880299999948317,0.0001,3.214326873984776e-11,1.8888330322425683e-10,1.8878203508473065e-10,1.945284138224882e-16,3.0902035696418557e-13,3.498701554974775e-12,2.0757922645781111e-13,1.0114830695964629e-20,4.2142933931613735e-21,1.4720190211515826e-22,7.4020739334171633e-18,1.185520663340783e-12,1.8329467321750682e-16,9.1951542497754333e-25,1.6124102858808097e-26,7.4136242918145873e-29
1.0107179435852151e-12,0.002949095149982069,6.6850209997356513e-26,3.9034823445140739e-21,8.4522218905260161e-19,6.6773152583734509e-26,3.6032102886899932e-17,1.3763849875115179e-26,5.301105685769664e-52,-7.4030655839342431e-38,5.6937160802565086e-43,7.7873799111398733e-38,5.1499131843293804e-36,1.7047218592060336e-22,1.1729670890734615e-32,1.5404217445304397e-47,1.1338369691190551e-42,2.2731926972080131e-34,5.4631521597885948e-44,2.5112913639208958e-82,7.2477194114513205e-56,1.8624892123390899e-56,1.3506505841731219e-69,3.679689954728207e-48,2.6497454830273358e-56,4.1880834624462025e-50,6.8303742905484661e-43,6.7469703739252812e-31,1.1329194343473668e-64,6.0758109319071186e-67,2.8361272403516848e-60,1.0206881290287647e-63,4.5178775727194849e-75,0.88129999999999997,0.0,0.0,0.0,0.009889999580542614,0.10880299999947229,0.0001,3.2487778405769455e-11,1.9090574928357867e-10,1.9080205147717837e-10,1.9661196048344014e-16,3.1567106315374604e-13,3.5253581032237579e-12,2.1179841313581758e-13,1.033259284592293e-20,4.299960962972755e-21,1.5196776261153379e-22,7.5614767296234404e-18,1.2085880240819536e-12,1.8724188282355881e-16,9.3836518981849152e-25,1.6645088133623221e-26,7.6531980733443364e-29
1.1353733159477418e-12,0.002949095149981673,8.433416256225166e-26,4.9237101631790735e-21,9.4899594717265774e-19,8.4225136122724991e-26,4.2567463977478021e-17,1.8078246446393429e-26,6.6881654753550561e-52,1.5166271520554383e-36,7.1842406907857201e-43,-1.5117782493090318e-36,5.7845378133760628e-36,1.9149798398713893e-22,1.4800269224536443e-32,2.1800686468069149e-47,1.6046333235353247e-42,2.8682699526732795e-34,7.7440687285187425e-44,-5.6990946436536101e-81,-1.6315052702730079e-54,-4.169318983730721e-55,-3.059639343183187e-68,-8.283203602811545e-47,4.1865797533855849e-56,5.9285135539516262e-50,8.6179694516240491e-43,9.5462602799786771e-31,1.6031646220274891e-64,-1.368447381723183e-65,-6.4247022979663029e-59,1.7349485640802449e-63,8.0140085845574451e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899995288155695,0.10880299999933794,0.0001,3.6494608549308995e-11,2.1442516271482205e-10,2.1429072221769404e-10,2.2084192422724567e-16,3.9821405919478236e-13,3.8222488187498616e-12,2.6357717416015203e-13,1.3035329896694355e-20,5.3512983097358012e-21,2.1520598896444123e-22,9.5401052037925772e-18,1.4894294809178821e-12,2.3623759524351461e-16,1.1698138562248796e-24,2.355400228933199e-26,1.0830365486416989e-28
1.2600286883102685e-12,0.002949095149981234,1.0384367447196331e-25,6.0618939913633885e-21,1.0526667535988043e-18,1.0369484590272392e-25,4.9561772293226737e-17,2.3144836512460391e-26,8.2361338675521198e-52,-3.4803759894163202e-35,8.8479417395831758e-43,3.4809731102638046e-35,6.4190456244850147e-36,2.1252401607320667e-22,1.8227594205927188e-32,2.9767372033843188e-47,2.190991005624249e-42,3.5324802499377748e-34,1.0591012952587307e-43,1.4435848246238008e-79,4.0825675967107229e-53,1.0382925894865661e-53,7.7409527647640884e-67,2.0727324172316468e-45,6.3179906832939247e-56,8.0963300766987772e-50,1.0613075322239809e-42,1.3031559201448638e-30,2.1887510808047937e-64,3.4459589242649654e-64,1.6254636977703694e-57,-2.3394683072060953e-64,1.3426366509574232e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899994770895363,0.1088029999991892,0.0001,4.0501438477381802e-11,2.3793974656662555e-10,2.3776983577913081e-10,2.4506691192746943e-16,4.9031375805632356e-13,4.0963240465443076e-12,3.2018504346699007e-13,1.605108164248556e-20,6.5006990445773587e-21,2.9403416770481423e-22,1.1748334313666845e-17,1.7920735839202805e-12,2.9091868698676659e-16,1.4230535359926924e-24,3.2157547447201415e-26,1.4787088333241295e-28
1.3846840606727952e-12,0.002949095149980754,1.2537759615000598e-25,7.317916946174042e-21,1.1562347226551798e-18,1.251802785772664e-25,5.7014901097181021e-17,2.9016729028490028e-26,9.9449641434497179e-52,-5.8722487970397092e-33,1.0684827282382047e-42,5.8722559757421129e-33,7.0534366391769427e-36,2.335502949714836e-22,2.2011649793356361e-32,3.9475774653665919e-47,2.9055753031405947e-42,4.2658243442263469e-34,1.4068038136461813e-43,3.0984491943758605e-77,8.0735492746862625e-51,2.0452744015941267e-51,1.6690332834163327e-64,4.0989663752885946e-43,9.1809204552753798e-56,1.0738386162486735e-49,1.2815659824444343e-42,1.7277688454832299e-30,2.9022961648856833e-64,7.4038440456352238e-62,3.5046815742929573e-55,-5.2980387814867207e-61,2.1454234091983821e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899994253644312,0.10880299999902628,0.0001,4.4508268189988386e-11,2.6144971063587128e-10,2.6123939887041801e-10,2.6928713974338981e-16,5.9196345089300368e-13,4.3493324121196829e-12,3.8141222401345889e-13,1.9379628345670949e-20,7.7439028760256074e-21,3.9018296936130077e-22,1.4186118713160687e-17,2.1148493335927001e-12,3.5128401608188987e-16,1.697139927937772e-24,4.2641064284260365e-26,1.9608702723643104e-28
1.6339948053978488e-12,0.0029490951499796694,1.7451407430989261e-25,1.0183012755870278e-20,1.3630626065827091e-18,1.7419030195743968e-25,7.3297123143143829e-17,4.3390456322129843e-26,1.3845023926110552e-51,-2.4226721597251296e-39,1.4878189256488291e-42,1.2419075427941253e-38,8.321868365309696e-36,2.756036444718272e-22,3.0649970101158626e-32,6.4810618896976304e-47,4.7701704067022974e-42,5.9399172862790482e-34,2.3170952652268179e-43,1.3013201512345196e-76,1.0778751510854587e-50,2.7303245081394024e-51,7.2456107965039134e-64,5.4724060642118525e-43,1.7720445858567476e-55,1.7632960097378288e-49,1.7843136602733093e-42,2.8351872403115517e-30,4.7637528213456085e-64,3.2793522133264504e-61,1.52150031872302e-54,-7.0506905355957683e-61,4.8966856044908868e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899993219167294,0.10880299999865878,0.0001,5.2521926968804264e-11,3.0845657589915591e-10,3.0814990048388219e-10,3.1771413634895001e-16,8.2388597748732911e-13,4.7985180449594333e-12,5.1692804574705793e-13,2.6974227489549945e-20,1.0495546066632576e-20,6.4139825961617392e-22,1.9750181726649701e-17,2.8147090426885826e-12,4.8906306067441616e-16,2.3042678946467625e-24,6.9990282636337871e-26,3.2188428765228246e-28
1.8833055501229024e-12,0.0029490951499784265,2.3173441777082897e-25,1.3518063484661731e-20,1.5694805151241926e-18,2.3123920327282871e-25,9.1413154078619241e-17,6.1630018707442786e-26,1.8387972106473205e-51,-3.0813433777102503e-32,1.9764410611519984e-42,3.0813446623795192e-32,9.5898331640448664e-36,3.176581349883716e-22,4.0715266743254435e-32,9.9177111403748544e-47,7.2999235554852036e-42,7.890555757867649e-34,3.5574051686336078e-43,6.6587885231181601e-75,7.5528461241129308e-49,1.8123951663949587e-49,3.63555475429942e-62,3.8346037470168551e-41,3.1183918612798849e-55,2.6987793039842047e-49,2.3700143074146255e-42,4.336704000901587e-30,7.2886084227816331e-64,1.5731136535230095e-59,7.6342411144183711e-53,-4.9880770495403631e-59,9.9474468418562021e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899992184719541,0.108802999998237,0.0001,6.0535584885759736e-11,3.5544726633133553e-10,3.5502228072582674e-10,3.6612446759758787e-16,1.0939279719026664e-12,5.1813434301806752e-12,6.6861681154315126e-13,3.5817369548116015e-20,1.3575608832283287e-20,9.8280780666347221e-22,2.6231968941750368e-17,3.5779830842573836e-12,6.4956652630688846e-16,2.9844109742592499e-24,1.0708568935853215e-25,4.9253072212316722e-28
2.132616294847956e-12,0.0029490951499770266,2.9702947728066113e-25,1.7322137349297389e-20,1.7754893642008292e-18,2.9631102540498771e-25,1.1136204805231219e-16,8.4169984097435016e-26,2.3573438487486756e-51,1.0166181825835177e-31,2.5343591219360733e-42,-1.0166180054040536e-31,1.0857331207377234e-35,3.597138690903583e-22,5.2207578430436941e-32,1.4398945042302745e-46,1.0596330711626758e-41,1.0117747545277763e-33,5.1804920887992376e-43,1.0410051848217836e-75,-1.3296037178206595e-48,-3.1767653518447891e-49,6.9622255282076751e-63,-6.7504399197733802e-41,5.1178279419677836e-55,3.9178458435876588e-49,3.0386423021494367e-42,6.2920214086809862e-30,1.0577307802829419e-63,3.8799586617653243e-60,1.462656670747659e-53,8.7872741008280675e-59,1.8504940812611736e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899991150296733,0.10880299999776231,0.0001,6.8549241940857194e-11,4.0242316006904436e-10,4.0185659316993204e-10,4.1451955341990166e-16,1.4020358611169265e-12,5.5076142268447725e-12,8.3510038370645648e-13,4.5907299821711251e-20,1.6956105705738492e-20,1.4284355056671604e-21,3.3631183744161992e-17,4.3953010978440271e-12,8.3278692474535277e-16,3.7313661209323566e-24,1.5541011887161076e-25,7.1485786631650711e-28
2.3819270395730096e-12,0.0029490951499754753,3.7039013442967266e-25,2.1594305049967991e-20,1.981090068477339e-18,3.6938985987324664e-25,1.3314288675125815e-16,1.1144878177375393e-25,2.9401049757492065e-51,-4.1174579700117146e-31,3.1615846642016517e-42,4.1174581487634609e-31,1.2124362667073867e-35,4.017709488732942e-22,6.5126955416217817e-32,2.0049948611150715e-46,1.4760850771451956e-41,1.2621501179600282e-33,7.2397349413801135e-43,6.7820714584788534e-74,8.8634401191254419e-48,2.1189922647672029e-48,3.7410554867066643e-61,4.4999964428979452e-40,7.9538564910811399e-55,5.4580444282904153e-49,3.7901720614352263e-42,8.7607046982595323e-30,1.4732353301177841e-63,1.5887555010561534e-58,7.8558570368610468e-52,-5.8546922566786795e-58,3.2141957249233359e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899990115895123,0.10880299999723612,0.0001,7.6562898134098409e-11,4.4938551663193735e-10,4.486528912892042e-10,4.6290069153227806e-16,1.748156172776144e-12,5.7856714525334175e-12,1.0151192416105967e-12,5.7242266907903037e-20,2.0611459944306022e-20,1.9923691527621729e-21,4.194755559746113e-17,5.2586923452438191e-12,1.038717417179835e-15,4.5394641868525824e-24,2.1644483867555672e-25,9.9569163568003361e-28
