Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825)
3.807495201979537e-16,0.0021353607031418314,6.2890454521699301e-28,1.2501279344609748e-23,1.9570346195628593e-18,6.2889484087219783e-28,4.1292764856548233e-18,6.6710617176858746e-30,2.6820611812420416e-50,2.6118954073571844e-40,1.5449102007843175e-43,3.9236522203828205e-40,1.2632591397812091e-33,3.8803943745505859e-23,1.7723277446712284e-35,4.3807114577506532e-51,9.4612135815801423e-47,1.0635735585114417e-36,1.1700241021664457e-48,8.5800033036076778e-85,2.596002158916165e-60,1.7703443830182494e-59,2.8199120992782856e-74,1.0411901354711754e-53,1.64856292854902e-59,6.3781155560751935e-54,1.1564456620104469e-43,7.8608972061072646e-36,1.2585248083217947e-64,1.7437197852406436e-71,1.9276184011887198e-66,2.5789760422425578e-68,6.000184535266568e-82,0.88129999999999997,0.0,0.0,0.0,0.0098899999906563243,0.108803,0.0001,3.1995313765658918e-13,3.737328212302009e-12,3.7373216418170324e-12,1.4651792286381295e-18,5.0983343614712705e-18,1.5483402889013447e-12,3.1478948339809836e-18,5.8568987888052338e-26,2.6701913821171832e-26,1.1728453507292667e-29,5.3632972619932165e-22,2.9430360943499614e-16,1.2679723355625014e-20,9.1815149729764263e-30,1.9830384513840062e-32,9.4947081394398232e-34,1.3124175151244139e-36,4.2851525576904923e-16
5.711346093490764e-16,0.0021353607031418314,1.3364471173359601e-27,2.6565809711039431e-23,2.9355980629435161e-18,1.3364312679122953e-27,6.194695425501341e-18,1.417768933254041e-29,5.6995163938986614e-50,4.2652020920628162e-40,3.2830133249882068e-43,9.6231669148708319e-40,1.8949225708641136e-33,5.8206979721236267e-23,3.7662871316460113e-35,1.2526403923245461e-50,2.7053819316879509e-46,2.2601482248779443e-36,3.3456891666798219e-48,3.4974478297388163e-84,8.3669676660062019e-60,5.705854338957094e-59,1.1494863879977326e-73,3.3557769463832342e-53,4.7154881047855839e-59,1.8935716138714653e-53,2.457505494880952e-43,2.2477627900473259e-35,3.5986816513848762e-64,7.1081308050986167e-71,7.8576532610403701e-66,1.0873468876090829e-67,2.4807378021134063e-81,0.88129999999999997,0.0,0.0,0.0,0.0098899999859842422,0.10880299999999997,0.0001,4.7993838601845647e-13,5.6060915358325267e-12,5.6060806597280356e-12,2.397170142093325e-18,1.0834198947392933e-17,2.3220921282695734e-12,6.6889333459029475e-18,1.2897894162302644e-25,5.7460967940839221e-26,3.3537151699600417e-29,1.139727657642234e-21,6.2532201944576112e-16,2.6945049428812347e-20,2.5921586623719903e-29,5.6703859949066038e-32,2.713879347336603e-33,4.8291209051772657e-36,9.1048840896495416e-16
7.615196985001991e-16,0.002135360703141832,2.2798428182390352e-27,4.5318644208644104e-23,3.9141573318271674e-18,2.2798195718202429e-27,8.2605155887234874e-18,2.4187908381384617e-29,9.7228264507656424e-50,5.7932799396286544e-40,5.6005056652233974e-43,1.7898937548188022e-39,2.526585756677944e-33,7.7610022550342503e-23,6.4249241840038361e-35,2.6422173519381171e-50,5.7065114176510422e-46,3.8555958371887144e-36,7.0572850813188391e-48,9.4738100940721626e-84,1.8941380278714178e-59,1.2917071849541773e-58,3.1133478092009134e-73,7.5969036584466421e-53,9.9494069718845301e-59,4.1260750649341918e-53,4.192267288276999e-43,4.7412243091390068e-35,7.5907634266525391e-64,1.9252607497467353e-70,2.1282248581993079e-65,3.1703185608742758e-67,7.2633427901603244e-81,0.88129999999999997,0.0,0.0,0.0,0.0098899999813121652,0.10880299999999996,0.0001,6.3992363424731767e-13,7.4748536627296197e-12,7.4748377636684815e-12,3.3439180781726483e-18,1.8482067843559858e-17,3.0955679195856731e-12,1.1409886172825991e-17,2.2427838581635621e-25,9.8672553533629926e-26,7.0741207021889889e-29,1.9442652436412403e-21,1.0666007948718447e-15,4.5965649452326914e-20,5.4053065111722963e-29,1.1960642310404066e-31,5.7223696990946847e-33,1.2244290969985964e-35,1.5530041011595309e-15
1.1422898768024443e-15,0.0021353607031418314,4.7201649200440124e-27,9.3827413902508088e-23,5.8712660723668093e-18,4.720122965733464e-27,1.2393097561199055e-17,5.0086150732265779e-29,2.0130126904084024e-49,8.4427061767217034e-40,1.1595282266925618e-42,4.0609615865103037e-39,3.7899115526744006e-33,1.1641612429334509e-22,1.3302156803238338e-34,7.2168162137304966e-50,1.5586469508376625e-45,7.9826218818575312e-36,1.9276886846736772e-47,3.535289815700365e-83,5.486582157180466e-59,3.7415716482331761e-58,1.1615074790597317e-72,2.2005279155443933e-52,2.7190550951710209e-58,1.1976972853740226e-52,8.6796623371026169e-43,1.2949860546972052e-34,2.0733011959238628e-63,7.1830376995406364e-70,7.9397975257924697e-65,1.432024185438015e-66,3.5011322578516497e-80,0.88129999999999997,0.0,0.0,0.0,0.0098899999719680217,0.10880299999999991,0.0001,9.5989413039288339e-13,1.121237513397346e-11,1.1212347479606614e-11,5.2468696603341459e-18,3.8265133733746746e-17,4.6418719398141571e-12,2.3620281568060746e-17,4.7329600338422705e-25,2.05621006991915e-25,1.9322315873529169e-28,4.0254024972064929e-21,2.2078106588427862e-15,9.5167176945253811e-20,1.4487167524387008e-28,3.2668650352694912e-31,1.5620395607731202e-32,4.2798449442807981e-35,3.2146413394547944e-15
1.5230600551046897e-15,0.0021353607031418314,8.0277973287199714e-27,1.5957658381739559e-22,7.8283594619560685e-18,8.0277294498288626e-27,1.652715497334123e-17,8.5196349847350316e-29,3.4236315686330268e-49,1.0518844266202563e-39,1.972068202737471e-42,7.2906875251656882e-39,5.0532364467297865e-33,1.5522225123955649e-22,2.2623648210666352e-34,1.5100118614364348e-49,3.2612375117485831e-45,1.3576447178911428e-35,4.0335894070209987e-47,9.0877487484646884e-83,1.1659324484550536e-58,7.951065660215889e-58,2.9855219487674818e-72,4.6762571432683521e-52,5.6918832085578403e-58,2.6192594777800317e-52,1.4761932870589982e-42,2.7095554576487148e-34,4.3380741372447112e-63,1.8463965066021653e-69,2.040825574839224e-64,4.0998545145203234e-66,1.0619119730915865e-79,0.88129999999999997,0.0,0.0,0.0,0.0098899999626239007,0.10880299999999986,0.0001,1.279864626049339e-12,1.4949892255268205e-11,1.4949850157269935e-11,7.1554554277131604e-18,6.5079243857790043e-17,6.1871616508017042e-12,4.0167776597996745e-17,8.1384901549501801e-25,3.5099062309220495e-25,4.042989486971158e-28,6.8462009976192099e-21,3.7541605213003482e-15,1.618555176744505e-19,2.98108059103846e-28,6.835425233770634e-31,3.266594876140953e-32,1.0689917732285822e-34,5.4661750810920905e-15
1.903830233406935e-15,0.0021353607031418306,1.2264686140732996e-26,2.4379747739967866e-22,9.7854364042304282e-18,1.2264582502651085e-26,2.066279321226264e-17,1.3018066350984502e-28,5.2305599570815918e-49,1.2232704424246757e-39,3.0128894113162717e-42,1.1522350576697569e-38,6.3165603744203796e-33,1.9402840518993134e-22,3.4563989889344801e-34,2.7489349626194372e-49,5.9369924317422923e-45,2.0741844044127842e-35,7.3433873682829321e-47,1.9405858447883703e-82,2.0894968883351806e-58,1.4249297381804626e-57,6.3751800364529718e-72,8.3804381316102599e-52,1.0366081715013149e-57,4.9141253351802373e-52,2.25529975040293e-42,4.9326539824850418e-34,7.8973417726002132e-63,3.9429083666327643e-69,4.3578884460601534e-64,9.5761251673987665e-66,2.6604041693370303e-79,0.88129999999999997,0.0,0.0,0.0,0.0098899999532797989,0.10880299999999979,0.0001,1.5998351211817492e-12,1.8687404723121934e-11,1.8687345293986935e-11,9.0643601713790906e-18,9.9426553266593913e-17,7.7313652596207472e-12,6.1360663017865273e-17,1.2524748096114113e-24,5.3751247253785771e-25,7.3603026437504231e-28,1.0459492882050305e-20,5.7343262386927038e-15,2.4727970960120338e-19,5.3364707694233683e-28,1.244369244361608e-30,5.9435239653813042e-32,2.2670634349085446e-34,8.3493582695926267e-15
2.6653705900114255e-15,0.0021353607031418306,2.3584572018418305e-26,4.6881381574439556e-22,1.3699539914603854e-17,2.3584352492313118e-26,2.8938911459073778e-17,2.5041993120106194e-28,1.0058239383844929e-48,1.4684764309485402e-39,5.7937160351900439e-42,2.3041026617674236e-38,8.8432052700100845e-33,2.716407958043329e-22,6.6465735652629511e-34,7.2580610205186852e-49,1.5675540921594089e-44,3.9886075846173628e-35,1.9391151764877229e-46,6.7433785493044834e-82,5.0781132460426701e-58,3.463008271485423e-57,2.2153753042545794e-71,2.0367014720792072e-51,2.7392324757682578e-57,1.34460852993613e-51,4.3368838377078377e-42,1.302367491576996e-33,2.0851470744888343e-62,1.3703237522685648e-68,1.5143491216235854e-63,3.9226867772730536e-65,1.364000443299992e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899999345916575,0.10880299999999964,0.0001,2.2397761098415176e-12,2.6162415418214784e-11,2.6162312471326482e-11,1.2881302725261257e-17,1.9119353889623158e-16,1.0816450400442899e-11,1.1796423998198663e-16,2.4301001429031021e-24,1.0365077540716732e-24,1.9434511777444208e-27,2.0113331160891019e-20,1.1021576662413157e-14,4.755123880684302e-19,1.3481994707340252e-27,3.2855221368783739e-30,1.5669613619026072e-31,8.29476256069839e-34,1.6047760177446468e-14
3.4269109466159162e-15,0.00213536070314183,3.8678590642582207e-26,7.6885159597695573e-22,1.7613576625705638e-17,3.8678183547061613e-26,3.7221450259670578e-17,4.1082571803747149e-28,1.6495542359919862e-48,1.6538964361275312e-39,9.501716432155039e-42,3.8541736439301509e-38,1.1369846240689789e-32,3.4925329610790786e-22,1.0900404413082097e-33,1.5047852591060438e-48,3.2499475405275904e-44,6.5413306964935606e-35,4.0207106863242366e-46,1.6443904035587989e-81,9.6244203523905024e-58,6.5633447495919326e-57,5.4024661855117124e-71,3.8601090897094203e-51,5.6828184128570616e-57,2.8346153633185682e-51,7.1124981743141695e-42,2.7001309772765197e-33,4.323049931867313e-62,3.3420237428058414e-68,3.6928888763202589e-63,1.0707001823914397e-64,4.3208755517838011e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899999159036012,0.10880299999999941,0.0001,2.8797170963728673e-12,3.3637407237623136e-11,3.3637249021828193e-11,1.6697774577481645e-17,3.1355589774701302e-16,1.3897134216744726e-11,1.9341257411482722e-16,4.0060392800317688e-24,1.7024435113430401e-24,4.0294600320116282e-27,3.2985892946391922e-20,1.8066824085749246e-14,7.7984098535089834e-19,2.6879517736038603e-27,6.8117294405807974e-30,3.2443853235732482e-31,2.1515047357480594e-33,2.6305860676720466e-14
4.949991659824898e-15,0.0021353607031418293,8.0187205891572426e-26,1.5939532506519854e-21,2.5441449684772129e-17,8.0186104792218241e-26,5.3805786744736483e-17,8.523244659343537e-28,3.4198342241262912e-48,1.8890856974423187e-39,1.9698856485852886e-41,8.1443865300957527e-38,1.6423116409005319e-32,5.0447862577217751e-22,2.2598594274520241e-33,4.5214735127054938e-48,9.7652099225847948e-44,1.3561412275360364e-34,1.2083956187793142e-45,6.161196576500516e-81,2.3962072080364684e-57,1.6340820461295347e-56,2.0242174311257253e-70,9.6105748563566418e-51,1.7098468688668678e-56,8.6465241346764266e-51,1.4745519759385678e-41,8.1130602403030854e-33,1.2989572931515064e-61,1.2524739263135488e-67,1.383631427502855e-62,4.9319514612532577e-64,2.7093035134611947e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899998785277349,0.10880299999999886,0.0001,4.1595990630512343e-12,4.8587334330051749e-11,4.8587030258312118e-11,2.4330579878165486e-17,6.5005075505640113e-16,2.0045332082757551e-11,4.0076158874126113e-16,8.3526509009485332e-24,3.534410701086979e-24,1.2108628115182226e-26,6.8385790511907751e-20,3.7417646809692444e-14,1.6167528651546394e-18,7.4102793052626211e-27,2.046730617784444e-29,9.7179419408779138e-31,9.5092206930048913e-33,5.4481263520517327e-14
7.99615308624286e-15,0.0021353607031418254,2.0848492244765079e-25,4.1442114766979638e-21,4.1096394398486812e-17,2.0848049070900659e-25,8.7051494194743835e-17,2.2193818566730441e-27,8.8916578776080058e-48,2.1549941750548628e-39,5.1217663388969732e-41,2.1451225759236571e-37,2.6529609654031003e-32,8.1493060154920566e-22,5.8757036850420021e-33,1.9439409585280435e-47,4.1984033180129959e-43,3.5260086919497667e-34,5.1978375262422791e-45,3.3203796981672021e-80,7.4774730533899385e-57,5.0991990063428472e-56,1.0908158734642829e-69,2.999023384746678e-50,7.3719305856603204e-56,3.751836310384902e-50,3.8338635797231068e-41,3.487997474925781e-32,5.5846514035936546e-61,6.7523441731964993e-67,7.4557480296275235e-62,3.6484512959233649e-63,3.1638251004630438e-76,0.88129999999999997,0.0,0.0,0.0,0.0098899998037769964,0.10880299999999712,0.0001,6.7193629708710143e-12,7.8486962804896505e-11,7.848622529587562e-11,3.9596068299532435e-17,1.6900983617252681e-15,3.2289256102081031e-11,1.0407930392721464e-15,2.182451244225002e-23,9.1945113468951484e-24,5.206983572298852e-26,1.7780412729535204e-19,9.7077781509053536e-14,4.2035818811035161e-18,2.6922813934220538e-26,8.7995197012552493e-29,4.1491899578204358e-30,6.9669907161613422e-32,1.4134828481292354e-13
1.1042314512660822e-14,0.0021353607031418206,3.97154320762127e-25,7.8944798132559008e-21,5.6750270634580443e-17,3.9714308639281263e-25,1.2039991308357251e-16,4.2335881932233368e-27,1.6938486254580002e-47,2.3407869316814496e-39,9.7569160714024419e-41,4.104063506415905e-37,3.6636040110884799e-32,1.1253843328850146e-21,1.1193152946817299e-32,5.0234457928364646e-47,1.0849317417779528e-42,6.7170089894978712e-34,1.3437359121153738e-44,9.4620333593897664e-80,1.556077372867805e-56,1.0611488509530879e-55,3.1082515720471903e-69,6.2410287491311871e-50,1.9090866619987385e-55,9.7213330924416002e-50,7.303440601479927e-41,9.0133454533514828e-32,1.4431559340564896e-60,1.9247348103518639e-66,2.1244025075838903e-61,1.2651553978943873e-62,1.3738002479047655e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899997290275831,0.1088029999999946,0.0001,9.2791268446419562e-12,1.0838629096032096e-10,1.0838493044861195e-10,5.4861415611891341e-17,3.2195274545056963e-15,4.4463490736614435e-11,1.980641775436417e-15,4.1667513695437218e-23,1.7510610149775406e-23,1.3457913806785425e-25,3.3871321879666916e-19,1.8457356590702861e-13,8.0077357261007794e-18,6.1556206345567723e-26,2.2739133411689407e-28,1.0664836886843974e-29,2.3713386626880871e-31,2.687448823582059e-13
1.4088475939078785e-14,0.002135360703141813,6.4619253638609272e-25,1.2844677115712379e-20,7.2403078472830902e-17,6.4616980065424824e-25,1.538510423108145e-16,6.8973634761028356e-27,2.7560314833052601e-47,2.3542723126056793e-39,1.5875341410335458e-40,6.6921780150143319e-37,4.6742407780102378e-32,1.4358398201985531e-21,1.8212211951431309e-32,1.0251474407414622e-46,2.2140461090062382e-42,1.0929144956015765e-33,2.7432547296965546e-44,2.0532898996421657e-79,2.6786782868328373e-56,1.8266849276540823e-55,6.7440363224269949e-69,1.0743494179205268e-49,3.9036458576824063e-55,1.9861896233725947e-49,1.1883273943094701e-40,1.8393418961912744e-31,2.9450759659854299e-60,4.1775598925355807e-66,4.60916105198419e-61,3.2191884662920037e-62,4.1887718364590686e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899996542794865,0.10880299999999131,0.0001,1.1838890684364476e-11,1.3828531966562473e-10,1.3828314575421127e-10,7.0126613030974336e-17,5.2383003525004673e-15,5.656841385071412e-11,3.2194385157320534e-15,6.7881164102072233e-23,2.8475006386060773e-23,2.7468407235785002e-25,5.5111246996670665e-19,2.9975407149357067e-13,1.302919959095507e-17,1.1291739601859363e-25,4.6403960580239646e-28,2.1655235342688972e-29,5.9227591798053383e-31,4.364512995640667e-13
1.7134637365496748e-14,0.0021353607031418045,9.5559671962857212e-25,1.8994721728185574e-20,8.8054817993725069e-17,9.5555651629095144e-25,1.8740488092793061e-16,1.0213211769460776e-26,4.0757143632542445e-47,2.6684159657804422e-39,2.3477051849550037e-40,9.9047320642760692e-37,5.6848712662122903e-32,1.7462970639259537e-21,2.6932888697534494e-32,1.8207526737480986e-46,3.9323387776565301e-42,1.6162421383448445e-33,4.874144437666993e-44,3.8036373490628374e-79,4.100052038140882e-56,2.7959581942399882e-55,1.2491991096335903e-68,1.6444261120393754e-49,6.9466663053363679e-55,3.5298567585306799e-49,1.7573356226133382e-40,3.2667740737927817e-31,5.2306995978672238e-60,7.7407811954758508e-66,8.5371863857783573e-61,6.8486426969189559e-62,1.0428626195578883e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899995795326996,0.10880299999998722,0.0001,1.4398654490038936e-11,1.6818404981606544e-10,1.6818087125072405e-10,8.5391658002931654e-17,7.7463790138548103e-15,6.8604413779619985e-11,4.7562880137453011e-15,1.004649684044092e-22,4.2079769316134659e-23,4.8794335442864634e-25,8.1500136183572812e-19,4.424641874248068e-13,1.9267960423581766e-17,1.8192519323973882e-25,8.2416897696019803e-28,3.8273146805430326e-29,1.2396716850805976e-30,6.4424169023043773e-13
2.3226960218332674e-14,0.0021353607031417824,1.7554925896255919e-24,3.4894053458276108e-20,1.193550923789136e-16,1.7553948539523893e-24,2.5482068310247392e-16,1.8810425974331059e-26,7.4875808968289362e-47,1.7204168556450636e-38,4.3130367306752126e-40,1.8073089343857627e-36,7.7061134066030059e-32,2.3672168222441109e-21,4.9479129702606046e-32,4.4452066487930957e-46,9.6004417015142683e-42,2.9692416167981133e-33,1.1909021522857959e-43,9.622088175577049e-79,7.166407827545876e-56,4.8870457508509874e-55,3.1634958478063865e-68,2.8742630706915162e-49,1.7024333608893664e-54,8.6231128676466552e-49,3.2284243279747495e-40,7.9752515662262426e-31,1.2770212292693665e-59,1.9617917989407494e-65,2.1617665530170826e-60,2.2267150015411169e-61,4.4399735990576226e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899994300430255,0.10880299999997667,0.0001,1.9518181999244925e-11,2.2798061775637988e-10,2.2797485295620517e-10,1.1592129169012326e-16,1.4230313941699027e-14,9.2471072123658219e-11,8.7208412900820255e-15,1.8474122017155228e-22,7.7181126101662325e-23,1.1916644158843637e-24,1.4972462936266959e-18,8.0990285457251361e-13,3.5397328100577156e-17,3.7407721567896424e-25,2.0121045150713638e-27,9.2543130676687073e-29,3.9203920405017376e-30,1.1792438780412801e-12
2.93192830711686e-14,0.0021353607031417534,2.7968194323001171e-24,5.559182725673146e-20,1.5065109442934686e-16,2.7966254384626338e-24,3.2264731262185876e-16,3.0045357839627482e-26,1.1929449736129517e-46,-1.8780107091064257e-37,6.8716947336733439e-40,3.0946595006088675e-36,9.7273304325763776e-32,2.9881436113475493e-21,7.8831950006560255e-32,8.8404187914293928e-46,1.9092878486586802e-41,4.7307037713586046e-33,2.370211790093968e-43,2.2964513210453728e-78,2.2546943843354295e-55,1.5373819920234434e-54,7.4648742964900957e-68,9.0430030784463685e-49,3.3981945249132624e-54,1.7154112408519179e-48,5.1436049030708679e-40,1.5860250934524558e-30,2.5396648930725409e-59,4.6299221422805835e-65,5.100998349380571e-60,5.5014480156405594e-61,1.3351390140721748e-73,0.88129999999999997,0.0,0.0,0.0,0.009889999280558507,0.10880299999996297,0.0001,2.4637709372262615e-11,2.8777600191386953e-10,2.8776687586729543e-10,1.4645032256462951e-16,2.2671030063334834e-14,1.1606654319658584e-10,1.3867169058923399e-14,2.9449233505717343e-22,1.2275149526430791e-22,2.3706960596370936e-24,2.3854441812580024e-18,1.2856603654059269e-12,5.6395741745818336e-17,6.3986824784672035e-25,4.0015190842336298e-27,1.8233439147991985e-28,9.500927397709604e-30,1.8719616896313219e-12
3.541160592400452e-14,0.0021353607031417174,4.0795536072528591e-24,8.1087362122167554e-20,1.8194282481718202e-16,4.0792139321949128e-24,3.9088476222782907e-16,4.393923401283067e-26,1.7401322653711925e-46,3.1212044330657127e-36,1.002368825003383e-39,1.1189699005830993e-36,1.1748522344460392e-31,3.609077434931215e-21,1.1499142879583993e-31,1.5495637932533204e-45,3.346627196412872e-41,6.900633347381477e-33,4.1577076695348207e-43,-1.4048184932180163e-78,-1.4594078859842968e-54,-9.9490625176522938e-54,-3.1221409907172181e-68,-5.8533121372676276e-48,5.9783363452682275e-54,3.0072716475132631e-48,7.5028718745751239e-40,2.7799144059024339e-30,4.4515416328181396e-59,-1.894218355454716e-65,-2.1393515500162271e-60,1.1664174463206773e-60,3.2902354034033816e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899991310790782,0.10880299999994618,0.0001,2.9757236609094803e-11,3.4757020975638691e-10,3.4755694030179871e-10,1.7697874975438951e-16,3.3068209642595755e-14,1.3939403369973415e-10,2.0187803536675871e-14,4.2971417653063905e-22,1.7872472178095882e-22,4.156746332877784e-24,3.4795910504693995e-18,1.8684558829096209e-12,8.2263100632052713e-17,9.7920497872906463e-25,7.0138257161565633e-27,3.1663050840062975e-28,1.960974667995147e-29,2.7205301865758179e-12
4.1503928776840444e-14,0.0021353607031416753,5.6036717178289447e-24,1.1137998371882579e-19,2.1323028420815098e-16,5.6031263337347826e-24,4.5953302482209041e-16,6.051314974953274e-26,2.3903201580324627e-46,-5.7172836736082532e-35,1.3769026376209443e-39,6.2997294303671732e-35,1.376968914257611e-31,4.2300182966606466e-21,1.579576457647816e-31,2.4895990635181353e-45,5.3768335131235411e-41,9.4790351208510891e-33,6.6851153205473496e-43,1.0406083999689652e-76,3.1337250121306082e-53,2.1362926454939092e-52,3.088523789265902e-66,1.2568570325350657e-46,9.6410898518222547e-54,4.8320802282316151e-48,1.0306219889119023e-39,4.4661756031162538e-30,7.1520041799852795e-59,1.9091162945542099e-63,2.1113694851716733e-58,1.9488774712676574e-60,7.1173758461847753e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899989816046818,0.10880299999992622,0.0001,3.4876763709744151e-11,4.0736324863530102e-10,4.0734504657445221e-10,2.0750658565691829e-16,4.5421538008326425e-14,1.6245668043126289e-10,2.7675393408383135e-14,5.9040264796396298e-22,2.4503568239184823e-22,6.6806155828798682e-24,4.7796830250174578e-18,2.5570364911497896e-12,1.1299930640115304e-16,1.391128987653382e-24,1.126855538920679e-26,5.0390482279285134e-28,3.6294243443787892e-29,3.7231250844109466e-12
5.3688574482512295e-14,0.002135360703141571,9.3759700300653724e-24,1.8635390110370239e-19,2.7579239255308098e-16,9.3747924700276197e-24,5.9806196199644764e-16,1.0178238100452149e-25,3.9996984997073506e-46,-8.6222774678885398e-38,2.3039771556644291e-39,9.8321367349545553e-36,1.7811947398731712e-31,5.4719211486261394e-21,2.643106010983916e-31,5.379355377091162e-45,1.1617852999797533e-40,1.5861273650489366e-32,1.4468520526127309e-42,5.9128210683628182e-76,4.0309568646514063e-53,2.7478618513401562e-52,1.8938448535026106e-65,1.6167138034043281e-46,2.099959246380618e-53,1.0441957349549764e-47,1.7245138556068102e-39,9.6494601837992604e-30,1.5453357142497197e-58,1.1793595874672582e-62,1.2947023016617289e-57,5.8255642700271996e-60,2.6309441646475738e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899986826707555,0.108802999999877,0.0001,4.5115817502504503e-11,5.2694584734011921e-10,5.2691538584120411e-10,2.6856047140233948e-16,7.5995434352155504e-14,2.0779918493450651e-10,4.6123601794108394e-14,9.8816377036105914e-22,4.0842420085623986e-22,1.4445149857128685e-23,7.9976876418984178e-18,4.2468627884447004e-12,1.8907788665447484e-16,2.4309272692159023e-24,2.4347516125613791e-26,1.0670959942285323e-27,1.0003741026728585e-28,6.1835650185971653e-12
6.383043112566718e-14,0.0021353607031414632,1.3251925991902218e-23,2.6338503881535492e-19,3.2785277077447616e-16,1.3249948804549976e-23,7.1461918753204798e-16,1.4448820764702634e-25,5.6534444022922651e-46,3.6110374135482004e-36,3.2566207035229841e-39,1.0164388271432072e-35,2.1176433439079009e-31,6.5056371022729748e-21,3.7359645670122715e-31,9.0354091198003804e-45,1.9513815463446751e-40,2.2419515370533816e-32,2.4334639133995457e-42,1.3485571151690874e-76,-4.1680719250298257e-54,-2.7772509967717005e-53,7.2855448987548191e-66,-1.6717071506876149e-47,3.5503473284005848e-53,1.7539672273772492e-47,2.4375262712440978e-39,1.6206640202926542e-29,2.595587634632114e-58,4.6767023176943876e-63,4.9802748585690222e-58,1.2239994402664212e-59,6.2245172757605638e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899984338687713,0.10880299999982657,0.0001,5.3638265604395646e-11,6.2647659353129297e-10,6.2643346153695254e-10,3.1937671919354032e-16,1.0740769076072883e-13,2.4475808326754418e-10,6.4976704107271481e-14,1.396885081659604e-21,5.7540610773728503e-22,2.4276631394146855e-23,1.1304346502135812e-17,5.9656598345528635e-12,2.6725229530452317e-16,3.5139945469405562e-24,4.0894077548480535e-26,1.763168180684833e-27,1.9707525899647747e-28,8.6861872735142122e-12
7.397228776882207e-14,0.002135360703141338,1.7796514174603055e-23,3.5370146122082412e-19,3.7990132151026008e-16,1.7793438305815939e-23,8.3231477329273563e-16,1.9488669564180786e-25,7.5926287877144459e-46,6.294928802555437e-35,4.3737038171069206e-39,-4.4448907790789547e-35,2.4540849887977802e-31,7.5393726059967769e-21,5.0174619690277694e-31,1.4059622214293503e-44,3.0364543198261493e-40,3.0109778282264771e-32,3.7916565919136678e-42,-2.7304421254297166e-75,-2.0067381889918141e-52,-1.3634028946562432e-51,-6.6648427668688434e-65,-8.0485141342270804e-46,5.560418870736002e-53,2.7293678578074906e-47,3.2735960650804991e-39,2.5216878787549554e-29,4.0388414264654624e-58,-4.1321315610569644e-62,-4.5565096053306809e-57,2.3416589367757633e-59,1.294676366912917e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899981850800057,0.10880299999976757,0.0001,6.2160713328928512e-11,7.2600419061162606e-10,7.2594611469820638e-10,3.7019136092238829e-16,1.4423690384640278e-13,2.8102096435995766e-10,8.6973352865357527e-14,1.8761284473941353e-21,7.7023582048041159e-22,3.7797319265059109e-23,1.5181674431932438e-17,7.9624631951643225e-12,3.5891808130955473e-16,4.7929310667271469e-24,6.3631839009570303e-26,2.699584009347545e-27,3.5047250770411843e-28,1.1593595421841824e-11
