Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864)
3.0118919939630966e-10,0.0016778682481985322,1.343470955397369e-19,6.8991839029947545e-15,6.3891987638361535e-16,-4.3458125390067285e-16,2.6275498933440819e-12,1.6431897835992573e-18,-1.7030258293756342e-29,2.5066385886119904e-22,4.7228464939569481e-31,-2.4130581719145624e-15,-1.1283572770212069e-15,-7.241266160076473e-19,-8.4430193749444822e-20,1.4452720523749268e-30,-7.6459897259785947e-31,-1.2280892130492688e-27,1.1322496602012422e-30,3.6259483643996546e-40,-2.1048728887685985e-29,1.6440731165098626e-15,-5.8418789199535335e-39,1.2691604575814182e-16,-9.9781410741932792e-33,-1.3093738865903166e-33,-1.2101900288220358e-19,-2.0743598867147869e-16,-3.8376625561397671e-39,1.5910266916167047e-21,6.4354276810467051e-25,7.7630037311495994e-32,2.770005502996545e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896842800954149,0.10880293354765617,0.00010000000000000026,1.399452573540452e-08,1.4909075357368377e-07,8.5836384208605638e-08,2.3976504128674339e-13,6.4850722059744185e-08,3.4852412987407395e-10,1.598753175252498e-09,1.9070570961867044e-15,2.9448996540018677e-17
3.0228224502344456e-10,0.0016778682476247138,1.3458322752328297e-19,6.9113108179977556e-15,6.7671690053650011e-16,-4.3659951217492726e-16,2.6443007274219121e-12,1.6626869749056161e-18,-1.7062302740402079e-29,-8.6581986047383833e-23,4.7674488659108433e-31,-2.4321222052569349e-15,-1.1413934840280454e-15,-7.2622052004165778e-19,-8.4957384297535551e-20,1.4317757784752433e-30,-7.7202683762803487e-31,-1.2335229415440305e-27,1.1430592544422114e-30,3.6300060088139548e-40,-2.1031781209624266e-29,1.6594263888781795e-15,-5.8639860785837307e-39,1.2761445823731015e-16,-1.0035449457564162e-32,-1.3206350265913034e-33,-1.2159253346750606e-19,-2.0843069560616244e-16,-3.8559790643249439e-39,1.6025584151874276e-21,6.4952526953729227e-25,7.8676109195418946e-32,2.7963275230935305e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896831356262843,0.10880293320561493,0.00010000000000000026,1.4045308888554744e-08,1.4963175332989954e-07,8.6047044335077185e-08,2.4063506738378298e-13,6.5186895712972728e-08,3.485257490630832e-10,1.6046031190118061e-09,1.9169429230614404e-15,2.9556752397321716e-17
3.0337529065057946e-10,0.0016778682470504948,1.3483436432162135e-19,6.9242082433851253e-15,7.0557620387924067e-16,-4.3868511772292019e-16,2.6611820542997367e-12,1.6823436397799908e-18,-1.7097876969308509e-29,-1.1081077665918384e-22,4.8137489751231685e-31,-2.4910083572844589e-15,-1.1940542530201441e-15,-7.2913893076734315e-19,-8.5493859958348326e-20,1.5127701508475392e-30,-7.7949681320247304e-31,-1.2389758840195931e-27,1.1542690185904211e-30,3.6356519171953223e-40,-2.1007870355736298e-29,1.7144864618277099e-15,-5.886050743284301e-39,1.2832929515563241e-16,-1.0092564371478947e-32,-1.3317862743522235e-33,-1.2218447552539098e-19,-2.0945662990183949e-16,-3.874302512656866e-39,1.6143834556283817e-21,6.5554112403147153e-25,7.9732499525748724e-32,2.82362267564039e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896819911575336,0.10880293286333502,0.00010000000000000026,1.4096092010063088e-08,1.5017275296041353e-07,8.6257465714463101e-08,2.4150509327332252e-13,6.5523307942567847e-08,3.4852731615251764e-10,1.610453061396541e-09,1.9268357657457263e-15,2.9664508229305142e-17
3.0446833627771437e-10,0.0016778682464758793,1.3509187834132177e-19,6.9374331456069865e-15,7.1120486082380755e-16,-4.4077290473280195e-16,2.6779938545069499e-12,1.7021601542983869e-18,-1.7135220498070471e-29,9.1380429425799278e-23,4.8603428895942719e-31,-2.4810787564657125e-15,-1.1778920125156071e-15,-7.3112787706019786e-19,-8.603199385227898e-20,1.470126106483412e-30,-7.870118834441695e-31,-1.2444453641712633e-27,1.1655512623237159e-30,3.6404774944836396e-40,-2.0991839719306854e-29,1.7007254370280694e-15,-5.9080767634854064e-39,1.2904573748579402e-16,-1.0149772101084696e-32,-1.3429928413560215e-33,-1.2277713014364897e-19,-2.1048389103762909e-16,-3.892636298857137e-39,1.6262585121202199e-21,6.615905434778229e-25,8.0798971538716628e-32,2.8510927096761512e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896808466891611,0.10880293252081885,0.00010000000000000026,1.4146875099929575e-08,1.5071375246716438e-07,8.6467650612337632e-08,2.4237511895847969e-13,6.5859956482990979e-08,3.4852883274627163e-10,1.6163030024043061e-09,1.9367355576169206e-15,2.9772264035924817e-17
3.0556138190484927e-10,0.0016778682459008705,1.3534392627925656e-19,6.9503773606487423e-15,6.9524904572866173e-16,-4.428876408475397e-16,2.6949551738818636e-12,1.7221375428967785e-18,-1.7172722368551072e-29,-1.3388012817136394e-22,4.9077700167085399e-31,-2.513728018804112e-15,-1.20422977484892e-15,-7.3402679807970846e-19,-8.6574697041179246e-20,1.5425018154991244e-30,-7.9457125698733785e-31,-1.2499351218567495e-27,1.1770319492773443e-30,3.6463006256336651e-40,-2.09678735150357e-29,1.7294968298132571e-15,-5.9300585684362777e-39,1.2976942607405753e-16,-1.0206966387609629e-32,-1.354184488182954e-33,-1.233772212911901e-19,-2.1152383972686949e-16,-3.910980701332885e-39,1.6382765012304876e-21,6.6767373502572543e-25,8.1875693856157884e-32,2.8790444295670674e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896797022211685,0.10880293217806809,0.00010000000000000026,1.4197658158154209e-08,1.512547518469423e-07,8.6677600893664211e-08,2.4324514443409429e-13,6.6196839469307133e-08,3.4853030014120209e-10,1.6221529420273377e-09,1.9466422438329249e-15,2.9880019817037735e-17
3.066544275319842e-10,0.0016778682453254719,1.3557758805997849e-19,6.9623774329865231e-15,6.0062020862166608e-16,-4.4499021449236152e-16,2.7119299165951835e-12,1.7422765357925304e-18,-1.7209030049963204e-29,2.2177883507767188e-23,4.9551502093951435e-31,-2.491197173888058e-15,-1.1754219465781008e-15,-7.3666288349342397e-19,-8.7117391640865981e-20,1.5814255515445311e-30,-8.0217685597804864e-31,-1.2554449685463039e-27,1.1885056572543805e-30,3.6511460871569128e-40,-2.0946334397112944e-29,1.7031068259542816e-15,-5.9519966711278666e-39,1.3049146531666233e-16,-1.0264325678097987e-32,-1.3654647731841369e-33,-1.2397412427723171e-19,-2.125585266857724e-16,-3.9293362013120127e-39,1.6502891391695932e-21,6.7379086090610477e-25,8.2962545651909974e-32,2.9069776048750049e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896785577535524,0.10880293183508528,0.00010000000000000026,1.4248441184737018e-08,1.5179575110069016e-07,8.6887318967661084e-08,2.4411516970167903e-13,6.6533954492335264e-08,3.4853171998464628e-10,1.6280028802611157e-09,1.9565557535470109e-15,2.9987775572560639e-17
3.077474731591191e-10,0.0016778682447496892,1.3580015352069838e-19,6.9738077016013119e-15,5.9867062736525714e-16,-4.4715433857887683e-16,2.7290600823942815e-12,1.7625783675018595e-18,-1.7245401004773623e-29,-2.2721720757983917e-22,5.0041493529655223e-31,-2.5712689108122225e-15,-1.249036833278049e-15,-7.4026710864690707e-19,-8.7668738592627772e-20,1.742430692433403e-30,-8.0982594149491669e-31,-1.2609788144710169e-27,1.2003613660698728e-30,3.6565054148003925e-40,-2.091609809974833e-29,1.7792145703640955e-15,-5.9738852697571096e-39,1.312286452047955e-16,-1.0321506289735314e-32,-1.3766441446045265e-33,-1.245878616939453e-19,-2.1362178105579071e-16,-3.9477024313520472e-39,1.6625766899813214e-21,6.7994233863914701e-25,8.4059959619449323e-32,2.9358393829840008e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896774132863109,0.1088029314918727,0.00010000000000000026,1.429922417967802e-08,1.5233675022718974e-07,8.7096807249896812e-08,2.4498519475927662e-13,6.6871299136548265e-08,3.4853309389174985e-10,1.63385281709901e-09,1.9664760157258284e-15,3.0095531302371393e-17
3.08840518786254e-10,0.0016778682441735244,1.3601386006505614e-19,6.9847830588831001e-15,5.7296339169520581e-16,-4.4942200738889757e-16,2.7462347474763317e-12,1.7830440969155213e-18,-1.7286497092516103e-29,-1.0092496274660176e-22,5.0557379885217871e-31,-2.6397591710623999e-15,-1.3107670006189231e-15,-7.4403660108218579e-19,-8.8233709514270259e-20,1.9042415616010086e-30,-8.1751759183705559e-31,-1.2665398602722429e-27,1.2128258271868194e-30,3.6617367873264184e-40,-2.0884548890281928e-29,1.8435643544123964e-15,-5.9957196990597866e-39,1.3199056230791688e-16,-1.0378320803072739e-32,-1.3876232205237771e-33,-1.2522984329447557e-19,-2.1473288353363332e-16,-3.9660834421778053e-39,1.6753003332653609e-21,6.8612903882664152e-25,8.5168214273459284e-32,2.9661818425984907e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896762688194511,0.10880293114843274,0.00010000000000000026,1.4350007142977229e-08,1.5287774922783242e-07,8.7306068044845825e-08,2.4585521960912197e-13,6.7208871097510299e-08,3.4853442336440611e-10,1.6397027525380839e-09,1.9764029626028889e-15,3.0203287006415909e-17
3.099335644133889e-10,0.0016778682435969823,1.3620927876272411e-19,6.9948193220199782e-15,4.996111677243503e-16,-4.5155797455411871e-16,2.7630144952818564e-12,1.8036727839897404e-18,-1.7326530716230481e-29,5.8673069149421514e-22,5.104578158823551e-31,-2.4620197738625152e-15,-1.126650708652338e-15,-7.4417513027961769e-19,-8.8784717602132436e-20,1.5882083560930461e-30,-8.2526192083284969e-31,-1.2721145773758279e-27,1.224652867596548e-30,3.6628200456760366e-40,-2.0884995079803852e-29,1.6619045212520998e-15,-6.0175200411516424e-39,1.327236793442785e-16,-1.0435861200609053e-32,-1.3990124743705588e-33,-1.2583617755411732e-19,-2.1578389090278348e-16,-3.984480810702975e-39,1.6875645423665447e-21,6.9235070077343847e-25,8.6286206989098719e-32,2.9949708234454032e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896751243529521,0.10880293080476812,0.00010000000000000026,1.4400790074634669e-08,1.534187481070328e-07,8.7515103573360642e-08,2.4672524425831448e-13,6.7546668154403574e-08,3.485357098137248e-10,1.6455526865873576e-09,1.9863365288706566e-15,3.0311042684860293e-17
3.110266100405238e-10,0.0016778682430200658,1.3634377286746857e-19,7.0017270607711447e-15,2.4507823227726468e-16,-4.5328673460432572e-16,2.7797874881826078e-12,1.8244638288557149e-18,-1.7343795756875935e-29,2.0988407875274152e-22,5.1443451066886057e-31,-2.1661446535659827e-15,-8.2558781079089288e-16,-7.4326497519992574e-19,-8.9289305593335078e-20,1.2162721124861078e-30,-8.3306843299202204e-31,-1.2776894848117538e-27,1.2343654658086123e-30,3.6606998213968197e-40,-2.0893886461135991e-29,1.362795443325579e-15,-6.0393057309957995e-39,1.3336516673276009e-16,-1.0495358323581843e-32,-1.4114826689865764e-33,-1.263320170650079e-19,-2.1664833722480376e-16,-4.0028733341471033e-39,1.6983150322931579e-21,6.9860464984946294e-25,8.7412627329514882e-32,3.018610231057428e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896739798868295,0.10880293046088056,0.00010000000000000026,1.4451572974650352e-08,1.5395974685813992e-07,8.7723916011739451e-08,2.4759526869616613e-13,6.7884688130957152e-08,3.4853695459012513e-10,1.6514026192458813e-09,1.9962766505315822e-15,3.0418798337687122e-17
3.112998714473075e-10,0.001677868242875779,1.3636637339845167e-19,7.0028879562010345e-15,2.1769139824992637e-16,-4.5364816326860179e-16,2.7840446498405264e-12,1.8296870078619308e-18,-1.7342867586484653e-29,-1.0130442783637632e-23,5.1526998089878997e-31,-2.1387994633269712e-15,-7.9715227526929821e-16,-7.4336497453025795e-19,-8.9407340453110532e-20,1.1856114310506707e-30,-8.3502973151572962e-31,-1.2790826218659788e-27,1.2364236306829635e-30,3.6601191479799966e-40,-2.0892825757262901e-29,1.33476104425e-15,-6.0447506505859011e-39,1.3350957844211876e-16,-1.0510561943939651e-32,-1.414783484883142e-33,-1.2643677191369864e-19,-2.1683201869846248e-16,-4.007467286526452e-39,1.7007383065187699e-21,7.0017281906815537e-25,8.7695520228553324e-32,3.0236190547974806e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896736937703553,0.10880293037487399,0.00010000000000000026,1.4464268694710252e-08,1.5409499652509371e-07,8.7776084485201785e-08,2.4781277477130578e-13,6.7969227734594426e-08,3.4853725940905934e-10,1.6528651021920962e-09,1.9987626987075256e-15,3.0445737246870612e-17
3.1184639426087497e-10,0.0016778682425871358,1.3640637389853213e-19,7.0049426942675995e-15,1.9208255308292306e-16,-4.54341136520458e-16,2.7925947703118277e-12,1.840164280340681e-18,-1.7338738280150377e-29,5.7693196778731802e-24,5.1687444866119847e-31,-2.1124905711158958e-15,-7.6874939417639473e-16,-7.4373057924220631e-19,-8.9640080135169731e-20,1.15450727540867e-30,-8.389607899408958e-31,-1.2818695330293896e-27,1.2403852644232484e-30,3.6589778291771423e-40,-2.0889001112685923e-29,1.3071235099887165e-15,-6.0556362752620161e-39,1.3379173143306231e-16,-1.0541095555584597e-32,-1.4214675257299022e-33,-1.2663817836454805e-19,-2.1718570657775378e-16,-4.0166422154492151e-39,1.705476118846536e-21,7.0331405594945863e-25,8.8263123759477419e-32,3.0332598202484462e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896731215374831,0.10880293020281968,0.00010000000000000026,1.4489660128897226e-08,1.5436549583490178e-07,8.7880380257471724e-08,2.4824778688182336e-13,6.8138348084571597e-08,3.4853786162964181e-10,1.6557900678187123e-09,2.0037360049418921e-15,3.0499615060341318e-17
3.1293943988800987e-10,0.001677868242009574,1.3649335485570071e-19,7.0094105967914182e-15,2.3739786586860297e-16,-4.5565151190033875e-16,2.8096641328232666e-12,1.8612425456344846e-18,-1.7327275390084114e-29,1.1779616466008439e-22,5.1991775489472191e-31,-2.0761044933211335e-15,-7.2839549513706122e-16,-7.4385601749790078e-19,-9.0097387661599886e-20,1.0238006521505509e-30,-8.4685471437882805e-31,-1.2874441646228007e-27,1.2479237937626562e-30,3.6562528240904637e-40,-2.0886311839218353e-29,1.268206821654498e-15,-6.0773930451891789e-39,1.3433935727652576e-16,-1.0602474630337445e-32,-1.4350635840457701e-33,-1.2702052506352335e-19,-2.178585649258958e-16,-4.0349404300892765e-39,1.7146843333797751e-21,7.0961602133962365e-25,8.940581670971696e-32,3.0516036830732437e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896719770720093,0.10880292985854734,0.00010000000000000026,1.4540442973539889e-08,1.5490649436149449e-07,8.8088807896480868e-08,2.4911781094924608e-13,6.8476752562267087e-08,3.4853903685708108e-10,1.6616399980162785e-09,2.0136874336187711e-15,3.0607370667837371e-17
3.140324855151448e-10,0.0016778682414316493,1.365983441291455e-19,7.0148032403522103e-15,3.1101879256826506e-16,-4.5684162055532825e-16,2.8266968839021116e-12,1.8824859511122506e-18,-1.731135171445913e-29,2.1035809092972344e-22,5.226936255913054e-31,-2.0136817630053606e-15,-6.623555449649369e-16,-7.4318475354694835e-19,-9.0541451888762076e-20,8.0631867283956562e-31,-8.5479093002776031e-31,-1.2930161897981748e-27,1.2548403741988381e-30,3.6531881903090486e-40,-2.0890087139139527e-29,1.2034554498427075e-15,-6.0991354092313473e-39,1.3486025320658524e-16,-1.0664344810304198e-32,-1.4490120367252163e-33,-1.2737028299989596e-19,-2.1847643951533688e-16,-4.0531630970218199e-39,1.7234592737220047e-21,7.1594297761726115e-25,9.0558418607840256e-32,3.0684322075447861e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896708326068981,0.10880292951405812,0.00010000000000000026,1.4591225786540851e-08,1.5544749276442901e-07,8.8297018486734155e-08,2.4998783481245267e-13,6.8815373918358747e-08,3.4854017399512959e-10,1.6674899268134154e-09,2.0236452400334983e-15,3.0715126249537517e-17
3.151255311422797e-10,0.0016778682408533604,1.3672308191463217e-19,7.0212099852832409e-15,3.6726139556526101e-16,-4.579066624722524e-16,2.8437837369846139e-12,1.9038951062348917e-18,-1.7289707721620723e-29,1.5908958591634772e-22,5.2518826775634998e-31,-1.9483002024636293e-15,-5.9372153154731717e-16,-7.4240727494312298e-19,-9.0971633748068757e-20,6.0067881569277823e-31,-8.6276845576170519e-31,-1.2985836556545383e-27,1.2611025771526315e-30,3.6505123009427353e-40,-2.0894008342778235e-29,1.1359555167967465e-15,-6.1208653935868126e-39,1.3535326146256111e-16,-1.0726707757311695e-32,-1.4633197084506878e-33,-1.276861421074456e-19,-2.1903711017966757e-16,-4.0713016141064576e-39,1.7317791581069657e-21,7.222937064657187e-25,9.172094205943543e-32,3.0836667614632161e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896696881421563,0.10880292916935397,0.00010000000000000026,1.4642008567900124e-08,1.5598849104277216e-07,8.8505014006426739e-08,2.5085785846994282e-13,6.9154210174684405e-08,3.4854127416835919e-10,1.6733398542164962e-09,2.0336093660143052e-15,3.0822881805559163e-17
3.162185767694146e-10,0.0016778682402747173,1.3685962230716383e-19,7.0282228035027648e-15,3.8861885581597785e-16,-4.5883393207207095e-16,2.8609296947690332e-12,1.9254707874246925e-18,-1.7261644694021839e-29,1.4729259971118088e-22,5.2737090108390927e-31,-1.873507626422304e-15,-5.1607823374348284e-16,-7.4150721652484473e-19,-9.1386357269435516e-20,4.1128244965528229e-31,-8.7078647473993616e-31,-1.3041452992368551e-27,1.2666382952661704e-30,3.6480583873334629e-40,-2.0898144165296778e-29,1.0592761868260073e-15,-6.1425838593715092e-39,1.358154152389626e-16,-1.0789601148822358e-32,-1.478015231399716e-33,-1.2796464187533083e-19,-2.1953472283942161e-16,-4.08934591183704e-39,1.7395929478041225e-21,7.2866683443825764e-25,9.2893359649479249e-32,3.0971319482719125e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896685436777772,0.1088029288244369,0.00010000000000000026,1.4692791317617729e-08,1.5652948919610291e-07,8.8712796494505864e-08,2.5172788192103807e-13,6.949325929232887e-08,3.4854233851398476e-10,1.6791897802285832e-09,2.043579751602862e-15,3.0930637335958735e-17
3.173116223965495e-10,0.0016778682396957237,1.3700024231993569e-19,7.0354451140471188e-15,3.7778360470201256e-16,-4.5968514652438216e-16,2.8782855353287205e-12,1.9472142502422353e-18,-1.7228183832428305e-29,-1.1154432383536794e-22,5.29383221287661e-31,-1.8667641604630314e-15,-5.0670598494357351e-16,-7.4173183093424737e-19,-9.1792799356951581e-20,4.0192773968168844e-31,-8.7884135541256091e-31,-1.3097048706380358e-27,1.27177815701009e-30,3.646995951148678e-40,-2.0891635811937455e-29,1.0507738779191981e-15,-6.1642844897582193e-39,1.3626070625855985e-16,-1.085272544466117e-32,-1.4929311057133376e-33,-1.2822253613967653e-19,-2.1999757737054535e-16,-4.1072880863938769e-39,1.7471365860536888e-21,7.3506149722179348e-25,9.4076004866973838e-32,3.1096324776815768e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896673992137658,0.10880292847930845,0.00010000000000000026,1.474357403569368e-08,1.5707048722237363e-07,8.8920367630425565e-08,2.5259790516244567e-13,6.9832519591864156e-08,3.4854336795193594e-10,1.6850397048470306e-09,2.0535563474122693e-15,3.1038392840687499e-17
3.184046680236844e-10,0.0016778682391163755,1.3714261248818768e-19,7.0427572972565482e-15,3.8136151864996117e-16,-4.6054333701130173e-16,2.8957594501781337e-12,1.9691270248210077e-18,-1.7194578970972927e-29,-1.5528837544712989e-22,5.314197502961271e-31,-1.9049385539520413e-15,-5.4223075559960341e-16,-7.4240239759283409e-19,-9.2200668664233416e-20,4.6899168257468458e-31,-8.8692901289658764e-31,-1.3152667875426304e-27,1.2769762282418935e-30,3.646517082169433e-40,-2.0881144407447521e-29,1.0871768986099127e-15,-6.185960307461927e-39,1.3670800419802033e-16,-1.0915694346495543e-32,-1.5078553080496784e-33,-1.2848237157568711e-19,-2.2046376332963491e-16,-4.1251244492128327e-39,1.7547325271875004e-21,7.414773738624089e-25,9.5269325257369448e-32,3.1222728360533587e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896662547501152,0.10880292813397091,0.00010000000000000026,1.4794356722127997e-08,1.5761148512266581e-07,8.9127729632558248e-08,2.5346792819590216e-13,7.0171988854954053e-08,3.4854436367474941e-10,1.6908896280697043e-09,2.0635390882079665e-15,3.1146148319706139e-17
3.194977136508193e-10,0.001677868238536682,1.372919831845365e-19,7.0504289629156353e-15,4.2115179603275138e-16,-4.6152430145950535e-16,2.9133441560201665e-12,1.9912106912785404e-18,-1.7166127631966969e-29,-8.7791922111903648e-23,5.3374364462746169e-31,-1.9957755758348289e-15,-6.3005941882806068e-16,-7.4396938838296187e-19,-9.2623570961245932e-20,6.1584770438728005e-31,-8.95044994787373e-31,-1.3208387789254457e-27,1.282846966394238e-30,3.6470950517312095e-40,-2.0863400590027453e-29,1.1760348157802951e-15,-6.2076001105963064e-39,1.3718368427111431e-16,-1.0977973273418861e-32,-1.522497632476364e-33,-1.2877560073480361e-19,-2.2098642140771952e-16,-4.1428578060642268e-39,1.7628208994068304e-21,7.4791506681221369e-25,9.6473945451329726e-32,3.1365493768213102e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896651102868254,0.10880292778842639,0.00010000000000000026,1.4845139376920699e-08,1.5815248289689473e-07,8.9334884599578944e-08,2.5433795102127168e-13,7.0511664982959198e-08,3.4854532678754238e-10,1.6967395498937629e-09,2.0735279122753174e-15,3.1253903772962319e-17
3.205907592779542e-10,0.001677868237956643,1.3746730143327375e-19,7.0594330549711047e-15,5.2411497584821198e-16,-4.6265529806666479e-16,2.9309189637294024e-12,2.0134658757561652e-18,-1.7147066295028493e-29,-2.68133949775793e-23,5.3642628588543064e-31,-2.0921235632602701e-15,-7.229607845485048e-16,-7.4533938319759758e-19,-9.3064774494723167e-20,7.04248836113767e-31,-9.0318916447951589e-31,-1.3264202607322128e-27,1.289557236771587e-30,3.6482518508443049e-40,-2.0848159990631257e-29,1.2701500116853178e-15,-6.2292054917141125e-39,1.3769401275514963e-16,-1.103946979242695e-32,-1.5367909553081656e-33,-1.2910963787074871e-19,-2.2157808398697327e-16,-4.1604999509961317e-39,1.7715175953676316e-21,7.5437575418380272e-25,9.7690035573488022e-32,3.1528666046547493e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896639658238913,0.10880292744267712,0.00010000000000000026,1.4895922000071801e-08,1.5869348054768467e-07,8.954183461882483e-08,2.5520797364277546e-13,7.0851545888580716e-08,3.4854625836270614e-10,1.7025894703259014e-09,2.0835227582331727e-15,3.1361659200579344e-17
3.216838049050891e-10,0.0016778682373762644,1.3768931932529164e-19,7.0708352077149354e-15,6.9040331161519609e-16,-4.6382901936342067e-16,2.9482417387420555e-12,2.0358920171411148e-18,-1.7135754850025264e-29,3.2945471620968654e-22,5.3921758950567663e-31,-2.0720903693139569e-15,-6.9935550451893064e-16,-7.4452130856553607e-19,-9.3511761430211971e-20,4.7216442076276799e-31,-9.1136733005583675e-31,-1.3320031317878453e-27,1.2965233850540692e-30,3.6484213365949772e-40,-2.0852912704053144e-29,1.2478108842449013e-15,-6.250789414479992e-39,1.3821462897846123e-16,-1.1100706024635842e-32,-1.5510277570757168e-33,-1.2945535145389649e-19,-2.2218953971219721e-16,-4.1780639957434988e-39,1.7804072989775268e-21,7.6086034343357926e-25,9.8917109393406464e-32,3.1698047200289523e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896628213613145,0.10880292709672533,0.00010000000000000026,1.494670459158133e-08,1.5923447807870301e-07,8.9748581696154311e-08,2.5607799606630984e-13,7.1191629565997524e-08,3.4854715940536241e-10,1.7084393893797265e-09,2.0935235670963985e-15,3.1469414602807823e-17
3.2223032771865655e-10,0.001677868237085949,1.3781971499942672e-19,7.0775318067552685e-15,7.338175466002863e-16,-4.6439402953145331e-16,2.9569046854268757e-12,2.0471690749102014e-18,-1.7129936667500276e-29,-7.0144532663127192e-25,5.4056360043760762e-31,-2.0352812525298422e-15,-6.6082443687983695e-16,-7.439822992045621e-19,-9.3732997287211083e-20,3.4053458996800894e-31,-9.1547112186558811e-31,-1.3347927484581486e-27,1.2998914274893186e-30,3.6488266953383978e-40,-2.085640989508549e-29,1.2098858352040124e-15,-6.2615770183172554e-39,1.3847018998936307e-16,-1.1131407641818999e-32,-1.5582212482086317e-33,-1.2962230329172722e-19,-2.2248531738833984e-16,-4.1868201856759355e-39,1.7847753079777977e-21,7.6411179703845871e-25,9.9534593383814355e-32,3.1779937618285585e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896622491301597,0.10880292692367403,0.00010000000000000026,1.4972095875470504e-08,1.5950497679828924e-07,8.9851879750893967e-08,2.5651300720221984e-13,7.1361746824846195e-08,3.4854759878302713e-10,1.7113643483935728e-09,2.0985261894062864e-15,3.1523292294471391e-17
3.225035891254403e-10,0.0016778682369407599,1.3788762981032151e-19,7.0810196249869587e-15,7.3494499464808043e-16,-4.6466974264184968e-16,2.9612789848631258e-12,2.0528236738050841e-18,-1.7126299886591261e-29,-5.9660140024782043e-25,5.4122081754906129e-31,-2.0262496867609294e-15,-6.5095151272714784e-16,-7.4399737838981464e-19,-9.3842894138001087e-20,3.1669745374600485e-31,-9.1752675239794199e-31,-1.3361872713595794e-27,1.3015388011288266e-30,3.6493714412197848e-40,-2.0855559403792258e-29,1.2003075154015864e-15,-6.2669694666584837e-39,1.3859648037920982e-16,-1.1146785329567254e-32,-1.5618383788029299e-33,-1.2970394131627349e-19,-2.226301076244298e-16,-4.1911918533743731e-39,1.7869346231543876e-21,7.657398049279817e-25,9.9844318821300867e-32,3.1819991320337987e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896619630146169,0.10880292683712955,0.00010000000000000026,1.4984791514448694e-08,1.5964022614602818e-07,8.9903510015458978e-08,2.5673051275028676e-13,7.1446824201130502e-08,3.4854781573859762e-10,1.7128268277721477e-09,2.1010280518496955e-15,3.1550231137939009e-17
3.2305011193900773e-10,0.0016778682366503184,1.3802387561129599e-19,7.0880166328394711e-15,7.3052669944668099e-16,-4.6521583227826259e-16,2.9700679944118563e-12,2.0641652409644051e-18,-1.7118340885962237e-29,7.0153888318477208e-24,5.4252375669921209e-31,-2.0211830878396824e-15,-6.4421770121009652e-16,-7.4426102908290257e-19,-9.4062205358995878e-20,3.0391797628513321e-31,-9.2164499136642665e-31,-1.3389769058799376e-27,1.3048071196985506e-30,3.6506972094556251e-40,-2.085170484356499e-29,1.1941562644658285e-15,-6.2777498420407112e-39,1.3884795044014682e-16,-1.117755342590925e-32,-1.5690926384456138e-33,-1.2986577942626031e-19,-2.2291727106271656e-16,-4.1999211220402489e-39,1.7912368455278402e-21,7.6900028329503562e-25,1.004657824657149e-31,3.1899453968469565e-34,0.88129999999999997,0.0,0.0,0.0,0.0098896613907835957,0.10880292666400326,0.00010000000000000026,1.5010182786472287e-08,1.5991072481765063e-07,9.0006733167904142e-08,2.5716552380705303e-13,7.1617016298495632e-08,3.4854824425271432e-10,1.7157517862709194e-09,2.106032874934061e-15,3.1604108820114917e-17
