Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864)
3.278583931813001e-13,0.0016778683596815802,4.0506760905813405e-26,2.0801205774581488e-21,7.3474484363460978e-19,4.050652241924816e-26,2.7626505352308025e-17,7.9169406638805025e-27,1.0214163953830658e-51,-1.4704902507605911e-42,8.5032128240549205e-43,3.2290600865863106e-39,7.5756942130722569e-36,1.9238684465335823e-22,9.7555575485374592e-33,1.384924439019773e-47,5.2198582970495079e-43,2.1480875990563693e-34,3.6193243340125856e-44,2.1590238753209585e-85,6.6542661707087131e-60,1.6278427401032101e-60,6.924297671605552e-73,2.5494685968556433e-52,1.4947509687391733e-56,3.5980077341714622e-50,5.7317228346425475e-43,2.4957508547206907e-31,1.8239231389841071e-64,2.1481264873448033e-70,9.8997928355724467e-64,5.9782381488976812e-64,2.7778230375775925e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899996533677176,0.10880299999973063,0.0001,1.5234996224400905e-11,1.6392652089257827e-10,1.6388010429770953e-10,2.6340373284663265e-16,1.578675865097443e-13,3.3213151568381097e-12,1.1121595571392194e-13,4.6352880536544424e-21,2.0476318607529502e-21
4.418962296562869e-13,0.0016778683596812172,7.3478683927526862e-26,3.773308921950592e-21,9.8933426547062762e-19,7.3478106439464324e-26,3.9321123773076491e-17,1.4933461597009473e-26,1.8536932994891507e-51,-1.4238203564863975e-40,1.5434233207007147e-42,6.0003376492389599e-39,1.0209212602272809e-35,2.5930178967973843e-22,1.7707559612644441e-32,3.3233188182004221e-47,1.2525651559173768e-42,3.8990479111889732e-34,8.6991375892295795e-44,3.1406766481034356e-84,2.3444806116217092e-58,5.349115873879994e-59,9.6739996063737874e-72,8.9824776195309034e-51,4.6490002385595804e-56,8.6528346909747769e-50,1.040310587966229e-42,5.98615793803586e-31,4.3759502558740396e-64,2.7815973858463008e-69,1.3836235430496873e-62,1.898388326708171e-63,1.1701224194737882e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899995328072567,0.10880299999951415,0.0001,2.0534130928161344e-11,2.2089541912572065e-10,2.2080826250777981e-10,3.5502030631260025e-16,2.8645776412817452e-13,4.4691332422061377e-12,1.9898644837666574e-13,8.4142578140067306e-21,3.6640561365036291e-21
5.559340661312738e-13,0.0016778683596807497,1.1617951036687309e-25,5.9661000870920758e-21,1.2434216965752315e-18,1.161783675045758e-25,5.2092516653755284e-17,2.4521881382423131e-26,2.9322953093124675e-51,2.3126113054535448e-39,2.4418670157324661e-42,6.9545923017990826e-39,1.2841951557913775e-35,3.2621554493342933e-22,2.8015622982013854e-32,6.5419311017423066e-47,2.4656424221941981e-42,6.1687917696803459e-34,1.715136099264439e-43,-5.0362810027090205e-83,-4.2614050759820291e-57,-9.5956751029040872e-58,-1.530414934477687e-70,-1.632684677920626e-49,1.1178865284168203e-55,1.7050448288804784e-49,1.6457949491448803e-42,1.1778467502602927e-30,8.6124855492194469e-64,-4.271194350800698e-68,-2.1892111585946257e-61,4.6337210382026229e-63,3.4980646601718098e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899994122506173,0.10880299999923609,0.0001,2.5833265286837363e-11,2.7784073621280664e-10,2.7769839876118127e-10,4.4659895275390227e-16,4.5306742948251308e-13,5.6131347627626648e-12,3.1033673404529891e-13,1.3311265746530703e-20,5.7148336030077243e-21
6.699719026062606e-13,0.0016778683596801825,1.6858920067032436e-25,8.6574649910203692e-21,1.4970081714672402e-18,1.6858720417876825e-25,6.5939995199785908e-17,3.6926815917929674e-26,4.2570839316378662e-51,-4.5713717926951044e-38,3.5456392207993585e-42,5.9168802983105828e-38,1.5473911328392964e-35,3.9312810888940549e-22,4.0679677632021039e-32,1.1388632868289374e-46,4.2923143308824891e-42,8.9573036401836474e-34,2.9905539322827731e-43,1.2646015627255676e-81,1.0088550995680713e-55,2.2602246755574583e-56,3.8463440571854446e-69,3.8652562568867029e-48,2.299543057489253e-55,2.969911663102984e-49,2.389591617149733e-42,2.0495597177611846e-30,1.4990498902380817e-63,1.0715880117926791e-66,5.5019468872554839e-60,9.6154436535430466e-63,8.5866404611424498e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899992916977857,0.10880299999889757,0.0001,3.113239930043498e-11,3.3476358658212265e-10,3.3455055350365492e-10,5.3814146457362949e-16,6.576561375827702e-13,6.7533329488712054e-12,4.4415238272158984e-13,1.9325122486367173e-20,8.1794358262169516e-21
8.980475755562343e-13,0.001677868359678749,3.0245827345077049e-25,1.553196703521989e-20,2.0026822224746069e-18,3.0245346511070594e-25,9.686061850784281e-17,7.1147670354257475e-26,7.6447017236416934e-51,-1.3467857735293797e-44,6.3691340122508463e-42,2.4165858860687819e-38,2.0735494219084211e-35,5.2694965745578722e-22,7.3075672062588185e-32,2.7320200024694552e-46,1.029661585026967e-41,1.6090611482322876e-33,7.198808914488092e-43,8.2074786655317878e-81,1.4311585111766156e-55,3.2053915545227069e-56,2.5979785015873682e-68,5.4832397559006993e-48,7.3891673248220316e-55,7.1284350302747102e-49,4.2920014399085124e-42,4.9118438015544091e-30,3.594643216976785e-63,7.3394303356743591e-66,3.7164928560449864e-59,3.1256178460255693e-62,3.8304476961369307e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899990506034884,0.1088029999980433,0.0001,4.1730666292391445e-11,4.485458036985667e-10,4.4814107255433086e-10,7.2112438355219103e-16,1.1806165862314694e-12,9.0223701392601839e-12,7.7526323187116419e-13,3.4698850896756601e-20,1.4277969700751985e-20
1e-12,0.0016778683596771914,3.7479383053636919e-25,1.9246573578366443e-20,2.2280795946377366e-18,3.7478718883824623e-25,1.1207236254374096e-16,9.0905392693566503e-26,9.4770425738171799e-51,2.1582955237710113e-38,7.8968605967028017e-42,8.3772298781460845e-39,2.308647450026932e-35,5.8676786868497188e-22,9.0604790377803622e-32,3.769742191436015e-46,1.4207515574831986e-41,1.9950365793934346e-33,9.9483322725403225e-43,-2.3919874055114479e-80,-3.4413958828777373e-55,-7.3424525796147135e-56,-7.6036745060758943e-68,-1.3185121405768672e-47,1.1348523465869164e-54,9.8373744780950132e-49,5.3212250125111469e-42,6.7745623557494089e-30,4.9591420314859693e-63,-2.0121659913920194e-65,-1.0877679510468437e-58,4.8194473596369195e-62,6.5836295417369428e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899989428364761,0.10880299999758666,0.0001,4.6468211945292469e-11,4.9938198564063147e-10,4.9886832502372203e-10,8.0287839291480036e-16,1.4633864418203026e-12,1.0031778571899334e-11,9.4903731040018609e-13,4.301204145089975e-20,1.7478666865109789e-20
1.096127118567564e-12,0.0016778683596771914,4.5004942081800886e-25,2.311113091158545e-20,2.4402344027183631e-18,4.5004066994982573e-25,1.2720087279177309e-16,1.1227698572549445e-25,1.1384544136877031e-50,1.000691606758981e-38,9.4875846192408219e-42,2.598590190183604e-38,2.5302555893550879e-35,6.43167341407816e-22,1.088570027994339e-31,4.9631230270499865e-46,1.8705003310974636e-41,2.3969338580947156e-33,1.3115626314838193e-42,-9.4291532506681063e-80,-1.3254822184320545e-54,-2.8571171025953221e-55,-2.9963957024429423e-67,-5.0783590630081555e-47,1.6310959175894649e-54,1.2952754816999432e-48,6.3928090462035259e-42,8.9156318203029048e-30,6.5280038058932083e-63,-8.0520209034115859e-65,-4.2865607544454189e-58,6.9486583669844685e-62,1.0301905324719352e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899988412297496,0.10880299999711471,0.0001,5.093506586686421e-11,5.4729980930852917e-10,5.4666945371934345e-10,8.7993913846870848e-16,1.7576935036372852e-12,1.098076358440644e-11,1.1265876929156595e-12,5.1664632963512672e-20,2.0748943987563458e-20
1.2942066615788935e-12,0.001677868359675352,6.2665924848620697e-25,3.2180474468919529e-20,2.8762892894600051e-18,6.2664483576742607e-25,1.6077843211275618e-16,1.6533308502290124e-25,1.5865275610206725e-50,6.8419227703314363e-38,1.3225375553904909e-41,-1.825354833436356e-38,2.9867270020673289e-35,7.5938141277717379e-22,1.5174591814107292e-31,8.1660651326737903e-46,3.0775686437776265e-41,3.3413090307445903e-33,2.1641498658270577e-42,-4.9010572199479156e-79,-8.0182219131205174e-54,-1.7318934674515854e-54,-1.5440369873689132e-66,-3.0720449777078728e-46,3.1559402253500285e-54,2.1314431195547583e-48,8.910470111073937e-42,1.4657118329013592e-29,1.0737235522090377e-62,-4.2184292886819813e-64,-2.2088507042733806e-57,1.353934643596682e-61,2.3463595263101727e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899986318673177,0.10880299999601759,0.0001,6.0139464400240981e-11,6.45999315946075e-10,6.4508379319676576e-10,1.0386662392928997e-15,2.4488046719125872e-12,1.2927862368503245e-11,1.5324070184479688e-12,7.1983817535130147e-20,2.8223744655047166e-20
1.492286204590223e-12,0.0016778683596732355,8.321885780013165e-25,4.2734904642615697e-20,3.3108520026784695e-18,8.3216647614353074e-25,1.9758990903443178e-16,2.3158321275416785e-25,2.1086214147033818e-50,-1.3286899054455463e-37,1.7582452190975205e-41,1.995522086193481e-37,3.4429637805241109e-35,8.7559186575442503e-22,2.0174219867535454e-31,1.2516091413527567e-45,4.7168909086576586e-41,4.4421817948748312e-33,3.326372252115439e-42,-5.3942690411870749e-79,1.3095659128920877e-54,2.8108615859276371e-55,-1.7101993312678986e-66,5.0173784530747427e-47,5.5575352949626117e-54,3.26709311165209e-48,1.1844822873839033e-41,2.2446307538815893e-29,1.6451416304335918e-62,-4.7813421058051264e-64,-2.4467976588075543e-57,2.3705101967525945e-61,4.7478945455716234e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899984225161268,0.10880299999475633,0.0001,6.9343861892532136e-11,7.4464852481341375e-10,7.4338429132995449e-10,1.1973124430796093e-15,3.2537497513158366e-12,1.4863731558613e-11,1.9885199997954324e-12,9.5650513225591889e-20,3.6624983051339268e-20
1.6903657476015526e-12,0.0016778683596708512,1.0665385488133699e-24,5.4769344693368917e-20,3.7439276459388602e-18,1.0665064235471741e-24,2.3763192130185156e-16,3.1230478214783974e-25,2.7046678070803673e-50,6.6528791332929075e-37,2.2558759887897086e-41,-5.7974365289035344e-37,3.8989660451677569e-35,9.9179869498879871e-22,2.5884562495424804e-31,1.8188489334076341e-45,6.8545025624711831e-41,5.6995472835395614e-33,4.8475107855962887e-42,-3.576536959914679e-78,-6.2835542720360214e-53,-1.3556526206024786e-53,-1.1276232112406419e-65,-2.4074366552496089e-45,9.1218195568381979e-54,4.7479806817928781e-48,1.5195705650995734e-41,3.2592212308919418e-29,2.3899361472286923e-62,-3.0692781280477813e-63,-1.6131614806435912e-56,3.9677177900170046e-61,8.8015622277661512e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899982131761127,0.10880299999333501,0.0001,7.8548258343747963e-11,8.4325130365393621e-10,8.4157114816009873e-10,1.3558839705603507e-15,4.1723287042658669e-12,1.6788435856735933e-11,2.4910588876324752e-12,1.2265883753450356e-19,4.5881413035299172e-20
1.888445290612882e-12,0.0016778683596682048,1.3296105746483809e-24,6.8278731966759069e-20,4.175521308644626e-18,1.329565785587614e-24,2.8090109012121167e-16,4.0878555626440525e-25,3.3745985682016862e-50,-3.4907902979616495e-36,2.8154243870475391e-41,3.5975377538576093e-36,4.3547339164813987e-35,1.10800189554172e-21,3.2305597630981539e-31,2.5358644561044491e-45,9.5564712408069361e-41,7.1134006079639861e-33,6.7774021436989307e-42,9.6797702288184522e-78,3.0112788127398854e-52,6.4916443028033383e-53,3.040411907080349e-65,1.1537201206726099e-44,1.4175923022355794e-53,6.6198842179923572e-48,1.8962956715382645e-41,4.5402975628366836e-29,3.3309702738134071e-62,8.1114472375628438e-63,4.3491552374821825e-56,5.7223275631518802e-61,1.5246825853893311e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899980038472148,0.10880299999175738,0.0001,8.775265375389875e-11,9.4181122104423646e-10,9.3964456351544473e-10,1.5143865612982207e-15,5.2043417061195058e-12,1.8702039631432655e-11,3.0364550999050828e-12,1.5300291422333346e-19,5.5927299296985486e-20
2.284604376635541e-12,0.0016778683596621472,1.9415279443904331e-24,9.9702174495493743e-20,5.0342829726568809e-18,1.9414486868061075e-24,3.7710740670353177e-16,6.5422051458531843e-25,4.9358406807570594e-50,-3.5967008667022344e-34,4.1202521255152841e-41,3.5982625434666294e-34,5.2655669609136641e-35,1.3403973925512386e-21,4.7279656807419422e-31,4.4893817922755451e-45,1.6917746918584143e-40,1.0410551155044406e-32,1.2065242796595248e-41,1.3717788405986537e-75,3.714060081416424e-50,8.0010681311312812e-51,4.3175809513892621e-63,1.4229787780480024e-42,3.0252397223433838e-53,1.1719854391106494e-47,2.7745917054315932e-41,8.0246928157372953e-29,5.893072327370571e-62,1.1556994480037669e-60,6.1763117999200082e-54,-2.8779715558402133e-60,3.9236070072350882e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899975852225,0.10880299998814712,0.0001,1.0616144145104667e-10,1.138815510380494e-09,1.1354518676457012e-09,1.8312059038282469e-15,7.6078720269620921e-12,2.2496201402014612e-11,4.2427805715501089e-12,2.2367486298538576e-19,7.8147256221026457e-20
2.6411475540559344e-12,0.001677868359655854,2.5895004147373933e-24,1.3297713376361594e-19,5.802150821823031e-18,2.58937805450969e-24,4.746961756823214e-16,9.4212080975013894e-25,6.5929599347291814e-50,-1.1215786124718041e-32,5.5063002915717262e-41,1.1215994458402224e-32,6.0845162838193849e-35,1.549540887431882e-21,6.3186655687572067e-31,6.9357479553525492e-45,2.6135799019634865e-40,1.3913125793036986e-32,1.8732799164941647e-41,6.3118779747786973e-74,1.4994580055857032e-48,3.228181851214888e-49,1.9898661810429696e-61,5.7449176204705438e-41,5.3919872428668778e-53,1.8106376540424588e-47,3.70729395639749e-41,1.2379134907180802e-28,9.0988844527668704e-62,5.3389239736292839e-59,2.8465426534018517e-52,-1.6613534035054808e-58,8.0704868455028309e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899972084976213,0.10880299998439592,0.0001,1.2272934681814102e-10,1.316003348678542e-09,1.3112924699195064e-09,2.1161567065119117e-15,1.015699539860521e-11,2.5873621720670569e-11,5.4444814439455984e-12,2.9862912415715844e-19,1.0028214979630811e-19
2.9976907314763277e-12,0.0016778683596487896,3.3290138317798677e-24,1.7095294262965281e-19,6.5652954455080716e-18,3.3288350992905726e-24,5.8268862838016984e-16,1.3015444991878109e-24,8.4884060691238929e-50,1.5499261864432163e-31,7.0928761158489518e-41,-1.5499234597527608e-31,6.9027080444928158e-35,1.7586725644950545e-21,8.1395951987433288e-31,1.0140308275671576e-44,3.8209788304229637e-40,1.7922644607030579e-32,2.7523727157160873e-41,-7.3657141011598478e-73,-2.0663578509839684e-47,-4.4456002556013075e-48,-2.3158816864625862e-60,-7.9168976951021136e-40,8.9365023121655776e-53,2.647173040405372e-47,4.7746483080981853e-41,1.8071589067432178e-28,1.3294674277285852e-61,-6.1871088494079687e-58,-3.3128588320699876e-51,2.3252852384284557e-57,1.5161961673332978e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899968318077701,0.10880299998018546,0.0001,1.3929724881234475e-10,1.493096369448135e-09,1.4867686149894619e-09,2.4009550082395516e-15,1.3070551969934025e-11,2.9216060957143357e-11,6.7409864104665625e-12,3.8430026376995823e-19,1.2416338867541787e-19
3.354233908896721e-12,0.0016778683596409784,4.159505174763995e-24,2.1360068855861001e-19,7.3237459048887074e-18,4.1592550523510746e-24,7.0106526530707933e-16,1.7403422389585254e-24,1.0621783075736354e-49,-2.8880880185346555e-30,8.8799475115957194e-41,2.8880882776990965e-30,7.7201429437580453e-35,1.9677924033998009e-21,1.0190742250519667e-30,1.4202948795838622e-44,5.3524769476117235e-40,2.2439078942600029e-32,3.8747468556888635e-41,1.7929022359450352e-71,4.5512712158691166e-46,9.7871142748171803e-47,5.6396010335486023e-59,1.7437419458360781e-38,1.3997306329551462e-52,3.708275146059441e-47,5.976560756924235e-41,2.5278017064218986e-28,1.8613654266023234e-61,1.5125771371760125e-56,8.0675216934874239e-50,-5.1122821388005977e-56,2.6551103537264693e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899964551525769,0.10880299997552957,0.0001,1.5586514743371682e-10,1.6701072268665457e-09,1.6618814560322766e-09,2.6856211615089428e-15,1.6347388584997443e-11,3.2523881358111172e-11,8.1196412749156573e-12,4.8065437099414353e-19,1.4955787537131425e-19
3.710777086317114e-12,0.001677868359632441,5.08041486390501e-24,2.6089163571908872e-19,8.0775311700518139e-18,5.0800765965537921e-24,8.2980664952584182e-16,2.2664575365016004e-24,1.299267308972439e-49,5.870940789426465e-29,1.0867482403741997e-40,-5.8709405774576391e-29,8.5368216819712841e-35,2.1769004457022354e-21,1.2472079487244179e-30,1.9274507338234438e-44,7.2465650341004313e-40,2.7462400225348737e-32,5.2718654803366959e-41,-4.0921425040317097e-70,-1.0365191318561444e-44,-2.2279202622292589e-45,-1.2872258388380898e-57,-3.9712462785718252e-37,2.0954550330249639e-52,5.0206181748999774e-47,7.3129374210948231e-41,3.4173304561469195e-28,2.5165168296773349e-61,-3.4469648463753792e-55,-1.8413910077526273e-48,1.1644338938325943e-54,4.3958194726201099e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899960785316845,0.10880299997044049,0.0001,1.7243304268231539e-10,1.8470470215486369e-09,1.8366321425350082e-09,2.9701730201273767e-15,1.9986355777416638e-11,3.5797441479622737e-11,9.5693454059614753e-12,5.876576434992346e-19,1.7626112994488752e-19
4.067320263737507e-12,0.0016778683596231944,6.091186642303384e-24,3.127972189194019e-19,8.8266780848057468e-18,6.0907417482165404e-24,9.6889340385870585e-16,2.8879296457992599e-24,1.559143849686931e-49,-1.3295351274620344e-27,1.3055448314128074e-40,1.3295350899400917e-27,9.3527449523470257e-35,2.3859953852187907e-21,1.4983916477955826e-30,2.4354262782025647e-44,9.5417255747125966e-40,3.2992578899773411e-32,6.975725748159243e-41,1.0363330280034189e-68,2.6104524476902832e-43,5.608566806397732e-44,3.287582601480007e-56,1.0001503348726284e-35,3.0230960200766117e-52,6.6108714452924806e-47,8.7836845189109026e-41,4.4931273315744515e-28,3.3626487332153356e-61,8.7983539455220987e-54,4.7029295258612714e-47,-2.9325594043919234e-53,6.9510466516339904e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899957019447371,0.10880299996492898,0.0001,1.890009345581981e-10,2.0239253701715233e-09,2.0110218204459068e-09,3.2546260511918755e-15,2.398630761954771e-11,3.9037096200012478e-11,1.1080482112362836e-11,7.0527638301825013e-19,2.0409600747701152e-19
4.4238634411579006e-12,0.0016778683596132549,7.1912694276727313e-24,3.6928913869831178e-19,9.5712615473006672e-18,7.1906977088920747e-24,1.1183062110958977e-15,3.6128948758007935e-24,1.3771224134489821e-49,3.293326364429399e-26,1.5443822296970757e-40,-3.2933262678050111e-26,1.0167913624097254e-34,2.5951093010370396e-21,1.7718232439699278e-30,5.6920206703697664e-44,1.2276434478657238e-39,3.9029610154072483e-32,9.0188672448664715e-41,-3.271132840562257e-67,-7.113303048228112e-42,-1.5276784020628023e-42,-9.0476661571031725e-55,-2.7253407477429299e-34,4.2290450597732044e-52,8.5057001557406828e-47,1.0388708373474915e-40,5.7724676075596339e-28,2.8703965703975874e-61,-2.4197899750110839e-52,-1.2942812631037045e-45,7.9909917918747669e-52,1.0578035142840851e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899953253913878,0.10880299995900443,0.0001,2.0556882306142216e-10,2.2007504982068863e-09,2.1850516321733716e-09,3.5389934842389268e-15,2.8346101723522906e-11,4.2243196702049981e-11,1.2644825910560066e-11,8.3347699537831259e-19,2.3291098988486793e-19
4.894857918096103e-12,0.0016778683595990863,8.7804742775080358e-24,4.5089866254424738e-19,1.0547854812922452e-17,8.7797011658841117e-24,1.3314783534657693e-15,4.7432140429310117e-24,5.5501714601053854e-47,1.9947925805877457e-26,1.8906093583771269e-40,-1.9947922483934118e-26,1.1243597794843082e-34,2.8713403179235421e-21,2.168088284740999e-30,1.0981433918843738e-43,1.6628117765460269e-39,4.7781631448860905e-32,1.2294192372014931e-40,-7.5589492030673048e-63,-1.9839491863824447e-41,-4.7328686925513013e-42,-2.0341215579822425e-54,-7.6011629512281675e-34,4.1641390466170775e-52,1.1521047156434755e-46,1.2714640124847011e-40,7.8036394131297786e-28,-9.490724695070039e-59,-7.3895577224565597e-52,-2.908591030766012e-45,2.2311327221372871e-51,1.7539737246254639e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899948280143316,0.10880299995055867,0.0001,2.274550422637583e-10,2.4342672842809297e-09,2.4143957201538306e-09,3.9145315515211998e-15,3.46551165026303e-11,4.6427613721147212e-11,1.478098151586896e-11,1.0189958062786311e-18,2.7225871142868725e-19
