Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826)
2.0464887094115484e-08,0.0023881477432117744,1.0279211689435537e-13,6.9720157376932711e-10,3.3605678375882745e-12,7.1534191286785045e-10,7.280120032377905e-07,2.6965539258755132e-08,6.0658030859127106e-31,4.6517594962542609e-28,1.296364832918921e-22,2.9849681501684376e-16,2.5769931347246891e-22,5.5449903102853551e-14,6.9393937395819608e-16,1.2587395784099051e-22,8.0041105350196838e-22,2.4197953136198937e-18,5.1401607427380226e-20,9.6290134724900661e-29,3.4461350089002049e-17,-4.2884758641958396e-21,1.6269459564493884e-15,-1.8444084450774455e-16,1.9662890330402328e-06,1.4285649936009995e-13,2.3553475347762347e-13,1.9327459311251531e-10,8.9196683423396264e-39,-2.8870761331267198e-19,7.2338629018853478e-16,7.1094933133566641e-19,1.0429525566625833e-25,0.88129999999999997,0.0,0.0,0.0,0.0096398337842579177,0.10877734758789753,0.00010000000004114083,1.0222555843805384e-05,9.9307426848913139e-05,7.3808001831409558e-05,5.2649318810479404e-11,2.3390552787478421e-05,8.2507046186648002e-10,3.4549525852238832e-07,3.4793773080367495e-13,3.4472695312932978e-15,1.1588155986667452e-06,1.3288993142005867e-06,1.2396826717820313e-05,9.4449547838731743e-06,1.1660906527375113e-15,3.051084108225528e-11,2.3827805400467948e-14,2.0948555673302658e-10,1.6753534031628133e-05,3.3277445299347089e-10,6.8583361887553765e-11,2.2561976495939533e-11,1.0056352004527106e-11,7.6898038269040054e-12,3.7272413043465781e-08,1.9555497809915786e-06,9.1428438544463756e-10,5.8359341841819325e-10,2.9384836973767892e-14,9.2417557164925761e-09,7.3565732120152272e-16,1.0270529733025009e-09,1.9720900758432335e-12,3.939878975675129e-12,6.9752152437558491e-11,2.6391142565581258e-09,2.2902655172301458e-12,1.5944918929424703e-12,5.8135354733381587e-12,1.660115382981922e-18,3.4468730716501779e-13,1.0829274308051429e-13,2.3059078591573038e-21,9.4157111691582716e-17,1.3151024944920047e-21,1.5227984694152275e-16,5.4292361531326877e-13,2.287145177936468e-11,9.0659627817723636e-17,2.2437018989998459e-14,3.4905884946916014e-19,1.9347016337333858e-16,2.5547434654158535e-10,9.7187555847081117e-14,3.3448343701263049e-18,6.6944958184417944e-20,2.5659996287237203e-17,1.1831238527175536e-13,4.6260370947214476e-16,9.5898143087339815e-18,7.4019073403923675e-22,6.2643423868497864e-19,4.3110592306708322e-23,6.5292234240888836e-22,7.5361032450520982e-25,3.3362212039581139e-17,2.17188114147621e-14,1.0379073084747807e-18
2.0714272657366306e-08,0.0023881471251735163,1.0526623922665277e-13,7.1371545960461328e-10,3.3995350344573367e-12,7.4356472008839655e-10,7.4476300338756214e-07,2.8257107185476301e-08,6.3461136179775083e-31,1.9329586294938333e-29,1.3178859338867681e-22,3.1334231259032512e-16,2.7634115378205528e-22,5.7189601046241508e-14,7.3284858798570671e-16,1.2957857473425536e-22,8.5591725283810601e-22,2.5769292324798747e-18,5.5957663318442105e-20,1.0618298173845549e-28,3.6428345740418803e-17,-3.7581206059991044e-21,1.7018644717824314e-15,-1.8440493590328979e-16,2.01368251064095e-06,1.4687117441991825e-13,2.4536139649985933e-13,2.0318838354658123e-10,9.4044152154071728e-39,-2.8871449222785603e-19,7.638305879477906e-16,7.6716044051252085e-19,1.1177774544923165e-25,0.88129999999999997,0.0,0.0,0.0,0.0096367771162665563,0.10877702328502932,0.00010000000004236394,1.0343592512264031e-05,0.00010044890808865615,7.4628535744554925e-05,5.3254347191296431e-11,2.3651377237065361e-05,8.2482295440964656e-10,3.494658208375116e-07,3.5181753083163331e-13,3.486886857912403e-15,1.2002014655187406e-06,1.3720528723856235e-06,1.2545789511806037e-05,9.6706835229941835e-06,1.2036530116193135e-15,3.1512202418683581e-11,2.468118611687175e-14,2.1773483915702159e-10,1.6955193507409379e-05,3.5005879815840583e-10,7.218479527791428e-11,2.3858322795386917e-11,1.0682220982596264e-11,8.2882250469176852e-12,3.7691270255041253e-08,2.0024574200642348e-06,9.3621289188209756e-10,5.9759096267063123e-10,2.972035618337098e-14,9.6916821915512282e-09,7.5866721091700206e-16,1.0402349978838191e-09,2.1074113767621009e-12,3.98543545374833e-12,7.0564974413862903e-11,2.703379277874398e-09,2.346030169213788e-12,1.633315398263537e-12,5.9551662010864018e-12,1.7005595067340281e-18,3.6044099382601665e-13,1.1325604061204947e-13,2.4115927506642569e-21,9.8460562620018961e-17,1.3753765700151413e-21,1.6036170802866832e-16,5.7185346427402242e-13,2.3149597104606238e-11,9.1761912014170113e-17,2.3902941278749395e-14,3.7186463140123946e-19,1.9582246867889634e-16,2.6181788982972434e-10,9.9179945702533512e-14,3.4133957434375521e-18,6.8317360834824051e-20,2.6185968131763933e-17,1.221485404284246e-13,5.0451941471902497e-16,1.0140817798759016e-17,8.0726571349126101e-22,6.9147031887627255e-19,4.7586185639899551e-23,7.2070766282858475e-22,8.3184976718279163e-25,3.4673567967379998e-17,2.2591956564606714e-14,1.1176540240538683e-18
2.0963658220617128e-08,0.0023881465078560327,1.0776910355649907e-13,7.3041436030352374e-10,3.4384018141399096e-12,7.7259091256126058e-10,7.6166905241374152e-07,2.959305485767453e-08,6.6394119159172419e-31,9.3586378822615347e-28,1.3396076082981393e-22,3.2878452277901366e-16,2.9616686247359886e-22,5.8972454490218967e-14,7.7354657782247632e-16,1.3334454176015067e-22,9.146283355677934e-22,2.7425323823488926e-18,6.0861726217826588e-20,1.1697772850539525e-28,3.848788746087504e-17,-3.2934234526189547e-21,1.7795690190773929e-15,-1.8436657657499304e-16,2.0616049054241973e-06,1.5094083684432246e-13,2.554592252333533e-13,2.1350360139263187e-10,9.9145534346609457e-39,-2.8872056953708072e-19,8.061238961450997e-16,8.2716016240123734e-19,1.1970955220319626e-25,0.88129999999999997,0.0,0.0,0.0,0.0096337206635751411,0.10877669855425923,0.00010000000004359518,1.0464544895996498e-05,0.00010158840626901453,7.5446889086998328e-05,5.3858320705789959e-11,2.391150523339199e-05,8.245754606688387e-10,3.5342946070334065e-07,3.5568697102032108e-13,3.5264351139785701e-15,1.2425174154154685e-06,1.4160878497682076e-06,1.2694701507945675e-05,9.8989181191451098e-06,1.2419785195149971e-15,3.253424282518026e-11,2.5553816893934549e-14,2.2619230404340701e-10,1.7156792639972724e-05,3.6799551142420145e-10,7.5923718136230917e-11,2.5210016218790253e-11,1.1337355751190214e-11,8.9245989371136622e-12,3.8109018809370342e-08,2.0498776855558102e-06,9.5838094750450843e-10,6.117414228607747e-10,3.0055263727727083e-14,1.0157507297790745e-08,7.828244689300542e-16,1.0534130830352884e-09,2.2501493899329701e-12,4.030913091770847e-12,7.1376438209952206e-11,2.7683840220166047e-09,2.4024364666526159e-12,1.6725856181372116e-12,6.0984275394279885e-12,1.7414692682553599e-18,3.7674315025582844e-13,1.183925266442682e-13,2.5209653936736261e-21,1.0291384151917738e-16,1.4377538393761049e-21,1.6877348939916741e-16,6.0196860302404833e-13,2.3427744231213796e-11,9.2864196953804212e-17,2.544542956296926e-14,3.9586157430763737e-19,1.9817477556965308e-16,2.682381122290387e-10,1.0119900062398657e-13,3.4828744358095117e-18,6.9708130977331579e-20,2.671897719525069e-17,1.2606306076544756e-13,5.4965501290473697e-16,1.071534623549006e-17,8.7949388516008237e-22,7.6234838324652354e-19,5.2463792441167626e-23,7.9458180244186994e-22,9.1711721068598636e-25,3.6041529354871164e-17,2.349219229431962e-14,1.2025685569893554e-18
2.121304378386795e-08,0.002388145891243166,1.1030070108120775e-13,7.4729781653302239e-10,3.4773190442802131e-12,8.024337332759886e-10,7.787286969729775e-07,3.0974290873987828e-08,6.9464995009501004e-31,-9.9271206713643615e-28,1.3615419805178297e-22,3.4484221138725849e-16,3.172406130536702e-22,6.0799310450176743e-14,8.1609996824913091e-16,1.3717245121362958e-22,9.7669573646662777e-22,2.9169756162639653e-18,6.6136345455598748e-20,1.2874656601785642e-28,4.0643529035181647e-17,-2.8862510594357763e-21,1.8601439240221876e-15,-1.8432564038302589e-16,2.1100548127863103e-06,1.5506536236322332e-13,2.6583179930518547e-13,2.2423218769998018e-10,1.0451624395338347e-38,-2.8872593576410446e-19,8.5033445176457509e-16,8.9116225203600691e-19,1.2811286451509984e-25,0.88129999999999997,0.0,0.0,0.0,0.0096306644396778832,0.10877637339074583,0.00010000000004483404,1.0585413029007842e-05,0.00010272591127768281,7.6263053330381342e-05,5.4461233991679571e-11,2.4170934079129641e-05,8.2432798179786939e-10,3.5738614292825391e-07,3.5954601124659846e-13,3.5659139483581687e-15,1.285771539001069e-06,1.4610114816802495e-06,1.2843562710860295e-05,1.0129652466871534e-05,1.2810734300306105e-15,3.3577134526121012e-11,2.6445866338307155e-14,2.3486012759483254e-10,1.7358331434059849e-05,3.8659976301837818e-10,7.9803368657640929e-11,2.6618581392490418e-11,1.2022658167172501e-11,9.6007875202389416e-12,3.8525654327777914e-08,2.0978088255642639e-06,9.8078773095693206e-10,6.2604427468806394e-10,3.0389556938409503e-14,1.0639579682904699e-08,8.0817428159109842e-16,1.0665872289421934e-09,2.4006092549147511e-12,4.0763115196354838e-12,7.2186537134110866e-11,2.8341271434037888e-09,2.4594832357512079e-12,1.7123017353646362e-12,6.2433165062302017e-12,1.7828438159669826e-18,3.9360801814125408e-13,1.2370670390046794e-13,2.6341216659403003e-21,1.0752083888465057e-16,1.5022889834564952e-21,1.7752504723265679e-16,6.3330453896102728e-13,2.3705904725386421e-11,9.3966528465623197e-17,2.7067526363021879e-14,4.2109701167321305e-19,2.0052718184595455e-16,2.7473501582510201e-10,1.0324552609271173e-13,3.553298160152137e-18,7.1117823445397762e-20,2.7259236077295764e-17,1.3005700380108966e-13,5.9821459052002448e-16,1.131404765221138e-17,9.5720191340722441e-22,8.3951308910288267e-19,5.7774010057517185e-23,8.7500819066952933e-22,1.0099475849443381e-24,3.7469093564750905e-17,2.4420182715755563e-14,1.2929287034726107e-18
2.1462429347118772e-08,0.002388145275318868,1.1286103280057039e-13,7.643655496860969e-10,3.5161492076373906e-12,8.331064287085547e-10,7.9594047733277855e-07,3.2401728022620346e-08,7.2682817659820209e-31,1.2400344150552844e-27,1.3837018069877526e-22,3.6153466006209625e-16,3.3962967380185361e-22,6.2671023263098805e-14,8.6057741314460866e-16,1.4106293088108393e-22,1.0422766209142413e-21,3.1006424832895902e-18,7.180528479488377e-20,1.4156669592674203e-28,4.2898936508156277e-17,-2.5294778356372683e-21,1.9436755650583734e-15,-1.8428199449067281e-16,2.159030822621448e-06,1.5924462525635377e-13,2.7648266652937521e-13,2.3538630028334732e-10,1.1017306116478732e-38,-2.8873067131847903e-19,8.9653253905089456e-16,9.5939038510540599e-19,1.3701075052053447e-25,0.88129999999999997,0.0,0.0,0.0,0.0096276084580045693,0.10877604778969867,0.00010000000004608013,1.0706196945464905e-05,0.0001038614130866145,7.7077020053128016e-05,5.5063081731373571e-11,2.4429661110948276e-05,8.2408051894506384e-10,3.6133583261391947e-07,3.6339461189306008e-13,3.60532301284394e-15,1.3299718437381594e-06,1.5068309483851691e-06,1.2992373125379327e-05,1.0362880442662656e-05,1.3209439490028913e-15,3.4641048449430142e-11,2.7357501332129132e-14,2.4374046648094331e-10,1.7559809894681138e-05,4.0588683419041501e-10,8.3827009305020714e-11,2.8085559570746453e-11,1.2739042095192962e-11,1.0318717016786914e-11,3.8941172485968563e-08,2.1462490800197994e-06,1.0034324170655625e-09,6.404989914141104e-10,3.0723233131676737e-14,1.1138250666409301e-08,8.3476319839439205e-16,1.0797574358137299e-09,2.5591044755639001e-12,4.121630369220146e-12,7.2995264573399416e-11,2.9006072904905951e-09,2.5171692975267965e-12,1.752462929135519e-12,6.3898301061711944e-12,1.8246822945236706e-18,4.110501324829303e-13,1.2920316790452072e-13,2.7511594212479326e-21,1.12285525338915e-16,1.5690378101041713e-21,1.8662645193215276e-16,6.6589755197194226e-13,2.398409038474488e-11,9.5068953295313875e-17,2.8772360584762859e-14,4.4761962091129587e-19,2.028797872643878e-16,2.8130860592399246e-10,1.053203535777652e-13,3.6246955234329702e-18,7.2547010973446863e-20,2.780696423631103e-17,1.3413145903283721e-13,6.504125169821839e-16,1.1937577149812219e-17,1.0407329236303455e-21,9.2343698697835901e-19,6.354935505940663e-23,9.6247932609941265e-22,1.1109093758918426e-24,3.8959407039010707e-17,2.5376604747683099e-14,1.3890244518385111e-18
2.1711814910369594e-08,0.002388144660067177,1.1545010561682254e-13,7.8161737714997045e-10,3.5549725323167877e-12,8.6462224595579327e-10,8.1330292716764967e-07,3.3876283104870288e-08,7.6056518929952375e-31,-2.2406080156413303e-27,1.4061004973350789e-22,3.788816736530879e-16,3.6340389278171318e-22,6.4588454450282909e-14,9.0704964549453402e-16,1.4501664639872998e-22,1.1115340485958765e-21,3.2939295295894208e-18,7.7893575070886165e-20,1.5552062772875513e-28,4.5257891065925519e-17,-2.2168609457190823e-21,2.0302524009170908e-15,-1.8423549858436742e-16,2.2085315193903922e-06,1.6347849836605032e-13,2.8741536282144545e-13,2.4697831440363354e-10,1.1613432728130803e-38,-2.8873484760535987e-19,9.4479053867475097e-16,1.0320785319921159e-18,1.4642718433596401e-25,0.88129999999999997,0.0,0.0,0.0,0.009624552731920229,0.10877572174637849,0.00010000000004733299,1.0826896679695378e-05,0.00010499490175222467,7.7888780940587463e-05,5.5663858652077401e-11,2.4687683699560944e-05,8.2383307325323204e-10,3.6527849515596798e-07,3.6723273384869589e-13,3.6446619621617171e-15,1.3751262537723397e-06,1.5535533748369838e-06,1.3141132756539558e-05,1.0598595905182694e-05,1.361596234291322e-15,3.5726154220763111e-11,2.8288887030130432e-14,2.5283545777825033e-10,1.7761228027114313e-05,4.2587211466988081e-10,8.7997926262354792e-11,2.9612508373071215e-11,1.3487433251974588e-11,1.108037905998454e-11,3.9355569014102235e-08,2.1951966807942132e-06,1.0263141768888951e-09,6.5510504389535952e-10,3.1056289682307943e-14,1.165387419901999e-08,8.6263916744962433e-16,1.0929237038818613e-09,2.7259570280344658e-12,4.1668692770770763e-12,7.380261397082564e-11,2.9678231058404133e-09,2.5754934678727634e-12,1.7930683750723404e-12,6.5379653309040347e-12,1.8669838448607469e-18,4.2908432660129711e-13,1.3488660856773936e-13,2.8721785231985277e-21,1.1721195299882091e-16,1.6380572734040872e-21,1.9608799216422312e-16,6.9978470902586219e-13,2.4262313236893379e-11,9.6171519099539266e-17,3.0563149224880697e-14,4.7547944989426334e-19,2.0523269352558847e-16,2.8795889111589159e-10,1.0742434079108846e-13,3.6970960354429725e-18,7.3996284372589073e-20,2.8362388056768698e-17,1.3828754895789032e-13,7.064738360987386e-16,1.2586596785142872e-17,1.1304471289959166e-21,1.0146219096836253e-18,6.9824358805211206e-23,1.0575182239592988e-21,1.220606296518994e-24,4.0515771119602944e-17,2.63621482170782e-14,1.4911584113605851e-18
2.1961200473620416e-08,0.0023881440454722644,1.1806791142085654e-13,7.9905272643497616e-10,3.593603921730106e-12,8.9699442989462588e-10,8.308145747461494e-07,3.5398876759235784e-08,7.9596037445262736e-31,4.3263771820833276e-27,1.4287521361064798e-22,3.9690358960046857e-16,3.8863715059470993e-22,6.6552472527532102e-14,9.5558952810189485e-16,1.4903430206126526e-22,1.1846371398967682e-21,3.4972466016781816e-18,8.4427568501644269e-20,1.7069649047403234e-28,4.7724291961583246e-17,-1.9429325496022309e-21,2.1199649992360767e-15,-1.8418600616511915e-16,2.2585554821894571e-06,1.6776685321943784e-13,2.9863341211724591e-13,2.5902082340454081e-10,1.2241980572007664e-38,-2.8873852801924334e-19,9.9518297752681317e-16,1.1094713428457337e-18,1.563870729681907e-25,0.88129999999999997,0.0,0.0,0.0,0.0096214972747252631,0.10877539525609649,0.00010000000004859221,1.0947512266186955e-05,0.00010612636741518434,7.8698327785164921e-05,5.6263559525686127e-11,2.4944999249764419e-05,8.2358564585967804e-10,3.6921409624332392e-07,3.7106033850949647e-13,3.6839304539637442e-15,1.421242609805001e-06,1.6011858304450473e-06,1.3289841609584116e-05,1.0836792695501825e-05,1.4030363955747681e-15,3.6832620157820578e-11,2.9240186856906609e-14,2.621472189124252e-10,1.7962585836903008e-05,4.4657110012479811e-10,9.2319428888091107e-11,3.1201001519744122e-11,1.4268769048639302e-11,1.1887831909253588e-11,3.9768839696864602e-08,2.2446498518103735e-06,1.0494321777689623e-09,6.6986190061579625e-10,3.1388723951812168e-14,1.2186806821993867e-08,8.9185157143780885e-16,1.1060860334004315e-09,2.9014974680233477e-12,4.2120278808681527e-12,7.4608578806539478e-11,3.0357732261737552e-09,2.6344545576006583e-12,1.8341172452596007e-12,6.687719159164952e-12,1.9097476042250014e-18,4.4772573724649314e-13,1.4076181179295832e-13,2.9972808793685896e-21,1.2230425687150799e-16,1.7094054931581846e-21,2.0592017895525507e-16,7.3500387896777488e-13,2.4540585537850588e-11,9.7274274439707162e-17,3.244319910471061e-14,5.0472794392707969e-19,2.0758600426094313e-16,2.9468588333827125e-10,1.095583719541231e-13,3.7705301179584275e-18,7.5466252714270873e-20,2.8925740919486502e-17,1.4252643010375856e-13,7.6663466790189539e-16,1.3261775458595924e-17,1.2267224737770222e-21,1.1136004125231598e-18,7.663566652501405e-23,1.1606799168961751e-21,1.339679019476378e-24,4.2141648046029013e-17,2.7377515957767547e-14,1.5996462522325884e-18
2.2210586036871238e-08,0.0023881434315183667,1.2071446793731171e-13,8.1667157272795584e-10,3.6325157145129165e-12,9.3023622044217891e-10,8.484739412839205e-07,3.6970433285733411e-08,8.3311934905504819e-31,-8.0628552733305983e-27,1.4516715051235313e-22,4.1562128323992328e-16,4.1540460835888773e-22,6.8563953074446332e-14,1.0062721049956489e-15,1.5311664498610667e-22,1.2617612449448727e-21,3.7110171519848424e-18,9.1434994713841998e-20,1.8718835949481721e-28,5.0302159485154902e-17,-1.7029006684328205e-21,2.2129060633643654e-15,-1.8413336155850043e-16,2.309101284819468e-06,1.7210956003907195e-13,3.1014032629505542e-13,2.7152663930500943e-10,1.2905068620041445e-38,-2.8874176883382231e-19,1.0477865791337637e-15,1.1918245439871124e-18,1.6691628371214235e-25,0.88129999999999997,0.0,0.0,0.0,0.0096184420996541127,0.10877506831421613,0.00010000000004985742,1.1068043739586375e-05,0.0001072558003016255,7.9505652486445928e-05,5.686217916942468e-11,2.5201605200477394e-05,8.2333823789608916e-10,3.7314260186233505e-07,3.7487738777902045e-13,3.7231281488698895e-15,1.4683286689744807e-06,1.6497353288443804e-06,1.3438499689961464e-05,1.1077464637327422e-05,1.4452704941532632e-15,3.7960613264796588e-11,3.0211562504368438e-14,2.7167784760299331e-10,1.816388332985543e-05,4.6799938962060649e-10,9.6794849168559101e-11,3.2852628565584905e-11,1.5083998431147071e-11,1.2743201661765275e-11,4.0180980373532842e-08,2.2946068091518167e-06,1.0727855833826165e-09,6.847690277196829e-10,3.1720533427073095e-14,1.2737407626432053e-08,9.2245126397609187e-16,1.1192444246443658e-09,3.0860650372329729e-12,4.2571058273960004e-12,7.5413152658456911e-11,3.1044562824217402e-09,2.6940513724865574e-12,1.8756087082761052e-12,6.8390885568861999e-12,1.9529727062069124e-18,4.6698980959093645e-13,1.4683366108280539e-13,3.126570475554499e-21,1.2756665621847274e-16,1.7831417744161755e-21,2.161337498398259e-16,7.7159374750888388e-13,2.4818919770466125e-11,9.8377268775681743e-17,3.4415908633074771e-14,5.3541797317240835e-19,2.0993982501916942e-16,3.0148959793864822e-10,1.1172335807819509e-13,3.8450291143764701e-18,7.6957543523409853e-20,2.9497263275545936e-17,1.4684929406948124e-13,8.3114262112699268e-16,1.3963788800948386e-17,1.3299552937335822e-21,1.2209372663365672e-18,8.4022140037920917e-23,1.272553010791888e-21,1.4688069732278194e-24,4.3840667135099154e-17,2.8423423907382166e-14,1.7148171569932513e-18
2.245997160012206e-08,0.002388142818189879,1.2338978809859151e-13,8.3447372930510819e-10,3.6711994649913655e-12,9.6436084953171406e-10,8.6627954353021847e-07,3.8591880453931806e-08,8.721628583720826e-31,-2.2141946543913203e-27,1.4748741086666537e-22,4.3505618012976186e-16,4.4378664218282118e-22,7.0623778507032428e-14,1.0591746584633526e-15,1.5726446452193828e-22,1.3430881314392318e-21,3.9356785753960739e-18,9.8945023977637883e-20,2.0509662907942992e-28,5.2995638262510832e-17,-1.4925613022697543e-21,2.3091704626680399e-15,-1.8407740331872735e-16,2.3601674958613057e-06,1.7650648787934833e-13,3.219396050965541e-13,2.8450879339686224e-10,1.3604992855220812e-38,-2.8874462006347118e-19,1.1026803195232201e-15,1.2794053844565679e-18,1.7804167466822177e-25,0.88129999999999997,0.0,0.0,0.0,0.0096153872198755756,0.10877474091615087,0.00010000000005112819,1.1188491134698468e-05,0.00010838319072272068,8.0310747051315484e-05,5.7459712445626064e-11,2.5457499024778291e-05,8.2309085048855837e-10,3.7706397829544599e-07,3.7868384406895709e-13,3.7622547104544027e-15,1.5163921047353929e-06,1.69920882765074e-06,1.358710700332427e-05,1.1320605537257166e-05,1.4883045427362478e-15,3.9110299226458774e-11,3.1203173929147428e-14,2.8142942180557494e-10,1.8365120512042776e-05,4.90172682842168e-10,1.0142754112035302e-10,3.4568994606879853e-11,1.5934081703704038e-11,1.3648683574847299e-11,4.0591986938040661e-08,2.345065761182727e-06,1.0963735537976916e-09,6.9982588904740758e-10,3.2051715475387896e-14,1.3306038208743043e-08,9.5449060994691296e-16,1.1323988779088836e-09,3.2800077788742391e-12,4.3021027603245513e-12,7.6216329160473714e-11,3.1738708997967582e-09,2.7542827133324771e-12,1.9175419292377111e-12,6.9920704773545046e-12,1.9966582807858992e-18,4.86892302838994e-13,1.5310713930537602e-13,3.2601534133695178e-21,1.3300345608775361e-16,1.8593266289178137e-21,2.2673967346085159e-16,8.0959383384608926e-13,2.5097328642499853e-11,9.9480552458157563e-17,3.6484769768446453e-14,5.6760386317667428e-19,2.1229426325004201e-16,3.0837005374269351e-10,1.1392023728733917e-13,3.9206253008110503e-18,7.8470803000763303e-20,3.0077202731414866e-17,1.512573686771949e-13,9.0025725649312955e-16,1.46933190487924e-17,1.4405610578425423e-21,1.3372311528653589e-18,9.202497439111487e-23,1.3937614514459961e-21,1.608710381604375e-24,4.561663174884344e-17,2.9500601211691208e-14,1.8370143271514308e-18
2.2709357163372882e-08,0.002388142205471251,1.260938622732943e-13,8.5245845397750314e-10,3.7096773213105181e-12,9.9938153892701393e-10,8.8422989282445481e-07,4.0264149362616764e-08,9.1320598466146878e-31,-4.3009333984043337e-28,1.4983761927415767e-22,4.5523026095929574e-16,4.7386690335998996e-22,7.2732837930656163e-14,1.1143767518866999e-15,1.6147859528965969e-22,1.4288061263014075e-21,4.1716824599318849e-18,1.0698831585270321e-19,2.2452830742162736e-28,5.5808999737978935e-17,-1.30824012137408e-21,2.4088552521501563e-15,-1.8401796236704011e-16,2.4117526787317391e-06,1.8095750453745787e-13,3.340347360707611e-13,2.9798053663800078e-10,1.4344214445295587e-38,-2.8874712600482045e-19,1.1599454690999571e-15,1.372492978703578e-18,1.8979111779833911e-25,0.88129999999999997,0.0,0.0,0.0,0.0096123326484928943,0.10877441305736527,0.0001000000000524042,1.13088544864854e-05,0.00010950852907449368,8.1113603594035357e-05,5.8056154261631916e-11,2.5712678229928535e-05,8.2284348475759621e-10,3.8097819212042846e-07,3.8247967029947278e-13,3.8013098052382363e-15,1.5654405067788286e-06,1.7496132282864757e-06,1.3735663555528607e-05,1.1566209184965511e-05,1.5321445052921229e-15,4.0281842403923853e-11,3.2215179350873937e-14,2.9140399967178371e-10,1.8566297389798156e-05,5.1310677804460482e-10,1.0622088034942406e-10,3.6351720063370888e-11,1.6819990396550567e-11,1.4606543039272332e-11,4.100185533901952e-08,2.3960249086366276e-06,1.1201952455144918e-09,7.1503194616196805e-10,3.2382267569767618e-14,1.3893062637728122e-08,9.8802351577373587e-16,1.1455493935090389e-09,3.4836826220292086e-12,4.3470183285220204e-12,7.7018101974417267e-11,3.2440156978327301e-09,2.8151473760012899e-12,1.9599160698216407e-12,7.146661861303577e-12,2.0408034543567351e-18,5.0744929423955412e-13,1.595873299828415e-13,3.3981379376824836e-21,1.3861904841043373e-16,1.9380217907417034e-21,2.3774915301872601e-16,8.4904450313188458e-13,2.5375825085233202e-11,1.0058417672314212e-16,3.8653369499352794e-14,6.0134141790120246e-19,2.1464942829261828e-16,3.1532727310399646e-10,1.1614997506981868e-13,3.9973518947344235e-18,8.0006696196180793e-20,3.0665814115240617e-17,1.5575191883482041e-13,9.7425044092279462e-16,1.5451054951871003e-17,1.5589749353809164e-21,1.4631159765781776e-18,1.0068778810232056e-22,1.5249658914424437e-21,1.7601518419515643e-24,4.7473524648562828e-17,3.0609790299297912e-14,1.9665953702900603e-18
