Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338)
1.8305685012992095e-09,0.002690367054956106,6.7766600314243579e-14,4.9598701939156205e-10,1.8648931356307802e-11,3.8945778901169496e-12,6.2313128488857189e-08,8.6583351006649436e-11,-5.2037791593676497e-32,2.4346485942522943e-25,2.5249637773301141e-27,3.0186404074124354e-24,1.7760438049619076e-25,4.467034155491568e-15,9.5579985522861495e-21,1.0205699249525801e-28,9.9146416485728911e-25,2.4040231193983897e-21,2.4120511515329046e-24,4.4918107371816842e-42,-1.7876110348953921e-30,9.7062008782346478e-28,-3.9785674795960225e-37,-3.1185155641894717e-24,-5.7915292855198588e-33,1.8168595245108582e-31,9.7412938098766238e-29,7.7723132561091582e-14,-1.3731982383471718e-38,4.1648643987508531e-30,-1.650758615525462e-29,-1.4031904367604288e-33,7.2763696720058773e-46,0.88129999999999997,0.0,0.0,0.0,0.0097347627191376584,0.10879838087565952,9.9999999995533105e-05,4.2967646356915345e-06,4.4103653958458628e-05,3.9721644806664011e-05,1.3141011445417991e-11,4.4642596361562491e-06,1.548669587648603e-08,8.4178231354542493e-08,4.4327706621359414e-14,5.8641071041701837e-16,8.2695271908124094e-09,3.9049408917401419e-08,2.2758915814957457e-05,7.3114129469661181e-07,6.4489270959087767e-17,2.1638319370360599e-12,7.9362687380065543e-16,3.2018868549521873e-12,3.9013897531332805e-05,6.9454344038761214e-13,4.0591223770288281e-14,3.112672022961842e-14,1.7189400822520035e-15,5.6507963723307094e-16
1.873557896990366e-09,0.0026903667675985126,7.0784996233556697e-14,5.1637348387337697e-10,1.9019286932656297e-11,4.2690795228148137e-12,6.5249807638211579e-08,9.4938021229611598e-11,-4.6276439377965768e-32,-1.4701906645438137e-33,2.7600517789960571e-27,3.3219856612951312e-24,1.8423354961312619e-25,4.6250340062530284e-15,1.0131038311647578e-20,1.1444015621455288e-28,1.1007301920023599e-24,2.6271568700605327e-21,2.7506387597052586e-24,4.3751265755158271e-42,-1.814637095076206e-30,9.4430948198234337e-28,-3.9969936285891568e-37,-3.1656685384993942e-24,-5.756733552053249e-33,1.9887601824143938e-31,1.0382457426413584e-28,8.7252545689262909e-14,-1.2852106909373084e-38,4.2901824760154373e-30,-1.6836900535978572e-29,-1.5003269314260716e-33,8.4464419522401768e-46,0.88129999999999997,0.0,0.0,0.0,0.0097311476273347075,0.10879827109022575,9.9999999995375083e-05,4.3965571300455878e-06,4.512125871909874e-05,4.0636789809526633e-05,1.3444202226927666e-11,4.5685629394479992e-06,1.5481259582678535e-08,8.6121189809053437e-08,4.5363382555642369e-14,5.9994593957115949e-16,8.8629703276918167e-09,4.109052842624952e-08,2.3288797709690785e-05,7.6549399867756755e-07,6.7607725511935666e-17,2.2846351269482727e-12,8.5065777884951895e-16,3.4953470529924817e-12,3.992333628037644e-05,7.7568582452365869e-13,4.5514908246929316e-14,3.5375218016403807e-14,1.9837781595184268e-15,6.6109238860805121e-16
1.916547292681522e-09,0.002690366480405932,7.3868165339393559e-14,5.3715316639499677e-10,1.9389620515894199e-11,4.6698192416019276e-12,6.8252931723129587e-08,1.0388035892801351e-10,-4.1149108936827696e-32,1.5590939440903317e-26,3.0130586809029807e-27,3.3244797607493212e-24,1.9158535328314777e-25,4.7847632877018568e-15,1.0724147406089953e-20,1.2796713398614128e-28,1.2196934910284395e-24,2.8664514187401871e-21,3.1289095619202255e-24,4.2610124652914571e-42,-1.8174428975763947e-30,9.1870359349623231e-28,-4.0136188712836119e-37,-3.1705438485075134e-24,-5.7177015777465851e-33,2.1722461774393029e-31,1.1061988075261679e-28,9.7696784713018001e-14,-1.2023526352314421e-38,4.4148753683422612e-30,-1.7162947329807796e-29,-1.6015460319611518e-33,9.7705018415009658e-46,0.88129999999999997,0.0,0.0,0.0,0.0097275339489000592,0.10879816129867864,9.999999999521538e-05,4.4962988434699616e-06,4.6138023975806479e-05,4.1551177297291753e-05,1.3747142323689276e-11,4.672779421900486e-06,1.547582540936431e-08,8.8062541820958522e-08,4.6398196405495337e-14,6.1346997776610151e-16,9.4838940610843882e-09,4.3191743046436809e-08,2.3818463963082256e-05,8.0061697040563492e-07,7.0811920366324273e-17,2.4092297113138344e-12,9.1034600821289125e-16,3.8077631748924881e-12,4.0832455653421249e-05,8.64070114785845e-13,5.0895473961766194e-14,4.0080527376487853e-14,2.2813437000955818e-15,7.7061705664622977e-16
1.959536688372678e-09,0.0026903661933768935,7.7016070309847092e-14,5.5832571790571542e-10,1.9759919219106076e-11,5.0979737680476266e-12,7.1322414518103016e-08,1.1343696152785084e-10,-3.6585798552066659e-32,-1.4992053856923241e-25,3.285150579130934e-27,3.4858825628619745e-24,1.9973451053016255e-25,4.946213004424342e-15,1.1337548055220926e-20,1.4272465579093257e-28,1.3490141769430348e-24,3.1227537673650031e-21,3.5506348469671906e-24,4.1494420532993344e-42,-1.8072214436699598e-30,8.9380161823776523e-28,-4.0276470566657853e-37,-3.1526797094431397e-24,-5.6742408273889687e-33,2.3677926442492363e-31,1.1782183874890182e-28,1.0912028957750347e-13,-1.1243865662070726e-38,4.5388814772215983e-30,-1.7483939698460317e-29,-1.7069018168175252e-33,1.1264500006922947e-45,0.88129999999999997,0.0,0.0,0.0,0.0097239216846561026,0.10879805150053075,9.9999999995053915e-05,4.5959897974176693e-06,4.7153949257775589e-05,4.2464806801689712e-05,1.4049831595937807e-11,4.7769090311070186e-06,1.5470393357900042e-08,9.0002286494530213e-08,4.7432147650547882e-14,6.2698281876193908e-16,1.0132897496491966e-08,4.5353611763000432e-08,2.4347914659776334e-05,8.3650898977834265e-07,7.4102652626134694e-17,2.5376522782473413e-12,9.7275063152633005e-16,4.1398535477072298e-12,4.1741255775102465e-05,9.6014846219871786e-13,5.6762646156382277e-14,4.5278839091783655e-14,2.6147012308618986e-15,8.9517636663479032e-16
2.002526084063834e-09,0.002690365906509931,8.0228671017998507e-14,5.7989075005857202e-10,2.013016648219533e-11,5.554743605427268e-12,7.445816918064646e-08,1.2363498423553014e-10,-3.2524256254068574e-32,2.6130686936479601e-25,3.5775623625201168e-27,3.0859100938346147e-24,2.087606098878511e-25,5.1093768896176304e-15,1.1971461776101563e-20,1.5880505953496666e-28,1.4893836017527743e-24,3.3969384665107539e-21,4.0198625674393569e-24,4.0403807244931235e-42,-1.8054471241630712e-30,8.6957100459611814e-28,-4.0406841441582375e-37,-3.1495612748686755e-24,-5.6261420293048924e-33,2.5758829895047331e-31,1.254546982090239e-28,1.2159045307444997e-13,-1.0510778214814403e-38,4.6621447353567483e-30,-1.7803590209597982e-29,-1.8164341261993743e-33,1.2945612060205171e-45,0.88129999999999997,0.0,0.0,0.0,0.0097203108354223661,0.10879794169529591,9.9999999994890756e-05,4.6956300133472877e-06,4.8169034096486538e-05,4.3377677856627093e-05,1.4352269904585735e-11,4.880951714907453e-06,1.5464963429637913e-08,9.1940422938382536e-08,4.84652357728777e-14,6.4048445634901131e-16,1.0810578226046957e-08,4.7576692350039096e-08,2.4877149884459298e-05,8.7316883738948332e-07,7.7480717664635959e-17,2.6699393371645648e-12,1.0379306028344695e-15,4.4923437371157326e-12,4.2649736770134849e-05,1.0643892275348987e-12,6.3147266451720511e-14,5.1008188121046509e-14,2.9871098600011499e-15,1.0364230077774122e-15
2.0455154797549903e-09,0.0026903656198035827,8.350593058880009e-14,6.0184792281201257e-10,2.050040329127088e-11,6.0413529116468468e-12,7.7660108104585994e-08,1.345021379165395e-10,-2.890913810559923e-32,-4.4035236880092492e-25,3.8916012297996257e-27,3.8033288619154479e-24,2.1874826059162795e-25,5.2742513200204171e-15,1.2626109747651762e-20,1.7630665474127826e-28,1.6415251746250749e-24,3.6899080648165393e-21,4.54093187069263e-24,3.9337411631934804e-42,-1.8058641131089679e-30,8.4602407076149689e-28,-4.0539444640332859e-37,-3.1502685081217412e-24,-5.5731796648905215e-33,2.7970091214183651e-31,1.3354404650081967e-28,1.3517768637495994e-13,-9.8219533944052118e-39,4.7846136679325355e-30,-1.8124644443140324e-29,-1.9302126748515602e-33,1.483230362687827e-45,0.88129999999999997,0.0,0.0,0.0,0.009716701402015462,0.10879783188248938,9.999999999472589e-05,4.7952195127229239e-06,4.9183278025793746e-05,4.4289789998187319e-05,1.4654457111248975e-11,4.9849074213882427e-06,1.545953562592548e-08,9.3876950265635281e-08,4.9497460257011079e-14,6.5397488434904545e-16,1.151753232843832e-08,4.9861541369852591e-08,2.5406169721859055e-05,9.1059529453116885e-07,8.0946909123268239e-17,2.8061273187659658e-12,1.1059447596299175e-15,4.8659662905009281e-12,4.3557898763312475e-05,1.177277107855174e-12,7.0081302433227044e-14,5.7308492850858561e-14,3.4020294734708336e-15,1.1961473032594762e-15
2.0885048754461464e-09,0.0026903653332563896,8.6847813668262235e-14,6.2419691894521982e-10,2.0870571231764593e-11,6.5590493602659528e-12,8.0928143105428495e-08,1.4606668689247037e-10,-2.5691204044150786e-32,9.9996237622322364e-25,4.2286504252434525e-27,2.4006511533646237e-24,2.297874891044918e-25,5.4408353188453288e-15,1.3301713139751621e-20,1.9533403872633098e-28,1.8061952142642696e-24,4.0025935874762702e-21,5.1184885132956634e-24,3.8294384913147491e-42,-1.8183797942347598e-30,8.2306141165170621e-28,-4.0676643514086671e-37,-3.1720954810016199e-24,-5.5151124225195974e-33,3.0316717124429861e-31,1.4211688232198103e-28,1.4995548656817222e-13,-9.1751360516343949e-39,4.9062392710422074e-30,-1.8447600076169519e-29,-2.0483330156490992e-33,1.6944399670453446e-45,0.88129999999999997,0.0,0.0,0.0,0.009713093385249106,0.10879772206162779,9.9999999994559289e-05,4.8947583170141908e-06,5.0196680581900493e-05,4.5201142764630626e-05,1.4956393078239432e-11,5.088776098882476e-06,1.5454109948105725e-08,9.5811867593871507e-08,5.0528820589923284e-14,6.6745409661486136e-16,1.2254354368842575e-08,5.220871417205623e-08,2.5934974256744997e-05,9.4878714319593807e-07,8.4502018910378897e-17,2.9462525750136527e-12,1.1768518218822222e-15,5.2614604772276389e-12,4.4465741879508389e-05,1.299313262550321e-12,7.7597857207927433e-14,6.4221594955836083e-14,3.8631270752615909e-15,1.376285341256673e-15
2.1314942711373025e-09,0.0026903650468668937,9.0254287756959987e-14,6.4693746374255521e-10,2.1240820090383936e-11,7.1091040068487218e-12,8.4262185095328886e-08,1.5835744676706813e-10,-2.2826615793407152e-32,-2.4118785362763208e-24,4.5901730486106428e-27,5.7897631468162956e-24,2.4197357807479002e-25,5.6091304242449919e-15,1.3998493491466674e-20,2.1599854103449791e-28,1.984183796634354e-24,4.3359550297696552e-21,5.7575005712201305e-24,3.7273280467807294e-42,-1.7958565306166306e-30,8.0088063238476396e-28,-4.0805009275162216e-37,-3.1327598686674112e-24,-5.4516835639455052e-33,3.2803804954803742e-31,1.5120169085211602e-28,1.6600050303805482e-13,-8.5681224641002324e-39,5.0269771327216186e-30,-1.8769378550683675e-29,-2.1708902104343446e-33,1.9303155609130933e-45,0.88129999999999997,0.0,0.0,0.0,0.009709486785934078,0.10879761223222921,9.9999999994390993e-05,4.9942464476961713e-06,5.1209241303378101e-05,4.6111735696394307e-05,1.5258077668570726e-11,5.1925576959698828e-06,1.5448686397517e-08,9.774517404516454e-08,5.1559316261038542e-14,6.8092208703055967e-16,1.3021637398866123e-08,5.4618764892716199e-08,2.6463563573927818e-05,9.8774316607881342e-07,8.814683720000436e-17,3.0903513790989663e-12,1.2507103911096176e-15,5.6795720401545201e-12,4.5373266243674338e-05,1.4310154313542594e-12,8.5731178364488329e-14,7.1791297788956076e-14,4.3742829595412719e-15,1.578927252524537e-15
2.1744836668284586e-09,0.002690364760633651,9.3725310719803536e-14,6.7006914321608364e-10,2.1610749432351751e-11,7.6928111448294948e-12,8.7662145027307711e-08,1.7140378230336704e-10,-2.0276348785089667e-32,6.0186635255985532e-24,4.9777159285570398e-27,-2.5281592436313168e-24,2.5540839675378743e-25,5.7791408679923838e-15,1.4716672937195093e-20,2.3841839038044448e-28,2.1763155932349838e-24,4.6909818605136329e-21,6.4632743502187366e-24,3.6274573665941293e-42,-1.8503302862366798e-30,7.7888121975068771e-28,-4.0937390945848652e-37,-3.2278289069852152e-24,-5.3826211942379493e-33,3.5436545885107666e-31,1.6082852513148194e-28,1.8339260214818926e-13,-7.998804586462965e-39,5.1467824441532564e-30,-1.9092891613711362e-29,-2.2979591202875328e-33,2.1931329837587213e-45,0.88129999999999997,0.0,0.0,0.0,0.0097058816048784177,0.10879750239381239,9.999999999422099e-05,5.0936839262493847e-06,5.2220959730985593e-05,4.7021568336092471e-05,1.5559510745904505e-11,5.2962521614768321e-06,1.5443264975493298e-08,9.9676868745758072e-08,5.258894676223011e-14,6.9437884950929288e-16,1.3819972956499641e-08,5.7092246453512496e-08,2.6991937758259388e-05,1.0274621465792427e-06,9.1882152430649348e-17,3.2384599254009531e-12,1.3275789495031324e-15,6.1210529609375864e-12,4.6280471980840557e-05,1.5729180428752672e-12,9.4516666226443234e-14,8.0063402923423973e-14,4.9395966598265909e-15,1.8063255791607343e-15
2.2174730625196147e-09,0.0026903644745551953,9.7260840609892291e-14,6.9359154979130456e-10,2.1980769219367099e-11,8.3114881714891049e-12,9.1127932389758411e-08,1.852356051274238e-10,-1.8005631735172487e-32,-6.4092087045575356e-25,5.3929139551338838e-27,4.2491069364662618e-24,2.7019886123815641e-25,5.950873125533527e-15,1.5456474732248265e-20,2.6271949625754582e-28,2.3834507997531144e-24,5.068693604222812e-21,7.2414723488163624e-24,3.5294753523251877e-42,-1.9071257429955975e-30,7.5747941508496598e-28,-4.1102141153821738e-37,-3.3269511627634892e-24,-5.3076384822251122e-33,3.8220228949387054e-31,1.7102909573793952e-28,2.022149378165687e-13,-7.4651134103311488e-39,5.2655738196984985e-30,-1.9424693460987618e-29,-2.4296523562722027e-33,2.4853266426167496e-45,0.88129999999999997,0.0,0.0,0.0,0.0097022778428872795,0.10879739254589829,9.9999999994049239e-05,5.1930707741597618e-06,5.3231835407813591e-05,4.7930640228516575e-05,1.586069217459328e-11,5.3998594444763514e-06,1.5437845683364085e-08,1.016069508262976e-07,5.3617711587820472e-14,7.0782437799487752e-16,1.4649951066081095e-08,5.9629710560843231e-08,2.7520096894632543e-05,1.0679428688032003e-06,9.5708751304010209e-17,3.3906143294358097e-12,1.4075158589988811e-15,6.5866612111642201e-12,4.7187359216115431e-05,1.7255723267884891e-12,1.0399088239741192e-13,8.9085749140978194e-14,5.5633933670697289e-15,2.0609046988614599e-15
2.2604624582107708e-09,0.002690364188630099,1.0086084707155585e-13,7.1750444185898429e-10,2.235090302870562e-11,8.9664754928962943e-12,9.4659456246452019e-08,1.9988337192561353e-10,-1.5983580585459684e-32,1.1846015112567959e-24,5.8374935820672227e-27,2.5024617342952036e-24,2.8645848101364816e-25,6.1243362243531707e-15,1.6218123378916477e-20,2.89035554914579e-28,2.6064858357149895e-24,5.4701402814665396e-21,8.0981270959657362e-24,3.4332740014077747e-42,-1.9410631999227085e-30,7.3678419461657235e-28,-4.1300686558443075e-37,-3.3861735482002167e-24,-5.2264337714725371e-33,4.1160244135033593e-31,1.8183683840267061e-28,2.2255400378149091e-13,-6.9650646397914869e-39,5.3833135173344877e-30,-1.9765329954829061e-29,-2.5661053583392043e-33,2.8094959425543041e-45,0.88129999999999997,0.0,0.0,0.0,0.0096986755007627649,0.10879728268800899,9.999999999387578e-05,5.292407012918614e-06,5.4241867879444469e-05,4.8838950920635849e-05,1.6161621819728353e-11,5.5033794942881988e-06,1.5432428522453985e-08,1.0353541942217306e-07,5.4645610234581921e-14,7.2125866646418161e-16,1.551216023826722e-08,6.2231707705128638e-08,2.8048041067981016e-05,1.1091841175648545e-06,9.9627418784190686e-17,3.5468506278187964e-12,1.4905793606116427e-15,7.0771605736276456e-12,4.8093928074685348e-05,1.8895463921860413e-12,1.1419155574118111e-13,9.8908240571625367e-14,6.2502286127018668e-15,2.3452680592229648e-15
2.303451853901927e-09,0.002690363902856913,1.0452530160762936e-13,7.4180760529632208e-10,2.2721049302195749e-11,9.6591363739465212e-12,9.8256625116770884e-08,2.1537808216901838e-10,-1.4182732276356059e-32,-1.6732036001459972e-31,6.3132773048533058e-27,3.7222522422267923e-24,3.0430743641702394e-25,6.2995416274447694e-15,1.7001844979159761e-20,3.1750853888283741e-28,2.8463542709689072e-24,5.8964030165711577e-21,9.0396596196704688e-24,3.3388202878821741e-42,-1.9492888710403854e-30,7.1679466400757413e-28,-4.1515330005648903e-37,-3.4005145507467844e-24,-5.1386907069760985e-33,4.4262086848765792e-31,1.9328701029863018e-28,2.4449970235851402e-13,-6.4967565103405305e-39,5.4999846542362406e-30,-2.0110989896456072e-29,-2.7074553982488123e-33,3.1684139314082414e-45,0.88129999999999997,0.0,0.0,0.0,0.0096950745793040662,0.10879717281966776,9.9999999993700573e-05,5.3916926640226065e-06,5.5251056693814021e-05,4.9746499961597128e-05,1.6462299547098349e-11,5.6068122604788712e-06,1.5427013494083001e-08,1.0546227367324973e-07,5.5672642201736815e-14,7.3468170892525001e-16,1.6407187470011653e-08,6.4898787159944238e-08,2.8575770363279193e-05,1.1511846783887265e-06,1.0363893809615913e-16,3.7072047782137911e-12,1.5768275735676641e-15,7.5933204093730748e-12,4.9000178681814297e-05,2.0654253288018995e-12,1.251575901128207e-13,1.0958288340886729e-13,7.0048943978304764e-15,2.6622078153231655e-15
2.346441249593083e-09,0.0026903636172341968,1.0825416807604682e-13,7.665007173577502e-10,2.3091060440205817e-11,1.0390856787124529e-11,1.0191934703590842e-07,2.317512758057359e-10,-1.2578626861784262e-32,8.4797393809645776e-25,6.8221883663207774e-27,2.920402568717519e-24,3.2387304701657639e-25,6.4765031623925761e-15,1.7807867568857785e-20,3.4828917017352743e-28,3.1040277770650615e-24,6.3485946765686968e-21,1.0072898711057609e-23,3.2460999476747139e-42,-1.9630344200475354e-30,6.9721204520686005e-28,-4.1732864900392375e-37,-3.4244913901186174e-24,-5.0440783100901178e-33,4.7531362751686168e-31,2.0541679336179383e-28,2.6814541388040985e-13,-6.0583735136926479e-39,5.6155623936719999e-30,-2.0458770498360581e-29,-2.8538171818903047e-33,3.5650364093542826e-45,0.88129999999999997,0.0,0.0,0.0,0.009691475079307595,0.10879706294039904,9.9999999993523604e-05,5.4909277489737191e-06,5.6259401401075577e-05,5.065328690272455e-05,1.6762725223148965e-11,5.7101576928615835e-06,1.5421600599566765e-08,1.073875127236044e-07,5.6698806990957232e-14,7.4809349941546556e-16,1.7335618244551883e-08,6.7631496981147305e-08,2.9103284865541989e-05,1.1939433375118056e-06,1.0774409072470973e-16,3.8717126592801968e-12,1.6663184944519268e-15,8.1359154284109492e-12,4.990611116284368e-05,2.2538113041032872e-12,1.369290717870827e-13,1.2116382219361264e-13,7.8324253074449965e-15,3.0147148448849789e-15
2.389430645284239e-09,0.0026903633317605156,1.1204740823343895e-13,7.9158342626057158e-10,2.3461077351303144e-11,1.1163045284287293e-11,1.056475291428116e-07,2.4903503105527793e-10,-1.1149470945132468e-32,-8.4699070466391045e-25,7.3662554495290303e-27,4.6307806096448472e-24,3.4528910354110601e-25,6.6552369044437468e-15,1.8636421464561674e-20,3.8153750910273736e-28,3.3805170440019211e-24,6.8278605030642045e-21,1.12050998287755e-23,3.1550779277134071e-42,-1.958344563912333e-30,6.7839643866584503e-28,-4.1943628356321564e-37,-3.4162882953496816e-24,-4.9422509906930694e-33,5.0973792681004672e-31,2.1826539305858564e-28,2.9358806216934895e-13,-5.6481698533196708e-39,5.7300304572974159e-30,-2.0806463857503749e-29,-3.0052838823468518e-33,4.0025109888491753e-45,0.88129999999999997,0.0,0.0,0.0,0.009687877001566916,0.10879695304972886,9.999999999334486e-05,5.590112289279216e-06,5.7266901553679086e-05,5.1559311297520014e-05,1.7062898715006455e-11,5.8134157414962727e-06,1.5416189840216398e-08,1.0931113572166542e-07,5.7724104106365118e-14,7.6149403200252571e-16,1.8298036531405433e-08,7.0430384006047252e-08,2.963058465982468e-05,1.2374588818854965e-06,1.1194365641324543e-16,4.0404100706209937e-12,1.7591099964310687e-15,8.7057254805708467e-12,5.0811725643191977e-05,2.4553236488046107e-12,1.495472760173337e-13,1.3370737306856873e-13,8.738104181188952e-15,3.4059885251856898e-15
2.432420040975395e-09,0.0026903630464344425,1.1590498221444583e-13,8.1705535758764725e-10,2.3830993382984738e-11,1.1977132867526412e-11,1.0944107821282202e-07,2.6726196226352682e-10,-9.8758566662277999e-33,9.6938584503058348e-25,7.9476173914679377e-27,2.8558135890193482e-24,3.6869759196461859e-25,6.8357612592731572e-15,1.9487739509073794e-20,4.1742332066733233e-28,3.6768726867245826e-24,7.3353787545187211e-21,1.2443964088966551e-23,3.0657592559767499e-42,-1.9676361309028492e-30,6.5992001654373555e-28,-4.2148935377406377e-37,-3.4324912791759264e-24,-4.8328485124100592e-33,5.459521778974062e-31,2.3187414243368574e-28,3.2092817792156869e-13,-5.264490543806976e-39,5.843370377092443e-30,-2.1154309239767323e-29,-3.1619366226381647e-33,4.4841863224188893e-45,0.88129999999999997,0.0,0.0,0.0,0.0096842803468727128,0.10879684314718437,9.9999999993164354e-05,5.6892463064516241e-06,5.8273556706377858e-05,5.2464572701663156e-05,1.7362819890479689e-11,5.9165863566896189e-06,1.5410781217338468e-08,1.1123314182024324e-07,5.8748533054532397e-14,7.7488330078465497e-16,1.9295024786376401e-08,7.3295993852608857e-08,3.0157669831222755e-05,1.2817300991775076e-06,1.1623841316262303e-16,4.2133327327316771e-12,1.8552598285245967e-15,9.3035353590939686e-12,5.1717022248354546e-05,2.6705989344877206e-12,1.6305467300467019e-13,1.4727205511502663e-13,9.7274675138997811e-15,3.8394465001694469e-15
2.4754094366665513e-09,0.0026903627612545416,1.1982685514188969e-13,8.4291621037057505e-10,2.4200983393163436e-11,1.2834572865667777e-11,1.1329990003437983e-07,2.8646521773396958e-10,-8.7405069266695626e-33,-1.5388546694337594e-24,8.5685280724422757e-27,5.3574130988605863e-24,3.9424721052837213e-25,7.0180968159739521e-15,2.0362057414669481e-20,4.5612675328950909e-28,3.9941861714274149e-24,7.8723613792379091e-21,1.3797657909439989e-23,2.9779914382893143e-42,-1.9484131733438413e-30,6.4235313847000874e-28,-4.2342663106468533e-37,-3.3989204367196365e-24,-4.715495921409836e-33,5.8401605043237677e-31,2.4628660604401035e-28,3.5026996228066578e-13,-4.905745166617972e-39,5.9555684371198126e-30,-2.1500844501467277e-29,-3.3238555962029617e-33,5.0136217801482449e-45,0.88129999999999997,0.0,0.0,0.0,0.0096806851160127303,0.10879673323229434,9.9999999992982032e-05,5.7883298220086974e-06,5.9279366416323816e-05,5.3369070673011771e-05,1.7662488618088542e-11,6.0196694889950786e-06,1.5405374732234888e-08,1.1315353017669617e-07,5.9772093344481385e-14,7.8826129989175948e-16,2.0327163951569905e-08,7.6228870918656973e-08,3.0684540464871749e-05,1.3267557777737978e-06,1.2062913723007532e-16,4.3905162869489814e-12,1.9548256148923594e-15,9.9301346084063038e-12,5.2622001103903338e-05,2.9002910474296386e-12,1.7749493358881032e-13,1.6191862107723816e-13,1.0806310793645505e-14,4.3187347291001154e-15
2.5183988323577074e-09,0.0026903624762193968,1.238129860564518e-13,8.691655962016695e-10,2.4570737012043974e-11,1.3736840791549871e-11,1.1722390034043918e-07,3.0667847753180185e-10,-7.7280410170955372e-33,2.5213525740722792e-24,9.2313615260407738e-27,1.3777676459017767e-24,4.2209637230979915e-25,7.202266470635007e-15,2.125961397592285e-20,4.9783865620654832e-28,4.3335907699429378e-24,8.4400547210150739e-21,1.5274833465809108e-23,2.891831093316303e-42,-1.9780658263452115e-30,6.2454585337247363e-28,-4.2536106562255107e-37,-3.4506660916213915e-24,-4.5898034445283688e-33,6.2399053067405589e-31,2.6154869858222319e-28,3.817213511322556e-13,-4.5704441392979802e-39,6.0665944684753967e-30,-2.1848588309222583e-29,-3.4911206082864429e-33,5.5945976556120092e-45,0.88129999999999997,0.0,0.0,0.0,0.0096770913097719014,0.10879662330458839,9.9999999992797839e-05,5.8873628574733855e-06,6.0284330242907599e-05,5.4272804771601367e-05,1.7961904767016334e-11,6.1226650892128947e-06,1.539997038620314e-08,1.1507229995264927e-07,6.0794784487684889e-14,8.0162802348346888e-16,2.1395033455415448e-08,7.9229558381078905e-08,3.1211196645947074e-05,1.3725347067805215e-06,1.251166031280325e-16,4.5719962953991364e-12,2.0578648541307528e-15,1.05863173340135e-11,5.3526662335486602e-05,3.1450712596251539e-12,1.9291293473555789e-13,1.7771008777980854e-13,1.1980693825168828e-14,4.8477378912995889e-15
2.5613882280488635e-09,0.002690362191327572,1.2786334480344883e-13,8.958032848515125e-10,2.4940784942074442e-11,1.4685434226536065e-11,1.2121298323737022e-07,3.279359512574745e-10,-6.8247620037185633e-33,-4.2974385230157815e-24,9.9386172474225225e-27,8.1353988749691433e-24,4.5240869692859042e-25,7.388295122198683e-15,2.218065148779939e-20,5.4276155342657075e-28,4.696262537867192e-24,9.0397402605132074e-21,1.6884649874131208e-23,2.8068917356987102e-42,-1.9253693300725495e-30,6.0848951125647256e-28,-4.2711604377535538e-37,-3.3586654860006073e-24,-4.4553663505440988e-33,6.6593798384091501e-31,2.7770879163113141e-28,4.1539407967750895e-13,-4.2571334824852864e-39,6.1764359210012729e-30,-2.2193468683157481e-29,-3.6638178844348663e-33,6.2311259007036384e-45,0.88129999999999997,0.0,0.0,0.0,0.0096734989289321057,0.10879651336359837,9.9999999992611831e-05,5.9863454343738008e-06,6.1288447748002398e-05,5.5175774559645866e-05,1.8261068207182438e-11,6.2255731083901065e-06,1.5394568180535859e-08,1.1698945031441749e-07,6.1816605998066156e-14,8.1498346575208416e-16,2.2499211212697464e-08,8.2298598195023882e-08,3.1737638459663899e-05,1.419065676026032e-06,1.2970158362306013e-16,4.7578082409458205e-12,2.1644349185834806e-15,1.1272882016136318e-11,5.4431006068828641e-05,3.4056282962687746e-12,2.0935476476461262e-13,1.9471176597390777e-13,1.3256945994587465e-14,5.430590091405372e-15
