Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873),S(2962),S(2913),S(1093),C7H9(2432),S(3132),C7H9(3107),S(3133),C6H6(3100),S(2878),S(1393),S(2871),C6H7(2400),S(3154),S(3227),C6H7(3200),CH2O3(139),CH3O2(85),S(1826),S(1504),S(4018)
8.375637231689687e-17,0.002021359855112094,2.0231637286455546e-30,5.2657223047585893e-26,4.3111522452080087e-20,2.0230973861210216e-30,1.9745363891030397e-19,4.7959744185548971e-32,9.1956994320501742e-54,7.18579288462554e-43,2.3514106671948183e-46,2.5782978108660273e-43,8.1130069779646903e-36,1.7951630989153123e-24,1.0501065688559738e-37,1.4821974588456859e-54,3.7744411692994299e-50,4.6762790025456499e-39,1.6063577712000554e-51,1.5498558559448461e-73,2.7266942409031681e-47,6.7101752145050473e-64,1.2461336421024652e-37,2.7708821732129781e-57,6.3407351281781112e-30,5.8256810231446641e-45,1.7274757703735243e-46,5.3411985207168333e-39,4.1880020616088478e-69,9.67443420712867e-77,6.4383096511617052e-46,8.2766798006135781e-59,1.9518844656537643e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899999992455405,0.108803,0.0001,2.9737017230272211e-14,3.3363142604550674e-13,3.3363126657088526e-13,7.3334931098035401e-20,1.0105016276179468e-19,5.7455390839332957e-14,6.5780419334338646e-20,7.5842129256422403e-28,5.2081648843351529e-28,3.9045526816553231e-32,7.1902922200348058e-24,2.2795541142313627e-18,1.6990069717268805e-22,2.1503969550009497e-32,2.4724213017749962e-35,6.3588873691051007e-37,1.2922025276622051e-40,2.9057905214198889e-18,2.2780288781119406e-48,1.1836361133364202e-55,3.8453550102127764e-57,6.59281245160799e-65,6.7949398829521775e-62,3.1368750770706123e-23,6.3407341238431823e-30,1.0002446297880805e-36,1.2870320283772699e-37,4.3018723192477144e-20,4.6847540077920803e-43,4.3745007413397415e-51,4.995886620730308e-30,1.2578737814704465e-58,2.1927343602570293e-23,2.9674079617651405e-28,4.3377418809784184e-35,6.7371020346311294e-42,5.1744430754846344e-42,4.3340444150474006e-43,9.0665007851581136e-50,6.1208918892223088e-32,1.5893977002086974e-38,1.8456757221280705e-46,1.452568181956645e-39,1.0360644674593639e-46,1.578276659769849e-37,2.8968462639842238e-40,3.4272134799498614e-31,4.0535346510519796e-38,1.5869873600846191e-49,3.7304261896796947e-57,4.1067819958228478e-38,1.44407079696679e-38,2.700637584783202e-39,6.4105651001129565e-46,5.6495890032968339e-47,4.19314827553517e-46,1.3723468500111414e-47,3.1998052931954415e-61,5.8199225477896064e-66,4.6089290435354815e-66,6.9670769177884466e-43,1.6842916996389193e-49,1.099218863514283e-49,1.5064166067445395e-50,1.7021321427232243e-63,7.192380623316145e-33,7.1487522997480052e-68,3.7909040027691827e-54,5.2437562999353473e-61
1.675855129850682e-16,0.002021359855112094,8.0977914162821628e-30,2.1076594346369305e-25,8.6260415917519401e-20,8.0976552256216409e-30,3.9510757145814934e-19,1.9197714006723379e-31,3.6806760067638265e-53,2.2054588096716482e-42,9.6308737132582116e-46,1.7102115260222705e-42,1.6233064842276265e-35,3.5918860544006524e-24,4.2031632090600521e-37,1.2118549977688775e-53,3.0218480148005421e-49,1.8717303644441424e-38,1.2860683417052737e-50,4.9633838775474339e-72,4.3659517692042673e-46,8.3201055475097457e-63,9.9759103496467978e-37,4.9230827626686598e-56,5.0764413380644621e-29,9.3286759003907407e-44,6.9144271657591739e-46,4.2760860136410801e-38,3.3529475959243162e-68,2.4098626678791879e-75,1.0308948094781675e-44,2.6505811345265139e-57,1.2507911131088653e-73,0.88129999999999997,0.0,0.0,0.0,0.009889999998490424,0.108803,0.0001,5.949987026333324e-14,6.6755250061907345e-13,6.6755219281195403e-13,2.2868733600239102e-19,4.0446366507556739e-19,1.1495010578539351e-13,2.6328341145855898e-19,4.2089793171457557e-27,2.4277592286830575e-27,3.1260254158166425e-31,2.8779892850429627e-23,9.1234364617903837e-18,6.8004537106420001e-22,1.7068955597092377e-31,1.9794391025972276e-34,5.0899391094415892e-36,2.0687996304406804e-39,1.1629816124134333e-17,7.2944100502180379e-47,7.5802866979092952e-54,2.4626569550078511e-55,8.4444517725811699e-63,4.3518378113378537e-60,1.2555669403039278e-22,5.0764396304532069e-29,1.6012873077780811e-35,2.0608231308453873e-36,8.6030884670151005e-20,7.5017238981744704e-42,5.8392701838500451e-50,3.9994520320434254e-29,8.0557237139009791e-57,8.7727513158216488e-23,1.7817513885783533e-27,5.1498009862278217e-34,1.5907203284633798e-40,1.2217430072712576e-40,1.0234562474783383e-41,2.7224122960653957e-48,2.4499506827230396e-31,1.2724836461188241e-37,1.9909930718433969e-45,1.162818681173217e-38,1.1227132304740267e-45,1.2607294659778714e-36,4.6283060826555987e-39,2.743759545631105e-30,6.3380623986005604e-37,5.0713785580765612e-48,2.3803208585922265e-55,6.5028188028179857e-37,2.312317073272548e-37,3.206217588148968e-38,1.5060374996081876e-44,1.2820566560633411e-45,9.8975149071202436e-45,3.240709039229259e-46,2.0451219876755022e-59,7.4256188038192849e-64,2.9457098936999938e-64,5.5755925398235263e-42,2.6889265391904816e-48,1.7592793969538653e-48,2.3546478218158068e-49,4.5574675047010694e-62,2.8788267757785119e-32,4.8411320718134644e-66,1.2140489893198887e-52,3.3587059072008291e-59
3.352437943214108e-16,0.002021359855112094,3.2401415865942465e-29,8.4333688938917936e-25,1.725579486033053e-19,3.2401116648219224e-29,7.9050170592229038e-19,7.6826407130718836e-31,1.4727497535258791e-52,5.6606385149386348e-42,4.1579571309313077e-45,1.0127003586409697e-41,3.2473203955704145e-35,7.1853325698460565e-24,1.6818130525278753e-36,1.0395964159911348e-52,2.4183969052662048e-48,7.4893602192938757e-38,1.0292541637812437e-49,1.5887408725857798e-70,6.9873687050870366e-45,8.6867307341718147e-62,7.9825826661695275e-36,1.0374929096143489e-54,4.0626923786585969e-28,1.4931943771460098e-42,2.7667417519528057e-45,3.4221163868861683e-37,2.6833764228793438e-67,5.0711706629976302e-74,1.6498675442218421e-43,8.4842427959285821e-56,8.0101346685427208e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899999969801929,0.108803,0.0001,1.1902557630802021e-13,1.3353941651832441e-12,1.3353934377703429e-12,6.2861878426883096e-19,1.6183788608640183e-18,2.2990775082993573e-13,1.053399122422802e-18,2.0768340683458068e-26,1.0554302394913276e-26,2.5017850247702798e-30,1.1515695089775601e-22,3.6499863594315072e-17,2.7210660254087423e-21,1.3430333081045276e-30,1.5841509299899264e-33,4.0718389669872164e-35,3.3101212483602768e-38,4.6527062904217493e-17,2.3342867287502762e-45,4.8515866045477292e-52,1.5761668325331223e-53,1.0809406137451626e-60,2.7855449528419108e-58,5.0238985412852855e-22,4.0626895668513975e-28,2.5617995384416292e-34,3.2983230462913579e-35,1.7192357090667203e-19,1.2007687568726765e-40,6.9812937524782505e-49,3.2003050985097482e-28,5.1558807793169327e-55,3.5071255972463114e-22,1.1877076927186161e-26,6.8023421745326729e-33,4.1823716501057726e-39,3.2121791324457374e-39,2.691586384113884e-40,8.2840419138401667e-47,9.8029851404927641e-31,1.0183722439153964e-36,1.9238690196471131e-44,9.3041788027760551e-38,1.0888801369353561e-44,1.0044279299868255e-35,7.3758145940552484e-38,2.1956895299990085e-29,9.6881384442983705e-36,1.6165140226494107e-46,1.5125273772628237e-53,1.0181378979960854e-35,3.7009649600544283e-36,4.2350731311533566e-37,3.9205175507239451e-43,3.1278011714026682e-44,2.6006753229727834e-43,8.5227729127159583e-45,1.303829101738775e-57,9.432175113388842e-62,1.8779327067515396e-62,4.4584831347752089e-41,4.2781963749725418e-47,2.8131057204352441e-47,3.5968620320645348e-48,1.0946416455362611e-60,1.1519058052741699e-31,3.1027014722087248e-64,3.8861999963903982e-51,2.1502759450933615e-57
6.705603569940961e-16,0.002021359855112094,1.2962596151613581e-28,3.3738853425857622e-24,3.4515199668615349e-19,1.2962517145405586e-28,1.5816350519035574e-18,3.0744003105236016e-30,5.8919591025801667e-52,1.160598450305245e-41,2.1128518025594664e-44,5.3472383844723833e-41,6.4953692267553082e-35,1.437222801869052e-23,6.728350552111567e-36,1.0373344200600048e-51,1.9350851107485555e-47,2.9962323415239669e-37,8.2357351811590332e-49,5.0836961183700552e-69,1.1178873712602295e-43,7.3111953878959953e-61,6.3853954206278495e-35,2.7052309220869571e-53,3.2507655253869019e-27,2.3895930040148008e-41,1.1070993042955608e-44,2.7381865107142786e-36,2.1471083121162086e-66,8.6380882253604851e-73,2.6395717279814848e-42,2.7147707918150072e-54,5.1281039511513288e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899999939597322,0.108803,0.0001,2.3807698831165387e-13,2.6710758138698959e-12,2.6710734976059586e-12,1.5279041965461522e-18,6.4745481839052702e-18,4.5969597179581184e-13,4.2136633220408941e-18,9.3671795196735202e-26,4.4074105544331848e-26,2.0018315454770426e-29,4.6070196929378617e-22,1.459771059167717e-16,1.0886027421714471e-20,1.0395588986310943e-29,1.2675584380500002e-32,3.2554376521575528e-34,5.2930982214266664e-37,1.8607976361595464e-16,7.4654936830004157e-44,3.1032871603388874e-50,1.0081858025275312e-51,1.3828409869746467e-58,1.782079045931462e-56,2.0098828152700256e-21,3.250760965958277e-27,4.095549146179752e-33,5.2773154049528844e-34,3.4318400804234992e-19,1.9216349866179834e-39,7.4539766835155472e-48,2.5599752292352358e-27,3.2979292666558032e-53,1.4005902058736455e-21,8.5409815497262897e-26,9.7228937356004982e-32,1.1913518205049162e-37,9.1495430004409581e-38,7.6708942528604319e-39,2.5621697803388666e-45,3.9218259076274241e-30,8.1485034909358348e-36,1.7147071330398155e-43,7.4417114096501503e-37,9.7289150936203925e-44,7.9651166607433549e-35,1.1701397948952357e-36,1.7566424244284917e-28,1.4220490376234384e-34,5.1297941683235407e-45,9.5374435974924698e-52,1.5610708610108686e-34,5.9219557670224094e-35,6.0533778710463304e-36,1.0951071625664339e-41,7.7868452234100053e-43,7.3989017253087033e-42,2.4289778481262816e-43,8.2756661003762472e-56,1.1883823887881049e-59,1.1918992005805699e-60,3.5615801588190494e-40,6.7650953269784276e-46,4.4926676759300133e-46,5.2725111931538431e-47,2.3496883406777872e-59,4.6083741805522737e-31,1.9860894154171985e-62,1.2435954184204006e-49,1.3761960834327684e-55
1.3411934823394666e-15,0.002021359855112094,5.1854280205706233e-28,1.3496548786197243e-23,6.903360212456525e-19,5.1854009072500863e-28,3.1652820487692808e-18,1.2305353248225177e-29,2.3569790753062698e-51,1.8996471991160214e-41,1.5323424644756748e-43,2.720012200321492e-40,1.2991643582534452e-34,2.8746028588634736e-23,2.69156336385967e-35,1.4575906371586053e-50,1.5482153161405696e-46,1.1985909399645051e-36,6.5894346799170121e-48,1.6260944646808641e-67,1.787781357251744e-42,4.949415456153183e-60,5.1057899971075916e-34,8.0997353319118588e-52,2.6008503234198783e-26,3.8237245128470363e-40,4.4358283618190713e-44,2.1907385998190689e-35,1.7178507158538588e-65,1.1873403037297773e-71,4.2213350209795513e-41,8.6833336386525406e-53,3.2824969411428447e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899999879188249,0.10880299999999996,0.0001,4.7617981197596067e-13,5.3424327260607798e-12,5.3424238970632192e-12,3.3908272946359062e-18,2.5900131900135488e-17,9.1876469875057105e-13,1.6851076256348622e-17,3.993675308721497e-25,1.8014979790273884e-25,1.6016547719240848e-28,1.8429514927183885e-21,5.8358731670514954e-16,4.3547591513503454e-20,7.8059987605999386e-29,1.0141383503018092e-31,2.6003635159833431e-33,8.4564932506143403e-36,7.4390973339490338e-16,2.3855087950428858e-42,1.9832612844982929e-48,6.4431609539779316e-50,1.7675169006348944e-56,1.1393105549457371e-54,8.0401556746671411e-21,2.6008429901039009e-26,6.5402584109584237e-32,8.4411243844518098e-33,6.8361795459281707e-19,3.0749737089264608e-38,7.6184733686217827e-47,2.0469674202916662e-26,2.1076568007240261e-51,5.5830051527268869e-21,6.4333950115210064e-25,1.4594814146443711e-30,3.5665497934044264e-36,2.7388749133755949e-36,2.298763721157529e-37,8.0202227792699624e-44,1.5688530810077164e-29,6.5193868764338634e-35,1.4535997932494253e-42,5.9490681432903993e-36,8.2592545537838101e-43,6.2602586712083321e-34,1.8404179839365135e-35,1.4050595682317855e-27,1.9511648570112384e-33,1.6140954205101985e-43,5.9251583935207332e-50,2.3043890657008258e-33,9.4735598862333614e-34,9.0865806535704854e-35,3.1561835124230245e-40,1.8617008710121677e-41,2.2095654329872222e-40,7.2791858513952141e-42,5.2086291842069448e-54,1.4743141726611217e-57,7.5009184064688501e-59,2.8401645131395418e-39,1.0572644817554878e-44,7.1596477883635437e-45,7.2145695418039708e-46,4.8144232182063345e-58,1.8435004049723951e-30,1.2709039463482879e-60,3.9783240748006456e-48,8.8050832584098998e-54
2.0118266076848372e-15,0.002021359855112094,1.1019259526945521e-27,2.8680719021600128e-23,1.0355159717630188e-18,1.1019203912568131e-27,4.7503093472395417e-18,2.6159553242299987e-29,5.0087092640839655e-51,2.2533706971986977e-41,4.660216178224211e-43,6.5942487531495587e-40,1.9488186717450951e-34,4.3119838831275823e-23,5.719716930630234e-35,5.574990859082926e-50,4.4270365092007846e-46,2.5470673902700628e-36,1.8842544791174259e-47,7.4227324966197763e-67,6.5785669959408046e-42,1.2883202749559411e-59,1.4594781059090804e-33,3.6681540462829993e-51,7.4369729108530133e-26,1.4074141401693122e-39,9.446046325971901e-44,6.2642739226354197e-35,4.9121031762936659e-65,4.0532664479588546e-71,1.5533406858654701e-40,3.9636821521302222e-52,1.8306187190121788e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999818779262,0.10880299999999989,0.0001,7.1428263529730675e-13,8.0137833102562089e-12,8.0137645764171795e-12,5.2641604493954936e-18,5.5038850032754485e-17,1.3773262716238454e-12,3.580212894531021e-17,8.6501158784445814e-25,3.8522624913913402e-25,4.5799174664486201e-28,3.9163564190222436e-21,1.2396116947069521e-15,9.2540758197880798e-20,2.153847801677506e-28,2.8998649222684322e-31,7.4286537759592484e-33,3.1102671619598925e-35,1.5801563518274439e-15,1.0884742635573182e-41,1.0891001549515816e-47,3.5382377960042329e-49,1.139783138676761e-55,6.2573138250661063e-54,1.7085695846508001e-20,7.436945900858705e-26,2.4049574605952023e-31,3.1063563689991915e-32,1.0219777088558141e-18,1.1318295081457549e-37,2.4281182036382829e-46,5.8512085246255164e-26,1.1574120110520963e-50,1.1835188367442647e-20,1.8084056649170109e-24,5.2887221141856395e-30,1.6052529703348398e-35,1.2326870099702078e-35,1.0350715974403349e-36,3.6428708539899197e-43,3.3338854113478822e-29,1.8641768305979117e-34,4.22018293276755e-42,1.7003045901182498e-35,2.398805569868445e-42,1.7719269821377458e-33,6.7183852470705258e-35,4.0170538166032718e-27,6.6959429693715006e-33,7.3190356531995589e-43,3.2219160944469386e-49,8.1678565756259118e-33,3.4865303777185793e-33,3.2927027345030371e-34,1.3988389521600124e-39,7.6955177903011473e-41,9.9348979119256475e-40,3.2776565778969481e-41,2.8451740383263683e-53,9.422676459624157e-57,4.0971625558363722e-58,8.1059583567119569e-39,3.847810309516881e-44,2.6301093923269271e-44,2.472395949082316e-45,1.9410060404177652e-57,3.917533167679707e-30,6.914141788651575e-60,1.8161009050082842e-47,4.8371966841343233e-53
2.682459733030208e-15,0.0020213598551120935,1.8797739729120797e-27,4.8926336267872362e-23,1.3806918458175776e-18,1.8797649342941951e-27,6.3367169440180696e-18,4.4641567820412826e-29,8.5443944289772722e-51,2.5850466523739775e-41,1.068518091262257e-42,1.2623533399440838e-39,2.5985090147050423e-34,5.749365874705595e-23,9.7573014587204042e-35,1.501557571118999e-49,9.3380289031351191e-46,4.3450528876841499e-36,3.9745896694749868e-47,2.2121228520476035e-66,1.6680754768759321e-41,2.4413488885487251e-59,3.0775582443948761e-33,1.088965895429584e-50,1.5686913063311413e-25,3.5695490735087361e-39,1.6160945425888774e-43,1.3213310821295332e-34,1.0361199267252459e-64,9.4845714749651949e-71,3.9386837608688841e-40,1.1812338590190536e-51,6.9026911748855318e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899999758370379,0.10880299999999982,0.0001,9.5238545827569277e-13,1.0685127578428413e-11,1.0685095535778512e-11,7.1391744908376246e-18,9.3890591929319976e-17,1.8353812506914973e-12,6.1063578295882048e-17,1.4906071454428399e-24,6.5926801985037692e-25,9.6606817075965453e-28,6.6809126843467539e-21,2.1138089478531238e-15,1.5786548884145109e-19,4.4014641918674229e-28,6.1167229642133546e-31,1.5656130345138681e-32,7.8830228076836695e-35,2.6945120393843995e-15,3.2426185215749498e-41,3.7427586602525072e-47,1.2159372409775591e-48,4.4492999741294107e-55,2.1508331815843197e-53,2.9146483706405282e-20,1.5686844551926051e-25,6.0942010752094448e-31,7.8771021668416372e-32,1.3582759285467498e-18,2.8706353629328586e-37,5.6179017144859479e-46,1.2338270304795093e-25,3.9775182195330591e-50,2.0144327151003188e-20,3.775664455960626e-24,1.3283560216119636e-29,4.7398757351491651e-35,3.6396792148936272e-35,3.0574375582601934e-36,1.081904692875041e-42,5.6872764180710989e-29,3.9321306369660572e-34,8.9780087563621762e-42,3.5849564225470865e-35,5.1043378920054675e-42,3.7032708244870915e-33,1.6913150352524369e-34,8.4720275256716251e-27,1.5989229830229521e-32,2.1680895049256661e-42,1.0973271062581867e-48,2.003827982846242e-32,8.8416870059509978e-33,8.2702025995120393e-34,4.0738459570141321e-39,2.1143343000357033e-40,2.9308271532620926e-39,9.6817715940815189e-41,9.7305099634325882e-53,3.6482604204461124e-56,1.4011689797845155e-57,1.706878771125731e-38,9.6603611474075661e-44,6.6587761095931169e-44,5.8961714098416709e-45,5.3180615769716615e-57,6.6829361701270302e-30,2.6710240599390081e-59,5.4125460853208257e-47,1.6629359769583689e-52
4.023725983720949e-15,0.0020213598551120935,3.8918626823597728e-27,1.0129629142448441e-22,2.0710340192683909e-18,3.8918472933481645e-27,9.5127716029756793e-18,9.2481409956664881e-29,1.7690386980973015e-50,3.2794081681447336e-41,3.3947487683032666e-42,3.1780814746154339e-39,3.8980024263046384e-34,8.6241321282255238e-23,2.0201565777091826e-34,5.9205469617785823e-49,2.5505408624531953e-45,8.9959950343640133e-36,1.0856579326381956e-46,9.6802440151037328e-66,5.8309841378063989e-41,5.6192149747972765e-59,8.40158478066184e-33,4.7497988977656436e-50,4.2846287314225395e-25,1.2483033786770898e-38,3.3712329386201674e-43,3.6090013830330846e-34,2.8300111924192249e-64,2.901568791145657e-70,1.3768203373891273e-39,5.1687621350971843e-51,5.0144980931275136e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899999637552874,0.10880299999999965,0.0001,1.4285911034275587e-12,1.6027801304921973e-11,1.6027734642616878e-11,1.0889732126961459e-17,1.9438960457806967e-16,2.7503039997547838e-12,1.2638653794155732e-16,3.1171899468648278e-24,1.369099069013932e-24,2.6387816900953167e-27,1.3832102592507194e-20,4.3734943810032575e-15,3.2684401109628626e-19,1.1421536416731833e-27,1.6706832220714347e-30,4.2702115999582707e-32,2.7535929954028068e-34,5.5749755795363239e-15,1.4179842297298293e-40,2.0112275571760378e-46,6.534024965533992e-48,2.8918241838941058e-54,1.1566863083598112e-52,6.0344600274066317e-20,4.2846047811735981e-25,2.1280377464224757e-30,2.7538774387894959e-31,2.0260730349696813e-18,1.003922096206378e-36,1.7911571052437086e-45,3.3682880725804875e-25,2.1373807744748996e-49,4.1550714042866334e-20,1.0193221059428868e-23,4.5925045017370202e-29,2.0504375717135562e-34,1.5744182672205126e-34,1.3234811834955468e-35,4.7126716466961115e-42,1.177489043203509e-28,1.0739964520272468e-33,2.4739043281553059e-41,9.7848242685815398e-35,1.40683108186475e-41,9.9616519334550306e-33,5.8412329557754253e-34,2.3134523674627086e-26,5.0842028553990958e-32,9.3897955844825081e-42,5.8050079826366743e-48,6.6381963439268385e-32,3.091419841569407e-32,2.8592430804151669e-33,1.7218256697790528e-38,8.1691692370247533e-40,1.2658756048657019e-38,4.1910440077047005e-40,5.1851566267941671e-52,2.3371779701400456e-55,7.4657087426459437e-57,4.6488211555830193e-38,3.3213267634864272e-43,2.3216761492560503e-43,1.8706724322529284e-44,2.1167484915017279e-56,1.3836347238176179e-29,2.0428866552638514e-58,2.3686070695697381e-46,8.9417179227215072e-52
5.3649922344116904e-15,0.0020213598551120935,6.6190560882862982e-27,1.7227849531494003e-22,2.7613611822219179e-18,6.6190387647601304e-27,1.2693902083738461e-17,1.5737821521855005e-28,3.0087096626931949e-50,1.6240187035510668e-41,8.0726603404268492e-42,6.5078070586774956e-39,5.1977035351943766e-34,1.1498901939271817e-22,3.4357933281506866e-34,1.6339617369998806e-48,5.3366284597527023e-45,1.5299944782784722e-35,2.2716903607255143e-46,2.8197307941314068e-65,1.4565131412150278e-40,1.069287126839647e-58,1.7571097267679473e-32,1.381791189627057e-49,8.9649251149600987e-25,3.1191897275440786e-38,5.7917506096658479e-43,7.5512780440550501e-34,5.9213950414120377e-64,6.5999364260381151e-70,3.4391397035881196e-39,1.5055337039250758e-50,1.8438695489938846e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999516735716,0.10880299999999941,0.0001,1.9047967473182395e-12,2.1370451838166445e-11,2.1370338006494975e-11,1.4640366282349372e-17,3.3060595064230712e-16,3.6633684680121578e-12,2.1488816025034118e-16,5.331957985853301e-24,2.3322460290406594e-24,5.5214745674656938e-27,2.3524869050862761e-20,7.4334787146859549e-15,5.5587919819709593e-19,2.2853678595513923e-27,3.4956442324648688e-30,8.9236257218904311e-32,6.873990259172576e-34,9.4755951868520494e-15,4.1282223592709637e-40,6.698865755228452e-46,2.1763113674293114e-47,1.0851096324555853e-53,3.8542966873896335e-52,1.0263069499330793e-19,8.9648653019438571e-25,5.3109152243512508e-30,6.8795502637594367e-31,2.6863931763676307e-18,2.5086119552489734e-36,4.2931489816047644e-45,7.044447035368641e-25,7.1190526549435088e-49,7.0415953791900454e-20,2.1163613254943539e-23,1.1392520524995053e-28,5.9307982149518747e-34,4.5537504377671179e-34,3.8300260882886964e-35,1.3686660965800053e-41,2.0026082943336017e-28,2.2471682131501331e-33,5.20324497497999e-41,2.0460424292404572e-34,2.9593241258358386e-41,2.0563353978821684e-32,1.4446221378759943e-33,4.8395296081845459e-26,1.1779966922201312e-31,2.7133749787695432e-41,1.9115096336754006e-47,1.5876017045647137e-31,7.7234327988505302e-32,7.0928566290137758e-33,4.8922251176791371e-38,2.174474565327694e-39,3.6570611510522782e-38,1.2128631329157911e-39,1.7164865522066394e-51,8.6826582983781413e-55,2.4712819806836389e-56,9.7024462123509663e-38,8.1837654898629192e-43,5.7869638626910358e-43,4.3259175609431209e-44,5.877403712672579e-56,2.3532177114133498e-29,7.6532352899646902e-58,6.8996780019383843e-46,2.9796316682641508e-51
6.706258485102432e-15,0.0020213598551120926,1.0112423438601851e-26,2.6320199390669748e-22,3.4516722466569438e-18,1.0112417443600448e-26,1.5880470922995902e-17,2.4058098142110238e-28,4.5966819902070787e-50,1.5632105140286326e-40,1.6584922606675383e-41,1.1786879544155753e-38,6.4976870868571204e-34,1.4373675562250307e-22,5.2491620351402646e-34,3.8221385938865656e-48,9.7151842545011547e-45,2.3374976127657151e-35,4.1357593298499774e-46,6.8446139345712024e-65,3.0890881162381726e-40,1.411582293023956e-58,3.1972943295661129e-32,3.3504455757597496e-49,1.6320351476809727e-24,6.6177272610181626e-38,8.9741677512733752e-43,1.3746858199546324e-33,1.0779773039020347e-63,1.2138266050637684e-69,7.2939991000033706e-39,3.6543730449655775e-50,5.4867140575862986e-65,0.88129999999999997,0.0,0.0,0.0,0.0098899999395918991,0.10880299999999912,0.0001,2.381002389857652e-12,2.6713077543167228e-11,2.6712903075083924e-11,1.8391056174238208e-17,5.0509012863285836e-16,4.5744456522403388e-12,3.2820242397109843e-16,8.176912245940539e-24,3.5665663932823067e-24,1.0052094837764709e-26,3.5940726483102909e-20,1.1349319287527601e-14,8.4926055419610563e-19,3.9801966112083742e-27,6.3637001750296815e-30,1.6224590739962961e-31,1.4569944148820687e-33,1.4467190846337905e-14,1.0015443093100559e-39,1.8328445445076419e-45,5.954503670024853e-47,3.3080275867276358e-53,1.0550846480031192e-51,1.5679663513853361e-19,1.6320224666721657e-24,1.1253761044368548e-29,1.4592154642924174e-30,3.3387851719001975e-18,5.3224665928192408e-36,8.9317648995790405e-45,1.2818306596023359e-24,1.947810977144605e-48,1.0718891901304337e-19,3.8288945523306622e-23,2.4029195856519815e-28,1.43127357114928e-33,1.0989071830046487e-33,9.2476523736577629e-35,3.3136432865120306e-41,3.0595374250996865e-28,4.0908885637535971e-33,9.5069299895571855e-41,3.7223829400570089e-34,5.4075465804965767e-41,3.6925707811630007e-32,3.0332138159123035e-33,8.8083304284070504e-26,2.3245043044334614e-31,6.5334830352551682e-41,5.1697182775266172e-47,3.2260066444322125e-31,1.638352052967357e-31,1.496030635331475e-32,1.159747767229443e-37,4.8509420045588089e-39,8.8147488465895949e-38,2.9285137551820109e-39,4.6673316273020297e-51,2.6203392328724465e-54,6.7192851833392734e-56,1.7617800989036138e-37,1.7119467526746165e-42,1.2247035115336845e-42,8.5190707775435516e-44,1.3862872164997348e-55,3.5952030243013856e-29,2.314239242856427e-57,1.6748787863776036e-45,8.1562716296758418e-51
