Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690)
8.77255430061462e-14,0.0017631650729382142,7.555186089417106e-25,2.1576404682684958e-20,2.0846590095074961e-17,7.555171579972538e-25,1.4957559963988481e-16,2.7341337173336223e-26,1.6982808389673095e-48,8.1024500092131265e-42,7.5910306616849193e-41,2.8205152030129242e-37,2.5976105097158571e-33,1.2565830638302748e-21,5.433313981559596e-32,3.6578436625932996e-46,8.8882803336501681e-42,2.1891787576041127e-33,2.3992110242534585e-43,7.6247541507173385e-81,3.6544413654179664e-57,6.2146908429907876e-57,1.5570410651694741e-69,3.6310446886208427e-50,3.0497537329351944e-55,7.8694388758573998e-49,4.9948551826437623e-41,1.4926575573426581e-30,4.488298505236124e-61,6.7372922224229638e-67,3.5836433091282818e-61,1.0112152783697086e-61,1.2824768650673471e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899993625253882,0.10880299999987073,0.0001,2.3330925573567269e-11,2.9048846770031439e-10,2.9046104969804953e-10,2.5533121549136571e-16,7.8192149308956115e-14,3.3065037334761616e-11,5.0679522814702508e-14,1.3932589927746305e-21,5.9498776195700275e-22,1.762768822699133e-23,4.8789670729593176e-18
1.2281578400569737e-13,0.0017631650729379976,1.4783814506479886e-24,4.2220212617657723e-20,2.9174616045728168e-17,1.4783775622111744e-24,2.1483968832520497e-16,5.4587421353119021e-26,3.3238261239059115e-48,2.2014900095913554e-40,1.4857638035489439e-40,5.5182789378580176e-37,3.6364981452948986e-33,1.7592214514641167e-21,1.063443249260688e-31,9.7905095239472644e-46,2.3790068694410339e-41,4.2848016949202026e-33,6.4395115936312246e-43,1.9012458417467634e-80,6.372289417683817e-57,1.0849521247786645e-56,3.897678474423768e-69,6.3314923761881087e-50,9.2029117252640889e-55,2.1130536069967681e-48,9.7759786672952232e-41,3.9944608317716326e-30,1.201258482973522e-60,1.6919408357579237e-66,8.9686507382441798e-61,3.639270209955086e-61,5.9676763519343792e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899991075620444,0.10880299999974803,0.0001,3.2663301096981692e-11,4.0665648909051548e-10,4.0660199034423596e-10,3.5760736343226028e-16,1.5301387288289593e-13,4.6264413543108688e-11,9.8382519935905298e-14,2.7277506470845295e-21,1.1552103601249833e-21,4.7238825757870293e-23,9.548979102364836e-18
1.5790602500524855e-13,0.00176316507293771,2.4418483070998255e-24,6.9735286385028425e-20,3.7496570760590756e-17,2.441840198153928e-24,2.8321433185977516e-16,9.1905751232601619e-26,5.4910458359638034e-48,-4.944414046809436e-40,2.4546309671189116e-40,9.125064860243497e-37,4.6752957432065853e-33,2.2618627580249301e-21,1.7569166324701776e-31,2.0380520949568475e-45,4.9522615499405577e-41,7.0789288846634756e-33,1.3441077160541306e-42,4.0793886895801921e-80,1.1904404626906537e-56,2.0221759061587603e-56,8.2935944114275232e-69,1.1828189556025322e-49,2.1185238059221749e-54,4.4047824363850457e-48,1.6150474533096486e-40,8.313634959839842e-30,2.5004751089545375e-60,3.6047909780826786e-66,1.9080372677104656e-60,9.4691280182799653e-61,1.9007196459423957e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899988526139453,0.10880299999958526,0.0001,4.1995676027850701e-11,5.2280933158553596e-10,5.227180106274941e-10,4.5987014629665766e-16,2.5274841210745928e-13,5.9448557091373188e-11,1.6125688449313446e-13,4.5068862916190329e-21,1.8936473416667978e-21,9.8451213031868725e-23,1.5775175123496742e-17
1.9299626600479972e-13,0.0017631650729373538,3.6457533827350643e-24,1.041168908499357e-19,4.5812458912968432e-17,3.6457387684589868e-24,3.5469917576791934e-16,1.3981384760261643e-25,8.1998833207823282e-48,2.5485098555782222e-39,3.665712629385422e-40,1.3593979901354382e-36,5.7140033085877718e-33,2.7645070941552781e-21,2.6237574656132458e-31,3.6672690971593046e-45,8.9110514708064059e-41,1.0571584113327067e-32,2.4251150353699661e-42,6.2329085014684025e-80,1.0573436676888647e-56,1.8190365710633079e-56,1.2975303396493848e-68,1.0505742806255021e-49,4.1711890154205306e-54,7.9318184271193228e-48,2.4118266700729847e-40,1.4956925328740653e-29,4.4991079797927115e-60,5.6796967381465498e-66,2.9840113024950067e-60,2.0454349509519044e-60,4.8816068037072306e-72,0.88129999999999997,0.0,0.0,0.0,0.0098899985976810753,0.10880299999938274,0.0001,5.132805036617171e-11,6.3894735690130789e-10,6.388091233377689e-10,5.6211988257643596e-16,3.7738297741589004e-13,7.2617484847001552e-11,2.389409005689843e-13,6.7304376581617043e-21,2.8060497171986176e-21,1.7736256304232283e-22,2.3557406258999876e-17
2.6317674800390205e-13,0.0017631650729364328,6.7742428861574513e-24,1.9346154753478059e-19,6.2426053387429341e-17,6.7742065483076829e-24,5.0699790006412191e-16,2.6933949492366673e-25,1.5242154062758828e-47,2.7983607616334686e-37,6.8145295654074928e-40,2.2518637133826533e-36,7.7911483687793887e-33,3.7698052650053883e-21,4.8775482577191928e-31,9.0978458965954809e-45,2.2106522188285934e-40,1.9652505795314349e-32,6.0488818229444302e-42,-9.0013627774170518e-79,-6.7185220310588577e-55,-1.1115668741139806e-54,-1.4409886147872795e-67,-6.6755083190512868e-48,1.2109436193975382e-53,1.9691614020844112e-47,4.4833316732360013e-40,3.7092603894954697e-29,1.1160286086429133e-59,-5.9585486961997226e-65,-3.3196757563050473e-59,6.7810981659517504e-60,2.167296120630241e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899980878609638,0.10880299999885998,0.0001,6.999279726521251e-11,8.7118025333726035e-10,8.7091667562964616e-10,7.6658135769658047e-16,7.0130259807534381e-13,9.8909756765201209e-11,4.3744054585476022e-13,1.2509902506804807e-20,5.1375110943733381e-21,4.4105273702145081e-22,4.3789308651518894e-17
3.333572300030044e-13,0.001763165072935238,1.0862477112582812e-23,3.1021497409031297e-19,7.9015438071357898e-17,1.0862404035370711e-23,6.7173250982932295e-16,4.4738292698365625e-25,2.4450083200509956e-47,-4.9597988056722389e-36,1.0932238754663965e-39,9.0210485526667755e-36,9.8679333840779899e-33,4.7751168505359255e-21,7.8248309392087132e-31,1.8269041173269075e-44,4.4390830057524768e-40,3.152762804170571e-32,1.2210706234198641e-41,2.0556642151481395e-77,1.2930471499796227e-53,2.1288271387340344e-53,3.2958369909952567e-66,1.2847687284056241e-46,2.774993596709652e-53,3.955511412566038e-47,7.19202175717167e-40,7.4459115483758902e-29,2.240819199195327e-59,1.3702379201912121e-63,7.5893985537218311e-58,1.695602756461055e-59,6.6708407258104517e-71,0.88129999999999997,0.0,0.0,0.0,0.0098899975781015729,0.10880299999818258,0.0001,8.8657541794195057e-11,1.1033579402025301e-09,1.1029247543832086e-09,9.7099422057170274e-16,1.1246655759711855e-12,1.2514136712448827e-10,6.9111965321459056e-13,2.0064232620901086e-20,8.1171522648291397e-21,8.8772440552718631e-22,7.0243275716131823e-17
4.0353771200210675e-13,0.0017631650729337768,1.5909007325937328e-23,4.5433579458989711e-19,9.5580653720219734e-17,1.5908878268950023e-23,8.488994761408425e-16,6.7844492581019658e-25,3.58230753523031e-47,1.0576279934786076e-34,1.6018864548279562e-39,-9.9812265432774165e-35,1.1944358417820924e-32,5.7804427837382523e-21,1.1465618233633844e-30,3.2231833280693421e-44,7.8317356320908591e-40,4.6197001748026241e-32,2.1656445795451262e-41,-5.0580313868854605e-76,-3.0111972007869749e-52,-4.9335062490965742e-52,-7.9220298425387432e-65,-2.9919187391535104e-45,5.5038403738841641e-53,6.9799187504952228e-47,1.0537797354105676e-39,1.3132268627611619e-28,3.9530293716234376e-59,-3.2778256453999145e-62,-1.8243136006793806e-56,3.6285371798959167e-59,1.6701591040637818e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899970684027533,0.10880299999735339,0.0001,1.0732228395322841e-10,1.335483199246765e-09,1.3348334728795447e-09,1.1753609205419262e-15,1.6473586348640664e-12,1.5131246107664752e-10,9.9719647486906233e-13,2.9391406245874022e-20,1.1712296710297243e-20,1.5698376774984202e-21,1.0291785570624903e-16
4.912406337965554e-13,0.001763165072931582,2.3560424868740919e-23,6.7284801524644959e-19,1.1624790703084263e-16,2.3560192491043919e-23,1.0877716637967172e-15,1.0486332619671518e-24,5.3078124535889504e-47,5.5026115861766058e-35,2.3737532507599138e-39,-4.6209014291587924e-35,1.4538712735763427e-32,7.0367968682542459e-21,1.6990287839997427e-30,5.7991892965323345e-44,1.409074853557305e-39,6.8456867707547047e-32,3.9231824436624471e-41,-1.1889312220575112e-75,-6.7919244147734347e-52,-1.1025856475759359e-51,-1.7713254743285142e-64,-6.748440761756349e-45,1.1353246665719993e-52,1.2559973019348676e-46,1.5614320941713484e-39,2.3617084525323311e-28,7.1113324751179767e-59,-8.6075292871181096e-62,-4.0785084751558658e-56,7.9468666743584798e-59,4.4530207063548037e-70,0.88129999999999997,0.0,0.0,0.0,0.0098899964315288785,0.10880299999610794,0.0001,1.3064717630894129e-10,1.6254948995496201e-09,1.6245049248639104e-09,1.4306917404390976e-15,2.4400122412674522e-12,1.8393302106755094e-10,1.4495072688920345e-12,4.3536373615062389e-20,1.7025149856763724e-20,2.8330355296873246e-21,1.5249267926870006e-16
5.78943555591004e-13,0.0017631650729289852,3.2703465828245618e-23,9.3395859651237166e-19,1.3687755492877495e-16,3.2703085726658861e-23,1.3460476285497844e-15,1.51745373528121e-24,7.3712276199391457e-47,-1.1394470053478487e-34,3.2969450962591421e-39,1.2618994073164422e-34,1.7132505096182551e-32,8.2931765369294333e-21,2.3598032763913568e-30,9.4817783223073297e-44,2.3038267896234648e-39,9.5080632841768985e-32,6.4590886706819196e-41,-1.2282008226719695e-74,-2.0250851451002846e-51,-3.1895044063602631e-51,-2.1481096445133606e-63,-2.0121200273261132e-44,2.1000832065893991e-52,2.0537340346907486e-46,2.1685424286359938e-39,3.8596438118654044e-28,1.1625458173599282e-58,-9.1836352877956771e-61,-4.9468987821087421e-55,1.5454855295253513e-58,1.0204159331719759e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899957947491055,0.10880299999463444,0.0001,1.539720649639392e-10,1.9154332546981159e-09,1.9140215938961363e-09,1.6859579796345326e-15,3.387401690872976e-12,2.1645956658027631e-10,1.975116207021826e-12,6.0443066664603348e-20,2.3199018571517659e-20,4.646334767577967e-21,2.1177763605774813e-16
6.666464773854526e-13,0.0017631650729259935,4.3335399664651831e-23,1.2375895541543782e-18,1.5746967443497003e-16,4.3334819495247532e-23,1.6237210549637709e-15,2.0938483947203441e-24,9.7724396207589659e-47,-1.7805124032754493e-35,4.3714689780423359e-39,3.4039950614819355e-35,1.9725735622054615e-32,9.5495835498066893e-21,3.1288874776723223e-30,1.4469529859758767e-43,3.5156647498738352e-39,1.2606838455280954e-31,9.9243452278910597e-41,-3.0621356837829601e-74,-4.2689416142079907e-51,-6.6179419293789505e-51,-5.3189152661367027e-63,-4.241610748164072e-44,3.5760158535299082e-52,3.1342224594690464e-46,2.8750913414620929e-39,5.8872226363896884e-28,1.7738265630602646e-58,-2.2629296240594302e-60,-1.2249083284722998e-54,2.7284364377479078e-58,2.0671310355642772e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899951580631619,0.10880299999293749,0.0001,1.7729694991844881e-10,2.205302687544236e-09,2.2033836941088704e-09,1.9411635324644716e-15,4.4893128604095652e-12,2.4889237020957817e-10,2.5696004413069159e-12,8.0107663721869703e-20,3.0181948729545466e-20,7.1120450088038456e-21,2.8077038039812785e-16
7.543493991799013e-13,0.0017631650729226169,5.54535392706511e-23,1.5836641443747721e-18,1.7802434143009144e-16,5.5452698867004824e-23,1.9207858955866717e-15,2.7868283036724246e-24,1.2511337416257535e-46,-4.6420145728413193e-35,5.5973333714307184e-39,6.7205879516553958e-35,2.2318404433951735e-32,1.0806019643032601e-20,4.0062838586893419e-30,2.0958482027236182e-43,5.0922019259767752e-39,1.6142022224016282e-31,1.4472205952718864e-40,2.6363968077574384e-75,4.3077428157418523e-51,6.4041663330054877e-51,-5.4963787705103416e-64,4.280163534479409e-44,5.7153964505032525e-52,4.5399320421851213e-46,3.6810598305101595e-39,8.523440572731594e-28,2.5689340701865263e-58,-4.21064459177259e-61,-1.2664276039470849e-55,4.318642454349857e-58,3.8281758576979666e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899945214707841,0.10880299999102143,0.0001,2.0062183117268797e-10,2.4951072822035053e-09,2.4925914363333348e-09,2.1963119950075265e-15,5.7455349278173308e-12,2.8123170003593107e-10,3.2288758602084366e-12,1.0252640203425895e-19,3.792596526053371e-20,1.0332501622383532e-20,3.5946876467548661e-16
8.420523209743499e-13,0.00176316507291886,6.9055172046977386e-23,1.9721048953315565e-18,1.9854163257568282e-16,6.9054003347989253e-23,2.2372361521781005e-15,3.6056374689663856e-24,1.5587808839069276e-46,1.0986963715945897e-34,6.9745477389381263e-39,-8.397178019345232e-35,2.491051165418711e-32,1.2062486570629833e-20,4.9919949645228194e-30,2.9146814270518138e-43,7.0815676349351486e-39,2.0113624841081592e-31,2.0260689834243327e-40,-8.9231198609342168e-74,-7.3937476571141812e-51,-1.1335028574274376e-50,-1.6605165848050424e-62,-7.3464109761413058e-44,8.6901671018993131e-52,6.3137958386498259e-46,4.586428611047994e-39,1.1848022245490009e-27,3.5720753721259742e-58,-6.656823314892485e-60,-3.8242134722356467e-54,6.8922924751601803e-58,6.6134685783184672e-69,0.88129999999999997,0.0,0.0,0.0,0.0098899938849716963,0.10880299998889038,0.0001,2.2394670872687915e-10,2.7848509360914682e-09,2.7816450335573599e-09,2.451406798953342e-15,7.1558549145472345e-12,3.1347782643402163e-10,3.949045052309029e-12,1.276954803601454e-19,4.6385286215334161e-20,1.4412126950771882e-20,4.4787073655812304e-16
9.297552427687985e-13,0.0017631650729147304,8.4137605542264435e-23,2.4028349106104067e-18,2.1902162401819475e-16,8.4136032647192383e-23,2.5730659751458822e-15,4.5596008371038575e-24,1.9001742826213561e-46,8.1681538996095261e-40,8.5031225451576498e-39,3.1570249302946679e-35,2.7502057404091954e-32,1.3318986075958969e-20,6.0860235025865122e-30,3.9231623982431868e-43,9.5316247508371896e-39,2.4521657222591742e-31,2.7449966417294499e-40,-2.5661408620986334e-73,-2.2884806562229613e-50,-3.4831194985774745e-50,-4.672538618531406e-62,-2.2738292123664934e-43,1.2687534550357834e-51,8.4985123102403539e-46,5.5911785592463184e-39,1.5940136603065074e-27,4.8073134463774669e-58,-1.8806055148944993e-59,-1.0760931761822833e-53,1.0392231402485897e-57,1.0795380411865108e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899932485656331,0.10880299998654822,0.0001,2.4727158258124127e-10,3.0745373388418708e-09,3.0705446972811544e-09,2.7064511930374129e-15,8.7200613295739217e-12,3.4563101761581434e-10,4.7264183879888123e-12,1.5561112400722948e-19,5.551657040731181e-20,1.9455726522711162e-20,5.4597436196341886e-16
1e-12,0.0017631650729053822,9.7283899769334973e-23,2.7782718886681046e-18,2.3539801341902108e-16,9.7281943117259825e-23,2.8560185631196566e-15,5.427576741141532e-24,2.1979409102400534e-46,-2.2249323207951543e-34,9.836591458662146e-39,2.5901278370263658e-34,2.9577324575062289e-32,1.4325391160940318e-20,7.0403973332724548e-30,4.8809781011575248e-43,1.1858538974086851e-38,2.836699628564247e-31,3.4329711272539122e-40,-4.9876842162185212e-73,-3.9696436505714766e-50,-6.0339185848726913e-50,-9.1135185690111856e-62,-3.9442289672723717e-43,1.6770840118596968e-51,1.0573477635674762e-45,6.4675857228233105e-39,1.9824545468497286e-27,5.9802883745666815e-58,-3.7136291868586733e-59,-2.0988695236308807e-53,1.401600516851402e-57,1.5483722463965561e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899927389096195,0.10880299998452245,0.0001,2.6595339880595878e-10,3.3065197058043505e-09,3.3018250472064523e-09,2.9106920571474837e-15,1.0083740222891142e-11,3.7131694031402819e-10,5.3880049664212627e-12,1.7994821301470873e-19,6.3287801725696095e-20,2.4262326131096984e-20,6.3154530125132453e-16
1.1051610863576958e-12,0.0017631650729053822,1.1873410725141436e-22,3.3908552161218084e-18,2.5987001272418985e-16,1.1873146690306572e-22,3.3028416763077215e-15,6.91148869233908e-24,2.6841555182168907e-46,8.3647172809202202e-40,1.2014403370589441e-38,4.4599437734649376e-35,3.268346498017948e-32,1.5832089806062453e-20,8.5990446613137136e-30,6.5881656813593277e-43,1.6005858301481017e-38,3.4647058890465895e-31,4.669839336738075e-40,-1.2995847688828147e-72,-9.9100317987365807e-50,-1.5047047060394508e-49,-2.3693883161280462e-61,-9.8465852171586199e-43,2.4640143754078997e-51,1.4271854106452967e-45,7.8987451500302262e-39,2.6743642969667529e-27,8.0705436385065529e-58,-9.7446713448594004e-59,-5.4568074846810105e-53,2.1434563645891853e-57,2.5470466468831593e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899919760315012,0.10880299998124471,0.0001,2.9392131919135644e-10,3.6537517042694028e-09,3.6478830710559009e-09,3.2164004740616995e-15,1.2309286653406332e-11,4.096596653320983e-10,6.43946416764619e-12,2.1966699373531707e-19,7.5638640124549419e-20,3.2863198132219731e-20,7.712796192940717e-16
1.2630263455877035e-12,0.0017631650728957562,1.5490836792842407e-22,4.4239336737820636e-18,2.9650676059612409e-16,1.5490442884614802e-22,4.0258620206089572e-15,9.5879595805592442e-24,3.5050401008164973e-46,3.9986550454582442e-35,1.5692342250261405e-38,1.8257693305771064e-35,3.7344812789794323e-32,1.8094012067614196e-20,1.1231240014040471e-29,9.8333944166467258e-43,2.3889242680414902e-38,4.5252634255301842e-31,7.051018170163087e-40,-3.0072182509435104e-72,-1.6569268608929041e-49,-2.5104959293847092e-49,-5.576159404219741e-61,-1.6463187874135193e-42,4.1265202443724813e-51,2.1302184980250104e-45,1.031524643530846e-38,3.9883947231937942e-27,1.204274384016617e-57,-2.3313221603472412e-58,-1.2842526765982009e-52,3.6480430380385399e-57,4.9504119400280867e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899908310662466,0.10880299997578365,0.0001,3.3590606948923562e-10,4.1748807948991496e-09,4.16696327374393e-09,3.6752105667088233e-15,1.6063762259889412e-11,4.6697028690133421e-10,8.144882947734341e-12,2.8667271408195287e-19,9.5671183790582642e-20,4.9307664586015457e-20,1.0072173579055498e-15
1.4051050788947105e-12,0.0017631650728861358,1.915321316143805e-22,5.4698491201476026e-18,3.2937750355128603e-16,1.9152671089771223e-22,4.7301936019253324e-15,1.250058795501434e-23,4.3371756131010635e-46,-3.0759390681304538e-35,1.9421973452501497e-38,1.0283590228625283e-34,4.1538472029369255e-32,2.0129855222589826e-20,1.3900318596405432e-29,1.3538797339687914e-42,3.2890029390954684e-38,5.6006818977325421e-31,9.808272994589696e-40,-4.6087098938162237e-72,-1.6952262268396856e-49,-2.5691591226167362e-49,-8.6680298204105103e-61,-1.6843729508857166e-42,6.2384189764710338e-51,2.9329411337158147e-45,1.2765151749156849e-38,5.4871682087899182e-27,1.6576638846681633e-57,-3.6890153107658393e-58,-1.9964287251740711e-52,5.4695053509052512e-57,8.419164956560502e-68,0.88129999999999997,0.0,0.0,0.0,0.0098899898008517131,0.10880299997032641,0.0001,3.7369233451092097e-10,4.64377817774441e-09,4.6337117995781671e-09,4.0880350473062824e-15,1.9866316611941055e-11,5.1829589250839042e-10,9.7984284450580807e-12,3.5453696086768848e-19,1.1509444437293974e-19,6.820530686563685e-20,1.2464161677067288e-15
1.602282242472151e-12,0.001763165072871324,2.4872060721696497e-22,7.1030593098793088e-18,3.7483558442283677e-16,2.4871257550111953e-22,5.7917803249943718e-15,1.7418858869533686e-23,5.638439744271502e-46,-1.1636039527820599e-34,2.5256576981206512e-38,2.1006963580942629e-34,4.7356003130327852e-32,2.2955394461923783e-20,1.8075570851799714e-29,2.0075385955645289e-42,4.8767036477768176e-38,7.282964234330803e-31,1.4750295768621074e-39,-6.6742218657035472e-72,-1.3043053309690997e-49,-1.982229566195658e-49,-1.2711880719792595e-60,-1.2959548314165891e-42,1.039833556284257e-50,4.3489944967860446e-45,1.6596728596367414e-38,8.1278758776877752e-27,2.4571532094998011e-57,-5.5093397330482738e-58,-2.9280301122683001e-52,9.030520188257751e-57,1.6212729488268055e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899883715146755,0.10880299996192383,0.0001,4.2613217614549535e-10,5.294348868016254e-09,5.2808030974558583e-09,4.660807492193168e-15,2.5806588664982638e-11,5.891292145700788e-10,1.2259097576242461e-11,4.6055374302874357e-19,1.4399858225412349e-19,1.0178790309933126e-19,1.6205201698120382e-15
1.7994594060495914e-12,0.0017631650728548568,3.1327691611265608e-22,8.9466826672611489e-18,4.2010845159256163e-16,3.1326554874444839e-22,6.951090240845658e-15,2.346571916624529e-23,7.1097979502141085e-46,-4.0327049789522413e-34,3.1856969620717459e-38,5.2144318548369615e-34,5.3170701561346017e-32,2.5781174585176575e-20,2.2798474450153685e-29,2.8436487416557488e-42,6.9074106144246191e-38,9.185905162814656e-31,2.1186209766173428e-39,-7.9349475011647596e-72,-3.1302960247148027e-50,-5.0929901621038481e-50,-1.5273473262842031e-60,-3.1102550592493917e-43,1.6357207101395535e-50,6.1602886061285342e-45,2.0929795989225886e-38,1.1500908316904709e-26,3.4793216995849849e-57,-6.762057995287016e-58,-3.5184295930296821e-52,1.4120794716092072e-56,2.8946258711779209e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899869426362259,0.10880299995258236,0.0001,4.7857199908849055e-10,5.9447491220730598e-09,5.9271255487017039e-09,5.2334298672218776e-15,3.2515469819360508e-11,6.5950439140614165e-10,1.488996557926778e-11,5.80288662173386e-19,1.7490200511252581e-19,1.4510387506996828e-19,2.0436005507504724e-15
1.9966365696270317e-12,0.0017631650728367773,3.8517104418143857e-22,1.0999861989619719e-17,4.6519695943938367e-16,3.851555289156377e-22,8.208068245122449e-15,3.0766337444505721e-23,8.7511283304803694e-46,1.4701358066545777e-33,3.9223410834064734e-38,-1.3246702768518529e-33,5.8982568702727659e-32,2.8607215258339664e-20,2.8069077993598973e-29,3.8846871696579317e-42,9.4356284906583775e-38,1.1309524439194898e-30,2.9341956565983234e-39,-9.9520373573994239e-72,-2.5779682218928199e-49,-3.8598530477079412e-49,-1.8624403322015455e-60,-2.5614634037057383e-42,2.4570985820320278e-50,8.4155047189179872e-45,2.57641364309148e-38,1.5694721817279298e-26,4.7514202635222065e-57,-8.2149671495426193e-58,-4.2907011836354383e-52,2.1685210096584244e-56,4.8661413435641999e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899855142134032,0.10880299994232628,0.0001,5.3101180334233459e-10,6.5950008718159357e-09,6.5726815280032614e-09,5.8059214835056245e-15,3.9990585489446533e-11,7.2942438643632576e-10,1.7669100604619564e-11,7.1369933669194524e-19,2.0754708481714538e-19,1.9948278744024526e-19,2.5156462776502027e-15
2.193813733204472e-12,0.0017631650728171238,4.6437312253105244e-22,1.3261744222113013e-17,5.101019589880364e-16,4.6435255990665981e-22,9.5626609056302294e-15,3.9449864797503007e-23,1.0562310008876532e-45,-1.1478631726934643e-32,4.7356189636330068e-38,1.1654217755992013e-32,6.4791605933669361e-32,3.1433536094708555e-20,3.3887433905878481e-29,5.153134042517779e-42,1.2515848329218201e-37,1.365384339405281e-30,3.9452644829150697e-39,2.3089038174392762e-72,2.0671888769853364e-48,3.048385851196135e-48,2.0155317719897226e-62,2.0539542002849032e-41,3.554708955079745e-50,1.1163327136057048e-44,3.1099532623068831e-38,2.0797392912713167e-26,6.3006610008977439e-57,-1.1339702647161078e-58,4.4125751090817353e-54,2.8272085025515347e-56,7.7903169494541305e-67,0.88129999999999997,0.0,0.0,0.0,0.0098899840862432618,0.10880299993117709,0.0001,5.8345158890943891e-10,7.2451232486187218e-09,7.2174734021705192e-09,6.3782991862832721e-15,4.8229568966569639e-11,7.9889214326900851e-10,2.0577371330520499e-11,8.6074352556269859e-19,2.4170909035886981e-19,2.662822957440165e-19,3.036647861314864e-15
2.3909908967819126e-12,0.0017631650727959294,5.5085341839574259e-22,1.5731480197797819e-17,5.5482429806712761e-16,5.5082682208687055e-22,1.1014816253126045e-14,4.964946749460547e-23,1.2543223088206747e-45,9.5131019826913721e-32,5.6255624547186664e-38,-9.4922484038813677e-32,7.0597814632815715e-32,3.4260156658531185e-20,4.0253598405251939e-29,6.6714809491258237e-42,1.6202563084694358e-37,1.6218884923080424e-30,5.1762613875177901e-39,-1.128863413834703e-70,-1.9197127021560232e-47,-2.8327562076028662e-47,-1.7812025217917574e-59,-1.9074222059600957e-40,4.984461806194887e-50,1.4452458043705156e-44,3.6935767375676086e-38,2.6896644029314583e-26,8.1542238674636833e-57,-6.8603731443411047e-57,-4.1022387252794418e-51,7.0010611874604819e-56,1.1977505588431805e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899826587228751,0.10880299991915386,0.0001,6.3589135579219915e-10,7.8951329341854671e-09,7.8615035308542671e-09,6.9505776638491181e-15,5.7230060700689576e-11,8.6791058664614533e-10,2.3598096105362823e-11,1.021379115531182e-18,2.7719206641150188e-19,3.4688838572930165e-19,3.6065971623473696e-15
2.588168060359353e-12,0.001763165072773224,6.4458233311498329e-22,1.840822457990041e-17,5.9936482128160794e-16,6.4454863027603519e-22,1.2564483618838039e-14,6.1502322944611315e-23,1.4693748639782382e-45,-8.7414188720032742e-31,6.5922063466339377e-38,8.7438617315802476e-31,7.6401196178350416e-32,3.7087096464107226e-20,4.7167631519177598e-29,8.4622222681682628e-42,2.055027037991073e-37,1.9004673480530668e-30,6.6525427385388863e-39,1.0721743548647615e-69,1.9566035426012938e-46,2.8834665123157528e-46,1.6685280549110943e-58,1.944076861725669e-39,6.8074348802746679e-50,1.8331620918301941e-44,4.3272623592747571e-38,3.4079849237541608e-26,1.0339267677178187e-56,6.2719155114933511e-56,3.8424396203686493e-50,-2.0634853416487274e-55,1.7799133279156452e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899812316493464,0.10880299990627343,0.0001,6.8833110399299653e-10,8.5450444526194029e-09,8.5047742666860799e-09,7.522769704722772e-15,6.6989708160424111e-11,9.3648262271088836e-10,2.6716750878669776e-11,1.1955641186119564e-18,3.1382540246741243e-19,4.4271525513168543e-19,4.2254872315038959e-15
2.7853452239367935e-12,0.0017631650727490348,7.4553040430689092e-22,2.1291135923887236e-17,6.4372436986600462e-16,7.4548843592365595e-22,1.4211613496676491e-14,7.5149599716821268e-23,1.7013768713703137e-45,-1.5733044330275038e-29,7.6355883540944634e-38,1.5733326719516734e-29,8.2201751947814239e-32,3.9914374968622948e-20,5.4629597433459038e-29,1.0547733418208913e-41,2.5613468037260841e-37,2.2011235076295027e-30,8.4003838825927279e-39,3.6573652011740529e-68,5.2385691288656824e-45,7.7141919263294057e-45,6.0488683631079185e-57,5.2050304572118575e-38,9.0898670667841292e-50,2.2849557467439362e-44,5.0109884301798919e-38,4.243402827811413e-26,1.2883044250547739e-56,2.3040463542995135e-54,1.3930247294799157e-48,-7.055791091351424e-54,2.5692893142600253e-66,0.88129999999999997,0.0,0.0,0.0,0.0098899798050197767,0.10880299989255081,0.0001,7.407708335141969e-10,9.1948704330046808e-09,9.147287955080018e-09,8.0948864288509885e-15,7.7506166031343188e-11,1.004611138868022e-09,2.9920706619239245e-11,1.3832566756277609e-18,3.5146074835199337e-19,5.5520502550626392e-19,4.8933121674428279e-15
